
[00:00:00.000 --> 00:00:02.000]  看完節目
[00:01:47.000 --> 00:01:49.000]  但未立志之前
[00:01:49.000 --> 00:01:51.000]  或者立志了
[00:01:51.000 --> 00:01:53.000]  我們要明白一個生命的改變
[00:01:53.000 --> 00:01:55.000]  一個生命的向前
[00:01:55.000 --> 00:01:58.000]  到底有什麼動態在裏面
[00:01:58.000 --> 00:02:03.000]  這本書叫做Atomic Habits
[00:02:03.000 --> 00:02:05.000]  是James Clear寫的
[00:02:05.000 --> 00:02:09.000]  裏面講了很多人性心理學
[00:02:09.000 --> 00:02:13.000]  有關的Insight
[00:02:13.000 --> 00:02:15.000]  一些觀察
[00:02:15.000 --> 00:02:17.000]  再結合聖經裏面所講的
[00:02:17.000 --> 00:02:21.000]  智慧文學 針研等等
[00:02:21.000 --> 00:02:24.000]  其實針研或者智慧文學
[00:02:24.000 --> 00:02:25.000]  Wisdom Literature
[00:02:25.000 --> 00:02:27.000]  都是在做這件事
[00:02:27.000 --> 00:02:30.000]  它是由下至上去領略上帝的啟示
[00:02:30.000 --> 00:02:32.000]  什麼叫做下至上呢
[00:02:32.000 --> 00:02:34.000]  就是說觀察人性
[00:02:34.000 --> 00:02:35.000]  觀察一下自己
[00:02:35.000 --> 00:02:37.000]  觀察這個世界
[00:02:37.000 --> 00:02:38.000]  以致我們能夠知道
[00:02:38.000 --> 00:02:43.000]  人生是怎樣Work out的
[00:02:43.000 --> 00:02:48.000]  在裏面找到一些屬靈的真理和啟示
[00:02:48.000 --> 00:02:50.000]  譬如在20章第5節
[00:02:50.000 --> 00:02:53.000]  針研在聖經裏面中間
[00:02:53.000 --> 00:02:56.000]  其中一本書叫做針研Proverbs
[00:02:56.000 --> 00:03:01.000]  這裏講到人心裏的籌算如同深水
[00:03:01.000 --> 00:03:08.000]  唯聽聰明人才能將它吸收出來
[00:03:08.000 --> 00:03:09.000]  什麼意思呢
[00:03:09.000 --> 00:03:11.000]  其實是一種Observation
[00:03:11.000 --> 00:03:13.000]  所以看針研
[00:03:13.000 --> 00:03:15.000]  聖經裏面一些智慧文學
[00:03:15.000 --> 00:03:18.000]  其實是在講智者
[00:03:18.000 --> 00:03:21.000]  留意到人性是怎樣的
[00:03:21.000 --> 00:03:23.000]  人心裏面所想的東西
[00:03:23.000 --> 00:03:25.000]  好像深水一樣
[00:03:25.000 --> 00:03:28.000]  深水,你們有沒有去釣魚
[00:03:28.000 --> 00:03:30.000]  釣過深水魚
[00:03:30.000 --> 00:03:31.000]  裏面不知道是什麼
[00:03:31.000 --> 00:03:33.000]  下面不知道是什麼
[00:03:33.000 --> 00:03:35.000]  人心就好像這樣
[00:03:35.000 --> 00:03:38.000]  連我們自己想的東西都不是很清楚
[00:03:38.000 --> 00:03:41.000]  唯獨是有智慧的人
[00:03:41.000 --> 00:03:42.000]  有上帝智慧的人
[00:03:42.000 --> 00:03:44.000]  慢慢可以將這些東西
[00:03:44.000 --> 00:03:46.000]  Draw them out
[00:03:46.000 --> 00:03:49.000]  好像井水打水一樣
[00:03:49.000 --> 00:03:51.000]  慢慢將它拉上來
[00:03:51.000 --> 00:03:55.000]  以致我們能夠明白人性是怎樣的
[00:03:55.000 --> 00:03:57.000]  所以新的一年納節的時候
[00:03:57.000 --> 00:04:00.000]  請你未納節之前
[00:04:00.000 --> 00:04:01.000]  想清楚
[00:04:01.000 --> 00:04:04.000]  有什麼我們需要去建立
[00:04:04.000 --> 00:04:06.000]  一些所謂原子習慣
[00:04:06.000 --> 00:04:08.000]  一些很細的習慣
[00:04:08.000 --> 00:04:10.000]  這些習慣能夠幫助我們
[00:04:10.000 --> 00:04:13.000]  有更加長遠的生命的改變
[00:04:13.000 --> 00:04:16.000]  在歐洲有一個研究說到
[00:04:16.000 --> 00:04:18.000]  一個人養成一個新的習慣
[00:04:18.000 --> 00:04:20.000]  最短
[00:04:20.000 --> 00:04:22.000]  調查裏面最短
[00:04:22.000 --> 00:04:26.000]  一個人能夠去建立一個新的習慣
[00:04:26.000 --> 00:04:28.000]  就是需要18天
[00:04:28.000 --> 00:04:30.000]  18天
[00:04:30.000 --> 00:04:32.000]  譬如你不用牙線
[00:04:32.000 --> 00:04:34.000]  有誰用牙線的
[00:04:34.000 --> 00:04:36.000]  很乖
[00:04:36.000 --> 00:04:38.000]  很乖
[00:04:38.000 --> 00:04:41.000]  對牙醫來說可能不是很好
[00:04:41.000 --> 00:04:43.000]  因為牙醫想見你
[00:04:43.000 --> 00:04:45.000]  你養成一個習慣
[00:04:45.000 --> 00:04:47.000]  牙線才算
[00:04:47.000 --> 00:04:49.000]  最短是要18天
[00:04:49.000 --> 00:04:51.000]  即是你要做18天這個新的習慣
[00:04:51.000 --> 00:04:53.000]  你才能夠養成
[00:04:53.000 --> 00:04:54.000]  最長的
[00:04:54.000 --> 00:04:56.000]  那些不是很堅持的人
[00:04:56.000 --> 00:05:00.000]  最長的就需要254天
[00:05:00.000 --> 00:05:02.000]  都不是很長
[00:05:02.000 --> 00:05:04.000]  一年都不用
[00:05:04.000 --> 00:05:08.000]  平均來說是66天
[00:05:08.000 --> 00:05:10.000]  你要做那件事66天
[00:05:10.000 --> 00:05:12.000]  你才能夠去養成一個新的習慣
[00:05:12.000 --> 00:05:14.000]  一個長遠的習慣
[00:05:14.000 --> 00:05:15.000]  所以想一想
[00:05:15.000 --> 00:05:18.000]  我們生命裏面想改變的時候
[00:05:18.000 --> 00:05:21.000]  有些事我們需要作一些改善
[00:05:21.000 --> 00:05:23.000]  養成一些新的習慣
[00:05:23.000 --> 00:05:26.000]  我們需要計劃得好一點
[00:05:26.000 --> 00:05:28.000]  起碼66天
[00:05:28.000 --> 00:05:30.000]  你堅持到66天
[00:05:30.000 --> 00:05:33.000]  你就能夠有大一點的機會
[00:05:33.000 --> 00:05:35.000]  可以養成一個新的習慣
[00:05:35.000 --> 00:05:38.000]  看回我們上個星期的一些評價
[00:05:38.000 --> 00:05:42.000]  就是1%的力量
[00:05:42.000 --> 00:05:43.000]  什麼意思呢
[00:05:43.000 --> 00:05:46.000]  你看看這個改變的表
[00:05:46.000 --> 00:05:48.000]  一直向上曲線
[00:05:48.000 --> 00:05:50.000]  那條黑色的線
[00:05:50.000 --> 00:05:51.000]  就是我們一般人
[00:05:51.000 --> 00:05:55.000]  我們能夠做到生命改變的情況
[00:05:55.000 --> 00:05:57.000]  那個過程是怎樣呢
[00:05:57.000 --> 00:05:59.000]  由開始的時候
[00:05:59.000 --> 00:06:01.000]  是沒有什麼改變
[00:06:01.000 --> 00:06:02.000]  沒有什麼效果
[00:06:02.000 --> 00:06:03.000]  開頭的時候
[00:06:03.000 --> 00:06:05.000]  結果不是那麼明顯
[00:06:05.000 --> 00:06:07.000]  你過了那個所謂失望谷
[00:06:07.000 --> 00:06:09.000]  然後那個回收
[00:06:09.000 --> 00:06:11.000]  就會繼續上去
[00:06:11.000 --> 00:06:13.000]  但是你只需要做1%的事
[00:06:13.000 --> 00:06:17.000]  很少很少原子的新的習慣
[00:06:17.000 --> 00:06:19.000]  以致你慢慢慢慢
[00:06:19.000 --> 00:06:23.000]  你生命裏面就會不斷有影響
[00:06:23.000 --> 00:06:25.000]  直到你365天
[00:06:25.000 --> 00:06:27.000]  你所收到的效果
[00:06:27.000 --> 00:06:30.000]  就是37倍或以上
[00:06:30.000 --> 00:06:33.000]  這個是1%的力量
[00:06:33.000 --> 00:06:35.000]  這是第一個原則
[00:06:35.000 --> 00:06:38.000]  第二個原則就是賞罰的效果
[00:06:38.000 --> 00:06:41.000]  如果我們去到做一個新的習慣的時候
[00:06:41.000 --> 00:06:43.000]  我們給我們自己有勵忍
[00:06:43.000 --> 00:06:46.000]  或者有不勸忍
[00:06:46.000 --> 00:06:48.000]  我們可以養成一個新的習慣
[00:06:48.000 --> 00:06:51.000]  機會就會大很多
[00:06:51.000 --> 00:06:54.000]  第三個原則
[00:06:54.000 --> 00:06:55.000]  剛才所講的
[00:06:55.000 --> 00:06:57.000]  上個星期所講的
[00:06:57.000 --> 00:06:58.000]  就是具體性
[00:06:58.000 --> 00:07:01.000]  越具體性就越好
[00:07:01.000 --> 00:07:03.000]  我們訂立一個新的習慣的時候
[00:07:03.000 --> 00:07:04.000]  要有具體
[00:07:04.000 --> 00:07:06.000]  時間、地點
[00:07:06.000 --> 00:07:08.000]  when and where
[00:07:08.000 --> 00:07:09.000]  想清楚
[00:07:09.000 --> 00:07:11.000]  譬如你想讀經才算
[00:07:11.000 --> 00:07:12.000]  讀聖經
[00:07:12.000 --> 00:07:13.000]  每天讀聖經
[00:07:13.000 --> 00:07:15.000]  想清楚時間和地點
[00:07:15.000 --> 00:07:18.000]  是不是要多一杯咖啡
[00:07:18.000 --> 00:07:19.000]  是不是
[00:07:19.000 --> 00:07:21.000]  那你養成一個新的習慣
[00:07:21.000 --> 00:07:23.000]  機會率就會很大
[00:07:23.000 --> 00:07:26.000]  還有你的生命能夠有更多的效果
[00:07:26.000 --> 00:07:27.000]  第四
[00:07:27.000 --> 00:07:28.000]  我們上一次講到的
[00:07:28.000 --> 00:07:31.000]  是社群的影響力
[00:07:31.000 --> 00:07:34.000]  身邊的人給我們的影響
[00:07:34.000 --> 00:07:37.000]  或者團契
[00:07:37.000 --> 00:07:38.000]  身邊的弟兄姊妹
[00:07:38.000 --> 00:07:42.000]  朋友給我們的影響是很大的
[00:07:42.000 --> 00:07:45.000]  所以一個人獨自是很難做到的
[00:07:45.000 --> 00:07:47.000]  有一個新的習慣
[00:07:47.000 --> 00:07:51.000]  是需要有其他人來支援我們
[00:07:51.000 --> 00:07:53.000]  這次我們繼續看下去
[00:07:53.000 --> 00:07:56.000]  其他的原則
[00:07:56.000 --> 00:07:58.000]  再看第五個原則
[00:07:58.000 --> 00:08:00.000]  第五個原則是什麼呢
[00:08:00.000 --> 00:08:03.000]  The power of default
[00:08:03.000 --> 00:08:05.000]  預設的力量
[00:08:05.000 --> 00:08:07.000]  什麼叫做default
[00:08:07.000 --> 00:08:09.000]  大家用電腦的就知道
[00:08:09.000 --> 00:08:12.000]  那些browser經常彈出來
[00:08:12.000 --> 00:08:14.000]  用不用make it default
[00:08:14.000 --> 00:08:16.000]  chrome經常問你
[00:08:16.000 --> 00:08:18.000]  做default好不好
[00:08:18.000 --> 00:08:22.000]  或者microsoft edge的瀏覽器
[00:08:22.000 --> 00:08:25.000]  就想你將我變成default
[00:08:25.000 --> 00:08:26.000]  就是什麼
[00:08:26.000 --> 00:08:28.000]  每一次你上網看東西的時候
[00:08:28.000 --> 00:08:30.000]  你就用那個browser
[00:08:30.000 --> 00:08:32.000]  不用其他browser
[00:08:32.000 --> 00:08:36.000]  那個就是預設的選項
[00:08:36.000 --> 00:08:38.000]  就是說你不需要再選擇
[00:08:38.000 --> 00:08:41.000]  我們很少會上網看東西的時候
[00:08:41.000 --> 00:08:44.000]  我們就會先選擇你用哪個browser
[00:08:44.000 --> 00:08:45.000]  你用firefox
[00:08:45.000 --> 00:08:46.000]  microsoft edge
[00:08:46.000 --> 00:08:48.000]  還是google chrome
[00:08:48.000 --> 00:08:50.000]  因為你已經選擇了default
[00:08:50.000 --> 00:08:53.000]  預設的能力
[00:08:53.000 --> 00:08:55.000]  在我們生命的改變裡面都是一樣
[00:08:55.000 --> 00:08:57.000]  什麼叫做預設能力
[00:08:57.000 --> 00:09:01.000]  就是說人的行為心理的時候
[00:09:01.000 --> 00:09:04.000]  凡是真的有fresh start的時候
[00:09:04.000 --> 00:09:08.000]  時間裡面有fresh start
[00:09:08.000 --> 00:09:11.000]  或者日曆裡面有fresh start
[00:09:11.000 --> 00:09:16.000]  那個就成為一個改變的契機
[00:09:16.000 --> 00:09:18.000]  譬如新的一年
[00:09:18.000 --> 00:09:21.000]  就是新的立字好很多
[00:09:21.000 --> 00:09:27.000]  比你在9月19號去訂立
[00:09:27.000 --> 00:09:30.000]  我要新的一年有什麼立字
[00:09:30.000 --> 00:09:31.000]  你會不會
[00:09:31.000 --> 00:09:32.000]  當然不會
[00:09:32.000 --> 00:09:34.000]  9月19號派到威嚇我生日
[00:09:34.000 --> 00:09:39.000]  你通常新的一年1月1號
[00:09:39.000 --> 00:09:41.000]  或者新一年的時候
[00:09:41.000 --> 00:09:42.000]  我們就會想
[00:09:42.000 --> 00:09:45.000]  有什麼新的計劃我們要進行呢
[00:09:45.000 --> 00:09:48.000]  所以在那個fresh start裡面
[00:09:48.000 --> 00:09:51.000]  birthday或者一些new的life changer
[00:09:51.000 --> 00:09:53.000]  通常是一些turning point
[00:09:53.000 --> 00:09:56.000]  在我們時間生命的旅程裡面
[00:09:56.000 --> 00:09:58.000]  一些的turning point
[00:09:58.000 --> 00:10:00.000]  在那裡做一些改變
[00:10:00.000 --> 00:10:01.000]  或者做一些開始
[00:10:01.000 --> 00:10:04.000]  一些新的原子的習慣
[00:10:04.000 --> 00:10:06.000]  那個機會率是大很多的
[00:10:06.000 --> 00:10:09.000]  《聖經》22章第6節
[00:10:09.000 --> 00:10:10.000]  那裡說
[00:10:10.000 --> 00:10:14.000]  教養孩童當行的路
[00:10:14.000 --> 00:10:20.000]  就是道路也不偏離
[00:10:20.000 --> 00:10:24.000]  教養孩子當行的路
[00:10:24.000 --> 00:10:26.000]  train這個字
[00:10:26.000 --> 00:10:29.000]  其實就是dedicate的意思
[00:10:29.000 --> 00:10:31.000]  奉獻的意思
[00:10:31.000 --> 00:10:33.000]  聖殿會奉獻的
[00:10:33.000 --> 00:10:35.000]  做了聖殿
[00:10:35.000 --> 00:10:36.000]  新的聖殿的時候
[00:10:36.000 --> 00:10:39.000]  首先會有一個奉獻禮
[00:10:39.000 --> 00:10:42.000]  或者inaugurate
[00:10:42.000 --> 00:10:44.000]  去到啟始
[00:10:44.000 --> 00:10:47.000]  去到將他啟動開創
[00:10:47.000 --> 00:10:50.000]  就是說他帶一個小孩的時候
[00:10:50.000 --> 00:10:52.000]  這個智慧就是說
[00:10:52.000 --> 00:10:54.000]  從開始
[00:10:54.000 --> 00:10:55.000]  fresh start
[00:10:55.000 --> 00:10:59.000]  你就去教他走當行的路
[00:10:59.000 --> 00:11:00.000]  一般來說
[00:11:00.000 --> 00:11:02.000]  到他老的時候
[00:11:02.000 --> 00:11:05.000]  都不會改變
[00:11:05.000 --> 00:11:07.000]  就是說那個beginning
[00:11:07.000 --> 00:11:08.000]  啟始
[00:11:08.000 --> 00:11:09.000]  fresh start那裡
[00:11:09.000 --> 00:11:12.000]  是給一個人的生命的改變
[00:11:12.000 --> 00:11:14.000]  是非常重要的
[00:11:14.000 --> 00:11:17.000]  在耶魯大學有一個很出色的教授
[00:11:17.000 --> 00:11:19.000]  叫做James Choi
[00:11:19.000 --> 00:11:20.000]  James Choi
[00:11:20.000 --> 00:11:21.000]  你去google一下
[00:11:21.000 --> 00:11:22.000]  或者做finance的
[00:11:22.000 --> 00:11:24.000]  應該很清楚這個人
[00:11:24.000 --> 00:11:26.000]  James Choi是耶魯大學
[00:11:26.000 --> 00:11:29.000]  一個business school的教授
[00:11:29.000 --> 00:11:31.000]  James Choi
[00:11:31.000 --> 00:11:33.000]  是一個很solid的question
[00:11:33.000 --> 00:11:37.000]  很多時候新聞電台去訪問他
[00:11:37.000 --> 00:11:39.000]  他第一句就會說
[00:11:39.000 --> 00:11:41.000]  我是一個基督徒
[00:11:41.000 --> 00:11:42.000]  所以我說的話
[00:11:42.000 --> 00:11:45.000]  是從一個基督教的立場來說
[00:11:45.000 --> 00:11:47.000]  在耶魯大學
[00:11:47.000 --> 00:11:49.000]  business school的教授
[00:11:49.000 --> 00:11:52.000]  他專門研究那些401k
[00:11:52.000 --> 00:11:55.000]  就是那些
[00:11:55.000 --> 00:11:58.000]  就是那些退休金
[00:11:58.000 --> 00:11:59.000]  養老金等等
[00:11:59.000 --> 00:12:02.000]  他就做了很多這樣的研究
[00:12:02.000 --> 00:12:04.000]  他的研究發現是什麼呢
[00:12:04.000 --> 00:12:05.000]  他發現
[00:12:05.000 --> 00:12:06.000]  他曾經做過一個研究
[00:12:06.000 --> 00:12:09.000]  就是一間公司裏面的員工
[00:12:09.000 --> 00:12:10.000]  年頭的時候
[00:12:10.000 --> 00:12:11.000]  你叫他sign up
[00:12:11.000 --> 00:12:13.000]  或者他剛剛上任的時候
[00:12:13.000 --> 00:12:16.000]  剛剛開始他的職事的時候
[00:12:16.000 --> 00:12:19.000]  他就去sign up 401k
[00:12:19.000 --> 00:12:21.000]  有一組人
[00:12:21.000 --> 00:12:24.000]  他就叫這班員工
[00:12:24.000 --> 00:12:26.000]  給你30天
[00:12:26.000 --> 00:12:28.000]  你去sign up 401k
[00:12:28.000 --> 00:12:32.000]  sign up退休金的計劃
[00:12:32.000 --> 00:12:34.000]  給你30天
[00:12:34.000 --> 00:12:38.000]  結果他的成功率是75%
[00:12:38.000 --> 00:12:40.000]  就是說新的員工
[00:12:40.000 --> 00:12:42.000]  在30天之內
[00:12:42.000 --> 00:12:43.000]  他會up in
[00:12:43.000 --> 00:12:46.000]  去sign up一個401k
[00:12:46.000 --> 00:12:49.000]  但是第二組人就不是了
[00:12:49.000 --> 00:12:52.000]  第二組人就是他是員工
[00:12:52.000 --> 00:12:53.000]  他一上任的時候
[00:12:53.000 --> 00:12:54.000]  一請他的時候
[00:12:54.000 --> 00:12:56.000]  就已經幫他sign up了
[00:12:56.000 --> 00:12:58.000]  那就給他30天
[00:12:58.000 --> 00:13:00.000]  你去up out
[00:13:00.000 --> 00:13:02.000]  如果你不要401k的話
[00:13:02.000 --> 00:13:04.000]  你就儘管up out
[00:13:04.000 --> 00:13:06.000]  給你30天的機會
[00:13:06.000 --> 00:13:12.000]  結果他發現成功率是100%
[00:13:12.000 --> 00:13:14.000]  為什麼
[00:13:14.000 --> 00:13:16.000]  因為default的power
[00:13:16.000 --> 00:13:18.000]  你開始已經設定了
[00:13:18.000 --> 00:13:20.000]  你要做那件事的時候
[00:13:20.000 --> 00:13:24.000]  你就會容易些改變
[00:13:24.000 --> 00:13:27.000]  如果開始設定是沒有的時候
[00:13:27.000 --> 00:13:29.000]  你再加上去做一個抉擇
[00:13:29.000 --> 00:13:31.000]  那就會難一些
[00:13:31.000 --> 00:13:33.000]  所以James Choi就做了很多研究
[00:13:33.000 --> 00:13:34.000]  然後Porsche很多公司
[00:13:34.000 --> 00:13:36.000]  今日公司都是這樣
[00:13:36.000 --> 00:13:38.000]  automatic enrollment
[00:13:38.000 --> 00:13:40.000]  自動的你就是sign up了
[00:13:40.000 --> 00:13:44.000]  然後那個participation rate
[00:13:44.000 --> 00:13:45.000]  就會更加高
[00:13:45.000 --> 00:13:50.000]  參與的效率就會更加高
[00:13:50.000 --> 00:13:52.000]  這些都是behavioral psychology
[00:13:52.000 --> 00:13:54.000]  如果你想清楚
[00:13:54.000 --> 00:13:57.000]  到時候這個星期
[00:13:57.000 --> 00:13:59.000]  這一天我是做不了一件事
[00:13:59.000 --> 00:14:01.000]  我是不會改的
[00:14:01.000 --> 00:14:03.000]  這個是default
[00:14:03.000 --> 00:14:05.000]  你的生命就會有改變
[00:14:05.000 --> 00:14:07.000]  好像我這樣
[00:14:07.000 --> 00:14:09.000]  我每一天都會打開youtube
[00:14:09.000 --> 00:14:11.000]  去看一個channel
[00:14:11.000 --> 00:14:14.000]  那個channel就是有一條片
[00:14:14.000 --> 00:14:16.000]  3至5分鐘的一天
[00:14:16.000 --> 00:14:18.000]  他就講一節《成競》
[00:14:18.000 --> 00:14:20.000]  一節舊約
[00:14:20.000 --> 00:14:22.000]  一節新約
[00:14:22.000 --> 00:14:24.000]  我每一天
[00:14:24.000 --> 00:14:26.000]  我就是吃早餐的時候
[00:14:26.000 --> 00:14:29.000]  我就會看3至5分鐘
[00:14:29.000 --> 00:14:31.000]  去幫我靈修
[00:14:31.000 --> 00:14:35.000]  吃東西的時候
[00:14:35.000 --> 00:14:37.000]  總會祈禱
[00:14:37.000 --> 00:14:38.000]  感恩祈禱
[00:14:38.000 --> 00:14:41.000]  短也好長也好
[00:14:41.000 --> 00:14:44.000]  the power of default
[00:14:44.000 --> 00:14:45.000]  你想想在生命裡面
[00:14:45.000 --> 00:14:46.000]  要有改變的時候
[00:14:46.000 --> 00:14:49.000]  特別你和上帝之間的關係
[00:14:49.000 --> 00:14:53.000]  如果有一些default已經in place的時候
[00:14:53.000 --> 00:14:55.000]  那就會容易很多
[00:14:55.000 --> 00:14:58.000]  另一個principle
[00:14:58.000 --> 00:14:59.000]  第六個
[00:14:59.000 --> 00:15:02.000]  就是越個人就越有效
[00:15:02.000 --> 00:15:04.000]  如果你訂立的目標
[00:15:04.000 --> 00:15:07.000]  訂立你達成目標的方法
[00:15:07.000 --> 00:15:10.000]  越個人就是越好的
[00:15:10.000 --> 00:15:11.000]  什麼意思呢
[00:15:11.000 --> 00:15:13.000]  就是有人去check你
[00:15:13.000 --> 00:15:17.000]  身邊有人去keep you accountable
[00:15:17.000 --> 00:15:20.000]  20世紀第八節
[00:15:20.000 --> 00:15:25.000]  他說人離開故鄉漂泊
[00:15:25.000 --> 00:15:29.000]  就好像鳥鳥離窩四處飛翔
[00:15:29.000 --> 00:15:32.000]  這些就是我們講的沒有腳的鳥
[00:15:32.000 --> 00:15:34.000]  到處飛
[00:15:34.000 --> 00:15:37.000]  這個就是知者去觀察鳥鳥
[00:15:37.000 --> 00:15:39.000]  到處飛
[00:15:39.000 --> 00:15:41.000]  然後他就領略什麼呢
[00:15:41.000 --> 00:15:43.000]  可以跳到第十節
[00:15:43.000 --> 00:15:45.000]  他就說你的朋友
[00:15:45.000 --> 00:15:46.000]  和你父親的朋友
[00:15:46.000 --> 00:15:49.000]  你不可以離棄
[00:15:49.000 --> 00:15:51.000]  就在遭難的日子
[00:15:51.000 --> 00:15:52.000]  在遭難的時候
[00:15:52.000 --> 00:15:54.000]  你有困難的時候
[00:15:54.000 --> 00:15:57.000]  不要上你兄弟的家去
[00:15:57.000 --> 00:15:59.000]  為什麼
[00:15:59.000 --> 00:16:02.000]  因為離開了故鄉
[00:16:02.000 --> 00:16:04.000]  在遭難的日子要做什麼
[00:16:04.000 --> 00:16:06.000]  相近的鄰舍
[00:16:06.000 --> 00:16:09.000]  強於遠方的兄弟
[00:16:09.000 --> 00:16:13.000]  遠方的兄弟可能和你有血緣關係
[00:16:13.000 --> 00:16:15.000]  但始終都是遠方
[00:16:15.000 --> 00:16:17.000]  但相近的呢
[00:16:17.000 --> 00:16:20.000]  縱使他沒有血緣關係
[00:16:20.000 --> 00:16:23.000]  他都是你一個更親的人
[00:16:23.000 --> 00:16:27.000]  見著你 陪著你 和你同行
[00:16:27.000 --> 00:16:29.000]  所以如果你離開了故鄉
[00:16:29.000 --> 00:16:32.000]  你在這裏沒有腳的鳥
[00:16:32.000 --> 00:16:34.000]  你就是需要建立一些關係
[00:16:34.000 --> 00:16:38.000]  那些關係很多時候不是和血統有關的
[00:16:38.000 --> 00:16:40.000]  和你的血緣無關
[00:16:40.000 --> 00:16:44.000]  那些人就是你更加相近的鄰舍
[00:16:44.000 --> 00:16:50.000]  比遠方的兄弟更親近
[00:16:50.000 --> 00:16:53.000]  這裏講到我們人的承擔
[00:16:53.000 --> 00:16:58.000]  我們人總是需要一些個人的關係
[00:16:58.000 --> 00:17:00.000]  其實在教會 團契
[00:17:00.000 --> 00:17:03.000]  在我們弟兄姊妹 基督徒之間的關係都是這樣
[00:17:03.000 --> 00:17:04.000]  我覺得很奇妙
[00:17:04.000 --> 00:17:06.000]  基督徒和基督徒之間
[00:17:06.000 --> 00:17:08.000]  就是有一種非血統
[00:17:08.000 --> 00:17:12.000]  但又可以很親的關係
[00:17:12.000 --> 00:17:15.000]  所以我們核心的價值是一樣的
[00:17:15.000 --> 00:17:17.000]  是拿不走的
[00:17:17.000 --> 00:17:19.000]  我們都是相信耶穌基督
[00:17:19.000 --> 00:17:21.000]  都是篤信主的
[00:17:21.000 --> 00:17:25.000]  都是行在道裏面的
[00:17:25.000 --> 00:17:29.000]  我們這班人就是相近的鄰舍
[00:17:29.000 --> 00:17:32.000]  有很多時候就是強如
[00:17:32.000 --> 00:17:39.000]  比遠方的兄弟姊妹更加親近
[00:17:39.000 --> 00:17:41.000]  在南美洲哥倫比亞
[00:17:41.000 --> 00:17:43.000]  哥倫比亞這個國家
[00:17:43.000 --> 00:17:45.000]  他們發現很多人
[00:17:45.000 --> 00:17:47.000]  哥倫比亞這個國家裏面
[00:17:47.000 --> 00:17:50.000]  很多人民是不喜歡交稅
[00:17:50.000 --> 00:17:53.000]  這是永恆的真理
[00:17:53.000 --> 00:17:55.000]  有誰想交稅
[00:17:55.000 --> 00:17:57.000]  如何解決這個問題呢
[00:17:57.000 --> 00:18:00.000]  社會學的研究發現
[00:18:00.000 --> 00:18:02.000]  如何逼那些人交稅
[00:18:02.000 --> 00:18:04.000]  或者提那些人去交稅
[00:18:04.000 --> 00:18:06.000]  以免他們遲了交稅
[00:18:06.000 --> 00:18:08.000]  然後他們要再追他們等等
