
[00:00:00.000 --> 00:00:02.000]  讚美你 祈禱奉尊明教
[00:01:49.000 --> 00:01:51.000]  於是上帝就跟他們
[00:01:51.000 --> 00:01:53.000]  設立這個預節
[00:01:53.000 --> 00:01:55.000]  設立這個預節
[00:01:55.000 --> 00:01:57.000]  十二章第三節
[00:01:57.000 --> 00:01:59.000]  那裏講到
[00:01:59.000 --> 00:02:01.000]  預節的安排
[00:02:01.000 --> 00:02:03.000]  你們要去做什麼
[00:02:03.000 --> 00:02:05.000]  然後
[00:02:05.000 --> 00:02:07.000]  吃完這一餐飯你就要走
[00:02:07.000 --> 00:02:09.000]  十二章第三節
[00:02:09.000 --> 00:02:11.000]  他說你要告訴
[00:02:11.000 --> 00:02:13.000]  以色列傳媒眾
[00:02:13.000 --> 00:02:15.000]  本月初十
[00:02:15.000 --> 00:02:17.000]  各人要按照家庭
[00:02:17.000 --> 00:02:19.000]  娶羔羊
[00:02:19.000 --> 00:02:21.000]  一家娶一隻
[00:02:21.000 --> 00:02:23.000]  然後他就講到
[00:02:23.000 --> 00:02:25.000]  羔羊要被烤
[00:02:25.000 --> 00:02:27.000]  然後要在家裏
[00:02:27.000 --> 00:02:29.000]  吃
[00:02:29.000 --> 00:02:31.000]  然後就要將宰殺了的羔羊
[00:02:31.000 --> 00:02:33.000]  羔羊的血
[00:02:33.000 --> 00:02:35.000]  就要塗在哪裏
[00:02:35.000 --> 00:02:37.000]  門尾上面
[00:02:37.000 --> 00:02:39.000]  門尾上面
[00:02:39.000 --> 00:02:41.000]  以致上帝的審判
[00:02:41.000 --> 00:02:43.000]  臨到國道的時候
[00:02:43.000 --> 00:02:45.000]  上帝就會
[00:02:45.000 --> 00:02:47.000]  越過
[00:02:47.000 --> 00:02:49.000]  門尾上面有血的
[00:02:49.000 --> 00:02:51.000]  家庭
[00:02:51.000 --> 00:02:53.000]  是一個拯救的故事
[00:02:53.000 --> 00:02:55.000]  他說你要這樣去吃羔羊
[00:02:55.000 --> 00:02:57.000]  然後
[00:02:57.000 --> 00:02:59.000]  你們要腰間束帶
[00:02:59.000 --> 00:03:01.000]  腳要穿著鞋
[00:03:01.000 --> 00:03:03.000]  這個很有趣
[00:03:03.000 --> 00:03:05.000]  因為猶太人
[00:03:05.000 --> 00:03:07.000]  起碼以色列人
[00:03:07.000 --> 00:03:09.000]  進到屋裏的時候
[00:03:09.000 --> 00:03:11.000]  他們就會脫下鞋在門口
[00:03:11.000 --> 00:03:13.000]  然後
[00:03:13.000 --> 00:03:15.000]  要上路的時候
[00:03:15.000 --> 00:03:17.000]  他們就會
[00:03:17.000 --> 00:03:19.000]  戴皮帶
[00:03:19.000 --> 00:03:21.000]  他們出門的時候
[00:03:21.000 --> 00:03:23.000]  很多時候都會戴皮帶然後穿鞋
[00:03:23.000 --> 00:03:25.000]  準備走的
[00:03:25.000 --> 00:03:27.000]  吃羊羔
[00:03:27.000 --> 00:03:29.000]  手裏面還要拿著杖
[00:03:29.000 --> 00:03:31.000]  特別是講到那些
[00:03:31.000 --> 00:03:33.000]  Walking stick
[00:03:33.000 --> 00:03:35.000]  你要行路的時候拿著那一張
[00:03:35.000 --> 00:03:37.000]  快快地吃
[00:03:37.000 --> 00:03:39.000]  然後還交代了很多細節
[00:03:39.000 --> 00:03:41.000]  我們沒有時間講
[00:03:41.000 --> 00:03:43.000]  吃無烤餅
[00:03:43.000 --> 00:03:45.000]  為什麼是無烤
[00:03:47.000 --> 00:03:49.000]  因為如果你做麵包的話
[00:03:49.000 --> 00:03:51.000]  你知道你等麵粉發酵
[00:03:51.000 --> 00:03:53.000]  要等很久
[00:03:53.000 --> 00:03:55.000]  要等好幾個小時
[00:03:55.000 --> 00:03:57.000]  然後你才能夠
[00:03:57.000 --> 00:03:59.000]  烘到麵包
[00:03:59.000 --> 00:04:01.000]  因為趕著走就不可以了
[00:04:01.000 --> 00:04:03.000]  所以他們在這個節日
[00:04:03.000 --> 00:04:07.000]  就要去吃無烤餅
[00:04:07.000 --> 00:04:09.000]  紀念上帝拯救他們
[00:04:09.000 --> 00:04:11.000]  離開埃及
[00:04:11.000 --> 00:04:13.000]  拯救他們
[00:04:13.000 --> 00:04:15.000]  以致他們不能夠不會被審判
[00:04:15.000 --> 00:04:17.000]  這是耶和華的預言
[00:04:17.000 --> 00:04:21.000]  Passover
[00:04:21.000 --> 00:04:23.000]  越過
[00:04:23.000 --> 00:04:25.000]  越過他們的門
[00:04:25.000 --> 00:04:27.000]  或者去到
[00:04:27.000 --> 00:04:29.000]  保護他們
[00:04:29.000 --> 00:04:31.000]  每年西曆的時候
[00:04:31.000 --> 00:04:33.000]  三四月
[00:04:33.000 --> 00:04:35.000]  就是猶太人的
[00:04:35.000 --> 00:04:37.000]  Passover的時候
[00:04:37.000 --> 00:04:39.000]  正是春分
[00:04:39.000 --> 00:04:41.000]  之後的
[00:04:41.000 --> 00:04:43.000]  第一個新月
[00:04:43.000 --> 00:04:45.000]  所以
[00:04:45.000 --> 00:04:47.000]  也是一個
[00:04:47.000 --> 00:04:49.000]  季節與季節之間過渡的
[00:04:49.000 --> 00:04:51.000]  一段時間
[00:04:51.000 --> 00:04:53.000]  當時特別講到
[00:04:53.000 --> 00:04:55.000]  如果你說耶穌的時候
[00:04:55.000 --> 00:04:57.000]  當時有很多散居
[00:04:57.000 --> 00:04:59.000]  流散在世界各地的
[00:04:59.000 --> 00:05:01.000]  猶太人
[00:05:01.000 --> 00:05:03.000]  他們就會回到耶路撒冷
[00:05:03.000 --> 00:05:05.000]  然後就會守節
[00:05:05.000 --> 00:05:07.000]  當時的人會很擠迫
[00:05:07.000 --> 00:05:09.000]  很裂漏
[00:05:09.000 --> 00:05:11.000]  這是一個最大最大的節日
[00:05:11.000 --> 00:05:13.000]  有點像我們華人的
[00:05:13.000 --> 00:05:15.000]  新年
[00:05:15.000 --> 00:05:17.000]  華人的一些重要的慶典
[00:05:17.000 --> 00:05:19.000]  或者好像
[00:05:19.000 --> 00:05:21.000]  美國這裡
[00:05:21.000 --> 00:05:23.000]  Thanksgiving的時候
[00:05:23.000 --> 00:05:25.000]  最忙的地方是什麼地方
[00:05:25.000 --> 00:05:27.000]  機場餐館
[00:05:27.000 --> 00:05:29.000]  華人餐館
[00:05:29.000 --> 00:05:31.000]  很多人走來走去
[00:05:31.000 --> 00:05:33.000]  猶太人就是這樣
[00:05:33.000 --> 00:05:35.000]  猶太人就會回去
[00:05:35.000 --> 00:05:37.000]  以前沒有一架飛機
[00:05:37.000 --> 00:05:39.000]  他們就會趕路
[00:05:39.000 --> 00:05:41.000]  去到耶路撒冷
[00:05:41.000 --> 00:05:43.000]  所以我們想起
[00:05:43.000 --> 00:05:45.000]  預節的時候就想起
[00:05:45.000 --> 00:05:47.000]  高陽
[00:05:47.000 --> 00:05:49.000]  剛才歌也有唱
[00:05:49.000 --> 00:05:51.000]  上帝帶領我們
[00:05:51.000 --> 00:05:53.000]  預月經過
[00:05:53.000 --> 00:05:55.000]  類似這樣的意思
[00:05:55.000 --> 00:05:57.000]  但你要知道在兩月中間的時候
[00:05:57.000 --> 00:05:59.000]  就是舊約結束了
[00:05:59.000 --> 00:06:01.000]  到新約還沒開始的兩三百年
[00:06:01.000 --> 00:06:03.000]  當時的猶太人
[00:06:03.000 --> 00:06:05.000]  他們想起預節的時候
[00:06:05.000 --> 00:06:07.000]  他們就不只是想起高陽
[00:06:07.000 --> 00:06:09.000]  他們想起整個package
[00:06:09.000 --> 00:06:11.000]  整個上帝的拯救
[00:06:11.000 --> 00:06:13.000]  會有些什麼呢
[00:06:13.000 --> 00:06:15.000]  你想一下有些什麼
[00:06:15.000 --> 00:06:17.000]  除了羊之外
[00:06:17.000 --> 00:06:21.000]  他們想起一連串的東西
[00:06:21.000 --> 00:06:23.000]  有摩西出現
[00:06:23.000 --> 00:06:25.000]  因為上帝呼召摩西
[00:06:25.000 --> 00:06:27.000]  去帶領他們
[00:06:27.000 --> 00:06:29.000]  好像一個牧羊人帶領他們離開埃及
[00:06:29.000 --> 00:06:31.000]  然後當然就是我們有所謂
[00:06:31.000 --> 00:06:33.000]  sacrificial lamb
[00:06:33.000 --> 00:06:35.000]  預節的高陽
[00:06:35.000 --> 00:06:37.000]  預節的高陽的血
[00:06:37.000 --> 00:06:39.000]  無烤餅
[00:06:39.000 --> 00:06:41.000]  還有想起什麼
[00:06:41.000 --> 00:06:43.000]  就是水的神蹟
[00:06:43.000 --> 00:06:45.000]  過紅海
[00:06:45.000 --> 00:06:47.000]  過完紅海
[00:06:47.000 --> 00:06:49.000]  整個package
[00:06:49.000 --> 00:06:53.000]  就看完一個礦野
[00:06:53.000 --> 00:06:55.000]  這麼多年上帝帶領他們
[00:06:55.000 --> 00:06:57.000]  是走過的
[00:06:57.000 --> 00:06:59.000]  在礦野又給他們馬拿
[00:06:59.000 --> 00:07:01.000]  讓他們每一天能夠有東西吃
[00:07:01.000 --> 00:07:03.000]  什麼叫馬拿
[00:07:03.000 --> 00:07:05.000]  什麼叫馬拿
[00:07:05.000 --> 00:07:07.000]  manner
[00:07:07.000 --> 00:07:11.000]  大概可能聖經的描述
[00:07:11.000 --> 00:07:13.000]  是一些圓圓的像餅的東西
[00:07:13.000 --> 00:07:15.000]  其實我們都不太知道
[00:07:15.000 --> 00:07:19.000]  因為那個故事告訴我們
[00:07:19.000 --> 00:07:21.000]  馬拿的名字是怎樣來的
[00:07:21.000 --> 00:07:23.000]  就是上帝降了一些
[00:07:23.000 --> 00:07:25.000]  好像麵包的東西給他們
[00:07:25.000 --> 00:07:27.000]  然後他們就不知道是什麼
[00:07:27.000 --> 00:07:29.000]  他們就說
[00:07:29.000 --> 00:07:31.000]  Mazet
[00:07:31.000 --> 00:07:33.000]  希伯文就是
[00:07:33.000 --> 00:07:35.000]  什麼東西
[00:07:35.000 --> 00:07:37.000]  什麼來的
[00:07:37.000 --> 00:07:39.000]  所以就叫做馬拿
[00:07:39.000 --> 00:07:41.000]  所以其實我們不知道是什麼東西
[00:07:41.000 --> 00:07:43.000]  但總之他們就吃了這麼多年
[00:07:43.000 --> 00:07:47.000]  上帝就沒有間斷過的
[00:07:47.000 --> 00:07:49.000]  來供應他們
[00:07:49.000 --> 00:07:51.000]  我們說兩樣中間
[00:07:51.000 --> 00:07:53.000]  耶穌之前來到的時候
[00:07:53.000 --> 00:07:55.000]  他們就想起一連串的
[00:07:55.000 --> 00:07:57.000]  這些所謂預節會發生的東西
[00:07:57.000 --> 00:07:59.000]  或者pass over的時候
[00:07:59.000 --> 00:08:01.000]  他們會想起的東西
[00:08:01.000 --> 00:08:05.000]  一路由過紅海到離開埃及
[00:08:05.000 --> 00:08:07.000]  到這個曠野的時候
[00:08:07.000 --> 00:08:09.000]  他們就會想起
[00:08:09.000 --> 00:08:11.000]  有很多的故事
[00:08:11.000 --> 00:08:13.000]  甚至會加上一些故事
[00:08:13.000 --> 00:08:15.000]  加上什麼故事呢
[00:08:15.000 --> 00:08:17.000]  就來到耶穌來之前
[00:08:17.000 --> 00:08:19.000]  那些猶太人就會想像
[00:08:19.000 --> 00:08:21.000]  因為聖經確實有說
[00:08:21.000 --> 00:08:23.000]  他們過完紅海
[00:08:23.000 --> 00:08:25.000]  過完四十年的曠野
[00:08:25.000 --> 00:08:27.000]  進到迦南的時候
[00:08:27.000 --> 00:08:29.000]  馬拿就不降下來
[00:08:29.000 --> 00:08:31.000]  他們入主迦南之後
[00:08:31.000 --> 00:08:33.000]  去到他們的家
[00:08:33.000 --> 00:08:35.000]  真是去到目的地
[00:08:35.000 --> 00:08:39.000]  就不再有那些什麼東西降下來
[00:08:39.000 --> 00:08:42.000]  然後他們就吃迦南地的土產
[00:08:42.000 --> 00:08:44.000]  所以他們就會想像
[00:08:44.000 --> 00:08:48.000]  天上不再降馬拿
[00:08:48.000 --> 00:08:49.000]  為什麼呢
[00:08:49.000 --> 00:08:51.000]  因為原來摩西有條鑰匙
[00:08:51.000 --> 00:08:54.000]  當以色列人入主迦南之後
[00:08:54.000 --> 00:08:58.000]  他就將天上的馬拿倉庫關了
[00:08:58.000 --> 00:09:00.000]  就不再降馬拿
[00:09:00.000 --> 00:09:02.000]  所以他們就繼續想
[00:09:02.000 --> 00:09:04.000]  如果上帝真正的救恩
[00:09:04.000 --> 00:09:06.000]  最終極來到的時候
[00:09:06.000 --> 00:09:07.000]  應該會是怎樣呢
[00:09:07.000 --> 00:09:12.000]  就是摩西會天上的倉庫
[00:09:12.000 --> 00:09:14.000]  就拿著鑰匙再開
[00:09:14.000 --> 00:09:16.000]  然後就會降下來馬拿
[00:09:16.000 --> 00:09:19.000]  然後我們就可以吃那些馬拿
[00:09:19.000 --> 00:09:22.000]  就是天上降下來的糧食
[00:09:22.000 --> 00:09:25.000]  以致我們能夠有終極的救恩
[00:09:25.000 --> 00:09:28.000]  天上降下來的天糧
[00:09:28.000 --> 00:09:30.000]  Spiritual food
[00:09:30.000 --> 00:09:32.000]  如果是這樣想的時候
[00:09:32.000 --> 00:09:33.000]  我們就明白
[00:09:33.000 --> 00:09:36.000]  聖經裡面提到御節的時候
[00:09:36.000 --> 00:09:38.000]  那時候跟耶穌有關
[00:09:38.000 --> 00:09:41.000]  我們看一段經文
[00:09:41.000 --> 00:09:45.000]  我們只是選好幾節來看
[00:09:45.000 --> 00:09:46.000]  因為比較長
[00:09:46.000 --> 00:09:48.000]  約翰福音第六章
[00:09:48.000 --> 00:09:50.000]  約翰福音第六章第四節
[00:09:50.000 --> 00:09:54.000]  那時猶太人的御節近了
[00:09:54.000 --> 00:09:56.000]  可能還沒到或是已經過了
[00:09:56.000 --> 00:09:57.000]  總之是附近
[00:09:57.000 --> 00:10:00.000]  猶太人的過節
[00:10:00.000 --> 00:10:02.000]  耶穌舉目看見一大群人來
[00:10:02.000 --> 00:10:03.000]  就對他們說
[00:10:03.000 --> 00:10:05.000]  我們去哪裡買餅給他們吃
[00:10:05.000 --> 00:10:07.000]  當時他們是加利利
[00:10:07.000 --> 00:10:09.000]  很多山頭 曠野的地方
[00:10:09.000 --> 00:10:10.000]  耶穌就說
[00:10:10.000 --> 00:10:11.000]  那麼多人跟著我們
[00:10:11.000 --> 00:10:12.000]  那怎麼辦
[00:10:12.000 --> 00:10:13.000]  你記得那個故事
[00:10:13.000 --> 00:10:15.000]  就是五餅而魚的故事
[00:10:15.000 --> 00:10:18.000]  每每我們看到五餅而魚的時候
[00:10:18.000 --> 00:10:19.000]  我們就會想起
[00:10:19.000 --> 00:10:21.000]  上帝的供應
[00:10:21.000 --> 00:10:26.000]  或者上帝給人的恩典是足夠的
[00:10:26.000 --> 00:10:29.000]  因為五餅而魚就餵飽了五千人等等
[00:10:29.000 --> 00:10:31.000]  但你留意到
[00:10:31.000 --> 00:10:34.000]  特別是約翰福音
[00:10:34.000 --> 00:10:36.000]  約翰福音才會這樣記載
[00:10:36.000 --> 00:10:38.000]  因為五餅而魚這個故事
[00:10:38.000 --> 00:10:40.000]  四本福音書都有提
[00:10:40.000 --> 00:10:42.000]  但只是約翰福音
[00:10:42.000 --> 00:10:44.000]  是加了這句第四節
[00:10:44.000 --> 00:10:45.000]  他就在留意
[00:10:45.000 --> 00:10:48.000]  這個五餅而魚的故事
[00:10:48.000 --> 00:10:49.000]  神跡的故事
[00:10:49.000 --> 00:10:51.000]  是何時發生
[00:10:51.000 --> 00:10:53.000]  過世的時候
[00:10:53.000 --> 00:10:54.000]  附近的時候
[00:10:54.000 --> 00:10:57.000]  才會發生
[00:10:57.000 --> 00:10:59.000]  約翰福音很多時候
[00:10:59.000 --> 00:11:02.000]  講到上帝藉著耶穌所做的事
[00:11:02.000 --> 00:11:04.000]  那些的做事
[00:11:04.000 --> 00:11:06.000]  那些的偉大行為
[00:11:06.000 --> 00:11:08.000]  上帝要做的工作
[00:11:08.000 --> 00:11:11.000]  其實是一個的證明
[00:11:11.000 --> 00:11:15.000]  一個的路牌
[00:11:15.000 --> 00:11:16.000]  換句話說
[00:11:16.000 --> 00:11:21.000]  譬如你去餐館
[00:11:21.000 --> 00:11:24.000]  你就打開餐館的菜單
[00:11:24.000 --> 00:11:26.000]  你看到有很多相片
[00:11:26.000 --> 00:11:28.000]  他就告訴你
[00:11:28.000 --> 00:11:33.000]  這款菜是什麼名字和什麼樣子
[00:11:33.000 --> 00:11:35.000]  那個就是證明
[00:11:35.000 --> 00:11:39.000]  證明是指出現實
[00:11:39.000 --> 00:11:42.000]  你不會拿著菜單來吃
[00:11:42.000 --> 00:11:43.000]  你會告訴侍應
[00:11:43.000 --> 00:11:44.000]  我要這個
[00:11:44.000 --> 00:11:45.000]  到他拿來的時候
[00:11:45.000 --> 00:11:47.000]  就是那一碟菜
[00:11:47.000 --> 00:11:49.000]  貨不對辦
[00:11:49.000 --> 00:11:51.000]  你說和那個證明是不同的
[00:11:51.000 --> 00:11:53.000]  菜單就是那個證明
[00:11:53.000 --> 00:11:55.000]  在約翰福音裡面
[00:11:55.000 --> 00:11:57.000]  耶穌做的事
[00:11:57.000 --> 00:11:58.000]  一舉一動
[00:11:58.000 --> 00:12:01.000]  都是一個的證明
[00:12:01.000 --> 00:12:04.000]  五餅而魚就是一個的證明
[00:12:04.000 --> 00:12:09.000]  point to something beyond itself
[00:12:09.000 --> 00:12:11.000]  不是那個實體
[00:12:11.000 --> 00:12:16.000]  而是指向實體的東西
[00:12:16.000 --> 00:12:18.000]  五餅而魚這個神蹟
[00:12:18.000 --> 00:12:19.000]  約翰就說
[00:12:19.000 --> 00:12:21.000]  想清楚
[00:12:21.000 --> 00:12:22.000]  不只是供應
[00:12:22.000 --> 00:12:25.000]  每天吃東西這麼簡單
[00:12:25.000 --> 00:12:27.000]  耶穌在做的一件事
[00:12:27.000 --> 00:12:29.000]  是最終極想做什麼
[00:12:29.000 --> 00:12:31.000]  約翰福音第六章當然很長
[00:12:31.000 --> 00:12:34.000]  我這裡純粹給大家一個outline
[00:12:34.000 --> 00:12:36.000]  大概五段
[00:12:36.000 --> 00:12:38.000]  首先就是五餅而魚
[00:12:38.000 --> 00:12:40.000]  第二
[00:12:40.000 --> 00:12:42.000]  發生什麼事
[00:12:42.000 --> 00:12:44.000]  是故意鋪排的
[00:12:44.000 --> 00:12:46.000]  不一定是時間上這樣發生
[00:12:46.000 --> 00:12:48.000]  但記載耶穌做的事的時候
[00:12:48.000 --> 00:12:52.000]  第二個故事他們說到的時候
[00:12:52.000 --> 00:12:55.000]  就是耶穌在加利利海平靜風浪
[00:12:55.000 --> 00:12:57.000]  都不拉監
[00:12:57.000 --> 00:13:00.000]  吃完東西然後又說平靜風浪
[00:13:00.000 --> 00:13:02.000]  你記得我剛才說什麼
[00:13:02.000 --> 00:13:05.000]  猶太人想起御節的時候
[00:13:05.000 --> 00:13:07.000]  近了第六章第四節
[00:13:07.000 --> 00:13:10.000]  他就想起整個package
[00:13:10.000 --> 00:13:14.000]  想起食物
[00:13:14.000 --> 00:13:18.000]  天上有糧食給我們
[00:13:18.000 --> 00:13:21.000]  然後想起過紅海
[00:13:21.000 --> 00:13:23.000]  上帝把水分開
[00:13:23.000 --> 00:13:26.000]  或者上帝把水control
[00:13:26.000 --> 00:13:28.000]  把那些混沌
[00:13:28.000 --> 00:13:32.000]  邪惡的東西來control
[00:13:32.000 --> 00:13:35.000]  然後他就提到耶穌平靜風浪
[00:13:35.000 --> 00:13:38.000]  所以耶穌平靜風浪又不是單單
[00:13:38.000 --> 00:13:40.000]  我們生命裡面有風浪
[00:13:40.000 --> 00:13:41.000]  上帝就平靜了
[00:13:41.000 --> 00:13:43.000]  當然是這個意思
[00:13:43.000 --> 00:13:45.000]  但也是一個sign
[00:13:45.000 --> 00:13:47.000]  告訴我們耶穌在做什麼
[00:13:47.000 --> 00:13:51.000]  這裡想起整個御節出埃及的故事
[00:13:51.000 --> 00:13:55.000]  然後下面三段都是說話
[00:13:55.000 --> 00:13:58.000]  如果你回去看六章約翰福音
[00:13:58.000 --> 00:14:00.000]  很長
[00:14:00.000 --> 00:14:02.000]  看完會拗頭
[00:14:02.000 --> 00:14:06.000]  總之耶穌和猶太人辯論
[00:14:06.000 --> 00:14:08.000]  大家有很多對話
[00:14:08.000 --> 00:14:09.000]  說什麼呢
[00:14:09.000 --> 00:14:11.000]  就是說食物
[00:14:11.000 --> 00:14:14.000]  因為人們看到耶穌五餅如魚
[00:14:14.000 --> 00:14:15.000]  這個人經常請吃飯
[00:14:15.000 --> 00:14:17.000]  當然經常去找他
[00:14:17.000 --> 00:14:19.000]  結果他們真的去找他
[00:14:19.000 --> 00:14:21.000]  坐船去找他
[00:14:21.000 --> 00:14:22.000]  找到他了
[00:14:22.000 --> 00:14:24.000]  他就跟他們說
[00:14:24.000 --> 00:14:28.000]  你可不可以給我們糧食
[00:14:28.000 --> 00:14:31.000]  耶穌就跟他們有很多的debate
[00:14:31.000 --> 00:14:32.000]  有很多的對話
[00:14:32.000 --> 00:14:34.000]  然後有些人就發怨言
[00:14:34.000 --> 00:14:36.000]  有些人聽不明白就跑了
[00:14:36.000 --> 00:14:39.000]  他說這個人說話太爛了
[00:14:39.000 --> 00:14:41.000]  我們接受不了
[00:14:41.000 --> 00:14:43.000]  然後有很多本身跟耶穌的人
[00:14:43.000 --> 00:14:45.000]  就馬上走了
[00:14:45.000 --> 00:14:48.000]  因為他都不再請我們吃飯了
[00:14:48.000 --> 00:14:50.000]  就不要跟他做朋友了
[00:14:50.000 --> 00:14:51.000]  就是這個意思
[00:14:51.000 --> 00:14:54.000]  然後耶穌最後的時候就round up
[00:14:54.000 --> 00:14:56.000]  說一件事
[00:14:56.000 --> 00:14:57.000]  就跟12門徒說
[00:14:57.000 --> 00:14:59.000]  你們走不走
[00:14:59.000 --> 00:15:01.000]  門徒就說
[00:15:01.000 --> 00:15:03.000]  你有生命的道
[00:15:03.000 --> 00:15:05.000]  我們還要跟誰
[00:15:05.000 --> 00:15:07.000]  你有永生
[00:15:07.000 --> 00:15:09.000]  我們還要跟誰
[00:15:09.000 --> 00:15:13.000]  類似一個這樣的對話
[00:15:13.000 --> 00:15:15.000]  我們看幾節
[00:15:15.000 --> 00:15:17.000]  讀了這17節
[00:15:17.000 --> 00:15:19.000]  這就是大家在debate的時候
[00:15:19.000 --> 00:15:21.000]  就是那些猶太人
[00:15:21.000 --> 00:15:24.000]  他們試了一次五餅如魚
[00:15:24.000 --> 00:15:25.000]  哇 都不用做事
[00:15:25.000 --> 00:15:27.000]  然後這個人請我們吃飯 多好
[00:15:27.000 --> 00:15:28.000]  先找他
[00:15:28.000 --> 00:15:29.000]  找到他了
[00:15:29.000 --> 00:15:30.000]  然後就跟他說
[00:15:30.000 --> 00:15:33.000]  喂 你可不可以給我們這些東西吃
[00:15:33.000 --> 00:15:35.000]  你可不可以再降這些糧
[00:15:35.000 --> 00:15:37.000]  你記得整個預節的package
[00:15:37.000 --> 00:15:39.000]  就是有摩西開上面的bank
[00:15:39.000 --> 00:15:42.000]  然後降馬拿下來
[00:15:42.000 --> 00:15:44.000]  這個會不會就是那個呢
[00:15:44.000 --> 00:15:46.000]  讓我們不用每天做事
[00:15:46.000 --> 00:15:48.000]  然後耶穌就跟他說
[00:15:48.000 --> 00:15:53.000]  他說不要為那會壞的食物而操勞
[00:15:53.000 --> 00:15:55.000]  但in fact
[00:15:55.000 --> 00:15:57.000]  在出阿俱記裡面
[00:15:57.000 --> 00:15:59.000]  說到那些馬拿掉下來的時候
[00:15:59.000 --> 00:16:01.000]  如果那些人
[00:16:01.000 --> 00:16:03.000]  將它儲起的話
[00:16:03.000 --> 00:16:05.000]  先拿多一點
[00:16:05.000 --> 00:16:07.000]  明天我怕不夠
[00:16:07.000 --> 00:16:09.000]  然後我就雪起它
[00:16:09.000 --> 00:16:11.000]  然後第二天我再加熱它
[00:16:11.000 --> 00:16:12.000]  差不多這個意思
[00:16:12.000 --> 00:16:14.000]  其實是會壞的
[00:16:14.000 --> 00:16:19.000]  他就說不要為那會壞的食物而去操勞
[00:16:19.000 --> 00:16:22.000]  是你可以賺錢
[00:16:22.000 --> 00:16:24.000]  Sorry
[00:16:24.000 --> 00:16:27.000]  但不要為那東西而操勞
[00:16:27.000 --> 00:16:29.000]  為什麼而操勞呢
[00:16:29.000 --> 00:16:32.000]  存著永生的食物
[00:16:32.000 --> 00:16:34.000]  這食物就是
[00:16:34.000 --> 00:16:38.000]  耶穌說我人子賜給你們的
[00:16:38.000 --> 00:16:41.000]  你要找那些食物
[00:16:41.000 --> 00:16:43.000]  是什麼食物
