
[00:00:00.000 --> 00:00:02.800]  我想和各位分享一下
[00:01:28.240 --> 00:01:30.920]  所以你去準備一個旅遊的時候
[00:01:30.920 --> 00:01:32.360]  你去那個地方
[00:01:32.360 --> 00:01:34.760]  你能夠有所謂的得著
[00:01:34.760 --> 00:01:36.520]  希望不會浪費你的時間
[00:01:36.520 --> 00:01:40.000]  你需要了解當地的文化背景
[00:01:40.000 --> 00:01:41.560]  當地的語言
[00:01:41.560 --> 00:01:44.640]  當地人的習俗等等
[00:01:44.640 --> 00:01:46.680]  以致你去到那個陌生的地方
[00:01:46.680 --> 00:01:50.520]  你能夠經過這個旅遊的經驗
[00:01:50.520 --> 00:01:53.240]  你就明白當地的人說什麼
[00:01:53.240 --> 00:01:54.240]  其實看聖經也是這樣
[00:01:54.240 --> 00:01:55.480]  每次翻開聖經
[00:01:55.480 --> 00:01:57.480]  其實都好像去一個陌生的地方
[00:01:57.480 --> 00:01:59.800]  一個你可能完全沒有去過的地方
[00:01:59.800 --> 00:02:01.880]  因為那個文化背景
[00:02:01.880 --> 00:02:05.000]  是跟我們現代人的文化背景不同的
[00:02:05.000 --> 00:02:06.520]  正因為這個緣故
[00:02:06.520 --> 00:02:08.640]  所以我們每一次翻開聖經的時候
[00:02:08.640 --> 00:02:11.440]  其實我們在說讀經、解經
[00:02:11.440 --> 00:02:19.280]  都是有一點像一個旅遊的經歷
[00:02:19.280 --> 00:02:20.240]  是不是?
[00:02:20.240 --> 00:02:24.160]  所以我們做一個好的門徒
[00:02:24.160 --> 00:02:26.520]  或者做一個紮實的基督徒
[00:02:26.520 --> 00:02:29.520]  有堅固信仰根基的基督徒
[00:02:29.520 --> 00:02:32.000]  我們很需要去讀明本聖經
[00:02:32.000 --> 00:02:35.400]  所以讀經、識經和活經
[00:02:35.400 --> 00:02:38.000]  正是跟我們的生命有關係的
[00:02:38.000 --> 00:02:40.480]  所以我們很多時候看聖經的時候
[00:02:40.480 --> 00:02:42.600]  大家可能在網上查經
[00:02:42.600 --> 00:02:44.040]  跟小組查經的時候
[00:02:44.040 --> 00:02:46.000]  很多時候我們會去到一個地步
[00:02:46.000 --> 00:02:48.440]  只是上帝直接對我說話
[00:02:48.440 --> 00:02:50.000]  很感動我
[00:02:50.000 --> 00:02:52.600]  這種很主觀的去了解
[00:02:52.600 --> 00:02:54.960]  但是我們要做一個紮實的門徒
[00:02:54.960 --> 00:02:58.320]  我們就要懂得去到一些工具掌握了
[00:02:58.320 --> 00:03:00.480]  如何去看明本聖經
[00:03:00.480 --> 00:03:02.400]  能夠解明本聖經
[00:03:02.400 --> 00:03:05.000]  以至去應用在我們生命裡面
[00:03:05.000 --> 00:03:06.600]  能夠活出本聖經
[00:03:06.600 --> 00:03:09.200]  所以讀經、識經、活經
[00:03:09.200 --> 00:03:10.160]  三樣東西
[00:03:10.160 --> 00:03:11.720]  什麼叫識經呢?
[00:03:11.720 --> 00:03:14.680]  識經大家可能在神學院去過
[00:03:14.680 --> 00:03:16.200]  你知道就是exegesis
[00:03:16.200 --> 00:03:18.000]  就是去解釋聖經的意思
[00:03:18.000 --> 00:03:20.200]  解釋聖經這個字本身
[00:03:20.200 --> 00:03:21.000]  識經
[00:03:21.000 --> 00:03:25.600]  其實就是從經文引出作者的意思
[00:03:25.600 --> 00:03:30.440]  跟詩意解經或者靈意解經是不同的
[00:03:30.440 --> 00:03:35.080]  靈意解經就是將我們現代人的意思
[00:03:35.080 --> 00:03:37.120]  讀入了聖經裡面
[00:03:37.120 --> 00:03:39.880]  很多時候我們就會撞板
[00:03:39.880 --> 00:03:42.000]  我們就會不是很明白
[00:03:42.000 --> 00:03:45.280]  或者掌握不了聖經裡面的意思
[00:03:45.280 --> 00:03:50.240]  所以這些絕對不是一些所謂象牙塔
[00:03:50.240 --> 00:03:53.600]  裡面的學術
[00:03:53.600 --> 00:03:56.000]  其實我們每一天做基督徒
[00:03:56.000 --> 00:03:57.520]  我們都需要明白
[00:03:57.520 --> 00:03:59.280]  如何去讀本聖經
[00:03:59.280 --> 00:04:02.240]  所以是需要掌握某些工具
[00:04:02.240 --> 00:04:03.520]  某些進路
[00:04:03.520 --> 00:04:07.000]  所以就好像去另一個地方旅遊一樣
[00:04:07.000 --> 00:04:08.560]  我們明白語言
[00:04:08.560 --> 00:04:10.560]  明白背景等等
[00:04:10.560 --> 00:04:17.560]  所以我們需要了解聖經裡面一些本質
[00:04:17.560 --> 00:04:20.320]  當然聖經是神的話語
[00:04:20.320 --> 00:04:23.520]  所以在這裡我列出了五件事
[00:04:23.520 --> 00:04:25.120]  我經常跟弟兄姐妹分享
[00:04:25.120 --> 00:04:29.000]  就是五件事我們了解聖經到底是一回什麼事
[00:04:29.000 --> 00:04:29.800]  第一
[00:04:29.800 --> 00:04:32.640]  我們相信當然是聖經無誤
[00:04:32.640 --> 00:04:35.120]  因為上帝的話語是無誤的
[00:04:35.120 --> 00:04:37.680]  但是相信聖經無誤就不等於
[00:04:37.680 --> 00:04:40.760]  聖經是論盡天文地理的
[00:04:40.760 --> 00:04:44.200]  聖經不會說現代科學的東西
[00:04:44.200 --> 00:04:46.400]  不會說我們現代人
[00:04:46.400 --> 00:04:48.400]  很多時候要問的問題
[00:04:48.400 --> 00:04:53.240]  反而聖經是要搞盡我們應該問的問題
[00:04:53.240 --> 00:04:54.600]  很多時候我們翻一本聖經
[00:04:54.600 --> 00:04:55.680]  譬如《創世紀》第一章
[00:04:55.680 --> 00:04:57.360]  我們問科學性的問題
[00:04:57.360 --> 00:05:00.720]  但是那些問題不是經文想去解答的
[00:05:00.720 --> 00:05:04.480]  所以聖經想去幫我們
[00:05:04.480 --> 00:05:08.600]  或者引導我們問一些更加正確的問題
[00:05:08.600 --> 00:05:10.480]  所以第一件事我們知道
[00:05:10.480 --> 00:05:12.000]  就算聖經無誤
[00:05:12.000 --> 00:05:15.240]  就算我們相信聖經是神的話語也好
[00:05:15.240 --> 00:05:17.720]  不等於聖經什麼都說
[00:05:17.720 --> 00:05:20.480]  所以為什麼我們通過了解聖經
[00:05:20.480 --> 00:05:22.880]  讀經、識經這些步驟
[00:05:22.880 --> 00:05:25.280]  以致我們能夠聽清楚作者
[00:05:25.280 --> 00:05:26.680]  神藉著作者
[00:05:26.680 --> 00:05:27.840]  想跟我們說什麼
[00:05:27.840 --> 00:05:29.680]  神藉著經文想跟我們說什麼
[00:05:29.680 --> 00:05:32.440]  另外第二件事我們了解
[00:05:32.440 --> 00:05:34.440]  就算我們相信聖經無誤的話
[00:05:34.440 --> 00:05:36.040]  神的話語
[00:05:36.040 --> 00:05:40.240]  不代表不保證我們比其他人
[00:05:40.240 --> 00:05:44.200]  我們分析真理或者了解真理更加準確
[00:05:44.800 --> 00:05:45.560]  對嗎?
[00:05:45.560 --> 00:05:47.400]  我相信真理
[00:05:47.400 --> 00:05:49.320]  耶穌是道路真理心明
[00:05:49.320 --> 00:05:49.960]  是不是?
[00:05:49.960 --> 00:05:51.400]  這是因典
[00:05:51.400 --> 00:05:54.080]  不代表因為我相信了福音的真理
[00:05:54.080 --> 00:05:57.160]  所以我比其他人更加懂得去分析
[00:05:57.160 --> 00:06:00.120]  所以我們說回如何讀本聖經的時候
[00:06:00.120 --> 00:06:04.080]  我們需要了解一些基本的進路
[00:06:04.080 --> 00:06:05.400]  基本的方法
[00:06:05.400 --> 00:06:06.200]  可以這麼說
[00:06:06.200 --> 00:06:07.360]  第三
[00:06:07.360 --> 00:06:12.680]  聖經雖然已經翻譯成為一些現代的語言
[00:06:12.680 --> 00:06:17.160]  中文就是我們今天能夠一看就看得懂的語言
[00:06:17.160 --> 00:06:18.400]  現代的語言
[00:06:18.400 --> 00:06:19.560]  但是大家知道
[00:06:19.560 --> 00:06:22.040]  聖經是古代的文獻
[00:06:22.040 --> 00:06:25.040]  古代中東、古代近東的文獻
[00:06:25.040 --> 00:06:28.320]  所以正如我們去旅遊一樣
[00:06:28.320 --> 00:06:29.520]  到了另一個地方
[00:06:29.520 --> 00:06:31.240]  他們對世界的觀念
[00:06:31.240 --> 00:06:33.080]  他們對文化的觀念
[00:06:33.080 --> 00:06:35.240]  他們的習俗、價值觀
[00:06:35.240 --> 00:06:38.840]  跟我們自然有差距和差異
[00:06:38.840 --> 00:06:41.680]  所以我們需要了解聖經的背景
[00:06:42.680 --> 00:06:43.960]  第四
[00:06:43.960 --> 00:06:48.360]  就是聖經不是直接寫給我們的
[00:06:48.360 --> 00:06:51.480]  但是聖經是為我們每一代的信徒而寫的
[00:06:51.480 --> 00:06:55.880]  這個分別是很重要的
[00:06:55.880 --> 00:06:57.480]  因為我們翻開聖經的時候
[00:06:57.480 --> 00:07:00.200]  我們知道聖經不是直接寫給我們的
[00:07:00.200 --> 00:07:03.000]  因為我們經常在講道教道的時候
[00:07:03.000 --> 00:07:05.360]  我們都說聖經本身的原文是什麼
[00:07:05.360 --> 00:07:07.400]  希伯來文、希臘文
[00:07:07.400 --> 00:07:08.680]  是其他的語言
[00:07:08.680 --> 00:07:09.800]  是古代的語言
[00:07:09.800 --> 00:07:11.400]  今天不會再說的語言
[00:07:11.400 --> 00:07:13.400]  所以不是直接寫給我們的
[00:07:13.400 --> 00:07:17.480]  但是卻是為我們每一代的信徒而寫的
[00:07:17.480 --> 00:07:18.680]  是不是?
[00:07:18.680 --> 00:07:22.680]  所以我們掌握了聖經本身的原意是什麼的時候
[00:07:22.680 --> 00:07:25.680]  我們才能夠明白如何去應用
[00:07:25.680 --> 00:07:29.400]  以及上帝的懷語才能夠在我們的生命裡面
[00:07:29.400 --> 00:07:32.480]  有它的功效
[00:07:32.480 --> 00:07:33.800]  第五件事
[00:07:33.800 --> 00:07:35.200]  就是我們看聖經的時候
[00:07:35.200 --> 00:07:38.800]  不能夠抽離背景和上下文
[00:07:38.800 --> 00:07:40.480]  如果不是的話
[00:07:40.480 --> 00:07:43.400]  我們往往就會任意曲解
[00:07:43.400 --> 00:07:44.400]  所以在這裡
[00:07:44.400 --> 00:07:48.280]  我想用一個這樣的視野
[00:07:48.280 --> 00:07:49.800]  來去了解聖經
[00:07:49.800 --> 00:07:51.800]  我們去了解聖經的時候
[00:07:51.800 --> 00:07:54.600]  我們需要想三個視野
[00:07:54.600 --> 00:07:57.800]  第一個視野就是聖經背後有它的世界
[00:07:57.800 --> 00:08:00.800]  聖經的世界就不同我們今天的世界
[00:08:00.800 --> 00:08:02.600]  所以我們每次打開聖經的時候
[00:08:02.600 --> 00:08:04.400]  我們就進入了另外一個世界
[00:08:04.400 --> 00:08:06.000]  那個世界就好像我們去旅遊
[00:08:06.000 --> 00:08:07.800]  去一個陌生的地方
[00:08:07.800 --> 00:08:09.800]  那個風土人情習俗語言
[00:08:09.800 --> 00:08:12.800]  觀念是跟我們有所分別的
[00:08:12.800 --> 00:08:16.200]  所以我們先了解背後的世界
[00:08:16.200 --> 00:08:19.400]  我們才能夠了解聖經到底想說什麼
[00:08:19.400 --> 00:08:22.800]  另外一個視野就是聖經裡面的世界
[00:08:22.800 --> 00:08:25.200]  聖經裡面的世界是什麼意思?
[00:08:25.200 --> 00:08:27.400]  就是經文裡面
[00:08:27.400 --> 00:08:29.000]  上文下理
[00:08:29.000 --> 00:08:31.400]  給我們一個故事
[00:08:31.400 --> 00:08:33.800]  說出整個故事從頭到尾
[00:08:33.800 --> 00:08:35.600]  裡面的人物
[00:08:35.600 --> 00:08:38.200]  有什麼發展
[00:08:38.200 --> 00:08:40.000]  有什麼改變
[00:08:40.000 --> 00:08:41.200]  舉個例子很簡單
[00:08:41.200 --> 00:08:42.600]  福音書就是
[00:08:42.600 --> 00:08:44.000]  如果你看福音書
[00:08:44.000 --> 00:08:45.600]  彼得剛出現的時候
[00:08:45.600 --> 00:08:47.200]  他是一知半解的
[00:08:47.200 --> 00:08:49.000]  對耶穌是誰
[00:08:49.000 --> 00:08:51.400]  但是到約翰福音最後
[00:08:51.400 --> 00:08:55.000]  他就對耶穌復活了的耶穌
[00:08:55.000 --> 00:08:55.800]  死而復活的耶穌
[00:08:55.800 --> 00:08:56.800]  他就更加了解
[00:08:56.800 --> 00:08:59.000]  到底他來這裡做了什麼
[00:08:59.000 --> 00:09:01.200]  所以你看到彼得這個人的角色
[00:09:01.200 --> 00:09:04.600]  是有好像看電視劇一樣
[00:09:04.600 --> 00:09:06.000]  好像看電影一樣
[00:09:06.000 --> 00:09:09.400]  角色是不斷有改變
[00:09:09.400 --> 00:09:10.800]  他慢慢明白了
[00:09:10.800 --> 00:09:14.400]  從一知半解到最後他明白
[00:09:14.400 --> 00:09:15.600]  耶穌就是基督
[00:09:15.600 --> 00:09:16.800]  就是救世主
[00:09:16.800 --> 00:09:20.000]  所以中間跌跌碰碰
[00:09:20.000 --> 00:09:22.600]  這就是聖經裡面的世界
[00:09:22.600 --> 00:09:24.200]  阿伯拉罕也是
[00:09:24.200 --> 00:09:26.200]  阿伯拉罕開頭撰寫的十二章
[00:09:26.200 --> 00:09:28.000]  夢上帝呼召的時候
[00:09:28.000 --> 00:09:30.400]  他當然是信心去回應
[00:09:30.400 --> 00:09:32.200]  去到神所指示的地方
[00:09:32.200 --> 00:09:33.400]  迦林地
[00:09:33.400 --> 00:09:34.400]  但是
[00:09:34.400 --> 00:09:37.000]  他慢慢地每一章過去的時候
[00:09:37.000 --> 00:09:38.200]  他就有跌又碰
[00:09:38.200 --> 00:09:39.200]  有時候會懷疑
[00:09:39.200 --> 00:09:40.200]  有時候會跌倒
[00:09:40.200 --> 00:09:42.200]  然後最後他就發現
[00:09:42.200 --> 00:09:44.200]  原來真正的信心是什麼呢?
[00:09:44.200 --> 00:09:45.600]  就是獻耳殺的故事
[00:09:45.600 --> 00:09:48.200]  所以從第十二章到二十二章
[00:09:48.200 --> 00:09:50.600]  你就看到阿伯拉罕這個角色
[00:09:50.600 --> 00:09:51.600]  這個人物
[00:09:51.600 --> 00:09:53.600]  他的信心有一個歷程
[00:09:53.600 --> 00:09:55.000]  有一個改變
[00:09:55.000 --> 00:09:57.600]  就好像我們自己剛剛順著
[00:09:57.600 --> 00:10:00.200]  到我們現在應該有一個歷程
[00:10:00.200 --> 00:10:01.600]  中間有跌又碰
[00:10:01.600 --> 00:10:03.600]  上帝的恩典一直帶領著
[00:10:04.200 --> 00:10:06.200]  這就是聖經裡面的世界
[00:10:06.200 --> 00:10:08.200]  所以要看上文下理就是這個意思
[00:10:08.200 --> 00:10:11.800]  然後我們第三個視野就是聖經前面的世界
[00:10:11.800 --> 00:10:13.800]  就是有一本聖經放在你前面
[00:10:13.800 --> 00:10:15.200]  放在你桌面
[00:10:15.200 --> 00:10:17.000]  然後前面的世界就是我
[00:10:17.000 --> 00:10:18.200]  我自己
[00:10:18.200 --> 00:10:20.800]  我每次翻開聖經的時候
[00:10:20.800 --> 00:10:22.000]  我都不是白紙
[00:10:22.000 --> 00:10:25.000]  因為我會有我自己僅有的觀念
[00:10:25.000 --> 00:10:27.000]  或者是一些錯誤的理解
[00:10:27.000 --> 00:10:28.800]  現在我看了聖經了
[00:10:28.800 --> 00:10:30.200]  我前面的世界
[00:10:30.200 --> 00:10:31.600]  我就會改變了
[00:10:31.600 --> 00:10:32.000]  是不是?
[00:10:32.000 --> 00:10:33.600]  等於雅各書說什麼
[00:10:33.600 --> 00:10:36.000]  看到看聖經就好像照鏡子一樣
[00:10:36.000 --> 00:10:39.000]  照到自己的樣子
[00:10:39.000 --> 00:10:41.000]  然後我就有改變
[00:10:41.000 --> 00:10:42.000]  有一個更新
[00:10:42.000 --> 00:10:44.000]  我們希望我們自己看聖經
[00:10:44.000 --> 00:10:46.000]  我們帶領別人去看聖經
[00:10:46.000 --> 00:10:48.600]  我們帶領別人去認識神的位置的時候
[00:10:48.600 --> 00:10:51.000]  都是希望有一個更新
[00:10:51.000 --> 00:10:52.600]  生命裡面的改變
[00:10:52.600 --> 00:10:54.200]  但是是有步驟的
[00:10:54.200 --> 00:10:58.200]  所以有三個視野是需要留意的
[00:10:58.200 --> 00:10:59.400]  我舉個例子
[00:10:59.400 --> 00:11:01.400]  創世紀第一章第一節
[00:11:01.400 --> 00:11:03.400]  創世紀第一章第一節
[00:11:03.400 --> 00:11:05.000]  他說:起初神創造天地
[00:11:05.000 --> 00:11:06.600]  地是空虛混沌冤冤黑暗
[00:11:06.600 --> 00:11:08.600]  神的靈混藏在水面上
[00:11:08.600 --> 00:11:09.800]  這個大家都知道
[00:11:09.800 --> 00:11:11.000]  起初中文
[00:11:11.000 --> 00:11:14.000]  背後就是希伯來文
[00:11:14.000 --> 00:11:16.800]  希伯來文就是這個字Beresheet
[00:11:16.800 --> 00:11:21.600]  我們不需要一定要懂得希伯來文
[00:11:21.600 --> 00:11:26.000]  而我想給大家一個例子
[00:11:26.000 --> 00:11:27.000]  我們想起起初的時候
[00:11:27.000 --> 00:11:28.000]  我們想起什麼呢?
[00:11:28.000 --> 00:11:30.400]  我們一想起起初
[00:11:30.400 --> 00:11:32.600]  聖經裡面第一個字
[00:11:32.600 --> 00:11:34.000]  Beresheet 起初
[00:11:34.000 --> 00:11:35.000]  翻譯做
[00:11:35.000 --> 00:11:36.000]  我們想起
[00:11:36.000 --> 00:11:40.400]  現代人想起時間上的其中一點
[00:11:40.400 --> 00:11:42.200]  就是第一點
[00:11:42.200 --> 00:11:45.000]  起初神創造天地一定對
[00:11:45.000 --> 00:11:51.400]  太初上帝在第一點突然間創造天地
[00:11:51.400 --> 00:11:54.600]  首先我們明白聖經背後的世界
[00:11:54.600 --> 00:11:57.200]  當他們講起初的時候
[00:11:57.200 --> 00:11:59.800]  希伯來文講起初的時候
[00:11:59.800 --> 00:12:04.600]  是不是我們現代人想時間的第一點
[00:12:04.600 --> 00:12:06.600]  如果你找起初這個字
[00:12:06.600 --> 00:12:10.000]  在舊約聖經裡面用過的
[00:12:10.000 --> 00:12:12.200]  有好幾處地方可以給個例子
[00:12:12.200 --> 00:12:15.800]  就是耶利米蘇26章27章28章49章
[00:12:15.800 --> 00:12:19.000]  這裡說起初這個字是同一個字
[00:12:19.000 --> 00:12:20.000]  Beresheet
[00:12:20.000 --> 00:12:21.200]  但是中文的翻譯
[00:12:21.200 --> 00:12:24.000]  因為要翻得中文的文法通
[00:12:24.000 --> 00:12:25.800]  字眼要通的時候
[00:12:25.800 --> 00:12:27.400]  我們就不翻做起初
[00:12:27.400 --> 00:12:29.600]  在耶利米蘇26章第一字
[00:12:29.600 --> 00:12:33.400]  那裡說猶大王約瓦敬
[00:12:33.400 --> 00:12:34.600]  這個人名
[00:12:34.600 --> 00:12:35.600]  這個王名
[00:12:35.600 --> 00:12:37.400]  登基的時候
[00:12:37.400 --> 00:12:39.800]  登基這個字就是起初這個字
[00:12:39.800 --> 00:12:41.400]  Beresheet
[00:12:41.400 --> 00:12:45.400]  突然間你退後兩步去想的時候
[00:12:45.400 --> 00:12:48.200]  原來我們起初想的是現代人的
[00:12:48.200 --> 00:12:51.000]  所謂起初就是時間的第一點
[00:12:51.000 --> 00:12:54.600]  原來在希伯來文的使用裡面
[00:12:54.600 --> 00:12:57.400]  起初不是時間的第一點
[00:12:57.400 --> 00:13:00.000]  而是時間的開頭那段
[00:13:00.000 --> 00:13:02.600]  最初的那段時間
[00:13:02.600 --> 00:13:04.200]  初期
[00:13:04.200 --> 00:13:06.400]  所以不是時間的一點
[00:13:06.400 --> 00:13:08.600]  而是時間的一段時間
[00:13:08.600 --> 00:13:12.200]  就是時間表上面最初的那段時間
[00:13:12.200 --> 00:13:14.200]  每個王登基的時候
[00:13:14.200 --> 00:13:20.400]  開頭他還沒真正坐上王位
[00:13:20.400 --> 00:13:22.400]  作王的時候
[00:13:22.400 --> 00:13:24.000]  那段時間
[00:13:24.000 --> 00:13:25.000]  父王死了
[00:13:25.000 --> 00:13:26.600]  然後新的王登基
[00:13:26.600 --> 00:13:27.800]  那段時間
[00:13:27.800 --> 00:13:30.800]  作王到他真正在新年的時候
[00:13:30.800 --> 00:13:33.600]  他真的坐上王位慶祝登基了
[00:13:33.600 --> 00:13:35.000]  好像美國總統那樣
[00:13:35.000 --> 00:13:36.400]  選了他
[00:13:36.400 --> 00:13:39.200]  然後隔了一個多兩個月之後
[00:13:39.200 --> 00:13:42.000]  才在白宮正式登基
[00:13:42.000 --> 00:13:43.400]  那段時間
[00:13:43.400 --> 00:13:47.000]  就是叫做起初
[00:13:47.000 --> 00:13:50.200]  就是西底加作王的初期
[00:13:50.200 --> 00:13:51.400]  起初是要做什麼呢?
[00:13:51.400 --> 00:13:53.400]  他就是成立他的內閣
[00:13:53.400 --> 00:13:56.000]  他就是成立他政府的部門
[00:13:56.000 --> 00:13:59.600]  他縮整他整個政府的權力
[00:13:59.600 --> 00:14:01.000]  整個架構
[00:14:01.000 --> 00:14:02.600]  他重新再整理過
[00:14:02.600 --> 00:14:04.000]  然後再安排過
[00:14:04.000 --> 00:14:06.000]  以致他新年的時候
[00:14:06.000 --> 00:14:07.600]  正式登基了
[00:14:07.600 --> 00:14:10.000]  正式作王了
[00:14:10.000 --> 00:14:11.600]  元年開始的時候
[00:14:11.600 --> 00:14:13.400]  第一年第二年開始
[00:14:13.400 --> 00:14:14.800]  數元年的時候
[00:14:14.800 --> 00:14:20.600]  他就能夠去管理統治這個國度
[00:14:20.600 --> 00:14:22.000]  但是如果你這麼看的時候
[00:14:22.000 --> 00:14:23.600]  創世紀第一章
[00:14:23.600 --> 00:14:26.000]  說出神創造天地的時候
[00:14:26.000 --> 00:14:27.800]  就是在說一個國度
[00:14:27.800 --> 00:14:30.200]  我們現代人想
[00:14:30.200 --> 00:14:33.800]  就是想到宇宙好像一個機器一樣
[00:14:33.800 --> 00:14:34.600]  是不是?
[00:14:34.600 --> 00:14:39.000]  特別是唯物論的世界
[00:14:39.000 --> 00:14:40.800]  好像一個機器一樣
[00:14:40.800 --> 00:14:43.000]  萬物都是有自己的原則
[00:14:43.000 --> 00:14:45.200]  一直這樣運作的
[00:14:45.200 --> 00:14:46.800]  但是創世紀第一章
[00:14:46.800 --> 00:14:48.200]  給我們一個神觀
[00:14:48.200 --> 00:14:49.600]  或者給我們一個世界觀
[00:14:49.600 --> 00:14:50.600]  是完全不同的
[00:14:50.600 --> 00:14:53.400]  原來創造主宰好像一個君王一樣
[00:14:54.000 --> 00:14:55.600]  起初的時候他做什麼?
[00:14:55.600 --> 00:14:59.000]  他就去整頓世界的秩序
[00:14:59.000 --> 00:15:01.200]  這個世界是屬於他的
[00:15:01.200 --> 00:15:03.800]  而且這個神創造主
[00:15:03.800 --> 00:15:06.800]  就是在這裡統治的
[00:15:06.800 --> 00:15:10.000]  所以如果這樣退後一步想
[00:15:10.000 --> 00:15:12.600]  我們不要用科學的頭腦去想
[00:15:12.600 --> 00:15:15.000]  不要用一個現代人的科學頭腦去想
[00:15:15.000 --> 00:15:18.000]  用聖經背後的世界去想
[00:15:18.000 --> 00:15:20.800]  他們想起初是什麼意思
[00:15:20.800 --> 00:15:23.200]  原來起初就是君王開始做事
[00:15:23.200 --> 00:15:24.800]  直到第七天
[00:15:24.800 --> 00:15:26.400]  他去到安息的時候
[00:15:26.400 --> 00:15:28.800]  安息也不是說他累了休息
[00:15:28.800 --> 00:15:31.600]  創世紀第一章
[00:15:31.600 --> 00:15:32.800]  一到第七天
[00:15:32.800 --> 00:15:33.600]  第七天
[00:15:33.600 --> 00:15:34.800]  上帝安息
[00:15:34.800 --> 00:15:37.400]  原來在古代中東的世界
[00:15:37.400 --> 00:15:39.000]  說到那些廟
[00:15:39.000 --> 00:15:40.800]  做那些神廟的時候
[00:15:40.800 --> 00:15:45.400]  那個神靈進入聖殿的致聖所
[00:15:45.400 --> 00:15:48.800]  他去登基作王的時候就叫做安息
[00:15:48.800 --> 00:15:51.600]  所以你看到創世紀第一天
[00:15:51.600 --> 00:15:53.000]  第二天、第三天
[00:15:53.000 --> 00:15:54.400]  一直數過去的時候
[00:15:54.400 --> 00:15:56.000]  到第七天他安息
[00:15:56.000 --> 00:15:57.800]  那個 Shabbat
[00:15:57.800 --> 00:15:59.400]  安息日
[00:15:59.400 --> 00:16:00.800]  他作王
[00:16:00.800 --> 00:16:02.600]  就真的完全是
[00:16:02.600 --> 00:16:03.400]  他的內閣
[00:16:03.400 --> 00:16:05.200]  他整個國度都整頓過了
[00:16:05.200 --> 00:16:06.400]  有條有理
[00:16:06.400 --> 00:16:07.400]  整整有條
[00:16:07.400 --> 00:16:11.600]  第七天他就坐在皇位裡面
[00:16:11.600 --> 00:16:13.200]  就是他的致聖所裡面
[00:16:13.200 --> 00:16:15.200]  他登基掌管這個世界
[00:16:15.200 --> 00:16:17.200]  所以你看創世紀第一章
[00:16:17.200 --> 00:16:20.400]  其實是在說一個國度的成立
[00:16:20.600 --> 00:16:23.200]  原來整個宇宙就是上帝的國度
[00:16:23.200 --> 00:16:25.200]  就是上帝要去統治
[00:16:25.200 --> 00:16:27.200]  並且去接受敬拜
[00:16:27.200 --> 00:16:30.600]  所以我們不用一個現代人去看的時候
[00:16:30.600 --> 00:16:31.600]  我們發現
[00:16:31.600 --> 00:16:33.600]  這樣才看得通
[00:16:33.600 --> 00:16:35.400]  看得通聖經
[00:16:35.400 --> 00:16:36.800]  特別第一章
[00:16:36.800 --> 00:16:39.000]  創世紀想說什麼
[00:16:39.000 --> 00:16:40.800]  如果你看回
[00:16:40.800 --> 00:16:42.600]  一二三四五六七日的話
[00:16:42.600 --> 00:16:45.600]  原文的字句真的要直接翻的話
[00:16:45.600 --> 00:16:47.600]  其實也不是跟你數
[00:16:47.600 --> 00:16:49.400]  第一天做完的事情到第二天
[00:16:49.400 --> 00:16:52.600]  然後再過二十四小時又做另外一天的事情
