
[00:00:00.000 --> 00:00:02.000]  我們想要選擇信心
[00:05:34.400 --> 00:05:37.400]  也是神回應這個破碎世界的開始
[00:05:37.400 --> 00:05:40.600]  神開始展開祂賜福萬國的計劃
[00:05:40.600 --> 00:05:42.000]  神對亞伯拉罕說
[00:05:42.000 --> 00:05:44.200]  我必使你成為萬民的祝福
[00:05:53.000 --> 00:06:01.400]  我相信你聽過這個新聞
[00:06:01.400 --> 00:06:03.400]  我這裡有些文字漏掉了
[00:06:03.400 --> 00:06:06.200]  但我相信你聽過這個新聞
[00:06:06.200 --> 00:06:12.400]  上週的大新聞是亞伯拉罕第二次的發生
[00:06:12.400 --> 00:06:13.600]  亞伯拉罕第二次的發生
[00:06:13.600 --> 00:06:25.200]  亞伯拉罕第二次的發生
[00:06:25.200 --> 00:06:28.000]  亞伯拉罕第二次的發生
[00:06:28.000 --> 00:06:30.800]  亞伯拉罕第二次的發生
[00:06:30.800 --> 00:06:35.200]  亞伯拉罕第二次的發生
[00:06:35.200 --> 00:06:40.200]  亞伯拉罕第二次的發生
[00:06:40.200 --> 00:06:43.600]  亞伯拉罕第二次的發生
[00:06:43.600 --> 00:06:48.800]  亞伯拉罕第二次的發生
[00:06:48.800 --> 00:06:54.000]  上週如果你也有看過阿爾特米斯這部電影的話
[00:06:54.000 --> 00:06:57.800]  一位宇航員從月球回望地球時說了一句話
[00:06:57.800 --> 00:06:59.400]  我們選擇地球
[00:06:59.400 --> 00:07:01.400]  這是一個很美的畫面
[00:07:01.400 --> 00:07:03.400]  讓我們看見神的心
[00:07:03.400 --> 00:07:06.800]  神看著這個破碎的世界並沒有轉身離開
[00:07:06.800 --> 00:07:08.600]  祂選擇了這個世界
[00:07:08.600 --> 00:07:10.600]  祂主動走向這個世界
[00:07:10.600 --> 00:07:12.000]  祂呼召亞伯拉罕
[00:07:12.000 --> 00:07:15.400]  並藉著祂開始祂賜福萬民的計劃
[00:07:15.400 --> 00:07:18.800]  所以當我們讀到亞伯拉罕的故事時
[00:07:18.800 --> 00:07:22.000]  我們的印象就是12到22年
[00:07:22.000 --> 00:07:24.400]  我們專注在亞伯拉罕本人
[00:07:24.400 --> 00:07:26.600]  我們專注在亞伯拉罕本人
[00:07:26.600 --> 00:07:29.000]  亞伯拉罕本人是一個偉大的人物
[00:07:29.000 --> 00:07:30.400]  是一個有信仰的父親
[00:07:30.400 --> 00:07:35.000]  在整個故事中的十個章節之中
[00:07:35.000 --> 00:07:40.600]  大家要明白這個故事並不是關於亞伯拉罕的偉大
[00:07:40.600 --> 00:07:42.600]  因為你們可以看到
[00:07:42.600 --> 00:07:45.600]  12到22年
[00:07:45.600 --> 00:07:47.600]  亞伯拉罕有貪婪和恐懼
[00:07:47.600 --> 00:07:49.600]  亞伯拉罕有弱點
[00:07:49.600 --> 00:07:52.000]  亞伯拉罕嘗試推翻神的承諾
[00:07:52.000 --> 00:07:54.000]  亞伯拉罕失敗
[00:07:54.000 --> 00:07:56.000]  亞伯拉罕倒下
[00:07:56.000 --> 00:07:57.000]  亞伯拉罕發生戰爭
[00:07:57.000 --> 00:07:58.000]  亞伯拉罕遲緩
[00:07:58.000 --> 00:07:59.000]  亞伯拉罕測試
[00:07:59.000 --> 00:08:18.600]  很多時候當我們讀亞伯拉罕的故事
[00:08:18.600 --> 00:08:21.400]  也就是《創世紀》第12到22章時
[00:08:21.400 --> 00:08:24.400]  我們常常把焦點放在這個人身上
[00:08:24.400 --> 00:08:26.800]  亞伯拉罕被稱為信心之父
[00:08:26.800 --> 00:08:30.000]  但在《創世紀》第12章到22章之間
[00:08:30.000 --> 00:08:32.000]  有飢荒也有懼怕
[00:08:32.000 --> 00:08:33.600]  有人性的軟弱
[00:08:33.600 --> 00:08:37.400]  也有人想用自己的辦法走在神的應許前面
[00:08:37.400 --> 00:08:40.000]  有戰爭有延遲也有試驗
[00:08:40.000 --> 00:08:41.200]  一次又一次
[00:08:41.200 --> 00:08:43.800]  神的應許似乎都受到威脅
[00:08:43.800 --> 00:08:46.800]  但這為宣教的上帝勝過一切阻攔
[00:08:46.800 --> 00:08:49.400]  為要成就他賜福萬民的應許
[00:08:56.800 --> 00:09:14.200]  所以第二點就是
[00:09:14.200 --> 00:09:17.200]  如果我們能夠信靠這位宣教的上帝
[00:09:17.200 --> 00:09:20.000]  那我們是一群帶著使命的人
[00:09:27.000 --> 00:09:36.000]  這一點在《創世紀》第12章就已經很清楚了
[00:09:36.000 --> 00:09:37.600]  神對亞伯拉罕說
[00:09:37.600 --> 00:09:39.800]  我要使你成為萬民的祝福
[00:09:39.800 --> 00:09:42.800]  也就是說人要藉著你來認識神
[00:09:56.800 --> 00:10:05.000]  所以從一開始亞伯拉罕是誰呢?
[00:10:05.000 --> 00:10:07.400]  他不是為自己而被揀選的
[00:10:07.400 --> 00:10:10.000]  他是為了別人的緣故而蒙福的
[00:10:10.000 --> 00:10:12.000]  神給了他一個新的身份
[00:10:12.000 --> 00:10:16.000]  亞伯拉罕如今成為神賜福萬國計劃的一部分
[00:10:27.000 --> 00:10:47.400]  當然這個身份並不容易承擔
[00:10:47.400 --> 00:10:49.200]  在亞伯拉罕的故事裡
[00:10:49.200 --> 00:10:55.000]  有等待 有軟弱 有懼怕 有失敗 有延遲 也有試驗
[00:10:55.000 --> 00:10:59.000]  一次又一次 這個應許看起來非常的脆弱
[00:11:25.000 --> 00:11:50.200]  但是到最後我們來到《創世紀》第22章
[00:11:50.200 --> 00:11:52.200]  也就是獻以撒的故事
[00:11:52.200 --> 00:11:56.200]  神要亞伯拉罕獻上他最寶貴也是唯一的兒子
[00:11:56.200 --> 00:12:01.200]  到了最後神要的是亞伯拉罕擁有一個完全降服的信心
[00:12:01.200 --> 00:12:03.600]  神並不是真的要把以撒奪走
[00:12:03.600 --> 00:12:05.200]  神是在試驗他
[00:12:05.200 --> 00:12:07.400]  你願不願意放下你的掌控?
[00:12:23.200 --> 00:12:47.200]  在亞伯拉罕的故事的結尾
[00:12:47.200 --> 00:12:48.200]  經過多年的掙扎
[00:12:48.200 --> 00:12:50.200]  神再次說話
[00:12:52.200 --> 00:12:58.200]  我必多多賜福給你
[00:12:58.200 --> 00:13:00.200]  我必使你的後裔大大增多
[00:13:00.200 --> 00:13:03.200]  如同天上的星 海邊的沙
[00:13:03.200 --> 00:13:06.200]  你的後裔必得仇敵的城門
[00:13:23.200 --> 00:13:29.200]  神的任務還在進行
[00:13:29.200 --> 00:13:31.200]  保證還活著
[00:13:31.200 --> 00:13:33.200]  最後 亞伯拉罕生了
[00:13:33.200 --> 00:13:35.200]  最後他有了孩子
[00:13:35.200 --> 00:13:40.200]  神的目的 為了國家 還在堅持 還在前進
[00:13:40.200 --> 00:13:44.200]  現在 神在增加一個震撼的形象
[00:13:44.200 --> 00:13:47.200]  他說 你將有後裔
[00:13:47.200 --> 00:13:55.200]  你將有兒女 孫子 孫女 如同天上的星 海邊的沙
[00:13:55.200 --> 00:13:58.200]  神在創世紀第十二章開始的時候
[00:13:58.200 --> 00:14:01.200]  再次確認 這個使命仍然繼續
[00:14:01.200 --> 00:14:03.200]  這個英雄仍然活著
[00:14:03.200 --> 00:14:06.200]  神對萬國的旨意仍然堅定不移
[00:14:06.200 --> 00:14:09.200]  如今 神又加上了一個非常鮮明的圖畫
[00:14:09.200 --> 00:14:13.200]  亞伯拉罕的後裔要像天上的星那樣眾多
[00:14:13.200 --> 00:14:15.200]  又像海邊的沙那樣無數
[00:14:15.200 --> 00:14:34.200]  (英文)
[00:14:34.200 --> 00:14:38.200]  我們能數清天上的星星嗎? 並不能
[00:14:38.200 --> 00:14:41.200]  我們也不能數清海邊有多少沙粒
[00:14:41.200 --> 00:14:47.200]  這個圖畫告訴我們 神的眼光遠遠超過我們所能看見的
[00:14:47.200 --> 00:15:15.200]  (英文)
[00:15:15.200 --> 00:15:24.200]  (英文)
[00:15:24.200 --> 00:15:28.200]  所以我們看到圖裡 亞伯拉罕從一個小小的家庭開始
[00:15:28.200 --> 00:15:30.200]  發展成一個更大的家族
[00:15:30.200 --> 00:15:32.200]  後來成為以色列十二支派
[00:15:32.200 --> 00:15:34.200]  再後來形成一個民族
[00:15:34.200 --> 00:15:37.200]  最後 救主也為我們而來
[00:15:37.200 --> 00:15:40.200]  真正伺服世界的是亞伯拉罕的後裔
[00:15:40.200 --> 00:15:42.200]  就是耶穌基督
[00:15:42.200 --> 00:15:43.200]  歷史歷代以來
[00:15:43.200 --> 00:15:45.200]  無數的人被聚集起來
[00:15:45.200 --> 00:15:48.200]  在耶穌裡領受真正的祝福
[00:15:48.200 --> 00:16:08.200]  (英文)
[00:16:08.200 --> 00:16:11.200]  所以我們的教會不只是領受祝福的人
[00:16:11.200 --> 00:16:14.200]  我們也是要藉著神
[00:16:14.200 --> 00:16:16.200]  把我們的祝福流出去的一群人
[00:16:16.200 --> 00:16:18.200]  這就是我們的身份
[00:16:18.200 --> 00:16:20.200]  我們是一群帶著使命的人
[00:16:20.200 --> 00:16:21.200]  (英文)
[00:16:42.200 --> 00:16:48.200]  (英文)
[00:16:48.200 --> 00:16:50.200]  所以今天我們散會離開的時候
[00:16:50.200 --> 00:16:52.200]  每個人可以帶一小瓶沙子回家
[00:16:52.200 --> 00:16:54.200]  今年你可以把它放在家裡
[00:16:54.200 --> 00:16:56.200]  在整個Net系列裡
[00:16:56.200 --> 00:16:59.200]  我們還會繼續往瓶子裡加上不同的東西
[00:16:59.200 --> 00:17:28.200]  (英文)
[00:17:28.200 --> 00:17:36.200]  (英文)
[00:17:36.200 --> 00:17:39.200]  所以當我們把這一小瓶沙子帶回家的時候
[00:17:39.200 --> 00:17:42.200]  每一次我們看到這個瓶子都要想起來
[00:17:42.200 --> 00:17:44.200]  神的眼光比你的眼光更大
[00:17:44.200 --> 00:17:46.200]  你蒙福是為了邀請更多人
[00:17:46.200 --> 00:17:48.200]  一起來享受神的祝福
[00:17:48.200 --> 00:17:49.200]  (英文)
[00:17:58.200 --> 00:18:26.200]  (英文)
[00:18:26.200 --> 00:18:28.200]  今天把這個瓶子大家帶回家
[00:18:28.200 --> 00:18:31.200]  可以放在一個每天都可以看到的地方
[00:18:31.200 --> 00:18:33.200]  大家也可以拿出一個盅來試試
[00:18:33.200 --> 00:18:36.200]  到底能不能數清這個沙子到底有多少
[00:18:36.200 --> 00:18:51.200]  (英文)
[00:18:51.200 --> 00:18:54.200]  我們每個人都是這瓶沙子裡邊的一部分
[00:18:54.200 --> 00:18:56.200]  (英文)
[00:18:56.200 --> 00:18:58.200]  我們一起來祈禱
[00:18:58.200 --> 00:19:13.200]  (英文)
[00:19:13.200 --> 00:19:17.200]  主啊 求祢教導我們信靠祢這位宣教的上帝
[00:19:17.200 --> 00:19:21.200]  求祢把我們的眼光從自己小小的計劃中提升出來
[00:19:21.200 --> 00:19:24.200]  也把祢對萬國的心賜給我們
[00:19:24.200 --> 00:19:29.200]  (英文)
[00:19:29.200 --> 00:19:33.200]  感謝祢 因為我們已經在基督裡面受了祢的祝福
[00:19:33.200 --> 00:19:46.200]  (英文)
[00:19:46.200 --> 00:19:51.200]  現在求祢幫助我們活出一群帶著使命之名的身份
[00:19:51.200 --> 00:19:53.200]  好讓別人可以藉著我們的教會
[00:19:53.200 --> 00:19:54.200]  我們的家庭
[00:19:54.200 --> 00:19:55.200]  我們的生命
[00:19:55.200 --> 00:19:56.200]  認識祢的恩典
[00:19:56.200 --> 00:19:58.200]  (英文)
[00:19:58.200 --> 00:20:00.200]  奉耶穌的名禱告
[00:20:00.200 --> 00:20:01.200]  (英文)
[00:20:16.200 --> 00:20:19.200]  我們一會走的時候每個人拿一個小瓶子
[00:20:19.200 --> 00:20:21.200]  (英文)
