
[00:00:00.000 --> 00:00:03.640]  大家好 各位馬年快樂
[00:03:19.900 --> 00:03:21.900]  這裡提到
[00:03:21.900 --> 00:03:23.900]  有一隻白馬出現
[00:03:23.900 --> 00:03:25.900]  白馬上有一位君王
[00:03:25.900 --> 00:03:27.900]  坐在那裡
[00:03:27.900 --> 00:03:29.900]  用了很多描述來告訴我們
[00:03:29.900 --> 00:03:31.900]  這個君王是值得我們敬拜
[00:03:31.900 --> 00:03:33.900]  和值得我們去跟隨
[00:03:33.900 --> 00:03:35.900]  但我們打開啟示錄的時候
[00:03:35.900 --> 00:03:37.900]  特別是新晶頭
[00:03:37.900 --> 00:03:39.900]  我們要先弄清楚
[00:03:39.900 --> 00:03:41.900]  因為很多時候未接觸過聖經
[00:03:41.900 --> 00:03:43.900]  或者我們初初接觸聖經的時候
[00:03:43.900 --> 00:03:45.900]  要做什麼
[00:03:45.900 --> 00:03:47.900]  和聖經裡面不同寫作的方法
[00:03:47.900 --> 00:03:49.900]  我們就會
[00:03:49.900 --> 00:03:51.900]  當作啟示錄
[00:03:51.900 --> 00:03:53.900]  做什麼
[00:03:53.900 --> 00:03:55.900]  就是通勝
[00:03:55.900 --> 00:03:57.900]  有沒有看過通勝
[00:03:57.900 --> 00:03:59.900]  今年會不會行運
[00:03:59.900 --> 00:04:01.900]  或者將來
[00:04:01.900 --> 00:04:03.900]  未來
[00:04:03.900 --> 00:04:05.900]  有沒有犯太歲
[00:04:05.900 --> 00:04:07.900]  要做什麼等等
[00:04:07.900 --> 00:04:09.900]  那些紅色一本的
[00:04:09.900 --> 00:04:11.900]  有沒有看過
[00:04:11.900 --> 00:04:13.900]  在App上看
[00:04:13.900 --> 00:04:15.900]  當然那些是看上了
[00:04:15.900 --> 00:04:17.900]  騙你十年八年
[00:04:17.900 --> 00:04:19.900]  那些東西是不值得相信的
[00:04:19.900 --> 00:04:21.900]  但很多時候
[00:04:21.900 --> 00:04:23.900]  我們都會當啟示錄
[00:04:23.900 --> 00:04:25.900]  是預測未來
[00:04:25.900 --> 00:04:27.900]  預先寫好的報紙
[00:04:27.900 --> 00:04:29.900]  告訴我們世界末日到了
[00:04:29.900 --> 00:04:31.900]  或者世界末了就快到了
[00:04:31.900 --> 00:04:33.900]  會有什麼事情發生
[00:04:33.900 --> 00:04:35.900]  然後我們就去嘗試
[00:04:35.900 --> 00:04:37.900]  做一些配對
[00:04:37.900 --> 00:04:39.900]  這裡提到一些符號
[00:04:39.900 --> 00:04:41.900]  一些意象
[00:04:41.900 --> 00:04:43.900]  和我們今天在報章上
[00:04:43.900 --> 00:04:45.900]  或者在新聞上
[00:04:45.900 --> 00:04:47.900]  我們看到的一些形象
[00:04:47.900 --> 00:04:49.900]  是否配合
[00:04:49.900 --> 00:04:51.900]  一定是啟示錄裡面說的話
[00:04:51.900 --> 00:04:53.900]  一路揭曉
[00:04:53.900 --> 00:04:55.900]  然後告訴我們是對的
[00:04:55.900 --> 00:04:57.900]  好像預測未來
[00:04:57.900 --> 00:04:59.900]  其實不是這樣的
[00:04:59.900 --> 00:05:01.900]  完全不是這樣的
[00:05:01.900 --> 00:05:03.900]  所以今天你聽了什麼都好
[00:05:03.900 --> 00:05:05.900]  啟示錄就不是通勝
[00:05:05.900 --> 00:05:07.900]  啟示錄不是通勝
[00:05:07.900 --> 00:05:09.900]  不要當它是通勝
[00:05:09.900 --> 00:05:11.900]  當然它有說未來的東西
[00:05:11.900 --> 00:05:13.900]  告訴我們耶穌一定會再來
[00:05:13.900 --> 00:05:15.900]  這位君王一定會
[00:05:15.900 --> 00:05:17.900]  將新天新地帶來
[00:05:17.900 --> 00:05:19.900]  公義真理他將會帶來
[00:05:19.900 --> 00:05:21.900]  這個是我們盼望
[00:05:21.900 --> 00:05:23.900]  但很多時候不是我們現代人
[00:05:23.900 --> 00:05:25.900]  這樣說或者那種印象
[00:05:25.900 --> 00:05:27.900]  就是預先寫好的報紙
[00:05:27.900 --> 00:05:29.900]  啟示錄有它的背景
[00:05:29.900 --> 00:05:31.900]  啟示錄是當時第一世紀的時候
[00:05:31.900 --> 00:05:33.900]  特別寫給一些
[00:05:33.900 --> 00:05:35.900]  小說的
[00:05:35.900 --> 00:05:37.900]  小說的
[00:05:37.900 --> 00:05:39.900]  少數的教會
[00:05:39.900 --> 00:05:41.900]  他們當時在羅馬帝國
[00:05:41.900 --> 00:05:43.900]  他們受到很多壓迫
[00:05:43.900 --> 00:05:45.900]  受到很多打壓
[00:05:45.900 --> 00:05:47.900]  受到很多壓力
[00:05:47.900 --> 00:05:49.900]  於是他們有時候灰心
[00:05:49.900 --> 00:05:51.900]  有時候失去盼望
[00:05:51.900 --> 00:05:53.900]  啟示錄
[00:05:53.900 --> 00:05:55.900]  就是用一個這樣的方法
[00:05:55.900 --> 00:05:57.900]  告訴他們鼓勵他們
[00:05:57.900 --> 00:05:59.900]  特別是用一些他們當時熟悉的
[00:05:59.900 --> 00:06:01.900]  形象
[00:06:01.900 --> 00:06:03.900]  當時他們熟悉的
[00:06:03.900 --> 00:06:05.900]  符號象徵
[00:06:05.900 --> 00:06:07.900]  來表達出上帝仍然是掌權的
[00:06:07.900 --> 00:06:09.900]  所以是一本
[00:06:09.900 --> 00:06:11.900]  鼓勵的書來的
[00:06:11.900 --> 00:06:13.900]  是一本牧養的書來的
[00:06:13.900 --> 00:06:15.900]  不是預測未來
[00:06:15.900 --> 00:06:17.900]  大家知道在第一世紀的時候
[00:06:17.900 --> 00:06:19.900]  我們經常說新約的背景
[00:06:19.900 --> 00:06:21.900]  就是當時羅馬帝國
[00:06:21.900 --> 00:06:23.900]  是非常富強
[00:06:23.900 --> 00:06:25.900]  他們會用很多的方法
[00:06:25.900 --> 00:06:27.900]  來維持住
[00:06:27.900 --> 00:06:29.900]  國度裏面
[00:06:29.900 --> 00:06:31.900]  帝國裏面的太平和秩序
[00:06:31.900 --> 00:06:33.900]  特別是
[00:06:33.900 --> 00:06:35.900]  啟示錄背景的教會
[00:06:35.900 --> 00:06:37.900]  他們很多時候
[00:06:37.900 --> 00:06:39.900]  在今天的東地中海的地方
[00:06:39.900 --> 00:06:41.900]  特別是今天的土耳其
[00:06:41.900 --> 00:06:43.900]  巴勒斯坦地等等
[00:06:43.900 --> 00:06:45.900]  他們受到很多壓力
[00:06:45.900 --> 00:06:47.900]  因為羅馬帝國要去到
[00:06:47.900 --> 00:06:49.900]  維持住
[00:06:49.900 --> 00:06:51.900]  太平盛世
[00:06:51.900 --> 00:06:53.900]  為了維持住
[00:06:53.900 --> 00:06:55.900]  羅馬帝國所塑造出來的和諧
[00:06:55.900 --> 00:06:57.900]  就叫那些異見分子
[00:06:57.900 --> 00:06:59.900]  不要出聲
[00:06:59.900 --> 00:07:01.900]  壓迫他們
[00:07:01.900 --> 00:07:03.900]  不准他們說任何東西
[00:07:03.900 --> 00:07:05.900]  不准他們說反羅馬的東西
[00:07:05.900 --> 00:07:07.900]  或者挑釁羅馬帝國政權的東西
[00:07:07.900 --> 00:07:09.900]  所以在東地中海
[00:07:09.900 --> 00:07:11.900]  土耳其巴勒斯坦地
[00:07:11.900 --> 00:07:13.900]  等等的地方
[00:07:13.900 --> 00:07:15.900]  他們就會推行一種
[00:07:15.900 --> 00:07:17.900]  帝王的崇拜
[00:07:17.900 --> 00:07:19.900]  帝王崇拜
[00:07:19.900 --> 00:07:21.900]  就是國家領導人有個廟
[00:07:21.900 --> 00:07:23.900]  就一定要去供奉他
[00:07:23.900 --> 00:07:25.900]  於是有很多經濟壓力
[00:07:25.900 --> 00:07:27.900]  對當時的人來說
[00:07:27.900 --> 00:07:29.900]  當時他們的經濟
[00:07:29.900 --> 00:07:31.900]  和宗教
[00:07:31.900 --> 00:07:33.900]  是完全混為一談
[00:07:33.900 --> 00:07:35.900]  不能分開
[00:07:35.900 --> 00:07:37.900]  我們就可以分開
[00:07:37.900 --> 00:07:39.900]  以前是不能分開
[00:07:39.900 --> 00:07:41.900]  你要去購物
[00:07:41.900 --> 00:07:43.900]  或者去做生意
[00:07:43.900 --> 00:07:45.900]  或者你要在商務上有順利
[00:07:45.900 --> 00:07:47.900]  你就需要去拜一拜
[00:07:47.900 --> 00:07:49.900]  那個國家領導人
[00:07:49.900 --> 00:07:51.900]  你要去那個廟
[00:07:51.900 --> 00:07:53.900]  向他供奉也好
[00:07:53.900 --> 00:07:55.900]  或者向他上香也好
[00:07:55.900 --> 00:07:57.900]  你才會有人脈
[00:07:57.900 --> 00:07:59.900]  如果你不這樣做的話
[00:07:59.900 --> 00:08:01.900]  你就會失去很多的保護
[00:08:01.900 --> 00:08:03.900]  所以啟示錄給當時的教會
[00:08:03.900 --> 00:08:05.900]  去對他們講說話
[00:08:05.900 --> 00:08:07.900]  因為當時的教會
[00:08:07.900 --> 00:08:09.900]  他們相信
[00:08:09.900 --> 00:08:11.900]  是耶穌基督才是主宰
[00:08:11.900 --> 00:08:13.900]  如果有個國家領導人
[00:08:13.900 --> 00:08:15.900]  他們要去供奉他的話
[00:08:15.900 --> 00:08:17.900]  就成為一種很大的
[00:08:17.900 --> 00:08:19.900]  生命裏面的張力
[00:08:19.900 --> 00:08:21.900]  那怎麼辦呢?
[00:08:21.900 --> 00:08:23.900]  我們會吃虧
[00:08:23.900 --> 00:08:25.900]  我們受到這麼多的壓力
[00:08:25.900 --> 00:08:27.900]  我們受到這麼多的迫害
[00:08:27.900 --> 00:08:29.900]  那怎麼辦呢?
[00:08:29.900 --> 00:08:31.900]  啟示錄就是用一個這樣的方法
[00:08:31.900 --> 00:08:33.900]  去跟他們展現出
[00:08:33.900 --> 00:08:35.900]  真正作王掌權的是誰
[00:08:35.900 --> 00:08:37.900]  所以啟示錄裏面
[00:08:37.900 --> 00:08:39.900]  我們看這些經文的時候
[00:08:39.900 --> 00:08:41.900]  我們需要有一個這樣的背景
[00:08:41.900 --> 00:08:43.900]  怎樣鼓勵到他們呢?
[00:08:43.900 --> 00:08:45.900]  我們先看看這段經文
[00:08:45.900 --> 00:08:47.900]  這段經文是講馬的
[00:08:47.900 --> 00:08:49.900]  右邊那裏有一個空了的框
[00:08:49.900 --> 00:08:51.900]  當我們讀這段經文的時候
[00:08:51.900 --> 00:08:53.900]  我們想像一下
[00:08:53.900 --> 00:08:55.900]  到底他所描述的
[00:08:55.900 --> 00:08:57.900]  所形容的是會怎樣呢?
[00:08:57.900 --> 00:08:59.900]  讀一讀好嗎?
[00:08:59.900 --> 00:09:01.900]  讀的時候
[00:09:01.900 --> 00:09:03.900]  那些意象或者那些image
[00:09:03.900 --> 00:09:05.900]  你會想像到一個怎樣的
[00:09:05.900 --> 00:09:07.900]  一個畫面呢?
[00:09:07.900 --> 00:09:09.900]  啟示錄十九章十一節
[00:09:09.900 --> 00:09:11.900]  後來我看見天開了
[00:09:11.900 --> 00:09:13.900]  有一匹白馬
[00:09:13.900 --> 00:09:15.900]  這匹白馬騎在馬上
[00:09:15.900 --> 00:09:17.900]  是稱為誠信
[00:09:17.900 --> 00:09:19.900]  真實
[00:09:19.900 --> 00:09:21.900]  爭戰都憑著公義
[00:09:21.900 --> 00:09:23.900]  他的眼睛如火焰
[00:09:23.900 --> 00:09:25.900]  頭上戴著
[00:09:25.900 --> 00:09:27.900]  許多冠冕
[00:09:27.900 --> 00:09:29.900]  他身上寫著一個名字
[00:09:29.900 --> 00:09:31.900]  除了他自己
[00:09:31.900 --> 00:09:33.900]  沒有人知道
[00:09:33.900 --> 00:09:35.900]  他穿著浸過血的衣服
[00:09:35.900 --> 00:09:37.900]  他的名稱
[00:09:37.900 --> 00:09:39.900]  為上帝之道
[00:09:39.900 --> 00:09:41.900]  眾天君
[00:09:41.900 --> 00:09:43.900]  都騎著白馬
[00:09:43.900 --> 00:09:45.900]  穿著又白又
[00:09:45.900 --> 00:09:47.900]  潔淨的細馬布
[00:09:47.900 --> 00:09:49.900]  跟隨他
[00:09:49.900 --> 00:09:51.900]  有利劍從他口中出來
[00:09:51.900 --> 00:09:53.900]  用來擊打列國
[00:09:53.900 --> 00:09:55.900]  他用
[00:09:55.900 --> 00:09:57.900]  鐵匠管轄他們
[00:09:57.900 --> 00:09:59.900]  並且要
[00:09:59.900 --> 00:10:01.900]  全能上帝
[00:10:01.900 --> 00:10:03.900]  列路的
[00:10:03.900 --> 00:10:05.900]  駕走前
[00:10:05.900 --> 00:10:07.900]  在他衣服和大腿上寫著
[00:10:07.900 --> 00:10:09.900]  萬王之王萬主之主
[00:10:09.900 --> 00:10:11.900]  你想像到
[00:10:11.900 --> 00:10:13.900]  一個怎樣的圖畫
[00:10:15.900 --> 00:10:17.900]  想像一下
[00:10:17.900 --> 00:10:19.900]  這些是文字的描述
[00:10:19.900 --> 00:10:21.900]  到底那個圖畫
[00:10:21.900 --> 00:10:23.900]  會是怎樣的
[00:10:23.900 --> 00:10:25.900]  那個形象會是怎樣的
[00:10:25.900 --> 00:10:27.900]  如果你在AI那裏
[00:10:27.900 --> 00:10:29.900]  他就出了一張這樣的畫給我
[00:10:29.900 --> 00:10:31.900]  你覺得
[00:10:31.900 --> 00:10:33.900]  是否合理
[00:10:33.900 --> 00:10:35.900]  白馬
[00:10:35.900 --> 00:10:37.900]  口中有什麼
[00:10:37.900 --> 00:10:39.900]  利劍
[00:10:39.900 --> 00:10:41.900]  口中有利劍
[00:10:41.900 --> 00:10:43.900]  然後
[00:10:43.900 --> 00:10:45.900]  眼如火焰
[00:10:45.900 --> 00:10:49.900]  穿著的衣服是什麼
[00:10:49.900 --> 00:10:51.900]  浸過血的
[00:10:51.900 --> 00:10:53.900]  有血沾上的
[00:10:53.900 --> 00:10:57.900]  這裏沒有寫萬王之王
[00:10:57.900 --> 00:10:59.900]  萬主之主
[00:10:59.900 --> 00:11:01.900]  大概應該想像到
[00:11:01.900 --> 00:11:03.900]  一個這樣的
[00:11:03.900 --> 00:11:05.900]  意象
[00:11:05.900 --> 00:11:07.900]  這種意象
[00:11:07.900 --> 00:11:09.900]  雖然現在是AI
[00:11:09.900 --> 00:11:11.900]  出來的
[00:11:11.900 --> 00:11:13.900]  但大概應該想像到
[00:11:13.900 --> 00:11:15.900]  一個這樣的畫面
[00:11:15.900 --> 00:11:17.900]  並且背景是怎樣的
[00:11:17.900 --> 00:11:19.900]  當時的人
[00:11:19.900 --> 00:11:21.900]  他們在羅馬帝國下受壓迫
[00:11:21.900 --> 00:11:23.900]  如果在羅馬帝國的街上
[00:11:23.900 --> 00:11:25.900]  你去逛逛街
[00:11:25.900 --> 00:11:27.900]  你大概會經常看到
[00:11:27.900 --> 00:11:29.900]  一個這樣的影像
[00:11:29.900 --> 00:11:31.900]  無論是一些石雕
[00:11:31.900 --> 00:11:33.900]  或者一些浮雕
[00:11:33.900 --> 00:11:35.900]  長畫等等
[00:11:35.900 --> 00:11:37.900]  你都會經常看到有白馬
[00:11:37.900 --> 00:11:39.900]  或者有馬匹戰馬
[00:11:39.900 --> 00:11:41.900]  因為在羅馬的文化裏
[00:11:41.900 --> 00:11:43.900]  羅馬的帝國
[00:11:43.900 --> 00:11:45.900]  他們是怎樣建國的
[00:11:45.900 --> 00:11:47.900]  是用軍事建國的
[00:11:47.900 --> 00:11:49.900]  就好像今天
[00:11:49.900 --> 00:11:51.900]  用飛機大炮一樣
[00:11:51.900 --> 00:11:53.900]  每次一個地方
[00:11:53.900 --> 00:11:55.900]  被羅馬佔據了之後
[00:11:55.900 --> 00:11:57.900]  佔領了之後
[00:11:57.900 --> 00:11:59.900]  將那個地方打殘了之後
[00:11:59.900 --> 00:12:01.900]  那些軍隊就會海船回歸
[00:12:01.900 --> 00:12:03.900]  回到京都
[00:12:03.900 --> 00:12:05.900]  或者各大城市
[00:12:05.900 --> 00:12:07.900]  就會有遊行有儀式
[00:12:07.900 --> 00:12:09.900]  然後電視台就會宣佈
[00:12:09.900 --> 00:12:11.900]  一件事就是
[00:12:11.900 --> 00:12:13.900]  羅馬人多威風
[00:12:13.900 --> 00:12:15.900]  帝國是必勝的
[00:12:15.900 --> 00:12:17.900]  帝國既然是必勝的話
[00:12:17.900 --> 00:12:19.900]  每一個在帝國裏面的人
[00:12:19.900 --> 00:12:21.900]  就需要就範
[00:12:21.900 --> 00:12:23.900]  一定要跟他
[00:12:23.900 --> 00:12:25.900]  一定要拜他
[00:12:25.900 --> 00:12:29.900]  這個就是普遍羅馬的市民
[00:12:29.900 --> 00:12:31.900]  在街上會看到的形象
[00:12:31.900 --> 00:12:33.900]  但是啟示錄
[00:12:33.900 --> 00:12:35.900]  將這個形象
[00:12:35.900 --> 00:12:37.900]  顛倒過來
[00:12:37.900 --> 00:12:39.900]  因為他形容的是誰
[00:12:39.900 --> 00:12:41.900]  他形容的不是羅馬將軍
[00:12:41.900 --> 00:12:43.900]  也不是羅馬帝王
[00:12:43.900 --> 00:12:45.900]  他形容的
[00:12:45.900 --> 00:12:47.900]  騎著白馬上的
[00:12:47.900 --> 00:12:49.900]  是另一位
[00:12:49.900 --> 00:12:51.900]  這位是怎樣的
[00:12:51.900 --> 00:12:53.900]  他的名號
[00:12:53.900 --> 00:12:55.900]  是誠信
[00:12:55.900 --> 00:12:57.900]  真實
[00:12:57.900 --> 00:12:59.900]  和公義
[00:12:59.900 --> 00:13:01.900]  有正義
[00:13:01.900 --> 00:13:03.900]  羅馬帝國不會說這些
[00:13:03.900 --> 00:13:05.900]  羅馬帝國會說什麼
[00:13:05.900 --> 00:13:07.900]  誰的拳頭大
[00:13:07.900 --> 00:13:09.900]  就是誠信真實和公義
[00:13:09.900 --> 00:13:11.900]  什麼叫公義
[00:13:11.900 --> 00:13:13.900]  我打殘你就是公義
[00:13:13.900 --> 00:13:15.900]  什麼叫真理
[00:13:15.900 --> 00:13:17.900]  我秉鑼金的你
[00:13:17.900 --> 00:13:19.900]  我就是真理
[00:13:19.900 --> 00:13:21.900]  這個叫真理
[00:13:21.900 --> 00:13:23.900]  這個叫誠信
[00:13:23.900 --> 00:13:25.900]  和我們今天的帝國一樣
[00:13:25.900 --> 00:13:27.900]  無論你說什麼國家
[00:13:27.900 --> 00:13:29.900]  英國也好中國也好美國也好
[00:13:29.900 --> 00:13:31.900]  什麼國家也好
[00:13:31.900 --> 00:13:33.900]  但這位坐在白馬上的
[00:13:33.900 --> 00:13:35.900]  啟示錄說
[00:13:35.900 --> 00:13:37.900]  這位最終會得勝掌權
[00:13:37.900 --> 00:13:39.900]  一切的君王
[00:13:39.900 --> 00:13:41.900]  他的名號
[00:13:41.900 --> 00:13:43.900]  不是他的拳頭
[00:13:43.900 --> 00:13:45.900]  是誠信真實和公義
[00:13:45.900 --> 00:13:47.900]  這告訴我們
[00:13:47.900 --> 00:13:49.900]  到底哪一位才是
[00:13:49.900 --> 00:13:51.900]  真正的君王
[00:13:51.900 --> 00:13:53.900]  啟示錄是要做什麼
[00:13:53.900 --> 00:13:55.900]  啟示錄是要揭穿一些東西
[00:13:55.900 --> 00:13:57.900]  你看一些意象
[00:13:57.900 --> 00:13:59.900]  看一些image的時候
[00:13:59.900 --> 00:14:01.900]  就不是讓你看外殼那麼簡單
[00:14:01.900 --> 00:14:03.900]  就不是讓你看外殼那麼簡單
[00:14:03.900 --> 00:14:05.900]  好像洋蔥一樣
[00:14:05.900 --> 00:14:07.900]  慢慢撕開的時候
[00:14:07.900 --> 00:14:09.900]  你就會明白裡面原來是爛的
[00:14:09.900 --> 00:14:11.900]  他就是想揭示告訴你
[00:14:11.900 --> 00:14:13.900]  在地上的帝國
[00:14:13.900 --> 00:14:15.900]  你慢慢撕開每一個層次的時候
[00:14:15.900 --> 00:14:17.900]  其實天下烏鴉是一樣黑的
[00:14:17.900 --> 00:14:19.900]  無論他打著什麼的旗號
[00:14:19.900 --> 00:14:21.900]  無論他打著什麼的旗號
[00:14:21.900 --> 00:14:23.900]  語言上也好
[00:14:23.900 --> 00:14:25.900]  image上也好
[00:14:27.900 --> 00:14:29.900]  其實本身裡面也是腐爛的
[00:14:29.900 --> 00:14:33.900]  因為這個是帝國的權利
[00:14:33.900 --> 00:14:35.900]  這是人的腐敗的權利
[00:14:35.900 --> 00:14:37.900]  如果你說要找
[00:14:37.900 --> 00:14:39.900]  世間上
[00:14:39.900 --> 00:14:41.900]  有一些我們相信
[00:14:41.900 --> 00:14:43.900]  能夠相信能夠去跟隨的
[00:14:43.900 --> 00:14:45.900]  就一定不是地上帝國的權柄
[00:14:45.900 --> 00:14:49.900]  千萬不要搞錯這件事
[00:14:49.900 --> 00:14:51.900]  啟示錄要一直問一個問題
[00:14:51.900 --> 00:14:53.900]  到底你的生命是向著哪一個方向
[00:14:57.900 --> 00:14:59.900]  你的生命追趕的方向是什麼
[00:14:59.900 --> 00:15:01.900]  追求的方向是什麼
[00:15:01.900 --> 00:15:03.900]  今天我們也有很多
[00:15:03.900 --> 00:15:05.900]  這些熟悉的畫面
[00:15:05.900 --> 00:15:07.900]  無論剛才說到的一些帝國
[00:15:07.900 --> 00:15:09.900]  political power也好
[00:15:09.900 --> 00:15:11.900]  有很多熟悉的畫面
[00:15:11.900 --> 00:15:13.900]  就是在我們生命裡面
[00:15:13.900 --> 00:15:15.900]  我們也有不同的吸引我們
[00:15:15.900 --> 00:15:17.900]  跟隨的東西
[00:15:17.900 --> 00:15:19.900]  無論是一些
[00:15:19.900 --> 00:15:21.900]  我們的事業
[00:15:21.900 --> 00:15:23.900]  金錢
[00:15:23.900 --> 00:15:25.900]  或者生命裡面的安逸
[00:15:25.900 --> 00:15:27.900]  去控制一些東西
[00:15:27.900 --> 00:15:31.900]  啟示錄就是想
[00:15:31.900 --> 00:15:33.900]  去揭示這件事
[00:15:33.900 --> 00:15:35.900]  他們本身是不值得
[00:15:35.900 --> 00:15:37.900]  我們將生命交上的
[00:15:37.900 --> 00:15:41.900]  真正你要將你生命的賭注
[00:15:41.900 --> 00:15:43.900]  放在哪裏
[00:15:43.900 --> 00:15:45.900]  放在這一位
[00:15:45.900 --> 00:15:47.900]  其實真正白馬
[00:15:47.900 --> 00:15:49.900]  真正作王的
[00:15:49.900 --> 00:15:51.900]  這一位是誰
