
[00:00:00.000 --> 00:00:04.680]  各位好 我們現在講啟示錄和天啟文學
[00:05:02.640 --> 00:05:04.640]  所以有些人就認為
[00:05:04.640 --> 00:05:06.640]  這個21世紀裡面有的新聞
[00:05:06.640 --> 00:05:08.640]  就是這裡說
[00:05:08.640 --> 00:05:10.640]  這個哥格王就是Rush
[00:05:10.640 --> 00:05:15.640]  或者Rush的統領
[00:05:15.640 --> 00:05:19.640]  我們怎樣去理解這些事呢
[00:05:19.640 --> 00:05:21.640]  首先我們先講一個方法
[00:05:21.640 --> 00:05:23.640]  我已經講了很多次了
[00:05:23.640 --> 00:05:25.640]  我們看一段聖經的時候
[00:05:25.640 --> 00:05:29.640]  我們需要由聖經當時的時局來入手
[00:05:29.640 --> 00:05:33.640]  就不可以用我們今天21世紀的時局來入手
[00:05:33.640 --> 00:05:35.640]  即使這些的預言
[00:05:35.640 --> 00:05:37.640]  或者天啟文學
[00:05:37.640 --> 00:05:40.640]  是有它的將來性
[00:05:40.640 --> 00:05:42.640]  可能它有一些的principle
[00:05:42.640 --> 00:05:44.640]  是在講將來
[00:05:44.640 --> 00:05:46.640]  也都會應用得到的
[00:05:46.640 --> 00:05:50.640]  但我們必須要用當時人的政局
[00:05:50.640 --> 00:05:52.640]  他們的背景入手
[00:05:52.640 --> 00:05:54.640]  Rush這個字
[00:05:54.640 --> 00:05:56.640]  在希伯來的聖經
[00:05:56.640 --> 00:05:59.640]  在近東裡面所有的文獻
[00:05:59.640 --> 00:06:02.640]  都不是指一個地方的
[00:06:02.640 --> 00:06:04.640]  沒有一個地方叫做Rush
[00:06:04.640 --> 00:06:08.640]  所以這個和修版
[00:06:08.640 --> 00:06:10.640]  就譯做大王
[00:06:10.640 --> 00:06:12.640]  Rush, the sea rush
[00:06:12.640 --> 00:06:14.640]  大的王
[00:06:14.640 --> 00:06:16.640]  統領的王或者領袖的王
[00:06:16.640 --> 00:06:20.640]  這個就比較貼切一點
[00:06:20.640 --> 00:06:22.640]  米切和土巴
[00:06:22.640 --> 00:06:26.640]  用一些語言linguistic的connection
[00:06:26.640 --> 00:06:30.640]  也都connect不到
[00:06:30.640 --> 00:06:34.640]  今天我們所講的所謂俄羅斯
[00:06:34.640 --> 00:06:37.640]  因為當時米切和土巴
[00:06:37.640 --> 00:06:39.640]  我們知道的地方
[00:06:39.640 --> 00:06:42.640]  大概就是今天的小亞細亞
[00:06:42.640 --> 00:06:45.640]  或者土耳其的地區
[00:06:45.640 --> 00:06:47.640]  沒有上到那麼北邊
[00:06:47.640 --> 00:06:50.640]  並且我們知道Rush這個字
[00:06:50.640 --> 00:06:54.640]  在主後11世紀才出現
[00:06:54.640 --> 00:06:56.640]  所以在近東
[00:06:56.640 --> 00:06:59.640]  以西傑書寫成的時代
[00:06:59.640 --> 00:07:02.640]  是不會想到Rush
[00:07:02.640 --> 00:07:04.640]  俄羅斯這回事
[00:07:04.640 --> 00:07:06.640]  所以如果我們將21世紀
[00:07:06.640 --> 00:07:08.640]  我們現在想到的Rush
[00:07:08.640 --> 00:07:11.640]  我們就讀進去這一段聖經
[00:07:11.640 --> 00:07:14.640]  在方法上就本末倒置
[00:07:14.640 --> 00:07:18.640]  我們繼續看下去的時候
[00:07:18.640 --> 00:07:19.640]  我們就問一下
[00:07:19.640 --> 00:07:25.640]  到底這個所謂Gorg
[00:07:25.640 --> 00:07:27.640]  到底有沒有一些線索給我們
[00:07:27.640 --> 00:07:29.640]  讓我們知道
[00:07:29.640 --> 00:07:32.640]  他的身份是什麼呢
[00:07:32.640 --> 00:07:36.640]  不同的學者就有不同的見解
[00:07:36.640 --> 00:07:37.640]  你看到這裡列出
[00:07:37.640 --> 00:07:39.640]  其中的五個
[00:07:39.640 --> 00:07:41.640]  可能是Gugu
[00:07:41.640 --> 00:07:43.640]  可能是Gagu
[00:07:43.640 --> 00:07:45.640]  可能是Gaga
[00:07:45.640 --> 00:07:49.640]  在阿瑪拉德一些埃及的外交文獻
[00:07:49.640 --> 00:07:51.640]  就有Gaga這個字
[00:07:51.640 --> 00:07:53.640]  不是Lady Gaga
[00:07:53.640 --> 00:07:56.640]  或者是一些蘇美文
[00:07:56.640 --> 00:07:59.640]  Gugu意思就是黑暗
[00:07:59.640 --> 00:08:00.640]  Darkness的意思
[00:08:00.640 --> 00:08:02.640]  或者是一個暗號
[00:08:02.640 --> 00:08:04.640]  是指巴比倫
[00:08:04.640 --> 00:08:07.640]  所以不同學者有不同的理解
[00:08:07.640 --> 00:08:12.640]  你看到這些不同的提案
[00:08:12.640 --> 00:08:13.640]  不同的意見
[00:08:13.640 --> 00:08:15.640]  無論我們有沒有一個
[00:08:15.640 --> 00:08:17.640]  實在的答案都好
[00:08:17.640 --> 00:08:22.640]  都不是指到以色列最北面的俄羅斯
[00:08:22.640 --> 00:08:24.640]  你說不是
[00:08:24.640 --> 00:08:28.640]  因為地理上俄羅斯真的在北面
[00:08:28.640 --> 00:08:31.640]  有人說你把耶路撒冷畫一條直線
[00:08:31.640 --> 00:08:33.640]  一直向北的話
[00:08:33.640 --> 00:08:37.640]  就會差不多去到莫斯科這個地方
[00:08:37.640 --> 00:08:38.640]  你說不是吧
[00:08:38.640 --> 00:08:39.640]  應該是這樣吧
[00:08:39.640 --> 00:08:40.640]  很清楚
[00:08:40.640 --> 00:08:42.640]  因為聖經裡面說的這個Gorg
[00:08:42.640 --> 00:08:45.640]  是從北面極遠的處
[00:08:45.640 --> 00:08:47.640]  北面極處而來的
[00:08:47.640 --> 00:08:49.640]  所以我們就見到
[00:08:49.640 --> 00:08:51.640]  如果真的這樣的話
[00:08:51.640 --> 00:08:56.640]  一定是現在21世紀的新聞重現眼前
[00:08:56.640 --> 00:08:59.640]  北面極處到底是什麼意思
[00:08:59.640 --> 00:09:01.640]  不如看看經文
[00:09:01.640 --> 00:09:04.640]  到底先知書舊約裡面說到
[00:09:04.640 --> 00:09:08.640]  以色列的北面極處是什麼人
[00:09:08.640 --> 00:09:10.640]  或者什麼民族
[00:09:10.640 --> 00:09:13.640]  我們選了幾段聖經
[00:09:13.640 --> 00:09:14.640]  五段
[00:09:14.640 --> 00:09:16.640]  耶利米斯一章十三節
[00:09:16.640 --> 00:09:18.640]  耶路撒冷畫第二次臨到我
[00:09:18.640 --> 00:09:21.640]  看見一個燒開的鍋
[00:09:21.640 --> 00:09:23.640]  即是有大禍臨頭
[00:09:23.640 --> 00:09:25.640]  從北面而傾
[00:09:25.640 --> 00:09:29.640]  必有禍患從北方發出
[00:09:29.640 --> 00:09:33.640]  我要照北方的列國的蠻族來懲罰耶路撒冷
[00:09:33.640 --> 00:09:35.640]  因為他們拜偶像利希
[00:09:35.640 --> 00:09:37.640]  這時耶路撒冷說的
[00:09:37.640 --> 00:09:38.640]  二十五章第八節
[00:09:38.640 --> 00:09:40.640]  所以耶路撒冷說什麼呢
[00:09:40.640 --> 00:09:42.640]  他說你們不聽我的話
[00:09:42.640 --> 00:09:46.640]  看我必照北方的種族
[00:09:46.640 --> 00:09:50.640]  和我僕人巴比倫王
[00:09:50.640 --> 00:09:54.640]  來到攻擊這地
[00:09:54.640 --> 00:09:55.640]  繼續看下去
[00:09:55.640 --> 00:09:57.640]  耶利米斯五十章
[00:09:57.640 --> 00:09:59.640]  看下有一個民族從北方而來
[00:09:59.640 --> 00:10:02.640]  是從地極而來的
[00:10:02.640 --> 00:10:03.640]  北面的地極
[00:10:03.640 --> 00:10:06.640]  即是最遠的地方
[00:10:06.640 --> 00:10:09.640]  這個王帶著很多的人
[00:10:09.640 --> 00:10:11.640]  就會來到耶路撒冷
[00:10:11.640 --> 00:10:13.640]  會攻打耶路撒冷
[00:10:13.640 --> 00:10:14.640]  想問一下你說的是誰呢
[00:10:14.640 --> 00:10:17.640]  很明顯就是在說利布格尼撒
[00:10:17.640 --> 00:10:18.640]  巴比倫王
[00:10:18.640 --> 00:10:20.640]  然後一章第四節
[00:10:20.640 --> 00:10:22.640]  說回以西傑書開頭
[00:10:22.640 --> 00:10:23.640]  他說他觀看一個異象
[00:10:23.640 --> 00:10:27.640]  有狂風從北面來划起
[00:10:27.640 --> 00:10:29.640]  二十六章第七節
[00:10:29.640 --> 00:10:30.640]  主人說如此說
[00:10:30.640 --> 00:10:32.640]  看下我必駛諸王的王
[00:10:32.640 --> 00:10:37.640]  就是巴比倫利布格尼撒
[00:10:37.640 --> 00:10:39.640]  領著他的兵馬軍隊
[00:10:39.640 --> 00:10:43.640]  許多人從北方而來
[00:10:43.640 --> 00:10:46.640]  你會奇怪
[00:10:46.640 --> 00:10:49.640]  因為巴比倫很明顯
[00:10:49.640 --> 00:10:52.640]  就是在耶路撒冷的東面
[00:10:52.640 --> 00:10:54.640]  直接在東面
[00:10:54.640 --> 00:10:56.640]  為什麼說到巴比倫
[00:10:56.640 --> 00:10:58.640]  來到攻打的時候
[00:10:58.640 --> 00:11:00.640]  就會說到在北面
[00:11:00.640 --> 00:11:03.640]  甚至在北面的極遠之處
[00:11:03.640 --> 00:11:06.640]  如果你知道地理的話
[00:11:06.640 --> 00:11:08.640]  你就知道
[00:11:08.640 --> 00:11:11.640]  從以色列的方向來看
[00:11:11.640 --> 00:11:13.640]  任何入侵的
[00:11:13.640 --> 00:11:15.640]  都會從北面而來
[00:11:15.640 --> 00:11:19.640]  因為他們會按著綠色的地方
[00:11:19.640 --> 00:11:20.640]  從埃及左邊
[00:11:20.640 --> 00:11:23.640]  以色列到上面的敘利亞
[00:11:23.640 --> 00:11:26.640]  然後到右邊的不達米亞
[00:11:26.640 --> 00:11:27.640]  這個地方
[00:11:27.640 --> 00:11:29.640]  這個叫做Fertile Crescent
[00:11:29.640 --> 00:11:32.640]  就好像一個月亮一樣
[00:11:32.640 --> 00:11:33.640]  彎彎的
[00:11:33.640 --> 00:11:35.640]  這個就是剛剛足夠雨水
[00:11:35.640 --> 00:11:37.640]  可以定居的一個地方
[00:11:37.640 --> 00:11:39.640]  所以那時候的文明
[00:11:39.640 --> 00:11:41.640]  所有的國家
[00:11:41.640 --> 00:11:42.640]  軍隊商隊
[00:11:42.640 --> 00:11:45.640]  都會按照這個彎月的方向
[00:11:45.640 --> 00:11:48.640]  來行軍或者行商
[00:11:48.640 --> 00:11:51.640]  所以對以色列人來說
[00:11:51.640 --> 00:11:52.640]  通常入侵的
[00:11:52.640 --> 00:11:54.640]  就一定是像黃線一樣
[00:11:54.640 --> 00:11:55.640]  那個黃的箭嘴
[00:11:55.640 --> 00:11:58.640]  就一定是在北面而來
[00:11:58.640 --> 00:12:00.640]  所以說到巴比倫王
[00:12:00.640 --> 00:12:02.640]  來到攻打的時候
[00:12:02.640 --> 00:12:04.640]  他就不是從東面來
[00:12:04.640 --> 00:12:07.640]  他就一定是從北面下來
[00:12:07.640 --> 00:12:10.640]  所以要了解聖經地理
[00:12:10.640 --> 00:12:11.640]  是很重要的
[00:12:11.640 --> 00:12:16.640]  最近我看了一篇文章
[00:12:16.640 --> 00:12:22.640]  是一個歐洲的歷史教授
[00:12:22.640 --> 00:12:24.640]  他就寫了一些文章
[00:12:24.640 --> 00:12:25.640]  為什麼呢
[00:12:25.640 --> 00:12:26.640]  因為他說
[00:12:26.640 --> 00:12:30.640]  來大學的一二年級的學生
[00:12:30.640 --> 00:12:31.640]  在歐洲的學生
[00:12:31.640 --> 00:12:33.640]  他們去到學歷史的時候
[00:12:33.640 --> 00:12:35.640]  原來他們已經對歐洲的歷史
[00:12:35.640 --> 00:12:37.640]  有相當的認識
[00:12:37.640 --> 00:12:41.640]  但是對歐洲古代的歷史
[00:12:41.640 --> 00:12:43.640]  認識的源頭
[00:12:43.640 --> 00:12:44.640]  是從哪裡來的呢
[00:12:44.640 --> 00:12:46.640]  那些學生原來是打機那裡來的
[00:12:46.640 --> 00:12:48.640]  有一個在歐洲
[00:12:48.640 --> 00:12:50.640]  很出名的
[00:12:50.640 --> 00:12:52.640]  或者很多人玩的
[00:12:52.640 --> 00:12:53.640]  一些的Strategy Game
[00:12:53.640 --> 00:12:55.640]  就講到一些歷史
[00:12:55.640 --> 00:12:56.640]  有些對有些錯
[00:12:56.640 --> 00:12:58.640]  所以他就寫文章
[00:12:58.640 --> 00:13:02.640]  來看看到底中間有什麼差異
[00:13:02.640 --> 00:13:05.640]  不一定坊間所講的東西
[00:13:05.640 --> 00:13:07.640]  就是對的
[00:13:07.640 --> 00:13:11.640]  也不是一定最多人點擊的影片
[00:13:11.640 --> 00:13:13.640]  或者最多Like的東西
[00:13:13.640 --> 00:13:16.640]  或者最多人聽的KOL
[00:13:16.640 --> 00:13:18.640]  就一定是對的
[00:13:18.640 --> 00:13:20.640]  當然我也不一定是對的
[00:13:20.640 --> 00:13:22.640]  但我想告訴你
[00:13:22.640 --> 00:13:24.640]  一定是有方法的
[00:13:24.640 --> 00:13:26.640]  在我們講到啟示錄
[00:13:26.640 --> 00:13:28.640]  和這些預言的時候
[00:13:28.640 --> 00:13:29.640]  中末論的時候
[00:13:29.640 --> 00:13:31.640]  我們一定先搞清楚那個方法
[00:13:31.640 --> 00:13:32.640]  是不是
[00:13:32.640 --> 00:13:36.640]  不是隨便選其中一個的講法
[00:13:36.640 --> 00:13:38.640]  那我們就行
[00:13:38.640 --> 00:13:40.640]  是應該要想想那個方法
[00:13:40.640 --> 00:13:42.640]  看聖經或者解聖經
[00:13:42.640 --> 00:13:47.640]  我們需要從當時的背景來開始
[00:13:47.640 --> 00:13:49.640]  講了這麼久
[00:13:49.640 --> 00:13:51.640]  一個歌格王到底是誰
[00:13:51.640 --> 00:13:55.640]  很肯定我們知道不是誰
[00:13:55.640 --> 00:13:58.640]  這個歌格王是誰都好
[00:13:58.640 --> 00:14:02.640]  就是和今天或者之前的蘇共
[00:14:02.640 --> 00:14:04.640]  俄羅斯Russia
[00:14:04.640 --> 00:14:08.640]  是沒有任何語言歷史和地理的關係
[00:14:08.640 --> 00:14:10.640]  如果你看清楚聖經的話
[00:14:10.640 --> 00:14:13.640]  你就發現這種坊間流行的
[00:14:13.640 --> 00:14:16.640]  說這個歌格王就是俄羅斯王
[00:14:16.640 --> 00:14:18.640]  或者以前的蘇共的話
[00:14:18.640 --> 00:14:20.640]  這種的詮釋
[00:14:20.640 --> 00:14:22.640]  你就要留意
[00:14:22.640 --> 00:14:24.640]  這種詮釋
[00:14:24.640 --> 00:14:26.640]  在二次大戰之後
[00:14:26.640 --> 00:14:28.640]  到現在都是非常流行的
[00:14:28.640 --> 00:14:32.640]  特別是二次大戰到90年代初的時候
[00:14:32.640 --> 00:14:36.640]  當時是美蘇之間有冷戰的時候
[00:14:36.640 --> 00:14:39.640]  這是我們近代史
[00:14:39.640 --> 00:14:41.640]  發生的事情
[00:14:41.640 --> 00:14:45.640]  有很多時候我們就將這些東西讀進去
[00:14:45.640 --> 00:14:48.640]  這種詮釋在二次大戰World War II之後
[00:14:48.640 --> 00:14:49.640]  是非常流行的
[00:14:49.640 --> 00:14:52.640]  從美國甚至在環教會
[00:14:52.640 --> 00:14:54.640]  都是非常流行的
[00:14:54.640 --> 00:14:56.640]  特別很多時候就配合了
[00:14:56.640 --> 00:14:59.640]  一些我們已經預設了的時間表
[00:14:59.640 --> 00:15:00.640]  一些的Timeline
[00:15:00.640 --> 00:15:02.640]  就是什麼時候我們會被提
[00:15:02.640 --> 00:15:04.640]  教會突然在地上消失
[00:15:04.640 --> 00:15:06.640]  然後七年大災難就會發生
[00:15:06.640 --> 00:15:10.640]  史無前例的最後一個七年的禍災
[00:15:10.640 --> 00:15:12.640]  就會來到地上
[00:15:12.640 --> 00:15:14.640]  是一個已經既定了
[00:15:14.640 --> 00:15:16.640]  首先這個已經Debatable
[00:15:16.640 --> 00:15:18.640]  到底是不是有一個這樣的Timeline
[00:15:18.640 --> 00:15:20.640]  或者聖經有沒有清楚講這個Timeline
[00:15:20.640 --> 00:15:22.640]  這些是豪華
[00:15:22.640 --> 00:15:24.640]  但是有了一個Timeline
[00:15:24.640 --> 00:15:26.640]  然後我們就將所有的寓言
[00:15:26.640 --> 00:15:28.640]  或者一些天啟文學的經文
[00:15:28.640 --> 00:15:30.640]  我們就塞進去
[00:15:30.640 --> 00:15:34.640]  所以我們由我們剛才所講的
[00:15:34.640 --> 00:15:38.640]  從地理從歷史從一些語言來講
[00:15:38.640 --> 00:15:41.640]  是這樣講不通的
[00:15:41.640 --> 00:15:43.640]  如果你將Rosh
[00:15:43.640 --> 00:15:47.640]  中文以前翻譯不準確的時候
[00:15:47.640 --> 00:15:49.640]  羅斯翻譯做
[00:15:49.640 --> 00:15:51.640]  就當成俄羅斯的話
[00:15:51.640 --> 00:15:56.640]  就等於將古代的近東文獻裡面
[00:15:56.640 --> 00:15:58.640]  提過Gaga
[00:15:58.640 --> 00:16:00.640]  我們就說是Lady Gaga
[00:16:00.640 --> 00:16:03.640]  是一樣這麼荒謬一樣這麼Nonsense
[00:16:03.640 --> 00:16:05.640]  這些我想問
[00:16:05.640 --> 00:16:07.640]  或者問一下各位
[00:16:07.640 --> 00:16:12.640]  你覺得這些是不是Biblical Interpretation
[00:16:12.640 --> 00:16:15.640]  是不是聖經的詮釋
[00:16:15.640 --> 00:16:19.640]  還是這些是Cold War Interpretation
[00:16:19.640 --> 00:16:21.640]  是用了我們現在的冷戰
[00:16:21.640 --> 00:16:23.640]  新冷戰
[00:16:23.640 --> 00:16:25.640]  之前World War II之後
[00:16:25.640 --> 00:16:27.640]  直到90年代初的時候
[00:16:27.640 --> 00:16:29.640]  就是以前的所謂Cold War
[00:16:29.640 --> 00:16:31.640]  那幾十年
[00:16:31.640 --> 00:16:33.640]  我們用了這樣的模式
[00:16:33.640 --> 00:16:35.640]  來讀入了聖經
[00:16:35.640 --> 00:16:37.640]  是一種Cold War Interpretation
[00:16:37.640 --> 00:16:39.640]  到底是屬於哪一種
[00:16:39.640 --> 00:16:41.640]  想清楚那個方法
[00:16:41.640 --> 00:16:43.640]  到底為什麼會搞成這樣
[00:16:43.640 --> 00:16:45.640]  或者解成這樣
[00:16:45.640 --> 00:16:47.640]  1992年的時候
[00:16:47.640 --> 00:16:51.640]  有一個聖經學者叫做Paul Tanner
[00:16:51.640 --> 00:16:55.640]  Paul Tanner就是一份方派
[00:16:55.640 --> 00:16:57.640]  首先搞清楚
[00:16:57.640 --> 00:16:59.640]  剛才我說的那些解釋
[00:16:59.640 --> 00:17:01.640]  你不要說Mark Sir你是新派
[00:17:01.640 --> 00:17:03.640]  所以你喜歡新的東西
[00:17:03.640 --> 00:17:05.640]  這個Journal
[00:17:05.640 --> 00:17:09.640]  叫做Journal of Evangelical Theological Society
[00:17:09.640 --> 00:17:11.640]  是一個保守的方派
[00:17:11.640 --> 00:17:13.640]  神學的期刊
[00:17:13.640 --> 00:17:15.640]  JETS
[00:17:15.640 --> 00:17:17.640]  Paul Tanner
[00:17:17.640 --> 00:17:19.640]  在1992年的時候
[00:17:19.640 --> 00:17:21.640]  他就寫了這篇文
[00:17:21.640 --> 00:17:23.640]  是一篇解經的文章
[00:17:23.640 --> 00:17:25.640]  解經文章的Title說什麼呢
[00:17:25.640 --> 00:17:27.640]  他說Daniels King of the North
[00:17:27.640 --> 00:17:31.640]  Do we owe Russia an apology?
[00:17:31.640 --> 00:17:33.640]  先說到
[00:17:33.640 --> 00:17:35.640]  《但義理書》
[00:17:35.640 --> 00:17:37.640]  他也有論到《二世傑書》
[00:17:37.640 --> 00:17:39.640]  38、39章
[00:17:39.640 --> 00:17:41.640]  他說到《但義理書》最後那兩章
[00:17:41.640 --> 00:17:43.640]  說到有一個King of the North
[00:17:43.640 --> 00:17:45.640]  這個King of the North是什麼呢
[00:17:45.640 --> 00:17:47.640]  冷戰的interpretation
[00:17:47.640 --> 00:17:49.640]  冷戰的詮釋
[00:17:49.640 --> 00:17:51.640]  就在
[00:17:51.640 --> 00:17:53.640]  大行其道
[00:17:53.640 --> 00:17:55.640]  在那幾十年
[00:17:55.640 --> 00:17:57.640]  甚至今天也有人說
[00:17:57.640 --> 00:17:59.640]  就說這個King of the North
[00:17:59.640 --> 00:18:01.640]  在《但義理書》裡面出現的
