
[00:00:00.000 --> 00:00:02.440]  今天我們看另外一篇詩篇
[00:02:43.480 --> 00:02:48.160]  也不可空手來去敬拜上帝
[00:02:48.160 --> 00:02:51.760]  今天我們的科技很發達
[00:02:51.760 --> 00:02:53.680]  我們上行
[00:02:53.680 --> 00:02:56.200]  或者去一個地方旅遊
[00:02:56.200 --> 00:02:58.720]  都要做很多準備
[00:02:58.720 --> 00:03:01.440]  雖然我們已經有很多科技
[00:03:01.440 --> 00:03:04.200]  昨天我剛剛收到
[00:03:04.200 --> 00:03:05.920]  就是我們八月底的時候
[00:03:05.920 --> 00:03:07.400]  我們有些弟兄姐妹會
[00:03:07.400 --> 00:03:09.640]  我們一起會去以色列兩個星期
[00:03:09.640 --> 00:03:11.600]  我昨天才收到那張SIM卡
[00:03:11.600 --> 00:03:12.960]  因為要做一張SIM卡
[00:03:12.960 --> 00:03:15.040]  要去那裡有一個本地的電話
[00:03:15.040 --> 00:03:16.320]  是方便一點的
[00:03:16.320 --> 00:03:18.640]  都等了兩個星期我才收到
[00:03:18.640 --> 00:03:20.800]  有很多東西要準備
[00:03:20.800 --> 00:03:22.040]  你想想你去旅遊的時候
[00:03:22.040 --> 00:03:24.160]  有多少東西要收拾
[00:03:24.160 --> 00:03:26.800]  你想像一下以前古以色列的時代
[00:03:26.800 --> 00:03:27.960]  舊約的時代
[00:03:27.960 --> 00:03:29.520]  他們需要預備的東西是多少
[00:03:29.520 --> 00:03:31.520]  需要準備的東西是多少
[00:03:31.520 --> 00:03:34.040]  如果你想像一下你在加利利居住的話
[00:03:34.040 --> 00:03:35.600]  在北面
[00:03:35.600 --> 00:03:37.400]  在加利利湖附近
[00:03:37.400 --> 00:03:41.200]  你要上行去耶路撒冷的話
[00:03:41.200 --> 00:03:46.120]  你要走差不多五至六天的路程
[00:03:46.120 --> 00:03:48.680]  中間要停不同的村莊等等
[00:03:48.680 --> 00:03:50.480]  要借宿等等
[00:03:50.480 --> 00:03:53.160]  要做很多很多不同的準備
[00:03:53.160 --> 00:03:54.880]  這十五首上行之詩
[00:03:54.880 --> 00:03:58.120]  可能就是他們上行去耶路撒冷的時候
[00:03:58.120 --> 00:04:00.120]  盛傳下來的一些詩歌
[00:04:00.120 --> 00:04:01.480]  好像我們有很多詩歌
[00:04:01.480 --> 00:04:04.720]  我們歷史歷代都會唱或者會記得
[00:04:04.720 --> 00:04:07.120]  會使用的
[00:04:07.120 --> 00:04:10.520]  上耶路撒冷去敬拜
[00:04:10.520 --> 00:04:12.280]  聚集
[00:04:12.280 --> 00:04:15.680]  他說何等的善 何等的美
[00:04:15.680 --> 00:04:19.960]  我相信我們疫情到所謂結尾了
[00:04:19.960 --> 00:04:21.680]  還是反反覆覆
[00:04:21.680 --> 00:04:24.200]  大家還是有不同的憂慮
[00:04:24.200 --> 00:04:27.200]  我想這種聚會
[00:04:27.200 --> 00:04:29.040]  已經打斷了
[00:04:29.040 --> 00:04:30.440]  對不對
[00:04:30.440 --> 00:04:36.080]  或者我們養成了一些不同的習慣
[00:04:36.080 --> 00:04:40.320]  聚會是不是一種失落了的藝術
[00:04:40.320 --> 00:04:41.920]  或者操練
[00:04:41.920 --> 00:04:42.800]  Lost art
[00:04:42.800 --> 00:04:45.200]  一種Lost discipline
[00:04:45.200 --> 00:04:47.200]  做什麼你都要聚會
[00:04:47.200 --> 00:04:49.360]  為什麼原因你都要做
[00:04:49.360 --> 00:04:51.840]  詩篇133篇或者上行之詩
[00:04:51.840 --> 00:04:55.320]  就是給我們另外一個角度來看
[00:04:55.320 --> 00:04:56.840]  作為一個基督徒
[00:04:56.840 --> 00:04:59.800]  作為一個敬拜上帝的子民
[00:04:59.800 --> 00:05:02.240]  到底最重要的是什麼
[00:05:02.240 --> 00:05:04.680]  上行之詩
[00:05:04.680 --> 00:05:06.080]  Aliyah
[00:05:06.080 --> 00:05:07.720]  Go up
[00:05:07.720 --> 00:05:11.480]  去敬拜上帝
[00:05:11.480 --> 00:05:14.960]  去崇拜真神
[00:05:14.960 --> 00:05:18.080]  聖經裡面有很多不同的圖畫
[00:05:18.080 --> 00:05:20.960]  來形容一個Christian life
[00:05:20.960 --> 00:05:22.880]  一個journey
[00:05:22.880 --> 00:05:24.160]  可以是一個Disciple
[00:05:24.160 --> 00:05:25.520]  Disciple意思就是說
[00:05:25.520 --> 00:05:28.720]  門徒是門生學生的意思
[00:05:28.720 --> 00:05:31.360]  有基督的新娘、新婦
[00:05:31.360 --> 00:05:36.360]  代表預備好出嫁等待
[00:05:36.360 --> 00:05:37.920]  聖殿
[00:05:37.920 --> 00:05:39.720]  我們基督徒是活石
[00:05:39.720 --> 00:05:41.640]  能夠組成一起
[00:05:41.640 --> 00:05:43.440]  建立一個宮殿
[00:05:43.440 --> 00:05:46.160]  讓上帝能夠在我們中間同在
[00:05:46.160 --> 00:05:48.520]  等等這些不同的圖畫
[00:05:48.520 --> 00:05:50.560]  第一個我們很少留意的就是
[00:05:50.560 --> 00:05:52.160]  Pilgrimage
[00:05:52.160 --> 00:05:53.760]  朝聖
[00:05:53.760 --> 00:05:55.600]  上路
[00:05:55.600 --> 00:05:57.600]  這個是比較不是靜態的
[00:05:57.600 --> 00:05:59.640]  動態的一種畫面
[00:05:59.640 --> 00:06:02.320]  來形容我們作為一個基督徒
[00:06:02.320 --> 00:06:05.440]  是應該是一個怎樣的群體
[00:06:05.440 --> 00:06:08.200]  你看看詩篇133篇
[00:06:08.200 --> 00:06:11.920]  那裡說兄弟姐妹同住
[00:06:11.920 --> 00:06:14.480]  一起來去守節
[00:06:14.480 --> 00:06:15.960]  去敬拜上帝
[00:06:15.960 --> 00:06:17.800]  去耶路撒冷去敬拜上帝
[00:06:17.800 --> 00:06:20.760]  在上帝所揀選的地方、時間
[00:06:20.760 --> 00:06:23.200]  那裡一同聚集
[00:06:23.200 --> 00:06:26.720]  是河南的善和美
[00:06:26.720 --> 00:06:31.240]  你留意那裡不是說兄弟姐妹一起同住
[00:06:31.240 --> 00:06:34.440]  是因為血統一樣
[00:06:34.440 --> 00:06:37.040]  是因為種族一樣
[00:06:37.040 --> 00:06:38.400]  是因為我們語言一樣
[00:06:38.400 --> 00:06:39.920]  或者食物一樣等等
[00:06:39.920 --> 00:06:42.800]  這些很多文化的標籤
[00:06:42.800 --> 00:06:43.760]  那裡說到什麼呢
[00:06:43.760 --> 00:06:49.360]  那裡說到一些神的子民能夠一起聚集
[00:06:49.360 --> 00:06:52.920]  上帝捍衛美好的事
[00:06:52.920 --> 00:06:54.320]  很多都不是
[00:06:54.320 --> 00:06:56.880]  原因
[00:06:56.880 --> 00:06:59.760]  為什麼捍衛善、捍衛美
[00:06:59.760 --> 00:07:01.040]  都不是一些猶太人
[00:07:01.040 --> 00:07:06.760]  他們最著緊或者最引以為傲的身份的標籤
[00:07:06.760 --> 00:07:09.360]  為什麼捍衛善、捍衛美呢
[00:07:09.360 --> 00:07:12.360]  Good and Pleasant
[00:07:12.360 --> 00:07:14.360]  為什麼上帝會這樣看
[00:07:14.360 --> 00:07:18.480]  是因為他們敬拜的緣故
[00:07:18.480 --> 00:07:21.000]  是因為他們聚集一起去敬拜
[00:07:21.000 --> 00:07:23.240]  一起去敬拜同一位的上主
[00:07:23.240 --> 00:07:28.280]  這個就是捍衛美、捍衛善
[00:07:28.280 --> 00:07:30.200]  第一字
[00:07:30.200 --> 00:07:33.480]  同住的同字
[00:07:33.480 --> 00:07:36.360]  是一下
[00:07:36.360 --> 00:07:38.080]  Together
[00:07:38.080 --> 00:07:40.280]  一起走在一起
[00:07:40.280 --> 00:07:43.200]  這個字是說到一起工作、一起打仗
[00:07:43.200 --> 00:07:45.320]  一起同一個目的
[00:07:45.320 --> 00:07:46.640]  一起傳福音等等
[00:07:46.640 --> 00:07:49.120]  一起侍奉等等
[00:07:49.120 --> 00:07:52.640]  這個捍衛善、捍衛美
[00:07:52.640 --> 00:07:55.280]  如果你記得有一樣東西叫做寫開古卷
[00:07:55.280 --> 00:07:56.720]  寫開古卷就是一幫人
[00:07:56.720 --> 00:07:58.040]  他們離開了耶路撒冷
[00:07:58.040 --> 00:07:59.160]  他們不滿耶路撒冷
[00:07:59.160 --> 00:08:01.600]  然後他們就搬到一個地方叫做昆瓦
[00:08:01.600 --> 00:08:02.960]  在曠野裡面
[00:08:02.960 --> 00:08:03.960]  他們就一起聚集
[00:08:03.960 --> 00:08:06.120]  組成了另外一個群體
[00:08:06.120 --> 00:08:07.360]  在那裡敬拜神
[00:08:07.360 --> 00:08:10.080]  在那裡抄寫聖經等等
[00:08:10.080 --> 00:08:11.880]  他們就叫他們自己什麼呢
[00:08:11.880 --> 00:08:13.600]  Yahad
[00:08:13.600 --> 00:08:15.400]  Yahad Community
[00:08:15.400 --> 00:08:18.120]  就是一個合一的一個Community
[00:08:18.120 --> 00:08:21.160]  一個納約的群體聚首聚集的時候
[00:08:21.160 --> 00:08:24.600]  就是一個這樣的社團
[00:08:24.600 --> 00:08:28.160]  捍衛美、捍衛善
[00:08:28.160 --> 00:08:29.600]  Good
[00:08:29.600 --> 00:08:31.440]  Talk
[00:08:31.440 --> 00:08:33.400]  你記得聖經裡面第一次提到
[00:08:33.400 --> 00:08:34.880]  Good
[00:08:34.880 --> 00:08:38.120]  是什麼時候
[00:08:38.120 --> 00:08:40.040]  創造的時候
[00:08:40.040 --> 00:08:42.880]  上帝創造萬有天地萬物的時候
[00:08:42.880 --> 00:08:45.680]  他捍衛好
[00:08:45.680 --> 00:08:48.880]  是就者人成了
[00:08:48.880 --> 00:08:52.000]  God saw it was good
[00:08:52.000 --> 00:08:54.760]  居然我們原來聚集在一起的時候
[00:08:54.760 --> 00:08:56.160]  兄弟姐妹聚集在一起
[00:08:56.160 --> 00:08:59.440]  同心敬拜的時候
[00:08:59.440 --> 00:09:04.440]  上帝就好像看著他原本的創造美好一樣
[00:09:04.440 --> 00:09:06.200]  就是看到我們一起
[00:09:06.200 --> 00:09:07.360]  走在一起的時候
[00:09:07.360 --> 00:09:09.440]  就是捍衛美好
[00:09:09.440 --> 00:09:10.720]  在他眼中
[00:09:10.720 --> 00:09:12.720]  是Good
[00:09:12.720 --> 00:09:14.440]  創世的第二章
[00:09:14.440 --> 00:09:15.920]  你記得有個不好的
[00:09:15.920 --> 00:09:17.800]  是什麼
[00:09:17.800 --> 00:09:19.720]  人獨居不好
[00:09:19.720 --> 00:09:21.240]  人孤獨是不好的
[00:09:21.240 --> 00:09:24.600]  因為人被創造就是有個Community
[00:09:24.600 --> 00:09:26.400]  上帝的救恩來到的時候
[00:09:26.400 --> 00:09:29.200]  就是要創立一個新的Community
[00:09:29.200 --> 00:09:30.840]  一個孤獨的人
[00:09:30.840 --> 00:09:32.920]  或者孤立的信徒
[00:09:32.920 --> 00:09:33.720]  是不好的
[00:09:33.720 --> 00:09:35.720]  Not good
[00:09:35.720 --> 00:09:38.640]  所以上帝要有教會
[00:09:38.640 --> 00:09:40.640]  才能夠救
[00:09:40.640 --> 00:09:41.920]  用一個很簡單的比喻
[00:09:41.920 --> 00:09:43.600]  以前經常用的
[00:09:43.600 --> 00:09:45.520]  就是木柴
[00:09:45.520 --> 00:09:48.480]  木柴要堆在一起才能夠燒得紅
[00:09:48.480 --> 00:09:50.280]  火才能夠燒得黃
[00:09:50.280 --> 00:09:53.040]  把木柴放在旁邊的時候
[00:09:53.040 --> 00:09:54.000]  可以燒就燒
[00:09:54.000 --> 00:09:55.880]  沒多久它就會熄滅
[00:09:55.880 --> 00:10:00.360]  比喻我們每個人都是廢柴
[00:10:00.360 --> 00:10:01.760]  但是我們走在一起的時候
[00:10:01.760 --> 00:10:02.800]  就燒得黃
[00:10:02.800 --> 00:10:05.840]  燒得光亮
[00:10:05.840 --> 00:10:07.160]  教會 弟兄姊妹
[00:10:07.160 --> 00:10:10.080]  同住一起去敬拜
[00:10:10.080 --> 00:10:12.400]  捍衛美 捍衛事
[00:10:12.400 --> 00:10:14.160]  一起去參與一個教會
[00:10:14.160 --> 00:10:15.440]  加入一個教會
[00:10:15.440 --> 00:10:17.120]  去commit to一個教會
[00:10:17.120 --> 00:10:19.000]  一個local的faith community
[00:10:19.000 --> 00:10:20.640]  一個信仰的團體
[00:10:20.640 --> 00:10:22.760]  一個教會的家庭
[00:10:22.760 --> 00:10:23.400]  是好事
[00:10:23.400 --> 00:10:26.040]  所以為什麼我們今天有家事大會
[00:10:26.040 --> 00:10:27.160]  不是因為我們沒事做
[00:10:27.160 --> 00:10:29.160]  所以加一些這樣的環節
[00:10:29.160 --> 00:10:31.960]  而是因為這是我們的家
[00:10:31.960 --> 00:10:33.480]  這個不是一個酒店
[00:10:33.480 --> 00:10:36.000]  而是屬於我們的一個地方
[00:10:36.000 --> 00:10:38.160]  我想在現代的社會裡面
[00:10:38.160 --> 00:10:39.680]  現代的文化裡面
[00:10:39.680 --> 00:10:42.120]  其中一個方話
[00:10:42.120 --> 00:10:44.080]  one of the lies
[00:10:44.080 --> 00:10:45.040]  一個方話
[00:10:45.040 --> 00:10:48.240]  是我們有時候會buy in的
[00:10:48.240 --> 00:10:49.160]  一個方話是什麼呢
[00:10:49.160 --> 00:10:51.760]  就是個人主義
[00:10:51.760 --> 00:10:53.560]  individualism
[00:10:53.560 --> 00:10:57.680]  就是我們自己單獨的就ok了
[00:10:57.680 --> 00:11:01.520]  單獨我們就可以改變世界
[00:11:01.520 --> 00:11:02.720]  你是多麼重要
[00:11:02.720 --> 00:11:05.160]  你是一個individual
[00:11:05.160 --> 00:11:07.000]  你是多麼的尊貴
[00:11:07.000 --> 00:11:10.000]  你是一個單一的單元
[00:11:10.000 --> 00:11:12.960]  所以你自己一個已經很重要了
[00:11:12.960 --> 00:11:14.880]  你自己一個已經夠了
[00:11:14.880 --> 00:11:17.520]  這個是one of the lies
[00:11:17.520 --> 00:11:19.400]  如果你去一些畢業禮
[00:11:19.400 --> 00:11:22.360]  我早前去了一個畢業禮
[00:11:22.360 --> 00:11:25.840]  裡面的畢業的致詞
[00:11:25.840 --> 00:11:27.640]  結語的致詞
[00:11:27.640 --> 00:11:28.520]  都是說一樣東西
[00:11:28.520 --> 00:11:30.520]  you can change the world
[00:11:30.520 --> 00:11:33.000]  you are important
[00:11:33.000 --> 00:11:34.480]  但是如果你細心想一想
[00:11:34.480 --> 00:11:39.760]  這種文化劇本叫做cultural script
[00:11:39.760 --> 00:11:43.080]  其實是一種方話來的
[00:11:43.080 --> 00:11:46.080]  誰說你是很重要的
[00:11:46.080 --> 00:11:48.400]  上帝才是最重要的
[00:11:48.400 --> 00:11:51.640]  我們只是他僕人
[00:11:51.640 --> 00:11:55.640]  我們單一孤獨是不行的
[00:11:55.640 --> 00:11:58.360]  因為我們是屬於一個群體
[00:11:58.360 --> 00:11:59.840]  屬於一個group
[00:11:59.840 --> 00:12:03.160]  去commit to a group
[00:12:03.160 --> 00:12:07.160]  以前在幾十年前
[00:12:07.160 --> 00:12:11.400]  大家可能聽過一個名字叫做Mother Teresa
[00:12:11.400 --> 00:12:13.400]  不難修女有聽過
[00:12:13.400 --> 00:12:14.600]  無論是年輕的也好
[00:12:14.600 --> 00:12:15.160]  年長的也好
[00:12:15.160 --> 00:12:18.600]  都有聽過Mother Teresa
[00:12:18.600 --> 00:12:21.400]  Mother Teresa在1997年的時候
[00:12:21.400 --> 00:12:23.080]  她離世了
[00:12:23.080 --> 00:12:27.640]  她在1968年的時候
[00:12:27.640 --> 00:12:29.120]  有一個訪問
[00:12:29.120 --> 00:12:36.120]  英國有一個很重要的傳媒工作者
[00:12:36.120 --> 00:12:40.640]  那個人叫做Malcolm Rookeridge
[00:12:40.640 --> 00:12:43.440]  Malcolm Rookeridge是一個英國
[00:12:43.440 --> 00:12:47.040]  曾經在BBC做過很久的一個journalist
[00:12:47.040 --> 00:12:48.080]  他在1968年的時候
[00:12:48.080 --> 00:12:51.160]  就和Mother Teresa做了一個個人的訪問
[00:12:51.160 --> 00:12:52.600]  那個訪問
[00:12:52.600 --> 00:12:54.000]  是因為那個訪問
[00:12:54.000 --> 00:12:57.120]  才使得Mother Teresa揚名國際
[00:12:57.120 --> 00:12:58.320]  之前是直直無名
[00:12:58.320 --> 00:13:00.320]  沒有人知道誰是得難修女
[00:13:00.320 --> 00:13:03.600]  在Calcutta做了多少事情
[00:13:03.600 --> 00:13:06.640]  1968年他去訪問她的時候
[00:13:06.640 --> 00:13:10.120]  才使得Mother Teresa成為一個國際的名人
[00:13:10.120 --> 00:13:11.360]  很多人就明白
[00:13:11.360 --> 00:13:14.000]  她在Calcutta做過些什麼
[00:13:14.000 --> 00:13:15.720]  有多重要
[00:13:15.720 --> 00:13:18.840]  在訪問裡面有一個對話很有趣
[00:13:18.840 --> 00:13:22.120]  得難修女就和Malcolm說
[00:13:22.120 --> 00:13:25.360]  Malcolm, you are a good man
[00:13:25.360 --> 00:13:27.680]  Why don't you join the church?
[00:13:27.680 --> 00:13:29.120]  You have a question
[00:13:29.120 --> 00:13:31.480]  Why don't you join the church?
[00:13:31.480 --> 00:13:34.920]  因為Malcolm本身自己都是professor的question
[00:13:34.920 --> 00:13:37.640]  但他就不加入教會
[00:13:37.640 --> 00:13:39.560]  Mother Teresa這樣問他的時候
[00:13:39.560 --> 00:13:40.840]  Malcolm就回答他
[00:13:40.840 --> 00:13:42.560]  他說
[00:13:42.560 --> 00:13:46.160]  我想在上帝的眼中
[00:13:46.160 --> 00:13:48.920]  我是一個好人
[00:13:48.920 --> 00:13:50.320]  在教會裡面
[00:13:50.320 --> 00:13:52.920]  上帝需要一些好人
[00:13:52.920 --> 00:13:54.400]  但在教會以外
[00:13:54.400 --> 00:13:55.800]  outside the church
[00:13:55.800 --> 00:13:58.040]  上帝都需要一些好人
[00:13:58.040 --> 00:14:00.520]  所以他就說不加入教會
[00:14:00.520 --> 00:14:05.080]  得難修女用了三個字來回答他
[00:14:05.080 --> 00:14:06.720]  你猜猜是什麼字
[00:14:06.720 --> 00:14:09.080]  三個字 英文字
[00:14:09.080 --> 00:14:13.000]  No, he doesn't
[00:14:13.000 --> 00:14:17.360]  就是說上帝不需要你在外面做一個好人
[00:14:17.360 --> 00:14:20.360]  Malcolm聽了得難修女的回答之後
[00:14:20.360 --> 00:14:21.320]  他就無言以對
[00:14:21.320 --> 00:14:24.360]  在他自己的自傳裡面這樣說
[00:14:24.360 --> 00:14:26.680]  他都回答不了Mother Teresa
[00:14:26.680 --> 00:14:31.440]  於是他就加入了教會
[00:14:31.440 --> 00:14:33.440]  You are not important
[00:14:33.440 --> 00:14:35.160]  You need to join a group
[00:14:35.160 --> 00:14:37.240]  join a church
[00:14:37.240 --> 00:14:39.480]  因為只有在一個群體裡面
[00:14:39.480 --> 00:14:44.520]  才見到上帝的心意更加明顯
[00:14:44.520 --> 00:14:46.280]  神的計劃裡面
[00:14:46.280 --> 00:14:48.720]  其中一個最重要的一環
[00:14:48.720 --> 00:14:50.240]  就是教會
[00:14:50.240 --> 00:14:53.760]  舊約就是以色列的民族
[00:14:53.760 --> 00:14:55.160]  上帝的子民
[00:14:55.160 --> 00:14:57.040]  舊約都算是教會
[00:14:57.040 --> 00:14:58.240]  新約就更加了
[00:14:58.240 --> 00:15:00.720]  你看看新約裡面有多少的書信
[00:15:00.720 --> 00:15:02.720]  是和教會生活有關
[00:15:02.720 --> 00:15:04.800]  和教會的一個群體有關
[00:15:04.800 --> 00:15:08.960]  但是所有這些書信都是寫給眾數群體的
[00:15:08.960 --> 00:15:10.560]  不是寫給一個人
[00:15:10.560 --> 00:15:13.520]  大部分都是寫給整個的family
[00:15:13.520 --> 00:15:14.960]  整個的spiritual family
[00:15:14.960 --> 00:15:16.600]  一個屬靈的群體
[00:15:16.600 --> 00:15:18.600]  一個的教會
[00:15:18.600 --> 00:15:23.880]  《詩篇》第183篇第二節
[00:15:23.880 --> 00:15:24.920]  說到群體的時候
[00:15:24.920 --> 00:15:26.360]  他說一起敬拜的時候
[00:15:26.360 --> 00:15:28.600]  就好像那貴重的油
[00:15:28.600 --> 00:15:30.760]  飄在亞倫的頭上
[00:15:30.760 --> 00:15:31.440]  流到胡蘇
[00:15:31.440 --> 00:15:35.040]  又流到他的衣襟
[00:15:35.040 --> 00:15:42.440]  他說像亞倫被高納作大祭司的情景
[00:15:42.440 --> 00:15:46.400]  你知道每一個群體都有代表性的人物
[00:15:46.400 --> 00:15:47.240]  每一個群體
[00:15:47.240 --> 00:15:48.240]  每一個時代
[00:15:48.240 --> 00:15:51.000]  都有他最代表性的人物
[00:15:51.000 --> 00:15:51.920]  近日大家知道
[00:15:51.920 --> 00:15:55.040]  我們有很多都是香港背景的人
[00:15:55.040 --> 00:16:00.360]  香港在MIRROR的演唱會發生不幸的事故
[00:16:00.360 --> 00:16:02.400]  大家都很緊張
[00:16:02.400 --> 00:16:03.080]  為什麼
[00:16:03.080 --> 00:16:05.000]  因為在這個時代
[00:16:05.000 --> 00:16:08.880]  特別是香港後創商的一個時代
[00:16:08.880 --> 00:16:11.200]  就有一個代表性的人
[00:16:11.200 --> 00:16:13.920]  或者代表性的一班人
[00:16:13.920 --> 00:16:15.920]  他們就代表了他的心聲也好
[00:16:15.920 --> 00:16:20.720]  代表香港的一些情懷也好
[00:16:20.720 --> 00:16:22.880]  總是有一個代表性的人物
[00:16:22.880 --> 00:16:24.280]  所以這些代表性的人物
[00:16:24.280 --> 00:16:26.360]  或者代表性的事件
[00:16:26.360 --> 00:16:28.600]  有一些不幸的事發生
[00:16:28.600 --> 00:16:30.160]  一些大的事故
[00:16:30.160 --> 00:16:33.760]  就成為整個集體的一個經歷
[00:16:33.760 --> 00:16:36.480]  一個群體的一個經歷
[00:16:36.480 --> 00:16:38.480]  以前的我們比較年長一點的
[00:16:38.480 --> 00:16:39.280]  你記得了
[00:16:39.280 --> 00:16:42.080]  Beyond的黃家駒
[00:16:42.080 --> 00:16:43.080]  他開演唱會的時候
[00:16:43.080 --> 00:16:44.160]  頭兩天經常都
[00:16:44.160 --> 00:16:45.720]  最近這個MIRROR
[00:16:45.720 --> 00:16:48.000]  開演唱會頭兩天經常有這樣的小意外
[00:16:48.000 --> 00:16:50.360]  我就經常想起什麼呢
[00:16:50.360 --> 00:16:52.880]  就想起黃家駒
[00:16:52.880 --> 00:16:55.160]  Beyond黃家駒
[00:16:55.160 --> 00:16:56.360]  或者想起柯基哥哥
[00:16:56.360 --> 00:16:58.840]  或者那些梅艷芳等等
[00:16:58.840 --> 00:17:00.640]  不同的代表性的人物
[00:17:00.640 --> 00:17:02.240]  那些盛極一時的時候
[00:17:02.240 --> 00:17:03.800]  有一種集體的代表
[00:17:03.800 --> 00:17:05.440]  對於這些人來說
[00:17:05.440 --> 00:17:07.120]  夠了一件事
[00:17:07.120 --> 00:17:11.200]  他們回望最代表性的一個人物
[00:17:11.200 --> 00:17:12.800]  或者一件事情
[00:17:12.800 --> 00:17:14.800]  就是亞倫
[00:17:14.800 --> 00:17:16.920]  大祭司被高瀾
[00:17:16.920 --> 00:17:19.400]  特別第一次被高瀾的時候
[00:17:19.400 --> 00:17:22.040]  你記得摩西帶領以色列人出了埃及之後
[00:17:22.040 --> 00:17:23.560]  設立了回望
[00:17:23.560 --> 00:17:24.960]  所以King Crown那些東西
