
[00:00:00.000 --> 00:00:07.440]  各位好,在新的一年裡面,希望大家在主裡面平安
[00:08:42.160 --> 00:08:43.200]  Definite Article
[00:08:43.200 --> 00:08:44.640]  就是一個貫詞
[00:08:44.640 --> 00:08:46.800]  英文的de
[00:08:46.800 --> 00:08:48.080]  所以你要直譯的話
[00:08:48.080 --> 00:08:50.880]  是de Satan
[00:08:50.880 --> 00:08:53.040]  所以我們講到Satan的時候
[00:08:53.040 --> 00:08:54.720]  其實是一個Hebrew word
[00:08:54.720 --> 00:08:57.440]  是一個希伯來文的字
[00:08:57.440 --> 00:08:58.640]  你一直都不知道
[00:08:58.640 --> 00:09:01.920]  原來你懂一點希伯來文
[00:09:01.920 --> 00:09:03.280]  Satan是什麼意思呢?
[00:09:03.280 --> 00:09:05.360]  Satan是對手
[00:09:05.360 --> 00:09:07.520]  或者是挑戰者
[00:09:07.520 --> 00:09:09.680]  Challenger的意思
[00:09:09.680 --> 00:09:11.440]  所以你要直譯的話
[00:09:11.440 --> 00:09:14.640]  不應該譯做撒旦
[00:09:14.640 --> 00:09:16.880]  不是我們今時今日新約裡面
[00:09:16.880 --> 00:09:22.080]  特別啟示的魔鬼頭號人物
[00:09:22.080 --> 00:09:23.440]  撒旦
[00:09:23.440 --> 00:09:26.320]  因為直至舊約與新約之間
[00:09:26.320 --> 00:09:29.200]  就是兩約之間的時候
[00:09:29.200 --> 00:09:32.400]  所謂撒旦才成為一個人名
[00:09:32.400 --> 00:09:33.440]  Personal name
[00:09:33.440 --> 00:09:36.240]  成為一個實體
[00:09:36.240 --> 00:09:37.520]  之前在舊約
[00:09:37.520 --> 00:09:39.760]  包括約伯記
[00:09:39.760 --> 00:09:41.200]  所提到的Satan
[00:09:41.200 --> 00:09:46.480]  其實不是指新約裡面所想的撒旦
[00:09:46.480 --> 00:09:48.080]  所以這裡只不過是說
[00:09:48.080 --> 00:09:49.680]  The challenger
[00:09:49.680 --> 00:09:53.840]  就是挑戰者在神的眾子中間
[00:09:53.840 --> 00:09:55.600]  他可以是善者
[00:09:55.600 --> 00:09:56.400]  可以是惡者
[00:09:56.400 --> 00:09:58.160]  也可以是忠誠
[00:09:58.160 --> 00:10:00.160]  所以我們看到
[00:10:00.160 --> 00:10:03.520]  不是一個邪惡的天使出現
[00:10:03.520 --> 00:10:05.600]  而是一個挑戰者
[00:10:05.600 --> 00:10:07.600]  一個challenger
[00:10:07.600 --> 00:10:10.480]  他去問神一個問題
[00:10:10.480 --> 00:10:11.520]  問神
[00:10:11.520 --> 00:10:15.680]  如果你將好的東西都給約伯
[00:10:15.680 --> 00:10:18.160]  他當然就會敬畏你
[00:10:18.160 --> 00:10:21.120]  他會敬拜你
[00:10:21.120 --> 00:10:27.520]  如果他不再被你去祝福的話
[00:10:27.520 --> 00:10:30.080]  他就一定會褻瀆你
[00:10:30.080 --> 00:10:32.640]  但如果你不斷給他好的東西
[00:10:32.640 --> 00:10:38.400]  約伯就一定會不斷搞錯他的動機
[00:10:38.400 --> 00:10:45.440]  最終約伯只是為了在你身上去拿到好的利益
[00:10:45.440 --> 00:10:46.960]  有好處
[00:10:46.960 --> 00:10:48.640]  他才會敬拜你
[00:10:48.640 --> 00:10:50.560]  所以如果你這樣想的時候
[00:10:50.560 --> 00:10:53.760]  這個挑戰者所問的問題
[00:10:53.760 --> 00:10:56.560]  他說約伯敬畏神
[00:10:56.560 --> 00:11:00.800]  難道是無緣無故的嗎
[00:11:00.800 --> 00:11:04.880]  這個問題其實沒有什麼不合理的
[00:11:04.880 --> 00:11:07.440]  很legitimate的question
[00:11:07.440 --> 00:11:09.360]  你有小孩你都知道
[00:11:09.360 --> 00:11:10.720]  大家明白
[00:11:10.720 --> 00:11:13.040]  一個小孩有好的表現
[00:11:13.040 --> 00:11:16.880]  如果純粹是為了拿你的獎賞
[00:11:16.880 --> 00:11:20.720]  拿你的好處的話
[00:11:20.720 --> 00:11:25.840]  他的動機就會成為一個問題
[00:11:25.840 --> 00:11:28.080]  他只是為了好處
[00:11:28.080 --> 00:11:31.200]  為了自己的利益而去聽話
[00:11:31.200 --> 00:11:33.920]  所以這個挑戰者所問的問題
[00:11:33.920 --> 00:11:36.880]  問到約伯去敬畏神
[00:11:36.880 --> 00:11:38.320]  那個動機的時候
[00:11:38.320 --> 00:11:42.480]  本質上其實是正確的
[00:11:42.480 --> 00:11:44.400]  是合法的問題
[00:11:44.400 --> 00:11:46.080]  因為他在質問上帝
[00:11:46.080 --> 00:11:49.920]  去管理運作這個宇宙的原則
[00:11:49.920 --> 00:11:52.480]  即是上帝對這個世界的policy
[00:11:52.480 --> 00:11:56.560]  他的政策到底是不是正確
[00:11:56.560 --> 00:11:59.520]  所以經文繼續講下去的時候
[00:11:59.520 --> 00:12:05.280]  上帝就很欣然的去接受這個挑戰者的問題
[00:12:05.280 --> 00:12:11.520]  然後大家知道約伯在他身上有很多的苦難
[00:12:11.520 --> 00:12:15.360]  然後幾十章的聖經的內容
[00:12:15.360 --> 00:12:17.280]  都是講什麼
[00:12:17.280 --> 00:12:21.120]  都是講這個苦難的問題
[00:12:21.120 --> 00:12:27.120]  如果你看看約伯記之後這麼多章的經文
[00:12:27.120 --> 00:12:30.480]  大概是講什麼呢
[00:12:30.480 --> 00:12:33.280]  敘曲完了之後
[00:12:33.280 --> 00:12:35.360]  4至到第27章
[00:12:35.360 --> 00:12:39.040]  有三大段的debate cycle
[00:12:39.040 --> 00:12:43.920]  就是約伯和他三個朋友之間的debate
[00:12:43.920 --> 00:12:50.160]  然後到第28章中間有一個智慧的思過插進去
[00:12:50.160 --> 00:12:52.560]  然後29至40一章
[00:12:52.560 --> 00:12:56.720]  就有另外一段很長的講話
[00:12:56.720 --> 00:13:00.320]  其中一個講者就是約伯
[00:13:00.320 --> 00:13:03.120]  然後有一個人彈了出來叫做以利胡
[00:13:03.120 --> 00:13:04.560]  這個可能是代表
[00:13:04.560 --> 00:13:07.440]  因為他的名字是一個Israelite name
[00:13:07.440 --> 00:13:10.000]  一個以色列的名字
[00:13:10.000 --> 00:13:14.160]  可能是代表以色列的school of philosophy
[00:13:14.160 --> 00:13:18.320]  就是以色列人怎樣去明白苦難的問題
[00:13:18.320 --> 00:13:23.520]  跟這些近東的哲學家一起去debate
[00:13:23.520 --> 00:13:27.440]  但到最後每個人講苦難的問題
[00:13:27.440 --> 00:13:29.920]  都是不完備的
[00:13:29.920 --> 00:13:32.240]  直至到耶和華自己出現
[00:13:32.240 --> 00:13:34.080]  然後就結語了
[00:13:34.080 --> 00:13:41.120]  你看到整本書大部分都是約伯和他幾個朋友去辯論
[00:13:41.120 --> 00:13:42.400]  環繞著什麼問題
[00:13:42.400 --> 00:13:44.960]  就是二人為何受苦
[00:13:44.960 --> 00:13:51.120]  三個朋友堅持約伯受苦是因為他做錯了事
[00:13:51.120 --> 00:13:52.800]  他犯了罪
[00:13:52.800 --> 00:13:55.360]  所以在他們debate的當中
[00:13:55.360 --> 00:13:58.080]  很長的debate很細節的debate
[00:13:58.080 --> 00:14:02.560]  就是他們說如果約伯願意去認罪的話
[00:14:02.560 --> 00:14:04.560]  雖然你不想起什麼罪
[00:14:04.560 --> 00:14:08.880]  但儘管你來到隨便認一樣
[00:14:08.880 --> 00:14:10.400]  只要你認罪的話
[00:14:10.400 --> 00:14:12.480]  你就會平安無事
[00:14:12.480 --> 00:14:14.000]  苦難就會結束
[00:14:14.000 --> 00:14:18.720]  神就會給你一些好的東西
[00:14:18.720 --> 00:14:22.160]  如果是這樣就很簡單很容易
[00:14:22.160 --> 00:14:25.920]  約伯只要認錯認罪認自己壞人
[00:14:25.920 --> 00:14:27.120]  這樣就搞定了
[00:14:27.120 --> 00:14:29.600]  辯論就很快會結束
[00:14:29.600 --> 00:14:31.920]  大家知道辯論一直都不結束
[00:14:31.920 --> 00:14:32.640]  為什麼呢
[00:14:32.640 --> 00:14:34.080]  因為不是這麼簡單
[00:14:34.080 --> 00:14:37.120]  因為約伯一直在debate裡面
[00:14:37.120 --> 00:14:39.680]  他都是堅持自己無辜無罪
[00:14:39.680 --> 00:14:43.440]  他不應該受苦
[00:14:43.440 --> 00:14:45.280]  他認為他是一個二人
[00:14:45.280 --> 00:14:48.800]  他不應該接受這樣的懲罰
[00:14:48.800 --> 00:14:53.760]  所以辯論就不斷延長
[00:14:53.760 --> 00:14:55.680]  一直去問這個問題
[00:14:55.680 --> 00:14:57.280]  漫長的debate裡面
[00:14:57.760 --> 00:14:59.280]  就去問這個
[00:14:59.280 --> 00:15:03.040]  為什麼約伯會受苦呢
[00:15:03.040 --> 00:15:06.000]  這些debate的對話
[00:15:06.000 --> 00:15:10.320]  裡面所表達的就是當時的世界
[00:15:10.320 --> 00:15:12.160]  怎麼想這些苦在問題
[00:15:12.160 --> 00:15:14.560]  甚至其實我們今天現代
[00:15:14.560 --> 00:15:16.560]  我們的世界觀
[00:15:16.560 --> 00:15:17.760]  我們的人生觀
[00:15:17.760 --> 00:15:19.760]  都是會想起這些東西
[00:15:19.760 --> 00:15:21.600]  為什麼你會受苦呢
[00:15:21.600 --> 00:15:25.440]  因為在以前的世代
[00:15:25.440 --> 00:15:29.520]  有一種叫做報應的原則
[00:15:29.520 --> 00:15:31.200]  Retribution principle
[00:15:31.200 --> 00:15:35.040]  人很相信他們和神明之間的關係
[00:15:35.040 --> 00:15:37.600]  就是一種報應的關係
[00:15:37.600 --> 00:15:39.520]  可以說是好也好報
[00:15:39.520 --> 00:15:40.800]  惡也惡報
[00:15:40.800 --> 00:15:42.720]  我對神明好一點
[00:15:42.720 --> 00:15:44.960]  神明就會給我好處
[00:15:44.960 --> 00:15:47.440]  如果我做錯事得罪了神的話
[00:15:47.440 --> 00:15:49.440]  神就會生氣
[00:15:49.440 --> 00:15:52.080]  然後祂就會降災給我
[00:15:52.320 --> 00:15:56.560]  然後我就會有不好的事情發生在我身上
[00:15:56.560 --> 00:15:59.200]  做好事就有獎
[00:15:59.200 --> 00:16:02.320]  做不好的事就壞事
[00:16:02.320 --> 00:16:03.840]  你就會受苦
[00:16:03.840 --> 00:16:05.840]  這些就是retribution principle
[00:16:05.840 --> 00:16:08.720]  這些很多時候在生活裡面
[00:16:08.720 --> 00:16:11.600]  這種運作的原則是有效的
[00:16:11.600 --> 00:16:14.800]  我們說種瓜得瓜種豆得豆
[00:16:14.800 --> 00:16:17.600]  殺種的收割的
[00:16:17.600 --> 00:16:18.880]  是平衡的
[00:16:18.880 --> 00:16:20.880]  是一個equilibrium
[00:16:20.880 --> 00:16:24.480]  但是大家知道在人生的路途上
[00:16:24.480 --> 00:16:30.080]  這個原則很多時候是不可行的
[00:16:30.080 --> 00:16:33.200]  特別我們現在在疫情當中
[00:16:33.200 --> 00:16:36.880]  你就發現這個所謂的好也好報
[00:16:36.880 --> 00:16:38.480]  惡也惡報
[00:16:38.480 --> 00:16:40.880]  很多時候都不是很可行的
[00:16:40.880 --> 00:16:44.080]  因為明明不是你做錯事
[00:16:44.080 --> 00:16:45.520]  但是你又受苦
[00:16:46.080 --> 00:16:48.800]  約伯就在這個情況裡面
[00:16:48.800 --> 00:16:51.600]  他堅持他自己的正直
[00:16:51.600 --> 00:16:55.440]  他就要求和上帝面對面
[00:16:55.440 --> 00:16:57.280]  和上帝來討論
[00:16:57.280 --> 00:16:58.480]  interview上帝
[00:16:58.480 --> 00:17:02.480]  就是想問為什麼我作為一個議員會受苦
[00:17:02.480 --> 00:17:05.600]  所以約伯記了三十多章的經文
[00:17:05.600 --> 00:17:07.600]  一路的辯論
[00:17:07.600 --> 00:17:09.600]  辯論最後的時候
[00:17:09.600 --> 00:17:11.600]  上帝有沒有出現
[00:17:11.600 --> 00:17:13.600]  上帝真的有出現
[00:17:13.600 --> 00:17:15.600]  第三十八章第一節
[00:17:15.600 --> 00:17:17.600]  上帝出現的時候
[00:17:17.600 --> 00:17:22.560]  他就不是回答約伯的問題
[00:17:22.560 --> 00:17:24.560]  他不是去解釋苦難
[00:17:24.560 --> 00:17:27.600]  他是問一輪的問題
[00:17:27.600 --> 00:17:29.600]  三十八章第一節
[00:17:29.600 --> 00:17:34.720]  那時耶和華在旋風當中回答約伯
[00:17:34.720 --> 00:17:36.720]  他說什麼呢
[00:17:36.720 --> 00:17:37.280]  第四節
[00:17:37.280 --> 00:17:40.080]  他說我奠定大地根基的時候
[00:17:40.080 --> 00:17:42.080]  你在哪裡呢
[00:17:42.080 --> 00:17:44.080]  你若有聰明
[00:17:44.080 --> 00:17:46.080]  你若有智慧
[00:17:46.080 --> 00:17:48.080]  就只管說吧
[00:17:48.080 --> 00:17:50.080]  所以他問了一大輪的問題
[00:17:50.080 --> 00:17:52.080]  世界創造的時候
[00:17:52.080 --> 00:17:54.080]  世界有的時候
[00:17:54.080 --> 00:17:56.080]  到底你在哪裡呢
[00:17:56.080 --> 00:17:58.080]  當然答案
[00:17:58.080 --> 00:18:02.080]  這些問題已經牽引了答案
[00:18:02.080 --> 00:18:04.080]  就是不知道
[00:18:04.080 --> 00:18:08.080]  這些是過於我的智慧
[00:18:08.080 --> 00:18:10.080]  你繼續看下去
[00:18:10.080 --> 00:18:12.080]  到底二十五節
[00:18:12.080 --> 00:18:14.080]  耶和華就問
[00:18:14.080 --> 00:18:16.080]  誰為大禹分水道
[00:18:16.080 --> 00:18:20.080]  誰為淚澱定道路
[00:18:20.080 --> 00:18:22.080]  使雨降在無人之地
[00:18:22.080 --> 00:18:26.080]  落在無人居住的曠野
[00:18:26.080 --> 00:18:30.080]  使荒廢之地都得到滋潤
[00:18:30.080 --> 00:18:36.080]  使青草在乾旱之地就得以長起來
[00:18:36.080 --> 00:18:38.080]  誰去造成這些
[00:18:38.080 --> 00:18:40.080]  換句話說
[00:18:40.080 --> 00:18:42.080]  這些問題背後想說什麼呢
[00:18:42.080 --> 00:18:46.080]  就是上帝管理這個宇宙的政策
[00:18:46.080 --> 00:18:50.080]  是不是真的好有好報
[00:18:50.080 --> 00:18:54.080]  是不是我們心裡面想的
[00:18:54.080 --> 00:18:56.080]  人很有限的
[00:18:56.080 --> 00:18:58.080]  所謂的正義
[00:18:58.080 --> 00:19:02.080]  做了一件事
[00:19:02.080 --> 00:19:04.080]  那件事應該有一個報應
[00:19:04.080 --> 00:19:06.080]  有一個回應
[00:19:06.080 --> 00:19:08.080]  二十五節至二十七節
[00:19:08.080 --> 00:19:10.080]  這裡問一個問題
[00:19:10.080 --> 00:19:12.080]  就是上帝降雨的原則是什麼
[00:19:12.080 --> 00:19:18.080]  上帝去控制和運作整個世界的時候
[00:19:18.080 --> 00:19:20.080]  他的operation policy是什麼
[00:19:20.080 --> 00:19:22.080]  問題就是問
[00:19:22.080 --> 00:19:26.080]  你知道有時候雨水是降在無人之地
[00:19:26.080 --> 00:19:28.080]  根本就沒有人去喝那些水
[00:19:28.080 --> 00:19:30.080]  沒有人會得益的
[00:19:30.080 --> 00:19:32.080]  那為什麼雨水會降在那地方
[00:19:32.080 --> 00:19:38.080]  根本沒有人在那裡能夠得到benefit
[00:19:38.080 --> 00:19:40.080]  怎麼會在荒地裡面
[00:19:40.080 --> 00:19:42.080]  這些沙漠的地方
[00:19:42.080 --> 00:19:44.080]  礦業的地方
[00:19:44.080 --> 00:19:46.080]  沒有人會得到好處
[00:19:46.080 --> 00:19:50.080]  到底上帝管理萬事
[00:19:50.080 --> 00:19:52.080]  運作萬有的原則
[00:19:52.080 --> 00:19:54.080]  是不是我們想的那麼簡單
[00:19:54.080 --> 00:19:56.080]  我們有限的智慧
[00:19:56.080 --> 00:19:58.080]  我們覺得好有好報
[00:19:58.080 --> 00:20:00.080]  惡有惡報
[00:20:00.080 --> 00:20:02.080]  但不是
[00:20:02.080 --> 00:20:06.080]  是超越我們所想到的
[00:20:06.080 --> 00:20:08.080]  繼續問下去
[00:20:08.080 --> 00:20:10.080]  這一段我覺得很有趣
[00:20:10.080 --> 00:20:12.080]  十三節
[00:20:12.080 --> 00:20:14.080]  鴕鳥的翅膀因而鼓動
[00:20:14.080 --> 00:20:20.080]  但牠的羽毛哪有慈愛
[00:20:20.080 --> 00:20:22.080]  鴕鳥生蛋
[00:20:22.080 --> 00:20:24.080]  蛋就留在地裡面
[00:20:24.080 --> 00:20:26.080]  埋藏在地裡面
[00:20:26.080 --> 00:20:28.080]  使牠們在土裡能夠得到溫暖
[00:20:28.080 --> 00:20:30.080]  但那隻鴕鳥那麼Army
[00:20:30.080 --> 00:20:32.080]  忘記了
[00:20:32.080 --> 00:20:34.080]  牠放蛋在地上
[00:20:34.080 --> 00:20:36.080]  又不能放得深
[00:20:36.080 --> 00:20:38.080]  有人踩過
[00:20:38.080 --> 00:20:40.080]  甚至自己踩過
[00:20:40.080 --> 00:20:42.080]  就會踩爛
[00:20:42.080 --> 00:20:44.080]  然後那個鳥就死了
[00:20:44.080 --> 00:20:46.080]  野地的走獸又經過的時候
[00:20:46.080 --> 00:20:48.080]  就把牠們淡走
[00:20:48.080 --> 00:20:50.080]  踩淡這些蛋
[00:20:50.080 --> 00:20:52.080]  怎麼會做這麼笨的事
[00:20:52.080 --> 00:20:54.080]  鴕鳥
[00:20:54.080 --> 00:20:56.080]  你看牠的樣子
[00:20:56.080 --> 00:20:58.080]  很笨
[00:20:58.080 --> 00:21:00.080]  但上帝要創造牠
[00:21:00.080 --> 00:21:02.080]  上帝的智慧在哪裡
[00:21:02.080 --> 00:21:04.080]  上帝如果真的創造鴕鳥的時候
[00:21:04.080 --> 00:21:06.080]  上帝如果這麼有智慧的時候
[00:21:06.080 --> 00:21:08.080]  怎麼會做這麼笨的事
[00:21:08.080 --> 00:21:10.080]  根本沒有智慧
[00:21:10.080 --> 00:21:12.080]  沒有wisdom
[00:21:12.080 --> 00:21:14.080]  神繼續問約伯的問題
[00:21:14.080 --> 00:21:16.080]  就是說
[00:21:16.080 --> 00:21:18.080]  我做了這些事
[00:21:18.080 --> 00:21:20.080]  你明不明白背後有什麼智慧
[00:21:20.080 --> 00:21:22.080]  這個下輩子
[00:21:22.080 --> 00:21:24.080]  我會做什麼
[00:21:24.080 --> 00:21:26.080]  你明不明白背後有什麼智慧
[00:21:26.080 --> 00:21:28.080]  這個是你不能夠參透
[00:21:28.080 --> 00:21:30.080]  真的不明白
[00:21:30.080 --> 00:21:32.080]  繼續問他
[00:21:32.080 --> 00:21:34.080]  問到最後的時候
[00:21:34.080 --> 00:21:36.080]  約伯就只能夠回答
[00:21:36.080 --> 00:21:38.080]  約伯就只能夠回答
[00:21:38.080 --> 00:21:40.080]  40章第3節
