
[00:00:00.000 --> 00:00:03.000]  好 今日講到這裡 Mark Sir
[00:02:08.000 --> 00:02:12.000]  教會繼續發展 繼續向前 也會出現不同的問題
[00:02:12.000 --> 00:02:16.000]  我們不要覺得做上帝的工作 一定是每件事都很順利
[00:02:16.000 --> 00:02:19.000]  不會的 就算是走在順利的旨意裡面
[00:02:19.000 --> 00:02:22.000]  也不一定是所謂天色常藍
[00:02:22.000 --> 00:02:27.000]  也會有阻滯 或者不順利的地方 有些問題
[00:02:27.000 --> 00:02:32.000]  很多時候我們見到教會有問題的時候
[00:02:32.000 --> 00:02:34.000]  到底我們應該怎樣回應呢
[00:02:34.000 --> 00:02:41.000]  你知道在之前上文 說到教會受到當時耶路撒冷的權貴打壓
[00:02:41.000 --> 00:02:48.000]  然後抓了彼得和約翰 讓他們被囚禁了一段短的時間
[00:02:48.000 --> 00:02:51.000]  但是上帝的教會怎樣去回應呢
[00:02:51.000 --> 00:02:57.000]  他們求上帝給他們力量 讓他們迎接這個困難
[00:02:57.000 --> 00:02:59.000]  然後上帝就加力給他們
[00:02:59.000 --> 00:03:03.000]  這是一個有聖靈的教會應當有的回應
[00:03:03.000 --> 00:03:05.000]  上個星期我們說到第五章的時候
[00:03:05.000 --> 00:03:07.000]  就說到一對夫婦 記得什麼名字嗎
[00:03:07.000 --> 00:03:09.000]  Zephyr 記不記得
[00:03:09.000 --> 00:03:11.000]  Zephyr Vizicat
[00:03:11.000 --> 00:03:15.000]  就是阿娜莉亞和薩菲拉
[00:03:15.000 --> 00:03:20.000]  在奉獻上他們有假冒為善的隱瞞
[00:03:20.000 --> 00:03:24.000]  隱瞞上帝 或者欺瞞上帝的靈
[00:03:24.000 --> 00:03:25.000]  他們受審判
[00:03:25.000 --> 00:03:27.000]  然後教會怎樣去回應呢
[00:03:27.000 --> 00:03:29.000]  戰戰兢兢地回應
[00:03:29.000 --> 00:03:31.000]  上帝的聖靈來到的時候
[00:03:31.000 --> 00:03:33.000]  不一定每件事都很快樂
[00:03:33.000 --> 00:03:35.000]  要我們去到警醒
[00:03:35.000 --> 00:03:37.000]  知道上帝是公義 是聖潔的
[00:03:37.000 --> 00:03:40.000]  是不能夠亂來侵犯
[00:03:40.000 --> 00:03:42.000]  第五章到第六章的時候
[00:03:42.000 --> 00:03:44.000]  我們發現這裡有什麼問題呢
[00:03:44.000 --> 00:03:46.000]  就出現了另外一方面的問題
[00:03:46.000 --> 00:03:48.000]  問題的起源是什麼呢
[00:03:48.000 --> 00:03:50.000]  當時的猶太人
[00:03:50.000 --> 00:03:53.000]  你知道他們亡國是什麼時候嗎
[00:03:53.000 --> 00:03:55.000]  是主前586年
[00:03:55.000 --> 00:03:57.000]  猶大國亡國
[00:03:57.000 --> 00:04:03.000]  然後眾志派所有的猶太人流散到各地
[00:04:03.000 --> 00:04:05.000]  世界各地不同的地方
[00:04:05.000 --> 00:04:07.000]  幾百年他們就住在海外
[00:04:07.000 --> 00:04:09.000]  有很多的猶太人住在海外
[00:04:09.000 --> 00:04:12.000]  有小部分的留在本土
[00:04:12.000 --> 00:04:16.000]  這個所謂猶太人流散的問題
[00:04:16.000 --> 00:04:17.000]  Diaspora的問題
[00:04:17.000 --> 00:04:19.000]  有聽過這個字嗎
[00:04:19.000 --> 00:04:21.000]  Jewish Diaspora
[00:04:21.000 --> 00:04:23.000]  是一個流散的情況
[00:04:23.000 --> 00:04:28.000]  猶太人在海外在異地散居
[00:04:28.000 --> 00:04:32.000]  然後很多時候他們每年有幾次大節期的時候
[00:04:32.000 --> 00:04:35.000]  他們回到耶路撒冷去朝聖
[00:04:35.000 --> 00:04:38.000]  五旬節 駐彭節等等
[00:04:38.000 --> 00:04:40.000]  他們回到朝聖的時候
[00:04:40.000 --> 00:04:43.000]  在耶路撒冷就非常擠迫
[00:04:43.000 --> 00:04:46.000]  很多時候這個Diaspora
[00:04:46.000 --> 00:04:51.000]  就是今天我們很多時候會提到的Diaspora Mission
[00:04:51.000 --> 00:04:54.000]  就是今天的人流散的情況
[00:04:54.000 --> 00:04:57.000]  Displacement的情況是非常之高
[00:04:57.000 --> 00:05:00.000]  所以今時到傳福音講宣教的時候
[00:05:00.000 --> 00:05:02.000]  很多時候不只是在講本土
[00:05:02.000 --> 00:05:05.000]  是在講用不同的方法不同的途徑
[00:05:05.000 --> 00:05:10.000]  向一些流散的人去傳福音去關顧他們
[00:05:10.000 --> 00:05:14.000]  你想一想這個確實是今天很多人的狀態
[00:05:14.000 --> 00:05:16.000]  所以我們以前叫做僑民
[00:05:16.000 --> 00:05:20.000]  今天叫做移民或者移居者
[00:05:20.000 --> 00:05:22.000]  居無定所的
[00:05:22.000 --> 00:05:23.000]  其實我們華人都是這樣
[00:05:23.000 --> 00:05:26.000]  過去幾十年有水的地方有華人
[00:05:26.000 --> 00:05:28.000]  有水的地方有華人
[00:05:28.000 --> 00:05:30.000]  有華人的地方就有餐館
[00:05:30.000 --> 00:05:33.000]  這是我們華人的情況
[00:05:33.000 --> 00:05:35.000]  這是Chinese Diaspora
[00:05:35.000 --> 00:05:39.000]  Jewish也有他的Diaspora
[00:05:39.000 --> 00:05:41.000]  是四海為家的
[00:05:41.000 --> 00:05:44.000]  今天這裡講到這個問題
[00:05:44.000 --> 00:05:48.000]  其中一個源自的原因就是這個
[00:05:48.000 --> 00:05:51.000]  巴勒斯坦本地的猶太人
[00:05:51.000 --> 00:05:55.000]  當然他們是講希伯來話或者阿拉文
[00:05:55.000 --> 00:05:57.000]  散居在不同的地方
[00:05:57.000 --> 00:06:00.000]  他們自然一代傳一代傳一代
[00:06:00.000 --> 00:06:04.000]  他們就不再講他們以往的那個所謂的母語
[00:06:04.000 --> 00:06:06.000]  他們就在講希臘話
[00:06:06.000 --> 00:06:10.000]  因為當時希臘的語言是國際語言
[00:06:10.000 --> 00:06:13.000]  所以他們每逢回到耶路撒冷的時候
[00:06:13.000 --> 00:06:16.000]  就變成了起碼有兩堆人在這裡
[00:06:16.000 --> 00:06:19.000]  一堆是本土講希伯來話或者阿拉文
[00:06:19.000 --> 00:06:23.000]  一堆是回去然後他們是講外語的
[00:06:23.000 --> 00:06:26.000]  但是那個的名份上面身份上面
[00:06:26.000 --> 00:06:29.000]  其實大家差不多是一樣的
[00:06:29.000 --> 00:06:33.000]  甚至有很多一些老了的僑民
[00:06:33.000 --> 00:06:35.000]  這些Diaspora
[00:06:35.000 --> 00:06:37.000]  這些海外的猶太人
[00:06:37.000 --> 00:06:39.000]  他們就會因為不同的原因
[00:06:39.000 --> 00:06:40.000]  宗教信仰的原因
[00:06:40.000 --> 00:06:42.000]  他們會回到耶路撒冷定居
[00:06:42.000 --> 00:06:45.000]  所以他們就想回到自己本土
[00:06:45.000 --> 00:06:46.000]  他們是華人
[00:06:46.000 --> 00:06:48.000]  老了之後他們去哪裡
[00:06:48.000 --> 00:06:49.000]  回鄉下
[00:06:49.000 --> 00:06:51.000]  回鄉下買一間屋
[00:06:51.000 --> 00:06:54.000]  然後可以踢踢腳
[00:06:54.000 --> 00:06:57.000]  有些是這樣的
[00:06:57.000 --> 00:06:58.000]  猶太人也是
[00:06:58.000 --> 00:07:01.000]  所以他們當時生活的背景情況就是這樣
[00:07:01.000 --> 00:07:03.000]  有本土的猶太人
[00:07:03.000 --> 00:07:06.000]  當然本土的猶太人一直在這裡小小的住
[00:07:06.000 --> 00:07:07.000]  在以色列地
[00:07:07.000 --> 00:07:08.000]  在加拿大地
[00:07:08.000 --> 00:07:10.000]  在巴勒斯坦地
[00:07:10.000 --> 00:07:13.000]  當然社交上的關係
[00:07:13.000 --> 00:07:15.000]  是非常緊密的
[00:07:15.000 --> 00:07:17.000]  幾代同堂
[00:07:17.000 --> 00:07:18.000]  親戚朋友
[00:07:18.000 --> 00:07:19.000]  全部都在這裡
[00:07:19.000 --> 00:07:21.000]  能夠彼此照顧
[00:07:21.000 --> 00:07:22.000]  但是海外回去的
[00:07:22.000 --> 00:07:26.000]  很多時候就是會無依無靠
[00:07:26.000 --> 00:07:29.000]  特別如果你回到本土
[00:07:29.000 --> 00:07:32.000]  你是作為一個僑民回到去的時候
[00:07:32.000 --> 00:07:34.000]  移民回到去的時候
[00:07:34.000 --> 00:07:39.000]  如果你那個配偶
[00:07:39.000 --> 00:07:41.000]  因為年老
[00:07:41.000 --> 00:07:44.000]  他去世的時候就剩下你一個
[00:07:44.000 --> 00:07:49.000]  所以很多時候有寡婦的情況出現
[00:07:49.000 --> 00:07:51.000]  居寡的情況出現
[00:07:51.000 --> 00:07:53.000]  當然聖經裡面也有說
[00:07:53.000 --> 00:07:55.000]  一些寡婦是比較富裕的
[00:07:55.000 --> 00:07:57.000]  為什麼
[00:07:57.000 --> 00:08:00.000]  因為她老公是CEO
[00:08:00.000 --> 00:08:02.000]  她老公死了
[00:08:02.000 --> 00:08:04.000]  她可以遺產給他
[00:08:04.000 --> 00:08:06.000]  所以她就比較有些
[00:08:06.000 --> 00:08:08.000]  袋裡面有些東西
[00:08:08.000 --> 00:08:10.000]  有些是這樣的
[00:08:10.000 --> 00:08:12.000]  但有很多不是這樣的
[00:08:12.000 --> 00:08:13.000]  笑得這麼開心
[00:08:13.000 --> 00:08:15.000]  當然是你們是那些
[00:08:15.000 --> 00:08:21.000]  有很多寡婦是無依無靠的
[00:08:21.000 --> 00:08:23.000]  所以在聖經裡面經常告訴我們
[00:08:23.000 --> 00:08:25.000]  我們需要去做什麼
[00:08:25.000 --> 00:08:26.000]  教會特別
[00:08:26.000 --> 00:08:27.000]  在當時的教會
[00:08:27.000 --> 00:08:29.000]  因為沒有社會福利
[00:08:29.000 --> 00:08:30.000]  沒有醫療等等
[00:08:30.000 --> 00:08:33.000]  這些社會福利的措施
[00:08:33.000 --> 00:08:35.000]  所以很多時候
[00:08:35.000 --> 00:08:36.000]  在當時的社群
[00:08:36.000 --> 00:08:41.000]  就需要去照顧這些無依無靠的寡婦
[00:08:41.000 --> 00:08:44.000]  起碼基本上要去照顧她
[00:08:44.000 --> 00:08:46.000]  所以雅各書在下面說什麼
[00:08:46.000 --> 00:08:47.000]  一章二十七節
[00:08:47.000 --> 00:08:51.000]  他說在上帝父神的面前
[00:08:51.000 --> 00:08:56.000]  那些清潔沒有玷污的敬虔
[00:08:56.000 --> 00:08:57.000]  Guardianess
[00:08:57.000 --> 00:09:00.000]  就是要看顧孤兒和寡婦
[00:09:00.000 --> 00:09:02.000]  這個所謂Guardianess
[00:09:02.000 --> 00:09:03.000]  你有的敬虔
[00:09:03.000 --> 00:09:08.000]  是需要在生活上表達出來的
[00:09:08.000 --> 00:09:13.000]  所以他們特別是一些有需要的寡婦
[00:09:13.000 --> 00:09:14.000]  沒有人理會
[00:09:14.000 --> 00:09:15.000]  無依無靠的
[00:09:15.000 --> 00:09:18.000]  他們就向教會申訴
[00:09:18.000 --> 00:09:19.000]  正如我所說
[00:09:19.000 --> 00:09:21.000]  當時政府沒有做這些事
[00:09:21.000 --> 00:09:24.000]  所以很多時候是聖殿或者教會
[00:09:24.000 --> 00:09:27.000]  所以在第六章就出現了這樣的問題
[00:09:27.000 --> 00:09:28.000]  之前我們說過
[00:09:28.000 --> 00:09:31.000]  教會是面對一些外在的打壓
[00:09:31.000 --> 00:09:39.000]  這裡面對的問題就是一些內部的going pain
[00:09:39.000 --> 00:09:41.000]  就是你成長的時候
[00:09:41.000 --> 00:09:42.000]  你長大的時候
[00:09:42.000 --> 00:09:47.000]  一定會有一些磨練或者痛苦
[00:09:47.000 --> 00:09:49.000]  那些叫做going pain
[00:09:49.000 --> 00:09:51.000]  就像你有輛車
[00:09:51.000 --> 00:09:53.000]  你走久了
[00:09:53.000 --> 00:09:57.000]  機件之間就會有一些磨擦
[00:09:57.000 --> 00:09:59.000]  教會其實也有一點像這樣的
[00:09:59.000 --> 00:10:02.000]  教會我們繼續去到成長的時候
[00:10:02.000 --> 00:10:04.000]  當然會有一些磨擦
[00:10:04.000 --> 00:10:06.000]  有誰在我們教會UV
[00:10:06.000 --> 00:10:09.000]  是沒有和別人磨擦過的
[00:10:09.000 --> 00:10:11.000]  沒有吧
[00:10:11.000 --> 00:10:16.000]  有誰起碼和十個人磨擦過的
[00:10:16.000 --> 00:10:18.000]  肯定會的
[00:10:18.000 --> 00:10:20.000]  因為車機件一路運行的時候
[00:10:20.000 --> 00:10:21.000]  就會有一些不同的零件
[00:10:21.000 --> 00:10:23.000]  齒輪就會發生熱力
[00:10:23.000 --> 00:10:25.000]  其實這個很正常的
[00:10:25.000 --> 00:10:26.000]  這個很正常
[00:10:26.000 --> 00:10:27.000]  你不要以為來教會
[00:10:27.000 --> 00:10:30.000]  大家是好好相遇等等
[00:10:30.000 --> 00:10:32.000]  我們每個人都是有罪的人
[00:10:32.000 --> 00:10:34.000]  但是在發熱的時候
[00:10:34.000 --> 00:10:37.000]  或者正常的操作裡面有磨擦的時候
[00:10:37.000 --> 00:10:39.000]  就需要做什麼
[00:10:39.000 --> 00:10:40.000]  就像你的車
[00:10:40.000 --> 00:10:42.000]  你要加啟油
[00:10:42.000 --> 00:10:44.000]  要加冷卻劑
[00:10:44.000 --> 00:10:47.000]  要檢查到底夠不夠
[00:10:47.000 --> 00:10:50.000]  大家需要在外在因點裡面
[00:10:50.000 --> 00:10:53.000]  能夠將磨擦的熱度減輕
[00:10:53.000 --> 00:10:55.000]  磨擦是必然的
[00:10:55.000 --> 00:10:57.000]  反而有時候是好事
[00:10:57.000 --> 00:10:59.000]  因為反映什麼
[00:10:59.000 --> 00:11:02.000]  因為反映大家都想做好這件事
[00:11:02.000 --> 00:11:04.000]  大家想搞好家庭
[00:11:04.000 --> 00:11:06.000]  大家搞好教會
[00:11:06.000 --> 00:11:09.000]  所以是沒有問題的
[00:11:09.000 --> 00:11:11.000]  問題就是這個教會
[00:11:11.000 --> 00:11:13.000]  當時第一世紀的教會
[00:11:13.000 --> 00:11:15.000]  他們上下如何去應對
[00:11:15.000 --> 00:11:17.000]  這個才是最重要的問題
[00:11:17.000 --> 00:11:20.000]  在很多地方
[00:11:20.000 --> 00:11:22.000]  一個團體
[00:11:22.000 --> 00:11:24.000]  一個組織
[00:11:24.000 --> 00:11:26.000]  一個公司
[00:11:26.000 --> 00:11:28.000]  甚至教會都不例外
[00:11:28.000 --> 00:11:30.000]  很多時候遇見問題的時候
[00:11:30.000 --> 00:11:32.000]  就會視而不見
[00:11:32.000 --> 00:11:33.000]  或者不嘗試去解決問題
[00:11:33.000 --> 00:11:35.000]  只要解決提出問題的人
[00:11:35.000 --> 00:11:38.000]  這個教會是怎樣呢
[00:11:38.000 --> 00:11:40.000]  這裏就是路加所寫的教會
[00:11:40.000 --> 00:11:42.000]  所刻畫的教會
[00:11:42.000 --> 00:11:44.000]  是一個肯正視問題
[00:11:44.000 --> 00:11:50.000]  和想辦法大家彼此同心的去解決這個問題
[00:11:50.000 --> 00:11:51.000]  所以我說史蘭傳裡面
[00:11:51.000 --> 00:11:53.000]  教會是一個很重要的角色
[00:11:53.000 --> 00:11:56.000]  就是他們同心合意的去應戰
[00:11:56.000 --> 00:11:59.000]  這一次由第一章到現在第六章
[00:11:59.000 --> 00:12:01.000]  大概都應該是第一次
[00:12:01.000 --> 00:12:03.000]  第二次要去到第十五章
[00:12:03.000 --> 00:12:05.000]  耶路撒冷的會議
[00:12:05.000 --> 00:12:07.000]  就是外邦人和猶太人的律法
[00:12:07.000 --> 00:12:09.000]  之間有些爭議
[00:12:09.000 --> 00:12:11.000]  怎樣去正視這個問題
[00:12:11.000 --> 00:12:12.000]  這個教會就是說
[00:12:12.000 --> 00:12:15.000]  他們肯去acknowledge the issue
[00:12:15.000 --> 00:12:17.000]  不一定馬上想辦法
[00:12:17.000 --> 00:12:19.000]  或者不一定馬上有
[00:12:19.000 --> 00:12:21.000]  每樣東西都迎刃而解
[00:12:21.000 --> 00:12:23.000]  不會視而不見
[00:12:23.000 --> 00:12:26.000]  這個就是第一世紀的教會
[00:12:26.000 --> 00:12:29.000]  另外他們要去配搭
[00:12:29.000 --> 00:12:32.000]  在這裏說日常的供給是甚麼意思
[00:12:32.000 --> 00:12:35.000]  以前的翻譯叫做serving table
[00:12:35.000 --> 00:12:37.000]  一想起的時候
[00:12:37.000 --> 00:12:38.000]  甚麼叫serving table
[00:12:38.000 --> 00:12:40.000]  就是站台
[00:12:40.000 --> 00:12:42.000]  有沒有做過站台
[00:12:42.000 --> 00:12:44.000]  我們華人來到美國的時候
[00:12:44.000 --> 00:12:46.000]  我們經常都要做餐館工作
[00:12:46.000 --> 00:12:49.000]  有誰做過站台
[00:12:49.000 --> 00:12:51.000]  這麼少
[00:12:51.000 --> 00:12:53.000]  你們現在是很多遺產
[00:12:53.000 --> 00:12:56.000]  起碼我也做過站台
[00:12:56.000 --> 00:12:58.000]  busboy 洗碗等等
[00:12:58.000 --> 00:13:01.000]  都捱過一下很辛苦
[00:13:01.000 --> 00:13:04.000]  事實上他們說
[00:13:04.000 --> 00:13:07.000]  日常的供給
[00:13:07.000 --> 00:13:10.000]  管理飯食
[00:13:10.000 --> 00:13:12.000]  其實是tables的意思
[00:13:12.000 --> 00:13:14.000]  就是吃東西
[00:13:14.000 --> 00:13:16.000]  一些基本的工作
[00:13:16.000 --> 00:13:18.000]  這樣聽的時候說站台
[00:13:18.000 --> 00:13:20.000]  是一些次要的工作
[00:13:20.000 --> 00:13:22.000]  我們讀到使徒的回應
[00:13:22.000 --> 00:13:23.000]  我們有甚麼感覺
[00:13:23.000 --> 00:13:25.000]  使徒說我們祈禱傳道
[00:13:25.000 --> 00:13:27.000]  這些我們不做
[00:13:27.000 --> 00:13:30.000]  很多時候我們都可以有這種藉口
[00:13:30.000 --> 00:13:32.000]  為甚麼是我洗碗
[00:13:32.000 --> 00:13:34.000]  因為我應該專責做甚麼
[00:13:34.000 --> 00:13:36.000]  閉上眼祈禱
[00:13:36.000 --> 00:13:38.000]  和打開口講道
[00:13:38.000 --> 00:13:40.000]  所以其他人做
[00:13:40.000 --> 00:13:42.000]  其實不是這樣的
[00:13:42.000 --> 00:13:44.000]  你們看清楚這裏說甚麼
[00:13:44.000 --> 00:13:48.000]  不是說serving tables
[00:13:48.000 --> 00:13:50.000]  和講道祈禱
[00:13:50.000 --> 00:13:52.000]  是對立的
[00:13:52.000 --> 00:13:54.000]  不是這樣的意思
[00:13:54.000 --> 00:13:56.000]  因為你看到使徒說
[00:13:56.000 --> 00:14:00.000]  祈禱傳道的侍奉
[00:14:00.000 --> 00:14:02.000]  其實是同一個字
[00:14:02.000 --> 00:14:04.000]  日常的供給
[00:14:04.000 --> 00:14:06.000]  管理飯食
[00:14:06.000 --> 00:14:08.000]  和祈禱傳道的侍奉
[00:14:08.000 --> 00:14:10.000]  是同一個字
[00:14:10.000 --> 00:14:13.000]  那個字你看到是希臘文
[00:14:13.000 --> 00:14:15.000]  就是我們今天英文說的deacon
[00:14:15.000 --> 00:14:16.000]  這個字
[00:14:16.000 --> 00:14:18.000]  就是出自這裏
[00:14:18.000 --> 00:14:20.000]  執事是甚麼意思
[00:14:20.000 --> 00:14:24.000]  就是當時這個字所引申出來的
[00:14:24.000 --> 00:14:26.000]  所以說到供應
[00:14:26.000 --> 00:14:31.000]  說到祈禱和講道
[00:14:31.000 --> 00:14:33.000]  其實都是神聖的工作
[00:14:33.000 --> 00:14:35.000]  都是需要甚麼人做
[00:14:35.000 --> 00:14:37.000]  都是需要上帝揀選的
[00:14:37.000 --> 00:14:38.000]  和有上帝生命的人
[00:14:38.000 --> 00:14:40.000]  有充滿聖靈的人
[00:14:40.000 --> 00:14:42.000]  你知道神國裏面
[00:14:42.000 --> 00:14:44.000]  沒有任何一件事
[00:14:44.000 --> 00:14:46.000]  是高於其他事的
[00:14:46.000 --> 00:14:48.000]  沒有聖俗之分的
[00:14:48.000 --> 00:14:50.000]  你祈禱傳道
[00:14:50.000 --> 00:14:52.000]  你就是spiritual一點的
[00:14:52.000 --> 00:14:54.000]  然後你管理飯食的
[00:14:54.000 --> 00:14:56.000]  這些就是worldly的東西
[00:14:56.000 --> 00:14:58.000]  沒有這樣分的
[00:14:58.000 --> 00:15:00.000]  你從事任何的職事
[00:15:00.000 --> 00:15:02.000]  照顧家庭也好
[00:15:02.000 --> 00:15:04.000]  管理經濟
[00:15:04.000 --> 00:15:06.000]  管理錢或者教育等等
[00:15:06.000 --> 00:15:08.000]  每一個的職事
[00:15:08.000 --> 00:15:10.000]  都是沒有
[00:15:10.000 --> 00:15:12.000]  本質上沒有分上下的
[00:15:12.000 --> 00:15:14.000]  在教會裏面的職事
[00:15:14.000 --> 00:15:16.000]  其實都是一樣
[00:15:16.000 --> 00:15:18.000]  我們本質上是平等
[00:15:18.000 --> 00:15:20.000]  不過我們的功能
[00:15:20.000 --> 00:15:22.000]  我們的角色是不同的
[00:15:22.000 --> 00:15:24.000]  所以需要是配搭的
[00:15:24.000 --> 00:15:26.000]  要大家cooperate
[00:15:26.000 --> 00:15:28.000]  你今天來教會
[00:15:28.000 --> 00:15:30.000]  我想問你
[00:15:30.000 --> 00:15:32.000]  如果沒有咖啡沒有茶
[00:15:32.000 --> 00:15:34.000]  沒有早餐
[00:15:34.000 --> 00:15:36.000]  你來不來
[00:15:38.000 --> 00:15:40.000]  你可能從來沒有想過這個問題
[00:15:40.000 --> 00:15:42.000]  可能你今天想起的時候
[00:15:42.000 --> 00:15:44.000]  你發現如果沒有這些東西
[00:15:44.000 --> 00:15:46.000]  可能我不來
[00:15:46.000 --> 00:15:50.000]  當然來了
[00:15:50.000 --> 00:15:52.000]  可能沒有想過
[00:15:52.000 --> 00:15:54.000]  但我們想說
[00:15:54.000 --> 00:15:56.000]  是需要配套的
[00:15:56.000 --> 00:15:58.000]  只是來聽你講道
[00:15:58.000 --> 00:16:00.000]  我也不來
[00:16:00.000 --> 00:16:02.000]  會不會
[00:16:02.000 --> 00:16:04.000]  你當然不會了
[00:16:04.000 --> 00:16:06.000]  你這麼熟悉
[00:16:06.000 --> 00:16:08.000]  不是每個人都這樣想
[00:16:08.000 --> 00:16:10.000]  如果沒有音響
[00:16:10.000 --> 00:16:12.000]  沒有好音樂
[00:16:12.000 --> 00:16:14.000]  今天有沒有
[00:16:14.000 --> 00:16:16.000]  還可以
[00:16:16.000 --> 00:16:18.000]  其實不錯
[00:16:18.000 --> 00:16:20.000]  如果沒有
[00:16:20.000 --> 00:16:22.000]  你來不來
[00:16:22.000 --> 00:16:28.000]  教會是要講配套的
[00:16:28.000 --> 00:16:30.000]  所以沒有姓族之分
[00:16:30.000 --> 00:16:32.000]  沒有上下之分
[00:16:32.000 --> 00:16:34.000]  我兒子週末回來
[00:16:34.000 --> 00:16:36.000]  星期五回來
[00:16:36.000 --> 00:16:38.000]  他第一個訊息告訴我
[00:16:38.000 --> 00:16:40.000]  他說車的泵把掉了下來
[00:16:40.000 --> 00:16:42.000]  搞什麼鬼
[00:16:42.000 --> 00:16:44.000]  可能新手開車
[00:16:44.000 --> 00:16:46.000]  他們不太熟悉
[00:16:46.000 --> 00:16:48.000]  之前我女兒也發生過同一件事
[00:16:48.000 --> 00:16:50.000]  她開車泊車
[00:16:50.000 --> 00:16:52.000]  為什麼要走到這麼前
[00:16:52.000 --> 00:16:54.000]  有風不要洗地
[00:16:54.000 --> 00:16:56.000]  前面有個泊
[00:16:56.000 --> 00:16:58.000]  她這樣踩上去再退後
[00:16:58.000 --> 00:17:00.000]  整個泵把掉了下來
[00:17:00.000 --> 00:17:02.000]  泵把掉下來
[00:17:02.000 --> 00:17:04.000]  開不了車
[00:17:04.000 --> 00:17:06.000]  又要我走去搞
[00:17:06.000 --> 00:17:08.000]  我看到車子
[00:17:08.000 --> 00:17:10.000]  好像撞了泵的假牙
[00:17:10.000 --> 00:17:12.000]  我問怎麼開
[00:17:12.000 --> 00:17:14.000]  馬上又要花一點時間
[00:17:14.000 --> 00:17:16.000]  又要和他弄
[00:17:16.000 --> 00:17:18.000]  我想講的
[00:17:18.000 --> 00:17:22.000]  其實子女真的挺有恩慈
[00:17:22.000 --> 00:17:24.000]  我的子女挺有恩慈
[00:17:24.000 --> 00:17:26.000]  有增加我壓力的恩慈
[00:17:26.000 --> 00:17:30.000]  每個人都是這樣
[00:17:30.000 --> 00:17:32.000]  有些恩慈強一些
[00:17:32.000 --> 00:17:34.000]  有些弱一些
[00:17:34.000 --> 00:17:38.000]  人生真是煩惱
[00:17:38.000 --> 00:17:40.000]  我想說你的泵把
[00:17:40.000 --> 00:17:42.000]  對你的車的運作
[00:17:42.000 --> 00:17:44.000]  好像沒什麼影響
[00:17:44.000 --> 00:17:46.000]  其實很有影響
[00:17:46.000 --> 00:17:48.000]  假牙掉下來怎麼走
[00:17:48.000 --> 00:17:50.000]  所以要弄
[00:17:50.000 --> 00:17:52.000]  教會成長會去到樽頸位
[00:17:52.000 --> 00:17:54.000]  那個bottleneck
[00:17:54.000 --> 00:17:56.000]  有個bottleneck在那裏
[00:17:56.000 --> 00:17:58.000]  地方可能不夠人手可能不夠
[00:17:58.000 --> 00:18:00.000]  在我們的財務上不夠
[00:18:00.000 --> 00:18:02.000]  奉獻等等
[00:18:02.000 --> 00:18:04.000]  我們不如呼籲弟兄姐妹
[00:18:04.000 --> 00:18:06.000]  因為我們需要配套才有突破
