
[00:00:00.000 --> 00:00:01.120]   Let's do it together.
[00:02:58.700 --> 00:03:01.260]   but you know, we want to, you know,
[00:03:01.260 --> 00:03:05.000]   go into the word of God, and see what God has to say
[00:03:05.000 --> 00:03:07.980]   about being a healthier church, right?
[00:03:07.980 --> 00:03:10.540]   What does it mean to be a healthier Christian?
[00:03:10.540 --> 00:03:12.140]   Now, as we talk about, you know,
[00:03:12.140 --> 00:03:16.260]   new year's goals and resolutions,
[00:03:16.260 --> 00:03:18.140]   you know, we always think of, you know,
[00:03:18.140 --> 00:03:22.700]   there's some maybe poor habits we need to do away.
[00:03:22.700 --> 00:03:27.700]   Some new habits we need to redevelop, right, to pick up.
[00:03:27.700 --> 00:03:30.460]   Something like that, spiritual disciplines, right?
[00:03:30.460 --> 00:03:36.700]   You know, things like we have to change our lifestyle
[00:03:36.700 --> 00:03:38.260]   in order to be healthier,
[00:03:38.260 --> 00:03:40.500]   not just physically, but spiritually as well.
[00:03:40.500 --> 00:03:43.020]   So think about, as an individual question,
[00:03:43.020 --> 00:03:47.420]   how we should change in such a way to be healthier,
[00:03:47.420 --> 00:03:51.160]   and then as a group, as a corporate, as a body,
[00:03:51.160 --> 00:03:54.660]   as a community, how do we grow together
[00:03:54.660 --> 00:03:56.640]   to be a healthier church?
[00:03:56.640 --> 00:03:59.380]   So that is the new topic we need to talk about.
[00:03:59.380 --> 00:04:02.180]   Now, why do I want to talk about this?
[00:04:02.180 --> 00:04:05.620]   Because, you know, as you think about church
[00:04:05.620 --> 00:04:09.860]   as a community, as a family, we talk about relationship.
[00:04:09.860 --> 00:04:13.500]   Unless our relationship is healthy,
[00:04:13.500 --> 00:04:15.700]   our church will not be healthy.
[00:04:15.700 --> 00:04:18.100]   Unless your relationship with other people,
[00:04:18.100 --> 00:04:20.940]   Christians, non-Christians, brothers and sisters in Christ,
[00:04:20.940 --> 00:04:22.880]   you know, your siblings in your family,
[00:04:22.880 --> 00:04:25.080]   your parents or your children,
[00:04:25.080 --> 00:04:27.560]   unless your relationship is healthy,
[00:04:27.560 --> 00:04:29.700]   there's no way you can walk
[00:04:29.700 --> 00:04:35.220]   in a spiritual pathway of God, right?
[00:04:35.220 --> 00:04:40.220]   So we have to dig into how do we grow our relationship
[00:04:40.220 --> 00:04:44.580]   in a healthier way in order to be a healthier Christian
[00:04:44.580 --> 00:04:48.440]   as an individual and as a group, as a church.
[00:04:49.340 --> 00:04:52.700]   In fact, if you read through the Bible,
[00:04:52.700 --> 00:04:55.060]   there are many places in the Bible
[00:04:55.060 --> 00:04:57.900]   that describes church as a family.
[00:04:57.900 --> 00:05:04.760]   You know, in the first century, 2,000 years ago,
[00:05:04.760 --> 00:05:08.980]   in the time of Jesus, in the times of the first Christians,
[00:05:08.980 --> 00:05:13.780]   the early Christians, all churches are house churches.
[00:05:13.780 --> 00:05:16.540]   So they gather together, not in a separate building,
[00:05:16.540 --> 00:05:21.100]   but let's say we are the sample here in the first century.
[00:05:21.100 --> 00:05:23.500]   We're gonna gather together for worship,
[00:05:23.500 --> 00:05:26.460]   for fellowship on Sunday, on the Lord's Day,
[00:05:26.460 --> 00:05:29.060]   and we're gonna ask around different people,
[00:05:29.060 --> 00:05:33.500]   you have a house big enough for us to squeeze in, right?
[00:05:33.500 --> 00:05:36.860]   To sit together, to sing together, to pray together,
[00:05:36.860 --> 00:05:40.940]   and to study the word of God together is house church, right?
[00:05:40.940 --> 00:05:45.940]   It's pretty much the situation in many parts of China.
[00:05:46.780 --> 00:05:48.100]   Right?
[00:05:48.100 --> 00:05:53.100]   Having churches not in a separate building, but in houses.
[00:05:53.100 --> 00:05:58.260]   So when the apostle talks about church,
[00:05:58.260 --> 00:06:02.080]   he actually described the church as family,
[00:06:02.080 --> 00:06:03.740]   literally as a family,
[00:06:03.740 --> 00:06:08.420]   because the church will gather in your living room
[00:06:08.420 --> 00:06:10.140]   as a family, right?
[00:06:10.140 --> 00:06:12.380]   And all the members belong to the same family,
[00:06:12.380 --> 00:06:14.420]   the big family of God, right?
[00:06:14.420 --> 00:06:18.140]   Where you have, of course, your brother and sisters,
[00:06:18.140 --> 00:06:22.180]   someone who is directly related to you,
[00:06:22.180 --> 00:06:23.980]   but many of the other people
[00:06:23.980 --> 00:06:27.220]   who will squeeze into your living room in the house church
[00:06:27.220 --> 00:06:30.180]   are related in Christ, right?
[00:06:30.180 --> 00:06:32.260]   Sister and brothers in Christ.
[00:06:32.260 --> 00:06:36.060]   So in the days of Paul, all churches are house churches,
[00:06:36.060 --> 00:06:39.820]   and the family is the basic unit,
[00:06:39.820 --> 00:06:41.660]   not only just the society,
[00:06:41.660 --> 00:06:44.340]   but for church, capital C, church.
[00:06:44.340 --> 00:06:48.660]   That's why in this verse, Ephesians chapter two,
[00:06:48.660 --> 00:06:52.780]   it says you used to be Gentiles,
[00:06:52.780 --> 00:06:54.620]   not being part of the kingdom of God,
[00:06:54.620 --> 00:06:58.020]   not being related to the people of God,
[00:06:58.020 --> 00:07:02.140]   but now in Christ, you are no longer strangers,
[00:07:02.140 --> 00:07:05.520]   you're no longer foreigners, you're citizens.
[00:07:05.520 --> 00:07:09.460]   You are the people, along with all the holy people of God,
[00:07:09.460 --> 00:07:13.220]   and you belong to the family of God.
[00:07:13.220 --> 00:07:15.260]   You are members of God's family.
[00:07:15.260 --> 00:07:19.260]   That's why we need to talk about family relationship, right?
[00:07:19.260 --> 00:07:22.020]   Because I really believe that
[00:07:22.020 --> 00:07:27.660]   if our relationships are strong,
[00:07:27.660 --> 00:07:31.360]   if we are closer, if we grow together,
[00:07:31.360 --> 00:07:33.800]   then our church will grow.
[00:07:33.800 --> 00:07:38.760]   Now, if we don't grow in our relationship,
[00:07:38.760 --> 00:07:42.700]   if we don't grow mature in our relationship,
[00:07:42.700 --> 00:07:46.020]   our church will be stifled.
[00:07:46.020 --> 00:07:47.140]   So we need to talk about relationship,
[00:07:47.140 --> 00:07:51.200]   just as Paul, writing Ephesians, talking about relationship.
[00:07:51.200 --> 00:07:56.900]   Now, 2022, last year,
[00:07:56.900 --> 00:08:01.460]   there was a new survey done in United Kingdom, in England.
[00:08:01.460 --> 00:08:04.700]   So the survey asked a couple of questions.
[00:08:04.700 --> 00:08:06.340]   One of the question is,
[00:08:06.340 --> 00:08:08.600]   to ask different people on the street,
[00:08:08.600 --> 00:08:13.180]   and ask them, how many of you feel that the pandemic
[00:08:13.180 --> 00:08:17.340]   has improved your family relationship?
[00:08:17.340 --> 00:08:20.300]   How many of you feel that the pandemic,
[00:08:20.300 --> 00:08:22.800]   which lasts for how many years?
[00:08:22.800 --> 00:08:24.700]   Seems like forever.
[00:08:24.700 --> 00:08:27.100]   Three, four years, right?
[00:08:27.100 --> 00:08:28.980]   Three years, right?
[00:08:28.980 --> 00:08:32.980]   How many of you feel that COVID,
[00:08:32.980 --> 00:08:36.420]   the pandemic, has improved your relationship,
[00:08:36.420 --> 00:08:39.720]   particularly your marriage or your family relationship,
[00:08:39.720 --> 00:08:41.520]   parents and children and all that?
[00:08:41.520 --> 00:08:44.080]   How many of you feel that COVID has,
[00:08:44.080 --> 00:08:48.020]   three years, have improved your relationship?
[00:08:48.020 --> 00:08:51.580]   And the result is, take a guess.
[00:08:51.580 --> 00:08:55.400]   How many of those people, what's the percentage
[00:08:55.400 --> 00:08:59.560]   that would say COVID will improve our relationship?
[00:08:59.560 --> 00:09:04.640]   Exactly, one third only, one third only.
[00:09:05.520 --> 00:09:06.900]   Is that exciting?
[00:09:06.900 --> 00:09:09.540]   Not very exciting, right?
[00:09:09.540 --> 00:09:10.380]   Pretty sad.
[00:09:10.380 --> 00:09:11.600]   The second question is,
[00:09:11.600 --> 00:09:18.000]   they survey some of the largest family law firms in UK
[00:09:18.000 --> 00:09:24.440]   about the increase of divorce
[00:09:24.440 --> 00:09:28.080]   in the past three years of pandemic.
[00:09:28.080 --> 00:09:32.220]   And these law firms submit their results,
[00:09:32.220 --> 00:09:37.220]   and there was increase in terms of cases in divorce.
[00:09:37.220 --> 00:09:41.480]   Take a guess, percentage.
[00:09:41.480 --> 00:09:46.320]   How many percentage increase because of COVID for divorce?
[00:09:46.320 --> 00:09:49.500]   50, any?
[00:09:49.500 --> 00:09:53.120]   I tell you, it's 95%.
[00:09:53.120 --> 00:09:56.040]   Is that exciting?
[00:09:56.040 --> 00:09:58.020]   Is that exciting for lawyers?
[00:09:58.020 --> 00:10:01.040]   Not for the families, right?
[00:10:01.040 --> 00:10:02.240]   Not for the marriages.
[00:10:02.240 --> 00:10:06.320]   It is indeed very, very sad,
[00:10:06.320 --> 00:10:11.320]   because in reality, the pandemic
[00:10:11.320 --> 00:10:16.000]   has a lot of negative impact on our relationship.
[00:10:16.000 --> 00:10:17.000]   Now, think about it.
[00:10:17.000 --> 00:10:20.880]   And we go to the Word of God and say,
[00:10:20.880 --> 00:10:23.680]   what does God want, right?
[00:10:23.680 --> 00:10:25.880]   What does He require of us?
[00:10:25.880 --> 00:10:30.720]   How can we be renewed in our relationship, right?
[00:10:30.720 --> 00:10:34.520]   Because we are family of Christ, right?
[00:10:34.520 --> 00:10:37.680]   So I've chosen a passage today from the Bible,
[00:10:37.680 --> 00:10:39.920]   a very familiar passage.
[00:10:39.920 --> 00:10:42.620]   And I wanna think about this passage
[00:10:42.620 --> 00:10:46.440]   and what it means to be a family in Christ.
[00:10:46.440 --> 00:10:50.540]   What does it mean when Christ comes into our relationships,
[00:10:50.540 --> 00:10:52.440]   all of our relationships?
[00:10:52.440 --> 00:10:57.440]   Now, my relationship with my spouse, my children, if any,
[00:10:57.520 --> 00:10:59.800]   my brother and sisters, my in-laws,
[00:10:59.800 --> 00:11:02.920]   or my, any of our relationship in church
[00:11:02.920 --> 00:11:05.440]   or outside of the church, right?
[00:11:05.440 --> 00:11:06.560]   So let's think about it.
[00:11:06.560 --> 00:11:08.960]   But as I read through this passage,
[00:11:08.960 --> 00:11:11.960]   I want you to ask yourself,
[00:11:11.960 --> 00:11:15.440]   as if you are reading this passage the very first time,
[00:11:15.440 --> 00:11:19.920]   as you listen to the words of this passage
[00:11:19.920 --> 00:11:21.060]   the very first time,
[00:11:21.060 --> 00:11:23.680]   how do you feel about this passage?
[00:11:23.680 --> 00:11:25.980]   How do you feel about it?
[00:11:25.980 --> 00:11:27.240]   All right, are you ready?
[00:11:27.880 --> 00:11:28.800]   You ready?
[00:11:28.800 --> 00:11:30.960]   I'm gonna read through Ephesians 5,
[00:11:30.960 --> 00:11:33.960]   verses 21 and following.
[00:11:33.960 --> 00:11:39.800]   And further, submit to one another
[00:11:39.800 --> 00:11:41.880]   our reverence for Christ.
[00:11:41.880 --> 00:11:45.160]   For wives, this means submit to your husbands
[00:11:45.160 --> 00:11:46.280]   as to the Lord.
[00:11:46.280 --> 00:11:50.280]   For husband is the head of his wife,
[00:11:50.280 --> 00:11:52.360]   as Christ is the head of the church.
[00:11:52.360 --> 00:11:55.200]   He is the savior of his body to church.
[00:11:55.200 --> 00:11:57.040]   As the church submits to Christ,
[00:11:57.040 --> 00:12:01.680]   so you wives should submit to your husbands in everything.
[00:12:01.680 --> 00:12:06.920]   25, for husbands, this means love your wives
[00:12:06.920 --> 00:12:08.960]   just as Christ loved the church.
[00:12:08.960 --> 00:12:13.280]   He gave up his life for her to make her holy and clean,
[00:12:13.280 --> 00:12:15.760]   washed by the cleansing of God's word.
[00:12:15.760 --> 00:12:18.960]   He did this to present her to himself
[00:12:18.960 --> 00:12:21.520]   as a glorious church without spot or wrinkle
[00:12:21.520 --> 00:12:24.220]   or any kind of blemish.
[00:12:24.220 --> 00:12:27.660]   Instead, she will be holy and without fault.
[00:12:27.660 --> 00:12:30.520]   28, in the same way,
[00:12:30.520 --> 00:12:34.280]   husband ought to love their wives
[00:12:34.280 --> 00:12:37.120]   as they love their own bodies.
[00:12:37.120 --> 00:12:38.560]   For a man who loves his wife
[00:12:38.560 --> 00:12:41.860]   actually shows love for himself.
[00:12:41.860 --> 00:12:45.920]   No one hates his own body, but feeds and cares for it
[00:12:45.920 --> 00:12:48.720]   just as Christ cares for the church.
[00:12:48.720 --> 00:12:51.620]   And we are members of his body.
[00:12:52.960 --> 00:12:54.940]   31, as the scripture says,
[00:12:54.940 --> 00:12:58.940]   a man lives his father and mother is joined to his wife
[00:12:58.940 --> 00:13:02.060]   and the two are united into one.
[00:13:02.060 --> 00:13:04.360]   This is a great mystery,
[00:13:04.360 --> 00:13:06.460]   but it is an illustration
[00:13:06.460 --> 00:13:09.560]   of the way Christ and the church are one.
[00:13:09.560 --> 00:13:13.020]   So again, I say, each man must love his wife
[00:13:13.020 --> 00:13:15.000]   as he loves himself.
[00:13:15.000 --> 00:13:18.800]   The wife must respect her husband.
[00:13:18.800 --> 00:13:21.180]   All right, we're done.
[00:13:21.180 --> 00:13:22.420]   How do you feel about it?
[00:13:23.380 --> 00:13:25.700]   How do you feel about this passage,
[00:13:25.700 --> 00:13:29.900]   you know, reading it or listening to the word
[00:13:29.900 --> 00:13:31.380]   as if this is the first time?
[00:13:31.380 --> 00:13:34.100]   How do you feel about it?
[00:13:34.100 --> 00:13:37.980]   I tell you, as modern readers,
[00:13:37.980 --> 00:13:41.040]   there is something really hard to swallow, right?
[00:13:41.040 --> 00:13:43.460]   Some even find this passage oppressive,
[00:13:43.460 --> 00:13:46.060]   you know, because it seems like the passage
[00:13:46.060 --> 00:13:49.740]   is encouraging some sort of blind obedience, right?
[00:13:49.740 --> 00:13:53.660]   Especially for, on part of the wives, right?
[00:13:53.660 --> 00:13:55.980]   If you're a wife, if you're a female,
[00:13:55.980 --> 00:13:59.220]   you probably will read this passage as a modern reader,
[00:13:59.220 --> 00:14:04.140]   you will find trouble understanding what it means, right?
[00:14:04.140 --> 00:14:07.780]   Because we value 21st century, we modern people,
[00:14:07.780 --> 00:14:11.420]   we value equality, right?
[00:14:11.420 --> 00:14:14.440]   Husband and wives, you know, they are equal in status.
[00:14:16.620 --> 00:14:21.620]   So you may feel that it is so old and traditional, right?
[00:14:21.620 --> 00:14:26.620]   Wives, you know, we believe are not subjects,
[00:14:26.620 --> 00:14:29.660]   but partners in marriage.
[00:14:29.660 --> 00:14:30.500]   Amen?
[00:14:30.500 --> 00:14:32.180]   Amen, right?
[00:14:32.180 --> 00:14:36.640]   And we respect each other, there's no blind obedience.
[00:14:36.640 --> 00:14:40.300]   And even the servants,
[00:14:40.300 --> 00:14:44.620]   the following context will tell us,
[00:14:44.620 --> 00:14:49.220]   even the servants need to be free, right?
[00:14:49.220 --> 00:14:50.820]   They need to be free men.
[00:14:50.820 --> 00:14:56.140]   So how can this passage be related to us?
[00:14:56.140 --> 00:14:57.620]   That's the big question.
[00:14:57.620 --> 00:14:59.860]   What is the passage really talking about?
[00:14:59.860 --> 00:15:02.800]   Now, I think you heard me before.
[00:15:02.800 --> 00:15:08.100]   As we read the Bible, we need to understand
[00:15:08.100 --> 00:15:09.760]   the Bible is not written to us,
[00:15:09.760 --> 00:15:13.460]   but the Bible is written for us.
[00:15:14.460 --> 00:15:15.580]   Got it?
[00:15:15.580 --> 00:15:19.500]   The Bible is not directly written to us, right?
[00:15:19.500 --> 00:15:23.420]   There's no way by saying this would devalue,
[00:15:23.420 --> 00:15:25.680]   you know, the sacredness of scripture.
[00:15:25.680 --> 00:15:30.680]   Because as God revealed himself through scripture,
[00:15:30.680 --> 00:15:34.580]   he has to use some of the ideologies,
[00:15:34.580 --> 00:15:38.160]   some of the wordings that were familiar
[00:15:38.160 --> 00:15:40.140]   to the first audience, right?
[00:15:40.140 --> 00:15:42.140]   In order to communicate to them, right?
[00:15:42.140 --> 00:15:44.820]   Using the language or the cultural values
[00:15:44.820 --> 00:15:46.580]   that they are familiar with,
[00:15:46.580 --> 00:15:49.620]   and to communicate some eternal truth to them, right?
[00:15:49.620 --> 00:15:51.740]   So it's not directly written to us,
[00:15:51.740 --> 00:15:54.460]   it's directly written to them, using their language,
[00:15:54.460 --> 00:15:58.580]   using their categories to communicate
[00:15:58.580 --> 00:16:02.420]   some of the eternal truth that would be applicable
[00:16:02.420 --> 00:16:05.180]   for all cultures and all times and space, right?
[00:16:05.180 --> 00:16:07.820]   So it's not written directly to us, it's written directly
[00:16:07.820 --> 00:16:08.680]   to them.
[00:16:08.680 --> 00:16:10.980]   So we have to understand the scripture
[00:16:10.980 --> 00:16:13.620]   or read the scripture as if we were
[00:16:13.620 --> 00:16:17.180]   first century Christians.
[00:16:17.180 --> 00:16:20.260]   If we live in the Roman Empire, in the time of Jesus,
[00:16:20.260 --> 00:16:25.260]   in the time of Paul, then we probably will be better,
[00:16:25.260 --> 00:16:29.700]   on a better place to understand the real meaning
[00:16:29.700 --> 00:16:30.840]   of the scripture.
[00:16:30.840 --> 00:16:35.940]   Now, as you can tell, you know, every society has their own,
[00:16:35.940 --> 00:16:38.260]   you know, understanding of the responsibility
[00:16:38.260 --> 00:16:41.420]   and roles of, you know, different members, right?
[00:16:41.420 --> 00:16:44.720]   Male are expected to do something, right?
[00:16:44.720 --> 00:16:46.460]   Or behave in such a way.
[00:16:46.460 --> 00:16:51.260]   And female are expected to behave in some other way, right?
[00:16:51.260 --> 00:16:54.180]   Every society, you know, ancient or modern,
[00:16:54.180 --> 00:16:57.980]   there are always some sort of, you know, social categories
[00:16:57.980 --> 00:17:02.300]   to, well, you can say box in,
[00:17:02.300 --> 00:17:07.300]   but, you know, in some way it's to define who we are, right?
[00:17:08.260 --> 00:17:11.140]   Based on gender or based on, you know, different roles
[00:17:11.140 --> 00:17:14.180]   in the society, in the relationship.
[00:17:14.180 --> 00:17:18.020]   Now, it is the same way in the first century,
[00:17:18.020 --> 00:17:23.940]   in biblical time, in the Roman Empire.
[00:17:23.940 --> 00:17:26.580]   There was some sort of, you know,
[00:17:26.580 --> 00:17:32.380]   social understanding of how wife should behave
[00:17:32.380 --> 00:17:34.700]   and how husband should behave,
[00:17:34.700 --> 00:17:38.460]   how the master of the household should behave, right?
[00:17:38.460 --> 00:17:43.340]   It's just part of the social fabric of the time.
[00:17:43.340 --> 00:17:47.620]   Now, reading this passage in the first century context,
[00:17:47.620 --> 00:17:51.520]   we can call it household codes,
[00:17:51.520 --> 00:17:56.900]   household regulations, household principles, right?
[00:17:56.900 --> 00:18:01.660]   I know you probably heard of a name called Aristotle,
[00:18:01.660 --> 00:18:03.120]   right, Aristotle.
[00:18:04.160 --> 00:18:05.840]   Ring any bell?
[00:18:05.840 --> 00:18:10.140]   Aristotle is a great philosopher, a great teacher.
[00:18:10.140 --> 00:18:14.620]   He wrote a lot of things about social relationship.
[00:18:14.620 --> 00:18:17.680]   And in one of his writings called "Politics,"
[00:18:17.680 --> 00:18:22.340]   Aristotle talked about household management.
[00:18:22.340 --> 00:18:25.260]   And he said about regarding household management,
[00:18:25.260 --> 00:18:26.880]   there were three parts.
[00:18:26.880 --> 00:18:31.140]   There were three different dynamics
[00:18:31.140 --> 00:18:34.400]   for every head of the household he has to manage.
[00:18:34.400 --> 00:18:38.300]   The first one is the rule of a master over slaves,
[00:18:38.300 --> 00:18:39.400]   over the servants.
[00:18:39.400 --> 00:18:45.260]   The second aspect is the rule of a father over the children.
[00:18:45.260 --> 00:18:51.320]   And then the third one is a husband ruling over the wives.
[00:18:51.320 --> 00:18:57.600]   Now, three categories or three aspects
[00:18:57.600 --> 00:19:02.380]   of a man's relationship in the entire household.
[00:19:02.380 --> 00:19:06.900]   Now, this is called the household code, right?
[00:19:06.900 --> 00:19:11.900]   So that is the popular understanding on the street.
[00:19:11.900 --> 00:19:18.660]   So if you go back to Rome in Jesus' day,
[00:19:18.660 --> 00:19:19.740]   in the first century,
[00:19:19.740 --> 00:19:21.420]   and you ask the people on the street, right,
[00:19:21.420 --> 00:19:25.300]   male or female, you ask them, "Hey, what's the role?"
[00:19:25.300 --> 00:19:26.940]   "Oh, you are male."
[00:19:26.940 --> 00:19:28.800]   "What is your role and responsibility?
[00:19:28.800 --> 00:19:31.400]   "What is your duty in the household?"
[00:19:31.400 --> 00:19:35.640]   And he would probably be able to cite you
[00:19:35.640 --> 00:19:37.080]   something like that.
[00:19:37.080 --> 00:19:39.280]   Oh, there are three ways I need to relate
[00:19:39.280 --> 00:19:41.480]   to my household and manage them.
[00:19:41.480 --> 00:19:45.780]   One is my servant, and one is my children,
[00:19:45.780 --> 00:19:48.480]   one is my wife, right?
[00:19:48.480 --> 00:19:53.480]   So they would be able to tell you that the popular idea
[00:19:54.720 --> 00:19:59.720]   that a male will rule over his household as a sovereign,
[00:19:59.720 --> 00:20:04.100]   almost like absolute authority.
[00:20:04.100 --> 00:20:09.160]   And the male is ruling the subordinates,
[00:20:09.160 --> 00:20:14.160]   and the subordinates are the servants, right?
[00:20:14.160 --> 00:20:16.100]   The wife and the children.
[00:20:16.100 --> 00:20:17.620]   So there are three parts, right?
[00:20:17.620 --> 00:20:22.620]   So the consensus is that the man is justified
[00:20:22.720 --> 00:20:27.720]   to rule over his household because wives, servants,
[00:20:27.720 --> 00:20:31.980]   and children are by nature inferiors, right?
[00:20:31.980 --> 00:20:34.100]   They are subordinates, they are to submit.
[00:20:34.100 --> 00:20:37.180]   So the purpose of the household codes like this
[00:20:37.180 --> 00:20:39.540]   in Paul's day, in the first century,
[00:20:39.540 --> 00:20:42.100]   is to maintain a good order,
[00:20:42.100 --> 00:20:46.160]   a good hierarchical order in the Roman Empire.
[00:20:46.160 --> 00:20:49.960]   The Roman society is peaceful, is secure,
[00:20:49.960 --> 00:20:53.580]   is all because all the household heads,
[00:20:53.580 --> 00:20:56.660]   the males, the sovereign in the household
[00:20:56.660 --> 00:21:00.800]   are managing the family properly.
[00:21:00.800 --> 00:21:04.980]   Now with that understanding,
[00:21:04.980 --> 00:21:07.200]   you go to the book of Ephesians,
[00:21:07.200 --> 00:21:09.780]   you find something really interesting
[00:21:09.780 --> 00:21:14.780]   'cause Paul is almost citing or using some of these ideas,
[00:21:16.240 --> 00:21:20.260]   but he used it and twisted it in such a way
[00:21:20.260 --> 00:21:21.560]   and turned it upside down.
[00:21:21.560 --> 00:21:25.600]   Now if you're familiar with the book of Ephesians,
[00:21:25.600 --> 00:21:28.120]   as Paul talks about the family church,
[00:21:28.120 --> 00:21:31.720]   the family relationship, he talks about three parts.
[00:21:31.720 --> 00:21:34.680]   First, what we have just read,
[00:21:34.680 --> 00:21:37.060]   husband and wife relationship.
[00:21:37.060 --> 00:21:40.140]   And then the second part, if you go on with the passage,
[00:21:40.140 --> 00:21:43.160]   he talks about a father and children.
[00:21:43.160 --> 00:21:45.240]   And then he talks about what?
[00:21:45.240 --> 00:21:46.720]   Master and slaves, right?
[00:21:46.720 --> 00:21:48.860]   Master and servants.
[00:21:48.860 --> 00:21:53.860]   But Paul is not just copycatting the ideas of his day.
[00:21:53.860 --> 00:21:59.240]   He's using the idea of his day,
[00:21:59.240 --> 00:22:01.520]   the social understanding of his day,
[00:22:01.520 --> 00:22:04.060]   and put a new meaning in Christ.
[00:22:04.060 --> 00:22:08.760]   Twist it and almost turn it upside down.
[00:22:08.760 --> 00:22:12.280]   Let me tell you the context, okay?
[00:22:12.280 --> 00:22:15.960]   We just read 522 to 33.
[00:22:15.960 --> 00:22:17.200]   If you keep on reading,
[00:22:17.200 --> 00:22:19.560]   he talks about other relationship, right?
