
[00:00:00.000 --> 00:00:06.980]  不知道你最近在聖經或Google上在搜尋甚麼
[00:01:57.900 --> 00:02:01.900]  我們都鼓勵你
[00:02:01.900 --> 00:02:06.900]  不一定要加入APP和我們一起讀經
[00:02:06.900 --> 00:02:10.900]  以往我試過有一個素靈的習作
[00:02:10.900 --> 00:02:12.900]  我覺得對我有幫助
[00:02:12.900 --> 00:02:17.900]  就是每天我看一章的針研
[00:02:17.900 --> 00:02:19.900]  每天看一章的針研
[00:02:19.900 --> 00:02:21.900]  針研有31章
[00:02:21.900 --> 00:02:23.900]  所以第一天
[00:02:23.900 --> 00:02:24.900]  今天幾號?
[00:02:24.900 --> 00:02:26.900]  13號才算
[00:02:26.900 --> 00:02:27.900]  看13章
[00:02:27.900 --> 00:02:29.900]  第13章看完了
[00:02:29.900 --> 00:02:31.900]  到明天我就看第14章
[00:02:31.900 --> 00:02:37.900]  同樣的我們都是用神的話語來親近上帝自己
[00:02:37.900 --> 00:02:41.900]  在聖經裡面有很多值得我們留意和搜索的東西
[00:02:41.900 --> 00:02:45.900]  讓我們這幾個星期來更加清楚
[00:02:45.900 --> 00:02:48.900]  到底人在找什麼呢?
[00:02:48.900 --> 00:02:51.900]  為什麼我們會在聖經裡面找這些東西
[00:02:51.900 --> 00:02:55.900]  而你在聖經裡面是想找什麼呢?
[00:02:55.900 --> 00:02:58.900]  我們就看去年2018年
[00:02:58.900 --> 00:03:02.900]  到底人們在找什麼聖經呢?
[00:03:02.900 --> 00:03:05.900]  上個星期我們講到耶利米蘇29章
[00:03:05.900 --> 00:03:09.900]  那裡講到上帝對我們的計劃
[00:03:09.900 --> 00:03:11.900]  對我們的意念
[00:03:11.900 --> 00:03:13.900]  是一些祝福的意念
[00:03:13.900 --> 00:03:15.900]  降和的意念
[00:03:15.900 --> 00:03:17.900]  我們解釋了那段聖經
[00:03:17.900 --> 00:03:19.900]  想問問你到底在講什麼
[00:03:19.900 --> 00:03:23.900]  今天我們就看另一段是去年特別
[00:03:23.900 --> 00:03:25.900]  其實這個是第一章
[00:03:25.900 --> 00:03:27.900]  根據新版本
[00:03:27.900 --> 00:03:31.900]  是最多人分享和記錄的一段聖經
[00:03:31.900 --> 00:03:33.900]  就是以賽雅書第41章第10節
[00:03:33.900 --> 00:03:35.900]  這個也很驚訝
[00:03:35.900 --> 00:03:39.900]  因為這個不是教會裡面這麼多年我們會背的聖經
[00:03:39.900 --> 00:03:46.900]  不過居然在新版本裡面是最多人分享和傳遞的一段聖經
[00:03:46.900 --> 00:03:48.900]  這段聖經說什麼呢?
[00:03:48.900 --> 00:03:50.900]  他說你不要害怕
[00:03:50.900 --> 00:03:52.900]  因為我與你同在
[00:03:52.900 --> 00:03:54.900]  不要驚慌因為我是你的神
[00:03:54.900 --> 00:03:56.900]  我必兼顧你
[00:03:56.900 --> 00:03:57.900]  我必幫助你
[00:03:57.900 --> 00:04:00.900]  我必用我公義的右手扶持你
[00:04:00.900 --> 00:04:05.900]  不知道這段聖經能不能給你一些提醒
[00:04:05.900 --> 00:04:08.900]  今天你可能遇見一些難阻
[00:04:08.900 --> 00:04:11.900]  或者一些迷失的時候
[00:04:11.900 --> 00:04:14.900]  這段聖經可能就是因為這個緣故
[00:04:14.900 --> 00:04:16.900]  起碼看表面
[00:04:16.900 --> 00:04:20.900]  你都知道上帝肯與我同在
[00:04:20.900 --> 00:04:22.900]  無論我遇見什麼困難都好
[00:04:22.900 --> 00:04:24.900]  祂用右手來扶持我
[00:04:24.900 --> 00:04:27.900]  正如我們所說
[00:04:27.900 --> 00:04:29.900]  我們想用一個大一點的圖畫來看
[00:04:29.900 --> 00:04:31.900]  到底這段聖經
[00:04:31.900 --> 00:04:33.900]  這些人搜索的聖經
[00:04:33.900 --> 00:04:35.900]  到底想說什麼
[00:04:35.900 --> 00:04:37.900]  大家知道《以塞瓦書》
[00:04:37.900 --> 00:04:42.900]  有些人說是一本很難看的書
[00:04:42.900 --> 00:04:45.900]  我們剛剛開始讀經計劃的時候
[00:04:45.900 --> 00:04:48.900]  我們三十多人大概都能拍得上
[00:04:48.900 --> 00:04:50.900]  都追得上
[00:04:50.900 --> 00:04:53.900]  剛才吳牧師說了一句什麼話
[00:04:53.900 --> 00:04:56.900]  「虎頭蛇尾」
[00:04:56.900 --> 00:04:59.900]  開始的時候當然容易
[00:04:59.900 --> 00:05:01.900]  到你看到《以塞瓦書》的時候就不是了
[00:05:01.900 --> 00:05:03.900]  是一本很難看的書
[00:05:03.900 --> 00:05:05.900]  因為有很長
[00:05:05.900 --> 00:05:07.900]  當然不是最長的《以塞瓦書》
[00:05:07.900 --> 00:05:08.900]  你不要誤會
[00:05:08.900 --> 00:05:10.900]  是《耶利米蘇》才是最長的
[00:05:10.900 --> 00:05:12.900]  《以塞瓦書》都很長
[00:05:12.900 --> 00:05:13.900]  有66章
[00:05:13.900 --> 00:05:15.900]  裡面說的內容很多
[00:05:15.900 --> 00:05:17.900]  所以是很難看的
[00:05:17.900 --> 00:05:19.900]  有些人說參加一些查經班
[00:05:19.900 --> 00:05:21.900]  去看《以塞瓦書》的時候
[00:05:21.900 --> 00:05:22.900]  就覺得很困難
[00:05:22.900 --> 00:05:24.900]  因為說來說去不知道想說什麼
[00:05:24.900 --> 00:05:28.900]  所以我們要了解一下
[00:05:28.900 --> 00:05:30.900]  到底《以塞瓦書》是說什麼
[00:05:30.900 --> 00:05:32.900]  只有20-30分鐘
[00:05:32.900 --> 00:05:35.900]  到底《以塞瓦書》是想說什麼
[00:05:35.900 --> 00:05:37.900]  大概我想告訴你
[00:05:37.900 --> 00:05:39.900]  《以塞瓦書》又叫做
[00:05:39.900 --> 00:05:40.900]  為什麼這麼重要
[00:05:40.900 --> 00:05:42.900]  因為它又叫做Fifth Gospel
[00:05:42.900 --> 00:05:44.900]  第五本的福音書
[00:05:44.900 --> 00:05:45.900]  大家知道
[00:05:45.900 --> 00:05:47.900]  就算今天第一次來我們教會
[00:05:47.900 --> 00:05:49.900]  你是不離開教會
[00:05:49.900 --> 00:05:51.900]  不看聖經的
[00:05:51.900 --> 00:05:53.900]  你知道聖經分類
[00:05:53.900 --> 00:05:55.900]  可以分成兩大部分
[00:05:55.900 --> 00:05:57.900]  第一部分是前一部分
[00:05:57.900 --> 00:06:00.900]  就是舊約傳書
[00:06:00.900 --> 00:06:02.900]  39本書
[00:06:02.900 --> 00:06:03.900]  舊約傳書
[00:06:03.900 --> 00:06:04.900]  或者希伯來聖經
[00:06:04.900 --> 00:06:05.900]  Hebrew Bible
[00:06:05.900 --> 00:06:07.900]  舊約傳書就是第一部分
[00:06:07.900 --> 00:06:09.900]  第二部分就是新約傳書
[00:06:09.900 --> 00:06:12.900]  到底舊約和新約有什麼分別
[00:06:12.900 --> 00:06:13.900]  其實很簡單
[00:06:13.900 --> 00:06:17.900]  舊約就好像一隊音樂隊
[00:06:17.900 --> 00:06:20.900]  他們在唱一首歌
[00:06:20.900 --> 00:06:22.900]  就是說將來的救主會來了
[00:06:22.900 --> 00:06:24.900]  他很快就會來了
[00:06:24.900 --> 00:06:26.900]  舊約的師班就是唱這首歌
[00:06:26.900 --> 00:06:28.900]  新約的師班就不是
[00:06:28.900 --> 00:06:30.900]  新約的師班就是唱
[00:06:30.900 --> 00:06:32.900]  救主已經來了
[00:06:32.900 --> 00:06:33.900]  他曾經來了
[00:06:33.900 --> 00:06:36.900]  並且他將來會再回來
[00:06:36.900 --> 00:06:39.900]  所以舊約和新約有什麼分別
[00:06:39.900 --> 00:06:41.900]  你知道新約傳書裡面有四本福音書
[00:06:41.900 --> 00:06:42.900]  開頭的四本就是
[00:06:42.900 --> 00:06:46.900]  《馬太》《馬可》《路加》和《約翰福音》
[00:06:46.900 --> 00:06:48.900]  那裡就介紹耶穌的生平
[00:06:48.900 --> 00:06:50.900]  祂的傳道
[00:06:50.900 --> 00:06:51.900]  死而復活
[00:06:51.900 --> 00:06:52.900]  升天等等
[00:06:52.900 --> 00:06:55.900]  所以初信的弟兄姊妹
[00:06:55.900 --> 00:06:58.900]  剛剛想認識信仰的
[00:06:58.900 --> 00:07:00.900]  你就應該去看這四本福音書
[00:07:00.900 --> 00:07:01.900]  新約
[00:07:01.900 --> 00:07:04.900]  舊約的福音書
[00:07:04.900 --> 00:07:06.900]  可以叫做《爾賽亞書》
[00:07:06.900 --> 00:07:07.900]  為什麼呢
[00:07:07.900 --> 00:07:09.900]  因為那六十六章的聖經
[00:07:09.900 --> 00:07:10.900]  《爾賽亞書》
[00:07:10.900 --> 00:07:12.900]  就將整個舊約的福音
[00:07:12.900 --> 00:07:13.900]  那個是盼望
[00:07:13.900 --> 00:07:16.900]  就是說師班將
[00:07:16.900 --> 00:07:18.900]  唱那首歌
[00:07:18.900 --> 00:07:20.900]  就是說救主將會來到的時候
[00:07:20.900 --> 00:07:22.900]  他是怎麼樣的呢
[00:07:22.900 --> 00:07:24.900]  上帝怎樣去成就他的救恩
[00:07:24.900 --> 00:07:26.900]  救我們離開死亡
[00:07:26.900 --> 00:07:27.900]  離開罪惡呢
[00:07:27.900 --> 00:07:29.900]  其實在《爾賽亞書》就夠了
[00:07:29.900 --> 00:07:32.900]  就是說你將舊約所有書卷燒掉
[00:07:32.900 --> 00:07:34.900]  如果你只留下一本的話
[00:07:34.900 --> 00:07:37.900]  你都可以掌握整個舊約裡面的
[00:07:37.900 --> 00:07:39.900]  上帝想說的話
[00:07:39.900 --> 00:07:41.900]  就留在《爾賽亞書》就夠了
[00:07:41.900 --> 00:07:43.900]  這本就是《艾賽亞》
[00:07:43.900 --> 00:07:45.900]  提到《爾賽亞書》
[00:07:45.900 --> 00:07:47.900]  去年發生什麼事呢
[00:07:47.900 --> 00:07:48.900]  我想告訴你
[00:07:48.900 --> 00:07:50.900]  因為你在教會一定要知道
[00:07:50.900 --> 00:07:52.900]  這些很少人會說的
[00:07:52.900 --> 00:07:54.900]  只有我會說的
[00:07:54.900 --> 00:07:56.900]  去年發生什麼事呢
[00:07:56.900 --> 00:07:57.900]  去年有一宗新聞
[00:07:57.900 --> 00:07:59.900]  就是說在《爾賽亞》那裡
[00:07:59.900 --> 00:08:01.900]  找到一張很小的
[00:08:01.900 --> 00:08:03.900]  手甲那麼小
[00:08:03.900 --> 00:08:05.900]  一個印章
[00:08:05.900 --> 00:08:08.900]  那個印章是一個泥印章
[00:08:08.900 --> 00:08:10.900]  你知道以前的人
[00:08:10.900 --> 00:08:11.900]  他們寫完東西
[00:08:11.900 --> 00:08:13.900]  在羊皮上寫完之後
[00:08:13.900 --> 00:08:15.900]  那些經文
[00:08:15.900 --> 00:08:16.900]  他們就會捲起來
[00:08:16.900 --> 00:08:18.900]  然後用繩子紮住
[00:08:18.900 --> 00:08:21.900]  然後就會弄一塊泥在那裡
[00:08:21.900 --> 00:08:23.900]  然後用一塊戒指
[00:08:23.900 --> 00:08:28.900]  就會在泥上封上經書
[00:08:28.900 --> 00:08:30.900]  就是authorize(允許)它
[00:08:30.900 --> 00:08:32.900]  封上它
[00:08:32.900 --> 00:08:34.900]  或者給它一個權柄
[00:08:34.900 --> 00:08:36.900]  去年就在《爾賽亞》那裡
[00:08:36.900 --> 00:08:41.900]  就說到一宗很頭條的新聞
[00:08:41.900 --> 00:08:43.900]  就是找到這個印章
[00:08:43.900 --> 00:08:45.900]  這個印章是說什麼的呢
[00:08:45.900 --> 00:08:47.900]  這個印章那麼小
[00:08:47.900 --> 00:08:50.900]  你看到它是分上中下三部分的
[00:08:50.900 --> 00:08:54.900]  頭那部分的左上角已經脫落了
[00:08:54.900 --> 00:08:55.900]  沒有了
[00:08:55.900 --> 00:08:56.900]  就是爛了
[00:08:56.900 --> 00:09:02.900]  你看到略略是一隻鹿仔的尾巴
[00:09:02.900 --> 00:09:04.900]  和它們後面兩隻腳
[00:09:04.900 --> 00:09:05.900]  看到嗎
[00:09:05.900 --> 00:09:06.900]  看到吧
[00:09:06.900 --> 00:09:07.900]  OK吧
[00:09:07.900 --> 00:09:09.900]  是鹿仔的尾巴
[00:09:09.900 --> 00:09:10.900]  你不覺得是嗎
[00:09:10.900 --> 00:09:14.900]  當然這些是比較很多其他找到的
[00:09:14.900 --> 00:09:15.900]  人都刁鹿
[00:09:15.900 --> 00:09:16.900]  這隻當然是鹿
[00:09:16.900 --> 00:09:17.900]  難道是狗嗎
[00:09:17.900 --> 00:09:20.900]  中間那部分
[00:09:20.900 --> 00:09:22.900]  你把它翻譯出來
[00:09:22.900 --> 00:09:24.900]  就是Le-Yeshayahu
[00:09:24.900 --> 00:09:26.900]  Le是什麼意思呢
[00:09:26.900 --> 00:09:31.900]  Le就是在白俄文裡的意思
[00:09:31.900 --> 00:09:32.900]  就是belonging to
[00:09:32.900 --> 00:09:33.900]  屬於
[00:09:33.900 --> 00:09:37.900]  Yeshayahu像什麼名字呢
[00:09:37.900 --> 00:09:39.900]  就是Isaiah
[00:09:39.900 --> 00:09:42.900]  爾賽亞
[00:09:42.900 --> 00:09:44.900]  它是屬於爾賽亞
[00:09:44.900 --> 00:09:46.900]  belonging to Isaiah
[00:09:46.900 --> 00:09:51.900]  然後下面有三個或者四個字母
[00:09:51.900 --> 00:09:53.900]  你重構出來大概應該有四個字母
[00:09:53.900 --> 00:09:55.900]  就是Navi
[00:09:55.900 --> 00:09:58.900]  就是Prophet的意思
[00:09:58.900 --> 00:10:00.900]  Navi就是希伯來文Prophet的意思
[00:10:00.900 --> 00:10:02.900]  就是先知
[00:10:02.900 --> 00:10:05.900]  所以整句就是Le-Yeshayahu Navi
[00:10:05.900 --> 00:10:09.900]  就是屬於爾賽亞先知
[00:10:09.900 --> 00:10:11.900]  這個就很大新聞了
[00:10:11.900 --> 00:10:15.900]  不單在以色列世界裡面很大新聞
[00:10:15.900 --> 00:10:19.900]  聽說最近這東西還去了美國
[00:10:19.900 --> 00:10:22.900]  不知道是Kentucky還是哪裡
[00:10:22.900 --> 00:10:25.900]  在那裡展覽
[00:10:25.900 --> 00:10:27.900]  不是在那裡嗎
[00:10:27.900 --> 00:10:30.900]  Anyway在美國
[00:10:30.900 --> 00:10:33.900]  你把它翻譯出來之後
[00:10:33.900 --> 00:10:35.900]  你就發現為什麼這麼大件事
[00:10:35.900 --> 00:10:37.900]  因為從來沒有出過一件東西
[00:10:37.900 --> 00:10:40.900]  是跟爾賽亞有關的
[00:10:40.900 --> 00:10:42.900]  那你猜
[00:10:42.900 --> 00:10:44.900]  爾賽亞這個人
[00:10:44.900 --> 00:10:46.900]  雖然是一個希伯來文
[00:10:46.900 --> 00:10:50.900]  希伯來文裡面很普通的一個名字
[00:10:50.900 --> 00:10:54.900]  但是又是Navi的話
[00:10:54.900 --> 00:10:56.900]  又是先知的話
[00:10:56.900 --> 00:10:59.900]  似乎只有一個人
[00:10:59.900 --> 00:11:04.900]  所以這個就是第一次出現
[00:11:04.900 --> 00:11:06.900]  有聖經裡面
[00:11:06.900 --> 00:11:08.900]  爾賽亞這個人
[00:11:08.900 --> 00:11:09.900]  一件東西
[00:11:09.900 --> 00:11:11.900]  一件可以摸到的東西
[00:11:11.900 --> 00:11:14.900]  正如你看聖經要看上下文
[00:11:14.900 --> 00:11:16.900]  其實找這些東西都要看上下文
[00:11:16.900 --> 00:11:18.900]  意思就是找找它的context
[00:11:18.900 --> 00:11:20.900]  到底是從哪裡找出來的
[00:11:20.900 --> 00:11:23.900]  當然這東西不是去年發現的
[00:11:23.900 --> 00:11:25.900]  是幾十年前發現的
[00:11:25.900 --> 00:11:28.900]  不過放在博物館的儲存室裡面很久
[00:11:28.900 --> 00:11:30.900]  然後才清洗
[00:11:30.900 --> 00:11:32.900]  然後因為現在的鏡頭越來越厲害
[00:11:32.900 --> 00:11:34.900]  那些camera越來越厲害
[00:11:34.900 --> 00:11:36.900]  你想想你帶著那個camera
[00:11:36.900 --> 00:11:38.900]  一千塊的電話
[00:11:38.900 --> 00:11:39.900]  厲害到不得了
[00:11:39.900 --> 00:11:42.900]  所以有新的photography的technique
[00:11:42.900 --> 00:11:46.900]  才能夠將這些東西再一次呈現出來
[00:11:46.900 --> 00:11:47.900]  但無論如何
[00:11:47.900 --> 00:11:49.900]  這個東西到底在哪裡找到的
[00:11:49.900 --> 00:11:51.900]  奇怪的地方就是這樣
[00:11:51.900 --> 00:11:55.900]  這東西附近大概十呎左右
[00:11:55.900 --> 00:11:58.900]  就是我跟你前面那一行那個
[00:11:58.900 --> 00:11:59.900]  大概十呎左右
[00:11:59.900 --> 00:12:01.900]  又找到另外一顆
[00:12:01.900 --> 00:12:02.900]  那顆是什麼呢
[00:12:02.900 --> 00:12:06.900]  那顆就是這顆
[00:12:06.900 --> 00:12:07.900]  那是什麼呢
[00:12:07.900 --> 00:12:09.900]  你把它翻譯出來的話
[00:12:09.900 --> 00:12:11.900]  它裡面說什麼呢
[00:12:11.900 --> 00:12:13.900]  它就說
[00:12:13.900 --> 00:12:17.900]  Hesychia Ahaz
[00:12:17.900 --> 00:12:19.900]  Malek Yahudi
[00:12:19.900 --> 00:12:23.900]  就是說屬於Hesychia
[00:12:23.900 --> 00:12:24.900]  希西加
[00:12:24.900 --> 00:12:27.900]  Ahaz就是阿哈斯
[00:12:27.900 --> 00:12:28.900]  聖經講得很清楚
[00:12:28.900 --> 00:12:31.900]  阿哈斯的兒子希西加作王
[00:12:31.900 --> 00:12:33.900]  然後下面那一行
[00:12:33.900 --> 00:12:37.900]  就是King of Judah
[00:12:37.900 --> 00:12:40.900]  Malek Yahudi
[00:12:40.900 --> 00:12:42.900]  猶大的王
[00:12:42.900 --> 00:12:44.900]  你想想十呎以外
[00:12:44.900 --> 00:12:47.900]  這麼近的
[00:12:47.900 --> 00:12:48.900]  就找到這一顆
[00:12:48.900 --> 00:12:49.900]  中間那些是什麼呢
[00:12:49.900 --> 00:12:50.900]  那兩隻東西
[00:12:50.900 --> 00:12:51.900]  然後有個太陽
[00:12:51.900 --> 00:12:54.900]  然後有些太陽光射出來
[00:12:54.900 --> 00:12:55.900]  這樣可以吧
[00:12:55.900 --> 00:12:57.900]  明白了
[00:12:57.900 --> 00:12:58.900]  換句話說
[00:12:58.900 --> 00:13:00.900]  換句話說這兩顆東西
[00:13:00.900 --> 00:13:05.900]  就是用一隻戒指做出來的
[00:13:05.900 --> 00:13:07.900]  這些是很個人的東西
[00:13:07.900 --> 00:13:10.900]  這些所謂印象所產生出來的東西
[00:13:10.900 --> 00:13:13.900]  因為那隻戒指可能只有一隻
[00:13:13.900 --> 00:13:14.900]  正如你這隻結婚戒指
[00:13:14.900 --> 00:13:16.900]  你不會讓我戴吧
[00:13:16.900 --> 00:13:17.900]  我們不會說
[00:13:17.900 --> 00:13:18.900]  我們交換戴一下
[00:13:18.900 --> 00:13:19.900]  這樣很漂亮
[00:13:19.900 --> 00:13:21.900]  因為這些是很個人的東西
[00:13:21.900 --> 00:13:23.900]  所以這些印象都是很個人的東西
[00:13:23.900 --> 00:13:25.900]  這裡呢
[00:13:25.900 --> 00:13:27.900]  這顆東西是幾年前
[00:13:27.900 --> 00:13:28.900]  都是一個頭條新聞
[00:13:28.900 --> 00:13:30.900]  但問題就是這樣
[00:13:30.900 --> 00:13:32.900]  為什麼這麼近可以找到
[00:13:32.900 --> 00:13:34.900]  那那個耶穌一號
[00:13:34.900 --> 00:13:36.900]  或者屬於以賽雅的那個印象
[00:13:36.900 --> 00:13:38.900]  到底是不是先知以賽雅呢
[00:13:38.900 --> 00:13:40.900]  那個機會率就大很多
[00:13:40.900 --> 00:13:41.900]  因為聖經裡面
[00:13:41.900 --> 00:13:43.900]  以賽雅先知
[00:13:43.900 --> 00:13:45.900]  和希西加王
[00:13:45.900 --> 00:13:47.900]  大家是很熟的
[00:13:47.900 --> 00:13:49.900]  同台吃飯
[00:13:49.900 --> 00:13:50.900]  你看看以賽雅書
[00:13:50.900 --> 00:13:53.900]  37、38、39章
[00:13:53.900 --> 00:13:54.900]  或者聶王記
[00:13:54.900 --> 00:13:55.900]  你就知道他們兩個
[00:13:55.900 --> 00:13:57.900]  大家是很熟的
[00:13:57.900 --> 00:13:59.900]  因為以賽雅
[00:13:59.900 --> 00:14:01.900]  先知有很多種
[00:14:01.900 --> 00:14:02.900]  有些先知
[00:14:02.900 --> 00:14:06.900]  好像現在的總統的內閣成員
[00:14:06.900 --> 00:14:08.900]  他是那些advisor
[00:14:08.900 --> 00:14:10.900]  以賽雅就是其中一種
[00:14:10.900 --> 00:14:11.900]  叫做court prophet
[00:14:11.900 --> 00:14:13.900]  就是在宮廷裡面
[00:14:13.900 --> 00:14:15.900]  做先知的
[00:14:15.900 --> 00:14:17.900]  傳遞上帝的話語
[00:14:17.900 --> 00:14:19.900]  無論如何
[00:14:19.900 --> 00:14:20.900]  這個讓我們看到
[00:14:20.900 --> 00:14:24.900]  聖經裡面有很多歷史的可靠
[00:14:24.900 --> 00:14:26.900]  歷史的可靠性
[00:14:26.900 --> 00:14:28.900]  是千真萬確的
[00:14:28.900 --> 00:14:30.900]  聖經說的話
[00:14:30.900 --> 00:14:34.900]  是對在時空底下的人說的
[00:14:34.900 --> 00:14:36.900]  是很具體
[00:14:36.900 --> 00:14:37.900]  很清楚
[00:14:37.900 --> 00:14:39.900]  所以為什麼我們看聖經呢
[00:14:39.900 --> 00:14:42.900]  因為看聖經不是純粹看語言故事
[00:14:42.900 --> 00:14:46.900]  而是上帝對每一代的人說的話
[00:14:46.900 --> 00:14:47.900]  如果我們解得通
[00:14:47.900 --> 00:14:48.900]  解得清楚的時候
[00:14:48.900 --> 00:14:49.900]  我們就知道
[00:14:49.900 --> 00:14:52.900]  聖經到底現在對我們說什麼
[00:14:52.900 --> 00:14:54.900]  以賽雅書
[00:14:54.900 --> 00:14:55.900]  分兩部分
[00:14:55.900 --> 00:14:58.900]  頭39章
[00:14:58.900 --> 00:15:00.900]  就是被擄之前
[00:15:00.900 --> 00:15:02.900]  我們上個星期開始說了
[00:15:02.900 --> 00:15:05.900]  說猶太人亡國
[00:15:05.900 --> 00:15:07.900]  他們流亡70年於巴比倫的時候
[00:15:07.900 --> 00:15:10.900]  以賽雅書頭那39章
[00:15:10.900 --> 00:15:13.900]  其實就是對那些將會被擄
[00:15:13.900 --> 00:15:14.900]  將會亡國的人
[00:15:14.900 --> 00:15:15.900]  他們已經預言了
[00:15:15.900 --> 00:15:17.900]  以賽雅已經說給他們聽
[00:15:17.900 --> 00:15:18.900]  如果你們不聽話
[00:15:18.900 --> 00:15:19.900]  不信靠上帝的話
[00:15:19.900 --> 00:15:22.900]  你們就會流亡
[00:15:22.900 --> 00:15:26.900]  如果你一心不願意歸向上帝的話
[00:15:26.900 --> 00:15:29.900]  你轉向那些外邦的政權
[00:15:29.900 --> 00:15:31.900]  以為那些外邦的政權能夠幫到你
[00:15:31.900 --> 00:15:34.900]  你轉向那些外邦的政權
[00:15:34.900 --> 00:15:35.900]  外邦的國家
[00:15:35.900 --> 00:15:38.900]  等於就是拜他們的神明
[00:15:38.900 --> 00:15:39.900]  叫他們來救你
[00:15:39.900 --> 00:15:40.900]  無論是埃及也好
[00:15:40.900 --> 00:15:42.900]  是其他國家也好
[00:15:42.900 --> 00:15:43.900]  你們就一定會流亡
[00:15:43.900 --> 00:15:46.900]  以賽雅說將會流亡
[00:15:46.900 --> 00:15:50.900]  所以在586年BC的時候
[00:15:50.900 --> 00:15:51.900]  他們結果是流亡
[00:15:51.900 --> 00:15:55.900]  上次我們看耶利米茲29章
[00:15:55.900 --> 00:15:58.900]  就是對那些剛剛流亡於巴比倫
[00:15:58.900 --> 00:16:00.900]  散居於巴比倫的猶太人
[00:16:00.900 --> 00:16:01.900]  他們也會說話
[00:16:01.900 --> 00:16:04.900]  結果在這段時間
[00:16:04.900 --> 00:16:07.900]  當然以色列人沒有聽以賽雅所說的話
[00:16:07.900 --> 00:16:09.900]  北國以色列
[00:16:09.900 --> 00:16:10.900]  十個支派
[00:16:10.900 --> 00:16:12.900]  Lost Ten Tribes
[00:16:12.900 --> 00:16:15.900]  在亞述國之下流亡
[00:16:15.900 --> 00:16:18.900]  然後到最後巴比倫流亡
[00:16:18.900 --> 00:16:20.900]  在70年裡面
[00:16:20.900 --> 00:16:23.900]  他們就住在一個異鄉
[00:16:23.900 --> 00:16:27.900]  40至66章就是下一半
[00:16:27.900 --> 00:16:28.900]  以賽雅說的下一半
[00:16:28.900 --> 00:16:32.900]  就是對那些將會流亡於巴比倫的人
[00:16:32.900 --> 00:16:33.900]  說預言
[00:16:33.900 --> 00:16:36.900]  一早就說了給他們聽
[00:16:36.900 --> 00:16:40.900]  告訴猶太人
[00:16:40.900 --> 00:16:47.900]  你在70年流亡的結局的時候
[00:16:47.900 --> 00:16:48.900]  快要完結的時候
[00:16:48.900 --> 00:16:52.900]  上帝會跟你們說什麼話呢
[00:16:52.900 --> 00:16:53.900]  大家想想
[00:16:53.900 --> 00:16:56.900]  如果你流亡70年
[00:16:56.900 --> 00:16:58.900]  我上次說過
[00:16:58.900 --> 00:16:59.900]  我們說到exile
[00:16:59.900 --> 00:17:01.900]  說到流亡的時候
[00:17:01.900 --> 00:17:05.900]  是跟我們現在的生活
[00:17:05.900 --> 00:17:07.900]  我們的遭遇
[00:17:07.900 --> 00:17:10.900]  有一些相似的地方
