
[00:00:00.000 --> 00:00:02.000]  (新約中的情緒)
[00:03:14.400 --> 00:03:15.720]  你想想,一個人
[00:03:15.720 --> 00:03:17.400]  一個完全不害怕的人
[00:03:17.400 --> 00:03:18.880]  其實會怎樣
[00:03:18.880 --> 00:03:20.600]  即是很恐怖
[00:03:20.600 --> 00:03:22.720]  即是有危險,他也不害怕
[00:03:22.800 --> 00:03:25.160]  那會怎樣?死了也不知道發生甚麼事
[00:03:25.160 --> 00:03:28.320]  所以其實恐懼是我們人類的進化中
[00:03:28.320 --> 00:03:29.520]  在幫助我們
[00:03:29.520 --> 00:03:31.200]  即是我們做原始人時
[00:03:31.200 --> 00:03:32.880]  其實恐懼是一個很重要的情緒
[00:03:32.880 --> 00:03:34.160]  是進化出來的
[00:03:34.160 --> 00:03:36.280]  是一種生物進化的本能
[00:03:36.280 --> 00:03:38.320]  我們看見獅子、老虎時
[00:03:38.320 --> 00:03:39.760]  我們會害怕,對吧
[00:03:39.760 --> 00:03:42.040]  我們想像到有獅子、老虎在我們前面
[00:03:42.040 --> 00:03:43.040]  我們應該害怕
[00:03:43.040 --> 00:03:44.120]  如果不害怕,那又怎樣
[00:03:44.120 --> 00:03:45.440]  就會被它吃掉,對吧
[00:03:45.440 --> 00:03:49.040]  所以恐懼本身是有正面的作用的
[00:03:49.040 --> 00:03:50.680]  所以這就是Paul Edmund
[00:03:50.680 --> 00:03:52.360]  對於恐懼的定義
[00:03:52.440 --> 00:03:55.600]  但今天我們是說新約中的情緒
[00:03:55.600 --> 00:03:57.360]  所以說完…跟上次一樣
[00:03:57.360 --> 00:03:59.440]  說完現代定義,然後我們要怎樣
[00:03:59.440 --> 00:04:01.920]  我們就要看古代的定義
[00:04:01.920 --> 00:04:04.120]  又是這位人物,亞里士多德
[00:04:04.120 --> 00:04:06.080]  我通常都說他的情緒
[00:04:06.080 --> 00:04:07.640]  因為他說很多情緒
[00:04:07.640 --> 00:04:08.960]  亞里士多德
[00:04:08.960 --> 00:04:10.440]  這個古典的希臘哲學家
[00:04:10.440 --> 00:04:12.040]  就這樣定義恐懼
[00:04:12.040 --> 00:04:14.120]  他就說恐懼是甚麼
[00:04:14.120 --> 00:04:16.920]  恐懼是因為未來可能發生
[00:04:16.920 --> 00:04:19.760]  以及會帶來痛苦的壞事
[00:04:19.760 --> 00:04:22.240]  而產生的痛苦或不安
[00:04:22.320 --> 00:04:23.480]  他就這樣說
[00:04:23.480 --> 00:04:26.360]  不是所有壞事都會帶來恐懼
[00:04:26.360 --> 00:04:28.240]  那些不會帶來痛苦
[00:04:28.240 --> 00:04:31.600]  或者距離你很遙遠的事情
[00:04:31.600 --> 00:04:34.920]  即使是壞事,也不會帶來恐懼
[00:04:34.920 --> 00:04:37.760]  所以亞里士多德覺得恐懼是甚麼
[00:04:37.760 --> 00:04:40.880]  恐懼是一種價值判斷
[00:04:40.880 --> 00:04:41.920]  我重複多一次
[00:04:41.920 --> 00:04:43.720]  恐懼是一種價值判斷
[00:04:43.720 --> 00:04:45.080]  為何我會說是價值判斷
[00:04:45.080 --> 00:04:47.640]  就是因為你在判斷那件事
[00:04:47.640 --> 00:04:49.240]  是好事還是壞事
[00:04:49.240 --> 00:04:50.680]  這種是價值判斷
[00:04:50.760 --> 00:04:53.040]  當你判斷那件事是壞事時
[00:04:53.040 --> 00:04:54.880]  你才會害怕,對吧
[00:04:54.880 --> 00:04:57.640]  所以為何不是每件壞事都會害怕
[00:04:57.640 --> 00:04:59.760]  因為那件壞事不是發生在你身上
[00:04:59.760 --> 00:05:02.240]  或者你覺得那件壞事與你無關
[00:05:02.240 --> 00:05:04.440]  或者你覺得那件壞事發生在他身上
[00:05:04.440 --> 00:05:06.440]  而永遠不會發生在你身上
[00:05:06.440 --> 00:05:08.480]  即使是壞事,你會害怕嗎
[00:05:08.480 --> 00:05:11.080]  你不會害怕,因為與你無關,對吧
[00:05:11.080 --> 00:05:14.680]  所以就算你判斷壞事
[00:05:14.680 --> 00:05:16.560]  也是要跟你有關
[00:05:16.560 --> 00:05:18.800]  是很接近你的,你才會害怕
[00:05:18.880 --> 00:05:21.120]  遙遠的壞事,你也不會害怕
[00:05:21.120 --> 00:05:23.800]  所以恐懼是一種價值判斷
[00:05:23.800 --> 00:05:27.880]  當你判斷一件事與你有關的壞事時
[00:05:27.880 --> 00:05:30.040]  你就會害怕,好嗎
[00:05:30.040 --> 00:05:35.160]  李氏多德還說了幾件關於恐懼的事
[00:05:35.160 --> 00:05:38.000]  他除了說恐懼是一種價值判斷
[00:05:38.000 --> 00:05:41.680]  他還說恐懼與權力有關
[00:05:41.680 --> 00:05:42.960]  為何恐懼與權力有關
[00:05:42.960 --> 00:05:43.960]  他就這麼說
[00:05:43.960 --> 00:05:47.680]  有些人能夠使其他人害怕
[00:05:47.760 --> 00:05:50.880]  為何人有令其他人害怕的力量
[00:05:50.880 --> 00:05:55.720]  是因為他擁有傷害那些人的力量
[00:05:55.720 --> 00:06:00.280]  所以恐懼與權力的結構有關
[00:06:00.280 --> 00:06:02.640]  有能力的人會令人害怕
[00:06:02.640 --> 00:06:04.840]  他能夠傷害別人,所以別人會害怕他
[00:06:04.840 --> 00:06:06.120]  我們害怕一些人
[00:06:06.120 --> 00:06:07.920]  是因為他們可以傷害我們
[00:06:07.920 --> 00:06:09.200]  所以我們會害怕那些人
[00:06:09.200 --> 00:06:11.400]  所以這與權力有關
[00:06:11.400 --> 00:06:15.280]  而且恐懼也與勇敢有關
[00:06:16.280 --> 00:06:17.320]  我想問一個問題
[00:06:17.320 --> 00:06:19.000]  你先別看李氏多德的定義
[00:06:19.000 --> 00:06:21.720]  誰覺得勇敢的人不會害怕
[00:06:21.720 --> 00:06:26.200]  有人覺得勇敢的人不會害怕
[00:06:26.200 --> 00:06:27.760]  李氏多德就這麼說
[00:06:27.760 --> 00:06:31.880]  他說勇敢的人為了崇高的目標而堅定不移
[00:06:31.880 --> 00:06:33.800]  做需要勇氣去做的事
[00:06:33.800 --> 00:06:35.720]  但他不是不害怕
[00:06:35.720 --> 00:06:39.520]  相反,對任何事情都不害怕的人
[00:06:39.520 --> 00:06:42.080]  不是傻的,就是對痛苦無感
[00:06:42.080 --> 00:06:42.960]  為甚麼
[00:06:43.040 --> 00:06:46.360]  傻子才會完全不害怕
[00:06:46.360 --> 00:06:48.840]  其實勇敢的人也會害怕
[00:06:48.840 --> 00:06:50.520]  勇敢不是代表你不害怕
[00:06:50.520 --> 00:06:51.720]  勇敢是甚麼意思
[00:06:51.720 --> 00:06:55.000]  是你害怕,但你仍然面對你的害怕
[00:06:55.000 --> 00:06:57.680]  去做那件事,這才叫勇敢
[00:06:57.680 --> 00:06:59.760]  完全不害怕的人是傻的
[00:06:59.760 --> 00:07:02.760]  是白癡的,而不是勇敢
[00:07:02.760 --> 00:07:04.920]  這是李氏多德的定義
[00:07:04.920 --> 00:07:06.920]  我們又說到…
[00:07:06.920 --> 00:07:09.360]  李氏多德是古典希臘時代
[00:07:09.360 --> 00:07:12.120]  我們看看耶穌的時代
[00:07:12.200 --> 00:07:13.560]  因為我們回到新約
[00:07:13.560 --> 00:07:17.200]  耶穌時代的哲學家
[00:07:17.200 --> 00:07:18.960]  或者希臘羅馬的哲學家
[00:07:18.960 --> 00:07:23.600]  當時的文化的人是怎樣看待恐懼的
[00:07:23.600 --> 00:07:26.400]  當時有一個很流行的哲學
[00:07:26.400 --> 00:07:28.720]  上次也有提過,在討論憤怒時
[00:07:28.720 --> 00:07:29.880]  斯多亞主義
[00:07:29.880 --> 00:07:33.960]  斯多亞主義定義了四種基本情緒
[00:07:33.960 --> 00:07:36.320]  你留意,古代人看情緒
[00:07:36.320 --> 00:07:38.640]  跟現代人的心理學有點不同
[00:07:38.640 --> 00:07:41.480]  我現在說古代人怎樣看待情緒
[00:07:41.560 --> 00:07:44.600]  斯多亞主義定義了四種基本情緒
[00:07:44.600 --> 00:07:47.360]  這群哲學家認為
[00:07:47.360 --> 00:07:50.840]  當人現在經歷一些好的事情時
[00:07:50.840 --> 00:07:52.280]  現在經歷好的事情
[00:07:52.280 --> 00:07:54.640]  那種情緒就叫歡樂
[00:07:54.640 --> 00:07:57.800]  當你現在經歷一些壞事時
[00:07:57.800 --> 00:08:00.320]  那種情緒就是愛上
[00:08:00.320 --> 00:08:04.640]  當你預期自己將來會經歷一些好的事情
[00:08:04.640 --> 00:08:07.680]  那種情緒就叫desire,渴望
[00:08:07.680 --> 00:08:10.440]  情緒跟我們現代有點不同
[00:08:10.520 --> 00:08:16.560]  當人預期自己將來會經歷壞事時
[00:08:16.560 --> 00:08:19.360]  那種情緒就是恐懼
[00:08:19.360 --> 00:08:21.880]  所以恐懼的定義跟亞里士多德有點相似
[00:08:21.880 --> 00:08:24.960]  都是涉及價值判斷
[00:08:24.960 --> 00:08:27.960]  斯多亞主義哲學認為恐懼是價值判斷
[00:08:27.960 --> 00:08:31.200]  就是你判斷那件事將會發生在你身上
[00:08:31.200 --> 00:08:33.000]  而那件事是壞事時
[00:08:33.000 --> 00:08:35.280]  你就會恐懼、害怕
[00:08:35.280 --> 00:08:36.760]  好嗎
[00:08:36.760 --> 00:08:39.280]  但斯多亞哲學家認為
[00:08:39.360 --> 00:08:42.160]  在世界上只有一件好事
[00:08:42.160 --> 00:08:43.000]  是甚麼
[00:08:43.000 --> 00:08:45.920]  唯一的好事情或唯一的好事物
[00:08:45.920 --> 00:08:50.080]  就是美德、道德、Virtual
[00:08:50.080 --> 00:08:52.680]  所以對斯多亞哲學家而言
[00:08:52.680 --> 00:08:58.120]  只有追求美德才是人應該做的事情
[00:08:58.120 --> 00:09:01.240]  世上任何事情都是無分別的
[00:09:01.240 --> 00:09:03.040]  所以會怎樣
[00:09:03.040 --> 00:09:04.400]  帶來的結果就是
[00:09:04.400 --> 00:09:07.160]  任何人都不應該渴望財富
[00:09:07.240 --> 00:09:09.560]  因為財富不是好事
[00:09:09.560 --> 00:09:11.320]  唯一的好事物是美德
[00:09:11.320 --> 00:09:13.160]  所以人不應該渴望財富
[00:09:13.160 --> 00:09:14.400]  而去恐懼貧窮
[00:09:14.400 --> 00:09:16.120]  因為貧窮也不是壞事
[00:09:16.120 --> 00:09:18.400]  唯一的好事物是美德
[00:09:18.400 --> 00:09:19.960]  所以無論你是有錢還是沒錢
[00:09:19.960 --> 00:09:21.440]  都是無分別的
[00:09:21.440 --> 00:09:24.640]  他們亦覺得人不應該渴望生存
[00:09:24.640 --> 00:09:26.320]  而去恐懼死亡
[00:09:26.320 --> 00:09:28.840]  因為生和死都是無分別的
[00:09:28.840 --> 00:09:30.680]  唯一的好事物就是美德
[00:09:30.680 --> 00:09:32.160]  所以無論你是有錢還是沒錢
[00:09:32.160 --> 00:09:33.040]  生還是死
[00:09:33.040 --> 00:09:35.200]  他們都覺得你需要無感
[00:09:35.280 --> 00:09:38.400]  這班斯多拉哲學家覺得
[00:09:38.400 --> 00:09:41.120]  你只需要去追求美德
[00:09:41.120 --> 00:09:43.120]  好,繼續
[00:09:43.120 --> 00:09:45.920]  這位就是普塔
[00:09:45.920 --> 00:09:48.440]  他這樣說
[00:09:48.440 --> 00:09:50.880]  恐懼其實跟宗教有關
[00:09:50.880 --> 00:09:51.600]  他說甚麼?
[00:09:51.600 --> 00:09:53.200]  他這樣說,普塔
[00:09:53.200 --> 00:09:54.920]  這位中奇柏拉圖主義的哲學家
[00:09:54.920 --> 00:09:56.960]  他說迷信的人
[00:09:56.960 --> 00:10:00.960]  會把仁慈的眾神當成令人恐懼
[00:10:00.960 --> 00:10:04.720]  把眾神慈父般的關懷當成專制
[00:10:04.800 --> 00:10:07.400]  把眾神的慈愛當成有害
[00:10:07.400 --> 00:10:10.400]  迷信的人恐懼眾神
[00:10:10.400 --> 00:10:11.760]  所以他想說甚麼
[00:10:11.760 --> 00:10:17.920]  他想說真正的信仰不應該懼怕
[00:10:17.920 --> 00:10:19.720]  為何人們經常害怕神
[00:10:19.720 --> 00:10:20.920]  人們經常害怕神
[00:10:20.920 --> 00:10:23.440]  人們恐懼眾神是因為他們迷信
[00:10:23.440 --> 00:10:27.400]  所以普塔認為恐懼跟迷信有關
[00:10:27.400 --> 00:10:30.520]  真正的信仰不應該對神有恐懼
[00:10:30.520 --> 00:10:31.960]  這就是他的看法
[00:10:31.960 --> 00:10:33.560]  所以我們簡單歸納一下
[00:10:33.640 --> 00:10:35.080]  在耶穌的時代
[00:10:35.080 --> 00:10:39.560]  對當時的希臘、羅馬的哲學家來說
[00:10:39.560 --> 00:10:40.280]  恐懼是怎樣
[00:10:40.280 --> 00:10:43.840]  第一,恐懼沒有任何正面的功能
[00:10:43.840 --> 00:10:46.320]  剛才我說過,全部都是負面的
[00:10:46.320 --> 00:10:49.800]  事實上,在當時耶穌的時代的
[00:10:49.800 --> 00:10:52.120]  希臘、羅馬的哲學
[00:10:52.120 --> 00:10:53.800]  有三種關於恐懼
[00:10:53.800 --> 00:10:56.080]  在哲學著作中經常提及
[00:10:56.080 --> 00:10:57.000]  三種東西
[00:10:57.000 --> 00:10:59.720]  第一,人不應該恐懼貧窮
[00:10:59.720 --> 00:11:00.760]  剛才我說過
[00:11:00.760 --> 00:11:03.320]  第二,人不應該恐懼死亡
[00:11:03.400 --> 00:11:06.640]  第三,人不應該恐懼神明
[00:11:06.640 --> 00:11:08.680]  就是這三種東西
[00:11:08.680 --> 00:11:10.240]  我們又去看看
[00:11:10.240 --> 00:11:11.520]  在新約中
[00:11:11.520 --> 00:11:14.600]  有沒有反映這三個關於恐懼
[00:11:14.600 --> 00:11:17.480]  在哲學著作中經常出現的主題
[00:11:17.480 --> 00:11:18.680]  很明顯,當然有
[00:11:18.680 --> 00:11:20.560]  否則我就不會提出
[00:11:20.560 --> 00:11:22.200]  我們就看看新約
[00:11:22.200 --> 00:11:25.880]  首先,新約的一些經文都在強調
[00:11:25.880 --> 00:11:27.000]  或者提醒我們
[00:11:27.000 --> 00:11:29.240]  我們不需要恐懼貧窮
[00:11:29.240 --> 00:11:31.400]  我們不應該恐懼貧窮
[00:11:31.480 --> 00:11:34.120]  例如在《盧伽福音》或《馬太福音》中
[00:11:34.120 --> 00:11:35.600]  耶穌也說過
[00:11:35.600 --> 00:11:36.760]  就是對門徒說
[00:11:36.760 --> 00:11:38.040]  「所以我告訴你們
[00:11:38.040 --> 00:11:40.600]  不要為生命憂慮吃甚麼
[00:11:40.600 --> 00:11:43.720]  也不要為身體憂慮穿甚麼」等等
[00:11:43.720 --> 00:11:45.560]  還有「我們不要怕
[00:11:45.560 --> 00:11:48.960]  要變賣我們的財物,施捨給人
[00:11:48.960 --> 00:11:50.240]  因為我們的財寶在哪裡
[00:11:50.240 --> 00:11:52.160]  我們的心在哪裡」等等
[00:11:52.160 --> 00:11:53.760]  這些經文
[00:11:53.760 --> 00:11:56.120]  其實在新約的聖經中
[00:11:56.120 --> 00:11:57.720]  包括耶穌自己的教導
[00:11:57.720 --> 00:12:00.600]  都在說我們應該追求的是甚麼
[00:12:00.680 --> 00:12:01.880]  是神的角度,對吧
[00:12:01.880 --> 00:12:05.680]  所以貧窮不是我們需要憂慮或害怕的
[00:12:05.680 --> 00:12:07.880]  因為只要我們追求神的角度
[00:12:07.880 --> 00:12:09.920]  其實神正在供應給我們
[00:12:09.920 --> 00:12:13.000]  這是耶穌在新約的教導
[00:12:13.000 --> 00:12:15.000]  所以這跟當時的哲學
[00:12:15.000 --> 00:12:18.200]  不要害怕貧窮有些吻合
[00:12:18.200 --> 00:12:20.240]  第二,就是不要恐懼死亡
[00:12:20.240 --> 00:12:23.040]  在新約聖經中,也有很多經文提到
[00:12:23.040 --> 00:12:25.080]  叫我們不用害怕死亡
[00:12:25.080 --> 00:12:27.080]  例如耶穌,又是耶穌
[00:12:27.080 --> 00:12:28.760]  耶穌在《盧伽福音》和《馬太福音》中
[00:12:28.760 --> 00:12:29.680]  也有這樣說
[00:12:29.760 --> 00:12:31.560]  「我的朋友,我告訴你們
[00:12:31.560 --> 00:12:33.360]  那些殺害身體的
[00:12:33.360 --> 00:12:34.960]  之後不能做甚麼的
[00:12:34.960 --> 00:12:36.360]  不要害怕他們」
[00:12:36.360 --> 00:12:38.200]  當人們把你們帶到會堂
[00:12:38.200 --> 00:12:40.560]  在官長或掌權者面前時
[00:12:40.560 --> 00:12:43.920]  你們不要害怕要怎樣答辯或說甚麼
[00:12:43.920 --> 00:12:47.080]  因為聖靈會教導你們應該說甚麼
[00:12:47.080 --> 00:12:47.840]  等等
[00:12:47.840 --> 00:12:48.840]  有很多其他的經文
[00:12:48.840 --> 00:12:50.720]  我這裡舉了一些例子
[00:12:50.720 --> 00:12:51.920]  其實在新約聖經中
[00:12:51.920 --> 00:12:53.320]  跟希臘哲學一樣
[00:12:53.320 --> 00:12:55.280]  都在告訴我們
[00:12:55.280 --> 00:12:57.640]  我們不需要恐懼死亡
[00:12:57.720 --> 00:12:59.720]  為甚麼?因為我們有永生
[00:12:59.720 --> 00:13:01.040]  因為神會看著
[00:13:01.040 --> 00:13:03.160]  就算我們真的死亡也好
[00:13:03.160 --> 00:13:04.520]  是不用害怕的
[00:13:04.520 --> 00:13:05.680]  就算真的死亡也好
[00:13:05.680 --> 00:13:06.200]  也不用害怕
[00:13:06.200 --> 00:13:07.280]  最多是甚麼?我們經常說
[00:13:07.280 --> 00:13:08.720]  最多就是死亡,對吧
[00:13:08.720 --> 00:13:10.280]  最多就是死亡
[00:13:10.280 --> 00:13:11.520]  死了也沒有甚麼
[00:13:11.520 --> 00:13:13.000]  沒有甚麼可以再做,對吧
[00:13:13.000 --> 00:13:14.280]  他們最多只是殺了我們
[00:13:14.280 --> 00:13:15.160]  沒有甚麼了
[00:13:15.160 --> 00:13:16.280]  耶穌在跟門徒說
[00:13:16.280 --> 00:13:17.480]  即使有人迫使你們
[00:13:17.480 --> 00:13:18.280]  最多是甚麼?
[00:13:18.280 --> 00:13:20.240]  最壞的情況就是死亡,對吧
[00:13:20.240 --> 00:13:21.360]  所以不用害怕
[00:13:21.360 --> 00:13:23.440]  因為神會看著你
[00:13:23.440 --> 00:13:25.840]  這是當時新約的教導
[00:13:25.840 --> 00:13:27.680]  就是不用害怕死亡
[00:13:27.720 --> 00:13:30.840]  同樣,亦有些教導說
[00:13:30.840 --> 00:13:32.400]  不用恐懼神
[00:13:32.400 --> 00:13:34.200]  例如在《羅馬書》和《約翰一書》
[00:13:34.200 --> 00:13:34.800]  都有提及
[00:13:34.800 --> 00:13:36.640]  譬如《羅馬書》裏保羅這樣說
[00:13:36.640 --> 00:13:38.920]  事實上,你們所領受的
[00:13:38.920 --> 00:13:41.040]  不是奴隸的靈
[00:13:41.040 --> 00:13:43.200]  使你們仍然有懼怕
[00:13:43.200 --> 00:13:46.440]  你們所領受的是兒子的名分的靈
[00:13:46.440 --> 00:13:48.800]  藉著這個靈,你們可以跟神說
[00:13:48.800 --> 00:13:50.280]  阿爸、阿父
[00:13:50.280 --> 00:13:52.240]  即是當我們相信耶穌後
[00:13:52.240 --> 00:13:53.560]  相信主後
[00:13:53.560 --> 00:13:55.800]  我們跟神有一個新的關係
[00:13:55.880 --> 00:13:57.920]  奴隸會怎樣?
[00:13:57.920 --> 00:14:00.040]  奴隸會害怕主人,對吧
[00:14:00.040 --> 00:14:02.440]  但當我們成為了兒子時
[00:14:02.440 --> 00:14:04.440]  我們跟神有一個新的關係時
[00:14:04.440 --> 00:14:06.240]  我們在這個新的關係中
[00:14:06.240 --> 00:14:09.280]  不再是一個恐懼主導的關係
[00:14:09.280 --> 00:14:11.200]  不再是奴隸和主人的關係
[00:14:11.200 --> 00:14:13.480]  所以我們可以不用那麼害怕
[00:14:13.480 --> 00:14:16.600]  在人和神的關係中
[00:14:16.600 --> 00:14:18.280]  所以在這裏,你可看到
[00:14:18.280 --> 00:14:19.840]  在新約的經文中
[00:14:19.840 --> 00:14:21.960]  都有反映到不要甚麼
[00:14:21.960 --> 00:14:23.920]  不用害怕沒錢
[00:14:24.000 --> 00:14:26.120]  不用害怕窮、不用害怕死
[00:14:26.120 --> 00:14:27.920]  以及不用害怕神
[00:14:27.920 --> 00:14:29.600]  好,說到這裏
[00:14:29.600 --> 00:14:31.640]  又是跟上次的主人要問一個問題
[00:14:31.640 --> 00:14:33.800]  究竟在新約聖經中
[00:14:33.800 --> 00:14:36.720]  有沒有正面的恐懼呢
[00:14:36.720 --> 00:14:39.200]  誰覺得…又問一下,互動一點
[00:14:39.200 --> 00:14:40.920]  誰認為聖經有教我們
[00:14:40.920 --> 00:14:44.360]  關於正面的恐懼的舉手
[00:14:44.360 --> 00:14:46.960]  對了,好,又問一下
[00:14:46.960 --> 00:14:49.080]  誰覺得聖經是一面倒
[00:14:49.080 --> 00:14:51.200]  覺得恐懼是不好的舉手
[00:14:51.200 --> 00:14:53.240]  沒有,即是大家都很聰明
[00:14:53.320 --> 00:14:55.200]  都覺得應該會有正面的恐懼
[00:14:55.200 --> 00:14:58.320]  好,我們再看看有甚麼正面的恐懼
[00:14:58.320 --> 00:15:00.320]  第一件事,剛才剛才說完
[00:15:00.320 --> 00:15:01.720]  我們跟神的關係
[00:15:01.720 --> 00:15:03.520]  不是奴隸和主人的關係
[00:15:03.520 --> 00:15:04.480]  所以不用那麼害怕
[00:15:04.480 --> 00:15:05.680]  不是恐懼主導
[00:15:05.680 --> 00:15:08.880]  不過事實上,我們都應該害怕神
[00:15:08.880 --> 00:15:10.120]  是嗎?為甚麼
[00:15:10.120 --> 00:15:13.720]  因為在聖經中,在新約中有說
[00:15:13.720 --> 00:15:16.880]  恐懼能夠使我們認清
[00:15:16.880 --> 00:15:19.880]  誰才是我們真正的主
[00:15:19.880 --> 00:15:21.440]  這個也很重要
[00:15:21.520 --> 00:15:23.600]  就是在《馬太福音》和《路加福音》
[00:15:23.600 --> 00:15:26.920]  耶穌說過不要害怕沒錢或害怕死亡
[00:15:26.920 --> 00:15:28.720]  之外,祂亦有這樣說
[00:15:28.720 --> 00:15:31.120]  我的朋友,我告訴你們
[00:15:31.120 --> 00:15:32.760]  那些殺害身體的
[00:15:32.760 --> 00:15:35.680]  以後不再做甚麼的,不要害怕他們
[00:15:35.680 --> 00:15:38.840]  但我要跟你們說,你們應該害怕誰
