
[00:00:00.000 --> 00:00:01.000]   Okay.
[00:04:41.000 --> 00:04:45.000]   And at once the man was healed, and he took up his bed and walked.
[00:04:45.000 --> 00:04:48.000]   And now that day was the Sabbath.
[00:04:48.000 --> 00:04:55.000]   >> [speaking in Chinese]
[00:04:55.000 --> 00:05:02.000]   >> So the Jews say to the man who had been healed, "It is the Sabbath, and it is not lawful for you to take up your bed."
[00:05:02.000 --> 00:05:14.000]   >> [speaking in Chinese]
[00:05:14.000 --> 00:05:19.000]   >> But he answered them, "The man who healed me said to me, 'Take up your bed and walk.'
[00:05:19.000 --> 00:05:23.000]   And they asked him, 'Who is the man who said to you, 'Take up your bed and walk?'"
[00:05:23.000 --> 00:05:26.000]   >> [speaking in Chinese]
[00:05:26.000 --> 00:05:32.000]   >> Now the man who had been healed did not know who he was, for Jesus had withdrawn as there was a crowd in the place.
[00:05:32.000 --> 00:05:38.000]   And afterward, Jesus found him in the temple and said to him, "Save him."
[00:05:38.000 --> 00:05:44.000]   >> [speaking in Chinese]
[00:05:44.000 --> 00:05:49.000]   >> "See, you are well. Sin no more, that nothing worse may happen to you."
[00:05:49.000 --> 00:05:53.000]   And the man went away and told the Jews that it was Jesus who had healed him.
[00:05:53.000 --> 00:06:02.000]   >> [speaking in Chinese]
[00:06:02.000 --> 00:06:09.000]   >> And this is why the Jews were persecuting Jesus, because he was doing these things on the Sabbath.
[00:06:09.000 --> 00:06:13.000]   But Jesus answered them, "My father is working until now, and I am working."
[00:06:13.000 --> 00:06:23.000]   >> [speaking in Chinese]
[00:06:23.000 --> 00:06:29.000]   >> And this is why the Jews were seeking all the more to kill him, because not only was he breaking the Sabbath,
[00:06:29.000 --> 00:06:34.000]   but he was even calling God his own father, making himself equal with God.
[00:06:34.000 --> 00:06:38.000]   >> [speaking in Chinese]
[00:06:38.000 --> 00:06:41.000]   >> So after reading this passage, we have at least three questions.
[00:06:41.000 --> 00:06:45.000]   >> [speaking in Chinese]
[00:06:45.000 --> 00:06:49.000]   >> Why did no one else put this sick man into the pool over 38 years?
[00:06:49.000 --> 00:06:57.000]   >> [speaking in Chinese]
[00:06:57.000 --> 00:07:01.000]   >> Second, why did Jesus choose the Sabbath to perform this miracle?
[00:07:01.000 --> 00:07:05.000]   And why did he specifically command this man to pick up his mat and walk?
[00:07:05.000 --> 00:07:12.000]   >> [speaking in Chinese]
[00:07:12.000 --> 00:07:18.000]   >> And third, what exactly is Jesus saying on the Sabbath that "My father is working until now"?
[00:07:18.000 --> 00:07:22.000]   >> [speaking in Chinese]
[00:07:22.000 --> 00:07:27.000]   >> So if you're ready, we will carry these three questions with us as we go through our passage today.
[00:07:27.000 --> 00:07:36.000]   >> [speaking in Chinese]
[00:07:36.000 --> 00:07:40.000]   >> We have been working through the Gospel of John from chapter 1 to chapter 5 now,
[00:07:40.000 --> 00:07:47.000]   and one theme is consistent, that Jesus keeps dismantling the Jews' misunderstanding about who God is.
[00:07:47.000 --> 00:07:54.000]   >> [speaking in Chinese]
[00:07:54.000 --> 00:07:58.000]   >> Chapter 1 addresses the assumption that God is an invisible God,
[00:07:58.000 --> 00:08:01.000]   and John spends a lot of time undoing that misunderstanding,
[00:08:01.000 --> 00:08:06.000]   explaining why the Word becomes flesh, a God who is present and a Word that dwells among us.
[00:08:06.000 --> 00:08:09.000]   >> [speaking in Chinese]
[00:08:09.000 --> 00:08:24.000]   >> And chapter 2 gives us Jesus' first sign, the wedding at Cana, where water becomes wine.
[00:08:24.000 --> 00:08:29.000]   And they assume that protecting the family's honor was the same as glorifying God.
[00:08:29.000 --> 00:08:37.000]   >> [speaking in Chinese]
[00:08:37.000 --> 00:08:42.000]   >> And on chapter 3 deals with the understanding of eternal life,
[00:08:42.000 --> 00:08:46.000]   that it assumed that living in the land of Cana was what gives them the new birth.
[00:08:46.000 --> 00:08:49.000]   But Jesus says that real rebirth comes from the Spirit.
[00:08:49.000 --> 00:08:57.000]   >> [speaking in Chinese]
[00:08:57.000 --> 00:09:01.000]   >> In chapter 4, Jesus deliberately goes to this Romanian woman at a well
[00:09:01.000 --> 00:09:04.000]   in order to seek those who truly worship God,
[00:09:04.000 --> 00:09:07.000]   and he corrects her misunderstanding about the living water,
[00:09:07.000 --> 00:09:11.000]   and she put down the water jar that she has depended on.
[00:09:11.000 --> 00:09:20.000]   >> [speaking in Chinese]
[00:09:20.000 --> 00:09:25.000]   >> And now in chapter 5, Jesus continues to dismantle the Jewish misunderstanding about the Sabbath.
[00:09:25.000 --> 00:09:30.000]   They assume that doing nothing on the Sabbath was worshipping God and showing reverence for God.
[00:09:30.000 --> 00:09:35.000]   >> [speaking in Chinese]
[00:09:35.000 --> 00:09:39.000]   >> So Jesus does something unique in this particular Sabbath day
[00:09:39.000 --> 00:09:42.000]   in order to tear down their misunderstanding.
[00:09:42.000 --> 00:09:45.000]   >> [speaking in Chinese]
[00:09:45.000 --> 00:09:48.000]   >> So if you're ready, we're going to go with our first question.
[00:09:48.000 --> 00:09:53.000]   >> [speaking in Chinese]
[00:09:53.000 --> 00:09:58.000]   >> So the first question, why did no one else put this sick man into the pool over 38 years?
[00:09:58.000 --> 00:10:12.000]   >> [speaking in Chinese]
[00:10:12.000 --> 00:10:16.000]   >> The passage begins by telling us that there was a pool in Jerusalem called Bethesda.
[00:10:16.000 --> 00:10:22.000]   So "beth" means "house" in Hebrew, and "hesda" is a Greek translation of the Hebrew word "hesed,"
[00:10:22.000 --> 00:10:24.000]   which means "that fast-dried."
[00:10:24.000 --> 00:10:34.000]   >> [speaking in Chinese]
[00:10:34.000 --> 00:10:38.000]   >> In Psalm 23, the verse "Surely goodness and mercy shall follow me,"
[00:10:38.000 --> 00:10:41.000]   the word "mercy" is what "hesed" means.
[00:10:41.000 --> 00:10:46.000]   And so put together, "beth" plus "hesed" means "the house of selfless love."
[00:10:46.000 --> 00:10:52.000]   >> [speaking in Chinese]
[00:10:52.000 --> 00:10:57.000]   >> And yet in this pool called the "house of selfless love" was full of invalid people.
[00:10:57.000 --> 00:11:00.000]   And for their society, this was a sharp irony.
[00:11:00.000 --> 00:11:09.000]   >> [speaking in Chinese]
[00:11:09.000 --> 00:11:13.000]   >> Because in Rome, a great city so focused on one's productivity,
[00:11:13.000 --> 00:11:17.000]   someone with a disability could hardly survive,
[00:11:17.000 --> 00:11:20.000]   and they would already have been abandoned by their family long ago.
[00:11:20.000 --> 00:11:28.000]   >> [speaking in Chinese]
[00:11:28.000 --> 00:11:31.000]   >> And yet this patient, who had been ill for 38 years,
[00:11:31.000 --> 00:11:35.000]   was clearly abandoned in this "house of selfless love."
[00:11:35.000 --> 00:11:44.000]   >> [speaking in Chinese]
[00:11:44.000 --> 00:11:50.000]   >> It is called the "house of selfless," yet it turns out to be no different at all from the Roman world outside.
[00:11:50.000 --> 00:11:53.000]   So John wanted this irony to stand out.
[00:11:53.000 --> 00:12:06.000]   >> [speaking in Chinese]
[00:12:06.000 --> 00:12:08.000]   >> The second question brings us to what Jesus does.
[00:12:08.000 --> 00:12:11.000]   Why did he choose the Sabbath for this miracle?
[00:12:11.000 --> 00:12:16.000]   And why did he specifically command the man to get up and take up his mat and walk?
[00:12:16.000 --> 00:12:26.000]   >> [speaking in Chinese]
[00:12:26.000 --> 00:12:29.000]   >> Jesus said to him, "Get up, take up your mat, and walk."
[00:12:29.000 --> 00:12:31.000]   And the man was healed at once.
[00:12:31.000 --> 00:12:34.000]   "Pick up his mat and walk."
[00:12:34.000 --> 00:12:38.000]   And only after this, John added the detail that that day was the Sabbath.
[00:12:38.000 --> 00:12:48.000]   >> [speaking in Chinese]
[00:12:48.000 --> 00:12:53.000]   >> John tells us first about Jesus' miracle, and then tells us that that day was the Sabbath.
[00:12:53.000 --> 00:12:56.000]   So we need to first understand what Sabbath actually stood for.
[00:12:56.000 --> 00:13:14.000]   >> [speaking in Chinese]
[00:13:14.000 --> 00:13:18.000]   >> So a sick man picking up his mat and walk through a public space,
[00:13:18.000 --> 00:13:24.000]   fall under a rabbinic rule that picking up a mat from one area and carry it to another one
[00:13:24.000 --> 00:13:28.000]   is actually breaking the Jewish law shaped by this rabbinic tradition.
[00:13:28.000 --> 00:13:39.000]   >> [speaking in Chinese]
[00:13:39.000 --> 00:13:43.000]   >> And because the man has break this law, so the Jewish people are rebuking him,
[00:13:43.000 --> 00:13:47.000]   said, "It is illegal for you to grab a mat and walk to another area."
[00:13:47.000 --> 00:13:57.000]   >> [speaking in Chinese]
[00:13:57.000 --> 00:14:00.000]   >> It is not that picking up the mat itself was unlawful.
[00:14:00.000 --> 00:14:04.000]   It is because he picked it up from one area and carried it to another.
[00:14:04.000 --> 00:14:08.000]   And so he break the Jewish law shaped by this rabbinic tradition.
[00:14:08.000 --> 00:14:17.000]   >> [speaking in Chinese]
[00:14:17.000 --> 00:14:21.000]   >> Some Jews reason that since God finished the creation in six days,
[00:14:21.000 --> 00:14:26.000]   and then he rested on the seven days, so on the Sabbath, which is the seven days,
[00:14:26.000 --> 00:14:29.000]   you are not allowed to do anything as well. Not this or that.
[00:14:29.000 --> 00:14:41.000]   >> [speaking in Chinese]
[00:14:41.000 --> 00:14:45.000]   >> And in our passage today, the Jews, they not only did not have the sick,
[00:14:45.000 --> 00:14:49.000]   instead they acted like a righteous policeman.
[00:14:49.000 --> 00:15:04.000]   >> [speaking in Chinese]
[00:15:04.000 --> 00:15:07.000]   >> But behind this lies a bigger reason for the Jewish people.
[00:15:07.000 --> 00:15:11.000]   They believe that not working on the Sabbath was a form of worshipping God.
[00:15:11.000 --> 00:15:16.000]   So for them, keeping the Sabbath rules means that it is the same as keeping the faith.
[00:15:16.000 --> 00:15:32.000]   >> [speaking in Chinese]
[00:15:32.000 --> 00:15:36.000]   >> But Jesus clearly does not accept this understanding of the Sabbath.
[00:15:36.000 --> 00:15:41.000]   And so he deliberately chooses the Sabbath day to heal this man, tell him to carry his man.
[00:15:41.000 --> 00:15:47.000]   And so this is a clear challenge to the Jewish tradition about ceasing to work on the Sabbath.
[00:15:47.000 --> 00:15:49.000]   >> [speaking in Chinese]
[00:15:49.000 --> 00:15:51.000]   >> So what does the Sabbath actually stood for?
[00:15:51.000 --> 00:16:01.000]   >> [speaking in Chinese]
[00:16:01.000 --> 00:16:04.000]   >> So the essence of Sabbath is more than the cessations of work.
[00:16:04.000 --> 00:16:07.000]   It is actually about the relationship.
[00:16:07.000 --> 00:16:12.000]   And at its core, the commandment about Sabbath was never about not doing anything,
[00:16:12.000 --> 00:16:16.000]   but being set apart as holy and turn towards God.
[00:16:16.000 --> 00:16:28.000]   >> [speaking in Chinese]
[00:16:28.000 --> 00:16:32.000]   >> So Exodus 31, verse 13, says it clearly,
[00:16:32.000 --> 00:16:37.000]   that the Sabbath is a sign that you may know that I, the Lord, sanctify you.
[00:16:37.000 --> 00:16:42.000]   So in other words, it is a marker of relationship in which we know God and that we belong to God.
[00:16:42.000 --> 00:16:58.000]   >> [speaking in Chinese]
[00:16:58.000 --> 00:17:02.000]   >> So ceasing to work is the means, not the ends.
[00:17:02.000 --> 00:17:07.000]   And so putting down the work in your hands is not simply about having time off from social media
[00:17:07.000 --> 00:17:09.000]   and just to enjoy your personal time.
[00:17:09.000 --> 00:17:14.000]   But it is about emptying yourself so that you are able to turn toward God.
[00:17:14.000 --> 00:17:26.000]   >> [speaking in Chinese]
[00:17:26.000 --> 00:17:30.000]   >> And when we make space to think about God's relationship with us,
[00:17:30.000 --> 00:17:35.000]   his relationship with the world, and to return to the order that God had created,
[00:17:35.000 --> 00:17:38.000]   the result is that our hearts and bodies are being renewed.
[00:17:38.000 --> 00:17:41.000]   But this is the result, not the reason.
[00:17:41.000 --> 00:17:43.000]   So don't get it mixed up.
[00:17:43.000 --> 00:17:52.000]   >> [speaking in Chinese]
[00:17:52.000 --> 00:17:58.000]   >> And of course, we should not go to the other extremes of working constantly and never resting.
[00:17:58.000 --> 00:18:02.000]   >> [speaking in Chinese]
[00:18:02.000 --> 00:18:05.000]   >> Through that, becomes God.
[00:18:05.000 --> 00:18:21.000]   >> [speaking in Chinese]
[00:18:21.000 --> 00:18:28.000]   >> And so now we begin to see why Jesus chose the Sabbath day to do this miracle.
[00:18:28.000 --> 00:18:32.000]   And he specifically commanded the man to pick up his man and walk.
[00:18:32.000 --> 00:18:35.000]   It is because exactly there's this group of self-righteous people
[00:18:35.000 --> 00:18:39.000]   who have misread the Sabbath as doing nothing at all.
[00:18:39.000 --> 00:18:43.000]   And then they went on to police everyone else, thinking that it was an act of worship
[00:18:43.000 --> 00:18:46.000]   and that this was keeping the faith.
[00:18:46.000 --> 00:18:56.000]   >> [speaking in Chinese]
[00:18:56.000 --> 00:19:00.000]   >> And then the third question is, what is Jesus actually saying on the Sabbath
[00:19:00.000 --> 00:19:03.000]   when he says that my Father is working until now?
[00:19:03.000 --> 00:19:09.000]   >> [speaking in Chinese]
[00:19:09.000 --> 00:19:14.000]   >> So why does Jesus say, "My Father is working until now"?
[00:19:14.000 --> 00:19:18.000]   Because he is dismantling the misunderstanding about Sabbath.
[00:19:18.000 --> 00:19:34.000]   >> [speaking in Chinese]
[00:19:34.000 --> 00:19:38.000]   >> And he does it using the very principle that the Jews themselves acknowledge,
[00:19:38.000 --> 00:19:44.000]   that only God may keep working on the Sabbath in order to undo the misunderstanding.
[00:19:44.000 --> 00:19:52.000]   >> [speaking in Chinese]
[00:19:52.000 --> 00:19:57.000]   >> The Jews understand him exactly, and they knew that he was making himself equal with God.
[00:19:57.000 --> 00:20:05.000]   >> [speaking in Chinese]
[00:20:05.000 --> 00:20:09.000]   >> The interesting thing is that they had just finished playing the righteous monitor
[00:20:09.000 --> 00:20:12.000]   at the pool of Bethesda, the house of Stathasla,
[00:20:12.000 --> 00:20:15.000]   supervising the Sikh to see whether they were breaking the law.
[00:20:15.000 --> 00:20:27.000]   >> [speaking in Chinese]
[00:20:27.000 --> 00:20:31.000]   >> And now, because Jesus says this one sentence, "making himself equal with God,"
[00:20:31.000 --> 00:20:36.000]   they are ready to kill, breaking the very law God himself has handed down,
[00:20:36.000 --> 00:20:38.000]   the chain commandment.
[00:20:38.000 --> 00:20:42.000]   >> [speaking in Chinese]
[00:20:42.000 --> 00:20:48.000]   >> So they keep the smallest law, but they break the largest one.
[00:20:48.000 --> 00:20:53.000]   >> [speaking in Chinese]
[00:20:53.000 --> 00:21:13.000]   >> [speaking in Chinese]
[00:21:13.000 --> 00:21:16.000]   >> So we can now answer our three questions.
[00:21:16.000 --> 00:21:19.000]   First, why did no one put him into the pool for 38 years?
[00:21:19.000 --> 00:21:25.000]   Because under a rule of "fast enough, useful enough," he counted for nothing.
[00:21:25.000 --> 00:21:28.000]   And yet he never once went into the pool.
[00:21:28.000 --> 00:21:31.000]   What healed him was not the water, but Jesus who walked over and asked,
[00:21:31.000 --> 00:21:33.000]   "Do you want to be healed?"
[00:21:33.000 --> 00:21:46.000]   >> [speaking in Chinese]
[00:21:46.000 --> 00:21:57.000]   >> [speaking in Chinese]
[00:21:57.000 --> 00:22:00.000]   >> And second, why on the Sabbath, and why carry the man?
[00:22:00.000 --> 00:22:03.000]   Because the Sabbath was never about stopping to work,
[00:22:03.000 --> 00:22:07.000]   but about restoring people to the goodness of God's creation.
[00:22:07.000 --> 00:22:12.000]   The man that carried him for 38 years is now carried by him,
[00:22:12.000 --> 00:22:17.000]   turned before the whole city from a sign of abandonment into a sign of healing.
[00:22:17.000 --> 00:22:36.000]   >> [speaking in Chinese]
[00:22:36.000 --> 00:22:39.000]   >> And third, what does "my father is working until now" mean?
[00:22:39.000 --> 00:22:43.000]   Because God has not stopped working for a single day since the creation.
[00:22:43.000 --> 00:22:46.000]   And the work that Jesus does is the Father's own work,
[00:22:46.000 --> 00:22:51.000]   which the Jews understood as making himself equal with God.
[00:22:51.000 --> 00:23:04.000]   >> [speaking in Chinese]
[00:23:04.000 --> 00:23:08.000]   >> So brothers and sisters, we need to ask ourselves one question today.
[00:23:08.000 --> 00:23:12.000]   Are we like the self-righteous police where we keep all the rules
[00:23:12.000 --> 00:23:16.000]   while people besides us that have been lying there for 38 years,
[00:23:16.000 --> 00:23:19.000]   but we never once ask them a single question?
[00:23:19.000 --> 00:23:48.000]   >> [speaking in Chinese]
[00:23:48.000 --> 00:23:51.000]   >> Whether you have been coming to church for many years or you just began,
[00:23:51.000 --> 00:23:54.000]   if you call yourself a disciple of Jesus,
[00:23:54.000 --> 00:23:58.000]   our Christian's identity does not rest on a checklist of behavior
[00:23:58.000 --> 00:24:03.000]   or complicated words in prayer or on how many Sunday service you have to attend.
[00:24:03.000 --> 00:24:06.000]   It simply rests on the relationship with Jesus.
[00:24:06.000 --> 00:24:10.000]   And because of this relationship, we can pray to God honestly.
[00:24:10.000 --> 00:24:14.000]   And because of this relationship, even when it is inconvenient for us,
[00:24:14.000 --> 00:24:19.000]   we still check in on the people around us rather than keeping the love of Jesus to ourselves.
[00:24:19.000 --> 00:24:42.000]   >> [speaking in Chinese]
[00:24:42.000 --> 00:24:45.000]   >> And if we only judge people by the world standard,
[00:24:45.000 --> 00:24:48.000]   which is productivity, money, or status,
[00:24:48.000 --> 00:24:50.000]   we will always stay inside our little bubble.
[00:24:50.000 --> 00:24:53.000]   And the gospel that we share or the care that we have for others
[00:24:53.000 --> 00:24:57.000]   will never be experienced by people outside of our circle.
[00:24:57.000 --> 00:25:10.000]   >> [speaking in Chinese]
[00:25:10.000 --> 00:25:13.000]   >> And that is precisely the irony of our passage today.
[00:25:13.000 --> 00:25:16.000]   In a place called the house of steadfast love,
[00:25:16.000 --> 00:25:21.000]   for 38 years, no one cared to say a single word to this man who was in guilt.
[00:25:21.000 --> 00:25:24.000]   But Jesus walked towards him and reached out to him.
[00:25:24.000 --> 00:25:27.000]   He sent an example, and for us who follow him,
[00:25:27.000 --> 00:25:30.000]   we can learn from Jesus' example together.
[00:25:30.000 --> 00:25:31.000]   >> [speaking in Chinese]
[00:25:31.000 --> 00:25:32.000]   >> Let's pray together.
[00:25:32.000 --> 00:25:53.000]   >> [speaking in Chinese]
[00:25:53.000 --> 00:25:57.000]   >> Heavenly Father, thank you for being patient with us all the time.
[00:25:57.000 --> 00:26:02.000]   Even with all our misunderstanding of you, you still speak to us patiently,
[00:26:02.000 --> 00:26:06.000]   waiting for the day that we will wake up to your truth.
[00:26:06.000 --> 00:26:13.000]   >> [speaking in Chinese]
[00:26:13.000 --> 00:26:16.000]   >> Give us once again the chance to make a fresh start,
[00:26:16.000 --> 00:26:21.000]   to see ourselves as well as the people around us through your standard.
[00:26:21.000 --> 00:26:24.000]   >> [speaking in Chinese]
[00:26:24.000 --> 00:26:26.000]   >> In the name of Jesus Christ, we pray.
[00:26:26.000 --> 00:26:30.000]   Amen. Welcome to UE.

