
[00:00:00.000 --> 00:00:05.200]  第二節也是講到比對研究
[00:04:09.800 --> 00:04:15.800]  很多時候他們寫的就是和外邦人的世界
[00:04:15.800 --> 00:04:20.800]  來告訴他們猶太教的獨特
[00:04:20.800 --> 00:04:23.800]  猶太人的高尚
[00:04:23.800 --> 00:04:26.800]  所以在這些猶太文獻裏面
[00:04:26.800 --> 00:04:33.800]  有一些資料可以追溯希伯來聖經舊約聖經的背景
[00:04:33.800 --> 00:04:35.800]  但是很大的問題就是
[00:04:35.800 --> 00:04:39.800]  希羅的作家巴比倫的文獻
[00:04:39.800 --> 00:04:42.800]  和猶太人的文獻
[00:04:42.800 --> 00:04:45.800]  都是比較後期的
[00:04:45.800 --> 00:04:46.800]  後期寫的
[00:04:46.800 --> 00:04:48.800]  400BC至第一世紀
[00:04:48.800 --> 00:04:54.800]  並且我們知道他們寫的東西不是很準確
[00:04:54.800 --> 00:04:58.800]  往往帶著他們的有色眼鏡
[00:04:58.800 --> 00:05:02.800]  因為他們當時知道的東西不是太多
[00:05:02.800 --> 00:05:06.800]  所以用他們來做一些可靠的史料
[00:05:06.800 --> 00:05:09.800]  就會有些問題
[00:05:09.800 --> 00:05:11.800]  正因為這個緣故
[00:05:11.800 --> 00:05:13.800]  在18世紀之前
[00:05:13.800 --> 00:05:15.800]  最可靠的
[00:05:15.800 --> 00:05:19.800]  或者最多能夠知道近東的世界
[00:05:19.800 --> 00:05:21.800]  就只有舊約聖經
[00:05:21.800 --> 00:05:24.800]  舊約希伯來的聖經
[00:05:24.800 --> 00:05:26.800]  但是大家知道
[00:05:26.800 --> 00:05:28.800]  打開舊約聖經的時候
[00:05:28.800 --> 00:05:32.800]  很多時候舊約聖經不是去交代近東的歷史背景
[00:05:32.800 --> 00:05:34.800]  或者文化背景
[00:05:34.800 --> 00:05:36.800]  有很多東西是預設了
[00:05:36.800 --> 00:05:38.800]  作者和當時第一代讀者
[00:05:38.800 --> 00:05:42.800]  是預設了某一些文化
[00:05:42.800 --> 00:05:44.800]  或者某一些的習俗
[00:05:44.800 --> 00:05:47.800]  很多時候沒有跟我們解釋
[00:05:47.800 --> 00:05:51.800]  就算解釋也是解釋給當時初代的讀者
[00:05:51.800 --> 00:05:54.800]  所以說回巴比塔
[00:05:54.800 --> 00:05:56.800]  你看那個故事
[00:05:56.800 --> 00:05:59.800]  他沒有解釋為什麼會有巴比塔
[00:05:59.800 --> 00:06:01.800]  無端端就有巴比塔
[00:06:01.800 --> 00:06:05.800]  無理由下就會有巴比塔
[00:06:05.800 --> 00:06:07.800]  為什麼呢?因為他是預設了
[00:06:07.800 --> 00:06:09.800]  他第一代的讀者
[00:06:09.800 --> 00:06:10.800]  就是古代的以色列人
[00:06:10.800 --> 00:06:15.800]  他們知道近東的宗教禮儀
[00:06:15.800 --> 00:06:17.800]  或者宗教的建築物
[00:06:17.800 --> 00:06:20.800]  所以這樣的緣故
[00:06:20.800 --> 00:06:22.800]  十八世紀之前
[00:06:22.800 --> 00:06:24.800]  真的沒有什麼可以讓我們知道
[00:06:24.800 --> 00:06:27.800]  到底那個近東的世界是怎樣的
[00:06:27.800 --> 00:06:29.800]  直到十八世紀末
[00:06:29.800 --> 00:06:31.800]  就是1798年
[00:06:31.800 --> 00:06:33.800]  當時發生什麼事呢?
[00:06:33.800 --> 00:06:38.800]  當時最大的西方的大國
[00:06:38.800 --> 00:06:40.800]  這些大國的政治
[00:06:40.800 --> 00:06:44.800]  就是英國和法國
[00:06:44.800 --> 00:06:48.800]  英法很多時候大家去爭霸
[00:06:48.800 --> 00:06:51.800]  法國的拿破崙大家都聽過
[00:06:51.800 --> 00:06:53.800]  他在1798年的時候
[00:06:53.800 --> 00:06:58.800]  就佔領埃及和敘利亞等地
[00:06:58.800 --> 00:07:01.800]  他帶著的海兵
[00:07:01.800 --> 00:07:02.800]  就是軍兵
[00:07:02.800 --> 00:07:05.800]  有三萬六千個
[00:07:05.800 --> 00:07:08.800]  也帶著一大堆當時法國的
[00:07:08.800 --> 00:07:10.800]  那些所謂的科學家
[00:07:10.800 --> 00:07:12.800]  有167個
[00:07:12.800 --> 00:07:14.800]  他就由法國起行
[00:07:14.800 --> 00:07:17.800]  去所謂東征
[00:07:17.800 --> 00:07:20.800]  東征埃及地
[00:07:20.800 --> 00:07:23.800]  特別是利羅河三角洲
[00:07:23.800 --> 00:07:25.800]  所以他由法國出征
[00:07:25.800 --> 00:07:28.800]  就去到東地中海這個地方
[00:07:28.800 --> 00:07:31.800]  原因是什麼呢?
[00:07:31.800 --> 00:07:34.800]  原因就是當時英法
[00:07:34.800 --> 00:07:36.800]  大家之間就去到
[00:07:36.800 --> 00:07:41.800]  說誰是當時天下的霸主
[00:07:41.800 --> 00:07:44.800]  所以拿破崙就被派到
[00:07:44.800 --> 00:07:48.800]  這個地方去征服埃及
[00:07:48.800 --> 00:07:51.800]  征服敘利亞巴拉斯等地
[00:07:51.800 --> 00:07:53.800]  原因就是想
[00:07:53.800 --> 00:07:58.800]  阻截英國去印度
[00:07:58.800 --> 00:08:03.800]  當時經過非洲繞過去
[00:08:03.800 --> 00:08:05.800]  就是去到印度
[00:08:05.800 --> 00:08:08.800]  所以有很多商貿都是
[00:08:08.800 --> 00:08:15.800]  藉著這個方向去搭通
[00:08:15.800 --> 00:08:17.800]  在這裡上船
[00:08:17.800 --> 00:08:18.800]  經過陸路
[00:08:18.800 --> 00:08:21.800]  去到中東的東邊
[00:08:21.800 --> 00:08:23.800]  甚至是印度的西北邊
[00:08:23.800 --> 00:08:26.800]  所以因為他們在英法之間
[00:08:26.800 --> 00:08:29.800]  大家去到爭鬥霸權的時候
[00:08:29.800 --> 00:08:31.800]  拿破崙就去到這裡
[00:08:31.800 --> 00:08:33.800]  就希望阻截到英國
[00:08:33.800 --> 00:08:38.800]  阻截到英方去到稱霸
[00:08:38.800 --> 00:08:40.800]  在地中海的世界上稱霸
[00:08:40.800 --> 00:08:43.800]  所以拿破崙帶著他的軍兵和科學家
[00:08:43.800 --> 00:08:45.800]  就去到阿里山大廣
[00:08:45.800 --> 00:08:50.800]  然後他們攻佔到凱羅
[00:08:50.800 --> 00:08:54.800]  當時埃及是屬於哪個帝國呢?
[00:08:54.800 --> 00:08:59.800]  就是屬於土耳其的奧特曼帝國
[00:08:59.800 --> 00:09:01.800]  這個是1798年
[00:09:01.800 --> 00:09:04.800]  大概是1800年的時候
[00:09:04.800 --> 00:09:12.800]  當時他擊退當時守住埃及的阿拉伯人
[00:09:12.800 --> 00:09:19.800]  他擊退之後就拿了埃及的尼羅山國舟
[00:09:19.800 --> 00:09:25.800]  然後第二年他就嘗試佔據巴基斯坦地
[00:09:25.800 --> 00:09:28.800]  所以今天去巴基斯坦地
[00:09:28.800 --> 00:09:29.800]  去以色列
[00:09:29.800 --> 00:09:32.800]  如果去一個地方叫做約伯港
[00:09:32.800 --> 00:09:37.800]  那裡就有一些拿破崙的事跡可以說一下
[00:09:37.800 --> 00:09:41.800]  因為他由埃及一直上去
[00:09:41.800 --> 00:09:44.800]  拿了這個所謂世界的中心
[00:09:44.800 --> 00:09:47.800]  我們曾經說過巴基斯坦地
[00:09:47.800 --> 00:09:53.800]  其實就是歐亞和非洲中間的地橋
[00:09:53.800 --> 00:09:55.800]  上到這裡的時候
[00:09:55.800 --> 00:09:59.800]  霸佔了一個地方一會兒
[00:09:59.800 --> 00:10:06.800]  但最後英方就在另外一邊去擊退了法軍
[00:10:06.800 --> 00:10:09.800]  然後他們就佔領埃及
[00:10:09.800 --> 00:10:11.800]  這裡發生什麼事呢?
[00:10:11.800 --> 00:10:13.800]  在1799年的時候
[00:10:13.800 --> 00:10:15.800]  就是Bouchard
[00:10:15.800 --> 00:10:17.800]  這個Francois Bouchard
[00:10:17.800 --> 00:10:20.800]  其中一個的將軍
[00:10:20.800 --> 00:10:22.800]  拿破崙的將軍
[00:10:22.800 --> 00:10:25.800]  他就在Rosetta這個地方
[00:10:25.800 --> 00:10:28.800]  找到一塊石頭
[00:10:28.800 --> 00:10:30.800]  Rosetta我點了給你
[00:10:30.800 --> 00:10:33.800]  在亞歷山大港附近的一個港口
[00:10:33.800 --> 00:10:39.800]  他在這裡去拆一個舊的建築物的時候
[00:10:39.800 --> 00:10:40.800]  一個遠古的建築物的時候
[00:10:40.800 --> 00:10:42.800]  就發現一塊這樣的石頭
[00:10:42.800 --> 00:10:44.800]  這塊就叫做Rosetta Stone
[00:10:44.800 --> 00:10:48.800]  因為在Rosetta找到所以就叫Rosetta
[00:10:48.800 --> 00:10:52.800]  所以就找到這塊石頭的時候
[00:10:52.800 --> 00:10:55.800]  找到上面的一些命運
[00:10:55.800 --> 00:10:57.800]  有三段的命運
[00:10:57.800 --> 00:10:58.800]  正因為有三段命運
[00:10:58.800 --> 00:11:01.800]  所以這個將軍Bouchard
[00:11:01.800 --> 00:11:04.800]  他就明白這是一件很貴重的事情
[00:11:04.800 --> 00:11:05.800]  因為大家都知道
[00:11:05.800 --> 00:11:09.800]  尼羅河和埃及是一些很遠古的文明
[00:11:09.800 --> 00:11:13.800]  所以他就將這塊石頭運去Cairo
[00:11:13.800 --> 00:11:17.800]  因為法英之間有這樣的衝突的緣故
[00:11:17.800 --> 00:11:21.800]  所以最後英國就拿了這塊這麼寶貴的石頭
[00:11:21.800 --> 00:11:22.800]  叫做Rosetta Stone
[00:11:22.800 --> 00:11:23.800]  今天去大英博物館
[00:11:23.800 --> 00:11:27.800]  展館第一塊在你面前的
[00:11:27.800 --> 00:11:29.800]  就是這個Rosetta Stone
[00:11:29.800 --> 00:11:32.800]  說回這個阿波倫
[00:11:32.800 --> 00:11:36.800]  去到亞歷山大港和Cairo的時候
[00:11:36.800 --> 00:11:40.800]  他帶著167個科學家
[00:11:40.800 --> 00:11:44.800]  他們就做了很多這樣的研究
[00:11:44.800 --> 00:11:47.800]  和很多的整理
[00:11:47.800 --> 00:11:50.800]  將風景畫了
[00:11:50.800 --> 00:11:52.800]  然後將那些文物找到的東西
[00:11:52.800 --> 00:11:54.800]  這幅相就很出名
[00:11:54.800 --> 00:11:58.800]  就是羅阿波倫騎著馬去到這個獅身人面像
[00:11:58.800 --> 00:11:59.800]  這個Cairo這個地方
[00:11:59.800 --> 00:12:02.800]  附近有大金字塔
[00:12:02.800 --> 00:12:05.800]  這個港口就是Rosetta的港口
[00:12:05.800 --> 00:12:09.800]  你見到他們開了一些
[00:12:09.800 --> 00:12:11.800]  可能是木乃伊等等
[00:12:11.800 --> 00:12:13.800]  就有些所謂的記者
[00:12:13.800 --> 00:12:18.800]  就去記載這個阿波倫
[00:12:18.800 --> 00:12:20.800]  Description of Egypt
[00:12:20.800 --> 00:12:21.800]  有好幾冊
[00:12:21.800 --> 00:12:25.800]  這些所謂當時的科學的研究
[00:12:25.800 --> 00:12:27.800]  和survey等等
[00:12:27.800 --> 00:12:30.800]  找到這個Rosetta Stone
[00:12:30.800 --> 00:12:31.800]  為什麼這麼重要呢
[00:12:31.800 --> 00:12:33.800]  因為在18世紀之前
[00:12:33.800 --> 00:12:36.800]  沒有人知道那些古阿波倫的
[00:12:36.800 --> 00:12:38.800]  象形文字Hierarchy
[00:12:38.800 --> 00:12:40.800]  是怎麼翻譯的
[00:12:40.800 --> 00:12:42.800]  沒有人知道他講什麼
[00:12:42.800 --> 00:12:44.800]  那些象形文字我們看到很古怪
[00:12:44.800 --> 00:12:46.800]  有時候就好像畫一隻小鳥
[00:12:46.800 --> 00:12:48.800]  畫一條蛇等等
[00:12:48.800 --> 00:12:51.800]  這個Rosetta Stone
[00:12:51.800 --> 00:12:53.800]  其實連接到
[00:12:53.800 --> 00:12:55.800]  因為裡面講到一個王年
[00:12:55.800 --> 00:12:59.800]  就是一個Ptolemy V
[00:12:59.800 --> 00:13:01.800]  這個Thor
[00:13:01.800 --> 00:13:02.800]  勒密五世
[00:13:02.800 --> 00:13:07.800]  當時他在主前200至180年
[00:13:07.800 --> 00:13:11.800]  來去管理埃及地
[00:13:11.800 --> 00:13:14.800]  這個石頭就在1896年
[00:13:14.800 --> 00:13:17.800]  主前196年來去雕
[00:13:17.800 --> 00:13:19.800]  其實就是當時他的詔書
[00:13:19.800 --> 00:13:23.800]  就是這個Ptolemy V
[00:13:23.800 --> 00:13:27.800]  從父王Thor四世那裡
[00:13:27.800 --> 00:13:31.800]  就世襲了王位
[00:13:31.800 --> 00:13:34.800]  就雕了這個石頭
[00:13:34.800 --> 00:13:39.800]  這個石頭就是他們政府官方的詔書
[00:13:39.800 --> 00:13:43.800]  就去到說五世新的王上任
[00:13:43.800 --> 00:13:46.800]  他有多少的貢獻
[00:13:46.800 --> 00:13:48.800]  減稅等等
[00:13:48.800 --> 00:13:50.800]  上面最重要的地方
[00:13:50.800 --> 00:13:52.800]  就是這個Rosetta Stone
[00:13:52.800 --> 00:13:56.800]  有三個的語文來寫成
[00:13:56.800 --> 00:14:00.800]  因為當時196BC的時候
[00:14:00.800 --> 00:14:07.800]  當時的國際語言就是希臘文
[00:14:07.800 --> 00:14:09.800]  所以這個Rosetta Stone
[00:14:09.800 --> 00:14:12.800]  是當時的一些埃及的祭司
[00:14:12.800 --> 00:14:14.800]  他們去雕出來的
[00:14:14.800 --> 00:14:18.800]  講這個Ptolemy V的威水史
[00:14:18.800 --> 00:14:22.800]  上面那一部分已經破爛了
[00:14:22.800 --> 00:14:24.800]  這些只是重構圖
[00:14:24.800 --> 00:14:26.800]  可能會是這個樣子
[00:14:26.800 --> 00:14:29.800]  上面這裡就是一些埃及的象形文字
[00:14:29.800 --> 00:14:31.800]  Hierarchs
[00:14:31.800 --> 00:14:34.800]  中間就是當時平民百姓看的
[00:14:34.800 --> 00:14:36.800]  Demotic的埃及文
[00:14:36.800 --> 00:14:38.800]  草書來的
[00:14:38.800 --> 00:14:40.800]  埃及的草書
[00:14:40.800 --> 00:14:42.800]  下面54行比較完整的
[00:14:42.800 --> 00:14:45.800]  就是當時的希臘文
[00:14:45.800 --> 00:14:48.800]  留意這個時間是196BC
[00:14:48.800 --> 00:14:51.800]  七十四本已經產生了
[00:14:51.800 --> 00:14:54.800]  七十四本大概二百多BC的時候
[00:14:54.800 --> 00:14:57.800]  所以七十四本的Greek
[00:14:57.800 --> 00:15:00.800]  就跟這些Greek有相似的地方
[00:15:00.800 --> 00:15:03.800]  為什麼會三種語文寫成呢?
[00:15:03.800 --> 00:15:06.800]  其實三種語文都是講同一個的詔書
[00:15:06.800 --> 00:15:09.800]  就是這個Ptolemy V的威水史
[00:15:09.800 --> 00:15:12.800]  只不過用三種語言翻譯了出來
[00:15:12.800 --> 00:15:14.800]  正因為這個緣故
[00:15:14.800 --> 00:15:16.800]  當時的人懂Greek的時候
[00:15:16.800 --> 00:15:20.800]  他就漸漸可以拆解到這個所謂Hierarchs
[00:15:20.800 --> 00:15:24.800]  就是在金字塔找到這些象形文字
[00:15:24.800 --> 00:15:27.800]  在其他再遠古一些的石碑
[00:15:27.800 --> 00:15:30.800]  找到一些Hierarchs的象形文字
[00:15:30.800 --> 00:15:35.800]  就知道怎樣去解開埃及的論史
[00:15:35.800 --> 00:15:40.800]  正因為解開了這些象形文字
[00:15:40.800 --> 00:15:44.800]  所以我們知道埃及世界的背景
[00:15:44.800 --> 00:15:47.800]  譬如他們怎樣看創造
[00:15:47.800 --> 00:15:51.800]  他們怎樣去記載某一些歷史事件等等
[00:15:51.800 --> 00:15:54.800]  所以這個Rosetta Stone為什麼這麼出名呢?
[00:15:54.800 --> 00:15:57.800]  就是今天有一個翻譯的軟件
[00:15:57.800 --> 00:16:00.800]  也是叫Rosetta Stone
[00:16:00.800 --> 00:16:03.800]  這個現代的軟件
[00:16:03.800 --> 00:16:05.800]  你買這個軟件
[00:16:05.800 --> 00:16:07.800]  什麼語言你都懂
[00:16:07.800 --> 00:16:09.800]  譬如你要學西班牙文
[00:16:09.800 --> 00:16:12.800]  你就買Spanish的Rosetta Stone
[00:16:12.800 --> 00:16:13.800]  英文的Rosetta Stone
[00:16:13.800 --> 00:16:15.800]  或者法文的Rosetta Stone
[00:16:15.800 --> 00:16:19.800]  所以為什麼Rosetta這個字這麼出名呢?
[00:16:19.800 --> 00:16:22.800]  就是因為在當時找到這個東西
[00:16:22.800 --> 00:16:25.800]  然後拆解了第一個鑰匙
[00:16:25.800 --> 00:16:30.800]  去理解近東,特別是埃及的世界
[00:16:30.800 --> 00:16:32.800]  過了幾十年之後
[00:16:32.800 --> 00:16:34.800]  1840年的時候
[00:16:34.800 --> 00:16:37.800]  就有另一個人
[00:16:37.800 --> 00:16:40.800]  變得很出名
[00:16:40.800 --> 00:16:42.800]  這個人叫George Smith
[00:16:42.800 --> 00:16:44.800]  George Smith為什麼這麼出名呢?
[00:16:44.800 --> 00:16:46.800]  他本身是在銀行工作的
[00:16:46.800 --> 00:16:49.800]  他是做印銀紙的人
[00:16:49.800 --> 00:16:51.800]  所以他是很細心的
[00:16:51.800 --> 00:16:54.800]  但是他對近東的歷史背景
[00:16:54.800 --> 00:16:56.800]  是很有興趣的
[00:16:56.800 --> 00:17:01.800]  這是1840年,50年,60年代的時候
[00:17:01.800 --> 00:17:05.800]  當時西方的國家,英國特別
[00:17:05.800 --> 00:17:07.800]  在中東已經挖掘了很多東西
[00:17:07.800 --> 00:17:10.800]  拿回英國倫敦
[00:17:10.800 --> 00:17:13.800]  George Smith雖然在銀行工作
[00:17:13.800 --> 00:17:19.800]  但是他對近東的背景很有心
[00:17:19.800 --> 00:17:22.800]  所以經常去大英博物館
[00:17:22.800 --> 00:17:27.800]  下班的時候就去那裡做義工幫忙
[00:17:27.800 --> 00:17:32.800]  被那裡的大英博物館的主管賞識到他
[00:17:32.800 --> 00:17:34.800]  他覺得這個年輕人很聰明
[00:17:34.800 --> 00:17:36.800]  就請了他
[00:17:36.800 --> 00:17:39.800]  這個人原來是很聰明的
[00:17:39.800 --> 00:17:43.800]  他就是一個自己教自己
[00:17:43.800 --> 00:17:47.800]  自己學的近東學者
[00:17:47.800 --> 00:17:49.800]  當時找到這些泥板
[00:17:49.800 --> 00:17:54.800]  很多時候是從亞述古城找到的
[00:17:54.800 --> 00:18:01.800]  所以有一個新的學科叫做古亞述學
[00:18:01.800 --> 00:18:03.800]  所以找到很多泥板的時候
[00:18:03.800 --> 00:18:05.800]  就請了George Smith
[00:18:05.800 --> 00:18:07.800]  把這些泥板拼起來
[00:18:07.800 --> 00:18:09.800]  因為很多很多
[00:18:09.800 --> 00:18:13.800]  有一天,George Smith就在大英博物館
[00:18:13.800 --> 00:18:16.800]  找到一塊這樣的泥板
[00:18:16.800 --> 00:18:19.800]  他因為自學的緣故,他很聰明
[00:18:19.800 --> 00:18:22.800]  他就懂得看這些私營文字
[00:18:22.800 --> 00:18:25.800]  他就自己去拆解
[00:18:25.800 --> 00:18:27.800]  當他拿起這塊板的時候
[00:18:27.800 --> 00:18:29.800]  他就非常驚訝
[00:18:29.800 --> 00:18:30.800]  為什麼這麼驚訝呢?
[00:18:30.800 --> 00:18:32.800]  因為他一讀的時候就發現
[00:18:32.800 --> 00:18:39.800]  原來裡面就是Gilgamesh Epic裡面的洪水故事
[00:18:39.800 --> 00:18:42.800]  而且這個洪水故事有很多地方
[00:18:42.800 --> 00:18:47.800]  是跟創世紀羅亞洪水故事非常相似
[00:18:47.800 --> 00:18:50.800]  所以當他發現的時候
[00:18:50.800 --> 00:18:53.800]  他就很興奮,他就跳到桌子上
[00:18:53.800 --> 00:18:56.800]  甚至有些報告說他立刻就脫衣服
[00:18:56.800 --> 00:18:58.800]  因為他很興奮
[00:18:58.800 --> 00:19:00.800]  興奮到一個地步
[00:19:00.800 --> 00:19:03.800]  二千多年,三千多年
[00:19:03.800 --> 00:19:10.800]  他是第一個去看近東洪水的故事
[00:19:10.800 --> 00:19:14.800]  所以就找到這塊泥板,叫做第十一塊泥板
[00:19:14.800 --> 00:19:18.800]  第十一塊泥板就是屬於Gilgamesh Epic裡面
[00:19:18.800 --> 00:19:20.800]  十二塊泥板裡面的第十一塊
[00:19:20.800 --> 00:19:25.800]  故事裡面就講到一個洪水的故事
[00:19:25.800 --> 00:19:29.800]  這個洪水故事跟創世紀的洪水故事有多相似
[00:19:29.800 --> 00:19:31.800]  在一些學者的研究
[00:19:31.800 --> 00:19:36.800]  由70年代到現在,甚至幾年前
[00:19:36.800 --> 00:19:40.800]  一個猶太學者叫做Joshua Berman
[00:19:40.800 --> 00:19:45.800]  他這本書裡面都有引用這個平衡
[00:19:45.800 --> 00:19:48.800]  就將這個Gilgamesh Epic
[00:19:48.800 --> 00:19:52.800]  十一塊泥板裡面所看到的故事的脈絡
[00:19:52.800 --> 00:19:56.800]  和創世紀的Genesis Flood Again的脈絡
[00:19:56.800 --> 00:20:00.800]  來做對比
[00:20:00.800 --> 00:20:06.800]  有17項的主題
[00:20:06.800 --> 00:20:10.800]  按照次序是完全一樣的
[00:20:10.800 --> 00:20:13.800]  幾乎一樣
[00:20:13.800 --> 00:20:19.800]  你看到第十一的line 14-19
[00:20:19.800 --> 00:20:22.800]  20-23,然後24-31
[00:20:22.800 --> 00:20:24.800]  所記載的都是這些
[00:20:24.800 --> 00:20:26.800]  我把它翻出來的時候
[00:20:26.800 --> 00:20:28.800]  你就會看到
[00:20:28.800 --> 00:20:32.800]  創世紀洪水的故事和Gilgamesh的十一塊泥板
[00:20:32.800 --> 00:20:36.800]  11,神決定去降洪水
[00:20:36.800 --> 00:20:42.800]  6章第六節,還有第十四至十九行
[00:20:42.800 --> 00:20:46.800]  警告洪水故事的主角
[00:20:46.800 --> 00:20:51.800]  在創世紀的故事就是羅亞
[00:20:51.800 --> 00:20:57.800]  但Gilgamesh的主角的名字不是羅亞
[00:20:57.800 --> 00:21:01.800]  而是Yunapesh
[00:21:01.800 --> 00:21:03.800]  第三,你繼續看下去
[00:21:03.800 --> 00:21:07.800]  整方舟,然後尺寸,兩者都有記
[00:21:07.800 --> 00:21:11.800]  然後繼續下去,主角聽命去整方舟
[00:21:11.800 --> 00:21:13.800]  命令他進入方舟
[00:21:13.800 --> 00:21:17.800]  然後進入方舟的時候帶同家人等等
[00:21:17.800 --> 00:21:21.800]  在兩個故事都是平衡的
[00:21:21.800 --> 00:21:24.800]  方舟的門關上也是平衡的
[00:21:24.800 --> 00:21:27.800]  有洪水的描述,大水的描述
[00:21:27.800 --> 00:21:33.800]  第七章和第九十六至十八章
[00:21:33.800 --> 00:21:37.800]  生態的破壞,雨水停止
[00:21:37.800 --> 00:21:39.800]  然後方舟停在山上
[00:21:39.800 --> 00:21:43.800]  第八章第四節就是阿拉納山群山
[00:21:43.800 --> 00:21:47.800]  然後Gilgamesh Epic就是另外一個山
[00:21:47.800 --> 00:21:49.800]  都是在北邊的
[00:21:49.800 --> 00:21:51.800]  繼續下去,主角開窗
[00:21:51.800 --> 00:21:53.800]  然後放料出去
[00:21:53.800 --> 00:21:56.800]  試測水到底是不是乾了
[00:21:56.800 --> 00:21:59.800]  然後主角出方舟獻祭
[00:21:59.800 --> 00:22:02.800]  神就聞到這些輕香的祭
[00:22:02.800 --> 00:22:04.800]  然後祝福主角
[00:22:04.800 --> 00:22:09.800]  你看到這些脈絡完完全全都是拼在一起的
[00:22:09.800 --> 00:22:12.800]  這個就非常令人驚訝的事
[00:22:12.800 --> 00:22:18.800]  因為我們平時只知道的就是羅亞洪水這個故事
[00:22:18.800 --> 00:22:21.800]  但我們卻不知道原來基加美修
[00:22:21.800 --> 00:22:24.800]  Gilgamesh Epic,Tablet 11
[00:22:24.800 --> 00:22:27.800]  講到這個人
