
[00:00:00.000 --> 00:00:05.000]  我跟傑少一樣,我有一點作病
[00:02:02.000 --> 00:02:05.000]  怎麼去看聖誕的故事
[00:02:05.000 --> 00:02:09.000]  我相信作者是特意將某些東西對照
[00:02:09.000 --> 00:02:13.000]  這段聖經《瑪太夫》第二章,一至十二節
[00:02:13.000 --> 00:02:23.000]  說到東方的博士朝見新生的丹夏來造猶太王的耶穌基督
[00:02:23.000 --> 00:02:27.000]  這是《瑪太夫》第二章
[00:02:27.000 --> 00:02:29.000]  對照了有兩組人
[00:02:29.000 --> 00:02:38.000]  第一組人就是博士和所謂的經學家
[00:02:38.000 --> 00:02:43.000]  (Powerpoint不可行,為什麼呢?)
[00:02:43.000 --> 00:02:46.000]  OK,Here we go
[00:02:46.000 --> 00:02:49.000]  所謂博士和經學家之間的對比
[00:02:49.000 --> 00:02:56.000]  這個故事,我們試試用一個人物的方法來看這段聖誕的故事
[00:02:56.000 --> 00:02:59.000]  裡面說到,首先兩組人
[00:02:59.000 --> 00:03:01.000]  第一組叫做博士,Magi
[00:03:01.000 --> 00:03:03.000]  第二組叫做Scribes
[00:03:03.000 --> 00:03:07.000]  即是當時的經學家或者法師等等
[00:03:07.000 --> 00:03:09.000]  經文是怎樣說呢?
[00:03:09.000 --> 00:03:11.000]  二章第一至第二節
[00:03:11.000 --> 00:03:15.000]  當大希律王,有好幾個希律王,這是第一個
[00:03:15.000 --> 00:03:17.000]  並且叫做大希律王
[00:03:17.000 --> 00:03:21.000]  希律王的時候,耶穌生在猶太的伯利恆
[00:03:21.000 --> 00:03:22.000]  在Bethlehem
[00:03:22.000 --> 00:03:25.000]  有幾個博士從東方來到耶路撒冷說
[00:03:25.000 --> 00:03:29.000]  那生下來作猶太人之王在那裡
[00:03:29.000 --> 00:03:33.000]  我們在東方看見他的聖,特來拜他
[00:03:33.000 --> 00:03:36.000]  這裡說到,在大希律王執政的時候
[00:03:36.000 --> 00:03:41.000]  耶穌基督出生在猶太地的伯利恆
[00:03:41.000 --> 00:03:43.000]  然後說到東方一個遙遠的地方
[00:03:43.000 --> 00:03:45.000]  大概是今天伊拉克的地方
[00:03:45.000 --> 00:03:47.000]  巴比倫的地方
[00:03:47.000 --> 00:03:50.000]  有幾個所謂的博士從東方來到
[00:03:50.000 --> 00:03:53.000]  為什麼呢?因為他們純粹是看見一顆星
[00:03:53.000 --> 00:03:56.000]  一個特別的啟示,一個很小的特別的啟示
[00:03:56.000 --> 00:04:00.000]  然後他們就遠路的來到耶路撒冷
[00:04:00.000 --> 00:04:07.000]  來到去找這個所謂生下來作猶太人之王的耶穌基督
[00:04:07.000 --> 00:04:09.000]  博士是什麼呢?
[00:04:09.000 --> 00:04:14.000]  博士,我們英文譯做Magi或者Wiseman
[00:04:14.000 --> 00:04:16.000]  這裡說了幾個博士
[00:04:16.000 --> 00:04:19.000]  這個新的中文翻譯是挺好的,幾個博士
[00:04:19.000 --> 00:04:22.000]  雖然我兒子病了
[00:04:22.000 --> 00:04:26.000]  他昨天不知道什麼事跟我聊天
[00:04:26.000 --> 00:04:28.000]  戴著口罩跟我聊天
[00:04:28.000 --> 00:04:31.000]  他說是不是有三個博士
[00:04:31.000 --> 00:04:35.000]  我說你這麼有家教你都不記得
[00:04:35.000 --> 00:04:39.000]  聖經裡面沒有說三個博士
[00:04:39.000 --> 00:04:42.000]  聖經裡面從來沒有說三個博士
[00:04:42.000 --> 00:04:44.000]  只不過是眾數幾個博士
[00:04:44.000 --> 00:04:46.000]  因為他看見這幅圖
[00:04:46.000 --> 00:04:48.000]  為什麼不是三隻駱駝呢?
[00:04:48.000 --> 00:04:52.000]  我說其實是有幾個,可能是一群人
[00:04:52.000 --> 00:04:57.000]  眾數,有些博士從東方來到耶路撒冷
[00:04:57.000 --> 00:04:59.000]  博士是什麼呢?
[00:04:59.000 --> 00:05:02.000]  有些翻譯做博士我們就想起PhD
[00:05:02.000 --> 00:05:04.000]  有博士學位的人
[00:05:04.000 --> 00:05:05.000]  其實不是的
[00:05:05.000 --> 00:05:07.000]  當時近東的世界裡面
[00:05:07.000 --> 00:05:09.000]  所謂的博士Magi
[00:05:09.000 --> 00:05:11.000]  其實他們就是一些上升的人
[00:05:11.000 --> 00:05:13.000]  或者是看天象的人
[00:05:13.000 --> 00:05:16.000]  當時近東的世界裡面
[00:05:16.000 --> 00:05:18.000]  最流行或者最看得多
[00:05:18.000 --> 00:05:22.000]  這些上升、占卜、搜查
[00:05:22.000 --> 00:05:25.000]  這些說明書是從哪裡來的?
[00:05:25.000 --> 00:05:27.000]  是從卡比倫那裡來的
[00:05:27.000 --> 00:05:28.000]  所以這群人從小到大
[00:05:28.000 --> 00:05:30.000]  他們在宮廷裡面學習
[00:05:30.000 --> 00:05:33.000]  這些天文、地理
[00:05:33.000 --> 00:05:35.000]  這群所謂當時的學者
[00:05:35.000 --> 00:05:38.000]  他們做這件事是做什麼的呢?
[00:05:38.000 --> 00:05:40.000]  是幫宮廷打工的
[00:05:40.000 --> 00:05:43.000]  就是告訴宮廷、朝廷
[00:05:43.000 --> 00:05:47.000]  有什麼空少或者什麼好的兆頭等等
[00:05:47.000 --> 00:05:50.000]  有一點像天理報告
[00:05:50.000 --> 00:05:52.000]  或者他們看的那些運程
[00:05:52.000 --> 00:05:55.000]  這群就是所謂的博士
[00:05:55.000 --> 00:05:58.000]  或者新日本翻譯為占星家
[00:05:58.000 --> 00:06:00.000]  原意就是這樣
[00:06:00.000 --> 00:06:06.000]  他們研究通曉一些天文、地理等等
[00:06:06.000 --> 00:06:10.000]  你看這個故事的時候
[00:06:10.000 --> 00:06:12.000]  如果我們是一個
[00:06:12.000 --> 00:06:15.000]  所謂猶太人認為的外邦人去看
[00:06:15.000 --> 00:06:17.000]  就不是很詫異
[00:06:17.000 --> 00:06:20.000]  外邦人看回外邦人
[00:06:20.000 --> 00:06:23.000]  他們大家都是迷信的人
[00:06:23.000 --> 00:06:26.000]  有誰覺得卡比倫寫
[00:06:26.000 --> 00:06:28.000]  他們是看通聖
[00:06:28.000 --> 00:06:30.000]  是覺得很詫異的?
[00:06:30.000 --> 00:06:32.000]  不會的
[00:06:32.000 --> 00:06:34.000]  但如果你是猶太人的讀者
[00:06:34.000 --> 00:06:36.000]  猶太人的讀者
[00:06:36.000 --> 00:06:37.000]  如果看到這段聖經的時候
[00:06:37.000 --> 00:06:40.000]  他們就會覺得很奇怪
[00:06:40.000 --> 00:06:41.000]  為什麼呢?
[00:06:41.000 --> 00:06:46.000]  因為這群占星迷信的人
[00:06:46.000 --> 00:06:50.000]  去看天象、預測運程等等
[00:06:50.000 --> 00:06:52.000]  這群人對於猶太人來說
[00:06:52.000 --> 00:06:55.000]  是一些所謂的Pagans
[00:06:55.000 --> 00:06:59.000]  他們想用人的方法來控制上帝
[00:06:59.000 --> 00:07:01.000]  或者控制未來
[00:07:01.000 --> 00:07:03.000]  在猶太人的信仰裡面
[00:07:03.000 --> 00:07:04.000]  是絕對接受不了的
[00:07:04.000 --> 00:07:05.000]  為什麼呢?
[00:07:05.000 --> 00:07:08.000]  因為上帝是親口說話的上帝
[00:07:08.000 --> 00:07:10.000]  上帝所說話
[00:07:10.000 --> 00:07:14.000]  或者他給我們生命裡面的原則
[00:07:14.000 --> 00:07:17.000]  給我們生命裡面的教導
[00:07:17.000 --> 00:07:19.000]  是上帝直接給我們有律法的
[00:07:19.000 --> 00:07:20.000]  親自啟示的
[00:07:20.000 --> 00:07:22.000]  他拆敗他的僕人先知等等
[00:07:22.000 --> 00:07:25.000]  來講清楚他的說話
[00:07:25.000 --> 00:07:27.000]  因為猶太人在聖經裡面說的上帝
[00:07:27.000 --> 00:07:31.000]  因為上帝是清清楚楚地告訴你
[00:07:31.000 --> 00:07:34.000]  你的生命裡面的方向、價值等等
[00:07:34.000 --> 00:07:36.000]  所以猶太人是看不起
[00:07:36.000 --> 00:07:39.000]  看不起這群外邦人
[00:07:39.000 --> 00:07:41.000]  這群人是他們會嘲笑的
[00:07:41.000 --> 00:07:43.000]  看不起的
[00:07:43.000 --> 00:07:45.000]  但是在這個故事裡面
[00:07:45.000 --> 00:07:48.000]  這群博士或者占星家
[00:07:48.000 --> 00:07:52.000]  他們純粹看到一顆星
[00:07:52.000 --> 00:07:54.000]  一個特別的兆頭
[00:07:54.000 --> 00:07:57.000]  只是靠著這麼小的啟示
[00:07:57.000 --> 00:07:59.000]  沒有什麼清楚的內容
[00:07:59.000 --> 00:08:01.000]  他們就跟著這顆星
[00:08:01.000 --> 00:08:05.000]  然後去找剛剛出生的耶穌
[00:08:05.000 --> 00:08:07.000]  為了敬拜他
[00:08:07.000 --> 00:08:10.000]  這是第一個角色
[00:08:10.000 --> 00:08:12.000]  就是這群博士
[00:08:12.000 --> 00:08:17.000]  另外就是這群的經學家
[00:08:17.000 --> 00:08:19.000]  因為這些博士來到
[00:08:19.000 --> 00:08:21.000]  麻煩幫我來一段
[00:08:21.000 --> 00:08:25.000]  來到耶路撒冷的時候
[00:08:25.000 --> 00:08:27.000]  希律王就知道了
[00:08:27.000 --> 00:08:30.000]  因為這群博士來到耶路撒冷宮廷的時候
[00:08:30.000 --> 00:08:34.000]  當然他們就是找皇帝
[00:08:34.000 --> 00:08:36.000]  宮廷裡面出生了一個皇帝
[00:08:36.000 --> 00:08:38.000]  然後他們想去朝拜他
[00:08:38.000 --> 00:08:40.000]  或者送上禮物等等
[00:08:40.000 --> 00:08:42.000]  他們第一個地方就是去京都
[00:08:42.000 --> 00:08:44.000]  就是去當時巴勒斯坦地
[00:08:44.000 --> 00:08:46.000]  耶路撒冷的京都
[00:08:46.000 --> 00:08:49.000]  他們第一個當然要見當時的皇帝
[00:08:49.000 --> 00:08:50.000]  就是大希律王
[00:08:50.000 --> 00:08:53.000]  大希律王聽見了就心裡面不安
[00:08:53.000 --> 00:08:56.000]  耶路撒冷合成的人也都不安
[00:08:56.000 --> 00:09:01.000]  他就召齊了祭司長和民間的文士
[00:09:01.000 --> 00:09:03.000]  那些scribes或者經學家
[00:09:03.000 --> 00:09:07.000]  問他們說基督當生在何處
[00:09:07.000 --> 00:09:15.000]  這裡說到這些經學家、民士或者祭司長等等
[00:09:15.000 --> 00:09:18.000]  就被召集進去大希律的宮廷
[00:09:18.000 --> 00:09:21.000]  大希律是甚麼人呢
[00:09:21.000 --> 00:09:24.000]  大希律王其實就是半個猶太人
[00:09:24.000 --> 00:09:25.000]  他本身是以東人
[00:09:25.000 --> 00:09:27.000]  因為以前馬加比時代
[00:09:27.000 --> 00:09:29.000]  以東地方被佔領了
[00:09:29.000 --> 00:09:32.000]  所以這群以東人被逼做了半個猶太人
[00:09:32.000 --> 00:09:36.000]  所以大希律王聽見一件這樣的事
[00:09:36.000 --> 00:09:40.000]  有一個新生的猶太人的王會出現
[00:09:40.000 --> 00:09:43.000]  大希律王作為一個半個猶太人
[00:09:43.000 --> 00:09:46.000]  他都知道猶太人的律法和經典
[00:09:46.000 --> 00:09:50.000]  他都清楚或者聽聞過
[00:09:50.000 --> 00:09:52.000]  舊約聖經裡面有預言過
[00:09:52.000 --> 00:09:56.000]  一位新生王出來了
[00:09:56.000 --> 00:09:58.000]  但是他知道一點不知道一點
[00:09:58.000 --> 00:10:00.000]  所以他就去問當時的PhD
[00:10:00.000 --> 00:10:04.000]  問那些經學家或者民事、祭司長
[00:10:04.000 --> 00:10:06.000]  叫他們查考一下聖經
[00:10:06.000 --> 00:10:11.000]  聖經裡面哪裏有預言有一個新生王出現
[00:10:11.000 --> 00:10:17.000]  並且聖經裡面有沒有說他在哪裏出生
[00:10:17.000 --> 00:10:21.000]  所以他們被召入宮的時候
[00:10:21.000 --> 00:10:24.000]  就去到第五節
[00:10:24.000 --> 00:10:26.000]  他們就說
[00:10:26.000 --> 00:10:32.000]  他們回答說
[00:10:32.000 --> 00:10:34.000]  經學家就回答
[00:10:34.000 --> 00:10:36.000]  在猶太的伯利恆
[00:10:36.000 --> 00:10:38.000]  因為先知記住
[00:10:38.000 --> 00:10:40.000]  記住什麼
[00:10:40.000 --> 00:10:42.000]  猶大地的伯利恆
[00:10:42.000 --> 00:10:46.000]  你在猶大諸城中並不是最少的
[00:10:46.000 --> 00:10:50.000]  因為將來有一位君王要從你那裏出來
[00:10:50.000 --> 00:10:52.000]  牧養我的以色列民
[00:10:52.000 --> 00:10:57.000]  這些經學家或者讀聖經讀得很熟的
[00:10:57.000 --> 00:10:59.000]  他們一看就看到
[00:10:59.000 --> 00:11:01.000]  就在哪裏出現
[00:11:01.000 --> 00:11:03.000]  他說先知記住
[00:11:03.000 --> 00:11:04.000]  他沒有說哪位先知
[00:11:04.000 --> 00:11:06.000]  你記不記得哪位
[00:11:06.000 --> 00:11:07.000]  記不記得哪位
[00:11:07.000 --> 00:11:09.000]  是不是以塞亞
[00:11:09.000 --> 00:11:11.000]  是不是耶利米
[00:11:11.000 --> 00:11:13.000]  是不是達爾尼
[00:11:13.000 --> 00:11:15.000]  哪位先知說
[00:11:15.000 --> 00:11:17.000]  尼加是誰
[00:11:17.000 --> 00:11:19.000]  尼加是先知
[00:11:19.000 --> 00:11:21.000]  你不是很清楚吧
[00:11:21.000 --> 00:11:23.000]  因為你不是經學家
[00:11:23.000 --> 00:11:25.000]  那些熟悉聖經的一翻就知道
[00:11:25.000 --> 00:11:27.000]  尼加書
[00:11:27.000 --> 00:11:28.000]  你有沒有看過
[00:11:28.000 --> 00:11:30.000]  看都沒有看過
[00:11:30.000 --> 00:11:32.000]  因為這些聖經的專家
[00:11:32.000 --> 00:11:33.000]  一翻就翻開
[00:11:33.000 --> 00:11:34.000]  他們就說
[00:11:34.000 --> 00:11:36.000]  當然是新生王在哪裏出現
[00:11:36.000 --> 00:11:38.000]  伯利恆
[00:11:38.000 --> 00:11:40.000]  伯利恆在什麼地方
[00:11:40.000 --> 00:11:41.000]  本身大衛
[00:11:41.000 --> 00:11:43.000]  你記得舊約裏有一個很出名的王
[00:11:43.000 --> 00:11:44.000]  叫大衛王
[00:11:44.000 --> 00:11:45.000]  King David
[00:11:45.000 --> 00:11:48.000]  他的祖家或者他的官籍
[00:11:48.000 --> 00:11:49.000]  直貫
[00:11:49.000 --> 00:11:50.000]  他的鄉下
[00:11:50.000 --> 00:11:52.000]  就是在伯利恆
[00:11:52.000 --> 00:11:56.000]  所以一翻就翻到尼加書裏面
[00:11:56.000 --> 00:11:58.000]  其中一章第五章
[00:11:58.000 --> 00:12:00.000]  就說到新生王會出現
[00:12:00.000 --> 00:12:02.000]  大概在尼加書裏預言
[00:12:02.000 --> 00:12:04.000]  一個尼塞亞出現
[00:12:04.000 --> 00:12:05.000]  一個新生王出現
[00:12:05.000 --> 00:12:07.000]  上文下理大概是上帝說
[00:12:07.000 --> 00:12:10.000]  給當時的貝約的以色列國聽
[00:12:10.000 --> 00:12:12.000]  我將會有一個新的王
[00:12:12.000 --> 00:12:14.000]  新的王朝出現
[00:12:14.000 --> 00:12:16.000]  而這個新的王朝不是在耶路撒冷出現
[00:12:16.000 --> 00:12:18.000]  是在大衛出生的地方
[00:12:18.000 --> 00:12:22.000]  會有一個新的大衛的君王會再出現
[00:12:22.000 --> 00:12:24.000]  這個新的國度會再來到
[00:12:24.000 --> 00:12:25.000]  這個就是幾百年前
[00:12:25.000 --> 00:12:27.000]  在尼加書在舊約裏面
[00:12:27.000 --> 00:12:29.000]  一早預言了
[00:12:29.000 --> 00:12:33.000]  大衛的王朝會再出現
[00:12:33.000 --> 00:12:35.000]  大衛的故鄉伯利恆
[00:12:35.000 --> 00:12:38.000]  會有一個新的王出現
[00:12:38.000 --> 00:12:41.000]  這個就是第二班的角色
[00:12:41.000 --> 00:12:43.000]  這裡說到這些經學家
[00:12:43.000 --> 00:12:44.000]  或者文士
[00:12:44.000 --> 00:12:46.000]  或者祭司掌握他們最熟悉聖經的
[00:12:46.000 --> 00:12:49.000]  並且是熟得全部的
[00:12:49.000 --> 00:12:51.000]  並且在地理上
[00:12:51.000 --> 00:12:54.000]  他們是最接近伯利恆的
[00:12:54.000 --> 00:12:55.000]  他們在哪裏?
[00:12:55.000 --> 00:12:56.000]  在耶路撒冷
[00:12:56.000 --> 00:13:00.000]  新生王在哪裏出現?
[00:13:00.000 --> 00:13:03.000]  伯利恆
[00:13:03.000 --> 00:13:04.000]  耶路撒冷到伯利恆
[00:13:04.000 --> 00:13:06.000]  即是在南面
[00:13:06.000 --> 00:13:08.000]  大概兩三公里
[00:13:08.000 --> 00:13:10.000]  如果你走路的話
[00:13:10.000 --> 00:13:13.000]  應該三個小時就到了
[00:13:13.000 --> 00:13:15.000]  他們就知道
[00:13:15.000 --> 00:13:17.000]  聖經一早預言了
[00:13:17.000 --> 00:13:18.000]  有一個新生王出現
[00:13:18.000 --> 00:13:20.000]  是上帝派來的
[00:13:20.000 --> 00:13:24.000]  但他們手指頭都不動
[00:13:24.000 --> 00:13:26.000]  這個就有很大對比
[00:13:26.000 --> 00:13:28.000]  那些所謂東方的博士
[00:13:28.000 --> 00:13:30.000]  猶太人看不起的那班人
[00:13:30.000 --> 00:13:31.000]  只是靠著一顆星
[00:13:31.000 --> 00:13:34.000]  去拜這位新生王
[00:13:34.000 --> 00:13:38.000]  另外對比的就是這班所謂經學家
[00:13:38.000 --> 00:13:39.000]  這些經學家
[00:13:39.000 --> 00:13:43.000]  他們知道、通曉得
[00:13:43.000 --> 00:13:46.000]  連新生王在哪裏出生
[00:13:46.000 --> 00:13:48.000]  他們都明白
[00:13:48.000 --> 00:13:50.000]  明白上問下理等等
[00:13:50.000 --> 00:13:56.000]  他們沒有去找新生王
[00:13:56.000 --> 00:14:02.000]  反而是這班東方來的博士
[00:14:02.000 --> 00:14:05.000]  然後故事就說到
[00:14:05.000 --> 00:14:09.000]  大希律王問過這班聖經學者
[00:14:09.000 --> 00:14:12.000]  問清楚在伯利恆出生
[00:14:12.000 --> 00:14:15.000]  然後這些博士來到的時候
[00:14:15.000 --> 00:14:17.000]  問清楚那顆星是何時出現
[00:14:17.000 --> 00:14:19.000]  因為他們是老遠地方來的
[00:14:19.000 --> 00:14:20.000]  查問清楚
[00:14:20.000 --> 00:14:22.000]  大概應該是兩年前就出現了
[00:14:22.000 --> 00:14:23.000]  所以這些博士
[00:14:23.000 --> 00:14:25.000]  旅行了兩年的時間
[00:14:25.000 --> 00:14:29.000]  就來到耶路撒冷
[00:14:29.000 --> 00:14:30.000]  來到以色列
[00:14:30.000 --> 00:14:32.000]  去找新生王
[00:14:32.000 --> 00:14:34.000]  於是大希律召見了這些博士之後
[00:14:34.000 --> 00:14:36.000]  他知道是兩年前左右
[00:14:36.000 --> 00:14:38.000]  他就知道這班新生王
[00:14:38.000 --> 00:14:40.000]  應該是兩年前就出生了
[00:14:40.000 --> 00:14:42.000]  所以馬太福音第二章的故事
[00:14:42.000 --> 00:14:45.000]  當這些博士來到見耶穌的時候
[00:14:45.000 --> 00:14:48.000]  耶穌大概是幾歲?
[00:14:48.000 --> 00:14:50.000]  大概一歲多兩歲吧
[00:14:50.000 --> 00:14:54.000]  所以你看到馬太福音第二章的故事
[00:14:54.000 --> 00:14:57.000]  應該不是耶穌
[00:14:57.000 --> 00:14:59.000]  應該不是一個嬰兒躺在那裏
[00:14:59.000 --> 00:15:01.000]  大概是一兩歲
[00:15:01.000 --> 00:15:03.000]  那些走走跌跌的在搞事
[00:15:03.000 --> 00:15:05.000]  我們教會有很多
[00:15:05.000 --> 00:15:10.000]  大概是這個時間
[00:15:10.000 --> 00:15:15.000]  所以他們就來找這個小孩子耶穌
[00:15:15.000 --> 00:15:18.000]  然後到第九節
[00:15:18.000 --> 00:15:22.000]  希律王知道大概新生王何時出現
[00:15:22.000 --> 00:15:24.000]  其實就是想殺他
[00:15:24.000 --> 00:15:26.000]  到第九節
[00:15:26.000 --> 00:15:30.000]  他們聽見希律王的話就去了
[00:15:30.000 --> 00:15:33.000]  他們是博士
[00:15:33.000 --> 00:15:36.000]  博士聽見王的話就去了
[00:15:36.000 --> 00:15:43.000]  忽然在東方所看到的那顆火星在前面引領他們
[00:15:43.000 --> 00:15:48.000]  一直走到小孩子所在的地方之上停住了
[00:15:48.000 --> 00:15:50.000]  他們看見那顆星就非常歡喜
[00:15:50.000 --> 00:15:51.000]  盡了防止
[00:15:51.000 --> 00:15:54.000]  看見小孩子和他母親瑪利亞
[00:15:54.000 --> 00:15:59.000]  他們就俯伏在那小孩子揭開寶盒
[00:15:59.000 --> 00:16:03.000]  拿出黃金、乳香、抹藥
[00:16:03.000 --> 00:16:07.000]  作為禮物獻給這位小孩子
[00:16:07.000 --> 00:16:12.000]  這就是為何後期的人去想像聖誕節的時候
[00:16:12.000 --> 00:16:14.000]  有三個博士
[00:16:14.000 --> 00:16:16.000]  禮物當然每人一份
[00:16:16.000 --> 00:16:18.000]  沒理由一個人拿三份禮物
[00:16:18.000 --> 00:16:20.000]  有九份
[00:16:20.000 --> 00:16:23.000]  所以三份禮物出現就認為有三個博士
[00:16:23.000 --> 00:16:25.000]  當然不一定是這樣
[00:16:25.000 --> 00:16:28.000]  無論如何他們將最貴重的東西獻上
[00:16:28.000 --> 00:16:35.000]  然後去敬拜、俯伏在小孩子的前面
[00:16:35.000 --> 00:16:37.000]  大家留意
[00:16:37.000 --> 00:16:41.000]  這班猶太人看不起的人
[00:16:41.000 --> 00:16:45.000]  對上帝根本是一知半解
[00:16:45.000 --> 00:16:49.000]  憑著一顆星走幾百里路
[00:16:49.000 --> 00:16:51.000]  反而在這個故事裏面
[00:16:51.000 --> 00:16:55.000]  他們是最懂聖誕的人
[00:16:55.000 --> 00:16:58.000]  他們最明白聖誕節是一回甚麼事
[00:16:58.000 --> 00:17:02.000]  就是這位生下來作為我們王的耶穌
[00:17:02.000 --> 00:17:06.000]  是值得我們去敬拜
[00:17:06.000 --> 00:17:07.000]  居然在這個故事裏面
[00:17:07.000 --> 00:17:10.000]  是一班本身迷信的人
[00:17:10.000 --> 00:17:11.000]  沒有看過聖經
[00:17:11.000 --> 00:17:14.000]  不清楚基督教信仰
[00:17:14.000 --> 00:17:16.000]  不清楚聖經信仰
[00:17:16.000 --> 00:17:18.000]  他們來去下拜
[00:17:18.000 --> 00:17:22.000]  並且預備好去敬拜這位主
[00:17:22.000 --> 00:17:26.000]  那些通曉聖經的反而
[00:17:26.000 --> 00:17:28.000]  所謂take it for granted
[00:17:28.000 --> 00:17:32.000]  完全是不理會的
[00:17:32.000 --> 00:17:35.000]  有時我覺得在教會裏面
[00:17:35.000 --> 00:17:38.000]  最教導我如何做基督徒的人
[00:17:38.000 --> 00:17:44.000]  就是一些未信或剛信的人
[00:17:44.000 --> 00:17:47.000]  對嗎
[00:17:47.000 --> 00:17:48.000]  他們最讓我看到
[00:17:48.000 --> 00:17:52.000]  到底甚麼叫尋找上帝
[00:17:52.000 --> 00:17:56.000]  甚麼叫敬拜上帝
[00:17:56.000 --> 00:17:58.000]  真人
[00:17:58.000 --> 00:18:01.000]  看見一些初信或準備去受洗
[00:18:01.000 --> 00:18:04.000]  雖然他們不知很多
[00:18:04.000 --> 00:18:08.000]  我們上星期正在預備
[00:18:08.000 --> 00:18:11.000]  有幾個弟兄姊妹
[00:18:11.000 --> 00:18:14.000]  他們去受浸
[00:18:14.000 --> 00:18:16.000]  即是下星期他們受浸
[00:18:16.000 --> 00:18:20.000]  每逢受浸前我們都會做少少面試
[00:18:20.000 --> 00:18:23.000]  網上或實體做
[00:18:23.000 --> 00:18:25.000]  我們就問一下
[00:18:25.000 --> 00:18:30.000]  舊的一套叫做查問信德
[00:18:30.000 --> 00:18:34.000]  即是了解他信的是否真確
[00:18:34.000 --> 00:18:37.000]  以及基本上他能否掌握到
[00:18:37.000 --> 00:18:41.000]  其實問的問題是很簡單的問題
[00:18:41.000 --> 00:18:43.000]  他們就去回答
[00:18:43.000 --> 00:18:47.000]  其實答案亦非常簡單
[00:18:47.000 --> 00:18:52.000]  但你看見他們去到預備寫見證
[00:18:52.000 --> 00:18:54.000]  在他們的生命裏面
[00:18:54.000 --> 00:18:57.000]  如何遇上這位救主等等
[00:18:57.000 --> 00:18:59.000]  你聽回他們的故事
[00:18:59.000 --> 00:19:01.000]  聽回他們的故事的時候
[00:19:01.000 --> 00:19:07.000]  你就發現他們是真心去相信
[00:19:07.000 --> 00:19:12.000]  真心去認定耶穌是他們的主
[00:19:12.000 --> 00:19:15.000]  相反
[00:19:15.000 --> 00:19:21.000]  有時一些通曉聖經的人
[00:19:21.000 --> 00:19:24.000]  回教會很久的人
[00:19:24.000 --> 00:19:26.000]  以為自己知道很多的人
[00:19:26.000 --> 00:19:30.000]  那班人反而覺得耶穌是他們的主
[00:19:30.000 --> 00:19:33.000]  只不過是生命裏面的闊綠
[00:19:33.000 --> 00:19:37.000]  這是一個很大的諷刺
[00:19:37.000 --> 00:19:39.000]  真心去敬拜
[00:19:39.000 --> 00:19:41.000]  真是明白敬拜是甚麼意思
[00:19:41.000 --> 00:19:44.000]  是一班這樣的人
[00:19:44.000 --> 00:19:46.000]  在《馬太福音》裏面
[00:19:46.000 --> 00:19:48.000]  由開始到結束
[00:19:48.000 --> 00:19:51.000]  28章的福音書
[00:19:51.000 --> 00:19:53.000]  書信裏面說甚麼
[00:19:53.000 --> 00:19:57.000]  他說這位耶穌是萬國的主宰
[00:19:57.000 --> 00:20:00.000]  是萬國的君王
[00:20:00.000 --> 00:20:02.000]  在《馬太福音》最後結束的時候
[00:20:02.000 --> 00:20:04.000]  死而復活的主
