
[00:00:00.000 --> 00:00:03.920]  這次講到聖經的創世紀第二章
[00:03:26.880 --> 00:03:27.760]  聖經裡面
[00:03:27.760 --> 00:03:29.200]  我們讀神學的時候
[00:03:29.200 --> 00:03:30.720]  有一個教義叫做
[00:03:30.720 --> 00:03:32.480]  Clarity of Scripture
[00:03:32.480 --> 00:03:34.480]  就是聖經的清晰度
[00:03:34.480 --> 00:03:37.640]  聖經清晰度這個教義是什麼意思呢?
[00:03:37.640 --> 00:03:38.920]  Clarity of Scripture
[00:03:38.920 --> 00:03:40.040]  意思就是說
[00:03:40.040 --> 00:03:41.160]  聖經的啟示
[00:03:41.160 --> 00:03:43.480]  其實三歲小孩五歲小孩都懂得
[00:03:43.480 --> 00:03:44.680]  都明白的
[00:03:44.680 --> 00:03:47.680]  所以有一些很清楚的
[00:03:47.680 --> 00:03:49.080]  很重要的一些信息
[00:03:49.080 --> 00:03:51.480]  譬如耶穌基督是唯一的道路真理生命
[00:03:51.480 --> 00:03:52.880]  耶穌的救恩
[00:03:52.880 --> 00:03:53.800]  十字架的救恩
[00:03:53.800 --> 00:03:55.360]  這些是幾歲大
[00:03:55.360 --> 00:03:57.640]  剛剛信主
[00:03:57.640 --> 00:03:59.000]  還沒信主
[00:03:59.000 --> 00:04:00.560]  甚至信了主很多年
[00:04:00.560 --> 00:04:01.680]  大家是同宮
[00:04:01.680 --> 00:04:03.520]  大家是傳道的
[00:04:03.520 --> 00:04:04.520]  都會明白的
[00:04:04.520 --> 00:04:07.040]  這個就叫做聖經的清晰度
[00:04:07.040 --> 00:04:08.320]  但是聖經裡面
[00:04:08.320 --> 00:04:09.080]  我們大家都知道
[00:04:09.080 --> 00:04:11.960]  有一些東西是比較困難的
[00:04:12.240 --> 00:04:14.840]  有一些東西是要經過一些傳息
[00:04:14.840 --> 00:04:16.520]  我們才能夠掌握得到的
[00:04:16.520 --> 00:04:18.600]  那些比較有深奧的東西
[00:04:18.600 --> 00:04:21.040]  我們是需要去學習的
[00:04:21.040 --> 00:04:22.640]  所以這個沒有問題的
[00:04:22.640 --> 00:04:23.560]  在聖經裡面
[00:04:23.560 --> 00:04:25.560]  我們有一些很基本的教義
[00:04:25.560 --> 00:04:28.880]  三位一體的神論等等
[00:04:28.880 --> 00:04:31.080]  基督的救恩等等
[00:04:31.080 --> 00:04:32.280]  這些一聽就明白了
[00:04:32.280 --> 00:04:33.880]  但是在歷史裡面
[00:04:33.880 --> 00:04:35.880]  我們是會有一些學習
[00:04:35.880 --> 00:04:37.440]  會明白得更多
[00:04:37.440 --> 00:04:39.200]  特別是我們到了現在
[00:04:39.200 --> 00:04:40.320]  現代的時候
[00:04:40.320 --> 00:04:42.960]  我們更加掌握到更多的工具等等
[00:04:42.960 --> 00:04:44.400]  所以這幾個方面
[00:04:44.400 --> 00:04:47.480]  給大家一個概念
[00:04:47.480 --> 00:04:48.680]  每一次打開聖經的時候
[00:04:48.680 --> 00:04:50.240]  我都會分開這幾部分
[00:04:50.240 --> 00:04:52.000]  聖經背後的世界
[00:04:52.000 --> 00:04:53.360]  文化背景跟我有些不同
[00:04:53.360 --> 00:04:55.600]  所以有時候我看聖經看不明白的時候
[00:04:55.600 --> 00:04:57.240]  可能他的文化是不同我的
[00:04:57.240 --> 00:04:58.920]  現代人的文化
[00:04:58.920 --> 00:05:03.240]  或者他一些文學的結構等等
[00:05:03.240 --> 00:05:04.720]  聖經很多時候
[00:05:04.720 --> 00:05:05.680]  某些經文
[00:05:05.680 --> 00:05:07.360]  重點不是在最後的
[00:05:07.360 --> 00:05:08.320]  在中間
[00:05:08.320 --> 00:05:09.680]  好像三文治一樣
[00:05:09.960 --> 00:05:14.880]  這些不是我們現代人文學修辭的技巧
[00:05:14.880 --> 00:05:19.600]  所以我們去明白這些事件的時候
[00:05:19.600 --> 00:05:21.240]  我們會更容易明白
[00:05:21.240 --> 00:05:25.680]  聖經所啟示的信息
[00:05:25.680 --> 00:05:27.960]  有幾件事情先重複
[00:05:27.960 --> 00:05:29.800]  就是解經裡面
[00:05:29.800 --> 00:05:31.880]  解讀聖經的時候有一些要點
[00:05:31.880 --> 00:05:34.440]  第一就是我們相信聖經沒有錯
[00:05:34.440 --> 00:05:36.920]  因為上帝是真理的上帝
[00:05:36.920 --> 00:05:38.920]  他不會說錯話
[00:05:39.040 --> 00:05:44.800]  也不會說一些誤導的信息
[00:05:44.800 --> 00:05:48.400]  聖經沒有錯是我們所堅信的
[00:05:48.400 --> 00:05:50.080]  但是聖經沒有錯
[00:05:50.080 --> 00:05:52.800]  不代表我對聖經的詮釋是沒有錯
[00:05:52.800 --> 00:05:54.280]  對不對?
[00:05:54.280 --> 00:05:55.600]  想清楚
[00:05:55.600 --> 00:05:57.840]  我相信聖經沒有錯
[00:05:57.840 --> 00:06:00.080]  不代表我詮釋聖經
[00:06:00.080 --> 00:06:01.880]  我對聖經的某種詮釋
[00:06:01.880 --> 00:06:03.040]  解讀
[00:06:03.040 --> 00:06:04.440]  一定是沒有錯的
[00:06:04.440 --> 00:06:07.680]  所以我對聖經的詮釋
[00:06:07.880 --> 00:06:09.240]  不一定是絕對的
[00:06:09.240 --> 00:06:11.200]  我可以繼續修改
[00:06:11.200 --> 00:06:14.280]  繼續進步
[00:06:14.280 --> 00:06:16.160]  繼續認識更多的時候
[00:06:16.160 --> 00:06:17.400]  我就更加深入
[00:06:17.400 --> 00:06:19.000]  更加完備
[00:06:19.000 --> 00:06:20.800]  去明白聖經
[00:06:20.800 --> 00:06:25.000]  這些都是一些不是最淺白
[00:06:25.000 --> 00:06:26.680]  最容易明白的
[00:06:26.680 --> 00:06:29.440]  聖經清晰度的教義
[00:06:29.440 --> 00:06:31.920]  基本的真理等等
[00:06:31.920 --> 00:06:33.440]  因為在聖經裡面
[00:06:33.440 --> 00:06:37.040]  有一些比較難去掌握的經文
[00:06:37.280 --> 00:06:40.120]  為什麼我們需要去學習這方面呢?
[00:06:40.120 --> 00:06:41.840]  去有更好的詮釋
[00:06:41.840 --> 00:06:43.680]  因為我們去教導別人的時候
[00:06:43.680 --> 00:06:44.960]  或者我們自己
[00:06:44.960 --> 00:06:47.120]  我們吃飽了
[00:06:47.120 --> 00:06:48.800]  我們去餵養自己的時候
[00:06:48.800 --> 00:06:52.600]  我們需要了解聖經裡面的信息
[00:06:52.600 --> 00:06:54.920]  所以在聖經詮釋裡面
[00:06:54.920 --> 00:06:57.240]  首先聖經不是直接寫給我們的
[00:06:57.240 --> 00:07:00.360]  你說是不是將本聖經拿走了?
[00:07:00.360 --> 00:07:01.040]  不是的
[00:07:01.040 --> 00:07:04.560]  聖經是為我們每一代的信徒而寫的
[00:07:04.560 --> 00:07:07.040]  這兩者有一個分別
[00:07:07.040 --> 00:07:08.520]  這個分別也很重要
[00:07:08.520 --> 00:07:10.200]  聖經不是直接寫給我們的
[00:07:10.200 --> 00:07:11.560]  換句話說聖經
[00:07:11.560 --> 00:07:14.560]  要去明白它的信息的時候
[00:07:14.560 --> 00:07:15.800]  特別是一些深奧的經文
[00:07:15.800 --> 00:07:17.760]  我們就需要知道
[00:07:17.760 --> 00:07:20.400]  他們當時的背景
[00:07:20.400 --> 00:07:22.400]  他們當時的語言等等
[00:07:22.400 --> 00:07:25.040]  這樣我們才會了解
[00:07:25.040 --> 00:07:28.680]  上帝藉著經文
[00:07:28.680 --> 00:07:31.920]  跟以前古代的作者想說什麼
[00:07:31.920 --> 00:07:33.960]  第一代的讀者想說什麼
[00:07:34.600 --> 00:07:37.320]  而哪一件事是當時的文化背景
[00:07:37.320 --> 00:07:39.680]  哪一件事是啟示的時候
[00:07:39.680 --> 00:07:41.680]  是超越文化的背景的
[00:07:41.680 --> 00:07:43.880]  以至我今天能夠形容
[00:07:43.880 --> 00:07:46.000]  所以聖經雖然不是直接寫給我們的
[00:07:46.000 --> 00:07:50.520]  但是卻是為我們每一代的信徒教會而寫的
[00:07:50.520 --> 00:07:55.920]  第二就是我們避免將我們現代人的意識
[00:07:55.920 --> 00:07:57.600]  我們的意義
[00:07:57.600 --> 00:07:59.440]  套入聖經裡面
[00:07:59.440 --> 00:08:01.440]  我們很容易的
[00:08:01.440 --> 00:08:04.680]  因為特別是一些現代的字面識經
[00:08:04.680 --> 00:08:11.000]  字面識經很多時候是我們自己的文化背景
[00:08:11.000 --> 00:08:12.320]  我們的概念
[00:08:12.320 --> 00:08:14.720]  譬如一些現代科學的概念
[00:08:14.720 --> 00:08:15.960]  我們問的問題
[00:08:15.960 --> 00:08:17.160]  我們套入聖經
[00:08:17.160 --> 00:08:18.840]  我們要聖經去解答
[00:08:18.840 --> 00:08:21.080]  其實聖經想解答的問題
[00:08:21.080 --> 00:08:23.480]  往往不是我們今天在問的問題
[00:08:23.480 --> 00:08:28.800]  往往我們最關注的一些事物
[00:08:28.800 --> 00:08:32.360]  不是聖經直接要去解答的
[00:08:32.360 --> 00:08:36.480]  往往聖經就是要引導我們去解答一些更重要更基本的問題
[00:08:36.480 --> 00:08:38.800]  譬如我們人生的方向
[00:08:38.800 --> 00:08:40.800]  我們追求的意義
[00:08:40.800 --> 00:08:42.360]  我們跟上帝的關係
[00:08:42.360 --> 00:08:45.080]  這些更加基本更加重要的問題
[00:08:45.080 --> 00:08:48.080]  往往不是我們現代人所關注的
[00:08:48.080 --> 00:08:50.880]  但是聖經要引導我們去明白
[00:08:50.880 --> 00:08:54.080]  所以我們要去認識古代聖經的世界
[00:08:54.080 --> 00:08:56.360]  所以我們有考古
[00:08:56.360 --> 00:08:57.640]  有背景
[00:08:57.640 --> 00:08:59.640]  等等玄文的東西
[00:08:59.640 --> 00:09:01.320]  在這裡先講清楚
[00:09:01.320 --> 00:09:02.720]  就是聖經裡面
[00:09:02.720 --> 00:09:06.240]  用語言來
[00:09:06.240 --> 00:09:07.440]  人的語言
[00:09:07.440 --> 00:09:09.040]  上帝藉著人的語言
[00:09:09.040 --> 00:09:11.480]  向我們啟示他的真理
[00:09:11.480 --> 00:09:12.080]  是不是?
[00:09:12.080 --> 00:09:13.960]  上帝想介紹他自己
[00:09:13.960 --> 00:09:14.880]  用什麼方法呢?
[00:09:14.880 --> 00:09:16.280]  藉著人的語言
[00:09:16.280 --> 00:09:22.280]  很多時候我們沒有想清楚語言的本質
[00:09:22.280 --> 00:09:24.480]  我們需要去想一想
[00:09:24.480 --> 00:09:27.360]  或者當作是一些概念工具
[00:09:27.360 --> 00:09:30.800]  去幫助大家去了解聖經的語言
[00:09:30.800 --> 00:09:33.600]  聖經裡面的語文
[00:09:33.600 --> 00:09:38.560]  有一位20世紀很有名的英國學者
[00:09:38.560 --> 00:09:40.520]  一個基督徒的護教學家
[00:09:40.520 --> 00:09:42.120]  他叫做C.S. Lewis
[00:09:42.120 --> 00:09:47.120]  C.S. Lewis在他一本或者一份文章
[00:09:47.120 --> 00:09:51.960]  是沒有公開出過書的
[00:09:51.960 --> 00:09:53.080]  沒有出版過
[00:09:53.560 --> 00:09:56.200]  這個文章是講什麼的呢?
[00:09:56.200 --> 00:10:00.320]  這個文章是很簡淺的去剖析一下
[00:10:00.320 --> 00:10:02.400]  到底語言
[00:10:02.400 --> 00:10:05.960]  有多少種類的語言
[00:10:05.960 --> 00:10:10.200]  以及不同的語言其實都是在表達真理的
[00:10:10.200 --> 00:10:14.960]  C.S. Lewis認為有三種語言
[00:10:14.960 --> 00:10:16.000]  大致上
[00:10:16.000 --> 00:10:20.040]  第一種就是我們平常用的語言
[00:10:20.040 --> 00:10:21.200]  Ordinary language
[00:10:21.800 --> 00:10:24.200]  我們平時溝通的時候
[00:10:24.200 --> 00:10:25.600]  已經是非常有效的了
[00:10:25.600 --> 00:10:28.040]  我們就是用一些平常的語言
[00:10:28.040 --> 00:10:31.680]  第二種語言就是科學的語言
[00:10:31.680 --> 00:10:33.360]  Scientific language
[00:10:33.360 --> 00:10:36.520]  這些就是我們現代人很喜歡的一種語言
[00:10:36.520 --> 00:10:38.320]  我們覺得有時候
[00:10:38.320 --> 00:10:41.160]  科學的語言才是表達真理的
[00:10:41.160 --> 00:10:44.000]  或者表達真理更加好的
[00:10:44.000 --> 00:10:49.880]  C.S. Lewis認為這只不過是其中一種表述真理的語言而已
[00:10:49.880 --> 00:10:51.760]  第三種就是
[00:10:52.080 --> 00:10:54.960]  詩歌的語言
[00:10:54.960 --> 00:10:56.800]  有詩意的語言
[00:10:56.800 --> 00:10:58.640]  就是 poetic language
[00:10:58.640 --> 00:11:01.480]  他認為有三種方式
[00:11:01.480 --> 00:11:03.120]  三種表述的方法
[00:11:03.120 --> 00:11:05.320]  來表達真理
[00:11:05.320 --> 00:11:08.400]  所以他在討論不同的語言的時候
[00:11:08.400 --> 00:11:10.280]  他其實是在討論解經的問題
[00:11:10.280 --> 00:11:12.240]  什麼意思呢?
[00:11:12.240 --> 00:11:13.560]  舉個例子
[00:11:13.560 --> 00:11:15.240]  C.S. Lewis就說
[00:11:15.240 --> 00:11:17.320]  想著想著
[00:11:17.320 --> 00:11:21.240]  我們怎麼去描述寒冬
[00:11:21.880 --> 00:11:22.800]  Winter
[00:11:22.800 --> 00:11:25.640]  當然他是用英文的例子
[00:11:25.640 --> 00:11:29.240]  我這裡嘗試去應用中文
[00:11:29.240 --> 00:11:33.040]  他說有幾種方法來描述寒冬
[00:11:33.040 --> 00:11:34.320]  第一
[00:11:34.320 --> 00:11:36.320]  就是今天十分寒冷
[00:11:36.320 --> 00:11:36.920]  是不是?
[00:11:36.920 --> 00:11:38.800]  你說很簡單而已
[00:11:38.800 --> 00:11:40.240]  這種是什麼語言呢?
[00:11:40.240 --> 00:11:42.640]  是科學語言
[00:11:42.640 --> 00:11:44.120]  是平常日常用的語言
[00:11:44.120 --> 00:11:45.320]  還是詩歌語言
[00:11:45.320 --> 00:11:47.440]  C.S. Lewis就說
[00:11:47.440 --> 00:11:50.280]  是平常凡人用的語言
[00:11:50.960 --> 00:11:52.080]  是不是我們平常說的
[00:11:52.080 --> 00:11:54.600]  就是今天非常寒冷
[00:11:54.600 --> 00:11:56.440]  是不是可以表達真理呢?
[00:11:56.440 --> 00:11:58.280]  是可以表達真理的
[00:11:58.280 --> 00:12:01.840]  是準確地表達真理的
[00:12:01.840 --> 00:12:04.520]  但是也有另外一種語言
[00:12:04.520 --> 00:12:06.880]  就是去表達寒冬的
[00:12:06.880 --> 00:12:09.200]  那個語言是什麼呢?
[00:12:09.200 --> 00:12:12.960]  室外的溫度是攝氏-10.6度
[00:12:12.960 --> 00:12:16.480]  濕度是55%
[00:12:16.480 --> 00:12:18.000]  那你說
[00:12:18.320 --> 00:12:22.080]  這是不是表達真理的語言呢?
[00:12:22.080 --> 00:12:24.160]  沒錯是不是?
[00:12:24.160 --> 00:12:26.760]  但是這種語言是什麼呢?
[00:12:26.760 --> 00:12:29.760]  這是一種科學語言
[00:12:29.760 --> 00:12:32.840]  科學語言
[00:12:32.840 --> 00:12:35.880]  跟剛剛的語言不同
[00:12:35.880 --> 00:12:36.920]  是不是?
[00:12:36.920 --> 00:12:38.200]  因為平常的語言
[00:12:38.200 --> 00:12:40.360]  是很直接地告訴你
[00:12:40.360 --> 00:12:41.720]  去表述一件事情
[00:12:41.720 --> 00:12:43.520]  平日用的
[00:12:43.520 --> 00:12:45.640]  我們不是這麼分析性的
[00:12:45.640 --> 00:12:47.880]  但是科學的語言就是
[00:12:48.040 --> 00:12:50.360]  一種分析度很高的
[00:12:50.360 --> 00:12:52.320]  較高的一種語言
[00:12:52.320 --> 00:12:54.440]  科學的報告
[00:12:54.440 --> 00:12:57.640]  生物、物理、化學等等
[00:12:57.640 --> 00:13:00.080]  這些語言都好像是另一種
[00:13:00.080 --> 00:13:02.440]  今天的溫度攝氏是多少
[00:13:02.440 --> 00:13:02.960]  是不是?
[00:13:02.960 --> 00:13:07.240]  準確度是10.6度
[00:13:07.240 --> 00:13:07.720]  是不是?
[00:13:07.720 --> 00:13:10.440]  這種是科學的語言
[00:13:10.440 --> 00:13:12.960]  第三種語言是什麼呢?
[00:13:12.960 --> 00:13:15.320]  就是詩歌類的語言
[00:13:16.120 --> 00:13:21.040]  這裡就用了黃安石的《梅花》
[00:13:21.040 --> 00:13:23.040]  一首詩
[00:13:23.040 --> 00:13:25.080]  是五言詩
[00:13:25.080 --> 00:13:28.640]  他就去表達寒冬
[00:13:28.640 --> 00:13:30.920]  講到雪景是怎麼樣的
[00:13:30.920 --> 00:13:34.440]  "長閣有幾枝梅花"
[00:13:34.440 --> 00:13:35.840]  "令寒"
[00:13:35.840 --> 00:13:37.280]  就是很嚴寒的冬天
[00:13:37.280 --> 00:13:38.280]  "獨自開"
[00:13:38.280 --> 00:13:40.520]  "遙知不是雪"
[00:13:40.520 --> 00:13:43.040]  "惟有暗香來"
[00:13:43.040 --> 00:13:45.760]  他用詩歌來表達
[00:13:45.760 --> 00:13:46.760]  寒冬
[00:13:46.760 --> 00:13:50.320]  你就會發現詩歌表達的東西
[00:13:50.320 --> 00:13:51.480]  是不是表達真理呢?
[00:13:51.480 --> 00:13:54.000]  當然是表達真理
[00:13:54.000 --> 00:13:55.600]  但是
[00:13:55.600 --> 00:13:56.720]  不是分析性的
[00:13:56.720 --> 00:13:58.880]  不像科學性的語言
[00:13:58.880 --> 00:14:01.520]  也不像平日的語言
[00:14:01.520 --> 00:14:03.120]  因為詩歌想做什麼呢?
[00:14:03.120 --> 00:14:04.920]  有詩歌的修辭
[00:14:04.920 --> 00:14:07.720]  就是想給我們多一點感受
[00:14:07.720 --> 00:14:11.840]  多一點觸覺
[00:14:11.840 --> 00:14:13.720]  我們會看到什麼呢?
[00:14:14.320 --> 00:14:17.440]  他說看到遠遠的白色的其實不是雪
[00:14:17.440 --> 00:14:19.440]  其實是梅花
[00:14:19.440 --> 00:14:20.600]  為什麼呢?
[00:14:20.600 --> 00:14:22.480]  因為有暗香
[00:14:22.480 --> 00:14:24.360]  聞到梅花
[00:14:24.360 --> 00:14:24.880]  是不是?
[00:14:24.880 --> 00:14:26.240]  所以呢
[00:14:26.240 --> 00:14:29.040]  他就表達了一種意境
[00:14:29.040 --> 00:14:32.280]  就是冬天你想到的圖畫會是怎麼樣的
[00:14:32.280 --> 00:14:33.600]  正在下雪
[00:14:33.600 --> 00:14:34.680]  或者下了雪
[00:14:34.680 --> 00:14:37.800]  梅花上面有一些雪花
[00:14:37.800 --> 00:14:38.800]  但是呢
[00:14:38.800 --> 00:14:39.840]  看到白色的
[00:14:39.840 --> 00:14:41.840]  其實是看到梅花的
[00:14:42.840 --> 00:14:46.840]  所以他對於感受來說所說的東西就深很多了
[00:14:46.840 --> 00:14:49.320]  所以有幾種語言呢?
[00:14:49.320 --> 00:14:50.920]  三種語言
[00:14:50.920 --> 00:14:51.440]  我想問一下
[00:14:51.440 --> 00:14:54.920]  三種語言裡面哪一種語言
[00:14:54.920 --> 00:14:56.920]  是更能夠表達真理的?
[00:14:56.920 --> 00:15:01.520]  其實每個語言都可以表達真理
[00:15:01.520 --> 00:15:02.720]  是不是?
[00:15:02.720 --> 00:15:04.880]  視乎你用什麼角度去看
[00:15:04.880 --> 00:15:07.120]  C.S. Lewis 就說
[00:15:07.120 --> 00:15:08.600]  三種語言
[00:15:08.600 --> 00:15:09.760]  平日用的
[00:15:09.760 --> 00:15:11.120]  詩歌的
[00:15:11.120 --> 00:15:12.600]  以及科學的語言
[00:15:13.600 --> 00:15:15.600]  聖經是哪一種語言比較多呢?
[00:15:15.600 --> 00:15:19.400]  聖經就是平日用的語言
[00:15:19.400 --> 00:15:22.000]  太陽從東邊升起
[00:15:22.000 --> 00:15:23.200]  是不是?
[00:15:23.200 --> 00:15:24.400]  西斜
[00:15:24.400 --> 00:15:25.280]  日落
[00:15:25.280 --> 00:15:27.120]  這些都是我們平日用的語言
[00:15:27.120 --> 00:15:29.600]  也是聖經世界會用的語言
[00:15:29.600 --> 00:15:32.240]  詩歌的語言更加不需要說了
[00:15:32.240 --> 00:15:34.200]  詩篇一百五十篇
[00:15:34.200 --> 00:15:36.000]  以及有很多其他詩歌
[00:15:36.000 --> 00:15:37.920]  都是想表達真理的
[00:15:37.920 --> 00:15:42.120]  所以不一定是科學的語言才可以表達真理的
[00:15:42.640 --> 00:15:43.240]  對嗎?
[00:15:43.240 --> 00:15:46.400]  這些只不過是我們現代人所謂的偏見
[00:15:46.400 --> 00:15:48.400]  上一次我說了
[00:15:48.400 --> 00:15:50.320]  看到《創世紀》第一章的時候
[00:15:50.320 --> 00:15:51.840]  J.I. Packer
[00:15:51.840 --> 00:15:52.960]  這個系統神學家
[00:15:52.960 --> 00:15:54.960]  已經去了英國的系統神學家
[00:15:54.960 --> 00:15:57.320]  他就說我們沉迷於什麼呢?
[00:15:57.320 --> 00:15:58.760]  現代人只是沉迷於
[00:15:58.760 --> 00:16:01.520]  理解創造界
[00:16:01.520 --> 00:16:04.000]  理解宇宙怎麼運作
[00:16:04.000 --> 00:16:06.240]  理解宇宙怎麼來
[00:16:06.240 --> 00:16:08.560]  而我們永遠都不會問
[00:16:08.560 --> 00:16:10.720]  宇宙背後誰是創造主呢?
[00:16:10.720 --> 00:16:12.160]  誰是創造主呢?
[00:16:12.160 --> 00:16:13.240]  誰是創造主呢?
[00:16:13.240 --> 00:16:13.800]  Who?
[00:16:13.800 --> 00:16:14.360]  對嗎?
[00:16:14.360 --> 00:16:15.800]  WHO
[00:16:15.800 --> 00:16:17.600]  不是How
[00:16:17.600 --> 00:16:20.520]  不是宇宙怎麼來
[00:16:20.520 --> 00:16:22.720]  這些是我們現代人喜歡想的問題
[00:16:22.720 --> 00:16:24.760]  但是聖經不是要解答這個問題
[00:16:24.760 --> 00:16:25.920]  聖經是告訴我們
[00:16:25.920 --> 00:16:27.320]  這個浩瀚的宇宙背後
[00:16:27.320 --> 00:16:29.080]  到底誰是創造主
[00:16:29.080 --> 00:16:30.560]  值得我們敬拜的
[00:16:30.560 --> 00:16:33.000]  這是《創世紀》第一章想表達的
[00:16:33.000 --> 00:16:34.760]  絕對不是科學的語言
[00:16:34.760 --> 00:16:37.000]  是一些平日用的語言
[00:16:37.000 --> 00:16:38.920]  加上有一點詩歌的修辭
[00:16:38.920 --> 00:16:41.280]  正如我上次講過
[00:16:41.280 --> 00:16:42.960]  所以整個創造
[00:16:42.960 --> 00:16:45.920]  主要關注的不是物質創造的過程
[00:16:45.920 --> 00:16:48.640]  這是現代人的議題
