
[00:00:00.000 --> 00:00:02.680]  各位好 來到我們這個Advent
[00:02:49.400 --> 00:02:52.400]  我們再回復
[00:02:52.400 --> 00:02:54.400]  去看聖誕故事的時候
[00:02:54.400 --> 00:02:56.400]  到底是一回什麼事呢
[00:02:56.400 --> 00:02:58.400]  所以這個星期我們看看
[00:02:58.400 --> 00:03:01.400]  章林節或者聖誕節
[00:03:01.400 --> 00:03:02.400]  聖經是怎麼描述的
[00:03:02.400 --> 00:03:06.400]  特別是路加福音第一二章
[00:03:06.400 --> 00:03:09.400]  我們會看多一點經文
[00:03:09.400 --> 00:03:10.400]  因為我覺得去到聖誕節的時候
[00:03:10.400 --> 00:03:12.400]  讀多一點經文是應該的
[00:03:12.400 --> 00:03:14.400]  不過讀之前我們首先了解
[00:03:14.400 --> 00:03:17.400]  路加福音一二章是說什麼事
[00:03:17.400 --> 00:03:20.400]  我首先給大家一個地圖
[00:03:20.400 --> 00:03:23.400]  這裡不是雜亂無章地記載
[00:03:23.400 --> 00:03:26.400]  一些救主降生之前發生的事
[00:03:26.400 --> 00:03:28.400]  路加福音第一章開始
[00:03:28.400 --> 00:03:29.400]  有一個序言
[00:03:29.400 --> 00:03:31.400]  寫給讀者
[00:03:31.400 --> 00:03:34.400]  寫給那些初代的基督徒
[00:03:34.400 --> 00:03:37.400]  告訴他們耶穌基督的事情是怎麼樣的
[00:03:37.400 --> 00:03:39.400]  然後過了序言之後
[00:03:39.400 --> 00:03:41.400]  一章五節到二十五節
[00:03:41.400 --> 00:03:42.400]  看到嗎
[00:03:42.400 --> 00:03:43.400]  是很工整的
[00:03:43.400 --> 00:03:45.400]  一對一對這樣
[00:03:45.400 --> 00:03:48.400]  首先他說不是耶穌降生的事
[00:03:48.400 --> 00:03:49.400]  是施洗約翰
[00:03:49.400 --> 00:03:51.400]  那個叫John the Baptist
[00:03:51.400 --> 00:03:54.400]  施洗約翰出生的一個報喜
[00:03:54.400 --> 00:03:55.400]  Annunciation
[00:03:55.400 --> 00:03:57.400]  然後說完這個報喜之後
[00:03:57.400 --> 00:04:00.400]  就說救主耶穌基督出生的報喜
[00:04:00.400 --> 00:04:02.400]  一章二十六節三十八節
[00:04:02.400 --> 00:04:04.400]  然後就說到兩個母親
[00:04:04.400 --> 00:04:05.400]  就是施洗約翰的母親
[00:04:05.400 --> 00:04:06.400]  伊麗莎白
[00:04:06.400 --> 00:04:07.400]  Elizabeth
[00:04:07.400 --> 00:04:10.400]  和耶穌的母親是誰
[00:04:10.400 --> 00:04:11.400]  瑪利亞
[00:04:11.400 --> 00:04:12.400]  沒錯了
[00:04:12.400 --> 00:04:14.400]  瑪利亞他們兩個相遇的時候
[00:04:14.400 --> 00:04:16.400]  母胎怎樣驚喜
[00:04:16.400 --> 00:04:19.400]  大家快要出生了
[00:04:19.400 --> 00:04:20.400]  然後呢
[00:04:20.400 --> 00:04:23.400]  就去到一章五十七節到八十節
[00:04:23.400 --> 00:04:26.400]  就說到約翰自己的出生
[00:04:26.400 --> 00:04:29.400]  然後有首讚美詩在那裡
[00:04:29.400 --> 00:04:33.400]  第二章就說到耶穌的出生
[00:04:33.400 --> 00:04:35.400]  一對一對的
[00:04:35.400 --> 00:04:39.400]  然後說到主被奉獻到聖殿裡面
[00:04:39.400 --> 00:04:40.400]  在耶路撒冷
[00:04:40.400 --> 00:04:43.400]  然後有兩個老人家
[00:04:43.400 --> 00:04:44.400]  西冕
[00:04:44.400 --> 00:04:45.400]  Simeon
[00:04:45.400 --> 00:04:47.400]  和Ana
[00:04:47.400 --> 00:04:51.400]  就去迎接這個出生的救主
[00:04:51.400 --> 00:04:52.400]  然後另外一對
[00:04:52.400 --> 00:04:54.400]  就去到耶穌已經長大了
[00:04:54.400 --> 00:04:55.400]  十二歲的時候
[00:04:55.400 --> 00:04:56.400]  主在聖殿裡面
[00:04:56.400 --> 00:04:58.400]  就和律法師在聖殿當中
[00:04:58.400 --> 00:05:01.400]  去到有一個辯論
[00:05:01.400 --> 00:05:02.400]  人們就很驚奇
[00:05:02.400 --> 00:05:04.400]  到底這個人是誰呢
[00:05:04.400 --> 00:05:06.400]  這個就是路加福音第一二章
[00:05:06.400 --> 00:05:09.400]  給我們的一個地圖
[00:05:09.400 --> 00:05:10.400]  正如我所說
[00:05:10.400 --> 00:05:11.400]  我們多看一點經文好嗎
[00:05:11.400 --> 00:05:12.400]  因為這些我們平日
[00:05:12.400 --> 00:05:14.400]  我們很少會看的
[00:05:14.400 --> 00:05:15.400]  聖誕節了
[00:05:15.400 --> 00:05:18.400]  我們看看聖誕節的經文
[00:05:18.400 --> 00:05:20.400]  一章第五節
[00:05:20.400 --> 00:05:23.400]  在希律作猶太王的時候
[00:05:23.400 --> 00:05:25.400]  亞比亞班裡面有一個祭司
[00:05:25.400 --> 00:05:28.400]  叫做撒加尼亞
[00:05:28.400 --> 00:05:30.400]  他妻子是亞倫的後代
[00:05:30.400 --> 00:05:33.400]  叫做以利沙伯
[00:05:33.400 --> 00:05:36.400]  他們兩個在上帝面前
[00:05:36.400 --> 00:05:39.400]  都是二人遵行主的一切誡命和條例
[00:05:39.400 --> 00:05:40.400]  沒有可指責的
[00:05:40.400 --> 00:05:42.400]  只是他們沒有孩子
[00:05:42.400 --> 00:05:44.400]  因為以利沙伯不生育
[00:05:44.400 --> 00:05:48.400]  兩個人又年紀老邁了
[00:05:48.400 --> 00:05:49.400]  這裡頭一句
[00:05:49.400 --> 00:05:54.400]  說希律作猶太王的時候
[00:05:54.400 --> 00:05:58.400]  這個不是純粹歷史新聞報道這麼簡單
[00:05:58.400 --> 00:06:00.400]  因為人們聽到希律
[00:06:00.400 --> 00:06:02.400]  這個是大希律叫做Hildegrave
[00:06:02.400 --> 00:06:04.400]  聽到這個名字的時候
[00:06:04.400 --> 00:06:06.400]  不是純粹一個歷史人物這麼簡單
[00:06:06.400 --> 00:06:08.400]  他會想起當時的政局
[00:06:08.400 --> 00:06:10.400]  或者當時的情況會是怎樣
[00:06:10.400 --> 00:06:12.400]  或者今天這樣
[00:06:12.400 --> 00:06:17.400]  如果我們說在希特拉執政的時候
[00:06:17.400 --> 00:06:19.400]  發生這樣的事
[00:06:19.400 --> 00:06:22.400]  你就知道發生什麼事了
[00:06:22.400 --> 00:06:24.400]  很不妙是吧
[00:06:24.400 --> 00:06:26.400]  很差的情況
[00:06:26.400 --> 00:06:29.400]  這裡希律作猶太王的時候
[00:06:29.400 --> 00:06:31.400]  就是一句這樣的說話
[00:06:31.400 --> 00:06:34.400]  因為大希律什麼時候做猶太人的王呢
[00:06:34.400 --> 00:06:38.400]  他在主前40至44年的時間
[00:06:38.400 --> 00:06:39.400]  大概有幾十年
[00:06:39.400 --> 00:06:43.400]  他就是鐵拳掌管猶太人的地方
[00:06:43.400 --> 00:06:46.400]  他在羅馬京都上京的時候
[00:06:46.400 --> 00:06:51.400]  他就得到羅馬議會的任命
[00:06:51.400 --> 00:06:54.400]  回去巴勒斯坦地來作王
[00:06:54.400 --> 00:06:55.400]  然後打了幾年仗之後
[00:06:55.400 --> 00:07:00.400]  他就將之前的王朝叫做瑪加比王朝
[00:07:00.400 --> 00:07:03.400]  將末代的王子都殺了
[00:07:03.400 --> 00:07:08.400]  然後他就執掌猶太人地方的政權
[00:07:08.400 --> 00:07:13.400]  我們今天提起大希律的時候
[00:07:13.400 --> 00:07:18.400]  我們就說他是一個最偉大的建築家
[00:07:18.400 --> 00:07:21.400]  因為留下很多很多的東西給我們看
[00:07:21.400 --> 00:07:25.400]  馬薩大、耶路撒冷、聖殿
[00:07:25.400 --> 00:07:28.400]  很多龐大偉大的建築
[00:07:28.400 --> 00:07:31.400]  我們今天就覺得這些是打卡的地方
[00:07:31.400 --> 00:07:34.400]  但是當時的人是不會打卡的
[00:07:34.400 --> 00:07:38.400]  當時是被暴虐的時候
[00:07:38.400 --> 00:07:41.400]  有誰幫他建這些東西
[00:07:41.400 --> 00:07:43.400]  就是平民百姓
[00:07:43.400 --> 00:07:45.400]  誰要立重稅
[00:07:45.400 --> 00:07:46.400]  平民百姓
[00:07:46.400 --> 00:07:49.400]  希律作猶太王的時候
[00:07:49.400 --> 00:07:52.400]  等於希特拉執政的時候
[00:07:52.400 --> 00:07:54.400]  一個最黑暗的時候
[00:07:54.400 --> 00:07:59.400]  當時的百姓恨不得將這個大希律剷除
[00:07:59.400 --> 00:08:01.400]  只不過不能夠將它剷除
[00:08:01.400 --> 00:08:03.400]  生活是非常之苦
[00:08:03.400 --> 00:08:04.400]  你這樣看的時候
[00:08:04.400 --> 00:08:07.400]  你就發現路加想說的聖誕節
[00:08:07.400 --> 00:08:09.400]  就和我們平日想的聖誕節
[00:08:09.400 --> 00:08:14.400]  有蠟燭、聖誕樹
[00:08:14.400 --> 00:08:16.400]  有沒有去downtown看聖誕樹
[00:08:16.400 --> 00:08:18.400]  怎樣著聖誕樹
[00:08:18.400 --> 00:08:19.400]  有沒有
[00:08:19.400 --> 00:08:20.400]  很漂亮
[00:08:20.400 --> 00:08:23.400]  想想家裡怎樣佈置
[00:08:23.400 --> 00:08:25.400]  當時不會這樣想
[00:08:25.400 --> 00:08:28.400]  在黑暗裡面上帝有沒有作供
[00:08:28.400 --> 00:08:30.400]  這是問題
[00:08:30.400 --> 00:08:32.400]  所以為什麼在Evan的時候
[00:08:32.400 --> 00:08:34.400]  我們會點蠟燭
[00:08:34.400 --> 00:08:37.400]  黑暗與光之間的關係
[00:08:37.400 --> 00:08:40.400]  不單止大希律作王的時候
[00:08:40.400 --> 00:08:43.400]  好像希特拉作王一樣
[00:08:43.400 --> 00:08:48.400]  當時你知道整本聖經的歷史
[00:08:48.400 --> 00:08:52.400]  當時的百姓正在等上帝和他們講話
[00:08:52.400 --> 00:08:54.400]  等了很多年
[00:08:54.400 --> 00:08:57.400]  等了有400年時間
[00:08:57.400 --> 00:08:59.400]  你想想舊約的歷史
[00:08:59.400 --> 00:09:01.400]  由創世紀到最後那本書
[00:09:01.400 --> 00:09:05.400]  叫做《馬拉基說話》
[00:09:05.400 --> 00:09:08.400]  舊約所有的東西都講了
[00:09:08.400 --> 00:09:09.400]  到馬拉基的時候
[00:09:09.400 --> 00:09:12.400]  大概是主前300多400年的時候
[00:09:12.400 --> 00:09:14.400]  然後到新約
[00:09:14.400 --> 00:09:16.400]  這個路加福音開始的時候
[00:09:16.400 --> 00:09:20.400]  中間隔了三、四百年的時間
[00:09:20.400 --> 00:09:23.400]  這段時間我們叫它沉默時期
[00:09:23.400 --> 00:09:25.400]  Years of silence
[00:09:25.400 --> 00:09:29.400]  也就是說沒有直接得到上帝的說話
[00:09:29.400 --> 00:09:31.400]  沒有先知出來
[00:09:31.400 --> 00:09:33.400]  百姓已經等了很久
[00:09:33.400 --> 00:09:37.400]  為什麼上帝還沒有說話
[00:09:37.400 --> 00:09:39.400]  上帝明明說過很多應許
[00:09:39.400 --> 00:09:41.400]  承諾過很多的東西
[00:09:41.400 --> 00:09:45.400]  等了幾百年四個世紀都沒有出現
[00:09:45.400 --> 00:09:47.400]  沒有說話可以講
[00:09:47.400 --> 00:09:49.400]  到底搞什麼科
[00:09:49.400 --> 00:09:52.400]  我不知道你和神的關係
[00:09:52.400 --> 00:09:56.400]  有時候會有這樣的掙扎
[00:09:56.400 --> 00:09:58.400]  上帝在搞什麼科
[00:09:58.400 --> 00:10:00.400]  上帝在做什麼
[00:10:00.400 --> 00:10:02.400]  或者你想想以前
[00:10:02.400 --> 00:10:05.400]  你心靈裡面經歷過一些低谷
[00:10:05.400 --> 00:10:09.400]  或者所謂的沉默時期
[00:10:09.400 --> 00:10:11.400]  不知道上帝在做什麼
[00:10:11.400 --> 00:10:13.400]  你回首一看的時候
[00:10:13.400 --> 00:10:16.400]  你才明白原來上帝在做這件事
[00:10:16.400 --> 00:10:18.400]  但當時你不會這樣想
[00:10:18.400 --> 00:10:22.400]  這就是當時猶太人百姓的心境
[00:10:22.400 --> 00:10:24.400]  等了四百年
[00:10:24.400 --> 00:10:26.400]  現在是2023年
[00:10:26.400 --> 00:10:28.400]  你倒數四百年
[00:10:28.400 --> 00:10:32.400]  這個地方是什麼地方
[00:10:32.400 --> 00:10:35.400]  美國都還沒有在地圖上
[00:10:35.400 --> 00:10:37.400]  四百年
[00:10:37.400 --> 00:10:39.400]  當時猶太人或者神的百姓
[00:10:39.400 --> 00:10:41.400]  就是在等這件事
[00:10:41.400 --> 00:10:43.400]  就是這個時候
[00:10:43.400 --> 00:10:45.400]  路加夫說什麼呢
[00:10:45.400 --> 00:10:47.400]  路加少兩個人出來
[00:10:47.400 --> 00:10:49.400]  兩個老人家
[00:10:49.400 --> 00:10:51.400]  撒加利亞和他的太太伊麗莎白
[00:10:51.400 --> 00:10:53.400]  這兩個是什麼人呢
[00:10:53.400 --> 00:10:55.400]  是祭司家族的人
[00:10:55.400 --> 00:10:57.400]  說到他們是無可指責
[00:10:57.400 --> 00:10:59.400]  不代表他們完美
[00:10:59.400 --> 00:11:01.400]  而是代表他們的承諾
[00:11:01.400 --> 00:11:03.400]  對上帝的忠誠
[00:11:03.400 --> 00:11:05.400]  是不計較的
[00:11:05.400 --> 00:11:10.400]  全然的忠誠來侍奉主
[00:11:10.400 --> 00:11:13.400]  由他們年輕到他們年老
[00:11:13.400 --> 00:11:17.400]  都是一路忠誠來侍奉主的
[00:11:17.400 --> 00:11:19.400]  無可指責
[00:11:19.400 --> 00:11:21.400]  還有呢
[00:11:21.400 --> 00:11:23.400]  接著說了一句話
[00:11:23.400 --> 00:11:27.400]  就是不生育和年紀老邁
[00:11:27.400 --> 00:11:30.400]  這個就和當時的社會
[00:11:30.400 --> 00:11:34.400]  應該會感覺到那種感覺
[00:11:34.400 --> 00:11:37.400]  你回到當年古代的時候
[00:11:37.400 --> 00:11:39.400]  不生育年老
[00:11:39.400 --> 00:11:41.400]  這些是社會的羞辱
[00:11:41.400 --> 00:11:45.400]  你不生育就沒有盼望
[00:11:45.400 --> 00:11:47.400]  在社會裡面也沒有地位
[00:11:47.400 --> 00:11:49.400]  你記得舊約聖經裡面
[00:11:49.400 --> 00:11:51.400]  經常都有這樣的故事
[00:11:51.400 --> 00:11:53.400]  不生育的故事
[00:11:53.400 --> 00:11:55.400]  我們有時候想起的時候就奇怪
[00:11:55.400 --> 00:11:57.400]  為什麼每個人都生不了孩子呢
[00:11:57.400 --> 00:12:01.400]  你記得阿巴罕的太太撒拉
[00:12:01.400 --> 00:12:03.400]  不生育
[00:12:03.400 --> 00:12:07.400]  以撒的太太尼伯加
[00:12:07.400 --> 00:12:09.400]  不生育
[00:12:09.400 --> 00:12:11.400]  亞國的太太拉傑
[00:12:11.400 --> 00:12:13.400]  不生育
[00:12:13.400 --> 00:12:17.400]  舊約裡面經常有這樣的故事
[00:12:17.400 --> 00:12:20.400]  不生育的時候怎麼辦
[00:12:20.400 --> 00:12:22.400]  在人的角度來看
[00:12:22.400 --> 00:12:24.400]  不生育就是死路一條
[00:12:24.400 --> 00:12:27.400]  就是死路一條
[00:12:27.400 --> 00:12:31.400]  就好像上帝在生命裡面的計劃已經停了
[00:12:31.400 --> 00:12:33.400]  上帝再不搞你
[00:12:33.400 --> 00:12:37.400]  你沒有什麼參與
[00:12:37.400 --> 00:12:39.400]  正是這個時候
[00:12:39.400 --> 00:12:41.400]  聖經就說
[00:12:41.400 --> 00:12:43.400]  等一下
[00:12:43.400 --> 00:12:45.400]  開始有轉變
[00:12:45.400 --> 00:12:47.400]  在不生育的時候
[00:12:47.400 --> 00:12:51.400]  上帝的計劃是不是繼續向前呢
[00:12:51.400 --> 00:12:53.400]  第八節
[00:12:53.400 --> 00:12:55.400]  撒加利就按班次
[00:12:55.400 --> 00:12:57.400]  祭司嘛
[00:12:57.400 --> 00:13:00.400]  按班次在上帝面前要執行祭司的職務
[00:13:00.400 --> 00:13:03.400]  照祭司的規矩抽籤
[00:13:03.400 --> 00:13:06.400]  進入主的殿裡面燒香
[00:13:06.400 --> 00:13:11.400]  燒香的時候眾百姓在外面來禱告
[00:13:11.400 --> 00:13:15.400]  當時的聖殿有很多事情要做
[00:13:15.400 --> 00:13:17.400]  就像今天教會
[00:13:17.400 --> 00:13:20.400]  你進來做了什麼
[00:13:20.400 --> 00:13:22.400]  吃東西喝咖啡
[00:13:22.400 --> 00:13:24.400]  聊幾句
[00:13:24.400 --> 00:13:26.400]  坐在那裡
[00:13:26.400 --> 00:13:28.400]  聚會結束了
[00:13:28.400 --> 00:13:30.400]  出去等垃圾然後走
[00:13:30.400 --> 00:13:32.400]  其實裡面有很多事情要做
[00:13:32.400 --> 00:13:35.400]  有很多人在預備
[00:13:35.400 --> 00:13:38.400]  聖殿也是一樣
[00:13:38.400 --> 00:13:40.400]  百姓去到聖殿敬拜的時候
[00:13:40.400 --> 00:13:42.400]  不是純粹奉獻一件事
[00:13:42.400 --> 00:13:44.400]  或者祭生等等
[00:13:44.400 --> 00:13:48.400]  他們是知道聖殿的運作是很複雜的
[00:13:48.400 --> 00:13:50.400]  裡面有很多很多事情要預備
[00:13:50.400 --> 00:13:52.400]  撒加利就是一個祭司
[00:13:52.400 --> 00:13:56.400]  班次裡面其中一個小祭司
[00:13:56.400 --> 00:13:59.400]  當時的祭司分24班
[00:13:59.400 --> 00:14:01.400]  有24個團隊
[00:14:01.400 --> 00:14:07.400]  每個團隊可以在聖殿裡面做兩次
[00:14:07.400 --> 00:14:12.400]  並且誰可以進到聖所燒香
[00:14:12.400 --> 00:14:14.400]  就要抽籤
[00:14:14.400 --> 00:14:19.400]  如果不是班次不用侍奉的時候
[00:14:19.400 --> 00:14:21.400]  你去做什麼
[00:14:21.400 --> 00:14:23.400]  你回家耕田
[00:14:23.400 --> 00:14:25.400]  到你的時候就安可
[00:14:25.400 --> 00:14:28.400]  離開你的本鄉
[00:14:28.400 --> 00:14:30.400]  或者在野口山附近
[00:14:30.400 --> 00:14:31.400]  在耶利哥
[00:14:31.400 --> 00:14:33.400]  你記得耶穌有一個故事
[00:14:33.400 --> 00:14:35.400]  說很撒馬利人的比喻
[00:14:35.400 --> 00:14:37.400]  從耶路撒冷下到耶利哥
[00:14:37.400 --> 00:14:39.400]  有祭司有你們未人下去
[00:14:39.400 --> 00:14:44.400]  因為當時有很多祭司住在耶利哥
[00:14:44.400 --> 00:14:46.400]  所以他們班次來到的時候
[00:14:46.400 --> 00:14:48.400]  到我們了
[00:14:48.400 --> 00:14:51.400]  我們就要上到耶路撒冷準備
[00:14:51.400 --> 00:14:53.400]  誰可以進去燒香
[00:14:53.400 --> 00:14:55.400]  就要抽籤
[00:14:55.400 --> 00:14:58.400]  當時的祭司我們知道大概有多少個
[00:14:58.400 --> 00:15:00.400]  大家聽清楚
[00:15:00.400 --> 00:15:02.400]  有18000個祭司
[00:15:02.400 --> 00:15:04.400]  18000個
[00:15:04.400 --> 00:15:06.400]  加起來有這麼多個班次
[00:15:06.400 --> 00:15:09.400]  還有那些僕人、利美人等等
[00:15:09.400 --> 00:15:13.400]  如果你說撒加利亞可以抽籤
[00:15:13.400 --> 00:15:17.400]  中了然後可以進去聖所燒香的話
[00:15:17.400 --> 00:15:20.400]  幾乎是中了透彩票
[00:15:20.400 --> 00:15:23.400]  是不是
[00:15:23.400 --> 00:15:25.400]  可能一輩子都沒試過
[00:15:25.400 --> 00:15:27.400]  現在年老的時候
[00:15:27.400 --> 00:15:29.400]  突然間就抽中他
[00:15:29.400 --> 00:15:31.400]  上上籤
[00:15:31.400 --> 00:15:33.400]  他可以進去
[00:15:33.400 --> 00:15:36.400]  你想一下那個心境是怎樣
[00:15:36.400 --> 00:15:41.400]  一輩子我們教會有18000個牧師
[00:15:41.400 --> 00:15:44.400]  每人按班次講道
[00:15:44.400 --> 00:15:47.400]  不是輪流的講
[00:15:47.400 --> 00:15:49.400]  要抽籤
[00:15:49.400 --> 00:15:51.400]  抽到你講道的時候
[00:15:51.400 --> 00:15:53.400]  會不會很興奮呢
[00:15:53.400 --> 00:15:56.400]  還是會覺得很麻煩呢
[00:15:56.400 --> 00:15:58.400]  不要搞我
[00:15:58.400 --> 00:16:00.400]  I don't know
[00:16:00.400 --> 00:16:02.400]  撒加利亞就是抽到
[00:16:02.400 --> 00:16:05.400]  幾乎是他死之前唯一一次
[00:16:05.400 --> 00:16:07.400]  做一個祭司
[00:16:07.400 --> 00:16:10.400]  如果作為一個祭司進到耶路撒冷的聖殿
[00:16:10.400 --> 00:16:13.400]  一個這麼堂皇的地方
[00:16:13.400 --> 00:16:16.400]  能夠在聖殿燒香
[00:16:16.400 --> 00:16:18.400]  獻上香
[00:16:18.400 --> 00:16:23.400]  這個可以是不枉此生
[00:16:23.400 --> 00:16:26.400]  主的殿燒香
[00:16:26.400 --> 00:16:28.400]  主的殿
[00:16:28.400 --> 00:16:32.400]  主的殿在猶太人的世界裏面
[00:16:32.400 --> 00:16:35.400]  主的殿就好像美國總統的白宮
[00:16:35.400 --> 00:16:38.400]  上帝掌皇權
[00:16:38.400 --> 00:16:40.400]  在地上作供
[00:16:40.400 --> 00:16:42.400]  他的situation room
[00:16:42.400 --> 00:16:44.400]  就是temple
[00:16:44.400 --> 00:16:46.400]  就是耶路撒冷的聖殿
[00:16:46.400 --> 00:16:49.400]  你進去見總統
[00:16:49.400 --> 00:16:51.400]  能夠進白宮
[00:16:51.400 --> 00:16:53.400]  有誰進過
[00:16:53.400 --> 00:16:55.400]  我呢
[00:16:55.400 --> 00:16:57.400]  就沒有進過
[00:16:57.400 --> 00:17:00.400]  我沒有這個機會
[00:17:00.400 --> 00:17:02.400]  你想想有白宮的情況
[00:17:02.400 --> 00:17:04.400]  那種感受會是怎樣
[00:17:04.400 --> 00:17:06.400]  這個就是撒加利亞進去
[00:17:06.400 --> 00:17:08.400]  這個聖殿裏面
[00:17:08.400 --> 00:17:11.400]  燒香的那種情況
[00:17:11.400 --> 00:17:13.400]  那種感受
[00:17:13.400 --> 00:17:14.400]  大希律的聖殿
[00:17:14.400 --> 00:17:15.400]  大家應該很清楚
[00:17:15.400 --> 00:17:17.400]  有很多的無論是發掘
[00:17:17.400 --> 00:17:19.400]  研究都告訴我們
[00:17:19.400 --> 00:17:21.400]  這個地方是一個多麼堂皇的地方
[00:17:21.400 --> 00:17:23.400]  這個幾乎是整個羅馬帝國
[00:17:23.400 --> 00:17:26.400]  當時古代的世界最大的聖殿
[00:17:26.400 --> 00:17:27.400]  大家有沒有聽清楚
[00:17:27.400 --> 00:17:29.400]  是最大的聖殿
[00:17:29.400 --> 00:17:30.400]  有很多其他的廟
[00:17:30.400 --> 00:17:32.400]  賈臣的廟
[00:17:32.400 --> 00:17:34.400]  或者奧古士多羅馬王的廟
[00:17:34.400 --> 00:17:35.400]  都沒有那麼大
