
[00:00:00.000 --> 00:00:01.000]  請交給Mark Sir
[00:02:21.000 --> 00:02:25.000]  萬民各奉己神的名而行
[00:02:25.000 --> 00:02:28.000]  我們卻永永遠遠奉耶和華
[00:02:28.000 --> 00:02:30.000]  我們神的名而行
[00:02:30.000 --> 00:02:32.000]  我們將時間交給祖師爺
[00:02:32.000 --> 00:02:34.000]  我們歡迎各位媽媽
[00:02:34.000 --> 00:02:46.000]  很感恩今天能夠和大家
[00:02:46.000 --> 00:02:48.000]  在星期日早上在一起敬拜
[00:02:48.000 --> 00:02:50.000]  就像Mark Sir說的
[00:02:50.000 --> 00:02:52.000]  我是在D'Irviel開車過來的
[00:02:52.000 --> 00:02:53.000]  今天也有些
[00:02:53.000 --> 00:02:55.000]  幸好今天好像如期一樣
[00:02:55.000 --> 00:02:56.000]  不塞車
[00:02:56.000 --> 00:02:58.000]  就很平安地來到
[00:02:58.000 --> 00:03:00.000]  我們今天說的經文是
[00:03:00.000 --> 00:03:02.000]  尼加書的四章一到五節
[00:03:02.000 --> 00:03:03.000]  講題是
[00:03:03.000 --> 00:03:07.000]  假使世界原來不像你預期
[00:03:07.000 --> 00:03:10.000]  話說我聖誕節之後
[00:03:10.000 --> 00:03:13.000]  就和朋友去了洛杉磯旅行
[00:03:13.000 --> 00:03:15.000]  我們通常幻想的加州
[00:03:15.000 --> 00:03:18.000]  就是陽光、海灘、溫暖
[00:03:18.000 --> 00:03:21.000]  誰知我去到那兩個星期之後
[00:03:21.000 --> 00:03:23.000]  就發覺一下機就說
[00:03:23.000 --> 00:03:25.000]  天這麼陰暗
[00:03:25.000 --> 00:03:27.000]  完全沒有太陽
[00:03:27.000 --> 00:03:28.000]  去到整個星期
[00:03:28.000 --> 00:03:31.000]  風大到吹到頭快要掉了
[00:03:31.000 --> 00:03:33.000]  去海灘都去不到
[00:03:33.000 --> 00:03:34.000]  什麼都做不到
[00:03:34.000 --> 00:03:37.000]  其中同行我們有一個朋友
[00:03:37.000 --> 00:03:38.000]  他們就說
[00:03:38.000 --> 00:03:41.000]  為什麼加州會是這樣
[00:03:41.000 --> 00:03:43.000]  這個都不是我想像中的加州
[00:03:43.000 --> 00:03:46.000]  好像芝加哥這個時間還好一點
[00:03:46.000 --> 00:03:52.000]  他在旅行中一直說這件事的時候
[00:03:52.000 --> 00:03:55.000]  其實都影響到我的心情
[00:03:55.000 --> 00:03:58.000]  當加州原來不是像我們預期
[00:03:58.000 --> 00:04:01.000]  就會令到東西不太好吃
[00:04:01.000 --> 00:04:03.000]  東西不太好玩
[00:04:03.000 --> 00:04:05.000]  又想起塞車
[00:04:05.000 --> 00:04:07.000]  塞到我快要刺線
[00:04:07.000 --> 00:04:10.000]  我就說整個旅程都很低落
[00:04:10.000 --> 00:04:12.000]  最後令我覺得
[00:04:12.000 --> 00:04:15.000]  這個真的不是我想住的地方
[00:04:15.000 --> 00:04:18.000]  我想想如果一次這樣的旅行
[00:04:18.000 --> 00:04:22.000]  都可以這樣影響到我們心情的時候
[00:04:22.000 --> 00:04:26.000]  何況是我們每一天身處的環境
[00:04:26.000 --> 00:04:30.000]  假使世界原來不像我們預期的時候
[00:04:30.000 --> 00:04:32.000]  我們會怎樣選擇呢
[00:04:32.000 --> 00:04:34.000]  我們會選擇逃避
[00:04:34.000 --> 00:04:36.000]  說我不再住在這個地方
[00:04:36.000 --> 00:04:41.000]  還是我們繼續以一個很負面的心態來迎接呢
[00:04:41.000 --> 00:04:45.000]  在尼加書四章一到五節當中說的是
[00:04:45.000 --> 00:04:49.000]  當世界不像上帝預期的時候
[00:04:49.000 --> 00:04:51.000]  上帝怎樣來回應
[00:04:51.000 --> 00:04:52.000]  這段經文告訴我們
[00:04:52.000 --> 00:04:54.000]  上帝沒有離開我們
[00:04:54.000 --> 00:04:57.000]  上帝並沒有放棄我們
[00:04:57.000 --> 00:04:59.000]  當世界不如上帝預期的時候
[00:04:59.000 --> 00:05:03.000]  上帝要做的卻是要來恢復祂的子民
[00:05:03.000 --> 00:05:06.000]  恢復我們對祂的敬拜
[00:05:06.000 --> 00:05:10.000]  我們首先來看看尼加書是一本什麼書
[00:05:10.000 --> 00:05:14.000]  尼加書未必是大家最熟悉的舊約的一本書
[00:05:14.000 --> 00:05:19.000]  尼加書主要來說的是上帝的審判訊息
[00:05:19.000 --> 00:05:23.000]  整本書可以分成簡單來說
[00:05:23.000 --> 00:05:25.000]  三個大的部分
[00:05:25.000 --> 00:05:26.000]  第一章 第一到第二章
[00:05:26.000 --> 00:05:27.000]  第三到第五章
[00:05:27.000 --> 00:05:29.000]  和第六到第七章
[00:05:29.000 --> 00:05:33.000]  這三個部分都是以一個審判
[00:05:33.000 --> 00:05:35.000]  再有一個盼望的訊息
[00:05:35.000 --> 00:05:37.000]  是一個巡迴
[00:05:37.000 --> 00:05:39.000]  來宣告上帝的心意
[00:05:39.000 --> 00:05:42.000]  而我們今天看的第四章
[00:05:42.000 --> 00:05:44.000]  就是第二個部分
[00:05:44.000 --> 00:05:47.000]  我們今天看到的是一個盼望的訊息
[00:05:47.000 --> 00:05:50.000]  盼望之前是有審判的
[00:05:50.000 --> 00:05:52.000]  審判的內容是什麼呢
[00:05:52.000 --> 00:05:54.000]  或者說上帝究竟是要說
[00:05:54.000 --> 00:05:57.000]  以色列人做錯了什麼事呢
[00:05:57.000 --> 00:06:01.000]  我們可以繼續看聖經
[00:06:01.000 --> 00:06:04.000]  可以看一看尼加書的第三章
[00:06:04.000 --> 00:06:06.000]  第三章的第一節是這樣說的
[00:06:06.000 --> 00:06:11.000]  「我說:雅各的首領,以色列家的官長,你們要聽
[00:06:11.000 --> 00:06:14.000]  你們不當知道公平嗎?」
[00:06:14.000 --> 00:06:16.000]  即是說他們那裡沒有公平
[00:06:16.000 --> 00:06:19.000]  去到第九節我們跳一跳
[00:06:19.000 --> 00:06:21.000]  上帝繼續審判
[00:06:21.000 --> 00:06:24.000]  「雅各家的首領,以色列家的官長
[00:06:24.000 --> 00:06:26.000]  你們要聽我的說話
[00:06:26.000 --> 00:06:28.000]  你們厭惡公平
[00:06:28.000 --> 00:06:31.000]  在一切事上屈往正直
[00:06:31.000 --> 00:06:33.000]  以人血建立錫安
[00:06:33.000 --> 00:06:36.000]  以罪孽建造耶路撒冷
[00:06:36.000 --> 00:06:38.000]  首領為賄賂行審判
[00:06:38.000 --> 00:06:41.000]  祭司為顧家司悔憤
[00:06:41.000 --> 00:06:44.000]  先知為銀錢行占卜
[00:06:44.000 --> 00:06:46.000]  他們卻依賴耶和華說
[00:06:46.000 --> 00:06:49.000]  耶和華不是在我們中間嗎?
[00:06:49.000 --> 00:06:52.000]  災禍必不臨到我們」
[00:06:52.000 --> 00:06:55.000]  先知尼加在這一段經文
[00:06:55.000 --> 00:06:59.000]  主要針對的是以色列人在宗教上的敗壞
[00:06:59.000 --> 00:07:01.000]  而來說的
[00:07:01.000 --> 00:07:02.000]  他們這一班人
[00:07:02.000 --> 00:07:03.000]  這一班首領
[00:07:03.000 --> 00:07:04.000]  這一班祭司
[00:07:04.000 --> 00:07:05.000]  這一班先知
[00:07:05.000 --> 00:07:06.000]  杯稀耶和華
[00:07:06.000 --> 00:07:07.000]  敬拜偶像
[00:07:07.000 --> 00:07:09.000]  撇棄上帝的公義
[00:07:09.000 --> 00:07:12.000]  他們這一班宗教的領袖
[00:07:12.000 --> 00:07:14.000]  在做的是收人錢財
[00:07:14.000 --> 00:07:17.000]  幫人擋災的工作
[00:07:17.000 --> 00:07:19.000]  如果放回現在這個處境
[00:07:19.000 --> 00:07:20.000]  我們可以想一想
[00:07:20.000 --> 00:07:23.000]  如果我們走進去一間教會
[00:07:23.000 --> 00:07:25.000]  牧師就跟你說
[00:07:25.000 --> 00:07:27.000]  我可以幫你祈禱
[00:07:27.000 --> 00:07:30.000]  不過有一個先決的條件
[00:07:30.000 --> 00:07:33.000]  他就放了一個奉獻箱在這裡
[00:07:33.000 --> 00:07:35.000]  你知道牧師祈禱比較靈
[00:07:35.000 --> 00:07:36.000]  所以他就這樣提供給你
[00:07:36.000 --> 00:07:37.000]  他就說
[00:07:37.000 --> 00:07:39.000]  如果你給一百元
[00:07:39.000 --> 00:07:40.000]  你奉獻一百元
[00:07:40.000 --> 00:07:42.000]  我就幫你祈禱
[00:07:42.000 --> 00:07:44.000]  祈禱你身體健康
[00:07:44.000 --> 00:07:46.000]  一千元就幫你祈禱
[00:07:46.000 --> 00:07:47.000]  升職加薪
[00:07:47.000 --> 00:07:49.000]  一萬元就幫你祈禱
[00:07:49.000 --> 00:07:50.000]  六合彩
[00:07:50.000 --> 00:07:52.000]  你就有一個很好的回報率
[00:07:52.000 --> 00:07:55.000]  現在還是新年
[00:07:55.000 --> 00:07:56.000]  新春大減價
[00:07:56.000 --> 00:07:58.000]  買十次送兩次
[00:07:58.000 --> 00:08:01.000]  你就每個月都有一次牧師幫你祈禱
[00:08:01.000 --> 00:08:04.000]  這些教會變成什麼教會
[00:08:04.000 --> 00:08:07.000]  這些變成不是認識上的教會
[00:08:07.000 --> 00:08:12.000]  這些變成買賣的教會
[00:08:12.000 --> 00:08:15.000]  就好像當日的以色列一樣
[00:08:15.000 --> 00:08:18.000]  所以上帝說聖殿耶路撒冷
[00:08:18.000 --> 00:08:21.000]  由敬拜上帝的地方
[00:08:21.000 --> 00:08:24.000]  變成上帝厭惡的地方
[00:08:24.000 --> 00:08:27.000]  是尼加書第3章第12節
[00:08:27.000 --> 00:08:30.000]  上帝甚至說
[00:08:30.000 --> 00:08:32.000]  所以因你們的緣故
[00:08:32.000 --> 00:08:35.000]  錫安必被耕種成一塊田
[00:08:35.000 --> 00:08:38.000]  耶路撒冷必變為亂堆
[00:08:38.000 --> 00:08:42.000]  這殿的山必長成叢林的高處
[00:08:42.000 --> 00:08:43.000]  尼加預言
[00:08:43.000 --> 00:08:46.000]  耶路撒冷會變成一個亂堆
[00:08:46.000 --> 00:08:47.000]  將會被毀滅
[00:08:47.000 --> 00:08:51.000]  因為耶路撒冷不能再完成它的使命
[00:08:51.000 --> 00:08:54.000]  耶路撒冷代表的不再是上帝的榮耀
[00:08:54.000 --> 00:08:57.000]  而是代表虛妄的地方
[00:08:57.000 --> 00:09:03.000]  當上帝的殿不再成為敬拜上帝的地方的時候
[00:09:03.000 --> 00:09:06.000]  上帝說要將它毀滅
[00:09:06.000 --> 00:09:08.000]  對於當時的以色列人來說
[00:09:08.000 --> 00:09:11.000]  耶路撒冷殿被毀滅
[00:09:11.000 --> 00:09:14.000]  其實是一個很實在存在的威脅
[00:09:14.000 --> 00:09:15.000]  對於他們來說
[00:09:15.000 --> 00:09:19.000]  這不是一個假設或是很久之後才會發生的事
[00:09:19.000 --> 00:09:24.000]  當時以色列人面對的是亞述帝國的一些逼迫
[00:09:24.000 --> 00:09:27.000]  在公元前主前722年的時候
[00:09:27.000 --> 00:09:31.000]  亞述人已經攻佔了以色列的北角
[00:09:31.000 --> 00:09:33.000]  佔領了他們的首都撒瑪利亞
[00:09:33.000 --> 00:09:37.000]  他們下一個要打的就是耶路撒冷
[00:09:37.000 --> 00:09:41.000]  所以耶路撒冷他們是充滿一個威脅的
[00:09:41.000 --> 00:09:45.000]  我們好像看到一個充滿了紛爭
[00:09:45.000 --> 00:09:48.000]  好像毫無希望的情況的時候
[00:09:48.000 --> 00:09:50.000]  尼加卻宣告說
[00:09:50.000 --> 00:09:52.000]  上帝將要重建
[00:09:52.000 --> 00:09:56.000]  將要恢復它榮耀的這個信息
[00:09:56.000 --> 00:09:57.000]  上帝告訴我們
[00:09:57.000 --> 00:10:02.000]  當耶路撒冷不是好像他預期的時候一樣
[00:10:02.000 --> 00:10:05.000]  上帝說他不會袖手旁觀
[00:10:05.000 --> 00:10:07.000]  在第四章的第一節
[00:10:07.000 --> 00:10:10.000]  尼加說到末後的日子
[00:10:10.000 --> 00:10:12.000]  即是將來的時間
[00:10:12.000 --> 00:10:15.000]  耶和華殿的山必被建立
[00:10:15.000 --> 00:10:16.000]  超乎珠山
[00:10:16.000 --> 00:10:19.000]  高舉過於萬靈
[00:10:19.000 --> 00:10:22.000]  我們看到整段經文的語氣
[00:10:22.000 --> 00:10:24.000]  一個情況變得很不同
[00:10:24.000 --> 00:10:28.000]  第三章說的是一個好像末日般的信息
[00:10:28.000 --> 00:10:31.000]  要毀滅 完全沒有了
[00:10:31.000 --> 00:10:32.000]  也是第四章
[00:10:32.000 --> 00:10:36.000]  上帝說他要重新建立屬於他的結局
[00:10:36.000 --> 00:10:38.000]  重新建立屬於他的世界
[00:10:38.000 --> 00:10:42.000]  要按照他的心意重新建立他的殿
[00:10:42.000 --> 00:10:46.000]  耶和華殿的山必建立超乎珠山
[00:10:46.000 --> 00:10:48.000]  高舉過於萬靈
[00:10:48.000 --> 00:10:49.000]  在這裡說的話
[00:10:49.000 --> 00:10:50.000]  耶和華的殿
[00:10:50.000 --> 00:10:52.000]  即是耶路撒冷的那座山
[00:10:52.000 --> 00:10:54.000]  是要高過世界上一切的山
[00:10:54.000 --> 00:10:56.000]  超過一切的高度
[00:10:56.000 --> 00:10:57.000]  如果想像一下
[00:10:57.000 --> 00:10:59.000]  我們現在一抬頭一看
[00:10:59.000 --> 00:11:01.000]  就看到的不是只有高樓大廈
[00:11:01.000 --> 00:11:04.000]  而是一見就看到耶路撒冷那座山
[00:11:04.000 --> 00:11:06.000]  上帝的聖殿的時候
[00:11:06.000 --> 00:11:09.000]  那份榮耀 那份威榮
[00:11:09.000 --> 00:11:13.000]  他在說上帝的殿是要成為世界的中心
[00:11:13.000 --> 00:11:16.000]  勝過一切的勢力或者神明
[00:11:16.000 --> 00:11:18.000]  但上帝說他要建立他的殿
[00:11:18.000 --> 00:11:21.000]  不單要彰顯的是他的榮耀
[00:11:21.000 --> 00:11:26.000]  更加重要的是要重建那一班以色列人的心
[00:11:26.000 --> 00:11:32.000]  第四章是第一節的下半部分到第二節這樣說
[00:11:32.000 --> 00:11:35.000]  他說萬民都要留歸這座山
[00:11:35.000 --> 00:11:38.000]  必有許多國的民前往
[00:11:38.000 --> 00:11:40.000]  留歸
[00:11:40.000 --> 00:11:44.000]  我們有時會想像就像一條河流這樣湧下來
[00:11:44.000 --> 00:11:48.000]  但現在這裡卻是一些很反自物理的現象
[00:11:48.000 --> 00:11:51.000]  不是湧下來而是要湧上去
[00:11:51.000 --> 00:11:53.000]  所有的人 萬民
[00:11:53.000 --> 00:11:58.000]  即是所有的人就好像一條河流這樣湧上耶路撒冷山
[00:11:58.000 --> 00:12:02.000]  好像幾波巨浪一般要來覆蓋上帝的殿
[00:12:02.000 --> 00:12:06.000]  這個情景經常讓我想起
[00:12:06.000 --> 00:12:13.000]  那時候在香港 去到11月尾就會看到美國Black Friday的新聞
[00:12:13.000 --> 00:12:16.000]  令我印象很深刻的就是
[00:12:16.000 --> 00:12:22.000]  每逢Black Friday 前夕人們就會等在商店門口
[00:12:22.000 --> 00:12:26.000]  到一開門的時候 人們就會湧上去 衝上去
[00:12:26.000 --> 00:12:29.000]  他們就會去買他們想要的東西
[00:12:29.000 --> 00:12:33.000]  我們想像一下 如果人們是用這樣的心情
[00:12:33.000 --> 00:12:36.000]  去到上帝的殿的時候會是怎樣呢?
[00:12:36.000 --> 00:12:39.000]  尼加遜說的訊息就是說
[00:12:39.000 --> 00:12:44.000]  這班人等的不是要去上帝的殿當中買祝福
[00:12:44.000 --> 00:12:48.000]  也不是去上帝的殿當中買紀念品
[00:12:48.000 --> 00:12:52.000]  他們要去做的 要去尋求上帝的話語
[00:12:52.000 --> 00:12:54.000]  第四章第二節
[00:12:54.000 --> 00:12:56.000]  這一班盲民所有的人說
[00:12:56.000 --> 00:13:01.000]  來拜我們登耶和華的山 奔雅各上帝的殿
[00:13:01.000 --> 00:13:05.000]  因為當我們去到上帝面前的時候
[00:13:05.000 --> 00:13:08.000]  上帝會將祂的道教訓我們
[00:13:08.000 --> 00:13:11.000]  以至於我們可以走祂的路 可以跟隨祂
[00:13:11.000 --> 00:13:17.000]  因為悔憤必出於錫安 耶和華的言語必出於耶路撒冷
[00:13:17.000 --> 00:13:20.000]  唯有我們來到上帝面前的時候
[00:13:20.000 --> 00:13:23.000]  我們才可以認識祂的話語
[00:13:23.000 --> 00:13:28.000]  這個景象就好像昔日以色列人去朝聖那樣
[00:13:28.000 --> 00:13:30.000]  他們好像唱著上行之詩
[00:13:30.000 --> 00:13:34.000]  他們帶著一個很激動的心情來敬拜上帝一樣
[00:13:34.000 --> 00:13:37.000]  在詩篇第122篇
[00:13:37.000 --> 00:13:39.000]  這樣來形容他們的心情
[00:13:39.000 --> 00:13:40.000]  他們說
[00:13:40.000 --> 00:13:45.000]  人對我說 我們往耶和華的殿去 我就歡喜
[00:13:45.000 --> 00:13:48.000]  上帝要重見的是甚麼人
[00:13:48.000 --> 00:13:53.000]  上帝要重見的是一班真誠地來學悟敬拜
[00:13:53.000 --> 00:13:56.000]  學悟上帝話語的人
[00:13:56.000 --> 00:13:59.000]  這裡是上帝在應許我們
[00:13:59.000 --> 00:14:02.000]  他要來施行他的拯救
[00:14:02.000 --> 00:14:08.000]  我們很少將拯救和敬拜放在一起
[00:14:08.000 --> 00:14:14.000]  但其實對上帝正確的敬拜其實是一個救贖
[00:14:14.000 --> 00:14:16.000]  這裡的救贖是說
[00:14:16.000 --> 00:14:20.000]  上帝怎樣重新更新這一班人
[00:14:20.000 --> 00:14:25.000]  以至於這一班以色列人可以和上帝有一個正確的關係
[00:14:25.000 --> 00:14:27.000]  對於當時的以色列人來說
[00:14:27.000 --> 00:14:31.000]  耶路撒冷是一個充滿賄賂、虛假
[00:14:31.000 --> 00:14:35.000]  他們沒有辦法正式正確地認識上帝的地方
[00:14:35.000 --> 00:14:38.000]  以色列人是一班敬拜偶像的人
[00:14:38.000 --> 00:14:40.000]  但上帝在這裡說
[00:14:40.000 --> 00:14:42.000]  他要扭轉這個情況
[00:14:42.000 --> 00:14:45.000]  他要重見耶路撒冷成為敬拜的中心
[00:14:45.000 --> 00:14:48.000]  他要向人教導他的心意
[00:14:48.000 --> 00:14:51.000]  以至於人都可以遵行他的旨意
[00:14:51.000 --> 00:14:55.000]  上帝做的是要扭轉這一班敬拜偶像的人
[00:14:55.000 --> 00:14:58.000]  甚至領導萬國萬民
[00:14:58.000 --> 00:15:02.000]  都自願地來到上帝的面前
[00:15:02.000 --> 00:15:04.000]  去學悟上帝的話語
[00:15:04.000 --> 00:15:06.000]  這就是第一點
[00:15:06.000 --> 00:15:08.000]  上帝所要施行的救贖
[00:15:09.000 --> 00:15:13.000]  就是要讓我們可以真誠地去敬拜他
[00:15:13.000 --> 00:15:16.000]  和他有和好的關係
[00:15:16.000 --> 00:15:20.000]  在這段經文第三到第四節當中
[00:15:20.000 --> 00:15:25.000]  我們看到上帝要重新建立耶路撒冷城
[00:15:25.000 --> 00:15:28.000]  重新建立的這一班以色列人
[00:15:28.000 --> 00:15:34.000]  他甚至要在這一班人當中實現他的公義和和平
[00:15:34.000 --> 00:15:36.000]  在第三節這樣說
[00:15:36.000 --> 00:15:40.000]  他必在多國的民眾施行審判
[00:15:40.000 --> 00:15:44.000]  為遠方強盛的國斷定是非
[00:15:44.000 --> 00:15:48.000]  上帝要在人的面前施行審判
[00:15:48.000 --> 00:15:53.000]  列國都要來到上帝面前
[00:15:53.000 --> 00:15:56.000]  要上帝為他們斷定是非
[00:15:56.000 --> 00:15:59.000]  就是要上帝作為審判的人
[00:15:59.000 --> 00:16:02.000]  來審判什麼是對什麼是錯
[00:16:02.000 --> 00:16:04.000]  成為他們的仲裁
[00:16:04.000 --> 00:16:08.000]  他們國與國之間不需要再因為爭奪什麼資源
[00:16:08.000 --> 00:16:12.000]  或者什麼紛爭而來發動戰爭
[00:16:12.000 --> 00:16:14.000]  其實如果我們想一下這個世界
[00:16:14.000 --> 00:16:17.000]  很多時候很多紛爭的源頭
[00:16:17.000 --> 00:16:20.000]  有時候不單止是為了確保自己的利益
[00:16:20.000 --> 00:16:24.000]  很多時候有些紛爭是為了證明我們是對的
[00:16:24.000 --> 00:16:27.000]  就好像俄羅斯和烏克蘭的戰爭
[00:16:27.000 --> 00:16:29.000]  站在俄羅斯那一邊
[00:16:29.000 --> 00:16:31.000]  他們就覺得烏克蘭加入了NATO
[00:16:31.000 --> 00:16:34.000]  對於我們的領土作為一個威脅
[00:16:34.000 --> 00:16:36.000]  但是對於烏克蘭來說
[00:16:36.000 --> 00:16:38.000]  這是一個自保的行為
[00:16:38.000 --> 00:16:42.000]  當然他們當中有利益的紛爭
[00:16:42.000 --> 00:16:46.000]  但他們更加想證明他們的觀念是對的
[00:16:46.000 --> 00:16:50.000]  或者我們想起很多時候有些真橙的案件
[00:16:50.000 --> 00:16:53.000]  我們經常都喜歡看這些唐山風暴的事件
[00:16:53.000 --> 00:16:56.000]  這些唐山風暴的事件很多時候
[00:16:56.000 --> 00:16:59.000]  其實不是因為他分多一點
[00:16:59.000 --> 00:17:01.000]  他和我分得一樣多
[00:17:01.000 --> 00:17:03.000]  我們而爭取
[00:17:03.000 --> 00:17:05.000]  很多時候是因為爭取一口氣
[00:17:05.000 --> 00:17:07.000]  明明我才是照顧他的人
[00:17:07.000 --> 00:17:10.000]  為什麼我的弟弟分得和我一樣多
[00:17:10.000 --> 00:17:12.000]  為什麼我不分多一點
[00:17:12.000 --> 00:17:14.000]  為什麼他不分少一點
[00:17:14.000 --> 00:17:17.000]  我們經常都用自己的情來量度
[00:17:17.000 --> 00:17:20.000]  究竟什麼是對 什麼是錯
[00:17:20.000 --> 00:17:22.000]  但上帝在這裡說
[00:17:22.000 --> 00:17:24.000]  祂要恢復祂的主權
[00:17:24.000 --> 00:17:26.000]  要讓祂的公義
[00:17:26.000 --> 00:17:29.000]  可以成為一個絕對的標準
[00:17:29.000 --> 00:17:32.000]  祂要恢復祂創世時候的秩序
[00:17:32.000 --> 00:17:34.000]  因為上帝作王
[00:17:34.000 --> 00:17:37.000]  國與國之間不用再爭奪什麼
[00:17:37.000 --> 00:17:39.000]  所有的人 所有國家
[00:17:39.000 --> 00:17:42.000]  都要俯伏在上帝的主權面前
[00:17:42.000 --> 00:17:46.000]  他要按照他的公義的準則來管理
[00:17:46.000 --> 00:17:50.000]  這個就是上帝要恢復他的公義的方法
[00:17:50.000 --> 00:17:52.000]  而當上帝恢復了他的公義之後
[00:17:52.000 --> 00:17:56.000]  我們見到一個很好的和平的實驗
[00:17:56.000 --> 00:17:58.000]  在第三節的下半節
[00:17:58.000 --> 00:17:59.000]  他這樣說
[00:17:59.000 --> 00:18:02.000]  他們要將刀打成泥頭
[00:18:02.000 --> 00:18:05.000]  將槍打成鐮刀
[00:18:05.000 --> 00:18:10.000]  因為萬國都承認了上帝公義的準則
[00:18:10.000 --> 00:18:14.000]  以至於他們不需要再持有他們的武力
[00:18:14.000 --> 00:18:17.000]  不需要再持有他們軍事的力量
[00:18:17.000 --> 00:18:21.000]  上帝要帶來的是一個普世的和平
[00:18:21.000 --> 00:18:23.000]  因此他們可以將他們打仗用的刀
[00:18:23.000 --> 00:18:25.000]  和打仗用的槍
[00:18:25.000 --> 00:18:27.000]  變成一些耕種
[00:18:27.000 --> 00:18:30.000]  農耕可以用的泥頭
[00:18:30.000 --> 00:18:33.000]  和收割的時候可以用的鐮刀
[00:18:33.000 --> 00:18:36.000]  因為上帝彰顯了他的公義
[00:18:36.000 --> 00:18:40.000]  以至於這國不再舉刀攻擊那國
[00:18:40.000 --> 00:18:43.000]  他們也不再學習戰事
[00:18:43.000 --> 00:18:45.000]  因為上帝主權的實現
[00:18:45.000 --> 00:18:47.000]  上帝公義的彰顯
[00:18:47.000 --> 00:18:50.000]  他們不需要以武力再威脅別人
[00:18:50.000 --> 00:18:51.000]  保護自己
[00:18:51.000 --> 00:18:53.000]  上帝透過他自己的能力
[00:18:53.000 --> 00:18:55.000]  制止了紛爭
