
[00:00:00.000 --> 00:00:02.920]  我們繼續處理第六章
[00:01:22.060 --> 00:01:23.580]  Elohim這個字出現了
[00:01:23.700 --> 00:01:27.460]  然後女人看到原本的字根
[00:01:27.460 --> 00:01:28.700]  Rahar出現了
[00:01:28.700 --> 00:01:30.700]  果子是好的
[00:01:30.700 --> 00:01:31.580]  Tove
[00:01:31.580 --> 00:01:32.620]  為什麼呢?
[00:01:32.620 --> 00:01:33.820]  這裡不用美麗
[00:01:33.820 --> 00:01:38.060]  因為第六章的point不是女人漂亮不漂亮
[00:01:38.060 --> 00:01:40.980]  而是人叛變的高峰
[00:01:40.980 --> 00:01:43.820]  所以用回第一次叛變的keyword
[00:01:43.820 --> 00:01:47.020]  漢經的果子是好的
[00:01:47.020 --> 00:01:48.780]  就是叛變是好的
[00:01:48.780 --> 00:01:51.380]  作食物就是宅
[00:01:51.380 --> 00:01:56.380]  所以這裡用回了取女子的動詞
[00:01:56.380 --> 00:01:59.700]  然後有一個呼應
[00:01:59.700 --> 00:02:04.500]  所以由第三章開始到第六章
[00:02:04.500 --> 00:02:06.500]  繼續罪惡蔓延
[00:02:06.500 --> 00:02:07.980]  所以可以這麼看
[00:02:07.980 --> 00:02:11.980]  一開始上帝創造宇宙萬有
[00:02:11.980 --> 00:02:16.340]  人類代表上帝在地上做君尊的祭司
[00:02:16.340 --> 00:02:19.180]  是一個規律
[00:02:19.180 --> 00:02:21.460]  但是人開始叛變
[00:02:21.460 --> 00:02:22.380]  第三章
[00:02:22.380 --> 00:02:24.580]  講到所謂亞當夏娃
[00:02:24.580 --> 00:02:25.940]  人類的代表
[00:02:25.940 --> 00:02:27.740]  其實是代表全人類
[00:02:27.740 --> 00:02:30.140]  個人的叛變
[00:02:30.140 --> 00:02:33.060]  然後到了第四章
[00:02:33.060 --> 00:02:35.060]  就講到該人和…
[00:02:35.060 --> 00:02:37.140]  直到trace到第四章
[00:02:37.140 --> 00:02:40.020]  近尾的時候就是拉麥
[00:02:40.020 --> 00:02:40.860]  第七代
[00:02:40.860 --> 00:02:43.060]  就是家庭上的叛變
[00:02:43.060 --> 00:02:44.660]  就是罪的擴散
[00:02:44.660 --> 00:02:47.740]  就是兄弟…
[00:02:47.740 --> 00:02:49.340]  哥哥殺了弟弟
[00:02:49.340 --> 00:02:55.020]  然後家庭是暴力的蔓延
[00:02:55.020 --> 00:02:57.220]  拉麥的第七代
[00:02:57.220 --> 00:02:59.620]  然後到第六章
[00:02:59.620 --> 00:03:03.100]  就是社會或者甚至是國邦
[00:03:03.100 --> 00:03:05.340]  上一次我們解釋神的兒子
[00:03:05.340 --> 00:03:06.380]  以我的看法
[00:03:06.380 --> 00:03:09.420]  背景和物理來說
[00:03:09.420 --> 00:03:10.820]  Bnei Halel
[00:03:10.820 --> 00:03:13.980]  似乎是指皇室統治者
[00:03:13.980 --> 00:03:15.900]  用一個這樣的故事
[00:03:15.900 --> 00:03:17.900]  這幾個故事來說出
[00:03:17.900 --> 00:03:20.980]  就是罪闖入世界之後
[00:03:20.980 --> 00:03:22.420]  人類的罪惡
[00:03:22.420 --> 00:03:24.420]  使得上帝的秩序
[00:03:24.420 --> 00:03:25.940]  就變成了反秩序
[00:03:25.940 --> 00:03:27.940]  由order變成disorder
[00:03:27.940 --> 00:03:30.140]  由order變成disorder
[00:03:30.140 --> 00:03:33.100]  招致上帝的審判就是洪水的審判
[00:03:33.100 --> 00:03:36.220]  上帝就用大水混沌
[00:03:36.220 --> 00:03:38.740]  再一次去淹沒
[00:03:38.740 --> 00:03:41.620]  好像我們電腦按一下reset button
[00:03:41.620 --> 00:03:43.260]  重新再來過
[00:03:43.260 --> 00:03:46.540]  這個non-order又再出現了
[00:03:46.540 --> 00:03:48.540]  你看到大水混沌的時候
[00:03:48.540 --> 00:03:50.940]  就好像一章第二節創世紀那樣
[00:03:50.940 --> 00:03:52.940]  那不是evil的東西
[00:03:52.940 --> 00:03:54.260]  就是non-order
[00:03:54.260 --> 00:03:55.220]  回到non-order
[00:03:55.220 --> 00:03:56.700]  然後洪水過後
[00:03:56.700 --> 00:03:58.900]  又再重新創立的order
[00:03:58.900 --> 00:04:02.580]  所以一章到六章
[00:04:02.580 --> 00:04:05.380]  就有一個這樣的脈絡
[00:04:05.380 --> 00:04:06.580]  你看到so far
[00:04:06.580 --> 00:04:10.820]  我們暫時看到是三個半變的故事
[00:04:10.820 --> 00:04:13.900]  三章四章和第六章
[00:04:13.900 --> 00:04:17.340]  第六章結束的時候
[00:04:17.340 --> 00:04:18.940]  就是六章第八節
[00:04:18.940 --> 00:04:20.300]  羅亞蒙恩
[00:04:20.300 --> 00:04:22.300]  然後六章第九節開始
[00:04:22.300 --> 00:04:23.820]  就有另一個Toledo
[00:04:23.820 --> 00:04:26.060]  另一個大的分段
[00:04:26.060 --> 00:04:28.420]  就講到洪水的故事
[00:04:28.420 --> 00:04:31.140]  所以你看到第三章至第六章
[00:04:31.140 --> 00:04:32.340]  就是罪的擴散
[00:04:32.340 --> 00:04:33.500]  邪惡的入侵
[00:04:33.500 --> 00:04:35.180]  以致世界變成了
[00:04:35.180 --> 00:04:36.780]  本身是order
[00:04:36.780 --> 00:04:38.460]  現在變成了越來越多disorder
[00:04:38.460 --> 00:04:39.380]  chaos
[00:04:39.380 --> 00:04:45.660]  上帝就用水來審判當時的世界
[00:04:45.660 --> 00:04:48.220]  我們看回這段經文
[00:04:48.220 --> 00:04:49.380]  六章第一節開始
[00:04:49.380 --> 00:04:52.060]  我們講過這一段經文
[00:04:52.060 --> 00:04:53.340]  雖然只有八節
[00:04:53.340 --> 00:04:55.340]  但幾乎每一句說話
[00:04:55.340 --> 00:04:57.740]  每一個字都需要去探討一下
[00:04:57.740 --> 00:04:59.740]  因為引起很多不同的爭論
[00:04:59.740 --> 00:05:00.740]  不同的解釋
[00:05:00.740 --> 00:05:04.260]  上一次我們講了Bernard Alguer
[00:05:04.260 --> 00:05:05.260]  就是神的眾子Sons of God
[00:05:05.260 --> 00:05:06.460]  如何去解釋
[00:05:06.460 --> 00:05:07.980]  有幾個解釋的方法
[00:05:07.980 --> 00:05:13.420]  另外會引起一些問題
[00:05:13.420 --> 00:05:14.860]  就是120年
[00:05:14.860 --> 00:05:17.260]  巨人是一回什麼事
[00:05:17.260 --> 00:05:17.980]  然後
[00:05:17.980 --> 00:05:20.220]  另外一個翻譯上很重要的問題
[00:05:20.220 --> 00:05:23.340]  就是於是耶和華說後悔做人在地上
[00:05:23.340 --> 00:05:25.340]  心中憂傷
[00:05:25.340 --> 00:05:27.940]  然後他又說我後悔做了他們
[00:05:27.940 --> 00:05:29.380]  什麼叫後悔呢?
[00:05:29.380 --> 00:05:30.260]  什麼意思呢?
[00:05:30.260 --> 00:05:31.580]  為什麼會是後悔呢?
[00:05:31.580 --> 00:05:32.940]  好像做錯了事情一樣
[00:05:33.100 --> 00:05:38.900]  我們今次就試試解答另外一些難解的地方
[00:05:38.900 --> 00:05:40.900]  看看近東的背景
[00:05:40.900 --> 00:05:42.660]  以及一些上下文
[00:05:42.660 --> 00:05:45.860]  一些解經的原則如何幫助我們
[00:05:45.860 --> 00:05:48.660]  來拆解這些爭論
[00:05:48.660 --> 00:05:51.940]  首先就是120年
[00:05:51.940 --> 00:05:54.940]  我們先看看第三節
[00:05:54.940 --> 00:05:58.140]  這個就是動詞
[00:05:58.140 --> 00:05:59.260]  Filemare
[00:05:59.260 --> 00:06:01.020]  就是He had and he said
[00:06:01.020 --> 00:06:02.580]  然後是誰說的
[00:06:02.580 --> 00:06:03.740]  主體出現了
[00:06:03.740 --> 00:06:05.740]  就是阿東拉
[00:06:05.740 --> 00:06:07.580]  然後阿東拉說什麼呢?
[00:06:07.580 --> 00:06:09.580]  He said no, you're done
[00:06:09.580 --> 00:06:14.100]  這樣不會住在
[00:06:14.100 --> 00:06:14.860]  You're done
[00:06:14.860 --> 00:06:16.140]  可能是abide
[00:06:16.140 --> 00:06:17.180]  或者remain
[00:06:17.180 --> 00:06:18.620]  住在裡面的意思
[00:06:18.620 --> 00:06:21.780]  什麼不會住在什麼呢?
[00:06:21.780 --> 00:06:23.060]  主體出現了
[00:06:23.060 --> 00:06:24.580]  Ruhi
[00:06:24.580 --> 00:06:30.620]  就是Ruha的第一身
[00:06:30.620 --> 00:06:33.140]  加了這個一撇和一點
[00:06:33.140 --> 00:06:35.660]  所以就變成了My spirit
[00:06:35.660 --> 00:06:36.700]  Ruhi
[00:06:36.700 --> 00:06:39.180]  Vardhan
[00:06:39.180 --> 00:06:42.980]  就是在人類裡面
[00:06:42.980 --> 00:06:45.220]  所以他說我的靈
[00:06:45.220 --> 00:06:46.540]  My spirit
[00:06:46.540 --> 00:06:50.980]  不會繼續住在什麼呢?
[00:06:50.980 --> 00:06:52.700]  人類的裡面
[00:06:52.700 --> 00:06:54.700]  Vardhan
[00:06:54.700 --> 00:06:56.140]  Nadhan
[00:06:56.140 --> 00:06:58.100]  意思就是說繼續下去
[00:06:58.100 --> 00:06:59.780]  或者indefinite的意思
[00:06:59.780 --> 00:07:02.660]  不一定是我們今天想的eternity的意思
[00:07:02.660 --> 00:07:06.020]  所以Olam的意思就是一代一代
[00:07:06.020 --> 00:07:07.740]  不會繼續一代一代
[00:07:07.740 --> 00:07:08.860]  無止境地
[00:07:08.860 --> 00:07:11.940]  住在人類裡面
[00:07:11.940 --> 00:07:14.140]  這個字
[00:07:14.140 --> 00:07:16.020]  You're done
[00:07:16.020 --> 00:07:18.140]  可以翻譯為住
[00:07:18.140 --> 00:07:20.500]  中文通常都是這麼翻譯的
[00:07:20.500 --> 00:07:26.740]  那個字根可能就是Dalat
[00:07:26.740 --> 00:07:27.860]  Nunun
[00:07:27.860 --> 00:07:28.900]  DNN
[00:07:28.900 --> 00:07:29.900]  You're done
[00:07:29.900 --> 00:07:31.740]  可能是這樣的字根
[00:07:31.740 --> 00:07:33.580]  我們參考一下Akkadian
[00:07:33.580 --> 00:07:37.740]  也可能有一個字跟這個意思是相似的
[00:07:37.740 --> 00:07:40.140]  DNN
[00:07:40.140 --> 00:07:41.500]  To become strong
[00:07:41.500 --> 00:07:43.740]  就是使之強盛的意思
[00:07:43.740 --> 00:07:44.740]  如果這樣
[00:07:44.740 --> 00:07:46.540]  到了參考的時候
[00:07:46.540 --> 00:07:50.100]  希伯來文參考Akkadian
[00:07:50.100 --> 00:07:51.260]  卡德文
[00:07:51.260 --> 00:07:52.860]  你就可以看到
[00:07:52.860 --> 00:07:58.860]  可能意思就是說我的靈會無限期地維持在人的心裡面
[00:07:58.860 --> 00:08:02.460]  不會繼續持續無止境地
[00:08:02.460 --> 00:08:04.860]  所以開始倒數了
[00:08:04.860 --> 00:08:06.140]  開始countdown的意思
[00:08:06.140 --> 00:08:07.820]  人的生命開始countdown
[00:08:07.820 --> 00:08:11.660]  或者人當時的世代開始countdown的意思
[00:08:11.660 --> 00:08:16.260]  所以那個120年就是跟這個有關的
[00:08:16.260 --> 00:08:19.860]  剛才上面第三節的開頭
[00:08:19.860 --> 00:08:20.860]  我們已經讀了
[00:08:20.860 --> 00:08:22.860]  然後他就解釋了
[00:08:22.860 --> 00:08:24.860]  Bashukam
[00:08:24.860 --> 00:08:26.860]  這個可能是because的意思
[00:08:26.860 --> 00:08:27.860]  或者indeed
[00:08:27.860 --> 00:08:29.860]  因為的意思
[00:08:29.860 --> 00:08:31.860]  因為什麼呢
[00:08:31.860 --> 00:08:33.860]  Huvashah
[00:08:33.860 --> 00:08:35.860]  因為他是flesh
[00:08:35.860 --> 00:08:38.860]  他是肉體肉血
[00:08:38.860 --> 00:08:40.860]  繼續說
[00:08:40.860 --> 00:08:42.860]  Vahayu
[00:08:42.860 --> 00:08:44.860]  It will be
[00:08:44.860 --> 00:08:47.860]  Yaman
[00:08:47.860 --> 00:08:55.860]  他的日子會變成什麼樣子呢
[00:08:55.860 --> 00:08:57.860]  就是120年
[00:08:57.860 --> 00:08:59.860]  Meat
[00:08:59.860 --> 00:09:01.860]  Extreme Shana
[00:09:01.860 --> 00:09:04.860]  Meat就是100
[00:09:04.860 --> 00:09:06.860]  然後加了一個Vah
[00:09:06.860 --> 00:09:08.860]  就是100 and 什麼呢
[00:09:08.860 --> 00:09:09.860]  20
[00:09:09.860 --> 00:09:11.860]  Extreme就是兩個10
[00:09:11.860 --> 00:09:14.860]  然後最後就加一個年
[00:09:14.860 --> 00:09:16.860]  120年
[00:09:16.860 --> 00:09:18.860]  120年是什麼意思呢
[00:09:18.860 --> 00:09:21.860]  可以有兩個的解釋
[00:09:21.860 --> 00:09:25.860]  他的日子還有120年
[00:09:25.860 --> 00:09:28.860]  兩個可能會有的解釋就是
[00:09:28.860 --> 00:09:31.860]  洪水降臨前的時段
[00:09:31.860 --> 00:09:32.860]  就是有120年
[00:09:32.860 --> 00:09:35.860]  或者當時的世代人類的壽數
[00:09:35.860 --> 00:09:37.860]  會定為120年
[00:09:37.860 --> 00:09:39.860]  兩個我想都通的
[00:09:39.860 --> 00:09:42.860]  但是第一個通常解釋的時候
[00:09:42.860 --> 00:09:45.860]  就說羅亞用了120年來建方舟
[00:09:45.860 --> 00:09:47.860]  也不一定
[00:09:47.860 --> 00:09:50.860]  因為聖經沒有這樣的指向
[00:09:50.860 --> 00:09:52.860]  方舟就用了120年
[00:09:52.860 --> 00:09:54.860]  用了多少年都好
[00:09:54.860 --> 00:09:56.860]  如果按照第一個解釋的話
[00:09:56.860 --> 00:09:58.860]  總之就是洪水之前建的
[00:09:58.860 --> 00:10:00.860]  但是這裡說的是120年的
[00:10:00.860 --> 00:10:02.860]  所謂Grace Period
[00:10:02.860 --> 00:10:05.860]  就是上帝被人悔改的恩典時期
[00:10:05.860 --> 00:10:07.860]  到最後洪水來到
[00:10:07.860 --> 00:10:08.860]  人類沒有悔改
[00:10:08.860 --> 00:10:10.860]  為什麼120年呢
[00:10:10.860 --> 00:10:13.860]  一直以來我們都在看近東的背景
[00:10:13.860 --> 00:10:16.860]  你記得我們看過一個阿達哈斯史詩
[00:10:16.860 --> 00:10:19.860]  Traharsis Epic
[00:10:19.860 --> 00:10:22.860]  裡面也用了一些60位數
[00:10:22.860 --> 00:10:24.860]  特別是說到什麼呢
[00:10:24.860 --> 00:10:27.860]  洪水來之前或者災難來之前
[00:10:27.860 --> 00:10:31.860]  譬如第一塊泥板第352行之後
[00:10:31.860 --> 00:10:32.860]  說到什麼呢
[00:10:32.860 --> 00:10:34.860]  人類已經被創造了
[00:10:34.860 --> 00:10:35.860]  之前我們曾經說過了
[00:10:35.860 --> 00:10:36.860]  我們不再說了
[00:10:36.860 --> 00:10:40.860]  就是一個Creation of Mankind的Story
[00:10:40.860 --> 00:10:44.860]  然後說到1200年還沒有過去
[00:10:44.860 --> 00:10:46.860]  Land extends
[00:10:46.860 --> 00:10:50.860]  就是農地或者土地繼續extend
[00:10:50.860 --> 00:10:52.860]  人多了
[00:10:52.860 --> 00:10:54.860]  人的噪音也多了
[00:10:54.860 --> 00:10:55.860]  阻礙著神
[00:10:55.860 --> 00:10:57.860]  妖神清夢
[00:10:57.860 --> 00:10:59.860]  神很生氣
[00:10:59.860 --> 00:11:01.860]  大神Elite
[00:11:01.860 --> 00:11:04.860]  降一個瘟疫下來
[00:11:04.860 --> 00:11:06.860]  就是有疫情
[00:11:06.860 --> 00:11:08.860]  有部分的人死了
[00:11:08.860 --> 00:11:11.860]  所以安睡可以睡覺
[00:11:11.860 --> 00:11:13.860]  人的噪音就沒有了
[00:11:13.860 --> 00:11:17.860]  然後第1塊泥板第416行
[00:11:17.860 --> 00:11:19.860]  過了之後又說了一些故事
[00:11:19.860 --> 00:11:23.860]  然後又說1200年又過去了
[00:11:23.860 --> 00:11:25.860]  然後到第2塊泥板
[00:11:25.860 --> 00:11:27.860]  故事繼續記載的時候
[00:11:27.860 --> 00:11:29.860]  第1、2行
[00:11:29.860 --> 00:11:31.860]  1200年又提到了
[00:11:31.860 --> 00:11:32.860]  還沒有過去
[00:11:32.860 --> 00:11:33.860]  又說人多了
[00:11:33.860 --> 00:11:34.860]  噪音又多了
[00:11:34.860 --> 00:11:35.860]  妖神清夢
[00:11:35.860 --> 00:11:36.860]  然後神又很生氣
[00:11:36.860 --> 00:11:37.860]  又降災
[00:11:37.860 --> 00:11:39.860]  降旱災
[00:11:39.860 --> 00:11:41.860]  然後有一個地方是break了
[00:11:41.860 --> 00:11:44.860]  泥板下面那一部分可能沒有了等等
[00:11:44.860 --> 00:11:46.860]  但是故事大家都猜到了
[00:11:46.860 --> 00:11:47.860]  上下文
[00:11:47.860 --> 00:11:49.860]  就是人類的噪音又多了
[00:11:49.860 --> 00:11:51.860]  然後人multiply
[00:11:51.860 --> 00:11:52.860]  噪音多了
[00:11:52.860 --> 00:11:53.860]  妖神清夢
[00:11:53.860 --> 00:11:56.860]  大神決定降洪水
[00:11:56.860 --> 00:11:58.860]  有一個洪水出來
[00:11:58.860 --> 00:12:02.860]  所以如果你這樣去參考一些近東的背景
[00:12:02.860 --> 00:12:04.860]  就是什麼事情在這裡發生
[00:12:04.860 --> 00:12:08.860]  就是神靈因為人口多了
[00:12:08.860 --> 00:12:11.860]  噪音增加
[00:12:11.860 --> 00:12:13.860]  妖神清夢然後發怒
[00:12:13.860 --> 00:12:15.860]  無緣無故地降災
[00:12:15.860 --> 00:12:16.860]  去毀滅
[00:12:16.860 --> 00:12:19.860]  裡面提到過這樣的時期
[00:12:19.860 --> 00:12:20.860]  降災之前
[00:12:20.860 --> 00:12:22.860]  有1200年
[00:12:22.860 --> 00:12:23.860]  如果你這樣看
[00:12:23.860 --> 00:12:26.860]  創世紀是在呼應
[00:12:26.860 --> 00:12:32.860]  或者是大家在分享同一個傳統
[00:12:32.860 --> 00:12:37.860]  傳統如何述說一些史前史
[00:12:37.860 --> 00:12:40.860]  或者遠古的歷史等等
[00:12:40.860 --> 00:12:41.860]  之前我也提過了
[00:12:41.860 --> 00:12:42.860]  第五章的時候
[00:12:42.860 --> 00:12:44.860]  洪水大家都知道的
[00:12:44.860 --> 00:12:46.860]  但是洪水之前的記載之後的記載
[00:12:46.860 --> 00:12:48.860]  有些地方是相似的
[00:12:48.860 --> 00:12:51.860]  當然也有很多不同的地方
[00:12:51.860 --> 00:12:53.860]  當然用這些連數
[00:12:53.860 --> 00:12:54.860]  有些相似
[00:12:54.860 --> 00:12:57.860]  但是神學是非常不同的
[00:12:57.860 --> 00:13:01.860]  因為創世紀說到上帝是心哀傷
[00:13:01.860 --> 00:13:03.860]  不願意毀滅
[00:13:03.860 --> 00:13:05.860]  願意給恩典
[00:13:05.860 --> 00:13:06.860]  但人不悔改
[00:13:06.860 --> 00:13:09.860]  最後上帝的公義審判就會來到了
[00:13:09.860 --> 00:13:11.860]  跟近東的神論很不同
[00:13:11.860 --> 00:13:17.860]  跟密蘇波特米亞的神學很不同
[00:13:17.860 --> 00:13:19.860]  多神論首先是第一個不同
[00:13:19.860 --> 00:13:21.860]  第二個不同是神的本性
[00:13:21.860 --> 00:13:23.860]  因為那些大神都不知道在做什麼
[00:13:23.860 --> 00:13:25.860]  總之就是睡不著覺
[00:13:25.860 --> 00:13:26.860]  然後就發怒
[00:13:26.860 --> 00:13:29.860]  然後就將這些災禍降給人
[00:13:29.860 --> 00:13:31.860]  也不喜歡人繼續多數
[00:13:31.860 --> 00:13:33.860]  因為人多數的話
[00:13:33.860 --> 00:13:34.860]  人繼續增加的時候
[00:13:34.860 --> 00:13:36.860]  就會增加噪音
[00:13:36.860 --> 00:13:38.860]  所以就會睡不著覺
[00:13:38.860 --> 00:13:42.860]  所以你看到那些神論是有很大的分別
[00:13:42.860 --> 00:13:45.860]  雖然記載一些地方的守法
[00:13:45.860 --> 00:13:47.860]  1200年、120年等等
[00:13:47.860 --> 00:13:50.860]  可能有些是相似的地方
[00:13:50.860 --> 00:13:51.860]  洪水提到
[00:13:51.860 --> 00:13:52.860]  災難提到
[00:13:52.860 --> 00:13:54.860]  神降災等等
[00:13:54.860 --> 00:13:58.860]  但是在裡面的神論是完全不同
[00:13:58.860 --> 00:14:00.860]  為什麼我們要這樣說呢
[00:14:00.860 --> 00:14:02.860]  因為我們說解經的時候
[00:14:02.860 --> 00:14:04.860]  除了要留意上下文之外
[00:14:04.860 --> 00:14:06.860]  一定要留意聖經背後的世界
[00:14:06.860 --> 00:14:09.860]  因為上帝所啟示的真理
[00:14:09.860 --> 00:14:11.860]  是藉著當時的世代
[00:14:11.860 --> 00:14:15.860]  當時的文化背景來啟示出來的
[00:14:15.860 --> 00:14:18.860]  所以他所溝通的一些事蹟
[00:14:18.860 --> 00:14:20.860]  或者做的事情、工作
[00:14:20.860 --> 00:14:27.860]  所以都是跟當時的文化環境
[00:14:27.860 --> 00:14:29.860]  是相似的
[00:14:29.860 --> 00:14:32.860]  但是所要表達、啟示的東西
[00:14:32.860 --> 00:14:34.860]  就是完全不一樣
[00:14:34.860 --> 00:14:35.860]  就是告訴人們
[00:14:35.860 --> 00:14:36.860]  神只有一個
[00:14:36.860 --> 00:14:39.860]  並且祂自己的本性是怎樣
[00:14:39.860 --> 00:14:43.860]  所以120年我們可以這樣去理解
[00:14:43.860 --> 00:14:44.860]  哪一個解釋都好
[00:14:44.860 --> 00:14:47.860]  我們知道為什麼120年不是亂來
[00:14:47.860 --> 00:14:49.860]  因為可能是跟一些
[00:14:49.860 --> 00:14:56.860]  米索不達米亞去記載一些史前史的守法
[00:14:56.860 --> 00:15:01.860]  或者一些的脈絡是有相似的地方
[00:15:01.860 --> 00:15:03.860]  如果你喜歡我們的影片
[00:15:03.860 --> 00:15:06.860]  就記得要讚好、留言和分享吧
[00:15:06.860 --> 00:15:08.860]  (字幕製作:貝爾)

