
[00:00:00.000 --> 00:00:05.080]  今天我們看到創世紀的時候
[00:01:48.660 --> 00:01:50.660]  生活很困難
[00:01:50.660 --> 00:01:52.660]  然後每一位的神
[00:01:52.660 --> 00:01:54.660]  就有苦工要做
[00:01:54.660 --> 00:01:56.660]  有些神明要去挖土去耕種
[00:01:56.660 --> 00:02:00.660]  有些就要去田裡打水
[00:02:00.660 --> 00:02:02.660]  然後做一些灌溉的溪
[00:02:02.660 --> 00:02:04.660]  又要去拔野草
[00:02:04.660 --> 00:02:06.660]  好像他們要耕田一樣
[00:02:06.660 --> 00:02:09.660]  因為這麼辛苦的緣故
[00:02:09.660 --> 00:02:13.660]  這一班低級的眾神
[00:02:13.660 --> 00:02:15.660]  就很不開心
[00:02:15.660 --> 00:02:17.660]  他們就很不愉快
[00:02:17.660 --> 00:02:20.660]  他們聚集在一起
[00:02:20.660 --> 00:02:22.660]  就去討論
[00:02:22.660 --> 00:02:24.660]  怎樣可以減輕他們的工作
[00:02:24.660 --> 00:02:27.660]  所以這一班低等的神
[00:02:27.660 --> 00:02:32.660]  他們就去找那位上面的大神
[00:02:32.660 --> 00:02:34.660]  這個大神是一個很名字的神
[00:02:34.660 --> 00:02:36.660]  叫做恩基
[00:02:36.660 --> 00:02:38.660]  E-N-K-I
[00:02:38.660 --> 00:02:40.660]  恩基
[00:02:40.660 --> 00:02:42.660]  就問他到底怎麼搞
[00:02:42.660 --> 00:02:47.660]  恩基就是陰間大水的神
[00:02:47.660 --> 00:02:49.660]  他在家裡睡覺
[00:02:49.660 --> 00:02:51.660]  就吵醒了他
[00:02:51.660 --> 00:02:53.660]  然後在跟他商談之下
[00:02:53.660 --> 00:02:55.660]  他就建議了
[00:02:55.660 --> 00:02:57.660]  恩基建議
[00:02:57.660 --> 00:02:59.660]  他會做一些活物出來
[00:02:59.660 --> 00:03:03.660]  他們就會代替這些眾神去工作
[00:03:03.660 --> 00:03:05.660]  他們會做苦工
[00:03:05.660 --> 00:03:07.660]  然後他們會耕種
[00:03:07.660 --> 00:03:09.660]  耕作這些田地
[00:03:09.660 --> 00:03:11.660]  於是
[00:03:11.660 --> 00:03:13.660]  這些眾神
[00:03:13.660 --> 00:03:15.660]  都認為這個計劃非常好
[00:03:15.660 --> 00:03:17.660]  這個恩基
[00:03:17.660 --> 00:03:19.660]  就在他的大水之家裡
[00:03:19.660 --> 00:03:21.660]  拿起泥土
[00:03:21.660 --> 00:03:25.660]  就去造出人類
[00:03:25.660 --> 00:03:28.660]  然後他就將這些氣息
[00:03:28.660 --> 00:03:31.660]  吹進這些泥漿裡
[00:03:31.660 --> 00:03:34.660]  就造出了七對人類
[00:03:34.660 --> 00:03:36.660]  使他們成為活物
[00:03:36.660 --> 00:03:39.660]  但是又限制了他們的壽命
[00:03:39.660 --> 00:03:43.660]  只是這些眾神
[00:03:43.660 --> 00:03:45.660]  有所謂永生
[00:03:45.660 --> 00:03:48.660]  人就限制了他們的壽命
[00:03:48.660 --> 00:03:50.660]  於是
[00:03:50.660 --> 00:03:53.660]  這些人類就被當奴隸
[00:03:53.660 --> 00:03:55.660]  做了出來之後
[00:03:55.660 --> 00:03:57.660]  他們就在田間裡工作
[00:03:57.660 --> 00:04:00.660]  上面的眾神
[00:04:00.660 --> 00:04:02.660]  男女
[00:04:02.660 --> 00:04:04.660]  這些眾神
[00:04:04.660 --> 00:04:06.660]  就有東西吃了
[00:04:06.660 --> 00:04:08.660]  就等於一些中國民間信仰裡面
[00:04:08.660 --> 00:04:11.660]  我們去供奉一些神靈
[00:04:11.660 --> 00:04:14.660]  他們就有飽肚
[00:04:14.660 --> 00:04:17.660]  供應他們上面的飲食
[00:04:17.660 --> 00:04:19.660]  人類是做什麼的呢?
[00:04:19.660 --> 00:04:21.660]  人類就是眾神
[00:04:21.660 --> 00:04:23.660]  女神的奴僕
[00:04:23.660 --> 00:04:25.660]  就是做一頓夢的
[00:04:25.660 --> 00:04:27.660]  就是為了他們能夠得食
[00:04:27.660 --> 00:04:29.660]  討好他們
[00:04:29.660 --> 00:04:32.660]  於是人類就要在河流裡打水
[00:04:32.660 --> 00:04:36.660]  然後灌溉一些毫無生氣的土地
[00:04:36.660 --> 00:04:38.660]  在這裡挖土來耕種
[00:04:38.660 --> 00:04:40.660]  人類就很艱辛
[00:04:40.660 --> 00:04:42.660]  來到這裡工作
[00:04:42.660 --> 00:04:45.660]  使地能夠長出一些東西
[00:04:45.660 --> 00:04:47.660]  眾神就很高興
[00:04:47.660 --> 00:04:49.660]  這個故事繼續發展下去
[00:04:49.660 --> 00:04:51.660]  是很長的
[00:04:51.660 --> 00:04:53.660]  就說人類生養眾多
[00:04:53.660 --> 00:04:55.660]  然後噪音就很大
[00:04:55.660 --> 00:04:57.660]  因為人多了
[00:04:57.660 --> 00:04:59.660]  噪音就很大
[00:04:59.660 --> 00:05:01.660]  就擾神清夢
[00:05:01.660 --> 00:05:03.660]  有一個大神就很不高興
[00:05:03.660 --> 00:05:05.660]  經常睡不著覺
[00:05:05.660 --> 00:05:07.660]  因為人類越來越多
[00:05:07.660 --> 00:05:09.660]  就吵著他睡覺
[00:05:09.660 --> 00:05:11.660]  然後他就降一些災禍給你
[00:05:11.660 --> 00:05:13.660]  就殺了一些人
[00:05:13.660 --> 00:05:15.660]  然後又再降災禍
[00:05:15.660 --> 00:05:17.660]  又殺了一些人
[00:05:17.660 --> 00:05:19.660]  最後就有洪水出現
[00:05:19.660 --> 00:05:23.660]  洪水出現的時候
[00:05:23.660 --> 00:05:27.660]  之後我們會說一些洪水的故事
[00:05:27.660 --> 00:05:29.660]  近東的洪水故事
[00:05:29.660 --> 00:05:33.660]  誰知道有個人就被其中一個神通知了
[00:05:33.660 --> 00:05:35.660]  他就做了一艘船
[00:05:35.660 --> 00:05:37.660]  做了一艘船的時候
[00:05:37.660 --> 00:05:39.660]  他就在洪水裡面生還了
[00:05:39.660 --> 00:05:41.660]  就留下了
[00:05:41.660 --> 00:05:43.660]  這個故事我們暫時說到這裡
[00:05:43.660 --> 00:05:47.660]  你就會看到有很多地方
[00:05:47.660 --> 00:05:51.660]  是跟聖經的記載有相似的地方
[00:05:51.660 --> 00:05:53.660]  我們不需要嚇到
[00:05:53.660 --> 00:05:55.660]  有沒有搞錯
[00:05:55.660 --> 00:05:57.660]  聖經是不是抄襲呢
[00:05:57.660 --> 00:05:59.660]  或者有些人會覺得
[00:05:59.660 --> 00:06:05.660]  因為這個緣故所以聖經抄錄了其他古近東的故事
[00:06:05.660 --> 00:06:07.660]  其實不需要這樣想
[00:06:07.660 --> 00:06:09.660]  正如我剛才所說的
[00:06:09.660 --> 00:06:11.660]  我剛才的圖你記得嗎
[00:06:11.660 --> 00:06:15.660]  其實所有這些民族包括以色列人
[00:06:15.660 --> 00:06:19.660]  都是在同一個近東的世界裡面
[00:06:19.660 --> 00:06:25.660]  他們的文化是大家分享的東西
[00:06:25.660 --> 00:06:29.660]  所以沒有抄不抄襲的問題所在
[00:06:29.660 --> 00:06:31.660]  正如我今天所說
[00:06:31.660 --> 00:06:35.660]  譬如我說今天有酒今朝醉
[00:06:35.660 --> 00:06:37.660]  我不知道你知不知道那個典故是什麼
[00:06:37.660 --> 00:06:39.660]  但我們這樣說的時候
[00:06:39.660 --> 00:06:45.660]  我們不是抄襲原本說今天有酒今朝醉的詩人
[00:06:45.660 --> 00:06:47.660]  不是在引述他
[00:06:47.660 --> 00:06:49.660]  而是因為文化裡面
[00:06:49.660 --> 00:06:53.660]  世界裡面已經預設了
[00:06:53.660 --> 00:06:55.660]  一種這樣的人生觀
[00:06:55.660 --> 00:06:57.660]  或者一種這樣的觀念
[00:06:57.660 --> 00:06:59.660]  今天有酒今朝醉的觀念
[00:06:59.660 --> 00:07:01.660]  所以我們說的時候
[00:07:01.660 --> 00:07:05.660]  其實就是在同樣的文化裡面
[00:07:05.660 --> 00:07:07.660]  我們想分享的文化裡面
[00:07:07.660 --> 00:07:09.660]  我們說出一些共同有的觀念
[00:07:09.660 --> 00:07:13.660]  所以不是說我抄襲或是誰抄襲
[00:07:13.660 --> 00:07:15.660]  大家明白我的意思了
[00:07:15.660 --> 00:07:17.660]  因為文化是不會這樣運作的
[00:07:17.660 --> 00:07:21.660]  有很多東西在文化裡面已經根深蒂固的時候
[00:07:21.660 --> 00:07:25.660]  大家在同一個世界裡面去說一些觀念的時候
[00:07:25.660 --> 00:07:29.660]  就不是引述或者抄襲某人
[00:07:29.660 --> 00:07:31.660]  如果你來美國的話
[00:07:31.660 --> 00:07:35.660]  我就會告訴你美國有日光節省的時間
[00:07:35.660 --> 00:07:39.660]  在美國這個社會裡面
[00:07:39.660 --> 00:07:41.660]  因為我們有一個共同的文化
[00:07:41.660 --> 00:07:43.660]  我們一說Daylight Saving
[00:07:43.660 --> 00:07:45.660]  日光節省的時間的時候
[00:07:45.660 --> 00:07:47.660]  大家就明白了
[00:07:47.660 --> 00:07:49.660]  但沒有人說日光節省時間
[00:07:49.660 --> 00:07:51.660]  其實沒有人說這件事
[00:07:51.660 --> 00:07:59.660]  就是去引用第一次有日光節省時間的時候的條文
[00:07:59.660 --> 00:08:05.660]  只不過我們在說我們有一個同樣的文化
[00:08:05.660 --> 00:08:07.660]  所以文化是這樣運作的
[00:08:07.660 --> 00:08:09.660]  不是今天有些人說
[00:08:09.660 --> 00:08:11.660]  哦 這些聖經的故事
[00:08:11.660 --> 00:08:13.660]  好像巴比倫的故事
[00:08:13.660 --> 00:08:15.660]  一定是聖經抄襲之前的
[00:08:15.660 --> 00:08:17.660]  不是抄襲雜文
[00:08:17.660 --> 00:08:23.660]  而是在同一個傳統和文化的背景裡面
[00:08:23.660 --> 00:08:25.660]  有同樣相似的觀念
[00:08:25.660 --> 00:08:27.660]  我們回到這個學者
[00:08:27.660 --> 00:08:29.660]  最後的時候
[00:08:29.660 --> 00:08:31.660]  他就將亞特哈斯史詩
[00:08:31.660 --> 00:08:35.660]  分段
[00:08:35.660 --> 00:08:37.660]  你發現分段的時候
[00:08:37.660 --> 00:08:39.660]  這個學者是誰呢?
[00:08:39.660 --> 00:08:43.660]  浸會神學院的神學家
[00:08:43.660 --> 00:08:47.660]  他就將他分段分成五段
[00:08:47.660 --> 00:08:51.660]  首先你記得那個故事開始的時候說什麼?
[00:08:51.660 --> 00:08:53.660]  就是神創造人
[00:08:53.660 --> 00:08:57.660]  然後有危機出現了
[00:08:57.660 --> 00:08:59.660]  就是妖神清蒙
[00:08:59.660 --> 00:09:01.660]  人生養眾多
[00:09:01.660 --> 00:09:03.660]  於是神明就降溫營
[00:09:03.660 --> 00:09:07.660]  然後有一個恩基獻祭
[00:09:07.660 --> 00:09:09.660]  阻止了
[00:09:09.660 --> 00:09:11.660]  讓人們不會全死
[00:09:11.660 --> 00:09:13.660]  然後到第二個環節
[00:09:13.660 --> 00:09:15.660]  就是另外一個危機
[00:09:15.660 --> 00:09:17.660]  又是生養眾多
[00:09:17.660 --> 00:09:19.660]  然後神明就很不高興
[00:09:19.660 --> 00:09:21.660]  因為妖居清蒙
[00:09:21.660 --> 00:09:23.660]  然後又降一個旱災
[00:09:23.660 --> 00:09:25.660]  然後又再加劇這個旱災
[00:09:25.660 --> 00:09:27.660]  然後這個恩基又獻祭
[00:09:27.660 --> 00:09:29.660]  然後到第三段
[00:09:29.660 --> 00:09:31.660]  就是人類又是生養眾多
[00:09:31.660 --> 00:09:33.660]  又是妖神清蒙
[00:09:33.660 --> 00:09:37.660]  於是那個大神就降大洪水
[00:09:37.660 --> 00:09:39.660]  正如我所說
[00:09:39.660 --> 00:09:41.660]  亞特哈斯就讓恩基獻祭
[00:09:41.660 --> 00:09:43.660]  叫他造一隻
[00:09:43.660 --> 00:09:45.660]  所謂方舟
[00:09:45.660 --> 00:09:47.660]  他就得救
[00:09:47.660 --> 00:09:49.660]  得救之後亞特哈斯生還
[00:09:49.660 --> 00:09:51.660]  他獻祭之後
[00:09:51.660 --> 00:09:55.660]  人類又繼續生養眾多
[00:09:55.660 --> 00:09:59.660]  然後眾神就有一個妥協
[00:09:59.660 --> 00:10:01.660]  就說不要再降災
[00:10:01.660 --> 00:10:03.660]  只不過限制住人口
[00:10:03.660 --> 00:10:05.660]  不要太多
[00:10:05.660 --> 00:10:07.660]  不會吵著我們
[00:10:07.660 --> 00:10:09.660]  不會阻礙我們睡覺
[00:10:09.660 --> 00:10:11.660]  他就將
[00:10:11.660 --> 00:10:13.660]  《創世紀》一至十一章
[00:10:13.660 --> 00:10:17.660]  其實是同一個脈絡
[00:10:17.660 --> 00:10:19.660]  同一個脈絡來講什麼
[00:10:19.660 --> 00:10:21.660]  這些
[00:10:21.660 --> 00:10:23.660]  頭十一章
[00:10:23.660 --> 00:10:25.660]  和亞特哈斯史詩
[00:10:25.660 --> 00:10:27.660]  他的寫作
[00:10:27.660 --> 00:10:29.660]  的
[00:10:29.660 --> 00:10:31.660]  體材
[00:10:31.660 --> 00:10:33.660]  其實都是一樣
[00:10:33.660 --> 00:10:35.660]  有一些起源史
[00:10:35.660 --> 00:10:37.660]  起源史
[00:10:37.660 --> 00:10:39.660]  近東的人想起起源史的時候
[00:10:39.660 --> 00:10:41.660]  就講到神靈創造人類
[00:10:41.660 --> 00:10:43.660]  然後
[00:10:43.660 --> 00:10:45.660]  人類遇見不同的災難
[00:10:45.660 --> 00:10:47.660]  最後就是洪水
[00:10:47.660 --> 00:10:49.660]  洪水之後
[00:10:49.660 --> 00:10:51.660]  生還
[00:10:51.660 --> 00:10:53.660]  這個就叫起源史
[00:10:53.660 --> 00:10:55.660]  他想起起源史的時候
[00:10:55.660 --> 00:10:57.660]  就是這樣寫作
[00:10:57.660 --> 00:10:59.660]  所以為什麼《創世紀》一至十一章
[00:10:59.660 --> 00:11:01.660]  都是按照這樣的脈絡
[00:11:01.660 --> 00:11:03.660]  除了因為歷史性
[00:11:03.660 --> 00:11:05.660]  這樣發生之外
[00:11:05.660 --> 00:11:07.660]  其實就是用近東人
[00:11:07.660 --> 00:11:09.660]  怎樣想起源史
[00:11:09.660 --> 00:11:11.660]  你說很奇怪
[00:11:11.660 --> 00:11:13.660]  當然奇怪
[00:11:13.660 --> 00:11:15.660]  當然奇怪
[00:11:15.660 --> 00:11:17.660]  因為不是我們的觀念
[00:11:17.660 --> 00:11:19.660]  我們的觀念是想什麼
[00:11:19.660 --> 00:11:21.660]  大爆炸
[00:11:21.660 --> 00:11:23.660]  想起
[00:11:23.660 --> 00:11:25.660]  以前大地怎樣移動
[00:11:25.660 --> 00:11:27.660]  等等
[00:11:27.660 --> 00:11:29.660]  這些科學的問題
[00:11:29.660 --> 00:11:31.660]  他們想起的就是
[00:11:31.660 --> 00:11:33.660]  這一種的故事
[00:11:33.660 --> 00:11:35.660]  所以《創世紀》一至十一章
[00:11:35.660 --> 00:11:37.660]  絕對不是驚訝的
[00:11:37.660 --> 00:11:39.660]  如果我們有比對研究
[00:11:39.660 --> 00:11:41.660]  明白當時的人
[00:11:41.660 --> 00:11:43.660]  怎樣寫
[00:11:43.660 --> 00:11:45.660]  所謂的Protohistory
[00:11:45.660 --> 00:11:47.660]  即是由人類起初
[00:11:47.660 --> 00:11:49.660]  那些故事的時候
[00:11:49.660 --> 00:11:51.660]  《創世紀》一至十一章
[00:11:51.660 --> 00:11:53.660]  他的脈絡
[00:11:53.660 --> 00:11:55.660]  其實就是很清楚
[00:11:55.660 --> 00:11:57.660]  結束的時候
[00:11:57.660 --> 00:11:59.660]  我們就看看比對研究
[00:11:59.660 --> 00:12:01.660]  給我們怎樣看得更加清楚
[00:12:01.660 --> 00:12:03.660]  《創世紀》一至十一章
[00:12:03.660 --> 00:12:05.660]  到底想說什麼
[00:12:05.660 --> 00:12:07.660]  比對研究
[00:12:07.660 --> 00:12:09.660]  可以給我們
[00:12:09.660 --> 00:12:11.660]  首先我們看
[00:12:11.660 --> 00:12:13.660]  阿達哈斯
[00:12:13.660 --> 00:12:15.660]  巴比倫的起源史
[00:12:15.660 --> 00:12:17.660]  和《創世紀》一至十一章
[00:12:17.660 --> 00:12:19.660]  所有的故事
[00:12:19.660 --> 00:12:21.660]  經文敘述
[00:12:21.660 --> 00:12:23.660]  你就可以做幾樣
[00:12:23.660 --> 00:12:25.660]  不同方面的比較
[00:12:25.660 --> 00:12:27.660]  有相似的地方
[00:12:27.660 --> 00:12:29.660]  也有差異的地方
[00:12:29.660 --> 00:12:31.660]  相似的地方
[00:12:31.660 --> 00:12:33.660]  或差異的地方
[00:12:33.660 --> 00:12:35.660]  是什麼
[00:12:35.660 --> 00:12:37.660]  我們首先看神學
[00:12:37.660 --> 00:12:39.660]  怎樣看神
[00:12:39.660 --> 00:12:41.660]  神觀
[00:12:41.660 --> 00:12:43.660]  人怎樣看神觀
[00:12:43.660 --> 00:12:45.660]  在巴比倫的文學裡面
[00:12:45.660 --> 00:12:47.660]  剛才我們看的其中一個例子
[00:12:47.660 --> 00:12:49.660]  就是多神
[00:12:49.660 --> 00:12:51.660]  並且這些神
[00:12:51.660 --> 00:12:53.660]  互相作對的時候
[00:12:53.660 --> 00:12:55.660]  你都不知道信哪一個比較好
[00:12:55.660 --> 00:12:57.660]  只不過阿達哈斯
[00:12:57.660 --> 00:12:59.660]  信了那個叫做恩基
[00:12:59.660 --> 00:13:01.660]  那就死不去
[00:13:01.660 --> 00:13:03.660]  神呢
[00:13:03.660 --> 00:13:05.660]  他們想的神明
[00:13:05.660 --> 00:13:07.660]  就是按照人的形象
[00:13:07.660 --> 00:13:09.660]  所做的
[00:13:09.660 --> 00:13:11.660]  所以神會餓
[00:13:11.660 --> 00:13:13.660]  你就要初一十五
[00:13:13.660 --> 00:13:15.660]  給他東西吃
[00:13:15.660 --> 00:13:17.660]  否則他發怒就不行了
[00:13:17.660 --> 00:13:19.660]  最好就哄他開心
[00:13:19.660 --> 00:13:21.660]  他就會祝福你
[00:13:21.660 --> 00:13:23.660]  交易
[00:13:23.660 --> 00:13:25.660]  神呢
[00:13:25.660 --> 00:13:27.660]  這些神明是需要睡覺的
[00:13:27.660 --> 00:13:29.660]  所以吵著他就不好
[00:13:29.660 --> 00:13:31.660]  所以神靈
[00:13:31.660 --> 00:13:33.660]  神觀是按照人的形象
[00:13:33.660 --> 00:13:35.660]  我們需要睡覺
[00:13:35.660 --> 00:13:37.660]  我有小孩
[00:13:37.660 --> 00:13:39.660]  小孩多了他就吵著我睡覺
[00:13:39.660 --> 00:13:41.660]  我會發脾氣
[00:13:41.660 --> 00:13:43.660]  跟我一樣
[00:13:43.660 --> 00:13:45.660]  我會肚餓
[00:13:45.660 --> 00:13:47.660]  所以他們想神的時候
[00:13:47.660 --> 00:13:49.660]  就是用我們人的角度去想
[00:13:49.660 --> 00:13:51.660]  並且
[00:13:51.660 --> 00:13:53.660]  這些神明
[00:13:53.660 --> 00:13:55.660]  就不想人生用這麼多
[00:13:55.660 --> 00:13:57.660]  因為多的時候
[00:13:57.660 --> 00:13:59.660]  增加了
[00:13:59.660 --> 00:14:01.660]  人口就會吵著我睡覺
[00:14:01.660 --> 00:14:03.660]  所以神就很不喜歡
[00:14:03.660 --> 00:14:05.660]  這個就是
[00:14:05.660 --> 00:14:07.660]  巴比倫人的神觀
[00:14:07.660 --> 00:14:11.660]  你比較一下創世紀
[00:14:11.660 --> 00:14:13.660]  說的話截然不同
[00:14:13.660 --> 00:14:15.660]  因為是一神
[00:14:15.660 --> 00:14:17.660]  並且神的旨意很清楚
[00:14:17.660 --> 00:14:19.660]  很一致
[00:14:19.660 --> 00:14:21.660]  不是出而反而
[00:14:21.660 --> 00:14:23.660]  神的本性
[00:14:23.660 --> 00:14:25.660]  是信實
[00:14:25.660 --> 00:14:27.660]  是真理
[00:14:27.660 --> 00:14:29.660]  神也是超越的
[00:14:29.660 --> 00:14:31.660]  所以聖經
[00:14:31.660 --> 00:14:33.660]  創世紀第一章
[00:14:33.660 --> 00:14:35.660]  人是按照神的形象去做的
[00:14:35.660 --> 00:14:37.660]  不是相反的
[00:14:37.660 --> 00:14:39.660]  人似神
[00:14:39.660 --> 00:14:41.660]  但是神不似人
[00:14:41.660 --> 00:14:45.660]  神供應百物給人
[00:14:45.660 --> 00:14:47.660]  你見到第一章
[00:14:47.660 --> 00:14:49.660]  裡面有些形容
[00:14:49.660 --> 00:14:51.660]  神創造大地
[00:14:51.660 --> 00:14:53.660]  給人吃東西
[00:14:53.660 --> 00:14:55.660]  供應人的需要
[00:14:55.660 --> 00:14:57.660]  並且祝福他們
[00:14:57.660 --> 00:14:59.660]  我們要生養眾多
[00:14:59.660 --> 00:15:01.660]  範顯 天本傳遞
[00:15:01.660 --> 00:15:03.660]  與巴比倫人完全是
[00:15:03.660 --> 00:15:05.660]  截然相反
[00:15:05.660 --> 00:15:07.660]  所以用同一個方式
[00:15:07.660 --> 00:15:09.660]  去表達一些很不同的
[00:15:09.660 --> 00:15:11.660]  神學觀念
[00:15:11.660 --> 00:15:13.660]  人類
[00:15:13.660 --> 00:15:15.660]  他的角色 身份
[00:15:15.660 --> 00:15:17.660]  你記不記得
[00:15:17.660 --> 00:15:19.660]  有泥土造 造七對人出來
[00:15:19.660 --> 00:15:21.660]  那七對人
[00:15:21.660 --> 00:15:23.660]  不是科學的
[00:15:23.660 --> 00:15:25.660]  製造過程
[00:15:25.660 --> 00:15:27.660]  而是
[00:15:27.660 --> 00:15:29.660]  身份
[00:15:29.660 --> 00:15:31.660]  人是被造
[00:15:31.660 --> 00:15:33.660]  有什麼身份
[00:15:33.660 --> 00:15:35.660]  人被造是低端的人口
[00:15:35.660 --> 00:15:37.660]  低端的奴隸
[00:15:37.660 --> 00:15:39.660]  他們是做什麼的
[00:15:39.660 --> 00:15:41.660]  他們是服侍神明
[00:15:41.660 --> 00:15:43.660]  獻祭給他
[00:15:43.660 --> 00:15:45.660]  到時候
[00:15:45.660 --> 00:15:47.660]  帶些東西去廟
[00:15:47.660 --> 00:15:49.660]  然後獻祭給他
[00:15:49.660 --> 00:15:51.660]  很清楚有階級高低之分
[00:15:53.660 --> 00:15:55.660]  人類
[00:15:55.660 --> 00:15:57.660]  被造
[00:15:57.660 --> 00:15:59.660]  是沒有什麼計劃的
[00:15:59.660 --> 00:16:01.660]  因為有些眾神
[00:16:01.660 --> 00:16:03.660]  不高興
[00:16:03.660 --> 00:16:05.660]  工作太辛苦
[00:16:05.660 --> 00:16:07.660]  不如做些奴隸出來
[00:16:07.660 --> 00:16:09.660]  讓你不用那麼辛苦
[00:16:09.660 --> 00:16:11.660]  是後來的想法
[00:16:11.660 --> 00:16:13.660]  不是原本想的
[00:16:13.660 --> 00:16:15.660]  一種尊貴的過程
[00:16:15.660 --> 00:16:17.660]  但在聖經裏面
[00:16:17.660 --> 00:16:19.660]  第一二章
[00:16:19.660 --> 00:16:21.660]  有相似的地方
[00:16:21.660 --> 00:16:23.660]  人被造如塵土
[00:16:23.660 --> 00:16:27.660]  但是有君尊的地位
[00:16:27.660 --> 00:16:29.660]  神的形象
[00:16:29.660 --> 00:16:31.660]  人人都是平等的
[00:16:31.660 --> 00:16:33.660]  不是君王在上
[00:16:33.660 --> 00:16:35.660]  才是高位置
[00:16:35.660 --> 00:16:37.660]  高位置
[00:16:37.660 --> 00:16:39.660]  每個人都是平等
[00:16:39.660 --> 00:16:41.660]  說到起源史
[00:16:41.660 --> 00:16:43.660]  有什麼相似的地方
[00:16:43.660 --> 00:16:45.660]  格式脈絡
[00:16:45.660 --> 00:16:47.660]  結構相似
[00:16:47.660 --> 00:16:49.660]  主旨也相似
[00:16:49.660 --> 00:16:51.660]  巴比倫的
[00:16:51.660 --> 00:16:53.660]  這些史前史
[00:16:53.660 --> 00:16:55.660]  起源史
[00:16:55.660 --> 00:16:57.660]  都是想表達什麼人類的身份
[00:16:57.660 --> 00:16:59.660]  價值
[00:16:59.660 --> 00:17:01.660]  地位等等
[00:17:01.660 --> 00:17:03.660]  是世界觀
[00:17:03.660 --> 00:17:05.660]  聖經就去爭辯這種世界觀
[00:17:05.660 --> 00:17:07.660]  就是說聖經說的才是對的
[00:17:07.660 --> 00:17:11.660]  聖經的世界觀才是對的
[00:17:11.660 --> 00:17:13.660]  就是人人是平等的
[00:17:13.660 --> 00:17:15.660]  人被造
[00:17:15.660 --> 00:17:17.660]  有一個尊貴的身份
[00:17:17.660 --> 00:17:19.660]  尊貴的身份
[00:17:19.660 --> 00:17:21.660]  並且
[00:17:21.660 --> 00:17:23.660]  這些起源史很多時候會提到
[00:17:23.660 --> 00:17:25.660]  人類文明的開始發展
[00:17:25.660 --> 00:17:27.660]  建造城市
[00:17:27.660 --> 00:17:29.660]  有農業
[00:17:29.660 --> 00:17:31.660]  畜牧業
[00:17:31.660 --> 00:17:33.660]  或者
[00:17:33.660 --> 00:17:35.660]  一些煉銅
[00:17:35.660 --> 00:17:37.660]  煉鐵
[00:17:37.660 --> 00:17:39.660]  這些工業出現
[00:17:39.660 --> 00:17:41.660]  發明出現
[00:17:41.660 --> 00:17:43.660]  但是每逢
[00:17:43.660 --> 00:17:45.660]  說到這些文明的
[00:17:45.660 --> 00:17:47.660]  發展的時候
[00:17:47.660 --> 00:17:49.660]  都是眾神給人間的東西
[00:17:49.660 --> 00:17:51.660]  就是將這些文明的發展
[00:17:51.660 --> 00:17:53.660]  人類文明的發展
[00:17:53.660 --> 00:17:55.660]  Civilization
[00:17:55.660 --> 00:17:57.660]  捍衛神聖化
