
[00:00:00.000 --> 00:00:07.760]  我們又再來另一個部份,就是講到地理和《釋經》有什麼關係
[00:02:55.200 --> 00:02:59.200]  就是他們的Holy Land
[00:02:59.200 --> 00:03:01.200]  第三個當然是穆斯林
[00:03:01.200 --> 00:03:03.200]  或者伊斯蘭
[00:03:03.200 --> 00:03:05.200]  剛剛我們看到
[00:03:05.200 --> 00:03:07.200]  之前看過一些清真寺
[00:03:07.200 --> 00:03:09.200]  這個是主後之後
[00:03:09.200 --> 00:03:13.200]  伊斯蘭的入侵之後
[00:03:13.200 --> 00:03:15.200]  Islamic Conquest之後
[00:03:15.200 --> 00:03:17.200]  大概主後六百多年
[00:03:17.200 --> 00:03:19.200]  七世紀的時候
[00:03:19.200 --> 00:03:21.200]  侵佔了這個地方
[00:03:21.200 --> 00:03:25.200]  然後有很長的伊斯蘭傳統
[00:03:25.200 --> 00:03:27.200]  所以在這個地方
[00:03:27.200 --> 00:03:29.200]  就會建立了金頂清真寺
[00:03:29.200 --> 00:03:31.200]  或者Al-Aqsa Mosque
[00:03:31.200 --> 00:03:33.200]  其實意思就是說
[00:03:33.200 --> 00:03:35.200]  是最遠的清真寺
[00:03:35.200 --> 00:03:37.200]  因為他們的發源地本身在沙利阿拉伯
[00:03:37.200 --> 00:03:39.200]  在Mecca這個地方
[00:03:39.200 --> 00:03:41.200]  在Medina這個地方
[00:03:41.200 --> 00:03:43.200]  在現在的沙利阿拉伯
[00:03:43.200 --> 00:03:45.200]  在南邊
[00:03:45.200 --> 00:03:49.200]  但是在一些穆罕默德的傳說裡面
[00:03:49.200 --> 00:03:51.200]  可蘭經的傳說裡面
[00:03:51.200 --> 00:03:53.200]  就是穆罕默德在夜間
[00:03:53.200 --> 00:03:55.200]  有一個異象
[00:03:55.200 --> 00:03:57.200]  就是來到最遠的清真寺
[00:03:57.200 --> 00:03:59.200]  拿了經
[00:03:59.200 --> 00:04:01.200]  拿了他們的經典
[00:04:01.200 --> 00:04:03.200]  所以就在這裡叫Al-Aqsa Mosque
[00:04:03.200 --> 00:04:05.200]  就是The Farthest Mosque的意思
[00:04:05.200 --> 00:04:07.200]  就是最遠的清真寺
[00:04:07.200 --> 00:04:09.200]  所以在這裡
[00:04:09.200 --> 00:04:11.200]  就是穆斯林
[00:04:11.200 --> 00:04:13.200]  伊斯蘭認為是一個聖地
[00:04:13.200 --> 00:04:15.200]  所以有很多人就叫聖地
[00:04:15.200 --> 00:04:17.200]  聖地你都要問清楚
[00:04:17.200 --> 00:04:19.200]  對誰來說是一個聖地呢
[00:04:19.200 --> 00:04:21.200]  哪個宗教
[00:04:21.200 --> 00:04:23.200]  第四個
[00:04:23.200 --> 00:04:25.200]  就是Levant
[00:04:25.200 --> 00:04:27.200]  意大利文來的
[00:04:27.200 --> 00:04:29.200]  就是以前那些歐洲人
[00:04:29.200 --> 00:04:31.200]  來探索聖地的時候
[00:04:31.200 --> 00:04:33.200]  探索巴勒斯坦地的時候
[00:04:33.200 --> 00:04:35.200]  探索巴勒斯坦地的時候
[00:04:35.200 --> 00:04:37.200]  他們起了這個名字
[00:04:37.200 --> 00:04:39.200]  叫做Levant
[00:04:39.200 --> 00:04:41.200]  Levant是什麼意思呢
[00:04:41.200 --> 00:04:43.200]  就是Rising的意思
[00:04:43.200 --> 00:04:45.200]  這個名字這個標籤
[00:04:45.200 --> 00:04:47.200]  就有西方的味道
[00:04:47.200 --> 00:04:49.200]  因為什麼叫Rising
[00:04:49.200 --> 00:04:51.200]  什麼叫日出之地
[00:04:51.200 --> 00:04:53.200]  就是從西方
[00:04:53.200 --> 00:04:55.200]  西方就是
[00:04:55.200 --> 00:04:57.200]  歐洲
[00:04:57.200 --> 00:04:59.200]  歐洲的大陸
[00:04:59.200 --> 00:05:01.200]  去看這個
[00:05:01.200 --> 00:05:03.200]  意大利在這裡
[00:05:03.200 --> 00:05:05.200]  然後他們看過來
[00:05:05.200 --> 00:05:07.200]  這個巴勒斯坦地
[00:05:07.200 --> 00:05:09.200]  他們就說
[00:05:09.200 --> 00:05:11.200]  這個是日出之地
[00:05:11.200 --> 00:05:13.200]  東方之地
[00:05:13.200 --> 00:05:15.200]  這裡就很有歐洲的
[00:05:15.200 --> 00:05:17.200]  政治的標籤
[00:05:17.200 --> 00:05:19.200]  政治的標籤
[00:05:19.200 --> 00:05:21.200]  但是更加好的
[00:05:21.200 --> 00:05:23.200]  一個地理的說法
[00:05:23.200 --> 00:05:25.200]  其實就是
[00:05:25.200 --> 00:05:27.200]  叫做中間之地
[00:05:27.200 --> 00:05:29.200]  Land between
[00:05:29.200 --> 00:05:31.200]  這個是最忠誠的
[00:05:31.200 --> 00:05:33.200]  純粹是講地理
[00:05:33.200 --> 00:05:35.200]  就是那個地的
[00:05:35.200 --> 00:05:37.200]  動態
[00:05:37.200 --> 00:05:39.200]  大家之間的關係
[00:05:39.200 --> 00:05:41.200]  為什麼叫做中間之地
[00:05:41.200 --> 00:05:43.200]  或者叫做地橋
[00:05:43.200 --> 00:05:45.200]  因為
[00:05:45.200 --> 00:05:47.200]  很明顯
[00:05:47.200 --> 00:05:49.200]  這個就是當時
[00:05:49.200 --> 00:05:51.200]  古代世界的中間的地方
[00:05:51.200 --> 00:05:53.200]  小亞細亞
[00:05:53.200 --> 00:05:55.200]  歐洲
[00:05:55.200 --> 00:05:57.200]  就是在他的左上角
[00:05:57.200 --> 00:05:59.200]  亞洲
[00:05:59.200 --> 00:06:01.200]  西亞
[00:06:01.200 --> 00:06:03.200]  米索不達米亞
[00:06:03.200 --> 00:06:05.200]  就是在他東邊的地方
[00:06:05.200 --> 00:06:07.200]  在他左下角
[00:06:07.200 --> 00:06:09.200]  就是非洲
[00:06:09.200 --> 00:06:11.200]  這裡看到長長的綠色的就是尼羅河
[00:06:11.200 --> 00:06:13.200]  然後下來下面的平地
[00:06:13.200 --> 00:06:15.200]  就是分散了很多支流的尼羅河
[00:06:15.200 --> 00:06:17.200]  三角洲
[00:06:17.200 --> 00:06:19.200]  所以這個地方
[00:06:19.200 --> 00:06:21.200]  就是這三大洲的
[00:06:21.200 --> 00:06:23.200]  古代世界
[00:06:23.200 --> 00:06:25.200]  三大洲的中間的地方
[00:06:25.200 --> 00:06:27.200]  中心的地方
[00:06:27.200 --> 00:06:29.200]  是一個地橋
[00:06:29.200 --> 00:06:31.200]  因為你要在三大洲
[00:06:31.200 --> 00:06:33.200]  大家彼此通往的時候
[00:06:33.200 --> 00:06:35.200]  就要經這個地方
[00:06:35.200 --> 00:06:37.200]  這個就是叫做
[00:06:37.200 --> 00:06:39.200]  Geography
[00:06:39.200 --> 00:06:41.200]  就是地理
[00:06:41.200 --> 00:06:43.200]  Geographical dynamic
[00:06:43.200 --> 00:06:45.200]  就是地理的動態
[00:06:45.200 --> 00:06:47.200]  是怎樣
[00:06:47.200 --> 00:06:49.200]  這個圖就更加清楚
[00:06:49.200 --> 00:06:51.200]  給你看到
[00:06:51.200 --> 00:06:53.200]  迦南地
[00:06:53.200 --> 00:06:55.200]  舊約裡面叫做迦南地
[00:06:55.200 --> 00:06:57.200]  他就是三大洲
[00:06:57.200 --> 00:06:59.200]  中間的地方
[00:06:59.200 --> 00:07:01.200]  這個綠色的地方
[00:07:01.200 --> 00:07:03.200]  在
[00:07:03.200 --> 00:07:05.200]  1920年代30年代的時候
[00:07:05.200 --> 00:07:07.200]  有一個學者
[00:07:07.200 --> 00:07:09.200]  在芝加哥大學
[00:07:09.200 --> 00:07:11.200]  他研究中東
[00:07:11.200 --> 00:07:13.200]  近東文化歷史
[00:07:13.200 --> 00:07:15.200]  他就提出
[00:07:15.200 --> 00:07:17.200]  就說
[00:07:17.200 --> 00:07:19.200]  這個綠色的地方
[00:07:19.200 --> 00:07:21.200]  就是剛剛夠雨水
[00:07:21.200 --> 00:07:23.200]  能夠耕種
[00:07:23.200 --> 00:07:25.200]  能夠安居的地方
[00:07:25.200 --> 00:07:27.200]  剛剛好是夠水的
[00:07:27.200 --> 00:07:29.200]  因為有河道
[00:07:29.200 --> 00:07:31.200]  因為有雨水
[00:07:31.200 --> 00:07:33.200]  他就說
[00:07:33.200 --> 00:07:35.200]  這個綠色的地方叫做Fertile Crescent
[00:07:35.200 --> 00:07:37.200]  新月沃土
[00:07:37.200 --> 00:07:39.200]  所以由米索不達米亞右邊
[00:07:39.200 --> 00:07:41.200]  米索不達米亞
[00:07:41.200 --> 00:07:43.200]  其實就是
[00:07:43.200 --> 00:07:45.200]  兩河流域的意思
[00:07:45.200 --> 00:07:47.200]  這個是希臘文
[00:07:47.200 --> 00:07:49.200]  就是說兩條河下面
[00:07:49.200 --> 00:07:51.200]  就是底格拉斯河
[00:07:51.200 --> 00:07:53.200]  然後左邊
[00:07:53.200 --> 00:07:55.200]  最盡的這邊就是
[00:07:55.200 --> 00:07:57.200]  埃及
[00:07:57.200 --> 00:07:59.200]  上面就是今天的土耳其
[00:07:59.200 --> 00:08:01.200]  以前就叫做亞納托里亞
[00:08:01.200 --> 00:08:03.200]  或者叫做小亞、細亞
[00:08:03.200 --> 00:08:05.200]  中間就是迦南地
[00:08:05.200 --> 00:08:07.200]  在這個地圖
[00:08:07.200 --> 00:08:09.200]  這一處
[00:08:09.200 --> 00:08:11.200]  你能夠觀察到的就是
[00:08:11.200 --> 00:08:13.200]  在整個的
[00:08:13.200 --> 00:08:15.200]  這個
[00:08:15.200 --> 00:08:17.200]  古代的世界裡面
[00:08:17.200 --> 00:08:19.200]  古代人類最早文明
[00:08:19.200 --> 00:08:21.200]  開始的地方
[00:08:21.200 --> 00:08:23.200]  在米索不達米亞
[00:08:23.200 --> 00:08:25.200]  在整塊新月沃土
[00:08:25.200 --> 00:08:27.200]  的整個世界裡面
[00:08:27.200 --> 00:08:29.200]  最好的地方
[00:08:29.200 --> 00:08:31.200]  都是在兩個的盡頭
[00:08:31.200 --> 00:08:33.200]  第一個就是
[00:08:33.200 --> 00:08:35.200]  米索不達米亞
[00:08:35.200 --> 00:08:37.200]  因為長久都有清水
[00:08:37.200 --> 00:08:39.200]  有河水能夠耕種
[00:08:39.200 --> 00:08:41.200]  在左邊更加
[00:08:41.200 --> 00:08:43.200]  就是埃及
[00:08:43.200 --> 00:08:45.200]  有利羅河
[00:08:45.200 --> 00:08:47.200]  三角洲
[00:08:47.200 --> 00:08:49.200]  你今天
[00:08:49.200 --> 00:08:51.200]  去利羅河看
[00:08:51.200 --> 00:08:53.200]  在衛星圖片
[00:08:53.200 --> 00:08:55.200]  你都能看到
[00:08:55.200 --> 00:08:57.200]  是幾個肥肉的地方
[00:08:57.200 --> 00:08:59.200]  全部都是綠色
[00:08:59.200 --> 00:09:01.200]  你見到利羅河的支流
[00:09:01.200 --> 00:09:03.200]  旁邊是什麼
[00:09:03.200 --> 00:09:05.200]  其實全部都是農田
[00:09:05.200 --> 00:09:07.200]  全部都是農田
[00:09:07.200 --> 00:09:09.200]  平平的農田
[00:09:09.200 --> 00:09:11.200]  所以是一個
[00:09:11.200 --> 00:09:13.200]  很值得耕種
[00:09:13.200 --> 00:09:15.200]  很適合安居的地方
[00:09:15.200 --> 00:09:17.200]  米索不達米亞
[00:09:17.200 --> 00:09:19.200]  吾爾哈蘭等等
[00:09:19.200 --> 00:09:21.200]  巴比倫都是一樣
[00:09:21.200 --> 00:09:23.200]  有大的河流
[00:09:23.200 --> 00:09:25.200]  米索不達米亞
[00:09:25.200 --> 00:09:27.200]  和埃及
[00:09:27.200 --> 00:09:29.200]  都是有的
[00:09:29.200 --> 00:09:31.200]  唯獨是沒有的
[00:09:31.200 --> 00:09:33.200]  就是加南地
[00:09:33.200 --> 00:09:35.200]  我們繼續講下去
[00:09:35.200 --> 00:09:37.200]  地理的情況
[00:09:37.200 --> 00:09:39.200]  就是沒有大的河流
[00:09:39.200 --> 00:09:41.200]  最大的那條是什麼
[00:09:41.200 --> 00:09:43.200]  約旦河是怎樣來的
[00:09:43.200 --> 00:09:45.200]  就是由旦這個地方
[00:09:45.200 --> 00:09:47.200]  上面就是黑門山
[00:09:47.200 --> 00:09:49.200]  黑門山就是
[00:09:49.200 --> 00:09:53.200]  長久有積雪的
[00:09:53.200 --> 00:09:55.200]  因為很高
[00:09:55.200 --> 00:09:57.200]  所以在黑門山
[00:09:57.200 --> 00:09:59.200]  這個地方
[00:09:59.200 --> 00:10:01.200]  Mount Hermon
[00:10:01.200 --> 00:10:03.200]  水就會
[00:10:03.200 --> 00:10:05.200]  溶了流下來
[00:10:05.200 --> 00:10:07.200]  然後流經旦
[00:10:07.200 --> 00:10:09.200]  這裡有水泉
[00:10:09.200 --> 00:10:11.200]  然後流下去
[00:10:11.200 --> 00:10:13.200]  加里里海、加里里湖
[00:10:13.200 --> 00:10:15.200]  清水的
[00:10:15.200 --> 00:10:17.200]  但希伯來文是沒有分別的
[00:10:17.200 --> 00:10:19.200]  海和湖是一樣的
[00:10:19.200 --> 00:10:21.200]  所以是加里里海、加里里湖
[00:10:21.200 --> 00:10:23.200]  加里里湖南面再出來
[00:10:23.200 --> 00:10:25.200]  就是約旦河
[00:10:25.200 --> 00:10:27.200]  一條很幼的線
[00:10:27.200 --> 00:10:29.200]  一直流經峽谷
[00:10:29.200 --> 00:10:31.200]  一直流下去
[00:10:31.200 --> 00:10:33.200]  就是死海
[00:10:33.200 --> 00:10:35.200]  所以在
[00:10:35.200 --> 00:10:37.200]  加南地
[00:10:37.200 --> 00:10:39.200]  最大的河就是約旦河
[00:10:39.200 --> 00:10:41.200]  所以在加南地生存的話
[00:10:41.200 --> 00:10:43.200]  沒有大河給你
[00:10:43.200 --> 00:10:45.200]  你只能靠
[00:10:45.200 --> 00:10:47.200]  雨季的時候
[00:10:47.200 --> 00:10:49.200]  冬季的時候有雨水
[00:10:49.200 --> 00:10:51.200]  吹過來的時候
[00:10:51.200 --> 00:10:53.200]  就灑雨水在地上
[00:10:53.200 --> 00:10:55.200]  以致你能夠在這裡耕種
[00:10:55.200 --> 00:10:57.200]  所以這個地方
[00:10:57.200 --> 00:10:59.200]  就是一個
[00:10:59.200 --> 00:11:01.200]  世界的中心
[00:11:01.200 --> 00:11:03.200]  所以這個地方
[00:11:03.200 --> 00:11:05.200]  就是一個世界的中心
[00:11:05.200 --> 00:11:07.200]  加南地
[00:11:07.200 --> 00:11:09.200]  是世界的中心
[00:11:09.200 --> 00:11:11.200]  有什麼
[00:11:11.200 --> 00:11:13.200]  你明白了地理的
[00:11:13.200 --> 00:11:15.200]  開放的時候
[00:11:15.200 --> 00:11:17.200]  你就可以明白聖經裡面所說的
[00:11:17.200 --> 00:11:19.200]  到底神做了什麼
[00:11:19.200 --> 00:11:21.200]  我經常和初信的人
[00:11:21.200 --> 00:11:23.200]  他們不是很明晰的背景的人
[00:11:23.200 --> 00:11:25.200]  就會和他們解釋
[00:11:25.200 --> 00:11:27.200]  為什麼會在耶路撒冷開始
[00:11:27.200 --> 00:11:29.200]  耶穌會在耶路撒冷成就救人
[00:11:29.200 --> 00:11:31.200]  原因就是
[00:11:31.200 --> 00:11:33.200]  世界的中心就是
[00:11:33.200 --> 00:11:35.200]  這個地方
[00:11:35.200 --> 00:11:37.200]  聯絡所有
[00:11:37.200 --> 00:11:39.200]  大的
[00:11:39.200 --> 00:11:41.200]  綠洲
[00:11:41.200 --> 00:11:43.200]  都是在
[00:11:43.200 --> 00:11:45.200]  三個大的大陸
[00:11:45.200 --> 00:11:47.200]  非洲、歐洲、亞洲
[00:11:47.200 --> 00:11:49.200]  都是藉著
[00:11:49.200 --> 00:11:51.200]  加南地來聯絡
[00:11:51.200 --> 00:11:53.200]  這是世界的中心
[00:11:53.200 --> 00:11:55.200]  世界的中心

