
[00:00:00.000 --> 00:00:04.840]  Sawick Gorge就是其中一個中央山區
[00:02:40.560 --> 00:02:43.560]  就是種這些葡萄藤
[00:02:43.560 --> 00:02:46.560]  所以這個名字很適合這個地方
[00:02:46.560 --> 00:02:48.560]  改名就是因為這個地方
[00:02:48.560 --> 00:02:51.560]  很多時候種這些葡萄園
[00:02:51.560 --> 00:02:55.560]  等下我們會看多一點葡萄園的相片
[00:02:55.560 --> 00:02:57.560]  所以在梳理谷
[00:02:57.560 --> 00:02:58.560]  你會看到有梯田
[00:02:58.560 --> 00:03:00.560]  有果樹
[00:03:00.560 --> 00:03:03.560]  你會看到這些梯田是怎樣造成的
[00:03:03.560 --> 00:03:05.560]  需要花很多人工
[00:03:05.560 --> 00:03:09.560]  將本來是一個自然的山谷
[00:03:09.560 --> 00:03:13.560]  然後就挖了一級一級
[00:03:13.560 --> 00:03:15.560]  然後剩下的石頭
[00:03:15.560 --> 00:03:17.560]  就不扔掉那些石頭
[00:03:17.560 --> 00:03:22.560]  那些石頭就放在每一個梯田的邊邊
[00:03:22.560 --> 00:03:24.560]  然後放在那裡
[00:03:24.560 --> 00:03:27.560]  就能夠將這些泥土保留
[00:03:27.560 --> 00:03:31.560]  因為由高處沖下來的泥土
[00:03:31.560 --> 00:03:33.560]  這些很重要的肥沃的泥土
[00:03:33.560 --> 00:03:39.560]  就會承載在這些梯田上面
[00:03:39.560 --> 00:03:41.560]  所以你看到一級兩級
[00:03:41.560 --> 00:03:42.560]  一級兩級
[00:03:42.560 --> 00:03:43.560]  三級四級五級
[00:03:43.560 --> 00:03:44.560]  一直上去
[00:03:44.560 --> 00:03:50.560]  所以花很多人工才能夠造到這些梯田
[00:03:50.560 --> 00:03:52.560]  要好幾年的時間
[00:03:52.560 --> 00:03:54.560]  不久之前在那撒勒這個地方
[00:03:54.560 --> 00:03:56.560]  那撒勒
[00:03:56.560 --> 00:03:58.560]  那撒勒當然不是中央山區
[00:03:58.560 --> 00:04:00.560]  但也是一個山地的地方
[00:04:00.560 --> 00:04:02.560]  在加利利的山地
[00:04:02.560 --> 00:04:04.560]  那撒勒
[00:04:04.560 --> 00:04:07.560]  在這裡
[00:04:07.560 --> 00:04:09.560]  就是耶穌長大的地方
[00:04:09.560 --> 00:04:12.560]  你放大的時候
[00:04:12.560 --> 00:04:14.560]  這個就是一個山區的地方
[00:04:14.560 --> 00:04:18.560]  剛剛在山脊的後面
[00:04:18.560 --> 00:04:21.560]  就是一個小鎮耶路撒
[00:04:21.560 --> 00:04:25.560]  那麼多年都沒有變過
[00:04:25.560 --> 00:04:28.560]  都是一個在一些大的公路
[00:04:28.560 --> 00:04:30.560]  外面的地方
[00:04:30.560 --> 00:04:32.560]  一個支流的地方
[00:04:32.560 --> 00:04:34.560]  所以是一個小的小市鎮
[00:04:34.560 --> 00:04:37.560]  我記得曾經說過
[00:04:37.560 --> 00:04:39.560]  這個Villamares
[00:04:39.560 --> 00:04:43.560]  就是這條黃色線
[00:04:43.560 --> 00:04:46.560]  就是由大馬士革
[00:04:46.560 --> 00:04:51.560]  一直下來到加利利海的北邊
[00:04:51.560 --> 00:04:53.560]  然後經過哪個地方
[00:04:53.560 --> 00:04:54.560]  在海邊
[00:04:54.560 --> 00:04:56.560]  耶穌傳到的地方
[00:04:56.560 --> 00:04:58.560]  就是Capernaum
[00:04:58.560 --> 00:05:00.560]  這個加帛隆
[00:05:00.560 --> 00:05:03.560]  然後加帛隆繞道過來
[00:05:03.560 --> 00:05:05.560]  繞過來
[00:05:05.560 --> 00:05:09.560]  因為這裡有些山谷比較進修一點
[00:05:09.560 --> 00:05:11.560]  比較崎嶇一點
[00:05:11.560 --> 00:05:14.560]  所以那條國際的商路
[00:05:14.560 --> 00:05:17.560]  就會繞過這個山崗
[00:05:17.560 --> 00:05:19.560]  然後走過來這邊
[00:05:19.560 --> 00:05:22.560]  一直向沿海加密山這個地方進發
[00:05:22.560 --> 00:05:24.560]  然後穿過加密山
[00:05:24.560 --> 00:05:27.560]  就到了沿海平原
[00:05:27.560 --> 00:05:29.560]  一直下去下面就是埃及
[00:05:29.560 --> 00:05:31.560]  這個那撒勒
[00:05:31.560 --> 00:05:37.560]  就是在這個大的公路的旁邊
[00:05:37.560 --> 00:05:39.560]  所以是一個小鎮
[00:05:39.560 --> 00:05:41.560]  在那撒勒好幾年前
[00:05:41.560 --> 00:05:43.560]  去到做法國的時候
[00:05:43.560 --> 00:05:47.560]  有一個地方現在叫做那撒勒村
[00:05:47.560 --> 00:05:49.560]  Nazareth Village
[00:05:49.560 --> 00:05:53.560]  是一個基督教的事工的地方
[00:05:53.560 --> 00:05:55.560]  他們買了這個地方
[00:05:55.560 --> 00:05:57.560]  然後做了一些法國的工作
[00:05:57.560 --> 00:06:04.560]  找到一些舊約時期有的梯田
[00:06:04.560 --> 00:06:08.560]  這裡就是他們那撒勒村莊
[00:06:08.560 --> 00:06:10.560]  還沒成立的時候
[00:06:10.560 --> 00:06:13.560]  開始想去那撒勒村莊
[00:06:13.560 --> 00:06:14.560]  是做什麼的呢?
[00:06:14.560 --> 00:06:16.560]  是一個很好的事工
[00:06:16.560 --> 00:06:19.560]  是一班事工
[00:06:19.560 --> 00:06:25.560]  他們將那撒勒山邊的地葉
[00:06:25.560 --> 00:06:37.560]  重建成第一世紀的村莊
[00:06:37.560 --> 00:06:39.560]  將它重建出來
[00:06:39.560 --> 00:06:42.560]  遊人可以去那撒勒村莊
[00:06:42.560 --> 00:06:43.560]  可以參觀一下
[00:06:43.560 --> 00:06:45.560]  然後可以知道
[00:06:45.560 --> 00:06:51.560]  到底第一世紀的田園是怎樣運作
[00:06:51.560 --> 00:06:57.560]  所以是一個很有意思的工作
[00:06:57.560 --> 00:06:59.560]  今天還在那裡
[00:06:59.560 --> 00:07:03.560]  所以他們剛開始去開墾這個土地的時候
[00:07:03.560 --> 00:07:05.560]  開發的時候
[00:07:05.560 --> 00:07:09.560]  他們就找到一些舊約時期的梯田
[00:07:09.560 --> 00:07:10.560]  看到嗎?
[00:07:10.560 --> 00:07:15.560]  這裡有一支梁度的尺
[00:07:15.560 --> 00:07:17.560]  考古學家經常都會動在那裡
[00:07:17.560 --> 00:07:20.560]  一格就等於多少半米
[00:07:20.560 --> 00:07:21.560]  有時候是一米
[00:07:21.560 --> 00:07:23.560]  就知道這裡有多高
[00:07:23.560 --> 00:07:25.560]  他們發掘的時候
[00:07:25.560 --> 00:07:28.560]  就看到有些石頭放在一起
[00:07:28.560 --> 00:07:31.560]  這些很明顯就是人工留下來的
[00:07:31.560 --> 00:07:33.560]  上面也是
[00:07:33.560 --> 00:07:38.560]  所以他們就在這裡發掘
[00:07:38.560 --> 00:07:41.560]  了解那時候的梯田是怎樣做的
[00:07:41.560 --> 00:07:46.560]  將這些實物找回來的時候
[00:07:46.560 --> 00:07:49.560]  重構的時候就更加清楚
[00:07:49.560 --> 00:07:51.560]  到底是怎樣去做梯田
[00:07:51.560 --> 00:07:52.560]  你看到這個山坡
[00:07:52.560 --> 00:07:54.560]  由上到下
[00:07:54.560 --> 00:07:56.560]  有幾級的梯田
[00:07:56.560 --> 00:07:58.560]  如果將它重構的時候
[00:07:58.560 --> 00:08:00.560]  就會是這樣
[00:08:00.560 --> 00:08:03.560]  剛才梳理局看的梯田都是一樣
[00:08:03.560 --> 00:08:06.560]  本身就是一個斜坡
[00:08:06.560 --> 00:08:10.560]  然後農夫就在斜坡那裡
[00:08:10.560 --> 00:08:12.560]  挖出了
[00:08:12.560 --> 00:08:14.560]  作出這些硬的石頭
[00:08:14.560 --> 00:08:17.560]  然後將這些石頭保留
[00:08:17.560 --> 00:08:19.560]  所以第一步是怎樣做
[00:08:19.560 --> 00:08:21.560]  首先在床岩
[00:08:21.560 --> 00:08:22.560]  Back Rock那裡
[00:08:22.560 --> 00:08:26.560]  斜坡那裡就挖起這些石頭
[00:08:26.560 --> 00:08:29.560]  用鐵鎚慢慢挖起
[00:08:29.560 --> 00:08:31.560]  然後就形成台階
[00:08:31.560 --> 00:08:33.560]  一個樓梯
[00:08:33.560 --> 00:08:35.560]  然後挖出來的石頭
[00:08:35.560 --> 00:08:36.560]  正如我所說的
[00:08:36.560 --> 00:08:37.560]  是不會扔掉的
[00:08:37.560 --> 00:08:43.560]  大的石頭就特別放在樓梯邊那裡
[00:08:43.560 --> 00:08:45.560]  以致泥土
[00:08:45.560 --> 00:08:47.560]  侵蝕了的泥土
[00:08:47.560 --> 00:08:48.560]  風化了沖下來的泥土
[00:08:48.560 --> 00:08:50.560]  這些都是肥肉的泥土
[00:08:50.560 --> 00:08:53.560]  它就會盛載了
[00:08:53.560 --> 00:08:54.560]  一代又一代
[00:08:54.560 --> 00:08:55.560]  一年又一年
[00:08:55.560 --> 00:09:00.560]  盛載了這些很好的土壤
[00:09:00.560 --> 00:09:02.560]  所以第一就是先挖了這些樓梯
[00:09:02.560 --> 00:09:05.560]  第二就是將這些石頭推起來
[00:09:05.560 --> 00:09:07.560]  做一個護土牆出來
[00:09:07.560 --> 00:09:09.560]  一個擋土牆出來
[00:09:09.560 --> 00:09:11.560]  然後保存了這些泥土
[00:09:11.560 --> 00:09:15.560]  第三就是在梯田上面可以種植
[00:09:15.560 --> 00:09:19.560]  種一些果樹或者葡萄園等等
[00:09:19.560 --> 00:09:25.560]  所以格式或者形狀就是這樣
[00:09:25.560 --> 00:09:29.560]  我們看回這個拿撒克村莊
[00:09:29.560 --> 00:09:33.560]  在這些梯田附近
[00:09:33.560 --> 00:09:36.560]  就找到這些走柵欄
[00:09:36.560 --> 00:09:38.560]  什麼叫做走柵欄呢
[00:09:38.560 --> 00:09:43.560]  上面你看到的是一些葡萄園
[00:09:43.560 --> 00:09:46.560]  葡萄園就是葡萄的枝
[00:09:46.560 --> 00:09:51.560]  需要一些棚來依靠
[00:09:51.560 --> 00:09:53.560]  它們就長在這些棚裡
[00:09:53.560 --> 00:09:57.560]  每逢年底的時候
[00:09:57.560 --> 00:10:00.560]  他們要去收割這些葡萄
[00:10:00.560 --> 00:10:05.560]  將這些葡萄一抽一抽放在走柵欄的上面
[00:10:05.560 --> 00:10:11.560]  你看到這裡挖出了一個正方形的走柵欄
[00:10:11.560 --> 00:10:16.560]  然後他們放了這些葡萄在這裡的時候
[00:10:16.560 --> 00:10:19.560]  旁邊有個洞
[00:10:19.560 --> 00:10:21.560]  有時候會搭一些棚
[00:10:21.560 --> 00:10:22.560]  讓人可以拉著
[00:10:22.560 --> 00:10:25.560]  然後他們就會用腳
[00:10:25.560 --> 00:10:27.560]  是赤腳的
[00:10:27.560 --> 00:10:29.560]  來踩這些葡萄
[00:10:29.560 --> 00:10:33.560]  以致這些葡萄就能夠變成葡萄汁
[00:10:33.560 --> 00:10:37.560]  為什麼要赤腳呢
[00:10:37.560 --> 00:10:40.560]  因為他們不會穿鞋子
[00:10:40.560 --> 00:10:42.560]  草鞋也不會穿
[00:10:42.560 --> 00:10:47.560]  因為葡萄的核是苦的
[00:10:47.560 --> 00:10:49.560]  所以踩的時候
[00:10:49.560 --> 00:10:54.560]  將葡萄的果實變成果汁的時候
[00:10:54.560 --> 00:10:57.560]  就不能踩爛那些種子
[00:10:57.560 --> 00:11:00.560]  所以每個人都要赤腳
[00:11:00.560 --> 00:11:02.560]  所以幾個人就赤腳在這裡踩
[00:11:02.560 --> 00:11:04.560]  踩了之後就變成果汁
[00:11:04.560 --> 00:11:09.560]  在這裡你看到有一個小的坑
[00:11:09.560 --> 00:11:11.560]  這些葡萄被踩過之後
[00:11:11.560 --> 00:11:15.560]  這些果汁就會從坑裡滴到這個地方
[00:11:15.560 --> 00:11:18.560]  這裡就是裝起這些葡萄汁
[00:11:18.560 --> 00:11:22.560]  他們就會裝在啞瓶裡面
[00:11:22.560 --> 00:11:24.560]  或者裝在啞罐裡面
[00:11:24.560 --> 00:11:27.560]  然後裝起這些葡萄汁
[00:11:27.560 --> 00:11:31.560]  就會變成將它再發酵
[00:11:31.560 --> 00:11:33.560]  很多時候就會變成葡萄酒
[00:11:33.560 --> 00:11:35.560]  在這裡更近的地方
[00:11:35.560 --> 00:11:37.560]  你將葡萄放在這裡
[00:11:37.560 --> 00:11:39.560]  踩了之後

