
[00:00:00.000 --> 00:00:12.400]  我都同Irene同樣感覺
[00:01:16.700 --> 00:01:18.700]  Shopping一切都方便啲
[00:01:18.700 --> 00:01:20.700]  點解會搬出嚟呢
[00:01:20.700 --> 00:01:24.700]  係因為當初我嚟到成域呢度侍奉嘅時候呢
[00:01:24.700 --> 00:01:27.700]  我覺得北景都係好格式
[00:01:27.700 --> 00:01:29.700]  每一次呢我都要揸
[00:01:29.700 --> 00:01:32.700]  七八個字車返返屋企
[00:01:32.700 --> 00:01:35.700]  咁所以我自己已經缺咗心呢
[00:01:35.700 --> 00:01:37.700]  就係我同Patrick都缺心就係
[00:01:37.700 --> 00:01:39.700]  我一轉睇成會係full time嘅時候呢
[00:01:39.700 --> 00:01:41.700]  我哋就會搬出嚟住㗎啦
[00:01:41.700 --> 00:01:43.700]  目的只係有一個
[00:01:43.700 --> 00:01:46.700]  就好似螢幕呢度所講嘅
[00:01:46.700 --> 00:01:47.700]  就係
[00:01:47.700 --> 00:01:49.700]  好講
[00:01:49.700 --> 00:01:51.700]  就係一個字
[00:01:51.700 --> 00:01:52.700]  Connect
[00:01:52.700 --> 00:01:56.700]  我希望同大家有更多嘅密切聯繫
[00:01:56.700 --> 00:01:58.700]  呢個係我哋搬出嚟嘅盼望
[00:01:58.700 --> 00:02:00.700]  希望大家多啲機會近啲
[00:02:00.700 --> 00:02:02.700]  一齊食飯 傾計 祈禱
[00:02:02.700 --> 00:02:05.700]  無論係個人腳或者係一班人嘅
[00:02:05.700 --> 00:02:09.700]  多啲聚 係多啲認識 多啲關懷支持嘅
[00:02:09.700 --> 00:02:11.700]  我當然啦 人好有限制 我只係得一個
[00:02:11.700 --> 00:02:14.700]  所以呢 如果要同大家密切聯繫呢
[00:02:14.700 --> 00:02:15.700]  都係要時間嘅
[00:02:15.700 --> 00:02:17.700]  所以如果係短期做唔到
[00:02:17.700 --> 00:02:19.700]  請大家都睇啦
[00:02:19.700 --> 00:02:20.700]  講咗出嚟呢
[00:02:20.700 --> 00:02:22.700]  搬屋係聖經裡面
[00:02:22.700 --> 00:02:24.700]  時時
[00:02:24.700 --> 00:02:25.700]  我哋做到嘅
[00:02:25.700 --> 00:02:27.700]  有時係出於一啲呼召
[00:02:27.700 --> 00:02:29.700]  有時係一啲特別嘅原因
[00:02:29.700 --> 00:02:32.700]  就好似阿伯拉罕離開吾爾
[00:02:32.700 --> 00:02:34.700]  去到一個佢唔知嘅地方
[00:02:34.700 --> 00:02:36.700]  呢個係神秘嘅呼召
[00:02:36.700 --> 00:02:39.700]  又好似猶太人 猶太人佢哋
[00:02:39.700 --> 00:02:44.700]  因為饑荒從猶大搬到去埃及
[00:02:44.700 --> 00:02:46.700]  跟住又峰迴路轉嘅命運
[00:02:46.700 --> 00:02:48.700]  呢個係特別嘅原因
[00:02:48.700 --> 00:02:50.700]  就講我哋坐喺度嘅
[00:02:50.700 --> 00:02:52.700]  大部分都係移民
[00:02:52.700 --> 00:02:54.700]  我哋其實都係搬屋
[00:02:54.700 --> 00:02:56.700]  不過搬得遠啲
[00:02:56.700 --> 00:02:59.700]  七千幾里由香港或者中國搬到嚟呢度
[00:02:59.700 --> 00:03:02.700]  但係最遠嘅其實都唔係我哋
[00:03:02.700 --> 00:03:05.700]  最遠嘅係我哋嘅神
[00:03:05.700 --> 00:03:08.700]  諗吓佢由天搬到嚟地
[00:03:08.700 --> 00:03:11.700]  佢嘅目的是咩呢
[00:03:11.700 --> 00:03:13.700]  又係呢一個字
[00:03:13.700 --> 00:03:15.700]  就係想同我哋
[00:03:15.700 --> 00:03:19.700]  connect 密切聯繫
[00:03:19.700 --> 00:03:21.700]  所以今朝喺呢度
[00:03:21.700 --> 00:03:24.700]  我哋想同佢去睇兩個神
[00:03:24.700 --> 00:03:28.700]  佢要主動嚟connect我哋嘅故事
[00:03:28.700 --> 00:03:30.700]  不過講呢個故事之前
[00:03:30.700 --> 00:03:32.700]  想同大家講一個序言
[00:03:32.700 --> 00:03:34.700]  講一個序幕
[00:03:34.700 --> 00:03:37.700]  呢個序幕就係話說有一日
[00:03:37.700 --> 00:03:40.700]  神創造天地
[00:03:40.700 --> 00:03:43.700]  當時並唔係陽光捧照天下氣徵
[00:03:43.700 --> 00:03:46.700]  因為當時都冇太陽
[00:03:46.700 --> 00:03:49.700]  但係按《聖經》所記載
[00:03:49.700 --> 00:03:51.700]  當時空虛混沌
[00:03:51.700 --> 00:03:53.700]  淵源黑暗
[00:03:53.700 --> 00:03:56.700]  講真就係邪惡勢力嘅存在
[00:03:56.700 --> 00:03:59.700]  當時係完全失控嘅局面
[00:03:59.700 --> 00:04:01.700]  就喺呢個時候
[00:04:01.700 --> 00:04:03.700]  神一靈同呢啲黑暗
[00:04:03.700 --> 00:04:05.700]  邪惡嘅勢力搏鬥
[00:04:05.700 --> 00:04:09.700]  如果我哋今日用3D或者4K
[00:04:09.700 --> 00:04:12.700]  嚟睇呢啲片影真係精彩絕倫
[00:04:12.700 --> 00:04:14.700]  但係我哋冇得睇
[00:04:14.700 --> 00:04:16.700]  因為我哋都未存在
[00:04:16.700 --> 00:04:19.700]  而神就係咁樣制服咗呢個
[00:04:19.700 --> 00:04:22.700]  熱水同埋黑暗象徵嘅邪惡世界
[00:04:22.700 --> 00:04:24.700]  唔單止係咁
[00:04:24.700 --> 00:04:26.700]  佢要創造呢個天地
[00:04:26.700 --> 00:04:28.700]  帶嚟一個新嘅結局
[00:04:28.700 --> 00:04:30.700]  所以我哋都好熟悉
[00:04:30.700 --> 00:04:32.700]  在世界一個記載話
[00:04:32.700 --> 00:04:34.700]  神喺六日裏面
[00:04:34.700 --> 00:04:36.700]  佢做光 做天 做地
[00:04:36.700 --> 00:04:38.700]  同埋做喺上面一切嘅嘢
[00:04:38.700 --> 00:04:40.700]  每一樣都係獨特美好
[00:04:40.700 --> 00:04:42.700]  每一樣神都話
[00:04:42.700 --> 00:04:44.700]  係佢眼看你係好嘅
[00:04:44.700 --> 00:04:46.700]  而神做最後嘅一樣
[00:04:46.700 --> 00:04:48.700]  可以講係最獨特
[00:04:48.700 --> 00:04:51.700]  就係你做咗人
[00:04:51.700 --> 00:04:55.700]  而且係按住佢嘅形象去做人
[00:04:55.700 --> 00:04:58.700]  而且係讓呢啲人
[00:04:58.700 --> 00:05:01.700]  同佢一齊住喺呢片園裏面
[00:05:01.700 --> 00:05:04.700]  而且俾佢地管理一切嘅組織
[00:05:04.700 --> 00:05:07.700]  但係我哋唔明
[00:05:07.700 --> 00:05:12.700]  點解神唔徹底消滅邪惡嘅勢力呢?
[00:05:12.700 --> 00:05:15.700]  因為仲有條蛇走出嚟睇光陣
[00:05:15.700 --> 00:05:18.700]  呢個蛇係代表咗邪惡嘅魔鬼
[00:05:18.700 --> 00:05:20.700]  現現嘅存在喺度
[00:05:20.700 --> 00:05:23.700]  而佢心中裏面最忌嘅一樣係乜呢?
[00:05:23.700 --> 00:05:24.700]  就係嗰啲
[00:05:24.700 --> 00:05:26.700]  佢唔驚獅子
[00:05:26.700 --> 00:05:27.700]  唔驚牛
[00:05:27.700 --> 00:05:28.700]  唔驚大象
[00:05:28.700 --> 00:05:29.700]  唔驚鱷魚
[00:05:29.700 --> 00:05:30.700]  唔驚恐龍
[00:05:30.700 --> 00:05:33.700]  佢驚嘅就係人
[00:05:33.700 --> 00:05:34.700]  佢驚人
[00:05:34.700 --> 00:05:38.700]  因為人係按住神嘅形象做嘅
[00:05:38.700 --> 00:05:41.700]  所以奸險嘅蛇
[00:05:41.700 --> 00:05:43.700]  邪惡嘅勢力
[00:05:43.700 --> 00:05:45.700]  佢要忍有刑
[00:05:45.700 --> 00:05:47.700]  背叛神
[00:05:47.700 --> 00:05:51.700]  呢個故事我哋到轉頭都識到
[00:05:51.700 --> 00:05:53.700]  我哋知道好不幸
[00:05:53.700 --> 00:05:55.700]  俾蛇忍咗之下
[00:05:55.700 --> 00:05:57.700]  我哋人類嘅始祖亞當夏娃
[00:05:57.700 --> 00:06:00.700]  真係墮落咗佢嘅行徑裏面
[00:06:00.700 --> 00:06:02.700]  佢哋背叛咗神嘅命運
[00:06:02.700 --> 00:06:06.700]  雖然我哋明明知道係魔鬼靠害
[00:06:06.700 --> 00:06:08.700]  但係人唔可以話
[00:06:08.700 --> 00:06:11.700]  我係忌犯罪嘅
[00:06:11.700 --> 00:06:15.700]  因為係佢哋自己決定背叛神嘅
[00:06:15.700 --> 00:06:17.700]  而佢哋咁樣嘅背叛
[00:06:17.700 --> 00:06:18.700]  成熟嘅經驗
[00:06:18.700 --> 00:06:20.700]  好可怕
[00:06:20.700 --> 00:06:23.700]  咁點解關我哋事呢
[00:06:23.700 --> 00:06:26.700]  羅馬書呢句說話講得好清楚
[00:06:26.700 --> 00:06:27.700]  佢話
[00:06:27.700 --> 00:06:31.700]  這就如罪是從一人入咗世界
[00:06:31.700 --> 00:06:34.700]  死又係從罪而嚟嘅
[00:06:34.700 --> 00:06:37.700]  於是死就淋到罪人
[00:06:37.700 --> 00:06:40.700]  因為眾人都犯咗罪
[00:06:40.700 --> 00:06:43.700]  因為亞當夏娃犯罪
[00:06:43.700 --> 00:06:46.700]  於是我哋整個人類都有罪
[00:06:46.700 --> 00:06:48.700]  而事實上呢種罪
[00:06:48.700 --> 00:06:50.700]  唔係講下下嘅
[00:06:50.700 --> 00:06:52.700]  你同我都體會得到
[00:06:52.700 --> 00:06:53.700]  你想唔想都好
[00:06:53.700 --> 00:06:56.700]  我哋心內就有呢啲邪惡嘅罪孽喺度
[00:06:56.700 --> 00:06:58.700]  而且我哋心內唔使惡
[00:06:58.700 --> 00:07:02.700]  就會識得做好多罪嘅事
[00:07:02.700 --> 00:07:05.700]  呢一樣嘢係好急到會搞
[00:07:05.700 --> 00:07:08.700]  你同我都體會到
[00:07:08.700 --> 00:07:10.700]  因罪而帶嚟嘅
[00:07:10.700 --> 00:07:12.700]  撐脫敗壞破碎
[00:07:12.700 --> 00:07:14.700]  最後係死亡
[00:07:14.700 --> 00:07:17.700]  呢啲命運係你同我都揮之不去
[00:07:17.700 --> 00:07:19.700]  想我都唔得嘅
[00:07:19.700 --> 00:07:21.700]  不過喺呢度
[00:07:21.700 --> 00:07:24.700]  我哋要稍為回答一下
[00:07:24.700 --> 00:07:26.700]  就係喺呢段年度
[00:07:26.700 --> 00:07:29.700]  雖然神好似好無情咁宣佈
[00:07:29.700 --> 00:07:31.700]  因為你哋犯咗罪
[00:07:31.700 --> 00:07:33.700]  你哋要受到好大嘅懲罰
[00:07:33.700 --> 00:07:35.700]  但係喺同時
[00:07:35.700 --> 00:07:37.700]  佢好有情咁樣
[00:07:37.700 --> 00:07:38.700]  答應咗一樣嘢
[00:07:38.700 --> 00:07:40.700]  呢一樣嘢係唔少
[00:07:40.700 --> 00:07:42.700]  一啲都唔少
[00:07:42.700 --> 00:07:44.700]  就係佢答應將來
[00:07:44.700 --> 00:07:47.700]  係會徹底消滅邪惡
[00:07:47.700 --> 00:07:50.700]  將人救回
[00:07:50.700 --> 00:07:52.700]  而靠嘅
[00:07:52.700 --> 00:07:54.700]  係一個女人嘅後裔
[00:07:54.700 --> 00:07:56.700]  係一個人
[00:07:56.700 --> 00:07:58.700]  只不過
[00:07:58.700 --> 00:08:01.700]  神好講呢件事幾時發生
[00:08:01.700 --> 00:08:03.700]  又只不過
[00:08:03.700 --> 00:08:06.700]  當神宣佈咗呢種懲罰之後
[00:08:06.700 --> 00:08:10.700]  佢將阿當夏娃趕絕咗出伊甸園
[00:08:10.700 --> 00:08:12.700]  冇得返屋企
[00:08:12.700 --> 00:08:15.700]  似乎人同神係完全隔絕咗
[00:08:15.700 --> 00:08:17.700]  似乎係咁
[00:08:17.700 --> 00:08:19.700]  好長嘅序幕
[00:08:19.700 --> 00:08:21.700]  我即刻講咩
[00:08:21.700 --> 00:08:23.700]  我話今日好想同大家講
[00:08:23.700 --> 00:08:25.700]  神搬到嚟呢個世界
[00:08:25.700 --> 00:08:29.700]  佢點樣要同人去connect
[00:08:29.700 --> 00:08:33.700]  我想同大家講神同人connect嘅兩個故事
[00:08:33.700 --> 00:08:35.700]  首先就係第一個
[00:08:35.700 --> 00:08:40.700]  神嘅connect
[00:08:40.700 --> 00:08:42.700]  係從一個民族開始
[00:08:42.700 --> 00:08:44.700]  而呢個民族我哋都好熟悉
[00:08:44.700 --> 00:08:46.700]  係猶太民族
[00:08:46.700 --> 00:08:48.700]  呢個民族後來
[00:08:48.700 --> 00:08:50.700]  神更加為佢哋國家改咗個名
[00:08:50.700 --> 00:08:52.700]  叫做以色列
[00:08:52.700 --> 00:08:54.700]  而神向佢哋曉喻自己嘅名
[00:08:54.700 --> 00:08:56.700]  係耶和華
[00:08:56.700 --> 00:08:57.700]  獨一嘅真神
[00:08:57.700 --> 00:08:59.700]  創天造地嘅耶和華
[00:08:59.700 --> 00:09:01.700]  我哋都知道
[00:09:01.700 --> 00:09:03.700]  但係你未必知道一樣嘢
[00:09:03.700 --> 00:09:06.700]  就係原來京拜耶和華
[00:09:06.700 --> 00:09:09.700]  唔係由猶太民族開始
[00:09:09.700 --> 00:09:12.700]  近年嘅考古學發現
[00:09:12.700 --> 00:09:13.700]  對耶和華嘅京拜
[00:09:13.700 --> 00:09:16.700]  係始於嘉南南面
[00:09:16.700 --> 00:09:18.700]  嗰一啲嘅猶無民族
[00:09:18.700 --> 00:09:20.700]  所以喺《舊約聖經》裏面
[00:09:20.700 --> 00:09:23.700]  我哋都讀到呢啲內容
[00:09:23.700 --> 00:09:25.700]  我講下
[00:09:25.700 --> 00:09:27.700]  哈巴谷書裏面
[00:09:27.700 --> 00:09:29.700]  神從提曼遙
[00:09:29.700 --> 00:09:32.700]  呢個就係嘉南嘅南面
[00:09:32.700 --> 00:09:34.700]  跟住
[00:09:34.700 --> 00:09:36.700]  我哋見到
[00:09:36.700 --> 00:09:38.700]  耶和華
[00:09:38.700 --> 00:09:42.700]  你從西耳出來
[00:09:42.700 --> 00:09:44.700]  呢啲都係南面嘅地方
[00:09:44.700 --> 00:09:48.700]  原來神早已喺南面被京拜
[00:09:48.700 --> 00:09:50.700]  而喺舊年考古學裏面
[00:09:50.700 --> 00:09:51.700]  更加發現
[00:09:51.700 --> 00:09:53.700]  呢啲嘉南南面猶無民族
[00:09:53.700 --> 00:09:55.700]  佢哋最叻係咩呢?
[00:09:55.700 --> 00:09:57.700]  就係打金
[00:09:57.700 --> 00:10:01.700]  燒銅燒鐵係佢哋最本事嘅地方
[00:10:01.700 --> 00:10:03.700]  所以佢哋當時好鍾意
[00:10:03.700 --> 00:10:05.700]  京拜一個咩嘅神呢?
[00:10:05.700 --> 00:10:07.700]  就係叫烈火嘅神
[00:10:07.700 --> 00:10:09.700]  而呢個烈火神嘅形象
[00:10:09.700 --> 00:10:11.700]  就正正設立喺《聖經》裏面
[00:10:11.700 --> 00:10:13.700]  所形容嘅神
[00:10:13.700 --> 00:10:14.700]  好似龍光咁
[00:10:14.700 --> 00:10:17.700]  閃電、烈火、雲柱、火柱
[00:10:17.700 --> 00:10:19.700]  呢啲我哋都睇過喺《舊約聖經》裏面
[00:10:19.700 --> 00:10:21.700]  形容我哋嘅神
[00:10:21.700 --> 00:10:24.700]  係嘉南南面猶無民族
[00:10:24.700 --> 00:10:26.700]  早已京拜呢一位
[00:10:26.700 --> 00:10:29.700]  同以色列人一齊京拜嘅神
[00:10:29.700 --> 00:10:32.700]  只不過呢一啲南面嘅民族
[00:10:32.700 --> 00:10:34.700]  佢哋唔單止係京拜耶和華
[00:10:34.700 --> 00:10:37.700]  佢哋係京拜埋好多好多其他嘅神明
[00:10:37.700 --> 00:10:42.700]  咁你諗呢件事講明咩嘢呢?
[00:10:42.700 --> 00:10:44.700]  講明嘅就係
[00:10:44.700 --> 00:10:49.700]  雖然耶和華喺列邦嗰度已經被人京拜
[00:10:49.700 --> 00:10:51.700]  但係喺佢嘅心裏面
[00:10:51.700 --> 00:10:55.700]  一直有一個好想救人嘅
[00:10:55.700 --> 00:10:59.700]  救人出嚟追嘅營份
[00:10:59.700 --> 00:11:00.700]  嘅一個策略
[00:11:00.700 --> 00:11:04.700]  就係佢會接觸一個民族
[00:11:04.700 --> 00:11:08.700]  從佢哋中間興起救世主
[00:11:08.700 --> 00:11:10.700]  講哂一句就係
[00:11:10.700 --> 00:11:13.700]  神係好serious about佢嘅拯救
[00:11:13.700 --> 00:11:15.700]  佢唔係講呀
[00:11:15.700 --> 00:11:17.700]  然後我哋又讀到
[00:11:17.700 --> 00:11:21.700]  神點樣向猶太嘅一位族長阿伯拉罕顯現
[00:11:21.700 --> 00:11:22.700]  話畀佢聽
[00:11:22.700 --> 00:11:24.700]  你要將你全族
[00:11:24.700 --> 00:11:27.700]  由吾以大一個你都唔知咩嘅地方
[00:11:27.700 --> 00:11:29.700]  你跟住我去行就得啦
[00:11:29.700 --> 00:11:31.700]  我承諾話畀你聽
[00:11:31.700 --> 00:11:33.700]  人類嘅救世主
[00:11:33.700 --> 00:11:36.700]  會喺你呢一族出生
[00:11:36.700 --> 00:11:37.700]  我承諾你哋
[00:11:37.700 --> 00:11:41.700]  萬國必因你嘅後裔得福
[00:11:41.700 --> 00:11:42.700]  我承諾話畀你聽
[00:11:42.700 --> 00:11:43.700]  你哋會得福
[00:11:43.700 --> 00:11:45.700]  萬國亦都會
[00:11:45.700 --> 00:11:47.700]  萬族亦都會因你哋得福
[00:11:47.700 --> 00:11:49.700]  而你睇我哋見到
[00:11:49.700 --> 00:11:51.700]  神點樣去接觸呢個民族呢
[00:11:51.700 --> 00:11:53.700]  佢不斷向佢哋顯現
[00:11:53.700 --> 00:11:55.700]  同呢一個民族
[00:11:55.700 --> 00:11:56.700]  佢哋嘅人生
[00:11:56.700 --> 00:11:59.700]  同佢哋經歷高高低低
[00:11:59.700 --> 00:12:01.700]  請容我同你再分享一個
[00:12:01.700 --> 00:12:03.700]  好有意思嘅詞語
[00:12:03.700 --> 00:12:05.700]  喺《釋經》冇出現過
[00:12:05.700 --> 00:12:08.700]  但係卻係時時嘅係發生嘅
[00:12:08.700 --> 00:12:10.700]  Shikain Glory
[00:12:10.700 --> 00:12:12.700]  Shikain係一個希伯來字
[00:12:12.700 --> 00:12:15.700]  意思係高高在上嘅神
[00:12:15.700 --> 00:12:17.700]  向人顯現
[00:12:17.700 --> 00:12:19.700]  向人藉住塵世嘅物件
[00:12:19.700 --> 00:12:21.700]  向人顯現
[00:12:21.700 --> 00:12:26.700]  神剛成為塵世嘅人或者物
[00:12:26.700 --> 00:12:28.700]  向人顯現
[00:12:28.700 --> 00:12:31.700]  呢個就叫做Shikain Glory
[00:12:31.700 --> 00:12:32.700]  咩意思呢就係
[00:12:32.700 --> 00:12:34.700]  我哋睇到喺《教育聖經》裏面
[00:12:34.700 --> 00:12:36.700]  神揀選咗呢個民族
[00:12:36.700 --> 00:12:37.700]  猶太民族之後
[00:12:37.700 --> 00:12:40.700]  佢就不斷嘅向佢哋顯現
[00:12:40.700 --> 00:12:42.700]  幫我等下
[00:12:42.700 --> 00:12:49.700]  佢化成咗為人
[00:12:49.700 --> 00:12:51.700]  同阿巴拉罕對話
[00:12:51.700 --> 00:12:53.700]  呢個我哋都好熟悉
[00:12:53.700 --> 00:12:56.700]  神化成荊棘裏面嘅火焰
[00:12:56.700 --> 00:12:58.700]  同人同摩西講說話
[00:12:58.700 --> 00:13:00.700]  神成為運柱火柱
[00:13:00.700 --> 00:13:02.700]  帶領以色列人出埃及
[00:13:02.700 --> 00:13:05.700]  神喺會幕嗰度一路同佢同在
[00:13:05.700 --> 00:13:06.700]  神喺沙瀨山上面
[00:13:06.700 --> 00:13:08.700]  運中降臨
[00:13:08.700 --> 00:13:10.700]  神親臨
[00:13:10.700 --> 00:13:12.700]  所羅門王所見嘅聖殿
[00:13:12.700 --> 00:13:14.700]  神同人納約
[00:13:14.700 --> 00:13:15.700]  呢一切都係話
[00:13:15.700 --> 00:13:16.700]  個屋在上嘅神
[00:13:16.700 --> 00:13:18.700]  佢竟然嚟到呢個世界
[00:13:18.700 --> 00:13:20.700]  佢用人間可以接觸嘅嘢
[00:13:20.700 --> 00:13:22.700]  去向人顯現
[00:13:22.700 --> 00:13:23.700]  話畀佢聽
[00:13:23.700 --> 00:13:25.700]  我與你同在
[00:13:25.700 --> 00:13:27.700]  呢個就係第一
[00:13:27.700 --> 00:13:29.700]  我今日要同大家講佢嘅故事
[00:13:29.700 --> 00:13:30.700]  第一個就係
[00:13:30.700 --> 00:13:32.700]  神要connect一個民族
[00:13:32.700 --> 00:13:36.700]  作為佢拯救呢個世界嘅開始
[00:13:36.700 --> 00:13:38.700]  只不過係呢一個民族
[00:13:38.700 --> 00:13:40.700]  身份就好特別
[00:13:40.700 --> 00:13:42.700]  但係佢哋嘅性格就冇乜特別
[00:13:42.700 --> 00:13:43.700]  同你我都一樣
[00:13:43.700 --> 00:13:45.700]  佢哋喺罪裡面
[00:13:45.700 --> 00:13:49.700]  佢哋死死夾夾敬拜其他國家嘅神明
[00:13:49.700 --> 00:13:52.700]  佢哋唔忠於呢一位創天造地
[00:13:52.700 --> 00:13:53.700]  帶領佢哋
[00:13:53.700 --> 00:13:54.700]  一路帶領佢哋
[00:13:54.700 --> 00:13:56.700]  呼召佢哋嘅神
[00:13:56.700 --> 00:13:57.700]  嘅耶和華
[00:13:57.700 --> 00:13:59.700]  而且佢哋唔單止一代係咁
[00:13:59.700 --> 00:14:01.700]  差唔多代去代都係咁
[00:14:01.700 --> 00:14:03.700]  最後佢哋過份到一個地方
[00:14:03.700 --> 00:14:05.700]  激怒到神
[00:14:05.700 --> 00:14:07.700]  神話我要離開佢哋
[00:14:07.700 --> 00:14:09.700]  我要離開聖殿
[00:14:09.700 --> 00:14:10.700]  睇呢一齣黎
[00:14:10.700 --> 00:14:12.700]  神係要做一個決定就係
[00:14:12.700 --> 00:14:14.700]  我要同你哋disconnect
[00:14:14.700 --> 00:14:19.700]  神同人disconnect
[00:14:19.700 --> 00:14:21.700]  總結以上
[00:14:21.700 --> 00:14:22.700]  我講嘅係
[00:14:22.700 --> 00:14:25.700]  神雖然揀咗呢一個民族
[00:14:25.700 --> 00:14:27.700]  想藉住佢哋
[00:14:27.700 --> 00:14:29.700]  去拯救世人
[00:14:29.700 --> 00:14:33.700]  神藉住好多繁盛嘅人與物
[00:14:33.700 --> 00:14:35.700]  嚟到向呢一個民族顯現
[00:14:35.700 --> 00:14:37.700]  嚟到實現佢嘅拯救
[00:14:37.700 --> 00:14:40.700]  可惜呢一班民族係好低死
[00:14:40.700 --> 00:14:42.700]  佢哋不忠於耶和華
[00:14:42.700 --> 00:14:44.700]  對佢哋嘅愛
[00:14:44.700 --> 00:14:47.700]  佢哋激怒到神要離開佢哋嘅聖殿
[00:14:47.700 --> 00:14:51.700]  神好似同佢哋disconnect
[00:14:51.700 --> 00:14:53.700]  但係微妙嘅就係
[00:14:53.700 --> 00:14:57.700]  喺幾百年之後
[00:14:57.700 --> 00:15:00.700]  當冇人諗到嘅時候
[00:15:00.700 --> 00:15:05.700]  神又對於呢一班離棄佢嘅選民
[00:15:05.700 --> 00:15:07.700]  做咗一件不可思議嘅嘢
[00:15:07.700 --> 00:15:09.700]  就俾佢哋睇到
[00:15:09.700 --> 00:15:13.700]  神原來從來冇同佢哋disconnect過
[00:15:13.700 --> 00:15:14.700]  相反
[00:15:14.700 --> 00:15:16.700]  而家神仲要行多一步
[00:15:16.700 --> 00:15:18.700]  嚟到去connect你哋
[00:15:18.700 --> 00:15:20.700]  雖然係你嘅罪
[00:15:20.700 --> 00:15:23.700]  你都封鎖我唔可以幫你哋
[00:15:23.700 --> 00:15:25.700]  但係我做一樣嘢
[00:15:25.700 --> 00:15:28.700]  就係去到我哋講嘅第二個故事
[00:15:29.700 --> 00:15:31.700]  神又connect
[00:15:31.700 --> 00:15:34.700]  由一個翻牆開始
[00:15:34.700 --> 00:15:37.700]  翻牆熟悉電腦嘅人
[00:15:37.700 --> 00:15:40.700]  呢度大把熟悉電腦嘅人多
[00:15:40.700 --> 00:15:42.700]  我扮專家講幾句
[00:15:42.700 --> 00:15:43.700]  翻牆嘅意思係
[00:15:43.700 --> 00:15:46.700]  電腦裏面有好多時候有啲叫火牆
[00:15:46.700 --> 00:15:48.700]  呢個火牆firewall
[00:15:48.700 --> 00:15:50.700]  為咗呢啲program
[00:15:50.700 --> 00:15:55.700]  避免你畀一啲病毒入咗你嘅電腦
[00:15:55.700 --> 00:15:57.700]  呢個係一樣
[00:15:57.700 --> 00:15:59.700]  又或者係有啲極權嘅政府
[00:15:59.700 --> 00:16:02.700]  佢係要用一啲火牆
[00:16:02.700 --> 00:16:05.700]  係防止市民嘅人民
[00:16:05.700 --> 00:16:08.700]  唔可以去到國外嘅一啲網站
[00:16:08.700 --> 00:16:10.700]  封鎖佢哋嘅資訊
[00:16:10.700 --> 00:16:11.700]  就係咁
[00:16:11.700 --> 00:16:13.700]  呢啲係火牆
[00:16:13.700 --> 00:16:15.700]  只不過係有一啲電腦嘅高手
[00:16:15.700 --> 00:16:17.700]  佢寫咗一啲program
[00:16:17.700 --> 00:16:20.700]  使人能夠突破咗呢一種嘅網絡嘅封鎖
[00:16:20.700 --> 00:16:23.700]  去到嗰啲去唔到嘅網站
[00:16:23.700 --> 00:16:25.700]  可以翻過火牆
[00:16:25.700 --> 00:16:27.700]  呢個叫翻牆
[00:16:27.700 --> 00:16:29.700]  點解我講呢啲嘢呢
[00:16:29.700 --> 00:16:31.700]  因為呢個係一個好好嘅比喻
[00:16:31.700 --> 00:16:34.700]  雖然神曾經主動connect人
[00:16:34.700 --> 00:16:36.700]  但係人因為罪性
