
[00:00:00.000 --> 00:00:04.540]  這個約翰福音第三章16節剛才看了
[00:02:13.360 --> 00:02:16.520]  而是因為神居然愛很壞的世人
[00:02:16.520 --> 00:02:21.400]  所以如果我們真是誠實的去面對我們自己的話
[00:02:21.400 --> 00:02:22.880]  我們必須要同意
[00:02:22.880 --> 00:02:25.480]  聖經裡面對我們的描述
[00:02:25.480 --> 00:02:26.480]  聖經裡面告訴我們
[00:02:26.480 --> 00:02:29.760]  我們是一些不可愛的人
[00:02:29.760 --> 00:02:34.240]  我們可以假裝自己比其他人好一點
[00:02:34.240 --> 00:02:36.600]  是不是 我可能假裝我比你好一點
[00:02:36.600 --> 00:02:38.960]  或者你會假裝你比我好一點
[00:02:38.960 --> 00:02:40.120]  但實際上
[00:02:40.120 --> 00:02:41.520]  我們世界裡面每一個人
[00:02:41.520 --> 00:02:43.320]  我們其實都是
[00:02:43.320 --> 00:02:46.440]  搞不定的我們
[00:02:46.440 --> 00:02:48.160]  如果我們誠實的面對自己
[00:02:48.160 --> 00:02:50.400]  就必須同意聖經的描述
[00:02:50.400 --> 00:02:52.200]  我們其實是不可愛的人
[00:02:52.200 --> 00:02:55.160]  我們常常假裝自己比實際更好
[00:02:55.160 --> 00:02:57.520]  但其實我們世界是一團糟的
[00:02:57.520 --> 00:02:59.600]  我們的內心也是一團糟
[00:02:59.600 --> 00:03:01.480]  所以如果你找一找你內心
[00:03:01.480 --> 00:03:03.840]  找一找你最近你自己內心的心處
[00:03:03.840 --> 00:03:06.040]  你可能都知道這個就是事實
[00:03:06.040 --> 00:03:08.440]  神愛一幫很壞的世人
[00:03:08.440 --> 00:03:09.800]  不可愛的世人
[00:03:09.800 --> 00:03:14.160]  這個是我們內心可以去贊同的
[00:03:14.160 --> 00:03:15.760]  聖經告訴我們
[00:03:15.760 --> 00:03:19.520]  我們是愛黑暗勝過愛光明
[00:03:19.520 --> 00:03:21.440]  因為我們想隱藏我們自己
[00:03:21.440 --> 00:03:23.040]  隱藏我們最黑暗的一面
[00:03:23.040 --> 00:03:24.360]  隱藏我們的罪惡
[00:03:24.360 --> 00:03:27.000]  為自己的自私 為自己的惡行
[00:03:27.000 --> 00:03:28.800]  我們會找藉口的
[00:03:28.800 --> 00:03:30.080]  而且在內心深處
[00:03:30.080 --> 00:03:32.400]  我們其實都知道這是真的
[00:03:32.400 --> 00:03:33.640]  我們並不是好人
[00:03:33.640 --> 00:03:35.560]  我們是很壞的世人
[00:03:35.560 --> 00:03:36.480]  聖經告訴我們
[00:03:36.480 --> 00:03:38.240]  我們愛黑暗勝於光明
[00:03:38.240 --> 00:03:39.720]  我們隱藏罪惡
[00:03:39.720 --> 00:03:41.720]  為自己的自私找藉口
[00:03:41.720 --> 00:03:43.640]  所以你和我想像一下
[00:03:43.640 --> 00:03:45.080]  你如果看到一些東西
[00:03:45.080 --> 00:03:47.800]  是又骯髒又不可愛的時候
[00:03:47.800 --> 00:03:49.520]  你通常的反應會是怎樣的呢
[00:03:49.520 --> 00:03:52.440]  你會不會是想靠近它
[00:03:52.440 --> 00:03:54.320]  還是你想離開它呢
[00:03:54.320 --> 00:03:56.160]  當事情變得又髒又亂的時候
[00:03:56.160 --> 00:03:58.000]  人們通常會怎麼做呢
[00:03:58.000 --> 00:04:00.760]  是想靠近它還是想避開它呢
[00:04:00.760 --> 00:04:04.440]  我們教會裡面有很多的小孩
[00:04:04.440 --> 00:04:05.520]  BB仔的
[00:04:05.520 --> 00:04:07.040]  那些BB仔可不可愛
[00:04:07.040 --> 00:04:09.040]  我們在教會裡面會有一些嬰兒
[00:04:09.040 --> 00:04:10.400]  你覺得嬰兒可愛嗎
[00:04:10.400 --> 00:04:11.800]  可不可愛
[00:04:11.800 --> 00:04:13.640]  可愛 你夠膽不說不可愛
[00:04:13.640 --> 00:04:16.200]  你也不敢說他不可愛了
[00:04:16.200 --> 00:04:17.320]  我記得有一天
[00:04:17.360 --> 00:04:19.720]  我們教會崇拜完之後
[00:04:19.720 --> 00:04:22.640]  大家就圍著某一個小孩
[00:04:22.640 --> 00:04:23.960]  不說是誰
[00:04:23.960 --> 00:04:24.920]  圍著那個小孩
[00:04:24.920 --> 00:04:26.360]  大家就抱他
[00:04:26.360 --> 00:04:27.640]  然後哄他開心
[00:04:27.640 --> 00:04:28.520]  和他玩
[00:04:28.520 --> 00:04:31.200]  然後撩他笑等等
[00:04:31.200 --> 00:04:32.680]  我記得有一天在崇拜之後
[00:04:32.680 --> 00:04:33.880]  大家圍著一個嬰兒
[00:04:33.880 --> 00:04:35.560]  我也不會說是誰的嬰兒
[00:04:35.560 --> 00:04:36.960]  大家鬥他 跟他玩
[00:04:36.960 --> 00:04:38.160]  有人抱他
[00:04:38.160 --> 00:04:39.320]  然後突然之間
[00:04:39.320 --> 00:04:39.920]  你可以想像
[00:04:39.920 --> 00:04:42.880]  突然之間有一股很奇怪的味道
[00:04:42.880 --> 00:04:44.760]  就出來了
[00:04:44.760 --> 00:04:46.800]  附近的人都感受到
[00:04:46.800 --> 00:04:50.640]  有些惡臭出現了
[00:04:50.640 --> 00:04:52.160]  當然就是那個嬰兒
[00:04:52.160 --> 00:04:53.920]  他賴了屁了
[00:04:53.920 --> 00:04:55.360]  弄髒了
[00:04:55.360 --> 00:04:58.400]  我就看到抱著那個
[00:04:58.400 --> 00:05:00.080]  無論是哥哥、姐姐
[00:05:00.080 --> 00:05:02.120]  或者叔叔或者阿姨也好
[00:05:02.120 --> 00:05:05.080]  他突然間臉色就變了
[00:05:05.080 --> 00:05:07.160]  他本身是抱著嬰兒的
[00:05:07.160 --> 00:05:09.400]  但是一聞到那些惡臭的時候
[00:05:09.400 --> 00:05:11.600]  他就突然間這樣
[00:05:11.600 --> 00:05:14.560]  然後那個小孩就感應到
[00:05:14.560 --> 00:05:15.440]  那個嬰兒很厲害
[00:05:15.440 --> 00:05:20.880]  他感應到被人否定和被人避開
[00:05:20.880 --> 00:05:24.640]  然後那個本身抱著的那個
[00:05:24.640 --> 00:05:27.440]  就立刻將那個東西
[00:05:27.440 --> 00:05:31.040]  就丟了給他的親生爸爸媽媽
[00:05:31.040 --> 00:05:34.080]  突然之間有一股非常非常奇怪的
[00:05:34.080 --> 00:05:35.840]  很臭的味道出現
[00:05:35.840 --> 00:05:38.000]  那個嬰兒的尿布髒了
[00:05:38.000 --> 00:05:40.400]  我看到抱著嬰兒的人的臉色
[00:05:40.400 --> 00:05:41.720]  馬上就變了
[00:05:41.720 --> 00:05:43.400]  然後幾乎馬上地
[00:05:43.400 --> 00:05:45.920]  把那團東西抱遠一點
[00:05:45.920 --> 00:05:47.440]  嬰兒可能也感受到了
[00:05:47.440 --> 00:05:49.000]  就馬上哭了起來
[00:05:49.000 --> 00:05:52.120]  那位弟兄姐妹很快就把那個嬰兒
[00:05:52.120 --> 00:05:54.360]  就馬上交回到他的父母手中
[00:05:54.360 --> 00:05:55.400]  我相信大部分的人
[00:05:55.400 --> 00:05:56.600]  你聽見這個例子的時候
[00:05:56.600 --> 00:05:58.920]  你都會有什麼反應 是嗎
[00:05:58.920 --> 00:05:59.600]  對嗎
[00:05:59.600 --> 00:06:01.680]  我想大多數的人聽到這個例子的時候
[00:06:01.680 --> 00:06:02.400]  都會有相似的反應
[00:06:02.400 --> 00:06:04.560]  為什麼呢
[00:06:04.560 --> 00:06:06.160]  因為那個不是你的兒子或者女兒
[00:06:06.160 --> 00:06:07.840]  因為他不是你的孩子
[00:06:07.840 --> 00:06:11.160]  所以但是父母一接到手過來的時候
[00:06:11.160 --> 00:06:12.600]  我就看到那個父母
[00:06:12.600 --> 00:06:16.280]  就立刻把這個嬰兒安撫他
[00:06:16.280 --> 00:06:18.080]  讓他不要哭
[00:06:18.080 --> 00:06:20.600]  因為愛他的父母
[00:06:20.600 --> 00:06:23.560]  雖然有一陣臭味
[00:06:23.560 --> 00:06:25.720]  但是讓他抱著他
[00:06:25.720 --> 00:06:30.280]  然後慢慢地幫他弄乾淨
[00:06:30.280 --> 00:06:31.000]  但父母呢
[00:06:31.000 --> 00:06:33.680]  我看到父母立刻接過孩子
[00:06:33.680 --> 00:06:35.200]  去安撫他
[00:06:35.200 --> 00:06:36.360]  愛孩子的父母
[00:06:36.360 --> 00:06:38.480]  是不會丟下自己的孩子的
[00:06:38.480 --> 00:06:40.040]  哪怕他很臭
[00:06:40.040 --> 00:06:43.320]  他們不會說你先把自己弄乾淨再來
[00:06:43.320 --> 00:06:44.880]  父母愛那個孩子
[00:06:44.880 --> 00:06:47.440]  所以就願意去靠近他
[00:06:47.440 --> 00:06:48.400]  抱起他
[00:06:48.400 --> 00:06:49.560]  雖然他很臭
[00:06:49.560 --> 00:06:50.920]  雖然他很不可愛
[00:06:50.920 --> 00:06:52.120]  但是去靠近他
[00:06:52.120 --> 00:06:56.640]  然後將他清理他的所謂的混亂
[00:06:56.640 --> 00:06:57.600]  你就可以見到
[00:06:57.600 --> 00:06:59.920]  因為愛的緣故
[00:06:59.920 --> 00:07:04.000]  父母就走向一些混亂的東西
[00:07:04.000 --> 00:07:05.640]  走向一些混亂的東西
[00:07:05.640 --> 00:07:08.480]  就不會是彈開遠離的
[00:07:08.480 --> 00:07:10.040]  他們會靠近孩子
[00:07:10.040 --> 00:07:11.360]  抱起孩子
[00:07:11.360 --> 00:07:12.480]  雖然他們不可愛
[00:07:12.480 --> 00:07:13.320]  很臭
[00:07:13.320 --> 00:07:16.880]  但是父母會主動地去清理那一團混亂
[00:07:16.880 --> 00:07:17.800]  為什麼呢
[00:07:17.800 --> 00:07:19.080]  那是因為愛
[00:07:19.080 --> 00:07:20.560]  會讓父母走向混亂
[00:07:20.560 --> 00:07:22.120]  而不是遠離混亂
[00:07:22.120 --> 00:07:23.920]  我相信這個有一點道理
[00:07:23.920 --> 00:07:26.440]  就是在說《約翰福音》三章十六節
[00:07:26.440 --> 00:07:31.800]  上帝如此愛一班不可愛的世人
[00:07:31.800 --> 00:07:33.640]  大家想起愛的時候
[00:07:33.640 --> 00:07:38.240]  就是愛是驅使上帝去走向我們
[00:07:38.240 --> 00:07:39.960]  雖然我們不可愛
[00:07:39.960 --> 00:07:40.680]  同樣的
[00:07:40.680 --> 00:07:42.080]  《約翰福音》三章十六節
[00:07:42.080 --> 00:07:43.760]  也告訴我們一樣的道理
[00:07:43.760 --> 00:07:46.880]  上帝如此愛不可愛的世人
[00:07:46.880 --> 00:07:51.520]  驅使愛驅使上帝走向這個混亂的世界
[00:07:51.520 --> 00:07:53.680]  你看見上帝做了什麼
[00:07:53.680 --> 00:07:55.560]  他有沒有選擇去保持距離
[00:07:55.560 --> 00:07:56.680]  因為你很臭
[00:07:56.680 --> 00:07:58.920]  所以他保持距離
[00:07:58.920 --> 00:08:01.560]  他有沒有選擇去放棄我們
[00:08:01.560 --> 00:08:02.880]  還是選擇去
[00:08:02.880 --> 00:08:06.240]  不如等你那些混亂
[00:08:06.240 --> 00:08:08.360]  你的臭味搞定了先
[00:08:08.360 --> 00:08:10.600]  然後他才來擁抱你
[00:08:10.600 --> 00:08:12.080]  上帝是沒有這樣做的
[00:08:12.080 --> 00:08:13.480]  那神做了什麼呢
[00:08:13.480 --> 00:08:15.480]  神選擇保持距離嗎
[00:08:15.480 --> 00:08:17.000]  他是因為我們臭
[00:08:17.000 --> 00:08:19.280]  然後選擇放棄我們了嗎
[00:08:19.280 --> 00:08:21.680]  還是他等我們把自己的問題解決了
[00:08:21.680 --> 00:08:22.880]  才來愛我們嗎
[00:08:22.880 --> 00:08:23.880]  沒有
[00:08:23.880 --> 00:08:27.600]  是上帝知道我們不可愛
[00:08:27.600 --> 00:08:29.800]  上帝知道我們搞不定
[00:08:29.800 --> 00:08:32.040]  上帝知道我們是破碎的人
[00:08:32.040 --> 00:08:35.400]  所以他反而願意接近我們
[00:08:35.400 --> 00:08:38.040]  差派他的獨生子耶穌基督來到我們中間
[00:08:38.040 --> 00:08:40.280]  降生在馬槽
[00:08:40.280 --> 00:08:42.240]  降生在一個卑微的馬槽
[00:08:42.240 --> 00:08:43.840]  在貧窮裏面出生
[00:08:43.840 --> 00:08:44.840]  在軟弱裏面出生
[00:08:44.840 --> 00:08:46.640]  在我們的罪惡
[00:08:46.640 --> 00:08:49.080]  在我們的邪惡中間出生
[00:08:49.080 --> 00:08:52.840]  上帝願意觸摸我們一些不乾淨的人
[00:08:52.840 --> 00:08:56.320]  愛一些應該被拒絕的人
[00:08:56.320 --> 00:08:58.320]  並且走向我們生命裏面
[00:08:58.320 --> 00:09:01.080]  我們有傷口有傷痕的一班人
[00:09:01.080 --> 00:09:03.360]  上帝知道我們不可愛
[00:09:03.360 --> 00:09:04.960]  知道我們搞不定
[00:09:04.960 --> 00:09:06.760]  知道我們很破碎
[00:09:06.760 --> 00:09:09.040]  神走進我們的混亂之中
[00:09:09.040 --> 00:09:10.560]  拆遣他的兒子
[00:09:10.560 --> 00:09:12.760]  耶穌降生在馬槽裏
[00:09:12.760 --> 00:09:14.480]  出生在貧窮
[00:09:14.480 --> 00:09:15.560]  軟弱
[00:09:15.560 --> 00:09:17.440]  充滿了罪的世界中
[00:09:17.440 --> 00:09:19.840]  神觸摸不潔的人
[00:09:19.840 --> 00:09:21.880]  神愛那些被拒絕的人
[00:09:21.880 --> 00:09:24.560]  他走進我們的傷口還有黑暗
[00:09:24.560 --> 00:09:25.760]  為甚麼上帝要這樣做
[00:09:25.760 --> 00:09:27.800]  聖經講得很清楚
[00:09:27.800 --> 00:09:32.640]  就是因為上帝的愛比我們一切的破碎更加大
[00:09:32.640 --> 00:09:34.040]  比我們一切的傷痛
[00:09:34.040 --> 00:09:35.040]  我們一切的傷痕
[00:09:35.040 --> 00:09:37.040]  我們的軟弱更加深
[00:09:37.040 --> 00:09:38.560]  即使我們是失敗
[00:09:38.560 --> 00:09:40.080]  即使我們是搞不定的一班人
[00:09:40.080 --> 00:09:41.520]  神仍然愛我們
[00:09:41.520 --> 00:09:43.480]  選擇去靠近我們
[00:09:43.480 --> 00:09:45.160]  為甚麼神這麼做呢
[00:09:45.160 --> 00:09:47.040]  聖經清楚地告訴我們
[00:09:47.040 --> 00:09:48.840]  神的愛比我們的罪
[00:09:48.840 --> 00:09:51.640]  傷痛和軟弱更深
[00:09:51.640 --> 00:09:53.400]  即使當我們如此敗壞
[00:09:53.400 --> 00:09:54.600]  如此破碎
[00:09:54.600 --> 00:09:56.200]  神仍然愛我們
[00:09:56.200 --> 00:09:57.880]  神選擇靠近
[00:09:57.880 --> 00:10:01.320]  所以聖誕節其實是提醒你和我
[00:10:01.320 --> 00:10:03.920]  上帝沒有離開
[00:10:03.920 --> 00:10:07.040]  撇棄我們一班這麼亂的人
[00:10:07.040 --> 00:10:09.480]  神反而願意去進入
[00:10:09.480 --> 00:10:11.120]  然後擁抱我們
[00:10:11.120 --> 00:10:12.480]  去清理我們
[00:10:12.480 --> 00:10:17.120]  藉著耶穌這位獨生子來拯救我們
[00:10:17.120 --> 00:10:18.240]  聖誕節提醒我們
[00:10:18.240 --> 00:10:21.040]  神沒有離開我們這一團亂
[00:10:21.040 --> 00:10:23.440]  祂進入其中清理祂
[00:10:23.440 --> 00:10:25.680]  祂藉著祂的兒子拯救我們
[00:10:25.680 --> 00:10:28.080]  這就是聖經裏面的好消息
[00:10:28.080 --> 00:10:30.000]  就是聖誕節的訊息
[00:10:30.000 --> 00:10:31.000]  這是好消息
[00:10:31.000 --> 00:10:32.760]  這就是我們的聖誕節
[00:10:32.760 --> 00:10:35.360]  今天最後一個問題想問大家
[00:10:35.360 --> 00:10:36.920]  就是
[00:10:36.920 --> 00:10:40.880]  你是否願意伸出雙手
[00:10:40.880 --> 00:10:42.880]  有人給你一份禮物
[00:10:42.880 --> 00:10:44.160]  這份最大的禮物就是
[00:10:44.160 --> 00:10:46.520]  這位上帝不介意
[00:10:46.520 --> 00:10:49.840]  我們一班這麼不濟的人
[00:10:49.840 --> 00:10:53.680]  祂將祂的獨生子給你
[00:10:53.680 --> 00:10:56.760]  我們願不願意用雙手去接受祂
[00:10:56.760 --> 00:10:57.880]  問題是
[00:10:57.880 --> 00:11:01.160]  今天你是否願意伸出雙手
[00:11:01.160 --> 00:11:03.640]  去領受那位為了愛我們
[00:11:03.640 --> 00:11:06.720]  而降生的神的兒子呢
[00:11:06.720 --> 00:11:10.720]  我們每一次到我們聖誕節服務
[00:11:10.720 --> 00:11:12.640]  快要完結的時候
[00:11:12.640 --> 00:11:16.320]  我們都會點起燭光
[00:11:16.320 --> 00:11:19.000]  因為燭光去提醒我們
[00:11:19.000 --> 00:11:22.640]  上帝的兒子在我們中間降生
[00:11:22.640 --> 00:11:24.200]  帶給我們光明
[00:11:24.200 --> 00:11:26.920]  去驅走黑暗
[00:11:26.920 --> 00:11:30.560]  最重要的光明是帶給我們生命裡面
[00:11:30.560 --> 00:11:32.680]  我們沒有黑暗的時候
[00:11:32.680 --> 00:11:33.920]  如果你接受這份禮物
[00:11:33.920 --> 00:11:36.880]  耶穌基督進入你生命裡面
[00:11:36.880 --> 00:11:40.800]  祂就會慢慢照亮所有黑暗的地方
[00:11:40.800 --> 00:11:43.960]  而上帝是想擁抱你
[00:11:43.960 --> 00:11:46.200]  上帝不是去審判我們
[00:11:46.200 --> 00:11:51.760]  而是用慈愛來擁抱我們
[00:11:51.760 --> 00:11:54.440]  如果你願意接受這份禮物的時候
[00:11:54.440 --> 00:11:56.320]  我希望你今天和我們
[00:11:56.320 --> 00:12:01.960]  有一個很簡單的心裡面的和應
[00:12:01.960 --> 00:12:07.040]  我們等一下會唱我們的回應詩歌
[00:12:07.040 --> 00:12:07.840]  這首回應詩歌
[00:12:07.840 --> 00:12:12.400]  我希望能夠把握到這個訊息
[00:12:12.400 --> 00:12:14.840]  這個訊息就是聖誕節裡面的訊息
[00:12:14.840 --> 00:12:18.720]  就是耶穌來到我們中間
[00:12:18.720 --> 00:12:19.560]  我們在唱的時候
[00:12:19.560 --> 00:12:27.800]  我們就會把燭光傳到不同的桌子上
[00:12:27.800 --> 00:12:30.400]  如果你心裡面和我們有一個和應的話
[00:12:30.400 --> 00:12:34.760]  我請你也點一點那支蠟燭
[00:12:34.760 --> 00:12:38.200]  並且心裡面和我們這首歌來和應
[00:12:38.200 --> 00:12:39.920]  然後我們接著低頭祈禱
[00:12:40.400 --> 00:12:44.880]  謝謝您的收看 祝您年輕時光快樂

