
[00:00:00.000 --> 00:00:03.000]  上次說到日蝨留下西蓮一個
[00:02:22.000 --> 00:02:25.000]  認為十個兒子當年
[00:02:25.000 --> 00:02:28.000]  使他失去了最愛的兒子約瑟
[00:02:28.000 --> 00:02:31.000]  如今西面又被扣留
[00:02:31.000 --> 00:02:36.000]  還說要將他身邊唯一的愛子別雅文帶走
[00:02:36.000 --> 00:02:39.000]  雅各不得不懷疑
[00:02:39.000 --> 00:02:42.000]  十兄弟的兄弟情
[00:02:44.000 --> 00:02:48.000]  大兒子為了讓父親來到相信
[00:02:48.000 --> 00:02:53.000]  於是大兒子劉便就向父親來承諾
[00:02:53.000 --> 00:02:55.000]  如果不能將十二弟別雅文
[00:02:55.000 --> 00:02:59.000]  平安從埃及帶回來的話
[00:02:59.000 --> 00:03:04.000]  劉便就願意賠上他自己兩個親兒子的性命
[00:03:04.000 --> 00:03:07.000]  大家有沒有留意?
[00:03:07.000 --> 00:03:09.000]  雅各的大兒子劉便
[00:03:09.000 --> 00:03:12.000]  和他父親雅各的反應行動
[00:03:12.000 --> 00:03:14.000]  對比之下
[00:03:14.000 --> 00:03:19.000]  做父親的雅各的確只是偏愛著一個兒子
[00:03:19.000 --> 00:03:22.000]  相反大兒子劉便
[00:03:22.000 --> 00:03:26.000]  他是以自己兩個親兒子的性命作為擔保
[00:03:26.000 --> 00:03:29.000]  為的是要讓親弟西面
[00:03:29.000 --> 00:03:32.000]  可以離開埃及平安回到迦南
[00:03:32.000 --> 00:03:37.000]  大兒子劉便為了父親的信任
[00:03:37.000 --> 00:03:41.000]  可以放心讓別雅文去埃及
[00:03:41.000 --> 00:03:46.000]  向埃及的首相證明他們十兄弟不是奸細
[00:03:46.000 --> 00:03:50.000]  就用自己兩個兒子的性命作為擔保
[00:03:50.000 --> 00:03:55.000]  雖然大兒子劉便有這樣的承諾
[00:03:55.000 --> 00:03:58.000]  但父親雅各依然不肯
[00:03:58.000 --> 00:04:01.000]  也讓別雅文離開自己
[00:04:01.000 --> 00:04:03.000]  可想而知
[00:04:03.000 --> 00:04:08.000]  雅各當時是多偏愛著別雅文一個兒子
[00:04:08.000 --> 00:04:11.000]  他為了保護這個心愛的兒子
[00:04:11.000 --> 00:04:16.000]  他不惜也要放棄和其餘十個兒子的親情
[00:04:16.000 --> 00:04:20.000]  甚至犧牲他們的生命
[00:04:20.000 --> 00:04:22.000]  弟兄姊妹
[00:04:22.000 --> 00:04:24.000]  雅各的反應提醒了我們
[00:04:24.000 --> 00:04:29.000]  一家人可以團圓和一家人可以復和
[00:04:29.000 --> 00:04:31.000]  不是單方面的
[00:04:31.000 --> 00:04:36.000]  一家人的團圓和一家人的復和是雙方面的
[00:04:36.000 --> 00:04:39.000]  即使一方願意
[00:04:39.000 --> 00:04:42.000]  另一方也要同意
[00:04:42.000 --> 00:04:45.000]  當時大兒子劉便願意
[00:04:45.000 --> 00:04:49.000]  但父親雅各卻不同意
[00:04:49.000 --> 00:04:51.000]  故事發展到這裡
[00:04:51.000 --> 00:04:54.000]  對大家有甚麼提醒?
[00:04:54.000 --> 00:04:57.000]  有神許可之下
[00:04:57.000 --> 00:05:02.000]  我們需要勇敢面對昔日的傷痛
[00:05:02.000 --> 00:05:08.000]  這樣才可以和神和人和自己復和關係
[00:05:08.000 --> 00:05:12.000]  如果神現在向你發出挑戰的話
[00:05:12.000 --> 00:05:16.000]  你又願不願意回應神向你的挑戰呢?
[00:05:16.000 --> 00:05:20.000]  下一次我會和大家繼續來看看
[00:05:20.000 --> 00:05:24.000]  雅各家是如何可以大團圓結局
[00:05:24.000 --> 00:05:30.000]  多謝您收睇時局新聞,再會!

