
[00:00:00.000 --> 00:00:02.000]  我們歡迎Mark Sir
[00:05:03.400 --> 00:05:05.400]  是frame了一些東西
[00:05:05.400 --> 00:05:07.400]  有個假的
[00:05:07.400 --> 00:05:09.400]  那幅畫才漂亮
[00:05:09.400 --> 00:05:11.400]  聖經也是一樣
[00:05:11.400 --> 00:05:13.400]  聖經是在框架裏面
[00:05:13.400 --> 00:05:16.400]  出來的文學作品或者產品
[00:05:16.400 --> 00:05:17.400]  但你留意
[00:05:17.400 --> 00:05:20.400]  聖經是假設當時的
[00:05:20.400 --> 00:05:22.400]  以男為上的世界
[00:05:22.400 --> 00:05:27.400]  但不一定聖經是贊同那個世界
[00:05:27.400 --> 00:05:29.400]  大家明白嗎
[00:05:29.400 --> 00:05:32.400]  他預設或者假設當時的社會
[00:05:32.400 --> 00:05:33.400]  因為寫給當時的人
[00:05:33.400 --> 00:05:35.400]  直接寫給他們
[00:05:35.400 --> 00:05:38.400]  是假設但不一定是認可
[00:05:38.400 --> 00:05:39.400]  或者是贊成的
[00:05:39.400 --> 00:05:40.400]  這是第一點
[00:05:40.400 --> 00:05:41.400]  第二點就是
[00:05:41.400 --> 00:05:45.400]  聖經是以男性為中心的文學作品
[00:05:45.400 --> 00:05:47.400]  大部分的聖經寫的時候
[00:05:47.400 --> 00:05:50.400]  作者都應該是男人
[00:05:50.400 --> 00:05:52.400]  很少是女人
[00:05:52.400 --> 00:05:54.400]  我相信也不會是女人寫的
[00:05:54.400 --> 00:05:55.400]  大部分是男人
[00:05:55.400 --> 00:05:57.400]  不代表女人是完全不識字
[00:05:57.400 --> 00:06:01.400]  但當時的文化背景裏面
[00:06:01.400 --> 00:06:06.400]  主角或者寓意
[00:06:06.400 --> 00:06:07.400]  或者寓景
[00:06:07.400 --> 00:06:08.400]  或者作者
[00:06:08.400 --> 00:06:12.400]  都是以男人的眼光來作出發
[00:06:12.400 --> 00:06:16.400]  所以大部分的主角
[00:06:16.400 --> 00:06:18.400]  主要的人都是男人
[00:06:18.400 --> 00:06:20.400]  譬如你看家譜
[00:06:20.400 --> 00:06:22.400]  很少會說女人
[00:06:22.400 --> 00:06:27.400]  我們華人文化也是這樣
[00:06:27.400 --> 00:06:29.400]  是跟著男人去的
[00:06:29.400 --> 00:06:30.400]  女人去了哪裏
[00:06:30.400 --> 00:06:31.400]  女人是很需要的
[00:06:31.400 --> 00:06:32.400]  很需要女人
[00:06:32.400 --> 00:06:34.400]  因為女人是生小孩的
[00:06:34.400 --> 00:06:35.400]  沒有女人怎會生小孩
[00:06:35.400 --> 00:06:37.400]  但看家譜的時候
[00:06:37.400 --> 00:06:38.400]  跟著名字的時候
[00:06:38.400 --> 00:06:41.400]  一定是跟著男人的名字
[00:06:41.400 --> 00:06:42.400]  所以我們曾經說過
[00:06:42.400 --> 00:06:44.400]  聖經裏面大部分的主角
[00:06:44.400 --> 00:06:46.400]  我們很多時候的印象
[00:06:46.400 --> 00:06:48.400]  都是一些男人
[00:06:48.400 --> 00:06:49.400]  或者信心的英雄
[00:06:49.400 --> 00:06:51.400]  摩世大衛等等
[00:06:51.400 --> 00:06:53.400]  這個感覺是真實的
[00:06:53.400 --> 00:06:54.400]  我們是需要知道的
[00:06:54.400 --> 00:06:55.400]  以男性為中心
[00:06:55.400 --> 00:06:58.400]  但不一定是完全贊成
[00:06:58.400 --> 00:07:01.400]  以男為上的角度
[00:07:01.400 --> 00:07:02.400]  所以第三
[00:07:02.400 --> 00:07:03.400]  我們要知道
[00:07:03.400 --> 00:07:06.400]  聖經是挑戰當時的價值觀
[00:07:06.400 --> 00:07:08.400]  往往你看清楚聖經的時候
[00:07:08.400 --> 00:07:11.400]  是挑戰當時以男為上的價值觀
[00:07:11.400 --> 00:07:13.400]  或者以男為優先的價值觀
[00:07:13.400 --> 00:07:17.400]  有時候會挑戰男人
[00:07:17.400 --> 00:07:22.400]  或者當時怎樣去定義一個英雄
[00:07:22.400 --> 00:07:24.400]  你所謂記得福音書裏
[00:07:24.400 --> 00:07:25.400]  說到最後的時候
[00:07:25.400 --> 00:07:28.400]  那些跟耶穌的所謂信心的英雄門徒
[00:07:28.400 --> 00:07:30.400]  最後去了哪裏
[00:07:30.400 --> 00:07:32.400]  他們都走散了
[00:07:32.400 --> 00:07:33.400]  躲起來了
[00:07:33.400 --> 00:07:36.400]  是非常女性化的東西
[00:07:36.400 --> 00:07:38.400]  有難的時候就走了
[00:07:38.400 --> 00:07:40.400]  但誰出來
[00:07:40.400 --> 00:07:42.400]  誰在耶穌的十字架面前
[00:07:42.400 --> 00:07:43.400]  去看著他被釘死
[00:07:43.400 --> 00:07:45.400]  是女人多
[00:07:45.400 --> 00:07:47.400]  並且找到空墳墓的
[00:07:47.400 --> 00:07:48.400]  也是女人
[00:07:48.400 --> 00:07:50.400]  所以你這樣看的時候
[00:07:50.400 --> 00:07:51.400]  用一個這樣的角度
[00:07:51.400 --> 00:07:53.400]  你會發現有些地方
[00:07:53.400 --> 00:07:54.400]  聖經是挑戰當時
[00:07:54.400 --> 00:07:56.400]  以男為上
[00:07:56.400 --> 00:07:58.400]  以男為英雄
[00:07:58.400 --> 00:08:00.400]  只有男人是英雄的價值觀
[00:08:00.400 --> 00:08:02.400]  第四方面就是
[00:08:02.400 --> 00:08:03.400]  我們曾經說過
[00:08:03.400 --> 00:08:04.400]  在聖經歷史裏面
[00:08:04.400 --> 00:08:08.400]  女性都扮演一些很定段的
[00:08:08.400 --> 00:08:09.400]  Turning point
[00:08:09.400 --> 00:08:12.400]  一些轉捩點的角色
[00:08:12.400 --> 00:08:13.400]  沒有了她們的話
[00:08:13.400 --> 00:08:15.400]  這個上帝救恩的計劃
[00:08:15.400 --> 00:08:17.400]  是不能夠向前的
[00:08:17.400 --> 00:08:20.400]  第五就更加重要了
[00:08:20.400 --> 00:08:22.400]  所以每次看聖經的時候
[00:08:22.400 --> 00:08:24.400]  我們要先想當時的人
[00:08:24.400 --> 00:08:26.400]  有些什麼背景
[00:08:26.400 --> 00:08:27.400]  如果我們不是這樣的話
[00:08:27.400 --> 00:08:30.400]  我們很多時候就當聖經是空頭支票
[00:08:30.400 --> 00:08:32.400]  我們就亂寫東西上去
[00:08:32.400 --> 00:08:34.400]  然後亂證明一些東西
[00:08:34.400 --> 00:08:35.400]  或者亂說一些
[00:08:35.400 --> 00:08:37.400]  我們想聖經說的話
[00:08:37.400 --> 00:08:39.400]  所以首先需要謙卑的
[00:08:39.400 --> 00:08:42.400]  去明白上帝的話語
[00:08:42.400 --> 00:08:44.400]  這些方法都是重要的
[00:08:44.400 --> 00:08:47.400]  所以今天我們看羅馬書第十六章
[00:08:47.400 --> 00:08:54.400]  我們就試一試去看經文
[00:08:54.400 --> 00:08:56.400]  第一個point我想告訴大家
[00:08:56.400 --> 00:08:59.400]  一定需要看這段聖經的時候
[00:08:59.400 --> 00:09:01.400]  雖然是羅馬書的結語
[00:09:01.400 --> 00:09:03.400]  但第一樣我們需要重新思考一下
[00:09:03.400 --> 00:09:05.400]  我們有的預設
[00:09:05.400 --> 00:09:06.400]  有什麼預設呢
[00:09:06.400 --> 00:09:07.400]  譬如第十六章第七節
[00:09:07.400 --> 00:09:09.400]  這裡提到不同的名字的時候
[00:09:09.400 --> 00:09:12.400]  第七節他講到有兩個人
[00:09:12.400 --> 00:09:17.400]  他說有向與我一同坐牢的親戚
[00:09:17.400 --> 00:09:18.400]  保羅這樣說
[00:09:18.400 --> 00:09:27.400]  他的親戚安多尼古和尤尼亞文安
[00:09:27.400 --> 00:09:28.400]  其中一些名字
[00:09:28.400 --> 00:09:32.400]  安多尼古和尤尼亞
[00:09:32.400 --> 00:09:36.400]  他們是使徒裡面是有名望的
[00:09:36.400 --> 00:09:40.400]  也是比我先在基督裡面
[00:09:40.400 --> 00:09:42.400]  似乎是他們先信主的
[00:09:42.400 --> 00:09:43.400]  保羅的親戚
[00:09:43.400 --> 00:09:45.400]  有沒有聽過保羅有親戚
[00:09:45.400 --> 00:09:48.400]  我們經常覺得保羅是獨男
[00:09:48.400 --> 00:09:50.400]  但他有親戚
[00:09:50.400 --> 00:09:52.400]  他講到坐牢的親戚
[00:09:52.400 --> 00:09:54.400]  與他一同坐牢的親戚
[00:09:54.400 --> 00:09:57.400]  其中後面的名字叫尤尼古
[00:09:57.400 --> 00:09:59.400]  Julia
[00:09:59.400 --> 00:10:00.400]  Julia以我們所知
[00:10:00.400 --> 00:10:05.400]  現在所有找到當時第一世紀的文獻
[00:10:05.400 --> 00:10:08.400]  Julia是一個女性的名字
[00:10:08.400 --> 00:10:10.400]  Julia
[00:10:10.400 --> 00:10:13.400]  保羅怎樣形容她
[00:10:13.400 --> 00:10:14.400]  他說她是使徒裡面
[00:10:14.400 --> 00:10:17.400]  最有名望的其中一個
[00:10:17.400 --> 00:10:19.400]  我們聽見使徒亞帕蘇斯的時候
[00:10:19.400 --> 00:10:23.400]  我們就想起保羅、彼得、約翰等等
[00:10:23.400 --> 00:10:24.400]  十二使徒
[00:10:24.400 --> 00:10:27.400]  我們一定想起男人和女人
[00:10:27.400 --> 00:10:30.400]  一定是男人
[00:10:30.400 --> 00:10:34.400]  你很少聽到女士會叫做使徒
[00:10:34.400 --> 00:10:37.400]  但保羅很明顯說尤尼亞
[00:10:37.400 --> 00:10:41.400]  當然之前的安多尼古是一個男人
[00:10:41.400 --> 00:10:43.400]  或者是夫婦
[00:10:43.400 --> 00:10:47.400]  但妻子尤尼亞是使徒裡面
[00:10:47.400 --> 00:10:49.400]  其中一個最有名望的
[00:10:49.400 --> 00:10:53.400]  所以保羅就將一個女性
[00:10:53.400 --> 00:10:56.400]  來形容成為一個使徒
[00:10:56.400 --> 00:10:59.400]  並且是一個最傑出的使徒之一
[00:10:59.400 --> 00:11:01.400]  這個女性的名字是傳我所講
[00:11:01.400 --> 00:11:03.400]  但很奇怪
[00:11:03.400 --> 00:11:04.400]  很多年裏面
[00:11:04.400 --> 00:11:06.400]  很多世紀的翻譯本
[00:11:06.400 --> 00:11:11.400]  就將尤尼亞這個字改成一個男人的名字
[00:11:11.400 --> 00:11:13.400]  叫做尤尼亞斯
[00:11:13.400 --> 00:11:14.400]  加一個s進去
[00:11:14.400 --> 00:11:17.400]  就變成一個男人的名字
[00:11:17.400 --> 00:11:20.400]  你就知道翻譯本
[00:11:20.400 --> 00:11:24.400]  每個翻譯本都有充足的功能
[00:11:24.400 --> 00:11:26.400]  我們今天通常都是看翻譯本
[00:11:26.400 --> 00:11:29.400]  我們很少說有這樣的權利
[00:11:29.400 --> 00:11:33.400]  我們可以看希伯來文和希臘文
[00:11:33.400 --> 00:11:35.400]  你想像一下有這樣的特權
[00:11:35.400 --> 00:11:37.400]  在原文
[00:11:37.400 --> 00:11:38.400]  原汁原味
[00:11:38.400 --> 00:11:39.400]  好不好
[00:11:39.400 --> 00:11:41.400]  不想吧
[00:11:41.400 --> 00:11:44.400]  不想讀書
[00:11:44.400 --> 00:11:46.400]  有時候我們出來募會
[00:11:46.400 --> 00:11:48.400]  我們需要有裝備
[00:11:48.400 --> 00:11:51.400]  我們起碼都有幾件工具
[00:11:51.400 --> 00:11:53.400]  所以我們一定要硬著吃
[00:11:53.400 --> 00:11:54.400]  讀希伯來文和希臘文
[00:11:54.400 --> 00:11:56.400]  我們知道一個名字
[00:11:56.400 --> 00:11:57.400]  很多時候加一點東西上去
[00:11:57.400 --> 00:12:00.400]  就會變成他的變性
[00:12:00.400 --> 00:12:02.400]  本身這個是一個女人的名字
[00:12:02.400 --> 00:12:03.400]  尤尼亞
[00:12:03.400 --> 00:12:05.400]  但很多時候那些翻譯本
[00:12:05.400 --> 00:12:06.400]  後期的翻譯本
[00:12:06.400 --> 00:12:08.400]  就將它加了一個s
[00:12:08.400 --> 00:12:09.400]  你就知道翻譯本
[00:12:09.400 --> 00:12:11.400]  本身就是一個詮釋
[00:12:11.400 --> 00:12:13.400]  翻譯永遠都是一個詮釋
[00:12:13.400 --> 00:12:14.400]  對不對
[00:12:14.400 --> 00:12:17.400]  Translation is interpretation
[00:12:17.400 --> 00:12:18.400]  翻譯的時候
[00:12:18.400 --> 00:12:19.400]  他們就覺得
[00:12:19.400 --> 00:12:21.400]  可能那個學者翻譯
[00:12:21.400 --> 00:12:22.400]  或者那個人去翻譯
[00:12:22.400 --> 00:12:23.400]  或者那個班人去翻譯
[00:12:23.400 --> 00:12:24.400]  到這一節的時候
[00:12:24.400 --> 00:12:25.400]  他們就覺得
[00:12:25.400 --> 00:12:27.400]  怎麼可能是一個女人
[00:12:27.400 --> 00:12:28.400]  尤尼亞
[00:12:28.400 --> 00:12:30.400]  會是一個Apostle
[00:12:30.400 --> 00:12:32.400]  所以他們就加了s進去
[00:12:32.400 --> 00:12:34.400]  如果你查看舊的翻譯本
[00:12:34.400 --> 00:12:38.400]  譬如英文的NAS
[00:12:38.400 --> 00:12:40.400]  New American Standard
[00:12:40.400 --> 00:12:42.400]  你就會看到是Julia s
[00:12:42.400 --> 00:12:44.400]  就不是Julia
[00:12:44.400 --> 00:12:45.400]  好一點的
[00:12:45.400 --> 00:12:46.400]  他加了一個footnote進去
[00:12:46.400 --> 00:12:48.400]  在下面就告訴你
[00:12:48.400 --> 00:12:50.400]  是Julia feminine
[00:12:50.400 --> 00:12:52.400]  是女人的名字
[00:12:52.400 --> 00:12:54.400]  你可以大概知道
[00:12:54.400 --> 00:12:56.400]  翻譯者本身
[00:12:56.400 --> 00:12:58.400]  他們都有自己的預設
[00:12:58.400 --> 00:13:00.400]  他不可能是一個女人
[00:13:00.400 --> 00:13:01.400]  叫做Apostle
[00:13:01.400 --> 00:13:03.400]  因為Apostle應該是男人
[00:13:03.400 --> 00:13:05.400]  但是現在你找了所有的文獻
[00:13:05.400 --> 00:13:07.400]  你就很清楚知道一件事
[00:13:07.400 --> 00:13:10.400]  本身的原文
[00:13:10.400 --> 00:13:12.400]  是一個女性的名字
[00:13:12.400 --> 00:13:15.400]  現在有的新一點的翻譯本
[00:13:15.400 --> 00:13:16.400]  就改進了
[00:13:16.400 --> 00:13:18.400]  就將它恢復
[00:13:18.400 --> 00:13:20.400]  就變成Julia尤尼亞
[00:13:20.400 --> 00:13:22.400]  因為確實是一個女人
[00:13:22.400 --> 00:13:24.400]  一個女人可以成為使徒
[00:13:24.400 --> 00:13:26.400]  停下來想一想的時候
[00:13:26.400 --> 00:13:28.400]  這裡我們沒有改過經文
[00:13:28.400 --> 00:13:30.400]  不是說上去的話語有問題
[00:13:30.400 --> 00:13:32.400]  而是讀者有問題
[00:13:32.400 --> 00:13:34.400]  因為我們有我們的預設
[00:13:34.400 --> 00:13:36.400]  如果我們不清楚
[00:13:36.400 --> 00:13:38.400]  所謂聖經前面這個世界
[00:13:38.400 --> 00:13:40.400]  我們有我們的預設的時候
[00:13:40.400 --> 00:13:42.400]  我們就將到我們本身有的概念
[00:13:42.400 --> 00:13:44.400]  我們就加進去了
[00:13:44.400 --> 00:13:46.400]  所以這裡提醒我們
[00:13:46.400 --> 00:13:48.400]  需要去反思
[00:13:48.400 --> 00:13:50.400]  我們需要去想清楚
[00:13:50.400 --> 00:13:53.400]  正如我第一次在這個系列所說
[00:13:53.400 --> 00:13:55.400]  聖經的權威是最高的
[00:13:55.400 --> 00:13:57.400]  但是聖經的權威底下
[00:13:57.400 --> 00:13:59.400]  我們有不同的詮釋
[00:13:59.400 --> 00:14:01.400]  這些詮釋其實是可以刪改
[00:14:01.400 --> 00:14:04.400]  可以有修正的
[00:14:04.400 --> 00:14:06.400]  因為我們對聖經的詮釋
[00:14:06.400 --> 00:14:09.400]  不等於聖經最高的權威
[00:14:09.400 --> 00:14:12.400]  你以前聽過一些牧者說的話
[00:14:12.400 --> 00:14:13.400]  他有牧者的權威
[00:14:13.400 --> 00:14:15.400]  但是那個權威請你聽清楚
[00:14:15.400 --> 00:14:18.400]  那個權威不是絕對神聖的
[00:14:18.400 --> 00:14:20.400]  我經常都說
[00:14:20.400 --> 00:14:25.400]  牧者的積分是神聖的
[00:14:25.400 --> 00:14:27.400]  但是在牧者的積分裡面
[00:14:27.400 --> 00:14:29.400]  不是神聖的
[00:14:29.400 --> 00:14:31.400]  對不對
[00:14:31.400 --> 00:14:34.400]  容許我使者一些講句
[00:14:34.400 --> 00:14:36.400]  我不是神聖的
[00:14:36.400 --> 00:14:38.400]  我們的牧者不是神聖的
[00:14:38.400 --> 00:14:41.400]  但是那個職位是神聖的
[00:14:41.400 --> 00:14:43.400]  所以很多時候我們要想清楚
[00:14:43.400 --> 00:14:45.400]  聖經這樣說
[00:14:45.400 --> 00:14:47.400]  或者我們一直被教導
[00:14:47.400 --> 00:14:48.400]  是這樣說
[00:14:48.400 --> 00:14:50.400]  那些傳統可能是很古老
[00:14:50.400 --> 00:14:52.400]  可能是出自很真誠
[00:14:52.400 --> 00:14:55.400]  也可以是堅持了很久
[00:14:55.400 --> 00:14:59.400]  但是你不可以將它就等於
[00:14:59.400 --> 00:15:00.400]  畫個等號
[00:15:00.400 --> 00:15:03.400]  就等於聖經本身最高的權威
[00:15:03.400 --> 00:15:06.400]  去重思再反思的時候
[00:15:06.400 --> 00:15:07.400]  只不過是告訴我們
[00:15:07.400 --> 00:15:09.400]  我們有我們的預設
[00:15:09.400 --> 00:15:11.400]  我們有時候會錯
[00:15:11.400 --> 00:15:12.400]  聖經是不會錯
[00:15:12.400 --> 00:15:14.400]  但是我們對聖經的詮釋
[00:15:14.400 --> 00:15:15.400]  可以是有偏差的
[00:15:15.400 --> 00:15:17.400]  這樣反思不是叛逆
[00:15:17.400 --> 00:15:19.400]  不是rebellion
[00:15:19.400 --> 00:15:25.400]  而是去想清楚一點
[00:15:25.400 --> 00:15:28.400]  基督教信仰
[00:15:28.400 --> 00:15:29.400]  請你聽著
[00:15:29.400 --> 00:15:30.400]  基督教信仰
[00:15:30.400 --> 00:15:32.400]  是很講理性的
[00:15:32.400 --> 00:15:33.400]  是不是
[00:15:33.400 --> 00:15:36.400]  是很講理性的
[00:15:36.400 --> 00:15:39.400]  大家可能沒有這樣的印象
[00:15:39.400 --> 00:15:40.400]  你可以讀一下神學
[00:15:40.400 --> 00:15:41.400]  你知道的
[00:15:41.400 --> 00:15:44.400]  我們不是這樣唱歌就算了
[00:15:44.400 --> 00:15:45.400]  有些人說
[00:15:45.400 --> 00:15:48.400]  我記得第一次去讀神學的時候
[00:15:48.400 --> 00:15:50.400]  有些人就跟我說
[00:15:50.400 --> 00:15:51.400]  讀什麼
[00:15:51.400 --> 00:15:53.400]  其實就是天天在靈修
[00:15:53.400 --> 00:15:56.400]  天天坐在雲上打坐
[00:15:56.400 --> 00:15:58.400]  沒有這樣的事
[00:15:58.400 --> 00:16:00.400]  讀到你臉都青了
[00:16:00.400 --> 00:16:02.400]  因為他們是講理性的
[00:16:02.400 --> 00:16:05.400]  我們的faith是reasonable faith
[00:16:05.400 --> 00:16:07.400]  有歷史根據等等
[00:16:07.400 --> 00:16:09.400]  所以我們需要學習一下
[00:16:09.400 --> 00:16:11.400]  怎樣去看聖經
[00:16:11.400 --> 00:16:12.400]  看得清楚一點
[00:16:12.400 --> 00:16:13.400]  第二件事
[00:16:13.400 --> 00:16:15.400]  除了我們重新去思考
[00:16:15.400 --> 00:16:17.400]  我們可能對聖經有一些預設
[00:16:17.400 --> 00:16:19.400]  可能未必一定是對的
[00:16:19.400 --> 00:16:21.400]  可能是傳統的包袱給我們的
[00:16:21.400 --> 00:16:22.400]  第二件事
[00:16:22.400 --> 00:16:23.400]  我們在這段經文裡面
[00:16:23.400 --> 00:16:24.400]  我們知道
[00:16:24.400 --> 00:16:25.400]  是要認定
[00:16:25.400 --> 00:16:29.400]  去recognize女性侍奉的價值
[00:16:29.400 --> 00:16:34.400]  將我們的前設重新再檢驗過之後
[00:16:34.400 --> 00:16:35.400]  我們就看得更加清楚了
[00:16:35.400 --> 00:16:37.400]  十六章第三節
[00:16:37.400 --> 00:16:39.400]  他又講了不同的名字
[00:16:39.400 --> 00:16:42.400]  保羅這裡講了一些女性的名字
[00:16:42.400 --> 00:16:50.400]  向伯羈拉去問安
[00:16:50.400 --> 00:16:53.400]  伯羈拉是女性的名字
[00:16:53.400 --> 00:16:55.400]  然後才有她的老公
[00:16:55.400 --> 00:16:58.400]  阿居拉
[00:16:58.400 --> 00:17:00.400]  向他們問安
[00:17:00.400 --> 00:17:02.400]  他們在基督裡面和我同宮
[00:17:02.400 --> 00:17:03.400]  也為我的性命
[00:17:03.400 --> 00:17:06.400]  把自己的生死置之於道外
[00:17:06.400 --> 00:17:07.400]  很有義氣
[00:17:07.400 --> 00:17:09.400]  不但我感謝他們
[00:17:09.400 --> 00:17:12.400]  外邦宗教也感謝他們
[00:17:12.400 --> 00:17:13.400]  因為他們做了很多事
[00:17:13.400 --> 00:17:16.400]  又在他們家中的教會裡面去問安
[00:17:16.400 --> 00:17:18.400]  然後第六節
[00:17:18.400 --> 00:17:20.400]  又向瑪利亞問安
[00:17:20.400 --> 00:17:23.400]  她為你們非常辛勞
[00:17:23.400 --> 00:17:25.400]  瑪利亞當然是另外一個瑪利亞
[00:17:25.400 --> 00:17:29.400]  不是耶穌的地上母親的瑪利亞
[00:17:29.400 --> 00:17:32.400]  十二節又向為主辛勞的
[00:17:32.400 --> 00:17:36.400]  土斐娜和土賦薩問安
[00:17:36.400 --> 00:17:39.400]  向他們所親愛的
[00:17:39.400 --> 00:17:41.400]  為主非常辛勞的
