
[00:00:00.000 --> 00:00:01.320]  各位電視節目好
[00:04:53.280 --> 00:04:55.280]  然後他解了法老的夢
[00:04:55.280 --> 00:04:56.280]  就是兩個七年的夢
[00:04:56.280 --> 00:04:57.280]  你記得嗎
[00:04:57.280 --> 00:04:59.280]  兩個七年的夢
[00:04:59.280 --> 00:05:02.280]  就是講到七年的豐年會到
[00:05:02.280 --> 00:05:04.280]  豐年之後
[00:05:04.280 --> 00:05:07.280]  就是七年的荒年
[00:05:07.280 --> 00:05:09.280]  當時約瑟是30歲
[00:05:09.280 --> 00:05:12.280]  所以你算一下17歲到30歲
[00:05:12.280 --> 00:05:16.280]  生命裡面一路走下坡
[00:05:16.280 --> 00:05:19.280]  一坡未平一坡又起
[00:05:19.280 --> 00:05:21.280]  然後到大概30歲的時候
[00:05:21.280 --> 00:05:23.280]  他才被提拔
[00:05:23.280 --> 00:05:26.280]  然後成為埃及的大官
[00:05:26.280 --> 00:05:30.280]  七年荒年之前
[00:05:30.280 --> 00:05:32.280]  就是豐年的時候
[00:05:32.280 --> 00:05:34.280]  約瑟發生什麼事呢
[00:05:34.280 --> 00:05:36.280]  41章45節
[00:05:36.280 --> 00:05:39.280]  法老將他提升之後
[00:05:39.280 --> 00:05:41.280]  將他成為大官
[00:05:41.280 --> 00:05:43.280]  法老就給約瑟起名叫做
[00:05:43.280 --> 00:05:47.280]  薩法那達巴萊雅
[00:05:47.280 --> 00:05:49.280]  哇 真是難
[00:05:49.280 --> 00:05:50.280]  給他這個名字
[00:05:50.280 --> 00:05:51.280]  約瑟不就好了
[00:05:51.280 --> 00:05:54.280]  又將安城的祭司波提
[00:05:54.280 --> 00:05:56.280]  菲拉的女兒
[00:05:56.280 --> 00:05:59.280]  阿西娜
[00:05:59.280 --> 00:06:01.280]  賜給他為妻
[00:06:01.280 --> 00:06:04.280]  約瑟就在埃及王法老面前
[00:06:04.280 --> 00:06:07.280]  是時年30歲
[00:06:07.280 --> 00:06:09.280]  接著50節
[00:06:09.280 --> 00:06:10.280]  荒年未到已先
[00:06:10.280 --> 00:06:12.280]  安城的祭司
[00:06:12.280 --> 00:06:13.280]  不說他的名字了
[00:06:13.280 --> 00:06:15.280]  他的女兒叫做阿西娜
[00:06:15.280 --> 00:06:17.280]  就為約瑟生了兩個兒子
[00:06:17.280 --> 00:06:21.280]  約瑟就為他長子起名叫做瑪那西
[00:06:21.280 --> 00:06:23.280]  因為他說上帝使我忘記了
[00:06:23.280 --> 00:06:26.280]  一切受苦和我負的全家
[00:06:26.280 --> 00:06:28.280]  52節
[00:06:28.280 --> 00:06:30.280]  為他第二個兒子起名叫做爾法蓮
[00:06:30.280 --> 00:06:32.280]  因為他說上帝
[00:06:32.280 --> 00:06:35.280]  使我在受苦的地方昌盛
[00:06:35.280 --> 00:06:37.280]  我這裡想說的是
[00:06:37.280 --> 00:06:39.280]  在我們第一講的時候
[00:06:39.280 --> 00:06:42.280]  我們講上帝的聖經
[00:06:42.280 --> 00:06:44.280]  很多時候去到講一些教義
[00:06:44.280 --> 00:06:45.280]  一些教導的時候
[00:06:45.280 --> 00:06:50.280]  不是好像我們西方的那種
[00:06:50.280 --> 00:06:53.280]  列出了點的形式
[00:06:53.280 --> 00:06:55.280]  不是說抽空的說
[00:06:55.280 --> 00:06:56.280]  而希伯來的聖經
[00:06:56.280 --> 00:06:58.280]  很多時候是用故事的方法
[00:06:58.280 --> 00:07:00.280]  用故事的方法
[00:07:00.280 --> 00:07:01.280]  好像劇集一樣
[00:07:01.280 --> 00:07:05.280]  來告訴你一些背後的教義
[00:07:05.280 --> 00:07:07.280]  一些上帝的本性
[00:07:07.280 --> 00:07:09.280]  用故事來表達
[00:07:09.280 --> 00:07:11.280]  所以我們要懂得去讀
[00:07:11.280 --> 00:07:13.280]  希伯來聖經的故事
[00:07:13.280 --> 00:07:14.280]  怎樣讀呢
[00:07:14.280 --> 00:07:16.280]  因為很多時候我們打開聖經
[00:07:16.280 --> 00:07:19.280]  無論我們小組一起研讀聖經
[00:07:19.280 --> 00:07:21.280]  或者我們自己去看聖經的時候
[00:07:21.280 --> 00:07:22.280]  想起聖經的時候
[00:07:22.280 --> 00:07:23.280]  很多時候我們看到聖經的故事
[00:07:23.280 --> 00:07:25.280]  一些敘述的時候
[00:07:25.280 --> 00:07:28.280]  我們就會很自然地說
[00:07:28.280 --> 00:07:29.280]  故事裡面的角色
[00:07:29.280 --> 00:07:31.280]  裡面所作所行
[00:07:31.280 --> 00:07:32.280]  有什麼榜樣
[00:07:32.280 --> 00:07:34.280]  有什麼反面教材等等
[00:07:34.280 --> 00:07:36.280]  這些都可能是重要的
[00:07:36.280 --> 00:07:37.280]  但最重要的
[00:07:37.280 --> 00:07:38.280]  我想告訴你
[00:07:38.280 --> 00:07:39.280]  要懂得看聖經的話
[00:07:39.280 --> 00:07:41.280]  就要明白
[00:07:41.280 --> 00:07:45.280]  最主要其實不是那個角色所言所行
[00:07:45.280 --> 00:07:47.280]  不是那個人物做了什麼
[00:07:47.280 --> 00:07:49.280]  而是那個旁白
[00:07:49.280 --> 00:07:51.280]  想藉著那個故事想講什麼
[00:07:51.280 --> 00:07:53.280]  你留意到我說什麼嗎
[00:07:53.280 --> 00:07:55.280]  我們芝加哥經常有些show看
[00:07:55.280 --> 00:07:57.280]  有沒有去看過一些drama
[00:07:57.280 --> 00:08:00.280]  或者音樂劇等等
[00:08:00.280 --> 00:08:01.280]  舞台劇那些
[00:08:01.280 --> 00:08:03.280]  舞台劇就是那個角色
[00:08:03.280 --> 00:08:04.280]  在台上
[00:08:04.280 --> 00:08:08.280]  來跟你表達整個的訊息
[00:08:08.280 --> 00:08:09.280]  你去看舞台劇的時候
[00:08:09.280 --> 00:08:12.280]  要留意那些角色在做什麼
[00:08:12.280 --> 00:08:13.280]  但那個導演呢
[00:08:13.280 --> 00:08:15.280]  是不在的
[00:08:15.280 --> 00:08:18.280]  也沒有旁白來做媒介
[00:08:18.280 --> 00:08:19.280]  但希伯來聖經
[00:08:19.280 --> 00:08:21.280]  Hebrew Bible就不同
[00:08:21.280 --> 00:08:22.280]  Hebrew Bible很多時候
[00:08:22.280 --> 00:08:23.280]  主角是我們沒有留意的
[00:08:23.280 --> 00:08:25.280]  就是那個narrator
[00:08:25.280 --> 00:08:26.280]  那個旁白
[00:08:26.280 --> 00:08:28.280]  就好像你看這段聖經一樣
[00:08:28.280 --> 00:08:30.280]  那個旁白跟你在說話
[00:08:30.280 --> 00:08:31.280]  不是約在那裡生小孩
[00:08:31.280 --> 00:08:33.280]  在產房那裡做了什麼
[00:08:33.280 --> 00:08:37.280]  他沒有任何的對話
[00:08:37.280 --> 00:08:39.280]  不過那個旁白現在告訴你
[00:08:39.280 --> 00:08:40.280]  發生了什麼事
[00:08:40.280 --> 00:08:43.280]  所以你留意那個旁白想做什麼
[00:08:43.280 --> 00:08:45.280]  怎樣刻劃那個角色和他的際遇的時候
[00:08:45.280 --> 00:08:47.280]  去藉著這個故事
[00:08:47.280 --> 00:08:49.280]  那個旁白是主角
[00:08:49.280 --> 00:08:52.280]  去告訴你上帝是怎樣的
[00:08:52.280 --> 00:08:56.280]  去告訴你上帝的說話
[00:08:56.280 --> 00:08:58.280]  上帝的本性
[00:08:58.280 --> 00:08:59.280]  就好像看這段聖經一樣
[00:08:59.280 --> 00:09:01.280]  你看我highlight所有的東西
[00:09:01.280 --> 00:09:03.280]  什麼意思
[00:09:03.280 --> 00:09:05.280]  你看約瑟是一個怎樣的人
[00:09:05.280 --> 00:09:08.280]  當他受苦了很多次之後
[00:09:08.280 --> 00:09:10.280]  到他被提升成為埃及的大官
[00:09:10.280 --> 00:09:13.280]  這段旁白告訴我們
[00:09:13.280 --> 00:09:16.280]  法老將他的名字改了
[00:09:16.280 --> 00:09:18.280]  那個很長很長的名字
[00:09:18.280 --> 00:09:21.280]  薩法那特巴萊雅
[00:09:21.280 --> 00:09:23.280]  什麼意思
[00:09:23.280 --> 00:09:24.280]  在埃及文
[00:09:24.280 --> 00:09:26.280]  大概意思就是說
[00:09:26.280 --> 00:09:28.280]  上帝說了話
[00:09:28.280 --> 00:09:31.280]  上帝給他傳喚
[00:09:31.280 --> 00:09:32.280]  或者上帝祝福他
[00:09:32.280 --> 00:09:34.280]  這樣的意思
[00:09:34.280 --> 00:09:36.280]  他有一個完全埃及的名字
[00:09:36.280 --> 00:09:40.280]  安城的祭司
[00:09:40.280 --> 00:09:42.280]  或者那個Greek的city name
[00:09:42.280 --> 00:09:45.280]  就叫做Helopolis
[00:09:45.280 --> 00:09:48.280]  太陽神的城市
[00:09:48.280 --> 00:09:50.280]  就是說一個外邦的
[00:09:50.280 --> 00:09:53.280]  埃及的宗教的中心
[00:09:53.280 --> 00:09:54.280]  那裡有個祭司
[00:09:54.280 --> 00:09:56.280]  將他的女兒許配給他
[00:09:56.280 --> 00:09:58.280]  這個就是一個正正式式
[00:09:58.280 --> 00:10:01.280]  百分之一百的埃及人
[00:10:01.280 --> 00:10:02.280]  所以想一想
[00:10:02.280 --> 00:10:04.280]  描述這個約瑟
[00:10:04.280 --> 00:10:06.280]  已經不像一個希伯來人
[00:10:06.280 --> 00:10:08.280]  是一個埃及人
[00:10:08.280 --> 00:10:11.280]  他的妻子是那個祭司的女兒
[00:10:11.280 --> 00:10:15.280]  阿西勒
[00:10:15.280 --> 00:10:16.280]  Esneth
[00:10:16.280 --> 00:10:18.280]  翻譯出來
[00:10:18.280 --> 00:10:19.280]  意思就是說
[00:10:19.280 --> 00:10:21.280]  She who belongs to Nath
[00:10:21.280 --> 00:10:23.280]  Nath就是一個女的神明
[00:10:23.280 --> 00:10:25.280]  埃及的女神明
[00:10:25.280 --> 00:10:27.280]  就是說一個完完全全的
[00:10:27.280 --> 00:10:29.280]  外邦的女子
[00:10:29.280 --> 00:10:30.280]  然後她生了兩個兒子
[00:10:30.280 --> 00:10:32.280]  第一個兒子叫什麼
[00:10:32.280 --> 00:10:33.280]  Manassar
[00:10:33.280 --> 00:10:37.280]  Manassar意思就是說忘記
[00:10:37.280 --> 00:10:39.280]  遺忘這樣的意思
[00:10:39.280 --> 00:10:41.280]  Forget it
[00:10:41.280 --> 00:10:42.280]  我們年紀大了
[00:10:42.280 --> 00:10:44.280]  經常都沒有記性
[00:10:44.280 --> 00:10:45.280]  我老婆罵我
[00:10:45.280 --> 00:10:46.280]  怎麼罵我
[00:10:46.280 --> 00:10:48.280]  馬來西亞人
[00:10:48.280 --> 00:10:50.280]  你很馬來西亞人
[00:10:50.280 --> 00:10:51.280]  就是這個意思
[00:10:51.280 --> 00:10:52.280]  Forget
[00:10:52.280 --> 00:10:54.280]  可以是forget一些好的東西
[00:10:54.280 --> 00:10:56.280]  也可以是forget一些不好的東西
[00:10:56.280 --> 00:10:57.280]  他這裡說什麼
[00:10:57.280 --> 00:10:58.280]  上帝想我忘記我的父家
[00:10:58.280 --> 00:11:00.280]  和我一切的困苦
[00:11:00.280 --> 00:11:02.280]  Ephraim
[00:11:02.280 --> 00:11:03.280]  以法連
[00:11:03.280 --> 00:11:04.280]  就是昌盛的意思
[00:11:04.280 --> 00:11:06.280]  就是在外地的地方
[00:11:06.280 --> 00:11:07.280]  一個異地的地方
[00:11:07.280 --> 00:11:08.280]  我落地生根了
[00:11:08.280 --> 00:11:09.280]  能夠昌盛
[00:11:09.280 --> 00:11:10.280]  約瑟是一個怎樣的人
[00:11:10.280 --> 00:11:12.280]  是完完全全的一個Egyptian
[00:11:12.280 --> 00:11:13.280]  一個埃及人
[00:11:13.280 --> 00:11:15.280]  已經洗底了
[00:11:15.280 --> 00:11:16.280]  亞國家
[00:11:16.280 --> 00:11:17.280]  以色列人的身份
[00:11:17.280 --> 00:11:18.280]  希伯人的身份
[00:11:18.280 --> 00:11:20.280]  全部已經洗清了
[00:11:20.280 --> 00:11:22.280]  這個時候
[00:11:22.280 --> 00:11:25.280]  就是說以往上帝有的夢
[00:11:25.280 --> 00:11:27.280]  上帝有的計劃的彰顯
[00:11:27.280 --> 00:11:29.280]  似乎這個情況
[00:11:29.280 --> 00:11:30.280]  這個時間
[00:11:30.280 --> 00:11:33.280]  約瑟已經forget it
[00:11:33.280 --> 00:11:35.280]  已經沒有了
[00:11:35.280 --> 00:11:37.280]  但是故事當然不會是這樣
[00:11:37.280 --> 00:11:40.280]  希伯來聖經的narrator
[00:11:40.280 --> 00:11:41.280]  就告訴我發生什麼事
[00:11:41.280 --> 00:11:43.280]  就到42章
[00:11:43.280 --> 00:11:45.280]  42章你看到嗎
[00:11:45.280 --> 00:11:47.280]  就怎知道有饑荒發生
[00:11:47.280 --> 00:11:50.280]  饑荒發生
[00:11:50.280 --> 00:11:51.280]  有什麼
[00:11:51.280 --> 00:11:53.280]  去繼續推進上帝的計劃
[00:11:53.280 --> 00:11:55.280]  因為饑荒太大了
[00:11:55.280 --> 00:11:57.280]  影響不單止是埃及
[00:11:57.280 --> 00:11:59.280]  影響加南地
[00:11:59.280 --> 00:12:00.280]  加南地有誰
[00:12:00.280 --> 00:12:02.280]  就是約瑟的本家
[00:12:02.280 --> 00:12:05.280]  亞國和他那11個兒子
[00:12:05.280 --> 00:12:07.280]  還在那裡
[00:12:07.280 --> 00:12:09.280]  所以42章開始就交代
[00:12:09.280 --> 00:12:11.280]  他們要下去埃及
[00:12:11.280 --> 00:12:12.280]  去扔糧
[00:12:12.280 --> 00:12:14.280]  去拿糧
[00:12:14.280 --> 00:12:17.280]  亞國就說
[00:12:17.280 --> 00:12:19.280]  你10兄弟不如你們下去吧
[00:12:19.280 --> 00:12:22.280]  但是就減了便衙門
[00:12:22.280 --> 00:12:24.280]  就不要給便衙門去
[00:12:24.280 --> 00:12:26.280]  於是發生了很多事情之後
[00:12:26.280 --> 00:12:29.280]  在埃及一次扔糧的journey裡面
[00:12:29.280 --> 00:12:30.280]  結束的時候
[00:12:30.280 --> 00:12:35.280]  第二兒子西勉就被扣留在埃及
[00:12:35.280 --> 00:12:37.280]  然後43章就講到第二次
[00:12:37.280 --> 00:12:40.280]  他們下去埃及取糧
[00:12:40.280 --> 00:12:42.280]  我們試一試看第42章
[00:12:42.280 --> 00:12:45.280]  42章這裡我們只是outline地告訴你
[00:12:45.280 --> 00:12:47.280]  頭五節就講到亞國
[00:12:47.280 --> 00:12:48.280]  亞國就說
[00:12:48.280 --> 00:12:50.280]  大哥我們現在沒有東西吃
[00:12:50.280 --> 00:12:52.280]  我們快吃光我們的東西
[00:12:52.280 --> 00:12:55.280]  你們10兄弟可不可以下去埃及去扔糧呢
[00:12:55.280 --> 00:12:57.280]  不過就不要帶便衙門下去
[00:12:57.280 --> 00:12:58.280]  為什麼呢
[00:12:58.280 --> 00:13:00.280]  這裡經文有所交代
[00:13:00.280 --> 00:13:01.280]  42章第一節
[00:13:01.280 --> 00:13:03.280]  他見到埃及有糧
[00:13:03.280 --> 00:13:05.280]  加附亞國就說
[00:13:05.280 --> 00:13:06.280]  你們這班人在做什麼
[00:13:06.280 --> 00:13:08.280]  在彼此眼望
[00:13:08.280 --> 00:13:10.280]  我聽見埃及有糧
[00:13:10.280 --> 00:13:11.280]  你們不如下去吧
[00:13:11.280 --> 00:13:12.280]  於是第三節
[00:13:12.280 --> 00:13:15.280]  約瑟的10個哥哥
[00:13:15.280 --> 00:13:18.280]  10兄弟他們就下去埃及那裡買糧食
[00:13:18.280 --> 00:13:22.280]  至於約瑟的弟弟便衙門Benjamin
[00:13:22.280 --> 00:13:25.280]  亞國沒有派他和哥哥同去
[00:13:25.280 --> 00:13:26.280]  因為亞國心裡面說什麼
[00:13:26.280 --> 00:13:29.280]  恐怕他被遭害
[00:13:29.280 --> 00:13:31.280]  為什麼呢
[00:13:31.280 --> 00:13:36.280]  首先約瑟和Benjamin是同一個女人生的
[00:13:36.280 --> 00:13:37.280]  那個是誰
[00:13:37.280 --> 00:13:39.280]  是拉傑
[00:13:39.280 --> 00:13:41.280]  拉傑是誰
[00:13:41.280 --> 00:13:44.280]  是加附亞國最愛的女人
[00:13:44.280 --> 00:13:46.280]  這些大家族很多時候都很煩的
[00:13:46.280 --> 00:13:48.280]  這樣的關係
[00:13:48.280 --> 00:13:50.280]  但要知道就是
[00:13:50.280 --> 00:13:52.280]  約瑟是第十一兆
[00:13:52.280 --> 00:13:57.280]  拉傑是Benjamin最小的那個
[00:13:57.280 --> 00:14:00.280]  這兩個是他心肝寶貝
[00:14:00.280 --> 00:14:01.280]  所以他就說
[00:14:01.280 --> 00:14:03.280]  你們10個兄弟下去吧
[00:14:03.280 --> 00:14:04.280]  不要叫我最小的那個
[00:14:04.280 --> 00:14:06.280]  因為我最疼愛那個
[00:14:06.280 --> 00:14:08.280]  如果他再下去的話會變成怎樣
[00:14:08.280 --> 00:14:11.280]  他又怕好像
[00:14:11.280 --> 00:14:12.280]  開頭的時候
[00:14:12.280 --> 00:14:13.280]  約瑟就猜他去
[00:14:13.280 --> 00:14:14.280]  然後他遭害
[00:14:14.280 --> 00:14:16.280]  他以為他死歸了
[00:14:16.280 --> 00:14:19.280]  所以這次他保住這個拉傑
[00:14:19.280 --> 00:14:20.280]  然後叫這10個兄弟
[00:14:20.280 --> 00:14:21.280]  你們自己去吧
[00:14:21.280 --> 00:14:23.280]  這個是頭五節所交代的
[00:14:23.280 --> 00:14:25.280]  然後六節到十七節
[00:14:25.280 --> 00:14:27.280]  就說到這10個兄弟下去埃及的時候
[00:14:27.280 --> 00:14:29.280]  居然發生什麼事
[00:14:29.280 --> 00:14:31.280]  最詫異的地方
[00:14:31.280 --> 00:14:37.280]  就是他們和約瑟又重覆
[00:14:37.280 --> 00:14:40.280]  10個兄弟去到約瑟面前
[00:14:40.280 --> 00:14:42.280]  就向他下拜
[00:14:42.280 --> 00:14:43.280]  是約瑟
[00:14:43.280 --> 00:14:45.280]  因為約瑟已經是一個埃及人
[00:14:45.280 --> 00:14:47.280]  說的又是埃及話
[00:14:47.280 --> 00:14:48.280]  跟他們之間說話的
[00:14:48.280 --> 00:14:50.280]  又有一個傳譯官
[00:14:50.280 --> 00:14:51.280]  有一個翻譯的
[00:14:51.280 --> 00:14:53.280]  他又高高在上
[00:14:53.280 --> 00:14:54.280]  在寶座上面
[00:14:54.280 --> 00:14:57.280]  所以是約瑟認得那10個兄弟
[00:14:57.280 --> 00:14:59.280]  但10個兄弟就不認得他
[00:14:59.280 --> 00:15:01.280]  當這10個兄弟來到約瑟面前
[00:15:01.280 --> 00:15:02.280]  去下拜的時候
[00:15:02.280 --> 00:15:06.280]  約瑟在想起什麼
[00:15:06.280 --> 00:15:08.280]  他說忘記所有的東西
[00:15:08.280 --> 00:15:11.280]  但當10個兄弟向他下拜的時候
[00:15:11.280 --> 00:15:13.280]  他就想起開頭那兩個夢
[00:15:13.280 --> 00:15:15.280]  這個上帝一早啟示了
[00:15:15.280 --> 00:15:18.280]  說10個兄弟或亞國家
[00:15:18.280 --> 00:15:20.280]  會來求他
[00:15:20.280 --> 00:15:22.280]  叫他去救他
[00:15:22.280 --> 00:15:25.280]  但約瑟沒有表露他身份
[00:15:25.280 --> 00:15:29.280]  所以他就嚴格地去斥責他們
[00:15:29.280 --> 00:15:31.280]  然後指控這10個兄弟
[00:15:31.280 --> 00:15:34.280]  其實是迦南派來埃及的奸細
[00:15:34.280 --> 00:15:36.280]  是spies
[00:15:36.280 --> 00:15:38.280]  所以就需要求證
[00:15:38.280 --> 00:15:40.280]  他們到底是不是真的人
[00:15:40.280 --> 00:15:42.280]  結果說著說著就說了什麼
[00:15:42.280 --> 00:15:45.280]  就說問他們查家宅
[00:15:45.280 --> 00:15:47.280]  問這10個兄弟
[00:15:47.280 --> 00:15:49.280]  約瑟就問他們
[00:15:49.280 --> 00:15:50.280]  到底是什麼人
[00:15:50.280 --> 00:15:52.280]  然後你們是不是還有一個
[00:15:52.280 --> 00:15:56.280]  另外一個的弟弟
[00:15:56.280 --> 00:16:00.280]  這個就是第三段的情節
[00:16:00.280 --> 00:16:03.280]  約瑟就差派這些兄弟
[00:16:03.280 --> 00:16:05.280]  就說你們回去
[00:16:05.280 --> 00:16:07.280]  然後在對話裡面
