
[00:00:00.000 --> 00:00:02.040]   - Good morning, everyone.
[00:08:45.340 --> 00:08:49.380]   emotional health, spiritual life, spiritual health.
[00:08:49.380 --> 00:08:53.220]   If you do negative talk all the time, right?
[00:08:53.220 --> 00:08:58.220]   You will have the graph, have the line at the bottom.
[00:08:58.220 --> 00:09:03.800]   You will decline, or you will see zero changes in your life.
[00:09:03.800 --> 00:09:09.180]   But if you do tiny habit, 1%, for 365 days,
[00:09:09.180 --> 00:09:11.960]   you will see a lot of improvements.
[00:09:12.900 --> 00:09:15.420]   Now that makes me think of wisdom literature,
[00:09:15.420 --> 00:09:18.700]   because all this wisdom sayings in the Bible,
[00:09:18.700 --> 00:09:20.420]   especially in the book of Proverbs,
[00:09:20.420 --> 00:09:24.580]   are usually one verse with two sub-verses,
[00:09:24.580 --> 00:09:26.140]   two parallel statements.
[00:09:26.140 --> 00:09:29.300]   Some of the wisdom sayings are two verses
[00:09:29.300 --> 00:09:33.320]   with parallel statements, but they are repetitive.
[00:09:33.320 --> 00:09:36.780]   They are tiny little statement, little and often.
[00:09:36.780 --> 00:09:39.100]   That is the spirit right there.
[00:09:39.100 --> 00:09:42.340]   Proverbs 1.7, that's the beginning of book of Proverbs.
[00:09:42.340 --> 00:09:46.340]   The fear of the Lord is the beginning of knowledge,
[00:09:46.340 --> 00:09:50.940]   but fools despise wisdom and discipline.
[00:09:50.940 --> 00:09:55.320]   The fear of the Lord is the beginning, right?
[00:09:55.320 --> 00:09:57.140]   The beginning, remember the beginning part
[00:09:57.140 --> 00:10:00.340]   of the life change curve.
[00:10:00.340 --> 00:10:04.840]   It doesn't see a lot of improvement, right?
[00:10:04.840 --> 00:10:08.100]   At least in the beginning, but it's so important.
[00:10:08.100 --> 00:10:11.580]   Now Proverbs doesn't do big talk.
[00:10:11.580 --> 00:10:13.460]   He always do small talks.
[00:10:13.460 --> 00:10:16.640]   Talking about beginning here.
[00:10:16.640 --> 00:10:20.340]   Talking about you persist from the beginning,
[00:10:20.340 --> 00:10:23.860]   then you will see along the line, 1%,
[00:10:23.860 --> 00:10:28.860]   remember 365 days you see potential changes, right?
[00:10:28.860 --> 00:10:33.620]   Three, 30 some times changes.
[00:10:33.620 --> 00:10:38.580]   Now some of the couples who got married in this church
[00:10:38.580 --> 00:10:41.860]   went through the premarital counseling with me.
[00:10:41.860 --> 00:10:46.660]   And the premarital counseling, I have about 10 sessions,
[00:10:46.660 --> 00:10:49.140]   and I always end with this one.
[00:10:49.140 --> 00:10:53.020]   It's a book called Love List.
[00:10:53.020 --> 00:10:56.660]   Now this book, we read this book,
[00:10:56.660 --> 00:11:00.020]   my wife and I read this book in our 10th anniversary,
[00:11:00.020 --> 00:11:01.360]   some years ago, right?
[00:11:01.360 --> 00:11:04.880]   So we went on a short vacation and we pick a book
[00:11:04.880 --> 00:11:06.240]   and we read together, right?
[00:11:06.240 --> 00:11:07.340]   How romantic is that?
[00:11:07.860 --> 00:11:08.700]   (audience laughing)
[00:11:08.700 --> 00:11:09.940]   So we read the book together.
[00:11:09.940 --> 00:11:13.100]   It's a tiny, tiny book called Love List.
[00:11:13.100 --> 00:11:18.100]   And it's a very interesting book and it's very insightful.
[00:11:18.100 --> 00:11:21.540]   Because people always think that a great relationship
[00:11:21.540 --> 00:11:26.460]   requires a lot of energy, requires a lot of expectations.
[00:11:26.460 --> 00:11:29.500]   Right, you gotta set a very, very high standard.
[00:11:29.500 --> 00:11:31.340]   You gotta do tons of things
[00:11:31.340 --> 00:11:34.900]   in order to have a mature, good relationship.
[00:11:34.900 --> 00:11:36.840]   The book says no.
[00:11:36.840 --> 00:11:39.340]   It doesn't work that way.
[00:11:39.340 --> 00:11:41.700]   Have you think about it?
[00:11:41.700 --> 00:11:42.920]   Think about it.
[00:11:42.920 --> 00:11:44.340]   It doesn't work that way.
[00:11:44.340 --> 00:11:46.540]   A successful relationship, a good relationship,
[00:11:46.540 --> 00:11:48.860]   doesn't work that way.
[00:11:48.860 --> 00:11:53.060]   It works because there are tiny, daily habits
[00:11:53.060 --> 00:11:55.500]   the couples or the people in the relationship
[00:11:55.500 --> 00:11:57.340]   are committed to do.
[00:11:57.340 --> 00:11:59.180]   And everyone can do it.
[00:11:59.180 --> 00:12:02.680]   And at the end of the book it says,
[00:12:02.680 --> 00:12:04.900]   once a day you do two things.
[00:12:04.900 --> 00:12:07.320]   Once a week you do two things.
[00:12:07.320 --> 00:12:09.620]   Once in six months you do two things.
[00:12:09.620 --> 00:12:11.540]   Once in a year you do two things.
[00:12:11.540 --> 00:12:13.560]   How many things you have to do?
[00:12:13.560 --> 00:12:14.640]   Eight, right?
[00:12:14.640 --> 00:12:17.400]   Only eight things.
[00:12:17.400 --> 00:12:21.400]   And once a day it says take time to touch.
[00:12:21.400 --> 00:12:25.660]   So, like for the couple, you take time to touch.
[00:12:25.660 --> 00:12:28.000]   If only for a minute, right?
[00:12:28.000 --> 00:12:31.960]   So in my household we express the touch
[00:12:31.960 --> 00:12:33.880]   by patting on the head.
[00:12:34.860 --> 00:12:39.020]   So I pat on the head of my wife, of my children.
[00:12:39.020 --> 00:12:42.400]   Yeah, you know, don't attack me, okay?
[00:12:42.400 --> 00:12:44.140]   It's like a dog, right?
[00:12:44.140 --> 00:12:45.320]   It's kind of cute, right?
[00:12:45.320 --> 00:12:50.040]   So what I do every single day is that I take the time,
[00:12:50.040 --> 00:12:53.040]   whether she's doing dishes or whatever,
[00:12:53.040 --> 00:12:56.100]   I go over there and, you know,
[00:12:56.100 --> 00:12:59.100]   I give her a touch for one minute.
[00:12:59.100 --> 00:12:59.920]   That's it.
[00:13:01.280 --> 00:13:04.860]   The second thing I do daily is to find something
[00:13:04.860 --> 00:13:07.440]   that make us both laugh, right?
[00:13:07.440 --> 00:13:11.700]   Life is stressful.
[00:13:11.700 --> 00:13:13.980]   You want your family, you want your relationship
[00:13:13.980 --> 00:13:16.720]   to be joyful, then you have to find something
[00:13:16.720 --> 00:13:20.800]   every single day that make you both laugh, right?
[00:13:20.800 --> 00:13:23.620]   Now that's easy to do, right?
[00:13:23.620 --> 00:13:28.200]   Scrolling on the phone and I saw some TikTok video.
[00:13:28.200 --> 00:13:29.520]   It's hilarious.
[00:13:29.520 --> 00:13:31.080]   I show it to her, right?
[00:13:31.080 --> 00:13:33.260]   She doesn't laugh, I laugh, right?
[00:13:33.260 --> 00:13:34.820]   That's okay, right?
[00:13:34.820 --> 00:13:37.180]   And that's what we do every single day.
[00:13:37.180 --> 00:13:39.880]   Once a day, we do two habits.
[00:13:39.880 --> 00:13:43.900]   Now again, the essence is it's the tiny habit
[00:13:43.900 --> 00:13:47.400]   that can change a lot of different things.
[00:13:47.400 --> 00:13:51.660]   Little and often, that is the key.
[00:13:51.660 --> 00:13:55.160]   Some of you know that I took a PhD seminar
[00:13:55.160 --> 00:13:58.020]   the middle of this year.
[00:13:59.120 --> 00:14:02.100]   This is the toughest class I've ever had.
[00:14:02.100 --> 00:14:06.260]   Not only me, but other students taking the class with me.
[00:14:06.260 --> 00:14:09.880]   They all think this is the toughest class
[00:14:09.880 --> 00:14:11.620]   in the entire degree.
[00:14:11.620 --> 00:14:17.480]   The class is advanced Hebrew grammar.
[00:14:17.480 --> 00:14:20.360]   Sounds fun, right?
[00:14:20.360 --> 00:14:21.780]   Sounds really fun, right?
[00:14:21.780 --> 00:14:24.280]   Advanced Hebrew grammar, right?
[00:14:24.280 --> 00:14:28.460]   So in order to pass this class, you have to pass a test,
[00:14:28.460 --> 00:14:31.720]   which is a biblical Hebrew vocabulary test.
[00:14:31.720 --> 00:14:34.960]   And it tests you for 100 random words,
[00:14:34.960 --> 00:14:42.320]   any word that appears in the Bible more than 50 times.
[00:14:42.320 --> 00:14:43.280]   All right?
[00:14:43.280 --> 00:14:46.120]   And the test will pick some of the random words
[00:14:46.120 --> 00:14:48.560]   and then list them out in Hebrew,
[00:14:48.560 --> 00:14:51.300]   and then you have to give a translation in English.
[00:14:51.300 --> 00:14:53.800]   And in order to pass the exam,
[00:14:55.480 --> 00:14:57.820]   you have to get 87 over 100.
[00:14:57.820 --> 00:15:01.740]   87, it's not 50.
[00:15:01.740 --> 00:15:03.560]   I heard it wrong.
[00:15:03.560 --> 00:15:04.560]   No, it's 87.
[00:15:04.560 --> 00:15:08.100]   And half of our class failed.
[00:15:08.100 --> 00:15:11.680]   Half of our class succeeded.
[00:15:11.680 --> 00:15:14.020]   It was kind of scary, right?
[00:15:14.020 --> 00:15:19.660]   So before the class, I took about two months.
[00:15:19.660 --> 00:15:22.000]   Actually, I delayed my start.
[00:15:22.000 --> 00:15:25.460]   I end up like five weeks before the class, before the exam.
[00:15:25.460 --> 00:15:27.040]   So what did I do?
[00:15:27.040 --> 00:15:29.200]   I simply used my downtime.
[00:15:29.200 --> 00:15:34.520]   You watch TV, there's commercial, right?
[00:15:34.520 --> 00:15:36.120]   Three minutes or four minutes.
[00:15:36.120 --> 00:15:39.360]   And then I go into the vocabulary book,
[00:15:39.360 --> 00:15:42.840]   and then I try to memorize them, right?
[00:15:42.840 --> 00:15:45.200]   I try to connect them and try to memorize it.
[00:15:45.200 --> 00:15:48.840]   And then there's sometimes downtime, right?
[00:15:48.840 --> 00:15:51.060]   When we have conversations together.
[00:15:51.060 --> 00:15:54.120]   I'll scroll up, open the book in my phone,
[00:15:54.120 --> 00:15:57.320]   and then I'll review the vocabularies.
[00:15:57.320 --> 00:15:59.120]   And that's what I do.
[00:15:59.120 --> 00:16:00.480]   And there are some other students
[00:16:00.480 --> 00:16:05.180]   who try to cram all these words into their brain
[00:16:05.180 --> 00:16:08.400]   one night or two nights, right?
[00:16:08.400 --> 00:16:10.980]   It's not going to work, right?
[00:16:10.980 --> 00:16:13.040]   So I passed the class.
[00:16:13.040 --> 00:16:15.380]   I passed the vocabulary test.
[00:16:15.380 --> 00:16:16.220]   What did I do?
[00:16:16.220 --> 00:16:18.320]   I did nothing significant.
[00:16:18.320 --> 00:16:20.520]   It's little and often, right?
[00:16:20.520 --> 00:16:23.700]   Most of you who are students, this is what you do, right?
[00:16:23.700 --> 00:16:24.900]   This is what you do.
[00:16:24.900 --> 00:16:27.560]   I remember I took Chemistry 101.
[00:16:27.560 --> 00:16:32.620]   There were 10 exams in the entire semester.
[00:16:32.620 --> 00:16:36.020]   I failed the first one because I missed the exam day.
[00:16:36.020 --> 00:16:38.780]   I show up on class, it was an exam day.
[00:16:38.780 --> 00:16:40.520]   I had nothing in my brain.
[00:16:40.520 --> 00:16:43.240]   So I failed the first test.
[00:16:43.240 --> 00:16:46.040]   And there are nine more tests to go.
[00:16:46.040 --> 00:16:47.880]   And what did I do?
[00:16:47.880 --> 00:16:48.920]   I made up my mind.
[00:16:48.920 --> 00:16:53.080]   I commit myself to be successful in this course
[00:16:53.080 --> 00:16:54.840]   because I don't want to retake it, right?
[00:16:54.840 --> 00:16:56.900]   It's gonna cost a lot of money.
[00:16:56.900 --> 00:16:57.880]   So what did I do?
[00:16:57.880 --> 00:17:02.060]   Every single class, right after we are dismissed,
[00:17:02.060 --> 00:17:06.420]   I go to the library and I review for one hour, right?
[00:17:06.420 --> 00:17:09.160]   Now, so often we attempted to think,
[00:17:09.160 --> 00:17:11.020]   "Okay, maybe we should go home, right?
[00:17:11.020 --> 00:17:14.240]   "If I go home, I get four hours to study, right?
[00:17:14.240 --> 00:17:16.240]   "And do you want four hours to study
[00:17:16.240 --> 00:17:17.400]   "or one hour to study?"
[00:17:17.400 --> 00:17:20.720]   Of course you want four hours, right?
[00:17:20.720 --> 00:17:23.680]   But what I did was I go to the library
[00:17:23.680 --> 00:17:27.720]   right after the class, while the material is still fresh,
[00:17:27.720 --> 00:17:31.040]   I'll review it only for one hour or so.
[00:17:31.040 --> 00:17:32.760]   And then I'll go home.
[00:17:32.760 --> 00:17:37.140]   And then I ace every single test, all nine of them.
[00:17:37.140 --> 00:17:40.040]   And then I got an A at the end.
[00:17:40.040 --> 00:17:44.960]   Again, it's the tiny changes, insignificant habits
[00:17:44.960 --> 00:17:48.460]   that would pave the path for fruitfulness.
[00:17:48.460 --> 00:17:53.780]   This is what we do for spiritual life as well, right?
[00:17:53.780 --> 00:17:57.340]   Proverbs 9, 10, "The fear of the Lord
[00:17:57.340 --> 00:17:58.880]   "is the beginning of wisdom.
[00:17:58.880 --> 00:18:02.400]   "Knowledge of the Holy One is understanding."
[00:18:02.400 --> 00:18:03.980]   You see the parallels here?
[00:18:03.980 --> 00:18:06.060]   What is the fear of the Lord?
[00:18:06.060 --> 00:18:09.100]   The fear of the Lord is that you fear God
[00:18:09.100 --> 00:18:12.120]   and you relate to God in a proper way.
[00:18:12.120 --> 00:18:15.400]   And that is the real knowledge of the Holy One.
[00:18:15.400 --> 00:18:19.760]   You know God and you fear Him and you are related to Him,
[00:18:19.760 --> 00:18:23.680]   you have a right relationship with God, your Creator.
[00:18:23.680 --> 00:18:26.600]   That is the foundation of small things.
[00:18:26.600 --> 00:18:29.680]   Small habits will go a long way.
[00:18:29.680 --> 00:18:32.160]   Now I want to test you.
[00:18:32.160 --> 00:18:34.500]   How many of you do push-ups?
[00:18:34.500 --> 00:18:37.480]   How many of you?
[00:18:37.480 --> 00:18:38.920]   How many push-ups can you do?
[00:18:41.080 --> 00:18:41.920]   How many?
[00:18:41.920 --> 00:18:42.960]   25?
[00:18:42.960 --> 00:18:45.220]   I do 40 push-ups every single day.
[00:18:45.220 --> 00:18:48.840]   It's not much.
[00:18:48.840 --> 00:18:52.080]   How did I begin?
[00:18:52.080 --> 00:18:54.200]   I begin with 10, right?
[00:18:54.200 --> 00:18:59.200]   And I add one the next day, I add five next week, right?
[00:18:59.200 --> 00:19:03.840]   And now I do 40 push-ups every single day, right?
[00:19:03.840 --> 00:19:07.500]   It's just my way to strengthen myself.
[00:19:07.500 --> 00:19:09.080]   How about plank?
[00:19:09.080 --> 00:19:10.740]   How many of you do plank?
[00:19:11.740 --> 00:19:12.940]   And how long do you do?
[00:19:12.940 --> 00:19:17.180]   I do four minute plank every single day.
[00:19:17.180 --> 00:19:19.500]   How did I start?
[00:19:19.500 --> 00:19:21.740]   I start one minute, right?
[00:19:21.740 --> 00:19:25.420]   And then one minute and 15 second, one minute and 30 second,
[00:19:25.420 --> 00:19:28.020]   two minute, three minute, and four minute, right?
[00:19:28.020 --> 00:19:31.860]   And my goal next year is five minutes, right?
[00:19:31.860 --> 00:19:32.980]   Now how do we do that?
[00:19:32.980 --> 00:19:36.500]   Small, tiny habit of 1% power.
[00:19:37.780 --> 00:19:40.940]   This goes the same way for our Bible reading
[00:19:40.940 --> 00:19:44.640]   and our daily prayer life, right?
[00:19:44.640 --> 00:19:48.300]   It doesn't have to be huge, significant change.
[00:19:48.300 --> 00:19:53.080]   It's not a massive action that God is calling for.
[00:19:53.080 --> 00:19:57.300]   It's just tiny, little habit that will change you,
[00:19:57.300 --> 00:20:00.180]   that will effect life changes.
[00:20:00.180 --> 00:20:02.460]   So 1% power, that's the first principle.
[00:20:02.460 --> 00:20:04.140]   The second principle is incentives
[00:20:04.140 --> 00:20:06.380]   and this incentive are effective.
[00:20:07.660 --> 00:20:09.780]   The behavioral psychologists find out
[00:20:09.780 --> 00:20:14.340]   if there's pain involved, if there's suffering involved,
[00:20:14.340 --> 00:20:17.060]   people are more likely to follow through,
[00:20:17.060 --> 00:20:18.940]   especially financial pain.
[00:20:18.940 --> 00:20:23.540]   That's why people pay money to go to gym, right?
[00:20:23.540 --> 00:20:28.900]   That's why you go to exercise class and you pay, right?
[00:20:28.900 --> 00:20:31.620]   After you pay the amount,
[00:20:31.620 --> 00:20:34.740]   there's more likelihood for you to go.
[00:20:34.740 --> 00:20:38.620]   The more likelihood you keep on doing physical exercise.
[00:20:38.620 --> 00:20:42.860]   When money is involved, the psychologist tells us
[00:20:42.860 --> 00:20:46.700]   your chances of success increase by three times.
[00:20:46.700 --> 00:20:50.940]   You pay to go to school, right?
[00:20:50.940 --> 00:20:56.580]   You better go to school because you pay for it, right?
[00:20:56.580 --> 00:21:01.420]   There's a website called stick.com
[00:21:01.420 --> 00:21:03.620]   and you sign up, you set up your goal
[00:21:03.620 --> 00:21:07.060]   and it will ask you to pay money
[00:21:07.060 --> 00:21:12.860]   to something that you hate, like an anti-charity, right?
