
[00:00:00.000 --> 00:00:04.480]  其實港福之谷是怎麼開始的呢?
[00:02:31.200 --> 00:02:33.200]  在這個角度我是在Gordon的角度工作的
[00:02:33.200 --> 00:02:35.200]  Tony可能做了很多事情
[00:02:35.200 --> 00:02:41.880]  其實我自己也是在信任白宣文
[00:02:41.880 --> 00:02:44.880]  因為結束之後
[00:02:44.880 --> 00:02:46.880]  我心裡也覺得
[00:02:46.880 --> 00:02:49.880]  其實真的需要一個平台
[00:02:49.880 --> 00:02:53.880]  起碼一方面能夠將不同的
[00:02:53.880 --> 00:02:55.880]  關於基督教的資訊
[00:02:55.880 --> 00:02:58.880]  廣東話的基督教資訊能夠帶出來
[00:02:58.880 --> 00:03:01.880]  二來我更加想也希望
[00:03:01.880 --> 00:03:04.880]  這個平台能夠成為一個
[00:03:04.880 --> 00:03:13.880]  一個保存一些香港的基督教信仰文化優越的地方
[00:03:13.880 --> 00:03:15.880]  這個也是我當初的思想
[00:03:15.880 --> 00:03:17.880]  所以當Daniel和我談的時候
[00:03:17.880 --> 00:03:20.880]  最後原本是想做顧問的
[00:03:20.880 --> 00:03:25.880]  顧問在談的時候就知道有需要
[00:03:25.880 --> 00:03:29.880]  最後就臨危受面的組成了一個董事會
[00:03:29.880 --> 00:03:31.880]  我就是董事會的主席
[00:03:31.880 --> 00:03:33.880]  其實我隨時都願意交出來的
[00:03:33.880 --> 00:03:35.880]  你做的事情最多了
[00:03:35.880 --> 00:03:39.880]  Marsha也是我們其中一個董事
[00:03:39.880 --> 00:03:48.880]  我現在做的事情就是幫港豐支局和總幹事一起合作
[00:03:48.880 --> 00:03:52.880]  其實日常的工作是有限的
[00:03:52.880 --> 00:03:56.880]  而我自己其實是設好一個平台
[00:03:56.880 --> 00:03:58.880]  以及設好一個比較清晰的方向
[00:03:58.880 --> 00:04:02.880]  以至港豐支局前面的路怎麼走
[00:04:02.880 --> 00:04:04.880]  然後行政總裁給我們意見
[00:04:04.880 --> 00:04:06.880]  甚至是接著
[00:04:06.880 --> 00:04:09.880]  某些時候是比較大層面的
[00:04:09.880 --> 00:04:18.880]  也會盡量幫忙推動這個工作
[00:04:18.880 --> 00:04:23.880]  我很欣賞大家做很多背後的事情
[00:04:23.880 --> 00:04:28.880]  大家要知道開一個平台
[00:04:28.880 --> 00:04:31.880]  其實背後有很多事情要做
[00:04:31.880 --> 00:04:35.880]  只是聯絡一些人已經是一個全職工作
[00:04:35.880 --> 00:04:39.880]  我們現在聯絡的還不只是自己教會的人
[00:04:39.880 --> 00:04:41.880]  不只是自己城市
[00:04:41.880 --> 00:04:42.880]  是全球的
[00:04:42.880 --> 00:04:45.880]  當然我們聯絡過一些人
[00:04:45.880 --> 00:04:49.880]  那些人可能不便去到公開身份
[00:04:49.880 --> 00:04:52.880]  我們也知道那個氣氛
[00:04:52.880 --> 00:04:54.880]  無論是政治社會等等
[00:04:54.880 --> 00:04:55.880]  可能他們不是很方便
[00:04:55.880 --> 00:04:57.880]  我們絕對了解
[00:04:57.880 --> 00:05:00.880]  當然大家要知道
[00:05:00.880 --> 00:05:03.880]  設置一件事情是需要很多很多時間
[00:05:03.880 --> 00:05:09.880]  不是一件事最理想做到的就一定做到
[00:05:09.880 --> 00:05:13.880]  但我最欣賞大家先把這件事踢掉
[00:05:13.880 --> 00:05:16.880]  同意Mark Sir所說
[00:05:16.880 --> 00:05:21.880]  當我們找一些董事或各方面需要的人的時候
[00:05:21.880 --> 00:05:25.880]  當然我們想各個範疇都有
[00:05:25.880 --> 00:05:26.880]  什麼人都有
[00:05:26.880 --> 00:05:27.880]  我們都很希望
[00:05:27.880 --> 00:05:32.880]  但如果我們量度好才開發
[00:05:32.880 --> 00:05:35.880]  我們都怕那個就已經
[00:05:35.880 --> 00:05:37.880]  可能是安息主懷
[00:05:37.880 --> 00:05:38.880]  我不敢說是安息主懷
[00:05:38.880 --> 00:05:41.880]  不過可能氛圍又不同了
[00:05:41.880 --> 00:05:43.880]  所以永遠開始
[00:05:43.880 --> 00:05:44.880]  我經常說永遠開始
[00:05:44.880 --> 00:05:48.880]  先開始然後再內部修改或調節
[00:05:48.880 --> 00:05:49.880]  做得好一點
[00:05:49.880 --> 00:05:53.880]  所以我想其實我們很清楚
[00:05:53.880 --> 00:05:55.880]  我們知道裡面有很多限制
[00:05:55.880 --> 00:05:58.880]  或者有很多地方可以改善
[00:05:58.880 --> 00:06:00.880]  我們都在聽意見
[00:06:00.880 --> 00:06:04.880]  但我經常有這個想法
[00:06:04.880 --> 00:06:07.880]  我情願有一個不斷修改的論壇
[00:06:07.880 --> 00:06:09.880]  可以讓大家繼續發表
[00:06:09.880 --> 00:06:13.880]  總比我們一直都要自我完善
[00:06:13.880 --> 00:06:15.880]  但大家沒有了論壇
[00:06:15.880 --> 00:06:18.880]  到我們做好的時候已經沒有了空間
[00:06:18.880 --> 00:06:22.880]  我覺得就走失了時機
[00:06:22.880 --> 00:06:25.880]  我也說一下
[00:06:25.880 --> 00:06:27.880]  我也是小角色
[00:06:27.880 --> 00:06:30.880]  每個人都是小角色
[00:06:30.880 --> 00:06:33.880]  我的名字叫顧問
[00:06:33.880 --> 00:06:35.880]  說起來好像很誇張
[00:06:35.880 --> 00:06:39.880]  其實我們剛才都說了
[00:06:39.880 --> 00:06:43.880]  角色有什麼職責和做什麼
[00:06:43.880 --> 00:06:44.880]  其實很簡單
[00:06:44.880 --> 00:06:46.880]  我沒什麼時間有什麼貢獻
[00:06:46.880 --> 00:06:48.880]  所以變成顧問
[00:06:48.880 --> 00:06:49.880]  為什麼變成顧問
[00:06:49.880 --> 00:06:54.880]  可以叫做僅有的角色
[00:06:54.880 --> 00:06:57.880]  可以願意公開身份
[00:06:57.880 --> 00:06:59.880]  其實都很重要
[00:06:59.880 --> 00:07:03.880]  所以我希望可以貢獻多一點
[00:07:03.880 --> 00:07:05.880]  因為其中一個
[00:07:05.880 --> 00:07:08.880]  其實大家都忙的
[00:07:08.880 --> 00:07:09.880]  我也忙的
[00:07:09.880 --> 00:07:14.880]  但是因為港風之谷是用討論區來做
[00:07:14.880 --> 00:07:16.880]  我就不玩討論區的
[00:07:16.880 --> 00:07:17.880]  老實說
[00:07:17.880 --> 00:07:19.880]  所以我對這件事是非常不熟悉
[00:07:19.880 --> 00:07:23.880]  所以我在參與方面
[00:07:23.880 --> 00:07:26.880]  最初我真的不知道發生什麼事
[00:07:26.880 --> 00:07:29.880]  我只知道可以有些延續
[00:07:29.880 --> 00:07:35.880]  我想討論到我們搞一個討論區
[00:07:35.880 --> 00:07:37.880]  其實有些人覺得有點老派
[00:07:37.880 --> 00:07:40.880]  怎樣可以幫到這件事
[00:07:40.880 --> 00:07:44.880]  可能保留信用百川的精神
[00:07:44.880 --> 00:07:48.880]  但是也可能是改善我們剛才所說的
[00:07:48.880 --> 00:07:50.880]  不太好的網路風氣
[00:07:50.880 --> 00:07:54.880]  大家可不可以分享一下這方面
[00:07:54.880 --> 00:07:56.880]  剛才Tony提過一點
[00:07:56.880 --> 00:08:00.880]  以往百川可以做到的就是發表文章
[00:08:00.880 --> 00:08:02.880]  發表一些資源等等
[00:08:02.880 --> 00:08:07.880]  但是平台的性質不是互動性
[00:08:07.880 --> 00:08:09.880]  也不鼓勵任何互動性
[00:08:09.880 --> 00:08:11.880]  所以剛才我們也說過
[00:08:11.880 --> 00:08:13.880]  以前百川的文章
[00:08:13.880 --> 00:08:14.880]  多多點擊也好
[00:08:14.880 --> 00:08:15.880]  多多人看也好
[00:08:15.880 --> 00:08:18.880]  變成互動性減少了
[00:08:18.880 --> 00:08:21.880]  意見未必是作者能夠找到
[00:08:21.880 --> 00:08:26.880]  很多時候討論的平台就變成了社交媒體
[00:08:26.880 --> 00:08:28.880]  Facebook或其他地方
[00:08:28.880 --> 00:08:31.880]  他們發佈在自己的群組
[00:08:31.880 --> 00:08:33.880]  他們就可以討論等等
[00:08:33.880 --> 00:08:37.880]  所以我想這個廣峰的討論區
[00:08:37.880 --> 00:08:42.880]  不單止可以搜集到這些資源
[00:08:42.880 --> 00:08:44.880]  拿回這些文化
[00:08:44.880 --> 00:08:46.880]  文章等等
[00:08:46.880 --> 00:08:50.880]  那些互動的意見也可以放在裡面
[00:08:50.880 --> 00:08:55.880]  希望能夠成為一個更加寶貴的寶庫
[00:08:55.880 --> 00:09:03.880]  其實現在我們只是利用一個討論區的平台
[00:09:03.880 --> 00:09:08.880]  來做以前百川發表文章的工具
[00:09:08.880 --> 00:09:13.880]  但是在這方面就更加加強了討論的功能
[00:09:13.880 --> 00:09:17.880]  因為我們現在的創辦人可以一樣發表文章
[00:09:17.880 --> 00:09:20.880]  在公眾的地方
[00:09:20.880 --> 00:09:25.880]  我覺得暫時的樣子就沒有上百川那麼帥
[00:09:25.880 --> 00:09:27.880]  不過看看遲些能不能弄得更好
[00:09:27.880 --> 00:09:30.880]  但是剛才Mark Sir和Tony也說過
[00:09:30.880 --> 00:09:34.880]  發表了文章之後上百川的回應是比較弱的
[00:09:34.880 --> 00:09:35.880]  功能比較弱
[00:09:35.880 --> 00:09:37.880]  所以在Facebook也做了
[00:09:37.880 --> 00:09:38.880]  而Facebook是做得到的
[00:09:38.880 --> 00:09:42.880]  不過問題就是Facebook有很多限制是我們控制不了的
[00:09:42.880 --> 00:09:47.880]  它的algorithm或者將來會怎樣刪人
[00:09:47.880 --> 00:09:49.880]  那些是比較難控制的
[00:09:49.880 --> 00:09:53.880]  我們希望可以將討論搬回自己的平台裡面
[00:09:53.880 --> 00:09:56.880]  就可以給我們多一點互動
[00:09:56.880 --> 00:09:59.880]  以及不受Facebook的限制
[00:09:59.880 --> 00:10:02.880]  還有對一個組的對比
[00:10:02.880 --> 00:10:08.880]  相信我們當中也有不少人參與在其中
[00:10:08.880 --> 00:10:11.880]  但是也可能會有人有一個感覺
[00:10:11.880 --> 00:10:13.880]  是一種感覺而不是真實的
[00:10:13.880 --> 00:10:15.880]  有時候是憑感覺行事
[00:10:15.880 --> 00:10:19.880]  有一種感覺就是你們是不是在玩泥沙
[00:10:19.880 --> 00:10:23.880]  在亂吹一輪就算了
[00:10:23.880 --> 00:10:25.880]  自己為之為為
[00:10:25.880 --> 00:10:29.880]  但我想其實設計了這個論壇區
[00:10:29.880 --> 00:10:31.880]  第一你不能為之為為
[00:10:31.880 --> 00:10:34.880]  因為你進來就可以給意見
[00:10:34.880 --> 00:10:36.880]  發表你的一些想法
[00:10:36.880 --> 00:10:38.880]  但某程度上是要控制的
[00:10:38.880 --> 00:10:39.880]  你可以有意見
[00:10:39.880 --> 00:10:41.880]  當然有些規矩要守
[00:10:41.880 --> 00:10:43.880]  這就是另一方面要幫助
[00:10:43.880 --> 00:10:45.880]  我們也要學習在過程中
[00:10:45.880 --> 00:10:52.880]  可以有禮貌地或者是可以很有 Courteous 底下去作討論
[00:10:52.880 --> 00:10:54.880]  另外為什麼會有一堆顧問
[00:10:54.880 --> 00:10:55.880]  有些人有時候會想
[00:10:55.880 --> 00:10:58.880]  你們是不是又玩小龍基因
[00:10:58.880 --> 00:11:02.880]  或者是玩一些大腦主義
[00:11:02.880 --> 00:11:03.880]  其實我絕對不是
[00:11:03.880 --> 00:11:06.880]  因為有一些顧問的原因
[00:11:06.880 --> 00:11:12.880]  正是想讓進來看到網站的朋友們
[00:11:12.880 --> 00:11:13.880]  尤其是基督徒
[00:11:13.880 --> 00:11:17.880]  不論你是基督新教、天主教或者是東正教
[00:11:17.880 --> 00:11:19.880]  基督宗教的大圈子
[00:11:19.880 --> 00:11:25.880]  起碼知道這個網站其實有一班有信仰的目者
[00:11:25.880 --> 00:11:28.880]  是 endorse 我用了一個字
[00:11:28.880 --> 00:11:33.880]  變成某程度上
[00:11:33.880 --> 00:11:39.880]  其實這個 endorsement 不是來控制論壇的討論
[00:11:39.880 --> 00:11:42.880]  其實相反你告訴進來的論壇
[00:11:42.880 --> 00:11:45.880]  這是一班有目者支持的論壇
[00:11:45.880 --> 00:11:46.880]  大家在網上看到
[00:11:46.880 --> 00:11:48.880]  其實網上有很多異端論壇
[00:11:48.880 --> 00:11:50.880]  掛著基督教的名字
[00:11:50.880 --> 00:11:52.880]  一上去看
[00:11:52.880 --> 00:11:55.880]  其實你真的不知道它是什麼料子
[00:11:55.880 --> 00:11:58.880]  某異端大家都很熟悉
[00:11:58.880 --> 00:11:59.880]  不說它的名字
[00:11:59.880 --> 00:12:00.880]  不幫它做廣告
[00:12:00.880 --> 00:12:03.880]  我有一次是上網找一些見證
[00:12:03.880 --> 00:12:05.880]  打基督教見證
[00:12:05.880 --> 00:12:09.880]  一看裡面起碼有三、四成是某一個異端
[00:12:09.880 --> 00:12:12.880]  對於某些人來說其實都是一個擔心
[00:12:12.880 --> 00:12:15.880]  我想這班顧問其實都有一個作用
[00:12:15.880 --> 00:12:17.880]  就是他們是
[00:12:17.880 --> 00:12:22.880]  你可以說是起碼這個網站的設計裡面
[00:12:22.880 --> 00:12:24.880]  我們是一班有信仰的人
[00:12:24.880 --> 00:12:26.880]  當然討論的內容我們是開放
[00:12:26.880 --> 00:12:30.880]  給不同人有一定他們自己的看法
[00:12:30.880 --> 00:12:31.880]  我們是有一個開放的心
[00:12:31.880 --> 00:12:36.880]  起碼那個核心都是一班
[00:12:36.880 --> 00:12:38.880]  起碼不是一定是目者
[00:12:38.880 --> 00:12:41.880]  其實是一班有肯定的信仰
[00:12:41.880 --> 00:12:44.880]  大家出來做這件事
[00:12:44.880 --> 00:12:47.880]  同一時間因為知道各種氛圍的緣故
[00:12:47.880 --> 00:12:49.880]  我們有一些服事的人
[00:12:49.880 --> 00:12:52.880]  各種原因是比較需要低調服事
[00:12:52.880 --> 00:12:53.880]  我們都有這樣的空間
[00:12:53.880 --> 00:12:57.880]  其實正正可能跟某些人說
[00:12:57.880 --> 00:12:59.880]  是不是大佬文化就剛剛相反
[00:12:59.880 --> 00:13:02.880]  其他有沒有補充?
[00:13:02.880 --> 00:13:05.880]  關於我們廣風之谷的討論區
[00:13:05.880 --> 00:13:07.880]  比如怎樣加入
[00:13:07.880 --> 00:13:11.880]  怎樣讓弟兄姊妹知道
[00:13:11.880 --> 00:13:15.880]  加入就很簡單
[00:13:15.880 --> 00:13:17.880]  你去我們的網站
[00:13:17.880 --> 00:13:19.880]  可以在Facebook裡面按連結
[00:13:19.880 --> 00:13:21.880]  或者直接去網站
[00:13:21.880 --> 00:13:24.880]  就是hkchristians.world
[00:13:24.880 --> 00:13:27.880]  這樣就會去到網站
[00:13:27.880 --> 00:13:29.880]  再點進去就可以進入討論區
[00:13:29.880 --> 00:13:30.880]  你要註冊
[00:13:30.880 --> 00:13:33.880]  但這些是差不多所有網絡上的
[00:13:33.880 --> 00:13:35.880]  都很標準的做法
[00:13:35.880 --> 00:13:36.880]  加入之後
[00:13:36.880 --> 00:13:39.880]  你就可以發表你的文章
[00:13:39.880 --> 00:13:41.880]  或者發表你的評論
[00:13:41.880 --> 00:13:43.880]  暫時來說
[00:13:43.880 --> 00:13:45.880]  我們有一個是公開原地的
[00:13:45.880 --> 00:13:48.880]  公開原地因為人人都可以看
[00:13:48.880 --> 00:13:50.880]  我們就比較上是限制了
[00:13:50.880 --> 00:13:53.880]  不是每個人都可以在公開原地發表文章
[00:13:53.880 --> 00:13:56.880]  你需要在討論區裡面發表文章
[00:13:56.880 --> 00:14:00.880]  如果你覺得那篇文章是想公開發表的
[00:14:00.880 --> 00:14:04.880]  你可以跟我們任何一個版主
[00:14:04.880 --> 00:14:06.880]  或者任何一個管理員聯絡
[00:14:06.880 --> 00:14:08.880]  我們就可以將文章搬過去
[00:14:08.880 --> 00:14:11.880]  我們信仰百川以前的作者
[00:14:11.880 --> 00:14:14.880]  我們很多時候已經設定了
[00:14:14.880 --> 00:14:16.880]  一個自動發表的權利
[00:14:16.880 --> 00:14:19.880]  他就可以在公開原地繼續發表文章
[00:14:19.880 --> 00:14:25.880]  就不需要再經過其他人幫他搬過去了
[00:14:25.880 --> 00:14:27.880]  好處就是
[00:14:27.880 --> 00:14:30.880]  每一個想發表的人都有一個渠道
[00:14:30.880 --> 00:14:33.880]  以前信仰百川如果你想加入的話
[00:14:33.880 --> 00:14:38.880]  他不邀請你比較難找到誰去聯絡
[00:14:38.880 --> 00:14:40.880]  除非你已經認識幾個人
[00:14:40.880 --> 00:14:42.880]  他就跟你接觸這樣你可以加入
[00:14:42.880 --> 00:14:45.880]  但是現在反而加入的渠道是簡單一點的
[00:14:45.880 --> 00:14:47.880]  如果你是一個新手的話
[00:14:47.880 --> 00:14:49.880]  如果你現在是信仰百川的作者
[00:14:49.880 --> 00:14:50.880]  應該沒有問題的
[00:14:50.880 --> 00:14:53.880]  應該你可以馬上繼續發表的了
[00:14:53.880 --> 00:14:59.880]  我們都好像會將一些舊的文章發表出來
[00:14:59.880 --> 00:15:02.880]  因為那時候突然
[00:15:02.880 --> 00:15:06.880]  完了信仰百川很多人很可惜
[00:15:06.880 --> 00:15:08.880]  找不回那些文章
[00:15:08.880 --> 00:15:11.880]  其實我們都是有這樣的想法的
[00:15:11.880 --> 00:15:13.880]  當然就要看那個作者
[00:15:13.880 --> 00:15:15.880]  自己決定
[00:15:15.880 --> 00:15:19.880]  但是就算澳洲這邊也有人馬上說
[00:15:19.880 --> 00:15:20.880]  很可惜啊
[00:15:20.880 --> 00:15:23.880]  很想找回那些文章
[00:15:23.880 --> 00:15:26.880]  我想會有相當的數量的作者
[00:15:26.880 --> 00:15:30.880]  和他們的文章會按次發表出來
[00:15:30.880 --> 00:15:34.880]  我相信這個也是可以服務到我們以前的目的
[00:15:34.880 --> 00:15:35.880]  剛才說了很多
[00:15:35.880 --> 00:15:38.880]  最後還有沒有一些補充
[00:15:38.880 --> 00:15:41.880]  或者在這個題目裡面分享的呢
[00:15:42.880 --> 00:15:44.880]  我想我一樣
[00:15:44.880 --> 00:15:45.880]  作為董事會主席
[00:15:45.880 --> 00:15:47.880]  其實就是一個呼籲
[00:15:47.880 --> 00:15:52.880]  如果你是一直支持開信仰百川的朋友們
[00:15:52.880 --> 00:15:56.880]  我也希望你嘗試給自己一個機會
[00:15:56.880 --> 00:15:59.880]  走進這個新的論壇看一看
[00:15:59.880 --> 00:16:01.880]  看看自己會不會繼續在這裡參與
[00:16:01.880 --> 00:16:03.880]  如果你覺得這個挺好的
[00:16:03.880 --> 00:16:05.880]  也值得我們支持的話
[00:16:05.880 --> 00:16:06.880]  我也很鼓勵你
[00:16:06.880 --> 00:16:11.880]  希望將剛才Gordon所說的網址
[00:16:11.880 --> 00:16:15.880]  和你身邊的朋友弟妹姐妹再去推介
[00:16:15.880 --> 00:16:22.880]  也很想和其他的廣東話
[00:16:22.880 --> 00:16:27.880]  或者中文的教育圖的網站的領袖們說說
[00:16:27.880 --> 00:16:29.880]  這是一個新的時空
[00:16:29.880 --> 00:16:31.880]  希望大家彼此鼓勵
[00:16:31.880 --> 00:16:33.880]  也歡迎你們來看
[00:16:33.880 --> 00:16:35.880]  給一些意見
[00:16:35.880 --> 00:16:39.880]  還有這個新的論壇
[00:16:39.880 --> 00:16:41.880]  希望大家進來看的時候
[00:16:41.880 --> 00:16:42.880]  已經註冊了
[00:16:42.880 --> 00:16:43.880]  可以發表
[00:16:43.880 --> 00:16:44.880]  還有大家知道
[00:16:44.880 --> 00:16:49.880]  我們希望功能和作用
[00:16:49.880 --> 00:16:51.880]  比以前更加enrich
[00:16:51.880 --> 00:16:56.880]  不會take away了以前的作用
[00:16:56.880 --> 00:16:59.880]  更加會加上一個互動性
[00:16:59.880 --> 00:17:01.880]  我們希望這個平台
[00:17:01.880 --> 00:17:03.880]  能夠儲存一些好的資料
[00:17:03.880 --> 00:17:07.880]  並且大家可以有更加健康的
[00:17:07.880 --> 00:17:09.880]  建設性的一些對話
[00:17:09.880 --> 00:17:15.880]  我鼓勵我們現在在看的
[00:17:15.880 --> 00:17:19.880]  Tube的所有的弟妹姐妹朋友
[00:17:19.880 --> 00:17:21.880]  多點去visit
[00:17:21.880 --> 00:17:24.880]  剛才我說我對討論區這件事很不熟悉
[00:17:24.880 --> 00:17:27.880]  我後來也很忙
[00:17:27.880 --> 00:17:30.880]  他們做了很多很努力的事之後
[00:17:30.880 --> 00:17:32.880]  我就進去看了
[00:17:32.880 --> 00:17:34.880]  我發覺也很user-friendly
[00:17:34.880 --> 00:17:36.880]  也不難用
[00:17:36.880 --> 00:17:38.880]  真的好像剛才所說
[00:17:38.880 --> 00:17:41.880]  可能現在版面還不是最好
[00:17:41.880 --> 00:17:44.880]  但是他真的可以serve到
[00:17:44.880 --> 00:17:45.880]  以前的purpose之外
[00:17:45.880 --> 00:17:48.880]  更加是一個加強版
[00:17:48.880 --> 00:17:51.880]  我們更加不單想加強版
[00:17:51.880 --> 00:17:54.880]  是一個相同的網路文化
[00:17:54.880 --> 00:17:57.880]  透過我們這個討論的平台
[00:17:57.880 --> 00:18:00.880]  健康一點去發展
[00:18:00.880 --> 00:18:04.880]  所以大家為這件事去祈禱和參與
[00:18:04.880 --> 00:18:06.880]  不如這樣吧
[00:18:06.880 --> 00:18:09.880]  我們也談到剛剛八個字
[00:18:09.880 --> 00:18:11.880]  到這裡為止
[00:18:11.880 --> 00:18:14.880]  多謝Mark Sir 城會網台
[00:18:14.880 --> 00:18:16.880]  多謝Tony 多謝Gordon
[00:18:16.880 --> 00:18:20.880]  有機會大家也可以給一些意見
[00:18:20.880 --> 00:18:23.880]  或者在我們YouTube留言
[00:18:23.880 --> 00:18:26.880]  或者上去討論區說說話也可以
[00:18:26.880 --> 00:18:28.880]  為了這條片
[00:18:28.880 --> 00:18:33.160]  好,謝謝大家,到此為止了,拜拜

