
[00:00:00.000 --> 00:00:04.540]  我們繼續處理這個《獵王機殤》
[00:01:36.020 --> 00:01:39.020]  加密山就是以色列的海岸
[00:01:39.020 --> 00:01:41.020]  一直由南至北上去
[00:01:41.020 --> 00:01:43.020]  就有一個這樣的章在那裡
[00:01:43.020 --> 00:01:45.020]  加密山不是一個山
[00:01:45.020 --> 00:01:47.020]  加密山是一個山脈
[00:01:47.020 --> 00:01:50.020]  或者一個山區
[00:01:50.020 --> 00:01:52.020]  一個山地帶
[00:01:52.020 --> 00:01:55.020]  這個就是在以色列的北角
[00:01:55.020 --> 00:01:59.020]  就是薩瑪利亞的京城
[00:01:59.020 --> 00:02:01.020]  一直上去的時候
[00:02:01.020 --> 00:02:03.020]  一直向左上角
[00:02:03.020 --> 00:02:05.020]  伸展到海的
[00:02:05.020 --> 00:02:08.020]  這個地方就是今天以色列的
[00:02:08.020 --> 00:02:09.020]  其中一個大的城市
[00:02:09.020 --> 00:02:10.020]  叫做海法
[00:02:10.020 --> 00:02:11.020]  海法市
[00:02:11.020 --> 00:02:12.020]  海法
[00:02:12.020 --> 00:02:14.020]  這個加密山就好像插水一樣
[00:02:14.020 --> 00:02:16.020]  一直打斜插水
[00:02:16.020 --> 00:02:18.020]  到地中海
[00:02:18.020 --> 00:02:23.020]  在沿海的平原
[00:02:23.020 --> 00:02:25.020]  到達加密山的時候就停止了
[00:02:25.020 --> 00:02:26.020]  然後過了加密山之後
[00:02:26.020 --> 00:02:28.020]  就去到所謂的耶斯列平原
[00:02:28.020 --> 00:02:30.020]  拿撒拉就在上面
[00:02:30.020 --> 00:02:33.020]  這個整個平原就是東西的路徑
[00:02:33.020 --> 00:02:35.020]  東西的交匯點
[00:02:35.020 --> 00:02:37.020]  然後這個海岸線又繼續
[00:02:37.020 --> 00:02:39.020]  在阿阿科這個地方
[00:02:39.020 --> 00:02:40.020]  一直上去
[00:02:40.020 --> 00:02:42.020]  就是藍色的大地方
[00:02:42.020 --> 00:02:44.020]  我們叫做Felicia
[00:02:44.020 --> 00:02:46.020]  就是菲利基
[00:02:46.020 --> 00:02:48.020]  這裡有很多
[00:02:48.020 --> 00:02:50.020]  深的海港
[00:02:50.020 --> 00:02:54.020]  這裡就是已經去到今天的黎巴嫩的國境裡面
[00:02:54.020 --> 00:02:56.020]  但是這裡在舊約的世界裡面
[00:02:56.020 --> 00:02:58.020]  就是全部大的海港
[00:02:58.020 --> 00:03:00.020]  貿易的地方
[00:03:00.020 --> 00:03:02.020]  你就可以看到這個北角
[00:03:02.020 --> 00:03:04.020]  以薩瑪利亞為京都
[00:03:04.020 --> 00:03:06.020]  阿哈所在的地方
[00:03:06.020 --> 00:03:08.020]  跟這個菲利基
[00:03:08.020 --> 00:03:10.020]  推羅西頓
[00:03:10.020 --> 00:03:12.020]  是有邦交
[00:03:12.020 --> 00:03:14.020]  是很正常的
[00:03:14.020 --> 00:03:16.020]  如果我們知道一點點地理的話
[00:03:16.020 --> 00:03:18.020]  這裡不詳細說
[00:03:18.020 --> 00:03:20.020]  這些海港
[00:03:20.020 --> 00:03:22.020]  平地的地方
[00:03:22.020 --> 00:03:24.020]  是很少的
[00:03:24.020 --> 00:03:26.020]  這個是很正常的
[00:03:26.020 --> 00:03:28.020]  因為有深的海港的話就代表那裡比較進修一點
[00:03:28.020 --> 00:03:30.020]  所以他們平地是比較少的
[00:03:30.020 --> 00:03:32.020]  一些地理的常識
[00:03:32.020 --> 00:03:34.020]  就告訴我們
[00:03:34.020 --> 00:03:36.020]  這些海港
[00:03:36.020 --> 00:03:38.020]  雖然他們有貿易的好處
[00:03:38.020 --> 00:03:42.020]  但是他卻沒有農業的生產力
[00:03:42.020 --> 00:03:44.020]  是有限的
[00:03:44.020 --> 00:03:46.020]  因為他們的農地比較少一點
[00:03:46.020 --> 00:03:48.020]  所以這個北角
[00:03:48.020 --> 00:03:50.020]  跟他相
[00:03:50.020 --> 00:03:52.020]  大家做一個外交的時候
[00:03:52.020 --> 00:03:54.020]  其實是大家互相
[00:03:54.020 --> 00:03:56.020]  互保互利
[00:03:56.020 --> 00:03:58.020]  因為在北角
[00:03:58.020 --> 00:04:00.020]  這個地方就沒有一些大的海港
[00:04:00.020 --> 00:04:02.020]  這裡有一個叫
[00:04:02.020 --> 00:04:04.020]  Cesarea Martima
[00:04:04.020 --> 00:04:06.020]  這個在新約的時候才有的
[00:04:06.020 --> 00:04:08.020]  是大希律所建的一個人工的海港
[00:04:08.020 --> 00:04:10.020]  但是以前是沒有的
[00:04:10.020 --> 00:04:14.020]  以色列一直有的海域
[00:04:14.020 --> 00:04:16.020]  都是沒有深的海港
[00:04:16.020 --> 00:04:18.020]  但是他有的是比較多一點
[00:04:18.020 --> 00:04:20.020]  的農業的生產力
[00:04:20.020 --> 00:04:22.020]  比如大麥小麥等等
[00:04:22.020 --> 00:04:24.020]  果樹等等
[00:04:24.020 --> 00:04:26.020]  就是以色列的農產品
[00:04:26.020 --> 00:04:28.020]  所以跟他有建交
[00:04:28.020 --> 00:04:30.020]  是大家互相互利
[00:04:30.020 --> 00:04:32.020]  我就拿到
[00:04:32.020 --> 00:04:34.020]  你們的貿易的好處
[00:04:34.020 --> 00:04:36.020]  然後我又將我的田產
[00:04:36.020 --> 00:04:38.020]  可以供給你們
[00:04:38.020 --> 00:04:40.020]  這個就是聖地裡面
[00:04:40.020 --> 00:04:42.020]  一些地理的
[00:04:42.020 --> 00:04:44.020]  dynamic
[00:04:44.020 --> 00:04:46.020]  一些彼此之間
[00:04:46.020 --> 00:04:48.020]  互動的一些關係
[00:04:48.020 --> 00:04:50.020]  所以他就召集了去
[00:04:50.020 --> 00:04:52.020]  加密山
[00:04:52.020 --> 00:04:54.020]  加密山很明顯
[00:04:54.020 --> 00:04:56.020]  就是北面
[00:04:56.020 --> 00:04:58.020]  菲利基
[00:04:58.020 --> 00:05:00.020]  和南面以色列
[00:05:00.020 --> 00:05:02.020]  一個交界的地方
[00:05:02.020 --> 00:05:04.020]  特別是去到所羅門之後的時候
[00:05:04.020 --> 00:05:06.020]  就更加
[00:05:06.020 --> 00:05:08.020]  菲利基的地方
[00:05:08.020 --> 00:05:10.020]  和北國就更加近
[00:05:10.020 --> 00:05:12.020]  為什麼呢?
[00:05:12.020 --> 00:05:14.020]  因為回到所羅門的記載
[00:05:14.020 --> 00:05:16.020]  當他執政的時候
[00:05:16.020 --> 00:05:18.020]  他做了什麼呢?
[00:05:18.020 --> 00:05:20.020]  他就是跟
[00:05:20.020 --> 00:05:22.020]  北面的希蘭王
[00:05:22.020 --> 00:05:24.020]  有一個邦交
[00:05:24.020 --> 00:05:26.020]  我們看看這裡
[00:05:26.020 --> 00:05:28.020]  所羅門做聖殿和皇宮
[00:05:28.020 --> 00:05:30.020]  兩座殿宇的時候
[00:05:30.020 --> 00:05:32.020]  用了20年
[00:05:32.020 --> 00:05:34.020]  推羅王希蘭
[00:05:34.020 --> 00:05:36.020]  就在這裡
[00:05:36.020 --> 00:05:38.020]  以利亞的時候
[00:05:38.020 --> 00:05:40.020]  後一點的時候
[00:05:40.020 --> 00:05:42.020]  自然是西頓
[00:05:42.020 --> 00:05:44.020]  比較旺盛一點
[00:05:44.020 --> 00:05:46.020]  比較發展大一點
[00:05:46.020 --> 00:05:48.020]  但是不同的時期
[00:05:48.020 --> 00:05:50.020]  海港大家彼此有所謂的爭雄
[00:05:50.020 --> 00:05:52.020]  有時候是你大一點
[00:05:52.020 --> 00:05:54.020]  有時候我小一點
[00:05:54.020 --> 00:05:56.020]  有時候大家的商貿
[00:05:56.020 --> 00:05:58.020]  或者海港的生意會比較多一點
[00:05:58.020 --> 00:06:00.020]  在所羅門的時候
[00:06:00.020 --> 00:06:02.020]  就是推羅的時候
[00:06:02.020 --> 00:06:04.020]  他就跟希蘭
[00:06:04.020 --> 00:06:06.020]  有邦交
[00:06:06.020 --> 00:06:08.020]  他說曾經希蘭王
[00:06:08.020 --> 00:06:10.020]  推羅王
[00:06:10.020 --> 00:06:12.020]  就跟
[00:06:12.020 --> 00:06:14.020]  所羅門所有的資助的
[00:06:14.020 --> 00:06:16.020]  香柏木
[00:06:16.020 --> 00:06:18.020]  松木金子
[00:06:18.020 --> 00:06:20.020]  就將他運到來
[00:06:20.020 --> 00:06:22.020]  幫所羅門建這個聖殿
[00:06:22.020 --> 00:06:24.020]  所羅門交易上給他什麼呢?
[00:06:24.020 --> 00:06:26.020]  所羅門就將
[00:06:26.020 --> 00:06:28.020]  那把加里尼地的
[00:06:28.020 --> 00:06:30.020]  20座城就吸了
[00:06:30.020 --> 00:06:32.020]  吸了希蘭
[00:06:32.020 --> 00:06:34.020]  希蘭就從
[00:06:34.020 --> 00:06:36.020]  推羅出來
[00:06:36.020 --> 00:06:38.020]  然後察看所羅門吸他的城鎮
[00:06:38.020 --> 00:06:40.020]  看就看不上眼
[00:06:40.020 --> 00:06:42.020]  看不上眼
[00:06:42.020 --> 00:06:44.020]  他就說我兄啊
[00:06:44.020 --> 00:06:46.020]  你是跟我邦交的
[00:06:46.020 --> 00:06:48.020]  你給了什麼城鎮給我
[00:06:48.020 --> 00:06:50.020]  所以他就叫這些城鎮
[00:06:50.020 --> 00:06:52.020]  20座的城鎮
[00:06:52.020 --> 00:06:54.020]  加里20座城鎮
[00:06:54.020 --> 00:06:56.020]  就名叫加布納地
[00:06:56.020 --> 00:06:58.020]  直到今天
[00:06:58.020 --> 00:07:00.020]  重給
[00:07:00.020 --> 00:07:02.020]  所羅門120塔克蓮德的金子
[00:07:02.020 --> 00:07:04.020]  這個跟他邦交的
[00:07:04.020 --> 00:07:06.020]  就覺得很不順
[00:07:06.020 --> 00:07:08.020]  因為他給了20座加里尼地的城
[00:07:08.020 --> 00:07:10.020]  給他
[00:07:10.020 --> 00:07:12.020]  加里尼地在哪裡?
[00:07:12.020 --> 00:07:14.020]  加里尼地就在這裡
[00:07:14.020 --> 00:07:16.020]  他就給了20座
[00:07:16.020 --> 00:07:18.020]  可能隨便給了20座
[00:07:18.020 --> 00:07:20.020]  給推羅的希蘭王
[00:07:20.020 --> 00:07:22.020]  這個
[00:07:22.020 --> 00:07:24.020]  加布納在哪裡呢?
[00:07:24.020 --> 00:07:26.020]  卡布
[00:07:26.020 --> 00:07:28.020]  好幾年前在這個地方
[00:07:28.020 --> 00:07:30.020]  就有一個發掘
[00:07:30.020 --> 00:07:32.020]  就發現一些
[00:07:32.020 --> 00:07:34.020]  考古的跡象
[00:07:34.020 --> 00:07:36.020]  應該是
[00:07:36.020 --> 00:07:38.020]  不只是考古跡象
[00:07:38.020 --> 00:07:40.020]  留下的遺產
[00:07:40.020 --> 00:07:42.020]  而是一些
[00:07:42.020 --> 00:07:44.020]  推羅西頓的
[00:07:44.020 --> 00:07:46.020]  物質的文化
[00:07:46.020 --> 00:07:48.020]  就是說在以色列的境內
[00:07:48.020 --> 00:07:50.020]  居然
[00:07:50.020 --> 00:07:52.020]  有一些
[00:07:52.020 --> 00:07:54.020]  菲利基的
[00:07:54.020 --> 00:07:56.020]  物質的文化
[00:07:56.020 --> 00:07:58.020]  證明這個地方
[00:07:58.020 --> 00:08:00.020]  在所羅門的期間
[00:08:00.020 --> 00:08:02.020]  大概是主前
[00:08:02.020 --> 00:08:04.020]  十世紀
[00:08:04.020 --> 00:08:06.020]  主前九百多年的時候
[00:08:06.020 --> 00:08:08.020]  卡布這個地方
[00:08:08.020 --> 00:08:10.020]  就有
[00:08:10.020 --> 00:08:12.020]  土優
[00:08:12.020 --> 00:08:14.020]  和這些
[00:08:14.020 --> 00:08:16.020]  考古的跡象
[00:08:16.020 --> 00:08:18.020]  代表這個地方是一個城鎮
[00:08:18.020 --> 00:08:20.020]  當時是有人居住
[00:08:20.020 --> 00:08:22.020]  和有貿易的來往
[00:08:22.020 --> 00:08:24.020]  等等
[00:08:24.020 --> 00:08:26.020]  有些學者認為這個地方
[00:08:26.020 --> 00:08:28.020]  就是聖經裡面所說的
[00:08:28.020 --> 00:08:30.020]  希布納這個地方
[00:08:30.020 --> 00:08:32.020]  卡布這個地方
[00:08:32.020 --> 00:08:34.020]  卡布這個名字在哪裡呢?
[00:08:34.020 --> 00:08:36.020]  推羅王看不順眼的時候
[00:08:36.020 --> 00:08:38.020]  他就說這個地帶
[00:08:38.020 --> 00:08:40.020]  就叫做
[00:08:40.020 --> 00:08:42.020]  加布納
[00:08:42.020 --> 00:08:44.020]  什麼意思呢?
[00:08:44.020 --> 00:08:46.020]  希伯來文就是
[00:08:46.020 --> 00:08:48.020]  加布納地
[00:08:48.020 --> 00:08:50.020]  地帶
[00:08:50.020 --> 00:08:52.020]  地的意思
[00:08:52.020 --> 00:08:54.020]  地帶的意思
[00:08:54.020 --> 00:08:56.020]  卡布
[00:08:56.020 --> 00:08:58.020]  可能解經者的推斷
[00:08:58.020 --> 00:09:00.020]  就是由兩個字
[00:09:00.020 --> 00:09:02.020]  而去組成的
[00:09:02.020 --> 00:09:04.020]  這兩個字是什麼字呢?
[00:09:04.020 --> 00:09:06.020]  就是cur
[00:09:06.020 --> 00:09:08.020]  cur就是有餘的意思
[00:09:08.020 --> 00:09:10.020]  彷彿
[00:09:10.020 --> 00:09:12.020]  包
[00:09:12.020 --> 00:09:14.020]  包就是希伯來文裡面
[00:09:14.020 --> 00:09:16.020]  一個反義詞
[00:09:16.020 --> 00:09:18.020]  but的意思
[00:09:18.020 --> 00:09:20.020]  no的意思
[00:09:20.020 --> 00:09:22.020]  negative的意思
[00:09:22.020 --> 00:09:24.020]  詩篇裡面有不同的經文都提過
[00:09:24.020 --> 00:09:26.020]  用過這個字的包
[00:09:26.020 --> 00:09:28.020]  卡布納
[00:09:28.020 --> 00:09:30.020]  就是
[00:09:30.020 --> 00:09:32.020]  加布納的意思
[00:09:32.020 --> 00:09:34.020]  什麼意思呢?
[00:09:34.020 --> 00:09:36.020]  就是他看到這個所羅門給他的城的時候
[00:09:36.020 --> 00:09:38.020]  他下來視察的時候
[00:09:38.020 --> 00:09:40.020]  這個推羅希蘭王就說
[00:09:40.020 --> 00:09:42.020]  卡布
[00:09:42.020 --> 00:09:44.020]  Aris Kavu
[00:09:44.020 --> 00:09:46.020]  就是說這個地方
[00:09:46.020 --> 00:09:48.020]  等於廢墟
[00:09:48.020 --> 00:09:50.020]  或者廢物
[00:09:50.020 --> 00:09:52.020]  所以這個所羅門之後
[00:09:52.020 --> 00:09:54.020]  這個卡布納地
[00:09:54.020 --> 00:09:56.020]  就屬於
[00:09:56.020 --> 00:09:58.020]  推羅或者西頓
[00:09:58.020 --> 00:10:00.020]  就是這個菲利基的地方
[00:10:00.020 --> 00:10:02.020]  如果你這樣看的時候
[00:10:02.020 --> 00:10:04.020]  你就會發現
[00:10:04.020 --> 00:10:06.020]  這個菲利基的地方
[00:10:06.020 --> 00:10:08.020]  是有推羅、西頓、比布斯、比布洛斯
[00:10:08.020 --> 00:10:10.020]  這些地方
[00:10:10.020 --> 00:10:12.020]  這些海港
[00:10:12.020 --> 00:10:14.020]  但是到所羅門的時候
[00:10:14.020 --> 00:10:16.020]  佛利基
[00:10:16.020 --> 00:10:18.020]  這個菲利基的文化
[00:10:18.020 --> 00:10:20.020]  或者他的影響
[00:10:20.020 --> 00:10:22.020]  已經來到下面
[00:10:22.020 --> 00:10:24.020]  就是因為所羅門已經給了一些城
[00:10:24.020 --> 00:10:26.020]  給推羅王
[00:10:26.020 --> 00:10:28.020]  所以就屬於
[00:10:28.020 --> 00:10:30.020]  菲利基的地帶
[00:10:30.020 --> 00:10:32.020]  所以加密山就更加近
[00:10:32.020 --> 00:10:34.020]  如果你去過聖地的話
[00:10:34.020 --> 00:10:36.020]  去加密山
[00:10:36.020 --> 00:10:38.020]  其中一個山峰
[00:10:38.020 --> 00:10:40.020]  這裡有一個修道院
[00:10:40.020 --> 00:10:42.020]  就是這個卡米爾
[00:10:42.020 --> 00:10:44.020]  的修道院
[00:10:44.020 --> 00:10:46.020]  就是一個以利亞的
[00:10:46.020 --> 00:10:48.020]  教堂在這裡紀念這件事
[00:10:48.020 --> 00:10:50.020]  在上面一看的時候
[00:10:50.020 --> 00:10:52.020]  你會發現
[00:10:52.020 --> 00:10:54.020]  左邊或者
[00:10:54.020 --> 00:10:56.020]  西邊就是地中海
[00:10:56.020 --> 00:10:58.020]  然後在你後面
[00:10:58.020 --> 00:11:00.020]  就是
[00:11:00.020 --> 00:11:02.020]  以前的北國
[00:11:02.020 --> 00:11:04.020]  薩馬利亞的山地
[00:11:04.020 --> 00:11:06.020]  在北邊就是
[00:11:06.020 --> 00:11:08.020]  菲利基的海港
[00:11:08.020 --> 00:11:10.020]  就是說一看
[00:11:10.020 --> 00:11:12.020]  在北邊的時候
[00:11:12.020 --> 00:11:14.020]  看到拿撒勒的左邊
[00:11:14.020 --> 00:11:16.020]  這個海岸線的地帶
[00:11:16.020 --> 00:11:18.020]  就是卡夫爾這個地方
[00:11:18.020 --> 00:11:20.020]  所以加密山
[00:11:20.020 --> 00:11:22.020]  真的在
[00:11:22.020 --> 00:11:24.020]  菲利基和以色列
[00:11:24.020 --> 00:11:26.020]  中間的地方
[00:11:26.020 --> 00:11:28.020]  所以在
[00:11:28.020 --> 00:11:30.020]  加密山上面有一個
[00:11:30.020 --> 00:11:32.020]  這樣的爭鬥
[00:11:32.020 --> 00:11:34.020]  決定到底耶和華
[00:11:34.020 --> 00:11:36.020]  是神還是巴力
[00:11:36.020 --> 00:11:38.020]  為神
[00:11:38.020 --> 00:11:40.020]  在地理上
[00:11:40.020 --> 00:11:42.020]  是絕對合理的
[00:11:42.020 --> 00:11:44.020]  對不對?
[00:11:44.020 --> 00:11:46.020]  如果你看看這個十八章
[00:11:46.020 --> 00:11:48.020]  繼續記載的時候
[00:11:48.020 --> 00:11:50.020]  剛才我們看了二十節
[00:11:50.020 --> 00:11:52.020]  去到加密山這個中間的地方
[00:11:52.020 --> 00:11:54.020]  南北之爭
[00:11:54.020 --> 00:11:56.020]  上面是巴力
[00:11:56.020 --> 00:11:58.020]  下面就是耶和華的信仰
[00:11:58.020 --> 00:12:00.020]  是不是?
[00:12:00.020 --> 00:12:02.020]  以色列國
[00:12:02.020 --> 00:12:04.020]  那麼你會知道二十一節是想說什麼
[00:12:04.020 --> 00:12:06.020]  以利亞和百姓說什麼呢?
[00:12:06.020 --> 00:12:08.020]  他們說你心慈意義要到什麼時候
[00:12:08.020 --> 00:12:10.020]  如果耶和華是上帝
[00:12:10.020 --> 00:12:12.020]  就當順從耶和華
[00:12:12.020 --> 00:12:14.020]  如果是巴力就當順從巴力
[00:12:14.020 --> 00:12:16.020]  他們就一言不談
[00:12:16.020 --> 00:12:18.020]  你想想在山上可以講這個故事的時候
[00:12:18.020 --> 00:12:20.020]  你就覺得
[00:12:20.020 --> 00:12:22.020]  地理上和整個的環境
[00:12:22.020 --> 00:12:24.020]  其實都是在說
[00:12:24.020 --> 00:12:26.020]  心慈意義是什麼意思
[00:12:26.020 --> 00:12:28.020]  你看看南邊
[00:12:28.020 --> 00:12:30.020]  南邊就是耶和華的信仰
[00:12:30.020 --> 00:12:32.020]  北邊就是什麼?
[00:12:32.020 --> 00:12:34.020]  巴力
[00:12:34.020 --> 00:12:36.020]  心慈意義到什麼時候
[00:12:36.020 --> 00:12:38.020]  就是在上還是下
[00:12:38.020 --> 00:12:40.020]  前還是後
[00:12:40.020 --> 00:12:42.020]  左還是右
[00:12:42.020 --> 00:12:44.020]  在這個地方就要決定
[00:12:44.020 --> 00:12:46.020]  整個的以利亞的故事
[00:12:46.020 --> 00:12:48.020]  其實就是告訴我們
[00:12:48.020 --> 00:12:50.020]  聖經的信仰是一種獨特的信仰
[00:12:50.020 --> 00:12:52.020]  神就是唯一的神
[00:12:52.020 --> 00:12:54.020]  要拜上帝的話
[00:12:54.020 --> 00:12:56.020]  就只能夠拜上帝
[00:12:56.020 --> 00:12:58.020]  如果你拜巴力的話
[00:12:58.020 --> 00:13:00.020]  你可以加上耶和華也可以
[00:13:00.020 --> 00:13:02.020]  你拜巴力的話
[00:13:02.020 --> 00:13:04.020]  拜其他東西的話
[00:13:04.020 --> 00:13:06.020]  你也可以拜耶穌
[00:13:06.020 --> 00:13:08.020]  但是在聖經的信仰裡面
[00:13:08.020 --> 00:13:10.020]  就是一個排他的信仰
[00:13:10.020 --> 00:13:12.020]  你一定要不可以心慈意義
[00:13:12.020 --> 00:13:14.020]  一定要決定到底
[00:13:14.020 --> 00:13:16.020]  哪一個才是真誠
[00:13:16.020 --> 00:13:18.020]  如果耶和華是真誠的話
[00:13:18.020 --> 00:13:20.020]  你就只會順從耶和華

