
[00:00:00.000 --> 00:00:03.000]   (audience clapping)
[00:07:46.380 --> 00:07:50.340]   that, "The end of the matters, all has been heard.
[00:07:50.340 --> 00:07:53.060]   "Fear God and keep his commandment,
[00:07:53.060 --> 00:07:55.140]   "for this is the whole duty of man."
[00:07:55.140 --> 00:07:58.820]   In other words, the author of Ecclesiastes
[00:07:58.820 --> 00:08:01.140]   is trying to say is that,
[00:08:01.140 --> 00:08:03.940]   "The only things that truly give meaning and purpose
[00:08:03.940 --> 00:08:08.500]   "to this life is a life that is live with God,
[00:08:08.500 --> 00:08:10.040]   "a life that is live with God,
[00:08:10.040 --> 00:08:12.880]   "that is fear God and keep his commandment."
[00:08:12.880 --> 00:08:16.960]   So, similarly here in Psalm 39,
[00:08:16.960 --> 00:08:18.680]   we see that by acknowledging
[00:08:18.680 --> 00:08:21.240]   how short and transient human life is,
[00:08:21.240 --> 00:08:22.900]   the psalmist is actually agreeing
[00:08:22.900 --> 00:08:25.320]   with the book of Ecclesiastes that,
[00:08:25.320 --> 00:08:30.320]   "Yes, life apart from God is indeed meaningless or hevel."
[00:08:31.480 --> 00:08:35.100]   And we will actually see this being more clearly
[00:08:35.100 --> 00:08:37.180]   pan out in the second half of the Psalms.
[00:08:37.180 --> 00:08:43.980]   So, now knowing that sin, suffering, and death
[00:08:43.980 --> 00:08:46.420]   are just inevitable part of our human life,
[00:08:46.420 --> 00:08:50.860]   where does this leave us as the people of God?
[00:08:50.860 --> 00:08:53.380]   Where does this leave us as believers?
[00:08:53.380 --> 00:08:56.900]   And what is the main thing that actually differentiate us
[00:08:56.900 --> 00:08:59.800]   than the rest of the world in the way that we suffer?
[00:09:00.860 --> 00:09:02.760]   If we continue to look in verse four,
[00:09:02.760 --> 00:09:05.920]   I think the psalmist actually provide us with some clues.
[00:09:05.920 --> 00:09:08.680]   So, look with me in verse seven.
[00:09:08.680 --> 00:09:09.900]   So, verse seven,
[00:09:09.900 --> 00:09:12.480]   "But now, Lord, what do I look for?
[00:09:12.480 --> 00:09:15.380]   "My hope is in you."
[00:09:15.380 --> 00:09:19.180]   So, yes, we know that sin and suffering
[00:09:19.180 --> 00:09:21.540]   are just inevitable part of our human life
[00:09:21.540 --> 00:09:23.380]   because we live in a fallen world.
[00:09:23.380 --> 00:09:26.160]   However, as the people of God,
[00:09:26.160 --> 00:09:28.740]   we do not have to face these realities
[00:09:28.740 --> 00:09:31.900]   with despair or hopelessness.
[00:09:31.900 --> 00:09:33.760]   As the people of God,
[00:09:33.760 --> 00:09:37.240]   we have a greater hope in the eternal God himself.
[00:09:37.240 --> 00:09:39.600]   So, today, what I really want to press in on our heart
[00:09:39.600 --> 00:09:44.160]   is this, that even in the midst of our sin and suffering,
[00:09:44.160 --> 00:09:45.980]   we can hope in the Lord.
[00:09:45.980 --> 00:09:49.440]   Even in the midst of our sin and suffering,
[00:09:49.440 --> 00:09:51.160]   we can hope in the Lord.
[00:09:51.160 --> 00:09:55.200]   And this is a difference, brothers and sisters.
[00:09:55.200 --> 00:09:58.420]   This is the thing that actually set us as believer,
[00:09:58.420 --> 00:10:01.800]   as people that believe in the Lord,
[00:10:01.800 --> 00:10:03.540]   that believe in Jesus.
[00:10:03.540 --> 00:10:05.520]   This is the thing that sets us apart
[00:10:05.520 --> 00:10:08.360]   from the rest of the world in the way that we suffer
[00:10:08.360 --> 00:10:11.200]   because with God as our eternal hope,
[00:10:11.200 --> 00:10:13.080]   we can put our hope in him,
[00:10:13.080 --> 00:10:15.820]   even in the midst of our sin and suffering.
[00:10:15.820 --> 00:10:19.080]   And I want to be clear right here.
[00:10:19.080 --> 00:10:23.120]   The way that the psalmist used the word hope in verse seven
[00:10:23.120 --> 00:10:24.600]   is probably very different than the way
[00:10:24.600 --> 00:10:27.480]   that we use the word hope in our current day and age.
[00:10:28.360 --> 00:10:31.400]   Maybe some of you here are students
[00:10:31.400 --> 00:10:35.020]   and or think back to your time as a student,
[00:10:35.020 --> 00:10:37.540]   you might completely butcher your final exams
[00:10:37.540 --> 00:10:39.920]   and when it is time to get your grade back,
[00:10:39.920 --> 00:10:42.360]   you might use the word hope in this sense of like,
[00:10:42.360 --> 00:10:44.620]   "Oh man, I just hope that I can pass this test
[00:10:44.620 --> 00:10:47.240]   "so that I don't have to retake the entire class."
[00:10:47.240 --> 00:10:50.880]   Or maybe some of you are new parents
[00:10:50.880 --> 00:10:52.500]   that have some younger kids at home
[00:10:52.500 --> 00:10:54.140]   and you just haven't been able to sleep
[00:10:54.140 --> 00:10:57.460]   for the past, I don't know, week or two weeks,
[00:10:57.460 --> 00:10:59.940]   and you might use the word hope in this sense of,
[00:10:59.940 --> 00:11:01.480]   "Oh, I just hope that I can get
[00:11:01.480 --> 00:11:03.580]   "maybe just four hours of sleep tonight."
[00:11:03.580 --> 00:11:08.120]   Again, this is not what the word hope means here
[00:11:08.120 --> 00:11:10.800]   and this is not how the psalmist used the word hope
[00:11:10.800 --> 00:11:12.700]   in verse seven here.
[00:11:12.700 --> 00:11:16.220]   In contrast to the meaningless or the heavel of life
[00:11:16.220 --> 00:11:19.180]   that he talks about in the previous verse,
[00:11:19.180 --> 00:11:20.940]   right here in verse seven,
[00:11:20.940 --> 00:11:23.860]   the object of the hope is actually anchored
[00:11:23.860 --> 00:11:28.200]   in the one that is from everlasting to everlasting.
[00:11:28.200 --> 00:11:30.580]   The object of our hope is anchored
[00:11:30.580 --> 00:11:33.340]   in the one who never fell on his promises
[00:11:33.340 --> 00:11:35.100]   and the one who will never change.
[00:11:35.100 --> 00:11:38.020]   In other words, the object of our hope
[00:11:38.020 --> 00:11:40.900]   is anchored in the eternal God himself,
[00:11:40.900 --> 00:11:43.620]   just as the psalmist confidently proclaimed,
[00:11:43.620 --> 00:11:46.200]   "My hope is in you, Lord."
[00:11:46.200 --> 00:11:49.820]   So, what are some of the grounds
[00:11:49.820 --> 00:11:51.140]   of our confidence in the Lord
[00:11:51.140 --> 00:11:55.020]   and why is he our only hope as the people of God?
[00:11:55.020 --> 00:11:56.460]   So, let's follow along the psalmist
[00:11:56.460 --> 00:11:59.660]   as he pour out his request to the Lord.
[00:11:59.660 --> 00:12:01.780]   Verse eight.
[00:12:01.780 --> 00:12:05.580]   Save me from all my transgression.
[00:12:05.580 --> 00:12:09.060]   Do not make me the scorn of fools.
[00:12:09.060 --> 00:12:13.420]   I was silent, I would not open my mouth,
[00:12:13.420 --> 00:12:15.660]   for you are the one who has done this.
[00:12:15.660 --> 00:12:18.820]   Remove this scourge from me.
[00:12:18.820 --> 00:12:21.060]   I am overcome by the blow of your hand.
[00:12:21.060 --> 00:12:26.220]   When you rebuke and discipline anyone for their sin,
[00:12:26.220 --> 00:12:28.400]   you consume their wealth like a moth.
[00:12:28.400 --> 00:12:32.200]   Surely, everyone is but a breath.
[00:12:32.200 --> 00:12:35.940]   Hear my prayer, Lord.
[00:12:35.940 --> 00:12:37.640]   Listen to my cry for help.
[00:12:37.640 --> 00:12:41.460]   Do not be deaf to my weeping,
[00:12:41.460 --> 00:12:44.520]   for I dwell with you as a foreigner,
[00:12:44.520 --> 00:12:47.240]   a stranger, as all my ancestors were.
[00:12:48.500 --> 00:12:51.980]   Look away from me, that I may enjoy life again
[00:12:51.980 --> 00:12:54.820]   before I depart and am no more.
[00:12:54.820 --> 00:13:00.060]   So, the biggest reason that we can put our hope in the Lord
[00:13:00.060 --> 00:13:02.360]   and that he is our only hope
[00:13:02.360 --> 00:13:05.820]   is because ultimately, he is the only one
[00:13:05.820 --> 00:13:09.580]   who can deliver us from our sins.
[00:13:09.580 --> 00:13:11.800]   So, more than the threats of the wicked
[00:13:11.800 --> 00:13:13.580]   that we have seen in verse one
[00:13:13.580 --> 00:13:16.020]   and the threat that comes from the outside,
[00:13:16.020 --> 00:13:18.500]   the psalmist understand that ultimately,
[00:13:18.500 --> 00:13:20.420]   what he needs to be delivered from
[00:13:20.420 --> 00:13:23.780]   is something that is within him, that is his own sins.
[00:13:23.780 --> 00:13:28.380]   And again, I feel like a lot of times,
[00:13:28.380 --> 00:13:31.100]   speaking for myself, when things doesn't go right,
[00:13:31.100 --> 00:13:33.360]   it is easy, again, for me to point my fingers
[00:13:33.360 --> 00:13:35.220]   at things that is outside of me,
[00:13:35.220 --> 00:13:37.880]   maybe my circumstances, different people,
[00:13:37.880 --> 00:13:39.320]   different relationships.
[00:13:39.320 --> 00:13:44.140]   But how often do we actually take a look within ourself
[00:13:44.140 --> 00:13:45.780]   and to examine our own heart?
[00:13:46.780 --> 00:13:50.060]   I think this is a good practice that we should all,
[00:13:50.060 --> 00:13:52.700]   yeah, be aware of.
[00:13:52.700 --> 00:13:55.460]   A lot of times, instead of blaming the things
[00:13:55.460 --> 00:13:58.140]   that is outside of us, that is not out of control,
[00:13:58.140 --> 00:14:01.700]   we also have to take a look within ourself as well.
[00:14:01.700 --> 00:14:05.040]   So, yes, we can hope in the Lord
[00:14:05.040 --> 00:14:07.020]   even in the midst of our sin and suffering
[00:14:07.020 --> 00:14:10.400]   because he is the only one that can deliver us.
[00:14:10.400 --> 00:14:12.540]   But I also want you all to hear this.
[00:14:12.540 --> 00:14:14.980]   God's deliverance does not necessarily
[00:14:14.980 --> 00:14:17.460]   preclude divine discipline.
[00:14:17.460 --> 00:14:20.980]   Or sometimes, the way that God delivered us
[00:14:20.980 --> 00:14:23.200]   is actually through his divine discipline
[00:14:23.200 --> 00:14:26.260]   or his divine wrath.
[00:14:26.260 --> 00:14:29.340]   This is because the divine wrath and discipline of the Lord
[00:14:29.340 --> 00:14:32.620]   is actually a means of grace that is with the purpose
[00:14:32.620 --> 00:14:35.620]   to bring us into an awareness of our own sins,
[00:14:35.620 --> 00:14:38.980]   of our own shortcoming, so that we can come before the Lord
[00:14:38.980 --> 00:14:43.980]   in repentance, in confession, asking him for forgiveness.
[00:14:43.980 --> 00:14:47.420]   In other words, it is actually for our own good
[00:14:47.420 --> 00:14:49.300]   that the Lord has disciplined us
[00:14:49.300 --> 00:14:52.100]   and to deliver us from our own sins.
[00:14:52.100 --> 00:14:54.900]   And again, this is what the psalmist is experiencing
[00:14:54.900 --> 00:14:57.220]   right here from verse nine to 11.
[00:14:57.220 --> 00:15:02.460]   So, having the awareness of the futility of life
[00:15:02.460 --> 00:15:05.820]   and also the awareness of his own sins,
[00:15:05.820 --> 00:15:08.960]   it prompts the psalmist to cry out one last time
[00:15:08.960 --> 00:15:09.800]   to the Lord.
[00:15:09.800 --> 00:15:12.940]   He say, "Hear my prayer, Lord.
[00:15:12.940 --> 00:15:14.860]   "Listen to my cry for help.
[00:15:14.860 --> 00:15:17.320]   "Do not be deaf to my weeping,
[00:15:17.320 --> 00:15:19.580]   "for I dwell with you as a foreigner,
[00:15:19.580 --> 00:15:23.060]   "a stranger, as all my ancestors were."
[00:15:23.060 --> 00:15:26.160]   So right here, again, he cried out to the Lord,
[00:15:26.160 --> 00:15:28.680]   asking the Lord to hear his prayer,
[00:15:28.680 --> 00:15:31.160]   do not be deaf to his cry,
[00:15:31.160 --> 00:15:34.140]   and to not be silent to his tears.
[00:15:34.140 --> 00:15:35.840]   And what is the reason of that?
[00:15:35.840 --> 00:15:38.680]   Because he understands that, he say,
[00:15:38.680 --> 00:15:41.540]   "For I dwell with you as a foreigner,
[00:15:41.540 --> 00:15:45.180]   "a stranger, as all my ancestors were."
[00:15:45.180 --> 00:15:49.380]   And by comparing himself to a foreigner or a stranger,
[00:15:49.380 --> 00:15:51.260]   the psalmist understand that,
[00:15:51.260 --> 00:15:55.620]   ultimately, his final destination is not this short
[00:15:55.620 --> 00:15:57.900]   and transient life on this earth,
[00:15:57.900 --> 00:16:00.580]   but he's actually on his way to a life
[00:16:00.580 --> 00:16:02.680]   that will last for eternity.
[00:16:02.680 --> 00:16:06.100]   He understands that the power of sins over him
[00:16:06.100 --> 00:16:07.900]   is only temporary,
[00:16:07.900 --> 00:16:10.120]   because one day he will not only be free
[00:16:10.120 --> 00:16:12.540]   from the power and the penalty of sins,
[00:16:12.540 --> 00:16:15.900]   but when he spend eternity with the Lord,
[00:16:15.900 --> 00:16:19.000]   he will be free from the presence of sins forever as well.
[00:16:19.000 --> 00:16:24.060]   In other words, he knows that he has a place
[00:16:24.060 --> 00:16:26.100]   in the family of God.
[00:16:26.100 --> 00:16:28.700]   This is why he emphasized to the Lord that,
[00:16:28.700 --> 00:16:31.620]   "I dwell as a foreigner with you.
[00:16:31.620 --> 00:16:34.880]   "I dwell with the Lord as a stranger."
[00:16:36.260 --> 00:16:39.300]   And if we just continue, in verse 13,
[00:16:39.300 --> 00:16:42.200]   we see that the psalm just sort of ends abruptly,
[00:16:42.200 --> 00:16:44.660]   with the psalmist asking the Lord
[00:16:44.660 --> 00:16:47.300]   to turn away his angry gaze from him
[00:16:47.300 --> 00:16:51.380]   so that he is able to enjoy the remainder of his life.
[00:16:51.380 --> 00:16:53.100]   And we actually find no resolution
[00:16:53.100 --> 00:16:56.020]   or no response from the Lord in the psalm itself.
[00:16:56.020 --> 00:17:01.180]   So, we've come to the end of these psalms,
[00:17:01.180 --> 00:17:04.140]   but I want to turn our attention to this.
[00:17:05.140 --> 00:17:08.340]   The silence that the psalmist is facing from the Lord,
[00:17:08.340 --> 00:17:12.060]   pouring out his request before the Lord,
[00:17:12.060 --> 00:17:15.100]   but hearing no response, at least within the psalmist.
[00:17:15.100 --> 00:17:18.300]   I think the psalmist is actually not alone
[00:17:18.300 --> 00:17:20.740]   in facing this deafening silence from the Lord.
[00:17:20.740 --> 00:17:23.980]   I know last week we observed Good Friday
[00:17:23.980 --> 00:17:26.660]   and celebrate Easter Sunday.
[00:17:26.660 --> 00:17:29.580]   So, we're probably very familiar with this.
[00:17:29.580 --> 00:17:32.900]   Right before Jesus' death at the cross,
[00:17:32.900 --> 00:17:36.660]   he pours out the cry quoted from Psalm 22.
[00:17:36.660 --> 00:17:40.860]   "My God, my God, why have you forsaken me?"
[00:17:40.860 --> 00:17:44.820]   And I feel like a lot of time we can just
[00:17:44.820 --> 00:17:47.700]   kind of like brush off the magnitude
[00:17:47.700 --> 00:17:49.780]   of this cry from Jesus.
[00:17:49.780 --> 00:17:53.900]   But this person that make this cry at the cross,
[00:17:53.900 --> 00:17:58.020]   this is the outcry of Jesus, the Son of God,
[00:17:58.020 --> 00:17:59.660]   bearing the sins of the world
[00:18:00.580 --> 00:18:02.580]   and facing kind of like the wrath
[00:18:02.580 --> 00:18:04.980]   from his own Father as well.
[00:18:04.980 --> 00:18:07.740]   But we know that as the obedient Son of God,
[00:18:07.740 --> 00:18:10.100]   Jesus understands that the only way
[00:18:10.100 --> 00:18:13.100]   to resurrection and glorification
[00:18:13.100 --> 00:18:15.500]   is actually through his suffering at the cross.
[00:18:15.500 --> 00:18:18.380]   So, speaking about this, the book of Hebrews
[00:18:18.380 --> 00:18:21.060]   described that Jesus, as the author
[00:18:21.060 --> 00:18:23.140]   and perfecter of our life,
[00:18:23.140 --> 00:18:26.260]   "For the joy sets before him,
[00:18:26.260 --> 00:18:29.460]   "he endured the cross, despising its shame."
[00:18:29.460 --> 00:18:32.660]   And so Jesus' example actually becomes a paradigm
[00:18:32.660 --> 00:18:35.940]   for all of us as believers on how we are
[00:18:35.940 --> 00:18:40.260]   to make our journey on our life on this earth
[00:18:40.260 --> 00:18:43.500]   with all his suffering, with all his pain.
[00:18:43.500 --> 00:18:46.140]   And we are able to endure our journey through this life
[00:18:46.140 --> 00:18:49.620]   because Jesus not only provide us with the way
[00:18:49.620 --> 00:18:52.780]   through his death and resurrection at the cross,
[00:18:52.780 --> 00:18:56.660]   but Jesus actually also sets an example of endurance
[00:18:56.660 --> 00:18:57.860]   for us to follow.
[00:18:57.860 --> 00:19:01.140]   And this is why he is our only hope
[00:19:01.140 --> 00:19:03.660]   in the midst of our sin and suffering.
[00:19:03.660 --> 00:19:06.020]   The reason that Jesus is our only hope
[00:19:06.020 --> 00:19:07.540]   in the midst of our sin and suffering
[00:19:07.540 --> 00:19:11.300]   is because he is the only one not just providing
[00:19:11.300 --> 00:19:13.620]   the means for us to be reconciled to God
[00:19:13.620 --> 00:19:15.740]   through his death and resurrection,
[00:19:15.740 --> 00:19:19.100]   but he's also the only one that lives a perfect life
[00:19:19.100 --> 00:19:20.060]   for us to follow.
[00:19:20.060 --> 00:19:22.820]   So from the time that we put our faith in Jesus
[00:19:22.820 --> 00:19:25.420]   to the time that Jesus comes again,
[00:19:25.420 --> 00:19:28.820]   Jesus basically model for us on how we are
[00:19:28.820 --> 00:19:29.980]   to live our life.
