
[00:00:00.000 --> 00:00:01.760]   her today, Sam.
[00:11:17.380 --> 00:11:20.820]   But the Psalms speak very clearly to the fact
[00:11:20.820 --> 00:11:24.660]   that God forms each one of us before we are born.
[00:11:24.660 --> 00:11:29.660]   God, it says, God knits us together with his own fingers.
[00:11:30.120 --> 00:11:34.280]   God is in there in the mess of your DNA
[00:11:34.280 --> 00:11:36.240]   and not just in the DNA.
[00:11:36.240 --> 00:11:39.920]   The DNA is the physical part, right?
[00:11:39.920 --> 00:11:42.800]   God formed you how he wanted you to be,
[00:11:42.800 --> 00:11:44.840]   with your face and your height
[00:11:44.840 --> 00:11:47.240]   and your physical characteristics and all that.
[00:11:47.240 --> 00:11:51.200]   But not just in that, God forms you in your emotions,
[00:11:51.200 --> 00:11:53.760]   in your personality, in your gifts, in your talents,
[00:11:53.760 --> 00:11:54.600]   in all those ways.
[00:11:54.600 --> 00:11:59.400]   God forms you just like he formed the first humans.
[00:11:59.400 --> 00:12:02.000]   So we're dependent on God for our physical life.
[00:12:02.000 --> 00:12:03.940]   We're dependent on God for our emotional life.
[00:12:03.940 --> 00:12:07.500]   We're dependent on God for our spiritual life.
[00:12:07.500 --> 00:12:12.760]   All of those things, those dreams and desires
[00:12:12.760 --> 00:12:15.220]   and ambitions that we have,
[00:12:15.220 --> 00:12:19.480]   ultimately, we're dependent on God for those things.
[00:12:19.480 --> 00:12:21.320]   James chapter four talks about this.
[00:12:21.320 --> 00:12:23.720]   It says, come now you who say today or tomorrow
[00:12:23.720 --> 00:12:25.080]   we'll go into such and such a town
[00:12:25.080 --> 00:12:27.960]   and spend a year there and trade and make a profit.
[00:12:27.960 --> 00:12:29.760]   Yet you do not know what tomorrow will bring.
[00:12:29.760 --> 00:12:30.760]   What is your life?
[00:12:30.760 --> 00:12:32.960]   For you are mist that appears for a little time
[00:12:32.960 --> 00:12:34.600]   and then vanishes.
[00:12:34.600 --> 00:12:36.280]   Instead, you ought to say if the Lord wills,
[00:12:36.280 --> 00:12:38.420]   we will live and do this or that.
[00:12:38.420 --> 00:12:40.040]   As it is, you boast in your arrogance.
[00:12:40.040 --> 00:12:41.760]   All such boasting is evil.
[00:12:41.760 --> 00:12:42.860]   What is that passage saying?
[00:12:42.860 --> 00:12:45.120]   It's saying, look, you don't know it,
[00:12:45.120 --> 00:12:48.440]   but you're dependent on God,
[00:12:48.440 --> 00:12:50.400]   even for your future plans and the things
[00:12:50.400 --> 00:12:53.460]   that you think you're gonna do next week or next year.
[00:12:55.900 --> 00:12:58.860]   If God doesn't sustain your life and your emotions
[00:12:58.860 --> 00:13:00.540]   and sustain you spiritually,
[00:13:00.540 --> 00:13:02.240]   you're not gonna do those things.
[00:13:02.240 --> 00:13:04.340]   That's what that verse is reminding us of.
[00:13:04.340 --> 00:13:11.260]   We, as human beings, we don't like dependency.
[00:13:11.260 --> 00:13:12.580]   We try to convince ourselves
[00:13:12.580 --> 00:13:14.100]   that we're not actually dependent.
[00:13:14.100 --> 00:13:16.680]   We love feeling like we're in control,
[00:13:16.680 --> 00:13:18.180]   even if it's just an illusion.
[00:13:18.180 --> 00:13:20.660]   We're very good in the modern world
[00:13:20.660 --> 00:13:23.700]   at building a lot of structures around us
[00:13:23.700 --> 00:13:26.940]   that insulate us from difficult events
[00:13:26.940 --> 00:13:28.500]   and maintain the illusion
[00:13:28.500 --> 00:13:30.260]   that we're in control of our lives.
[00:13:30.260 --> 00:13:32.040]   But we're really not.
[00:13:32.040 --> 00:13:33.980]   We're dependent on God
[00:13:33.980 --> 00:13:35.960]   to get us through the day physically.
[00:13:35.960 --> 00:13:38.100]   We're dependent on God emotionally.
[00:13:38.100 --> 00:13:41.460]   When we go through times, as Pastor Mark was mentioning,
[00:13:41.460 --> 00:13:44.240]   where we are grieving or we're experiencing loss
[00:13:44.240 --> 00:13:47.980]   or we're hurting or something unexpected happens
[00:13:47.980 --> 00:13:50.380]   or we have a disappointment, we lose a job,
[00:13:50.380 --> 00:13:52.780]   we have a relationship where someone is unkind to us,
[00:13:52.780 --> 00:13:54.260]   we go through those things,
[00:13:54.260 --> 00:13:55.620]   or at least when I go through those things,
[00:13:55.620 --> 00:13:56.460]   I'll speak for myself.
[00:13:56.460 --> 00:13:59.060]   Maybe it's not true for you, but it's true for me.
[00:13:59.060 --> 00:14:00.420]   Sometimes I go through those things
[00:14:00.420 --> 00:14:01.940]   and emotionally I just get really wrecked
[00:14:01.940 --> 00:14:06.120]   and I realize how close I am all the time
[00:14:06.120 --> 00:14:09.740]   from just really struggling emotionally
[00:14:09.740 --> 00:14:11.300]   and getting stuck
[00:14:11.300 --> 00:14:15.380]   and just being in a really unhealthy place.
[00:14:15.380 --> 00:14:21.000]   So if I think, oh, I'm doing great because I'm so strong,
[00:14:21.000 --> 00:14:22.620]   I'm lying to myself.
[00:14:22.620 --> 00:14:25.180]   I'm dependent on God all the time for his strength
[00:14:25.180 --> 00:14:27.180]   and for his comfort and for his peace
[00:14:27.180 --> 00:14:31.700]   and to sustain me emotionally and certainly spiritually
[00:14:31.700 --> 00:14:33.780]   for the relationship that I have with God.
[00:14:33.780 --> 00:14:37.040]   That's not gonna happen at all unless I'm depending on him.
[00:14:37.040 --> 00:14:40.140]   If I'm relying on myself saying, yeah, I'm a great person
[00:14:40.140 --> 00:14:41.500]   and I know what I'm doing
[00:14:41.500 --> 00:14:46.020]   and I'm out here doing all these things because of me,
[00:14:46.020 --> 00:14:49.220]   I'm gonna be very spiritually unhealthy.
[00:14:50.540 --> 00:14:54.580]   We have to get past our sinful desires
[00:14:54.580 --> 00:14:57.500]   and the lies of our culture that it's all about us
[00:14:57.500 --> 00:14:58.700]   and we need to rely on ourselves
[00:14:58.700 --> 00:14:59.700]   and we need to say, you know what?
[00:14:59.700 --> 00:15:04.700]   I am a limited creation and I need God in my life.
[00:15:04.700 --> 00:15:07.660]   I need him to keep me going.
[00:15:07.660 --> 00:15:09.780]   I pray this prayer pretty much every morning.
[00:15:09.780 --> 00:15:12.500]   I prayed it this morning 'cause I was tired.
[00:15:12.500 --> 00:15:14.920]   Just my wife and I, Jessamine is my wife's name.
[00:15:14.920 --> 00:15:16.740]   We have five kids.
[00:15:16.740 --> 00:15:18.100]   Our youngest is one
[00:15:18.100 --> 00:15:20.520]   and so he had trouble sleeping the last few nights.
[00:15:20.520 --> 00:15:21.980]   So I've missed some sleep.
[00:15:21.980 --> 00:15:24.420]   So I was tired when I woke up this morning
[00:15:24.420 --> 00:15:26.580]   and I prayed this prayer that I pray every morning
[00:15:26.580 --> 00:15:27.660]   before I even get out of bed.
[00:15:27.660 --> 00:15:30.500]   I just say, God, I need you today.
[00:15:30.500 --> 00:15:33.700]   I'm really dependent on you.
[00:15:33.700 --> 00:15:35.780]   I need you physically to get me through the day.
[00:15:35.780 --> 00:15:37.700]   Just give me the strength and the energy
[00:15:37.700 --> 00:15:39.540]   to get through this day.
[00:15:39.540 --> 00:15:41.220]   I need you emotionally and spiritually
[00:15:41.220 --> 00:15:43.520]   to give me the patience that I need
[00:15:43.520 --> 00:15:46.060]   to deal with situations that are gonna arise today
[00:15:46.060 --> 00:15:50.060]   or people that are gonna give me difficult interactions
[00:15:50.060 --> 00:15:51.580]   or whatever it is.
[00:15:51.580 --> 00:15:55.160]   I need you to get through this very day.
[00:15:55.160 --> 00:15:56.820]   That's a healthy place for me to be.
[00:15:56.820 --> 00:15:58.920]   It's a healthy way for me to start my day.
[00:15:58.920 --> 00:16:02.660]   Then we see in Genesis as well
[00:16:02.660 --> 00:16:04.580]   that we are limited creations
[00:16:04.580 --> 00:16:06.720]   that are interdependent on one another.
[00:16:06.720 --> 00:16:11.160]   Again, that's a part of God's good design.
[00:16:11.160 --> 00:16:13.300]   God gave us limitations
[00:16:13.300 --> 00:16:15.260]   that not only make us dependent on him
[00:16:15.260 --> 00:16:17.620]   but they make us need other people.
[00:16:17.620 --> 00:16:20.060]   And we're relational beings
[00:16:20.060 --> 00:16:22.820]   and God created us for community
[00:16:22.820 --> 00:16:25.820]   or another word that we could use is family
[00:16:25.820 --> 00:16:27.620]   with one another.
[00:16:27.620 --> 00:16:31.780]   Genesis 2, 18, just a few verses after this in chapter two.
[00:16:31.780 --> 00:16:33.500]   God looks at the man.
[00:16:33.500 --> 00:16:34.860]   This is before he makes the woman.
[00:16:34.860 --> 00:16:37.540]   God looks at the man and says this.
[00:16:37.540 --> 00:16:40.540]   The Lord God said, it is not good
[00:16:40.540 --> 00:16:42.060]   that the man should be alone.
[00:16:44.500 --> 00:16:48.620]   It's not good for us as humans
[00:16:48.620 --> 00:16:50.740]   to be isolated and on our own.
[00:16:50.740 --> 00:16:52.060]   As much as we think it's good,
[00:16:52.060 --> 00:16:55.540]   we think oh, but then I would never be disappointed
[00:16:55.540 --> 00:16:58.360]   if I didn't have anybody else that I had to trust
[00:16:58.360 --> 00:16:59.900]   or no one would ever hurt me
[00:16:59.900 --> 00:17:01.340]   if I could just isolate myself
[00:17:01.340 --> 00:17:03.520]   from these other people who are being mean.
[00:17:03.520 --> 00:17:06.300]   But God said, hey, it's not good for you to be alone.
[00:17:06.300 --> 00:17:07.500]   You are relational.
[00:17:07.500 --> 00:17:09.480]   You need other people.
[00:17:11.820 --> 00:17:13.740]   And in Genesis 2, 24,
[00:17:13.740 --> 00:17:17.500]   God institutes this covenant of marriage.
[00:17:17.500 --> 00:17:22.220]   He begins the first family between Adam and Eve.
[00:17:22.220 --> 00:17:24.420]   But he doesn't just begin the first family.
[00:17:24.420 --> 00:17:26.540]   He begins the first community.
[00:17:26.540 --> 00:17:30.940]   Before there was Adam, there was an individual.
[00:17:30.940 --> 00:17:33.120]   After that, there was community.
[00:17:33.120 --> 00:17:35.100]   There was a group.
[00:17:35.100 --> 00:17:40.220]   God made us to be in community, in family.
[00:17:41.180 --> 00:17:42.420]   And we need that.
[00:17:42.420 --> 00:17:43.940]   And we need to embrace that.
[00:17:43.940 --> 00:17:48.240]   And one of the ways we embrace that is right here.
[00:17:48.240 --> 00:17:52.500]   The church is a community that God gave to us
[00:17:52.500 --> 00:17:54.340]   for our own benefit.
[00:17:54.340 --> 00:17:56.360]   And it doesn't matter if you're married or single
[00:17:56.360 --> 00:18:00.200]   or young or old or even what your background is.
[00:18:00.200 --> 00:18:02.660]   God in the New Testament talks about that,
[00:18:02.660 --> 00:18:04.460]   how there's neither Greek or Jew,
[00:18:04.460 --> 00:18:06.100]   circumcised, uncircumcised,
[00:18:06.100 --> 00:18:07.500]   barbarian, Scythian, slave, free,
[00:18:07.500 --> 00:18:09.420]   but Christ is all and in all.
[00:18:10.300 --> 00:18:12.460]   That God brings us together in the church.
[00:18:12.460 --> 00:18:15.660]   It doesn't matter who we are or what our past was.
[00:18:15.660 --> 00:18:18.340]   And he says, you're in a family now.
[00:18:18.340 --> 00:18:21.460]   And so you can rely on each other and care for one another
[00:18:21.460 --> 00:18:23.560]   and depend on each other.
[00:18:23.560 --> 00:18:28.140]   And again, the human part, our sinful nature says,
[00:18:28.140 --> 00:18:31.020]   I don't want that, I don't wanna need other people.
[00:18:31.020 --> 00:18:34.380]   I don't wanna need people in my church.
[00:18:34.380 --> 00:18:36.380]   Sometimes we don't even wanna need our own family members.
[00:18:36.380 --> 00:18:38.340]   I don't wanna rely on my family.
[00:18:38.340 --> 00:18:39.840]   I'm not even sure I like them.
[00:18:40.360 --> 00:18:43.680]   But God says, you need those people.
[00:18:43.680 --> 00:18:47.620]   I made you that way on purpose because you need help.
[00:18:47.620 --> 00:18:49.240]   And if you didn't have the limitations,
[00:18:49.240 --> 00:18:51.800]   you wouldn't go to anyone else.
[00:18:51.800 --> 00:18:53.840]   You'd just try to do it all on your own.
