
[00:00:00.000 --> 00:00:01.680]  兩個拖紅隊都是Mark Sir說的
[00:07:35.080 --> 00:07:37.080]  推展自己的計劃
[00:07:37.080 --> 00:07:39.640]  這個很少聽到,對吧
[00:07:39.640 --> 00:07:43.120]  這個表格大概是十多年前做的
[00:07:43.120 --> 00:07:45.400]  大約十年前
[00:07:45.400 --> 00:07:48.600]  我自己這幾天去看的時候
[00:07:48.600 --> 00:07:51.520]  我都不能做到一個更好的
[00:07:51.520 --> 00:07:53.440]  我覺得當時已經做得很好
[00:07:53.440 --> 00:07:56.200]  所以現在還是做這個出來
[00:07:56.200 --> 00:07:57.800]  換了顏色等等
[00:07:57.800 --> 00:07:59.160]  但我想告訴你
[00:07:59.240 --> 00:08:04.960]  我們平日所接觸的聖經救贖工作的進展
[00:08:04.960 --> 00:08:06.720]  很多時候我們聽見的是下面
[00:08:06.720 --> 00:08:09.560]  但很多時候我們沒有留意的是上面
[00:08:09.560 --> 00:08:11.680]  這是整本聖經去認識的時候
[00:08:11.680 --> 00:08:15.840]  我們就有一個不同的體會,對吧
[00:08:15.840 --> 00:08:18.160]  今天看一段很熟悉的經文
[00:08:18.160 --> 00:08:19.160]  是《路加福音》第十章
[00:08:19.160 --> 00:08:20.720]  我們先讀
[00:08:20.720 --> 00:08:22.880]  「他們」即是耶穌的門徒
[00:08:22.880 --> 00:08:24.480]  「繼續前行」
[00:08:24.480 --> 00:08:25.680]  「耶穌進了一個村莊」
[00:08:25.680 --> 00:08:27.760]  「有一個女人名叫瑪大」
[00:08:27.840 --> 00:08:30.200]  「接她到自己家裡」
[00:08:30.200 --> 00:08:32.080]  「她有一個妹妹叫瑪麗亞」
[00:08:32.080 --> 00:08:34.840]  這個瑪麗亞不是生耶穌的瑪麗亞
[00:08:34.840 --> 00:08:36.200]  另一個瑪麗亞
[00:08:36.200 --> 00:08:41.080]  「在主的腳前坐著聽耶穌的道」
[00:08:41.080 --> 00:08:44.240]  「瑪大事後的事太多」
[00:08:44.240 --> 00:08:47.040]  「心裡面忙亂進前來說」
[00:08:47.040 --> 00:08:48.040]  「主啊我的妹妹」
[00:08:48.040 --> 00:08:50.880]  「留下我一個人事後」
[00:08:50.880 --> 00:08:53.320]  「你不在意嗎」
[00:08:53.320 --> 00:08:55.720]  「請吩咐她來幫助我」
[00:08:55.720 --> 00:08:56.720]  「耶穌就回答」
[00:08:56.800 --> 00:09:00.640]  「瑪大瑪大 你為許多事操心煩惱」
[00:09:00.640 --> 00:09:03.760]  「但是不可少的只有一件」
[00:09:03.760 --> 00:09:06.680]  「瑪麗亞已經損上了那上好的福分」
[00:09:06.680 --> 00:09:11.080]  「是沒有人能從她奪去的」
[00:09:11.080 --> 00:09:12.360]  這是一段很熟悉的經文
[00:09:12.360 --> 00:09:14.160]  傳統或一般來說
[00:09:14.160 --> 00:09:16.400]  我們看見這段經文的時候
[00:09:16.400 --> 00:09:19.440]  很多時候是在靈修的時候看見的
[00:09:19.440 --> 00:09:20.600]  在靈修看見的時候
[00:09:20.600 --> 00:09:22.800]  第一個感覺是甚麼
[00:09:22.800 --> 00:09:25.080]  不要太忙
[00:09:25.160 --> 00:09:27.800]  因為瑪大實在太忙了
[00:09:27.800 --> 00:09:29.000]  大家記不記得
[00:09:29.000 --> 00:09:30.200]  我看見有些人皺眉頭
[00:09:30.200 --> 00:09:31.280]  可能是第一次看聖經
[00:09:31.280 --> 00:09:33.320]  或第一次看這個故事
[00:09:33.320 --> 00:09:35.160]  耶穌和門徒在上路
[00:09:35.160 --> 00:09:38.120]  從加里往耶路撒冷進發的時候
[00:09:38.120 --> 00:09:39.840]  他們經過一個村莊
[00:09:39.840 --> 00:09:45.000]  然後有一個女士邀請他們到他們家裡
[00:09:45.000 --> 00:09:46.000]  進入他們家裡的時候
[00:09:46.000 --> 00:09:48.440]  他們就開始講道、教導人
[00:09:48.440 --> 00:09:51.040]  然後有兩個姐妹
[00:09:51.040 --> 00:09:52.480]  一個叫瑪大
[00:09:52.480 --> 00:09:53.360]  Mother
[00:09:53.360 --> 00:09:55.040]  一個叫瑪麗亞
[00:09:55.120 --> 00:10:00.360]  瑪大在廚房裡要事後的事太多
[00:10:00.360 --> 00:10:02.480]  因為你今天進來有東西吃、有東西喝
[00:10:02.480 --> 00:10:03.680]  為甚麼
[00:10:03.680 --> 00:10:06.240]  因為有很多人事後
[00:10:06.240 --> 00:10:10.360]  那些食物不會無中生有
[00:10:10.360 --> 00:10:11.880]  所以有人在這裡做了很多事
[00:10:11.880 --> 00:10:13.240]  之前早到很多
[00:10:13.240 --> 00:10:15.720]  然後燙好食物、煮好食物
[00:10:15.720 --> 00:10:18.040]  去款待你們
[00:10:18.040 --> 00:10:19.640]  事後很多事
[00:10:19.640 --> 00:10:21.880]  所以他就去款待她
[00:10:21.880 --> 00:10:24.200]  於是款待的時候她很忙
[00:10:24.280 --> 00:10:28.920]  然後瑪麗亞的妹妹就留下她在廚房
[00:10:28.920 --> 00:10:30.680]  然後她去了哪裡
[00:10:30.680 --> 00:10:33.600]  她就坐在耶穌的腳下
[00:10:33.600 --> 00:10:35.440]  然後她就聽到
[00:10:35.440 --> 00:10:37.560]  然後瑪大當然有些投訴
[00:10:37.560 --> 00:10:38.800]  對嗎
[00:10:38.800 --> 00:10:40.520]  耶穌就說
[00:10:40.520 --> 00:10:43.320]  你為許多事操心煩惱
[00:10:43.320 --> 00:10:45.560]  但有一件事是不可少的
[00:10:45.560 --> 00:10:48.400]  瑪麗亞已經算上拿最好的福分
[00:10:48.400 --> 00:10:50.600]  是沒有人能夠奪去的
[00:10:50.600 --> 00:10:52.760]  大概故事就是這麼簡單
[00:10:52.840 --> 00:10:54.320]  我第一個感覺當然是
[00:10:54.320 --> 00:10:56.480]  這裡耶穌所說的就是
[00:10:56.480 --> 00:10:59.520]  你們不要太忙
[00:10:59.520 --> 00:11:03.040]  因為你不要去做咖啡、奶茶那些事
[00:11:03.040 --> 00:11:07.920]  你進來聽道,好嗎
[00:11:07.920 --> 00:11:12.000]  好,做事那些就好了,對嗎
[00:11:12.000 --> 00:11:13.080]  大概是這個意思
[00:11:13.080 --> 00:11:15.040]  他就說我們跟主的關係
[00:11:15.040 --> 00:11:17.360]  應該安靜地來聽道
[00:11:17.360 --> 00:11:22.520]  然後在煩囂的生活中留下時間
[00:11:22.600 --> 00:11:23.760]  親近主
[00:11:23.760 --> 00:11:25.800]  然後我們才服侍
[00:11:25.800 --> 00:11:27.440]  這個讀法是很好的
[00:11:27.440 --> 00:11:28.400]  這個理解是很好的
[00:11:28.400 --> 00:11:29.840]  也造就了很多人
[00:11:29.840 --> 00:11:33.040]  以往我們看這個故事的時候
[00:11:33.040 --> 00:11:35.760]  也是一個很好的提醒,對吧
[00:11:35.760 --> 00:11:37.280]  特別是一些大忙人
[00:11:37.280 --> 00:11:39.720]  很喜歡忙的人、很喜歡工作的人
[00:11:39.720 --> 00:11:40.520]  對於我來說
[00:11:40.520 --> 00:11:43.720]  我覺得是需要坐在耶穌的腳前
[00:11:43.720 --> 00:11:45.240]  來聽一聽道
[00:11:45.240 --> 00:11:48.920]  但我們今天思考到女性侍奉的時候
[00:11:48.920 --> 00:11:50.240]  我們不妨看看
[00:11:50.320 --> 00:11:53.440]  其實這是故事的全部嗎
[00:11:53.440 --> 00:11:55.840]  還是我們更加要深入去理解
[00:11:55.840 --> 00:11:59.120]  你要留意,這裡是《路加福音》
[00:11:59.120 --> 00:12:00.480]  福音書很多時候
[00:12:00.480 --> 00:12:03.440]  是寫給當時第一世紀的教會
[00:12:03.440 --> 00:12:10.440]  這裡提到家在家裡發生了一件事
[00:12:10.440 --> 00:12:12.640]  兩個姐妹和耶穌之間
[00:12:12.640 --> 00:12:15.720]  可能有些爭拗等等
[00:12:15.720 --> 00:12:18.200]  你要知道當時第一世紀的時候
[00:12:18.280 --> 00:12:20.840]  他們看《路加福音》
[00:12:20.840 --> 00:12:24.360]  第一代的信眾、第一代的聽眾
[00:12:24.360 --> 00:12:25.720]  他們看見《路加福音》的時候
[00:12:25.720 --> 00:12:31.240]  他們不會想起教會有一個公眾的建築物
[00:12:31.240 --> 00:12:34.840]  然後我們在那裡聚會
[00:12:34.840 --> 00:12:39.040]  他們所有聚會的方式都是在家庭裡
[00:12:39.040 --> 00:12:41.480]  所以在《新約聖經》裡
[00:12:41.480 --> 00:12:44.200]  你也留意到這些線索
[00:12:44.200 --> 00:12:45.800]  有些經文告訴我們
[00:12:45.800 --> 00:12:48.120]  教會是在哪裡發生的
[00:12:48.200 --> 00:12:50.120]  不是一個公共的場合
[00:12:50.120 --> 00:12:52.560]  而是在一個家裡發生的
[00:12:52.560 --> 00:12:55.680]  所以那些真的叫做家庭教會
[00:12:55.680 --> 00:12:57.080]  或者家庭教會
[00:12:57.080 --> 00:12:59.640]  是在家庭裡發生的
[00:12:59.640 --> 00:13:00.640]  對了
[00:13:00.640 --> 00:13:02.320]  《士郎傳》第十六章
[00:13:02.320 --> 00:13:07.280]  保羅去到菲律賓
[00:13:07.280 --> 00:13:09.960]  那裡有一個人去招待他
[00:13:09.960 --> 00:13:12.400]  招待不是純粹煮東西給他吃這麼簡單
[00:13:12.400 --> 00:13:15.520]  而是在家裡有教會
[00:13:15.520 --> 00:13:16.800]  在那裡有聚會
[00:13:16.880 --> 00:13:18.680]  在女帝雅的家裡
[00:13:18.680 --> 00:13:19.840]  這是女人
[00:13:19.840 --> 00:13:22.920]  女帝雅Lydia的家裡
[00:13:22.920 --> 00:13:25.000]  有些弟兄姊妹在那裡聚會
[00:13:25.000 --> 00:13:27.120]  《士郎傳》第十二章第十二節
[00:13:27.120 --> 00:13:29.200]  提到彼得出監
[00:13:29.200 --> 00:13:30.960]  然後去了一個地方
[00:13:30.960 --> 00:13:34.120]  去到教會的弟兄姊妹裡
[00:13:34.120 --> 00:13:35.800]  那是什麼地方
[00:13:35.800 --> 00:13:39.080]  是瑪可約翰的母親瑪麗亞
[00:13:39.080 --> 00:13:39.920]  也是叫瑪麗亞
[00:13:39.920 --> 00:13:41.120]  但是另一個瑪麗亞
[00:13:41.120 --> 00:13:43.280]  在她家裡發生的
[00:13:43.360 --> 00:13:47.040]  那裡有很多人在那裡聚集、禱告
[00:13:47.040 --> 00:13:48.760]  《哥羅西書》第四章
[00:13:48.760 --> 00:13:51.240]  提到老弟家的弟兄姊妹的時候
[00:13:51.240 --> 00:13:52.400]  有一個姊妹叫做
[00:13:52.400 --> 00:13:55.880]  「靈法和他家裡面的教會」
[00:13:55.880 --> 00:13:57.400]  是不是
[00:13:57.400 --> 00:13:58.920]  家裡面的教會
[00:13:58.920 --> 00:14:01.320]  所以當時他們提到教會的時候
[00:14:01.320 --> 00:14:03.000]  他們就想起家
[00:14:03.000 --> 00:14:05.000]  所以瑪麗亞的故事
[00:14:05.000 --> 00:14:07.920]  也是在家裡面發生的
[00:14:07.920 --> 00:14:11.440]  甚至瑪麗亞所做的事情
[00:14:11.520 --> 00:14:14.520]  她說事後 事後的事太多
[00:14:14.520 --> 00:14:17.600]  其實這個字是後來來去形容
[00:14:17.600 --> 00:14:21.920]  執事和侍奉的詞彙
[00:14:21.920 --> 00:14:23.600]  所以奴家不是在說
[00:14:23.600 --> 00:14:27.480]  只是飯廳、客廳的一種風波
[00:14:27.480 --> 00:14:30.080]  而是在說家庭的教會裡面
[00:14:30.080 --> 00:14:34.880]  侍奉的角色和功能等
[00:14:34.880 --> 00:14:37.040]  大家記得
[00:14:37.040 --> 00:14:39.480]  以前的社會和我們現在的社會
[00:14:39.480 --> 00:14:40.960]  是有分別的
[00:14:41.040 --> 00:14:42.560]  第一世紀特別
[00:14:42.560 --> 00:14:44.640]  近東的社會
[00:14:44.640 --> 00:14:49.840]  社會的空間是分得很清楚的
[00:14:49.840 --> 00:14:51.200]  男與女
[00:14:51.200 --> 00:14:52.920]  這個地方是屬於你的
[00:14:52.920 --> 00:14:53.960]  是女人的
[00:14:53.960 --> 00:14:55.600]  這個地方是屬於我的
[00:14:55.600 --> 00:14:56.840]  是男人的
[00:14:56.840 --> 00:15:00.400]  我們華人的傳統文化都會這樣說
[00:15:00.400 --> 00:15:03.560]  男主外 女主內
[00:15:03.560 --> 00:15:04.840]  對不對
[00:15:04.840 --> 00:15:07.400]  女人要三從四德等等
[00:15:07.400 --> 00:15:09.360]  甚至今天一些比較保守的地方
[00:15:09.440 --> 00:15:11.240]  都是這樣區分的
[00:15:11.240 --> 00:15:13.440]  譬如你今天去西牆
[00:15:13.440 --> 00:15:14.760]  耶路撒冷西牆
[00:15:14.760 --> 00:15:16.400]  他們都是分開男女的
[00:15:16.400 --> 00:15:17.560]  對不對
[00:15:17.560 --> 00:15:19.840]  男女去到西牆的時候
[00:15:19.840 --> 00:15:23.280]  男人去到西牆是比較漂亮的
[00:15:23.280 --> 00:15:25.000]  在裡面的
[00:15:25.000 --> 00:15:26.720]  他們看到的東西比較多
[00:15:26.720 --> 00:15:27.760]  日曬雨淋的時候
[00:15:27.760 --> 00:15:29.080]  他們可以鑽進去裡面
[00:15:29.080 --> 00:15:31.160]  有一個會堂在裡面
[00:15:31.160 --> 00:15:32.760]  也是貼著西牆的
[00:15:32.760 --> 00:15:34.960]  女人就在外面的
[00:15:34.960 --> 00:15:35.600]  你不喜歡曬的話
[00:15:35.600 --> 00:15:37.360]  你就擔傘
[00:15:37.360 --> 00:15:38.400]  這個是男的區域
[00:15:38.480 --> 00:15:39.520]  這個是女人的區域
[00:15:39.520 --> 00:15:40.920]  分得很清楚
[00:15:40.920 --> 00:15:42.280]  我有很多次去巴勒斯坦地
[00:15:42.280 --> 00:15:44.640]  有時候是一個人去的
[00:15:44.640 --> 00:15:45.840]  有時候去會堂
[00:15:45.840 --> 00:15:50.040]  或者去做一些工作等等
[00:15:50.040 --> 00:15:51.440]  我記得有好幾次
[00:15:51.440 --> 00:15:53.840]  我是住在一個穆斯林的家
[00:15:53.840 --> 00:15:55.440]  因為是Airbnb
[00:15:55.440 --> 00:15:56.560]  我需要一個床位
[00:15:56.560 --> 00:15:58.320]  我一條難命
[00:15:58.320 --> 00:16:01.000]  很便宜 我就找了一個床位
[00:16:01.000 --> 00:16:03.160]  然後我找了一個家庭接待我
[00:16:03.160 --> 00:16:05.760]  那個家庭是穆斯林的家庭
[00:16:05.760 --> 00:16:07.280]  我記得有一次很深印象
[00:16:07.360 --> 00:16:08.480]  是第一次來的
[00:16:08.480 --> 00:16:10.320]  我進了West Bank
[00:16:10.320 --> 00:16:13.920]  進了一個穆斯林的家
[00:16:13.920 --> 00:16:17.200]  我住了幾天
[00:16:17.200 --> 00:16:20.240]  我從來沒有見過他老婆
[00:16:20.240 --> 00:16:22.880]  從來沒有見過任何女人
[00:16:22.880 --> 00:16:25.920]  我只見到他和他的小孩
[00:16:25.920 --> 00:16:28.360]  有時候會走進來
[00:16:28.360 --> 00:16:30.640]  我住的地方、睡的地方
[00:16:30.640 --> 00:16:32.000]  和他款待我
[00:16:32.000 --> 00:16:33.440]  煮東西給我的地方
[00:16:33.440 --> 00:16:36.600]  都是沒有見過女人的
[00:16:36.680 --> 00:16:39.360]  因為我很關心別人
[00:16:39.360 --> 00:16:43.200]  很好笑吧?我很關心別人
[00:16:43.200 --> 00:16:44.760]  我很關心別人
[00:16:44.760 --> 00:16:46.800]  我當然要問他家庭狀況
[00:16:46.800 --> 00:16:49.680]  我問他太太怎麼樣
[00:16:49.680 --> 00:16:51.760]  他就說我們結婚多久了
[00:16:51.760 --> 00:16:54.240]  我們有多少…原來他們有很多小孩
[00:16:54.240 --> 00:16:57.640]  我從來沒有見過他老婆
[00:16:57.640 --> 00:17:01.400]  但是每一次早、午、晚餐
[00:17:01.400 --> 00:17:03.880]  都會有東西放在那裡
[00:17:03.880 --> 00:17:05.960]  我就跟他吃東西、跟他聊天
[00:17:06.040 --> 00:17:08.440]  因為男人是主外的
[00:17:08.440 --> 00:17:10.800]  所以是一個公共的空間
[00:17:10.800 --> 00:17:13.080]  公共的空間即是有人出入
[00:17:13.080 --> 00:17:14.680]  有外人在
[00:17:14.680 --> 00:17:17.000]  女人是不會讓我看的
[00:17:17.000 --> 00:17:19.960]  對吧?女人是在裡面
[00:17:19.960 --> 00:17:22.600]  你聽見她沙煲鵪鶉的聲音
[00:17:22.600 --> 00:17:24.440]  但是她永遠不會露面
[00:17:24.440 --> 00:17:26.760]  因為那是裡面的世界
[00:17:26.760 --> 00:17:28.560]  那是裡面的社會空間
[00:17:28.560 --> 00:17:31.480]  是煮飯的社會空間
[00:17:31.480 --> 00:17:32.520]  你這樣體會的時候
[00:17:32.600 --> 00:17:36.480]  你就明白這個故事其實不是那麼簡單
[00:17:36.480 --> 00:17:40.560]  這個故事是在說一些公共的空間
[00:17:40.560 --> 00:17:42.480]  以及私有的空間
[00:17:42.480 --> 00:17:44.760]  耶穌這樣做的時候
[00:17:44.760 --> 00:17:47.080]  可能是在做一些很破格的事情
