
[00:00:00.000 --> 00:00:02.920]  今天中文堂的講員就是Mark Sir
[00:05:04.200 --> 00:05:08.480]  曾經經歷過上帝很厚的恩典
[00:05:08.480 --> 00:05:11.600]  可能一些死過翻生的經歷
[00:05:11.600 --> 00:05:13.240]  可能某一些意外
[00:05:13.240 --> 00:05:14.320]  上帝去保守過你
[00:05:14.320 --> 00:05:17.480]  或者可能一些禱告
[00:05:17.480 --> 00:05:20.520]  上帝是聽了你的
[00:05:20.520 --> 00:05:21.480]  不同的提醒
[00:05:21.480 --> 00:05:22.840]  其實是告訴我們
[00:05:22.840 --> 00:05:26.280]  生命裏面是有上帝的恩典
[00:05:26.280 --> 00:05:29.880]  是我們需要記下的
[00:05:29.880 --> 00:05:32.560]  豬八戒就是一年裏面一度
[00:05:32.560 --> 00:05:37.080]  每一次去提醒神的子民
[00:05:37.080 --> 00:05:38.600]  他們應該要做些什麼
[00:05:38.600 --> 00:05:40.800]  我們再看這個《利美記》
[00:05:40.800 --> 00:05:43.320]  《五經》裏面怎樣講豬八戒
[00:05:43.320 --> 00:05:45.080]  第一天
[00:05:45.080 --> 00:05:46.360]  豬八戒有七天
[00:05:46.360 --> 00:05:48.640]  然後跟著不同的發展
[00:05:48.640 --> 00:05:49.840]  就加多了一天
[00:05:49.840 --> 00:05:51.440]  第八天
[00:05:51.440 --> 00:05:52.000]  怎樣也好
[00:05:52.000 --> 00:05:53.160]  第一天
[00:05:53.160 --> 00:05:57.160]  你要拿美好樹上的果子
[00:05:57.160 --> 00:05:58.720]  忠樹枝
[00:05:58.720 --> 00:06:03.400]  謬物的枝條和柳枝
[00:06:03.400 --> 00:06:04.520]  再而又說
[00:06:04.520 --> 00:06:06.280]  你的上帝面前
[00:06:06.280 --> 00:06:07.240]  歡喜快樂
[00:06:07.240 --> 00:06:08.880]  七天
[00:06:08.880 --> 00:06:12.600]  這個就是今天以色列的猶太人
[00:06:12.600 --> 00:06:14.840]  他們會做的事
[00:06:14.840 --> 00:06:18.320]  他們有一些後期的傳統的發展
[00:06:18.320 --> 00:06:20.400]  他們每逢到這個時候
[00:06:20.400 --> 00:06:21.760]  大概我們西方這個時候
[00:06:21.760 --> 00:06:23.240]  他們就會預備
[00:06:23.240 --> 00:06:27.720]  你見到他們手裏面是拿著什麼
[00:06:27.720 --> 00:06:29.760]  整個東西捆在一起
[00:06:29.760 --> 00:06:31.800]  叫做Lulav
[00:06:31.800 --> 00:06:34.680]  Lulav就是包括什麼呢
[00:06:34.680 --> 00:06:35.920]  Azure
[00:06:35.920 --> 00:06:38.200]  Azure就是好像檸檬一樣黃色的
[00:06:38.200 --> 00:06:40.720]  是一個柚子的果子
[00:06:40.720 --> 00:06:47.200]  然後就會有另外三種的綠色的枝條
[00:06:47.200 --> 00:06:49.240]  這些樹枝等等
[00:06:49.240 --> 00:06:51.080]  包括有Palm Branch
[00:06:51.080 --> 00:06:53.040]  就是那些蜜棗樹
[00:06:53.040 --> 00:06:55.360]  他們把它們切下來
[00:06:55.360 --> 00:06:58.440]  然後放在手裏面捆著
[00:06:58.440 --> 00:06:59.800]  然後有Myrtle
[00:06:59.800 --> 00:07:00.920]  和有Lulav
[00:07:00.920 --> 00:07:02.480]  有柳樹枝
[00:07:02.480 --> 00:07:04.320]  他們還會捆在一邊
[00:07:04.320 --> 00:07:06.360]  然後放在手裏面
[00:07:06.360 --> 00:07:07.520]  然後他們祈禱的時候
[00:07:07.520 --> 00:07:10.040]  就會上下左右前後
[00:07:10.040 --> 00:07:12.040]  來搖的
[00:07:12.040 --> 00:07:14.360]  在歡喜快樂的地方去禱告
[00:07:14.360 --> 00:07:18.720]  是很特別的一種節日
[00:07:18.720 --> 00:07:21.480]  就是去到Sukkot的時候
[00:07:21.480 --> 00:07:23.400]  在以色列是另一番風味
[00:07:23.400 --> 00:07:25.240]  見到他們搭棚之外
[00:07:25.240 --> 00:07:28.200]  亦都見到他們去到預備這些
[00:07:28.200 --> 00:07:30.520]  手裏面要拿著的東西
[00:07:30.520 --> 00:07:31.480]  然後去禱告
[00:07:31.480 --> 00:07:32.880]  去讚美
[00:07:32.880 --> 00:07:35.440]  去敬拜等等
[00:07:35.440 --> 00:07:38.280]  在兩約之間
[00:07:38.280 --> 00:07:40.040]  就是舊約完了
[00:07:40.040 --> 00:07:42.520]  到新約之前
[00:07:42.520 --> 00:07:44.000]  大概有幾百年
[00:07:44.000 --> 00:07:47.560]  特別在駐彭捷的禮節上
[00:07:47.560 --> 00:07:49.320]  有很多不同的演變
[00:07:49.320 --> 00:07:51.800]  就是耶穌時代的時候
[00:07:51.800 --> 00:07:54.040]  當時的節日
[00:07:54.040 --> 00:07:55.840]  已經有很多的解釋
[00:07:55.840 --> 00:07:59.160]  或者有很多不同的內容加進去
[00:07:59.160 --> 00:08:01.440]  特別是去到耶穌時代
[00:08:01.440 --> 00:08:04.240]  那些猶太人拉比的文獻
[00:08:04.240 --> 00:08:06.120]  就會講到他們首節的時候
[00:08:06.120 --> 00:08:07.440]  要去唱歌
[00:08:07.440 --> 00:08:09.440]  要去跳舞等等
[00:08:09.440 --> 00:08:13.360]  駐彭特別這個節日
[00:08:13.360 --> 00:08:16.080]  就是與雨水有關
[00:08:16.080 --> 00:08:17.720]  為什麼呢?
[00:08:17.720 --> 00:08:18.520]  十月初
[00:08:18.520 --> 00:08:19.640]  我剛才講過了
[00:08:19.640 --> 00:08:21.880]  今天的月曆
[00:08:21.880 --> 00:08:23.160]  猶太人的月曆
[00:08:23.160 --> 00:08:24.280]  十月初的時候
[00:08:24.280 --> 00:08:26.080]  就是到他們Sukkot開始的時候
[00:08:26.080 --> 00:08:28.200]  現在正是準備的時候
[00:08:28.200 --> 00:08:29.560]  這個時候
[00:08:29.560 --> 00:08:32.680]  大概就是他們下季的時候
[00:08:32.680 --> 00:08:34.160]  去到最後最後的時候
[00:08:34.160 --> 00:08:37.400]  我們經常講下季的小尾巴
[00:08:37.400 --> 00:08:39.560]  這個時候就是小尾巴
[00:08:39.560 --> 00:08:41.880]  九月底的時候
[00:08:41.880 --> 00:08:44.800]  在巴西的氣候
[00:08:44.800 --> 00:08:46.760]  夏天是怎麼樣的?
[00:08:46.760 --> 00:08:49.080]  是又乾又熱的
[00:08:49.080 --> 00:08:52.200]  大概四五月開始就開始下季
[00:08:52.200 --> 00:08:53.960]  所以就沒有雨水
[00:08:53.960 --> 00:08:56.080]  甚至完全沒有雨水
[00:08:56.080 --> 00:08:58.600]  有幾個月時間是非常乾旱
[00:08:58.600 --> 00:09:00.920]  非常熱的
[00:09:00.920 --> 00:09:02.960]  去到大概九月尾的時候
[00:09:02.960 --> 00:09:04.520]  十月初
[00:09:04.520 --> 00:09:08.600]  按照當時的當地的氣候來說
[00:09:08.600 --> 00:09:13.000]  就開始會雨季來到
[00:09:13.000 --> 00:09:14.840]  我講雨季的話
[00:09:14.840 --> 00:09:16.680]  不是說一雨季開始
[00:09:16.680 --> 00:09:17.920]  就每天都下雨
[00:09:17.920 --> 00:09:19.880]  正如我們這裡有雨季一樣
[00:09:19.880 --> 00:09:21.400]  也不會是每天下雨的
[00:09:21.400 --> 00:09:22.680]  可能一個月裡面
[00:09:22.680 --> 00:09:25.520]  可能下雨八至九天
[00:09:25.520 --> 00:09:27.560]  十至十二天已經很多了
[00:09:27.560 --> 00:09:29.520]  所以不是每天都會下雨
[00:09:29.520 --> 00:09:30.760]  久不久就會下雨
[00:09:30.760 --> 00:09:32.640]  但這個就是他們所講的雨季
[00:09:32.640 --> 00:09:38.040]  也是在《舊約聖經》裡面所講的初雨這回事
[00:09:38.040 --> 00:09:41.360]  過了幾個月的夏季的澳年之後
[00:09:41.360 --> 00:09:42.920]  你可以想象
[00:09:42.920 --> 00:09:44.920]  那些水池已經乾了
[00:09:44.920 --> 00:09:48.120]  當時在山上住的人
[00:09:48.120 --> 00:09:50.200]  他們怎麼儲水呢?
[00:09:50.200 --> 00:09:52.240]  很多時候在屋裡或屋外
[00:09:52.240 --> 00:09:53.640]  在床突
[00:09:53.640 --> 00:09:56.400]  然後掘一個洞在裡面
[00:09:56.400 --> 00:09:57.960]  他們下雨之後
[00:09:57.960 --> 00:10:03.080]  他們就會將雨水直接放進水池裡
[00:10:03.080 --> 00:10:05.640]  水是非常矜貴的
[00:10:05.640 --> 00:10:10.720]  但如果經歷了幾個月的乾旱夏季之後
[00:10:10.720 --> 00:10:14.960]  那個水池可能已經乾到見底
[00:10:14.960 --> 00:10:16.040]  所以在這個時候
[00:10:16.040 --> 00:10:17.600]  到了守住彭節的時候
[00:10:17.600 --> 00:10:20.120]  就跟雨水很有關係
[00:10:20.120 --> 00:10:22.200]  在兩約中間
[00:10:22.200 --> 00:10:25.960]  特別是耶穌年代的時候
[00:10:25.960 --> 00:10:29.040]  他們演變到一個地步
[00:10:29.040 --> 00:10:31.240]  他們在守住彭節的第七天
[00:10:31.240 --> 00:10:34.880]  每一天聖殿的祭司就會下去
[00:10:34.880 --> 00:10:37.160]  在聖殿的南面
[00:10:37.160 --> 00:10:40.280]  一個水池叫做西羅亞池
[00:10:40.280 --> 00:10:42.760]  那裡就會拿著一個金桶
[00:10:42.760 --> 00:10:46.760]  然後在水池裡裝一罐水
[00:10:46.760 --> 00:10:49.000]  然後他們就浩浩蕩蕩地
[00:10:49.000 --> 00:10:50.360]  走回上山
[00:10:50.360 --> 00:10:51.920]  上到聖殿山
[00:10:51.920 --> 00:10:53.080]  然後在祭壇面前
[00:10:53.080 --> 00:10:55.280]  他們就會灑水
[00:10:55.280 --> 00:10:57.880]  其實灑水 曉水的意思
[00:10:57.880 --> 00:11:00.200]  就是一個禱告
[00:11:00.200 --> 00:11:03.480]  希望能夠新幾年來到
[00:11:03.480 --> 00:11:05.440]  上帝有恩典
[00:11:05.440 --> 00:11:09.600]  讓這個地方能夠有足夠的雨水
[00:11:09.600 --> 00:11:11.880]  如果雨水不足夠的時候
[00:11:11.880 --> 00:11:18.000]  那個乾旱的問題就會繼續延續
[00:11:18.000 --> 00:11:19.040]  一年是這樣
[00:11:19.040 --> 00:11:20.080]  兩年是這樣
[00:11:20.080 --> 00:11:20.880]  三年是這樣
[00:11:20.880 --> 00:11:23.800]  那就會非常慘
[00:11:23.800 --> 00:11:27.320]  所以他們就會裝滿一罐水
[00:11:27.320 --> 00:11:29.880]  每一天然後就拿回聖殿
[00:11:29.880 --> 00:11:32.760]  然後就倒在耶和華的面前
[00:11:32.760 --> 00:11:35.880]  來禱告
[00:11:35.880 --> 00:11:41.160]  往往他們就會讀或者唱這一節的經文
[00:11:41.160 --> 00:11:44.000]  《倚創亞書》十二章第三節
[00:11:44.000 --> 00:11:47.760]  「你們必從救恩的泉源
[00:11:47.760 --> 00:11:50.720]  歡言取水」
[00:11:50.720 --> 00:11:52.240]  水有一個寓意
[00:11:52.240 --> 00:11:54.600]  就是寓意著上帝的恩典
[00:11:54.600 --> 00:11:56.160]  他的救恩來到
[00:11:56.160 --> 00:11:58.400]  每一年去到罕見的最後
[00:11:58.400 --> 00:12:00.320]  主板節就要開始的時候
[00:12:00.320 --> 00:12:02.400]  這個就是最關鍵的時候
[00:12:02.400 --> 00:12:03.640]  因為能不能夠
[00:12:03.640 --> 00:12:04.760]  接下來這一年
[00:12:04.760 --> 00:12:05.840]  我們能不能夠生活
[00:12:05.840 --> 00:12:07.400]  能不能夠熬得過的話
[00:12:07.400 --> 00:12:09.720]  就是靠這段時間
[00:12:09.720 --> 00:12:11.800]  所以就算到今天
[00:12:11.800 --> 00:12:13.640]  不是猶太人
[00:12:13.640 --> 00:12:14.840]  阿拉伯人
[00:12:14.840 --> 00:12:16.600]  他們很多阿拉伯人
[00:12:16.600 --> 00:12:18.560]  當然阿拉伯人都有不同的宗教
[00:12:18.560 --> 00:12:20.080]  有基督教
[00:12:20.080 --> 00:12:21.600]  有些基督教
[00:12:21.600 --> 00:12:23.400]  也有一些穆斯林教徒
[00:12:23.400 --> 00:12:26.880]  連穆斯林教徒
[00:12:26.880 --> 00:12:29.560]  他們都會去到這個時間
[00:12:29.560 --> 00:12:30.800]  他們雖然不會守住盲節
[00:12:30.800 --> 00:12:32.400]  因為是猶太人的節日
[00:12:32.400 --> 00:12:36.080]  他們都會盼望新的一年來到的時候
[00:12:36.080 --> 00:12:37.880]  這個雨季來到的時候
[00:12:37.880 --> 00:12:40.800]  他們有足夠的雨水
[00:12:40.800 --> 00:12:45.640]  等於你盼望能夠出糧
[00:12:45.640 --> 00:12:47.480]  每逢糧期來到的時候
[00:12:47.480 --> 00:12:50.040]  你希望能夠充充足足
[00:12:50.040 --> 00:12:53.400]  或者年尾收佣金
[00:12:53.400 --> 00:12:55.160]  收花紅
[00:12:55.160 --> 00:12:58.560]  你都盼望能夠收多一點
[00:12:58.560 --> 00:13:01.320]  你可以看到這個節日
[00:13:01.320 --> 00:13:06.560]  是跟那個人的靈性有關
[00:13:06.560 --> 00:13:09.840]  這個節日就是給一個標記
[00:13:09.840 --> 00:13:12.760]  讓我們想起我們的靈性生活
[00:13:12.760 --> 00:13:15.040]  應該要想起什麼
[00:13:15.040 --> 00:13:19.400]  當上帝賜福給我們
[00:13:19.400 --> 00:13:20.920]  家人健康
[00:13:20.920 --> 00:13:23.200]  自己可能康泰
[00:13:23.200 --> 00:13:25.600]  準時出糧
[00:13:25.600 --> 00:13:28.120]  市場比較好
[00:13:28.120 --> 00:13:29.160]  等等
[00:13:29.160 --> 00:13:31.520]  投資有回報
[00:13:31.520 --> 00:13:33.720]  我們就要想起上帝的恩典
[00:13:33.720 --> 00:13:35.800]  不是忘記上帝
[00:13:35.800 --> 00:13:38.160]  當上帝賜福不夠的時候
[00:13:38.160 --> 00:13:40.080]  好像不足夠
[00:13:40.080 --> 00:13:42.600]  疫病也好
[00:13:42.600 --> 00:13:45.880]  或者世情不如意也好
[00:13:45.880 --> 00:13:50.520]  好像當時的節日的猶太人
[00:13:50.520 --> 00:13:53.480]  他們不會覺得是上帝失職
[00:13:53.480 --> 00:13:55.960]  他們用信心禱告
[00:13:55.960 --> 00:13:58.680]  去等候上帝
[00:13:58.680 --> 00:14:00.520]  不是隨隨便便就離開
[00:14:00.520 --> 00:14:03.320]  駐彭哲其實是一個信心的等待
[00:14:03.320 --> 00:14:07.480]  等待祈求上帝的恩典來到
[00:14:07.480 --> 00:14:09.880]  因為信主 信神
[00:14:09.880 --> 00:14:12.280]  不一定天色上眼
[00:14:12.280 --> 00:14:13.960]  但要認定什麼呢
[00:14:13.960 --> 00:14:17.320]  上帝是你和我的供應者
[00:14:17.320 --> 00:14:19.080]  駐彭哲就是這個意思
[00:14:19.080 --> 00:14:21.880]  所以為什麼跟雨水有關係
[00:14:21.880 --> 00:14:24.200]  跟農作物有關係
[00:14:24.200 --> 00:14:28.360]  同時這個時間也是最後一年的
[00:14:28.360 --> 00:14:29.960]  最後的收穫
[00:14:29.960 --> 00:14:32.040]  最後我們要收藏那些果子
[00:14:32.040 --> 00:14:34.520]  橄欖 棗樹等等
[00:14:34.520 --> 00:14:36.040]  所以你去到以色列
[00:14:36.040 --> 00:14:38.920]  你就會發現那些果樹開始成熟
[00:14:38.920 --> 00:14:40.680]  這段時間就是準備
[00:14:40.680 --> 00:14:44.440]  去到今年最後的收穫的時候
[00:14:44.440 --> 00:14:47.720]  出糧的時候就記起上帝是供應者
[00:14:47.720 --> 00:14:50.680]  生命裡面可能不一定是順利
[00:14:50.680 --> 00:14:55.000]  但仍然要記起真正供應的是上帝
[00:14:55.000 --> 00:14:58.040]  這是信心的一個培養
[00:14:58.040 --> 00:14:59.640]  節期
[00:14:59.640 --> 00:15:01.480]  每逢過時過節
[00:15:01.480 --> 00:15:03.000]  四季來到的時候
[00:15:03.000 --> 00:15:06.920]  想起上帝給我們的好處
[00:15:06.920 --> 00:15:08.440]  想起上帝在我們生命當中
[00:15:08.440 --> 00:15:10.120]  祂是誰
[00:15:10.120 --> 00:15:12.680]  你的生命其實也是要這樣
[00:15:12.680 --> 00:15:14.920]  我們經常忙碌
[00:15:14.920 --> 00:15:16.840]  出糧我們就存錢
[00:15:16.840 --> 00:15:18.600]  出支票我們就存錢
[00:15:18.600 --> 00:15:21.400]  然後自動主張我們見到有錢
[00:15:21.400 --> 00:15:24.920]  市場是高還是低等等
[00:15:24.920 --> 00:15:27.160]  我們經常看著那個銀行帳戶
[00:15:27.160 --> 00:15:29.320]  看著我們有的東西
[00:15:29.320 --> 00:15:31.400]  到底有沒有一些定時定候的
[00:15:31.400 --> 00:15:34.040]  去告訴我們 去提醒我們
[00:15:34.040 --> 00:15:36.200]  真正的供應者
[00:15:36.200 --> 00:15:41.960]  能夠頂得住我們生活的
[00:15:41.960 --> 00:15:44.520]  能夠頂得住我們的命的
[00:15:44.520 --> 00:15:46.920]  是上帝
[00:15:46.920 --> 00:15:48.840]  生活可以很忙 工作可以很忙
[00:15:48.840 --> 00:15:51.960]  你可能一天做24小時
[00:15:51.960 --> 00:15:54.680]  但有沒有一些提醒記錄給你
[00:15:54.680 --> 00:15:58.120]  是上帝掌權仍然是供應
[00:15:58.120 --> 00:15:59.960]  其實在我們基督徒的年曆裡面
[00:15:59.960 --> 00:16:02.520]  在我們日曆裡面都是一樣
[00:16:02.520 --> 00:16:03.480]  我們遲些會說
[00:16:03.480 --> 00:16:05.080]  Sabbath 其中一個
[00:16:05.080 --> 00:16:06.680]  安息是所謂
[00:16:06.680 --> 00:16:09.400]  今時今日在基督教的傳統
[00:16:09.400 --> 00:16:10.520]  新約的傳統
[00:16:10.520 --> 00:16:12.360]  就變成七天的第一天
[00:16:12.360 --> 00:16:14.120]  敬拜
[00:16:14.120 --> 00:16:16.920]  敬拜是什麼意思
[00:16:16.920 --> 00:16:21.720]  敬拜是想起上帝是那位掌權者
[00:16:21.720 --> 00:16:24.040]  上帝是那位管理萬有的
[00:16:24.040 --> 00:16:25.720]  六天之後他創造
[00:16:25.720 --> 00:16:27.080]  做完事了
[00:16:27.080 --> 00:16:28.680]  第七天他安息
[00:16:28.680 --> 00:16:30.280]  就是說他進去聖殿裡面
[00:16:30.280 --> 00:16:32.840]  他去作和
[00:16:32.840 --> 00:16:34.680]  創世紀第二章
[00:16:34.680 --> 00:16:35.960]  遲些我們再說
[00:16:35.960 --> 00:16:39.400]  但我們在我們的日曆裡面
[00:16:39.400 --> 00:16:41.720]  其實是有不同的記錄
[00:16:41.720 --> 00:16:43.560]  去提醒我們的
[00:16:43.560 --> 00:16:46.920]  所以你說如果一個敬拜有意思的話
[00:16:46.920 --> 00:16:50.280]  怎樣才有意思
[00:16:50.280 --> 00:16:52.200]  不是別人做的事
[00:16:52.200 --> 00:16:56.120]  是你自己的取態
[00:16:56.120 --> 00:17:00.280]  是你自己進來的時候的取態
[00:17:00.280 --> 00:17:02.760]  唱詩歌 祈禱
[00:17:02.760 --> 00:17:05.320]  甚至思想上帝的說話
[00:17:05.320 --> 00:17:08.760]  都是要講你和我的取態
[00:17:08.760 --> 00:17:09.560]  如果不是的話
[00:17:09.560 --> 00:17:11.480]  你敬拜一定不會有意思
[00:17:11.480 --> 00:17:12.280]  對不對
[00:17:12.280 --> 00:17:14.680]  有時候弟兄姊妹跟我說
[00:17:14.680 --> 00:17:17.320]  敬拜裡面很感動
[00:17:17.320 --> 00:17:19.240]  好不好感動是好
[00:17:19.240 --> 00:17:22.760]  但最主要是你要做的事
[00:17:22.760 --> 00:17:25.160]  不是你的心動不動的問題
[00:17:25.160 --> 00:17:28.600]  不是你感覺到觸感
[00:17:28.600 --> 00:17:30.200]  這麼簡單
[00:17:30.200 --> 00:17:32.360]  而是你進來的時候你的取態
[00:17:32.360 --> 00:17:34.360]  你開聲唱詩歌
[00:17:34.360 --> 00:17:36.200]  去到敬拜去禱告的時候
[00:17:36.200 --> 00:17:40.040]  你想一想到底上帝是你的誰
[00:17:40.040 --> 00:17:42.120]  對不對
[00:17:42.120 --> 00:17:45.640]  日曆的標籤
[00:17:45.640 --> 00:17:49.880]  除了鑄盤節是培養一個人的靈性之外
