
[00:00:00.000 --> 00:00:11.500]  各位好,各位好,現在是經衛線的時候了
[00:02:32.000 --> 00:02:35.000]  是先知裡面最短的一篇道
[00:02:35.000 --> 00:02:37.000]  五個字就搞定了
[00:02:37.000 --> 00:02:40.000]  這些在教會裡面就能解僱了
[00:02:40.000 --> 00:02:43.000]  我們做牧師的,如果上台講那五個字
[00:02:43.000 --> 00:02:47.000]  十秒鐘就下台,大家就會瞪著你,瞪著你發生什麼事
[00:02:47.000 --> 00:02:49.000]  還有一件事,Mark Sir
[00:02:49.000 --> 00:02:52.000]  很多時候在經文裡說
[00:02:52.000 --> 00:02:57.000]  這個城要三天才能走完
[00:02:57.000 --> 00:02:59.000]  好像很大,要走一天
[00:02:59.000 --> 00:03:04.000]  其實在考古方面,我不知道你對這方面比較熟悉
[00:03:04.000 --> 00:03:07.000]  究竟你在現在考古學裡面,怎樣理解這件事情呢?
[00:03:07.000 --> 00:03:08.000]  完全是不會的
[00:03:08.000 --> 00:03:11.000]  因為利利眉城怎麼大,都是幾個小時走完
[00:03:11.000 --> 00:03:13.000]  不可能會走三天
[00:03:13.000 --> 00:03:17.000]  我想第一方面,大家要記得
[00:03:17.000 --> 00:03:20.000]  約拿書是一個諷刺文學
[00:03:20.000 --> 00:03:24.000]  是有些誇大的修飾
[00:03:24.000 --> 00:03:27.000]  所以就說它極大
[00:03:27.000 --> 00:03:29.000]  你就不需要很現實地去看
[00:03:29.000 --> 00:03:32.000]  另外三天,當時近冬
[00:03:32.000 --> 00:03:37.000]  那些王要發一個使者去另外一個地方宣告訊息
[00:03:37.000 --> 00:03:39.000]  他應該會留在那裡三天
[00:03:39.000 --> 00:03:43.000]  就是說利利眉城很尊重
[00:03:43.000 --> 00:03:45.000]  這個耶和華臣
[00:03:45.000 --> 00:03:47.000]  這個王,差派來的先知
[00:03:47.000 --> 00:03:49.000]  他就在那裡三天時間
[00:03:49.000 --> 00:03:52.000]  但他走了一天
[00:03:52.000 --> 00:03:55.000]  但他走了一天,進城走了一天
[00:03:55.000 --> 00:03:58.000]  宣告訊息,五個字就搞定了
[00:03:58.000 --> 00:04:00.000]  其實說起來,就像你老闆叫你
[00:04:00.000 --> 00:04:02.000]  你在那裡代表我三天
[00:04:02.000 --> 00:04:05.000]  但你講完一天就撇了,走了
[00:04:05.000 --> 00:04:07.000]  真的很敷衍
[00:04:07.000 --> 00:04:11.000]  講完之後,躲在自己的Airbnb裡面
[00:04:11.000 --> 00:04:17.000]  OK,一篇五個字的道
[00:04:17.000 --> 00:04:20.000]  叫你去三天,就只有一天
[00:04:20.000 --> 00:04:25.000]  但似乎這個所謂這麼敷衍的行動
[00:04:25.000 --> 00:04:31.000]  似乎那個反應又不是想像中這麼敷衍
[00:04:31.000 --> 00:04:35.000]  大家留意到當時那些人聽到這個訊息之後
[00:04:35.000 --> 00:04:37.000]  那些人的反應是怎樣呢?
[00:04:37.000 --> 00:04:41.000]  第五節第一個動詞就是信服
[00:04:41.000 --> 00:04:48.000]  They trust,利利眉人就信服了神
[00:04:48.000 --> 00:04:51.000]  除了信服之外
[00:04:51.000 --> 00:04:55.000]  他好像那個利利眉城的人
[00:04:55.000 --> 00:05:01.000]  好像全城人不理大小,年老年幼都在披麻
[00:05:01.000 --> 00:05:05.000]  這些又是一些keyword
[00:05:05.000 --> 00:05:07.000]  作者經常用的
[00:05:07.000 --> 00:05:11.000]  第四節就是若拿進城,走了一天
[00:05:11.000 --> 00:05:15.000]  宣告說,Call out
[00:05:15.000 --> 00:05:17.000]  他只講了五個字
[00:05:17.000 --> 00:05:20.000]  但那些利利眉人信服神
[00:05:20.000 --> 00:05:23.000]  宣告又是Call out
[00:05:23.000 --> 00:05:25.000]  宣告了很多東西
[00:05:25.000 --> 00:05:28.000]  很大contrast,一個五個字
[00:05:28.000 --> 00:05:32.000]  差不多是五節,五句
[00:05:32.000 --> 00:05:34.000]  很大段
[00:05:34.000 --> 00:05:40.000]  如果你留意這段利利眉城的人的反應
[00:05:40.000 --> 00:05:42.000]  很有趣的
[00:05:42.000 --> 00:05:46.000]  他先是從最大到最小
[00:05:46.000 --> 00:05:48.000]  然後訊息傳到利利眉王
[00:05:48.000 --> 00:05:54.000]  然後王又下了寶座,脫了朝服
[00:05:54.000 --> 00:05:56.000]  穿上披麻,坐在灰中
[00:05:56.000 --> 00:05:59.000]  他又要向全城人宣告
[00:05:59.000 --> 00:06:05.000]  好像是由下而上,到皇帝都聽都去這樣做
[00:06:05.000 --> 00:06:11.000]  是一個很大的復興
[00:06:11.000 --> 00:06:14.000]  作者用了很誇張的手法
[00:06:14.000 --> 00:06:19.000]  我想他想突顯,想講出那個重點
[00:06:19.000 --> 00:06:23.000]  有一點像你可以想像
[00:06:23.000 --> 00:06:26.000]  他只是說五個字
[00:06:26.000 --> 00:06:30.000]  誰知在大球場,郭培里那些
[00:06:30.000 --> 00:06:34.000]  一千人下來決戰
[00:06:34.000 --> 00:06:36.000]  Yes, yes, I am
[00:06:36.000 --> 00:06:38.000]  然後一群人湧下來
[00:06:38.000 --> 00:06:40.000]  他們自己唱,不用你唱
[00:06:40.000 --> 00:06:44.000]  你沒有預備師班,他們已經下來了
[00:06:44.000 --> 00:06:48.000]  很有趣,不知道大家有沒有留意
[00:06:48.000 --> 00:06:51.000]  在當中,尤其是王的那封信
[00:06:51.000 --> 00:06:56.000]  寫給所有的王與大臣有靈的
[00:06:56.000 --> 00:06:58.000]  寫給全城人
[00:06:58.000 --> 00:07:00.000]  他說人不可以吃東西
[00:07:00.000 --> 00:07:03.000]  固然啦,這個生畜、牛羊
[00:07:03.000 --> 00:07:06.000]  不可以吃草,又不可以喝水
[00:07:06.000 --> 00:07:09.000]  生畜和人都要披麻布
[00:07:09.000 --> 00:07:15.000]  其實那個形象這一刻都覺得很奇怪
[00:07:15.000 --> 00:07:17.000]  很誇張
[00:07:17.000 --> 00:07:20.000]  人不可以吃東西,人不可以喝水
[00:07:20.000 --> 00:07:22.000]  你如何控制動物不吃不喝呢?
[00:07:22.000 --> 00:07:23.000]  我也想知道
[00:07:23.000 --> 00:07:25.000]  是,是畜生
[00:07:25.000 --> 00:07:28.000]  這個又回到諷刺文學
[00:07:28.000 --> 00:07:31.000]  我們經常提到諷刺文學有什麼特色
[00:07:31.000 --> 00:07:32.000]  就是誇張
[00:07:32.000 --> 00:07:34.000]  還有很多動物會出現
[00:07:34.000 --> 00:07:36.000]  諷刺一些東西的時候
[00:07:36.000 --> 00:07:41.000]  譬如你想起那個Balamb
[00:07:41.000 --> 00:07:43.000]  Balamb的假仙子
[00:07:43.000 --> 00:07:46.000]  也有隻驢仔會說話
[00:07:46.000 --> 00:07:48.000]  這是一些諷刺的手法
[00:07:48.000 --> 00:07:51.000]  在約拿書一直看一章到這裡
[00:07:51.000 --> 00:07:53.000]  都是有的
[00:07:53.000 --> 00:07:56.000]  大魚就聽耶和華話
[00:07:56.000 --> 00:07:57.000]  叫牠吐出來就吐
[00:07:57.000 --> 00:07:58.000]  叫牠吞牠就吞
[00:07:58.000 --> 00:08:01.000]  然後這裡有牛、有羊、有生畜
[00:08:01.000 --> 00:08:03.000]  這些就好像很聽話
[00:08:03.000 --> 00:08:06.000]  他們好像人一樣去悔改
[00:08:06.000 --> 00:08:08.000]  生畜很聽話
[00:08:08.000 --> 00:08:11.000]  生畜很聽話,的確很聽話
[00:08:12.000 --> 00:08:15.000]  那個生畜是諸狗不如
[00:08:15.000 --> 00:08:18.000]  還有一件事是真的
[00:08:18.000 --> 00:08:21.000]  Benny在這個裏面
[00:08:21.000 --> 00:08:25.000]  他裏面說到城裏面未成的人
[00:08:25.000 --> 00:08:26.000]  都是那幫人
[00:08:26.000 --> 00:08:28.000]  你看到後面他講
[00:08:28.000 --> 00:08:31.000]  他說人要切切靠高神
[00:08:31.000 --> 00:08:34.000]  各人回頭離開所行的惡
[00:08:34.000 --> 00:08:36.000]  丟棄手中的強暴
[00:08:36.000 --> 00:08:39.000]  或者神轉意後悔
[00:08:39.000 --> 00:08:42.000]  不發烈怒使我們不自滅亡
[00:08:42.000 --> 00:08:44.000]  也未可知
[00:08:44.000 --> 00:08:48.000]  其實那幫人某程度上沒有把握
[00:08:48.000 --> 00:08:52.000]  他只說的是薄一薄
[00:08:52.000 --> 00:08:53.000]  試試看
[00:08:53.000 --> 00:08:56.000]  看神會不會網開一面
[00:08:56.000 --> 00:09:01.000]  是這樣的一個表達
[00:09:01.000 --> 00:09:04.000]  這個就約拿應該要跟他們說的
[00:09:04.000 --> 00:09:06.000]  因為先知應該這樣說
[00:09:06.000 --> 00:09:08.000]  你看耶利米亞永遠都是這樣說
[00:09:08.000 --> 00:09:09.000]  你後悔的話
[00:09:09.000 --> 00:09:12.000]  上帝就不會剿滅你們
[00:09:12.000 --> 00:09:14.000]  但搞笑的是
[00:09:14.000 --> 00:09:20.000]  約拿的影響力是比他們厲害
[00:09:20.000 --> 00:09:25.000]  說了五個字已經全國
[00:09:25.000 --> 00:09:28.000]  耶利米亞真慘
[00:09:28.000 --> 00:09:30.000]  說完人們都不聽
[00:09:30.000 --> 00:09:33.000]  下次上台講道理
[00:09:33.000 --> 00:09:34.000]  你給雷劈算了
[00:09:34.000 --> 00:09:38.000]  不用說了
[00:09:38.000 --> 00:09:39.000]  為什麼
[00:09:39.000 --> 00:09:42.000]  剛才約拿應該要說的
[00:09:42.000 --> 00:09:44.000]  他們要悔改的說話
[00:09:44.000 --> 00:09:46.000]  沒有說到
[00:09:46.000 --> 00:09:51.000]  但竟然是由外邦人的口說出來
[00:09:51.000 --> 00:09:53.000]  如果我是猶太讀者
[00:09:53.000 --> 00:09:54.000]  我會噴血的
[00:09:54.000 --> 00:09:56.000]  為什麼會這樣
[00:09:56.000 --> 00:09:58.000]  為什麼會知道
[00:09:58.000 --> 00:10:00.000]  我會立即噴血出來
[00:10:00.000 --> 00:10:02.000]  或者噴水
[00:10:02.000 --> 00:10:05.000]  因為有一個很諷刺的
[00:10:05.000 --> 00:10:07.000]  很大的對比
[00:10:07.000 --> 00:10:08.000]  先知不說
[00:10:08.000 --> 00:10:10.000]  要說的就不說
[00:10:10.000 --> 00:10:11.000]  不懂的
[00:10:11.000 --> 00:10:12.000]  外邦王去說
[00:10:12.000 --> 00:10:13.000]  是的
[00:10:13.000 --> 00:10:15.000]  這樣就真是有趣
[00:10:15.000 --> 00:10:17.000]  而且最後結果
[00:10:17.000 --> 00:10:19.000]  我們更加看到在第十節說
[00:10:19.000 --> 00:10:20.000]  他說
[00:10:20.000 --> 00:10:23.000]  於是神察看他們的行為
[00:10:23.000 --> 00:10:27.000]  見他們離開樂道
[00:10:27.000 --> 00:10:31.000]  他就後悔不把所說的哉
[00:10:31.000 --> 00:10:33.000]  講於他們了
[00:10:33.000 --> 00:10:35.000]  又說後悔
[00:10:35.000 --> 00:10:36.000]  轉念
[00:10:36.000 --> 00:10:38.000]  真是改變
[00:10:38.000 --> 00:10:41.000]  真是不出手
[00:10:41.000 --> 00:10:44.000]  大家說得對
[00:10:44.000 --> 00:10:47.000]  一個敷衍五個字的道
[00:10:47.000 --> 00:10:49.000]  就令到全城悔改
[00:10:49.000 --> 00:10:52.000]  就令到上帝最後回心轉意
[00:10:52.000 --> 00:10:54.000]  一個改變
[00:10:54.000 --> 00:10:57.000]  想到這裡的時候
[00:10:57.000 --> 00:10:59.000]  短短十節的經文
[00:10:59.000 --> 00:11:01.000]  這十節的經文對你來說
[00:11:01.000 --> 00:11:03.000]  在第三章來說
[00:11:03.000 --> 00:11:05.000]  給了你什麼提醒
[00:11:05.000 --> 00:11:07.000]  或者一些想法
[00:11:07.000 --> 00:11:10.000]  讓你去了解這段經文呢?
[00:11:10.000 --> 00:11:12.000]  我想很強烈對比就是
[00:11:12.000 --> 00:11:14.000]  城中的人的悔改
[00:11:14.000 --> 00:11:16.000]  包括那些的心畜
[00:11:16.000 --> 00:11:18.000]  雖然很誇張的手法
[00:11:18.000 --> 00:11:20.000]  但是其實也表明了
[00:11:20.000 --> 00:11:22.000]  他們的敬虔
[00:11:22.000 --> 00:11:25.000]  對耶和神的敬畏
[00:11:25.000 --> 00:11:27.000]  當他們和舊之後
[00:11:27.000 --> 00:11:31.000]  襯托出若拿的先知
[00:11:31.000 --> 00:11:33.000]  他的行動
[00:11:33.000 --> 00:11:35.000]  他所做的事
[00:11:35.000 --> 00:11:37.000]  反映出他根本不敬虔
[00:11:37.000 --> 00:11:39.000]  但他自以為敬虔
[00:11:39.000 --> 00:11:42.000]  有這個道理
[00:11:42.000 --> 00:11:43.000]  其他呢?
[00:11:43.000 --> 00:11:47.000]  其他你會看到什麼訊息
[00:11:47.000 --> 00:11:49.000]  你覺得這段經文給了你嗎?
[00:11:49.000 --> 00:11:52.000]  我會想像第二章
[00:11:52.000 --> 00:11:54.000]  如果你read out of context的話
[00:11:54.000 --> 00:11:58.000]  你不理會文體是一個諷刺的文體
[00:11:58.000 --> 00:12:00.000]  你可能去到第三章
[00:12:00.000 --> 00:12:03.000]  你就是一個宣教大會會用的經文
[00:12:03.000 --> 00:12:05.000]  你看看我們願意去傳的話
[00:12:05.000 --> 00:12:07.000]  嘩!很多人會悔改
[00:12:07.000 --> 00:12:08.000]  上帝得榮耀
[00:12:08.000 --> 00:12:12.000]  你就會是mysticological application
[00:12:12.000 --> 00:12:15.000]  但如果你看文體的genre
[00:12:15.000 --> 00:12:17.000]  是諷刺文學的時候
[00:12:17.000 --> 00:12:21.000]  其實就是一個照妖鏡
[00:12:21.000 --> 00:12:24.000]  target會不會是我們呢?
[00:12:24.000 --> 00:12:28.000]  我們就是一班不明白上帝
[00:12:28.000 --> 00:12:30.000]  是一個有compassion的人
[00:12:30.000 --> 00:12:33.000]  只要人去悔改的話
[00:12:33.000 --> 00:12:35.000]  他就會去憐憫
[00:12:35.000 --> 00:12:37.000]  但我又沒有去悔改
[00:12:37.000 --> 00:12:41.000]  因為target主要不是外邦人信主
[00:12:41.000 --> 00:12:44.000]  主要是在諷刺一個
[00:12:44.000 --> 00:12:47.000]  敬虔所謂先知的人
[00:12:47.000 --> 00:12:48.000]  很認識上帝的
[00:12:48.000 --> 00:12:51.000]  他不會悔改
[00:12:51.000 --> 00:12:55.000]  我覺得這個照妖鏡其實是很timeless的
[00:12:55.000 --> 00:12:59.000]  因為你看一些secular的organization
[00:12:59.000 --> 00:13:01.000]  他們做錯事的時候
[00:13:01.000 --> 00:13:06.000]  他們很快會有一個press conference去認錯
[00:13:06.000 --> 00:13:11.000]  反而一些教會的團體
[00:13:11.000 --> 00:13:15.000]  他們很多事情就是掩蓋著
[00:13:15.000 --> 00:13:19.000]  但最後掩蓋不了就爆出來
[00:13:19.000 --> 00:13:23.000]  這個我覺得是很sad的
[00:13:23.000 --> 00:13:28.000]  我看到一件事其實大家都說了
[00:13:28.000 --> 00:13:31.000]  我從另一個角度去想
[00:13:31.000 --> 00:13:34.000]  約拿棄港
[00:13:34.000 --> 00:13:36.000]  這裡沒有說為什麼棄港
[00:13:36.000 --> 00:13:40.000]  但是有一樣東西肯定的
[00:13:40.000 --> 00:13:43.000]  我想他沒有預期到
[00:13:43.000 --> 00:13:46.000]  他這次這樣去說五個字的道
[00:13:46.000 --> 00:13:52.000]  就變成一個萬人空巷的報道會
[00:13:52.000 --> 00:13:54.000]  可以這樣說
[00:13:54.000 --> 00:13:58.000]  其實反過來我們可以問一個好的問題
[00:13:58.000 --> 00:14:02.000]  其實誰都可以回應上帝的拯救
[00:14:02.000 --> 00:14:05.000]  就算那些人或者那些群體
[00:14:05.000 --> 00:14:09.000]  可能你未必會覺得他會聽這個救恩
[00:14:09.000 --> 00:14:11.000]  因為你看到你未必成
[00:14:11.000 --> 00:14:14.000]  大家都知道當時亞述曾經的強國
[00:14:14.000 --> 00:14:17.000]  雖然開始衰落但他始終是強
[00:14:17.000 --> 00:14:21.000]  而且手段都不是惹事的國家
[00:14:21.000 --> 00:14:25.000]  但是沒有想過他聽了一個訊息
[00:14:25.000 --> 00:14:28.000]  五個字他就悔改
[00:14:28.000 --> 00:14:30.000]  其實我覺得對於我們今天來說
[00:14:30.000 --> 00:14:31.000]  一個現代意義
[00:14:31.000 --> 00:14:32.000]  其實會不會有時
[00:14:32.000 --> 00:14:35.000]  作為我們一個信徒、老信徒
[00:14:35.000 --> 00:14:37.000]  我們已經定了一些框架
[00:14:37.000 --> 00:14:39.000]  有些人永遠都不會信耶穌
[00:14:39.000 --> 00:14:42.000]  有些人永遠都不會悔改
[00:14:42.000 --> 00:14:44.000]  將他們判了死刑
[00:14:44.000 --> 00:14:47.000]  但是你又怎麼知道
[00:14:47.000 --> 00:14:48.000]  我又怎麼知道呢
[00:14:48.000 --> 00:14:49.000]  會不會是我們的自意
[00:14:49.000 --> 00:14:53.000]  或者會不會是我們已經有一個固定的框架去看那些人
[00:14:53.000 --> 00:14:56.000]  所以我們就懶得做
[00:14:56.000 --> 00:15:02.000]  但是誰知道神是可以透過我們所做的事
[00:15:02.000 --> 00:15:03.000]  就算是懶得做都好
[00:15:03.000 --> 00:15:06.000]  都可以產生這麼大的變化
[00:15:06.000 --> 00:15:09.000]  當然這個重點不是他們信耶穌
[00:15:09.000 --> 00:15:11.000]  重點是問我們
[00:15:11.000 --> 00:15:13.000]  神是可以出手的
[00:15:13.000 --> 00:15:15.000]  我們怎麼看呢
[00:15:15.000 --> 00:15:16.000]  為什麼我這樣說呢
[00:15:16.000 --> 00:15:17.000]  因為我想起一個真人真事
[00:15:17.000 --> 00:15:20.000]  大家都知道過去這段時間
[00:15:20.000 --> 00:15:25.000]  有很多宗教機構的報告都說很多回教徒信耶穌
[00:15:25.000 --> 00:15:28.000]  而他們信耶穌有很多見證
[00:15:28.000 --> 00:15:31.000]  其實沒有人和他們傳統福音
[00:15:31.000 --> 00:15:33.000]  但心裡不知道為什麼他們聽到福音
[00:15:33.000 --> 00:15:35.000]  甚至是做夢見到耶穌
[00:15:35.000 --> 00:15:37.000]  最後追尋耶穌
[00:15:37.000 --> 00:15:39.000]  我曾經聽過一個真人真事的故事
[00:15:39.000 --> 00:15:41.000]  是在瑞典發生的
[00:15:41.000 --> 00:15:44.000]  就是一群在中東的難民
[00:15:44.000 --> 00:15:45.000]  信耶穌去到瑞典
[00:15:45.000 --> 00:15:47.000]  他們走進瑞典的教會
[00:15:47.000 --> 00:15:49.000]  他們見到瑞典的教會死氣沉沉
[00:15:49.000 --> 00:15:53.000]  他們就去問瑞典的牧師和教友信徒
[00:15:53.000 --> 00:15:54.000]  問他們
[00:15:54.000 --> 00:15:56.000]  你信耶穌是這樣的嗎
[00:15:56.000 --> 00:15:59.000]  你不是有種火熱的喜樂
[00:15:59.000 --> 00:16:00.000]  你不是要悔改的嗎
[00:16:00.000 --> 00:16:04.000]  令到那群牧師和那群在瑞典的信徒
[00:16:04.000 --> 00:16:05.000]  一下子當頭拍下鶴
[00:16:05.000 --> 00:16:06.000]  不知如何回應
[00:16:06.000 --> 00:16:08.000]  我想某程度上
[00:16:08.000 --> 00:16:10.000]  有少少相似
[00:16:10.000 --> 00:16:11.000]  可以這樣說
[00:16:11.000 --> 00:16:15.000]  可能這一段的經文
[00:16:15.000 --> 00:16:16.000]  是一個諷刺
[00:16:16.000 --> 00:16:19.000]  其實是諷刺了一群人
[00:16:19.000 --> 00:16:21.000]  你沒有想過原來上帝的悔改
[00:16:21.000 --> 00:16:22.000]  可以去得很徹底
[00:16:22.000 --> 00:16:24.000]  也可以去得很深
[00:16:24.000 --> 00:16:27.000]  哪管我們這群老油條
[00:16:27.000 --> 00:16:29.000]  其實可能從來都沒有想過
[00:16:29.000 --> 00:16:32.000]  神就令到這件事情發生了
[00:16:32.000 --> 00:16:36.000]  或者真的諷刺了我們一群
[00:16:36.000 --> 00:16:39.000]  信了主久的老油條
[00:16:39.000 --> 00:16:41.000]  我們究竟對神的救恩
[00:16:41.000 --> 00:16:43.000]  即是所謂的恩典
[00:16:43.000 --> 00:16:45.000]  我們究竟理解有多少
[00:16:45.000 --> 00:16:47.000]  真正正甚麼是恩典呢
[00:16:47.000 --> 00:16:52.000]  或者好像你剛才說悔改
[00:16:52.000 --> 00:16:57.000]  是不是就不在我們的字典裏面
[00:16:57.000 --> 00:17:00.000]  其實我們才需要悔改
[00:17:00.000 --> 00:17:04.000]  我記得有一次很多年前
[00:17:04.000 --> 00:17:06.000]  那時候我在另一個中派服事
[00:17:06.000 --> 00:17:09.000]  我是做中派的區的區委員
[00:17:09.000 --> 00:17:11.000]  我和另一個牧師去探他
[00:17:11.000 --> 00:17:14.000]  去鄉鎮教會探他們
[00:17:14.000 --> 00:17:16.000]  我見到一個很大的陣勢
[00:17:16.000 --> 00:17:17.000]  我們大家站在那裏看
[00:17:17.000 --> 00:17:19.000]  然後我突然間心血來潮
[00:17:19.000 --> 00:17:20.000]  我講了一句說話
[00:17:20.000 --> 00:17:22.000]  我說你有沒有留意
[00:17:22.000 --> 00:17:24.000]  我們和人決戰信耶穌的時候
[00:17:24.000 --> 00:17:25.000]  講很多愛很多恩典
[00:17:25.000 --> 00:17:28.000]  但一受浸一浸下去之後
[00:17:28.000 --> 00:17:29.000]  一扯上來
[00:17:29.000 --> 00:17:32.000]  那些愛和恩典都留在水缸裏
[00:17:32.000 --> 00:17:35.000]  那些恩典和愛都在水缸裏
[00:17:35.000 --> 00:17:37.000]  然後我們講甚麼呢
[00:17:37.000 --> 00:17:38.000]  沒有了
[00:17:38.000 --> 00:17:40.000]  其實有時候會不會都是一樣
[00:17:40.000 --> 00:17:41.000]  那種自然就在這裏
[00:17:41.000 --> 00:17:44.000]  這個是我想到的提醒
[00:17:44.000 --> 00:17:45.000]  還有另一件事我覺得
[00:17:45.000 --> 00:17:47.000]  反過來講就是
[00:17:47.000 --> 00:17:50.000]  原來上帝可以
[00:17:50.000 --> 00:17:53.000]  祂的慈愛和恩惠
[00:17:53.000 --> 00:17:56.000]  如果神要工作是阻隔不了的
[00:17:56.000 --> 00:17:58.000]  我記得有一句說話
[00:17:58.000 --> 00:18:00.000]  我不知道是誰人講的
[00:18:00.000 --> 00:18:01.000]  是中世紀有人說
[00:18:01.000 --> 00:18:02.000]  中世紀有人說
[00:18:02.000 --> 00:18:04.000]  有人說是馬丁路德說
[00:18:04.000 --> 00:18:05.000]  但那句說話是甚麼呢
[00:18:05.000 --> 00:18:08.000]  God can draw a straight line
[00:18:08.000 --> 00:18:09.000]  with a crooked stick
[00:18:09.000 --> 00:18:10.000]  翻譯出來就是
[00:18:10.000 --> 00:18:14.000]  上帝可以用一支很曲的棍
[00:18:14.000 --> 00:18:16.000]  來畫一條直線
[00:18:16.000 --> 00:18:17.000]  我相信這句
[00:18:17.000 --> 00:18:19.000]  都可以讓我們看到另一個點
[00:18:19.000 --> 00:18:21.000]  就是上帝的工作
[00:18:21.000 --> 00:18:23.000]  其實是阻不了祂的
[00:18:23.000 --> 00:18:25.000]  但其實當上帝工作時
[00:18:25.000 --> 00:18:27.000]  正是一個照妖鏡
[00:18:27.000 --> 00:18:30.000]  照我們怎樣看自己的生命
[00:18:30.000 --> 00:18:32.000]  我想這個也是一個重點
[00:18:32.000 --> 00:18:34.000]  很多人都會問
[00:18:34.000 --> 00:18:36.000]  上帝要利利尾尾的人悔改
[00:18:36.000 --> 00:18:38.000]  可以不用若拿
[00:18:38.000 --> 00:18:40.000]  為甚麼一定要逼若拿去呢
[00:18:40.000 --> 00:18:42.000]  其實重點不是
[00:18:42.000 --> 00:18:45.000]  上帝要教的課程
[00:18:45.000 --> 00:18:48.000]  主要不是利利尾尾的人悔改
[00:18:48.000 --> 00:18:50.000]  其實就是這個才是
[00:18:50.000 --> 00:18:52.000]  會不會代表我們呢
[00:18:52.000 --> 00:18:57.000]  其實若拿這次悔改的機會
[00:18:57.000 --> 00:18:58.000]  神給的機會
[00:18:58.000 --> 00:19:00.000]  本身是一個因點
[00:19:00.000 --> 00:19:03.000]  讓若拿真真正正去認識
[00:19:03.000 --> 00:19:04.000]  甚麼是舊因
[00:19:04.000 --> 00:19:06.000]  甚麼是耀和神的因點
[00:19:06.000 --> 00:19:09.000]  所以看回之前的對比
[00:19:09.000 --> 00:19:12.000]  他在難處的時候
[00:19:12.000 --> 00:19:14.000]  生死的關頭的時候
[00:19:14.000 --> 00:19:16.000]  耀和神是怎樣救他
[00:19:16.000 --> 00:19:18.000]  同樣耀和神
[00:19:18.000 --> 00:19:22.000]  也是怎樣救利利尾尾的人
[00:19:22.000 --> 00:19:24.000]  其實去到這裏
[00:19:24.000 --> 00:19:26.000]  我們可以再想
[00:19:26.000 --> 00:19:27.000]  如果這個故事
[00:19:27.000 --> 00:19:31.000]  整個若拿書這段經文四章
