
[00:00:00.000 --> 00:00:09.000]  耶利米埃國主持586年耶路撒冷聖殿被毀
[00:03:12.000 --> 00:03:14.000]  人子的日子也是這樣
[00:03:14.000 --> 00:03:16.000]  人子是全球的 羅亞不是全球
[00:03:16.000 --> 00:03:19.000]  但是你看清楚夏文說什麼
[00:03:19.000 --> 00:03:22.000]  夏文說的不是
[00:03:22.000 --> 00:03:24.000]  the extent of the flood
[00:03:24.000 --> 00:03:27.000]  不是重點
[00:03:27.000 --> 00:03:30.000]  不是洪水有多大
[00:03:30.000 --> 00:03:32.000]  是不是大到全球
[00:03:32.000 --> 00:03:34.000]  他說洪水來的時候
[00:03:34.000 --> 00:03:36.000]  那些人有沒有準備好
[00:03:36.000 --> 00:03:38.000]  那個焦點是人
[00:03:38.000 --> 00:03:40.000]  是people
[00:03:40.000 --> 00:03:43.000]  不是說地理的東西
[00:03:43.000 --> 00:03:45.000]  你看清楚38節
[00:03:45.000 --> 00:03:47.000]  洪水以前那日子
[00:03:47.000 --> 00:03:49.000]  人照樣喝駕取
[00:03:49.000 --> 00:03:51.000]  直到方舟的日子
[00:03:51.000 --> 00:03:53.000]  就不知不覺洪水來到
[00:03:53.000 --> 00:03:55.000]  將他們沖走
[00:03:55.000 --> 00:03:57.000]  人子來臨的時候也是這樣
[00:03:57.000 --> 00:03:58.000]  為什麼呢
[00:03:58.000 --> 00:03:59.000]  因為兩個人在田裡面
[00:03:59.000 --> 00:04:01.000]  一個被接去一個被撇起
[00:04:01.000 --> 00:04:03.000]  兩個女人推磨
[00:04:03.000 --> 00:04:06.000]  一個被接去一個被撇下
[00:04:06.000 --> 00:04:08.000]  所以你們要警醒
[00:04:08.000 --> 00:04:10.000]  因為不知到的時候 主作利落
[00:04:10.000 --> 00:04:12.000]  想不到的時候 人子在那裡
[00:04:12.000 --> 00:04:16.000]  所以說的是我們有沒有準備好
[00:04:16.000 --> 00:04:18.000]  我們是不是ready
[00:04:18.000 --> 00:04:22.000]  不是說羅亞的日子是這樣
[00:04:22.000 --> 00:04:24.000]  你知道說到怎樣的時候
[00:04:24.000 --> 00:04:25.000]  比較的時候
[00:04:25.000 --> 00:04:26.000]  在比較什麼呢
[00:04:26.000 --> 00:04:28.000]  就是在說洪水來的時候
[00:04:28.000 --> 00:04:29.000]  那些人沒有準備好
[00:04:29.000 --> 00:04:30.000]  喝駕取
[00:04:30.000 --> 00:04:31.000]  by the way
[00:04:31.000 --> 00:04:33.000]  這裡是華人教會裡面
[00:04:33.000 --> 00:04:36.000]  很多時候用來講備題的經文
[00:04:36.000 --> 00:04:38.000]  不知不覺洪水來到
[00:04:38.000 --> 00:04:40.000]  就將他們全部沖走
[00:04:40.000 --> 00:04:42.000]  那時兩個人在田裡面
[00:04:42.000 --> 00:04:46.000]  一個被接去一個被撇下
[00:04:46.000 --> 00:04:49.000]  兩個女人推磨一個被接去
[00:04:49.000 --> 00:04:50.000]  或者被沖去
[00:04:50.000 --> 00:04:52.000]  一個被撇下
[00:04:52.000 --> 00:04:55.000]  我們很多時候就搞了備題神學出來
[00:04:55.000 --> 00:04:56.000]  什麼意思呢
[00:04:56.000 --> 00:04:58.000]  就是說七年大災難之前
[00:04:58.000 --> 00:04:59.000]  災前備題
[00:04:59.000 --> 00:05:02.000]  所以就會被接去
[00:05:02.000 --> 00:05:04.000]  你看清楚這個原文
[00:05:04.000 --> 00:05:07.000]  是和備題神學講的東西完全相反
[00:05:07.000 --> 00:05:11.000]  因為這裡被留下是好的
[00:05:11.000 --> 00:05:13.000]  因為被接去是什麼
[00:05:13.000 --> 00:05:15.000]  就是被洪水沖走
[00:05:15.000 --> 00:05:17.000]  你不要想著
[00:05:17.000 --> 00:05:18.000]  哦 備題
[00:05:18.000 --> 00:05:19.000]  一個消失了
[00:05:19.000 --> 00:05:21.000]  消失的是被審判
[00:05:21.000 --> 00:05:25.000]  撇下留下的是好的
[00:05:25.000 --> 00:05:26.000]  為什麼
[00:05:26.000 --> 00:05:28.000]  因為在說洪水來
[00:05:28.000 --> 00:05:30.000]  所以想清楚
[00:05:30.000 --> 00:05:35.000]  我們以為這裡是備題神學的證據
[00:05:35.000 --> 00:05:37.000]  誰知道原來不是
[00:05:37.000 --> 00:05:39.000]  剛剛相反
[00:05:39.000 --> 00:05:41.000]  所以備題是後話
[00:05:41.000 --> 00:05:43.000]  就是末世論的問題
[00:05:43.000 --> 00:05:44.000]  所以這個
[00:05:44.000 --> 00:05:45.000]  我想指出
[00:05:45.000 --> 00:05:47.000]  這段經文不要拿來做
[00:05:47.000 --> 00:05:50.000]  以為是支持備題論
[00:05:50.000 --> 00:05:52.000]  一點都沒有
[00:05:52.000 --> 00:05:53.000]  相反
[00:05:53.000 --> 00:05:54.000]  被提去的
[00:05:54.000 --> 00:05:55.000]  被接去的
[00:05:55.000 --> 00:05:56.000]  被沖走的
[00:05:56.000 --> 00:05:58.000]  那些是接受審判的
[00:05:58.000 --> 00:06:01.000]  所以這裡說的是人要準備
[00:06:01.000 --> 00:06:04.000]  所以我們也要知道
[00:06:04.000 --> 00:06:06.000]  那些普世字眼要怎麼處理
[00:06:06.000 --> 00:06:09.000]  有沒有研究給我們一些資料
[00:06:09.000 --> 00:06:13.000]  讓我們知道近東的歷史記載
[00:06:13.000 --> 00:06:14.000]  都會這樣
[00:06:14.000 --> 00:06:15.000]  當然有
[00:06:15.000 --> 00:06:19.000]  這裡我引用一本近東的學術書
[00:06:19.000 --> 00:06:22.000]  叫做Mesopotamian Cosmic Geography
[00:06:22.000 --> 00:06:24.000]  這個學者
[00:06:24.000 --> 00:06:26.000]  Helouris
[00:06:26.000 --> 00:06:28.000]  他專門做近東的研究
[00:06:28.000 --> 00:06:30.000]  他就拿近東的文學
[00:06:30.000 --> 00:06:32.000]  特別說到地理
[00:06:32.000 --> 00:06:34.000]  就將它收集了
[00:06:34.000 --> 00:06:39.000]  在這本學術的論文裡
[00:06:39.000 --> 00:06:41.000]  其中一個文獻
[00:06:41.000 --> 00:06:44.000]  就叫做薩爾根地理的文獻
[00:06:44.000 --> 00:06:46.000]  薩爾根地理文獻
[00:06:46.000 --> 00:06:50.000]  這是一批的文獻
[00:06:50.000 --> 00:06:52.000]  什麼時候發現等等
[00:06:52.000 --> 00:06:54.000]  這個屬於主前八世紀
[00:06:54.000 --> 00:06:56.000]  當時有一個Sagan II
[00:06:56.000 --> 00:06:58.000]  以塞爾書也有提過這個人
[00:06:58.000 --> 00:06:59.000]  這個亞述王
[00:06:59.000 --> 00:07:01.000]  還有他的後人
[00:07:01.000 --> 00:07:03.000]  他留下了一些記載
[00:07:03.000 --> 00:07:05.000]  他講到他自己帝國的時候
[00:07:05.000 --> 00:07:07.000]  講到亞述帝國
[00:07:07.000 --> 00:07:09.000]  他說亞述帝國是什麼
[00:07:09.000 --> 00:07:11.000]  薩爾根
[00:07:11.000 --> 00:07:15.000]  統治全世界的地方和人民
[00:07:15.000 --> 00:07:17.000]  薩爾根是宇宙之王
[00:07:17.000 --> 00:07:20.000]  征服了天下全地
[00:07:20.000 --> 00:07:22.000]  從日出到日落
[00:07:22.000 --> 00:07:24.000]  全地的總和就是薩爾根
[00:07:24.000 --> 00:07:28.000]  宇宙之王三次征服的地方
[00:07:28.000 --> 00:07:32.000]  所以又是用一些普世的字眼
[00:07:32.000 --> 00:07:34.000]  你說他懂不懂地理
[00:07:34.000 --> 00:07:36.000]  怎麼會講出這樣的字眼
[00:07:36.000 --> 00:07:39.000]  但起碼在他當時所知的世界裡
[00:07:39.000 --> 00:07:44.000]  在當時亞述近東的世界
[00:07:44.000 --> 00:07:48.000]  他征服了所有的版圖
[00:07:48.000 --> 00:07:56.000]  所以他也用了一些天下全地的描述
[00:07:56.000 --> 00:08:01.000]  我們再看看當時近東的人
[00:08:01.000 --> 00:08:03.000]  包括聖經世界裡的人
[00:08:03.000 --> 00:08:05.000]  他們怎麼看他們的宇宙
[00:08:05.000 --> 00:08:09.000]  他們的宇宙結構是怎樣
[00:08:09.000 --> 00:08:11.000]  他們怎樣去形容
[00:08:11.000 --> 00:08:17.000]  我們講過當時他們想的宇宙
[00:08:17.000 --> 00:08:21.000]  就是有大水包圍著
[00:08:21.000 --> 00:08:23.000]  中間有一個空間
[00:08:23.000 --> 00:08:25.000]  你記得第二天創造的時候
[00:08:25.000 --> 00:08:26.000]  創造什麼呢
[00:08:26.000 --> 00:08:28.000]  將水分開
[00:08:28.000 --> 00:08:30.000]  然後有一個泡泡出來
[00:08:30.000 --> 00:08:33.000]  這個就是創造主當時近東人
[00:08:33.000 --> 00:08:35.000]  用來描述創造
[00:08:35.000 --> 00:08:37.000]  為什麼有這個世界
[00:08:37.000 --> 00:08:39.000]  那種方法將水分開
[00:08:39.000 --> 00:08:42.000]  上面有一個窮倉
[00:08:42.000 --> 00:08:44.000]  窮倉在希伯來文
[00:08:44.000 --> 00:08:47.000]  意思就是硬的東西
[00:08:47.000 --> 00:08:50.000]  一些鐵片等等
[00:08:50.000 --> 00:08:53.000]  他就頂住上面窮倉的水
[00:08:53.000 --> 00:08:55.000]  讓它不會倒下來
[00:08:55.000 --> 00:08:57.000]  不會回落
[00:08:57.000 --> 00:08:59.000]  所以如果大水沖進來的時候
[00:08:59.000 --> 00:09:01.000]  就毀滅這個世界
[00:09:01.000 --> 00:09:09.000]  他們是這樣去概念化他們的宇宙
[00:09:09.000 --> 00:09:13.000]  當然不是說我們今天要照辦主管
[00:09:13.000 --> 00:09:17.000]  但當時的人 包括聖經世界的人
[00:09:17.000 --> 00:09:19.000]  是這樣去想像他們的宇宙
[00:09:19.000 --> 00:09:21.000]  所以聖經裡面很多時候
[00:09:21.000 --> 00:09:23.000]  用這些字眼 用這些概念
[00:09:23.000 --> 00:09:25.000]  來跟他們溝通
[00:09:25.000 --> 00:09:27.000]  埃及人都是一樣
[00:09:27.000 --> 00:09:30.000]  他們去描述他們的宇宙的時候
[00:09:30.000 --> 00:09:33.000]  上面有一個女的天神
[00:09:33.000 --> 00:09:35.000]  下面有一個地神
[00:09:35.000 --> 00:09:37.000]  中間有一個空氣神
[00:09:37.000 --> 00:09:39.000]  叫Shu
[00:09:39.000 --> 00:09:42.000]  他就去頂住 將水分開
[00:09:42.000 --> 00:09:46.000]  所以他們在主前 即是摩西的時候
[00:09:46.000 --> 00:09:50.000]  主前1500年左右
[00:09:50.000 --> 00:09:52.000]  即是大汗摩西的時候
[00:09:52.000 --> 00:09:55.000]  當時新王國 New Kingdom Egypt的時候
[00:09:55.000 --> 00:09:58.000]  他們就是這樣去形容他們的世界觀
[00:09:58.000 --> 00:10:01.000]  跟這個畫出來的簡圖都是一樣
[00:10:01.000 --> 00:10:03.000]  再看下面
[00:10:03.000 --> 00:10:05.000]  到主前700年
[00:10:05.000 --> 00:10:09.000]  巴比倫找到的宇宙地圖
[00:10:09.000 --> 00:10:12.000]  他們怎樣概念他們的宇宙
[00:10:12.000 --> 00:10:14.000]  他們的Cosmos
[00:10:14.000 --> 00:10:16.000]  他們的Cosmology是甚麼呢
[00:10:16.000 --> 00:10:20.000]  都是一個平的碟
[00:10:20.000 --> 00:10:23.000]  然後有水包圍著四面
[00:10:23.000 --> 00:10:30.000]  你將這個巴比倫宇宙觀的地圖
[00:10:30.000 --> 00:10:31.000]  畫了出來
[00:10:31.000 --> 00:10:33.000]  然後我們簡化了它
[00:10:33.000 --> 00:10:34.000]  裡面有很多標籤
[00:10:34.000 --> 00:10:35.000]  其實這裡有很多文字
[00:10:35.000 --> 00:10:37.000]  解釋這些標籤
[00:10:37.000 --> 00:10:40.000]  你見到這個其實是巴比倫的地方
[00:10:40.000 --> 00:10:42.000]  他們的世界
[00:10:42.000 --> 00:10:44.000]  中間巴比倫首都就在這裡
[00:10:44.000 --> 00:10:46.000]  中間有條河
[00:10:46.000 --> 00:10:48.000]  就是有法拉底河
[00:10:48.000 --> 00:10:50.000]  所以巴比倫的西面
[00:10:50.000 --> 00:10:53.000]  就有一條河剛剛穿過
[00:10:53.000 --> 00:10:55.000]  所以這個巴比倫
[00:10:55.000 --> 00:10:58.000]  然後有其他亞述在上面等等
[00:10:58.000 --> 00:11:03.000]  有其他的Geographical Feature
[00:11:03.000 --> 00:11:05.000]  有這些特色在這裡
[00:11:05.000 --> 00:11:07.000]  四周圍最重要的
[00:11:07.000 --> 00:11:08.000]  我們今天想看的
[00:11:08.000 --> 00:11:10.000]  就是海
[00:11:10.000 --> 00:11:12.000]  我們今天可以形容它
[00:11:12.000 --> 00:11:15.000]  或者這本書
[00:11:15.000 --> 00:11:17.000]  就會這樣形容近東的地理
[00:11:17.000 --> 00:11:20.000]  就是這些Cosmic Ocean
[00:11:20.000 --> 00:11:24.000]  就是再看剛才那個圖
[00:11:24.000 --> 00:11:28.000]  就是這些周圍包圍著的水
[00:11:28.000 --> 00:11:32.000]  他們都是這樣去將它形象化
[00:11:32.000 --> 00:11:33.000]  去概念化
[00:11:33.000 --> 00:11:35.000]  這塊地
[00:11:35.000 --> 00:11:37.000]  外面的就全部都是海
[00:11:37.000 --> 00:11:39.000]  其他的箭咀就是這些方向
[00:11:39.000 --> 00:11:41.000]  日出不見 日頭不見之處
[00:11:41.000 --> 00:11:43.000]  即是日落之處等等
[00:11:43.000 --> 00:11:46.000]  所以你見到是一個平面的世界
[00:11:46.000 --> 00:11:49.000]  他們所知的世界就是這樣
[00:11:49.000 --> 00:11:51.000]  所以洪水
[00:11:51.000 --> 00:11:55.000]  都是在說一個他們當時
[00:11:55.000 --> 00:11:58.000]  所謂known world 所知的世界
[00:11:58.000 --> 00:12:05.000]  所以剛才我們看了一些細節
[00:12:05.000 --> 00:12:07.000]  原文的細節
[00:12:07.000 --> 00:12:09.000]  近東的地理觀
[00:12:09.000 --> 00:12:14.000]  或者Cosmology 宇宙觀
[00:12:14.000 --> 00:12:17.000]  你見到的時候
[00:12:17.000 --> 00:12:22.000]  創世紀不一定是要求一個全球的洪水
[00:12:22.000 --> 00:12:24.000]  相反 它所指的
[00:12:24.000 --> 00:12:26.000]  如果你有背景
[00:12:26.000 --> 00:12:28.000]  有原文的經文
[00:12:28.000 --> 00:12:30.000]  當然有很多其他的經文
[00:12:30.000 --> 00:12:31.000]  我們還要處理
[00:12:31.000 --> 00:12:32.000]  這是後話
[00:12:32.000 --> 00:12:37.000]  但是指向的是一個known world flood
[00:12:37.000 --> 00:12:39.000]  所知的世界
[00:12:39.000 --> 00:12:41.000]  有一個大的洪水
[00:12:41.000 --> 00:12:44.000]  一個大的災難發生
[00:12:44.000 --> 00:12:48.000]  如果你想有一本好的識經書
[00:12:48.000 --> 00:12:50.000]  又看得懂英文
[00:12:50.000 --> 00:12:52.000]  這本我覺得是最好的
[00:12:52.000 --> 00:12:54.000]  這本NIV Application Commentary
[00:12:54.000 --> 00:12:56.000]  John Watkinson
[00:12:56.000 --> 00:13:01.000]  他特別要做的好事
[00:13:01.000 --> 00:13:04.000]  就是分析這些經文的細節
[00:13:04.000 --> 00:13:06.000]  所以近東的背景下
[00:13:06.000 --> 00:13:09.000]  加上我們一些原文的細節
[00:13:09.000 --> 00:13:13.000]  經文要表達的是哪方面的真理
[00:13:13.000 --> 00:13:16.000]  好像我們看創世紀一章
[00:13:16.000 --> 00:13:18.000]  六日創造 七日創造
[00:13:18.000 --> 00:13:21.000]  他想表達什麼真理
[00:13:21.000 --> 00:13:22.000]  千萬不要搞錯
[00:13:22.000 --> 00:13:25.000]  不是想表達科學真理
[00:13:25.000 --> 00:13:28.000]  也不是想表達地質學
[00:13:28.000 --> 00:13:29.000]  剛才提到
[00:13:29.000 --> 00:13:31.000]  Rakia 窮倉
[00:13:31.000 --> 00:13:33.000]  是一個硬的窮倉
[00:13:33.000 --> 00:13:35.000]  字本身就是一個
[00:13:35.000 --> 00:13:36.000]  叫做凸出來的東西
[00:13:36.000 --> 00:13:38.000]  凸出來的鑊
[00:13:38.000 --> 00:13:40.000]  這是古人用的
[00:13:40.000 --> 00:13:43.000]  一些很簡單的現象性的語言
[00:13:43.000 --> 00:13:45.000]  不是一些科學的語言
[00:13:45.000 --> 00:13:48.000]  窮倉的窗戶打開了
[00:13:48.000 --> 00:13:49.000]  有水掉下來
[00:13:49.000 --> 00:13:51.000]  有水降下來
[00:13:51.000 --> 00:13:55.000]  大淵的泉源崩裂了
[00:13:55.000 --> 00:13:57.000]  這些都是一些很現象性的語言
[00:13:57.000 --> 00:13:59.000]  不是說Geology
[00:13:59.000 --> 00:14:01.000]  不是說Science
[00:14:01.000 --> 00:14:05.000]  也不是說我們
[00:14:05.000 --> 00:14:06.000]  聖經也不是說
[00:14:06.000 --> 00:14:09.000]  近東的世界觀就是唯一的世界觀
[00:14:09.000 --> 00:14:13.000]  我們今天知道窮倉是通的
[00:14:13.000 --> 00:14:15.000]  上到太空
[00:14:15.000 --> 00:14:20.000]  也知道地球是圓球
[00:14:20.000 --> 00:14:24.000]  以前他們的宇宙觀
[00:14:24.000 --> 00:14:26.000]  他們的世界觀不是這樣看的
[00:14:26.000 --> 00:14:32.000]  所以聖經不是教世界觀的
[00:14:32.000 --> 00:14:33.000]  聖經教什麼呢?
[00:14:33.000 --> 00:14:34.000]  是神學
[00:14:34.000 --> 00:14:40.000]  是藉著當時近東的概念
[00:14:40.000 --> 00:14:42.000]  語言等等
[00:14:42.000 --> 00:14:43.000]  在講最重要的是什麼?
[00:14:43.000 --> 00:14:45.000]  神學
[00:14:45.000 --> 00:14:47.000]  神學才是最重要
[00:14:47.000 --> 00:14:50.000]  我不是說歷史背後沒有什麼
[00:14:50.000 --> 00:14:52.000]  而是聖經想表達的
[00:14:52.000 --> 00:14:54.000]  不只是單單告訴我
[00:14:54.000 --> 00:14:55.000]  告訴你
[00:14:55.000 --> 00:14:58.000]  某年某月某日發生了某件事
[00:14:58.000 --> 00:14:59.000]  是重要的
[00:14:59.000 --> 00:15:00.000]  但他想告訴你
[00:15:00.000 --> 00:15:02.000]  那個詮釋是什麼?
[00:15:02.000 --> 00:15:04.000]  怎樣解釋這個歷史裡面
[00:15:04.000 --> 00:15:06.000]  曾經有的大災難
[00:15:06.000 --> 00:15:09.000]  什麼原因有發生
[00:15:09.000 --> 00:15:11.000]  為什麼會發生
[00:15:11.000 --> 00:15:13.000]  神在做什麼
[00:15:13.000 --> 00:15:15.000]  最主要想啟示的真理
[00:15:15.000 --> 00:15:16.000]  在哪方面
[00:15:16.000 --> 00:15:18.000]  是神學的真理
[00:15:18.000 --> 00:15:20.000]  不是在講地質
[00:15:20.000 --> 00:15:23.000]  不是叫我們建構科學出來
[00:15:23.000 --> 00:15:25.000]  沒有這樣的事
[00:15:25.000 --> 00:15:27.000]  是宗教
[00:15:27.000 --> 00:15:29.000]  如果你看洪水的結構
[00:15:29.000 --> 00:15:30.000]  洪水敘述的結構
[00:15:30.000 --> 00:15:32.000]  你大概會明白
[00:15:32.000 --> 00:15:33.000]  大概會明白
[00:15:33.000 --> 00:15:37.000]  他不是在講現代人歷史的寫作方法
[00:15:37.000 --> 00:15:39.000]  或者不是在講現代人的地質
[00:15:39.000 --> 00:15:41.000]  歷史等等
[00:15:41.000 --> 00:15:43.000]  你看到這些數字
[00:15:43.000 --> 00:15:48.000]  7天、7天、40天、150天
[00:15:48.000 --> 00:15:50.000]  到下一節
[00:15:50.000 --> 00:15:53.000]  又提到這幾個數字
[00:15:53.000 --> 00:15:58.000]  就好像一個線形的結構
[00:15:58.000 --> 00:16:01.000]  或者我們叫它Chaostic Structure
[00:16:01.000 --> 00:16:03.000]  為什麼叫Chaostic Structure
[00:16:03.000 --> 00:16:06.000]  就是交叉的結構
[00:16:06.000 --> 00:16:08.000]  就是很多時候近東人寫的東西
[00:16:08.000 --> 00:16:10.000]  包括這裡
[00:16:10.000 --> 00:16:11.000]  洪水的故事
[00:16:11.000 --> 00:16:12.000]  很清楚
[00:16:12.000 --> 00:16:15.000]  ABCCBA
[00:16:15.000 --> 00:16:16.000]  如果你這樣寫出來
[00:16:16.000 --> 00:16:18.000]  C對C B對B A對A
[00:16:18.000 --> 00:16:20.000]  就是交叉
[00:16:20.000 --> 00:16:24.000]  所以我們就用一個Chaostic來形容
[00:16:24.000 --> 00:16:25.000]  三文治的結構
[00:16:25.000 --> 00:16:26.000]  或者線形的結構
[00:16:26.000 --> 00:16:28.000]  你就知道他寫的是什麼
[00:16:28.000 --> 00:16:33.000]  就是上帝、紀念、羅馬和大地
[00:16:33.000 --> 00:16:36.000]  因為方舟在世大地
[00:16:36.000 --> 00:16:40.000]  所以他要表達的是什麼
[00:16:40.000 --> 00:16:42.000]  是Theology
[00:16:42.000 --> 00:16:43.000]  有很多人問
[00:16:43.000 --> 00:16:44.000]  既然是局部洪水
[00:16:44.000 --> 00:16:46.000]  就叫人走上山
[00:16:46.000 --> 00:16:48.000]  為什麼要弄一個方舟
[00:16:48.000 --> 00:16:50.000]  為什麼要搞120年弄一個方舟
[00:16:50.000 --> 00:16:51.000]  我上次解釋了
[00:16:51.000 --> 00:16:54.000]  120年不是用120年弄方舟
[00:16:54.000 --> 00:16:58.000]  不知道用了多久
[00:16:58.000 --> 00:17:00.000]  為什麼要弄一個方舟出來
[00:17:00.000 --> 00:17:05.000]  我們就用現代人的Logistic
[00:17:05.000 --> 00:17:07.000]  事情能不能安排到
[00:17:07.000 --> 00:17:08.000]  這種角度
[00:17:08.000 --> 00:17:10.000]  你也可以看這個故事
[00:17:10.000 --> 00:17:12.000]  方舟到底是什麼
[00:17:12.000 --> 00:17:16.000]  為什麼方舟要在大地上
[00:17:16.000 --> 00:17:19.000]  一些代表性的活物
[00:17:19.000 --> 00:17:21.000]  要放在裡面
[00:17:21.000 --> 00:17:22.000]  方舟到底是什麼
[00:17:22.000 --> 00:17:24.000]  方舟不只是避難
[00:17:24.000 --> 00:17:25.000]  我們在想
[00:17:25.000 --> 00:17:26.000]  如果是局部的
[00:17:26.000 --> 00:17:27.000]  為什麼不走上山
[00:17:27.000 --> 00:17:29.000]  就弄一個方舟這麼麻煩
[00:17:29.000 --> 00:17:31.000]  這不是麻煩的問題
[00:17:31.000 --> 00:17:32.000]  是在寫神學
[00:17:32.000 --> 00:17:33.000]  在表達神學
[00:17:33.000 --> 00:17:35.000]  在事件裡面表達神學
[00:17:35.000 --> 00:17:37.000]  特別是跟近東其他的洪水故事
[00:17:37.000 --> 00:17:39.000]  都有其他方舟
[00:17:39.000 --> 00:17:41.000]  他們都有說到有隻船
[00:17:41.000 --> 00:17:43.000]  要跟他們爭辯什麼
[00:17:43.000 --> 00:17:46.000]  去解釋那個災難
[00:17:46.000 --> 00:17:47.000]  等於我們美國
[00:17:47.000 --> 00:17:50.000]  十幾年前曾經有911
[00:17:50.000 --> 00:17:52.000]  911發生了之後
[00:17:52.000 --> 00:17:53.000]  有很多不同的傳息
[00:17:53.000 --> 00:17:54.000]  為什麼會發生
[00:17:54.000 --> 00:17:55.000]  發生了什麼事
[00:17:55.000 --> 00:17:57.000]  上帝在哪裡等等
[00:17:57.000 --> 00:17:59.000]  有很多不同的傳息
[00:17:59.000 --> 00:18:00.000]  聖經就說
[00:18:00.000 --> 00:18:02.000]  這個才是真正的傳息
[00:18:02.000 --> 00:18:04.000]  就要寫這個大洪水
[00:18:04.000 --> 00:18:06.000]  背後發生什麼事
[00:18:06.000 --> 00:18:10.000]  這個方舟其實就是宇宙的縮影
[00:18:10.000 --> 00:18:12.000]  就是上帝在救贖
[00:18:12.000 --> 00:18:14.000]  更新大地
[00:18:14.000 --> 00:18:16.000]  不只是走難
