
[00:00:00.000 --> 00:00:03.200]  我們一向都在講啟示錄的
[00:01:30.480 --> 00:01:33.280]  如果看一下《馬太福音》第21章的時候
[00:01:33.280 --> 00:01:34.680]  就是耶穌基督
[00:01:34.680 --> 00:01:35.880]  榮進耶路撒冷
[00:01:35.880 --> 00:01:37.880]  騎著路進去耶路撒冷的時候
[00:01:37.880 --> 00:01:40.680]  然後他進去聖城
[00:01:40.680 --> 00:01:42.280]  就結成聖殿
[00:01:42.280 --> 00:01:43.080]  你記得
[00:01:43.080 --> 00:01:46.880]  然後跟當地的耶路撒冷的權貴
[00:01:46.880 --> 00:01:47.880]  宗教的領袖
[00:01:47.880 --> 00:01:49.480]  就發生了很多的衝突
[00:01:49.480 --> 00:01:52.080]  你記得很多說有禍有禍有禍
[00:01:52.080 --> 00:01:54.280]  那些文士、法利賽人等等
[00:01:54.280 --> 00:01:56.880]  然後就出到城裡面
[00:01:56.880 --> 00:01:58.080]  出到城外面
[00:01:58.080 --> 00:02:02.080]  就講到這個艦艦山的港獨
[00:02:02.080 --> 00:02:04.080]  如果你記得我剛才所講的東西
[00:02:04.080 --> 00:02:06.480]  這個就是耶穌在地上
[00:02:06.480 --> 00:02:09.480]  最後一個星期發生的事
[00:02:09.480 --> 00:02:11.880]  榮進耶路撒冷就是Palm Sunday
[00:02:11.880 --> 00:02:13.880]  就快要來到了Palm Sunday
[00:02:13.880 --> 00:02:16.080]  然後就進到城裡
[00:02:16.080 --> 00:02:17.480]  有結成聖殿
[00:02:17.480 --> 00:02:18.880]  有衝突等等
[00:02:18.880 --> 00:02:20.480]  然後就是到第24章
[00:02:20.480 --> 00:02:22.080]  講到耶路撒冷的將來
[00:02:22.080 --> 00:02:23.880]  就是Olivet Discourse
[00:02:23.880 --> 00:02:26.880]  所以我們試一試看這一段聖經
[00:02:26.880 --> 00:02:29.880]  就是耶穌基督未上十字架之前的幾天
[00:02:29.880 --> 00:02:32.880]  來講的一段聖經
[00:02:32.880 --> 00:02:34.680]  第24章第一節
[00:02:34.680 --> 00:02:35.880]  耶穌出了聖殿
[00:02:35.880 --> 00:02:37.880]  往前走的時候
[00:02:37.880 --> 00:02:40.880]  門徒就將聖殿的建築
[00:02:40.880 --> 00:02:41.880]  去到紙壁去看
[00:02:41.880 --> 00:02:43.880]  我們現在看的方向
[00:02:43.880 --> 00:02:45.280]  這張想拍的地方
[00:02:45.280 --> 00:02:47.480]  就是在艦艦山上拍的
[00:02:47.480 --> 00:02:50.480]  是對著現在的Temple Mount
[00:02:50.480 --> 00:02:51.480]  上面有金頂
[00:02:51.480 --> 00:02:53.680]  稱為Tomb of the Rock
[00:02:53.680 --> 00:02:55.880]  以前他們看見的
[00:02:55.880 --> 00:02:58.480]  就是當時耶穌時代的聖殿
[00:02:58.480 --> 00:02:59.880]  差不多這個
[00:02:59.880 --> 00:03:04.480]  你看到四四方方的一個平台
[00:03:04.480 --> 00:03:06.880]  是當時希律的
[00:03:06.880 --> 00:03:08.680]  非常宏偉的聖殿
[00:03:08.680 --> 00:03:10.880]  你今天去到這個西牆的地方
[00:03:10.880 --> 00:03:12.680]  或者下去西牆下面
[00:03:12.680 --> 00:03:14.280]  有個叫西牆隧道
[00:03:14.280 --> 00:03:16.880]  很多時候旅客都會去看的
[00:03:16.880 --> 00:03:18.280]  那裡留下了很多
[00:03:18.280 --> 00:03:20.880]  城牆的大的石頭
[00:03:20.880 --> 00:03:23.280]  那些石頭是幾十呎長
[00:03:23.280 --> 00:03:25.280]  幾米深的
[00:03:25.280 --> 00:03:28.280]  最大的那塊是五百多六百多噸
[00:03:28.280 --> 00:03:30.280]  是一塊石頭
[00:03:30.280 --> 00:03:33.680]  所以那些門徒
[00:03:33.680 --> 00:03:37.280]  指著聖殿的建築的宏偉
[00:03:37.280 --> 00:03:39.080]  告訴耶穌
[00:03:39.080 --> 00:03:41.080]  他們好像鄉下人出城一樣
[00:03:41.080 --> 00:03:43.880]  哇 這個是多麼偉大的
[00:03:43.880 --> 00:03:46.280]  聖殿多麼偉大的建築
[00:03:46.280 --> 00:03:49.080]  其實是當時古代七大奇蹟
[00:03:49.080 --> 00:03:50.280]  Seven Wonders
[00:03:50.280 --> 00:03:53.080]  可以媲美的一個建築物
[00:03:53.080 --> 00:03:55.080]  大希律所建的
[00:03:55.080 --> 00:03:58.880]  所以在後期的拉比的文學
[00:03:58.880 --> 00:04:01.680]  甚至說如果你沒有見過希律的聖殿的話
[00:04:01.680 --> 00:04:03.080]  你是從來沒有見過
[00:04:03.080 --> 00:04:04.480]  有生之年都沒有見過
[00:04:04.480 --> 00:04:07.480]  一個宏偉華美的建築
[00:04:07.480 --> 00:04:08.680]  所以這個可以明白
[00:04:08.680 --> 00:04:11.280]  為什麼門徒出聖殿的時候
[00:04:11.280 --> 00:04:12.480]  就跟耶穌說
[00:04:12.480 --> 00:04:14.680]  你看看這個聖殿是多麼的宏偉
[00:04:14.680 --> 00:04:18.080]  耶穌的答案當然是跟門徒不同
[00:04:18.080 --> 00:04:19.280]  他說什麼呢
[00:04:19.280 --> 00:04:21.680]  他說你們不是見到這一切嗎
[00:04:21.680 --> 00:04:22.880]  我實在告訴你們
[00:04:22.880 --> 00:04:25.680]  將來在這裏在這個聖殿
[00:04:25.680 --> 00:04:29.680]  必沒有一塊石頭留在另外一塊石頭上面
[00:04:29.680 --> 00:04:32.080]  每一塊都要被拆下來
[00:04:32.080 --> 00:04:34.880]  這個是一個很驚人的宣告
[00:04:34.880 --> 00:04:37.880]  門徒就問耶穌
[00:04:37.880 --> 00:04:40.480]  暗啞底來問他
[00:04:40.480 --> 00:04:42.480]  當他坐在橄欖山上的時候
[00:04:42.480 --> 00:04:45.280]  門徒就暗中來問耶穌
[00:04:45.280 --> 00:04:48.080]  請告訴我們什麼時候會有這些事
[00:04:48.080 --> 00:04:50.280]  就是說聖殿被毀的時候
[00:04:50.280 --> 00:04:54.680]  另外李降臨和這世代的終結
[00:04:54.680 --> 00:04:58.480]  有些什麼的預兆
[00:04:58.480 --> 00:05:02.480]  有些什麼的兆頭
[00:05:02.480 --> 00:05:05.280]  這個就是很多時候我們所謂在末世
[00:05:05.280 --> 00:05:06.880]  兵荒馬亂的時候
[00:05:06.880 --> 00:05:08.480]  我們就會看這段聖經
[00:05:08.480 --> 00:05:10.080]  就是Oliver Discourse
[00:05:10.080 --> 00:05:11.880]  之後耶穌說
[00:05:11.880 --> 00:05:16.480]  聖殿被毀到底會有什麼情況發生
[00:05:16.480 --> 00:05:18.280]  當時會是怎麼樣
[00:05:18.280 --> 00:05:24.080]  還有世代的Asceton的終結會是怎麼樣
[00:05:24.080 --> 00:05:26.480]  所以我們首先要想一想
[00:05:26.480 --> 00:05:29.480]  正如我們之前說啟示錄都是一樣
[00:05:29.480 --> 00:05:32.080]  我們說看這段聖經的時候
[00:05:32.080 --> 00:05:37.880]  先不要當它是預先寫好的報紙
[00:05:37.880 --> 00:05:41.680]  想清楚當時第一世紀的門徒教會
[00:05:41.680 --> 00:05:45.280]  會怎麼理解耶穌以下說的話
[00:05:45.280 --> 00:05:47.280]  這段聖經比較長
[00:05:47.280 --> 00:05:49.880]  我也不想把它cut出來
[00:05:49.880 --> 00:05:51.880]  所以我們看多一點
[00:05:51.880 --> 00:05:52.880]  第四節
[00:05:52.880 --> 00:05:54.280]  耶穌回答他們
[00:05:54.280 --> 00:05:55.880]  回答門徒
[00:05:55.880 --> 00:05:57.280]  他說你們要小心
[00:05:57.280 --> 00:05:59.080]  不要被人迷惑
[00:05:59.080 --> 00:06:02.680]  因為許多人要假冒我的名而來
[00:06:02.680 --> 00:06:03.880]  說我就是基督
[00:06:03.880 --> 00:06:05.080]  要迷惑許多人
[00:06:05.080 --> 00:06:07.680]  你要聽見打仗和打仗的風聲
[00:06:07.680 --> 00:06:08.680]  這個是和盤
[00:06:08.680 --> 00:06:11.480]  你們要小心不要驚慌
[00:06:11.480 --> 00:06:13.080]  因為這是免不了的
[00:06:13.080 --> 00:06:15.880]  不過結局還沒有到
[00:06:15.880 --> 00:06:17.880]  民要攻打民國要攻打國
[00:06:17.880 --> 00:06:19.480]  到處有饑荒和地震
[00:06:19.480 --> 00:06:24.480]  這一切不過是苦難痛苦的開始
[00:06:24.480 --> 00:06:27.080]  那時人要把你們送去受苦
[00:06:27.080 --> 00:06:28.080]  殺害你們
[00:06:28.080 --> 00:06:32.280]  你要因我的名被萬民去恨惡
[00:06:32.280 --> 00:06:34.080]  那時許多人會失去信仰
[00:06:34.080 --> 00:06:35.280]  彼此出賣
[00:06:35.280 --> 00:06:37.480]  互相恨惡
[00:06:37.480 --> 00:06:40.080]  也有許多假先知出來迷惑許多人
[00:06:40.080 --> 00:06:41.280]  因為不法的事
[00:06:41.280 --> 00:06:44.080]  增多許多人的愛心就冷淡了
[00:06:44.080 --> 00:06:46.080]  唯有堅忍到底必然得救
[00:06:46.080 --> 00:06:47.080]  這福音
[00:06:47.080 --> 00:06:48.280]  天國的福音
[00:06:48.280 --> 00:06:51.280]  要全遍天下向萬民作見證
[00:06:51.280 --> 00:06:53.080]  然後結局
[00:06:53.080 --> 00:06:54.080]  The End
[00:06:54.080 --> 00:06:56.080]  才會來到
[00:06:56.080 --> 00:06:59.080]  這裡說了所謂末世的徵兆
[00:06:59.080 --> 00:07:02.080]  我想一些比較年長的
[00:07:02.080 --> 00:07:04.880]  或者甚至是和我這一代
[00:07:04.880 --> 00:07:07.280]  或者比我更前一代的
[00:07:07.280 --> 00:07:09.280]  可能聽過很多的講道
[00:07:09.280 --> 00:07:12.680]  講到末世末代的徵兆
[00:07:12.680 --> 00:07:16.080]  都是出自這個Oliver Discourse
[00:07:16.080 --> 00:07:17.080]  這裡提到什麼呢
[00:07:17.080 --> 00:07:20.080]  有假先知 有假基督出現
[00:07:20.080 --> 00:07:24.080]  有戰亂 有地震 有饑荒
[00:07:24.080 --> 00:07:27.680]  有迫害教會等等
[00:07:27.680 --> 00:07:31.080]  這些所謂的signs of times
[00:07:31.080 --> 00:07:34.080]  signs of end times
[00:07:34.080 --> 00:07:38.080]  我們方法一定要搞清楚
[00:07:38.080 --> 00:07:40.080]  第一世紀的教會
[00:07:40.080 --> 00:07:43.480]  大概AD30
[00:07:43.480 --> 00:07:45.480]  那一代有40年左右
[00:07:45.480 --> 00:07:48.480]  AD30至AD70
[00:07:48.480 --> 00:07:52.480]  他們怎樣去理解這段話
[00:07:52.480 --> 00:07:57.480]  假基督 民要攻打民 國要攻打國
[00:07:57.480 --> 00:07:59.480]  有地震 有饑荒
[00:07:59.480 --> 00:08:03.480]  教會被迫害 被打壓
[00:08:03.480 --> 00:08:05.480]  不法的事增多
[00:08:05.480 --> 00:08:07.480]  許多人失去信心
[00:08:07.480 --> 00:08:08.480]  離棄主
[00:08:08.480 --> 00:08:10.480]  愛心冷淡
[00:08:10.480 --> 00:08:13.480]  天國的福音 傳遍天下
[00:08:13.480 --> 00:08:15.480]  他們會怎樣去理解呢
[00:08:15.480 --> 00:08:20.480]  很多時候我很不理解
[00:08:20.480 --> 00:08:21.480]  現在我就很不理解
[00:08:21.480 --> 00:08:22.480]  以前讀神學的時候
[00:08:22.480 --> 00:08:26.480]  讀新約聖經的survey的時候
[00:08:26.480 --> 00:08:28.480]  我不明白為什麼我們沒有讀
[00:08:28.480 --> 00:08:31.480]  新約以外的一些文獻
[00:08:31.480 --> 00:08:35.480]  我自己畢業之後 傳道的時候
[00:08:35.480 --> 00:08:38.480]  我看回其中一個很重要的
[00:08:38.480 --> 00:08:42.480]  新約以外的歷史學家寫的東西
[00:08:42.480 --> 00:08:45.480]  就是Josephus 約瑟夫
[00:08:45.480 --> 00:08:47.480]  約瑟夫寫了很多東西
[00:08:47.480 --> 00:08:50.480]  都是新約背景不能夠沒有的
[00:08:50.480 --> 00:08:52.480]  我們要明白新約聖經的時候
[00:08:52.480 --> 00:08:55.480]  就需要明白他所寫的東西
[00:08:55.480 --> 00:08:58.480]  在約瑟夫的記載裡面
[00:08:58.480 --> 00:08:59.480]  在耶路撒冷被毀
[00:08:59.480 --> 00:09:04.480]  就是AD70前後發生了什麼事
[00:09:04.480 --> 00:09:06.480]  他很詳盡的去記載
[00:09:06.480 --> 00:09:08.480]  因為他首先是猶太人
[00:09:08.480 --> 00:09:09.480]  他也是祭司
[00:09:09.480 --> 00:09:14.480]  他也是去到參與
[00:09:14.480 --> 00:09:18.480]  第一次反羅馬革命的
[00:09:18.480 --> 00:09:20.480]  其中一個將軍
[00:09:20.480 --> 00:09:22.480]  他就帶領他的子弟
[00:09:22.480 --> 00:09:25.480]  去對抗這些羅馬軍隊
[00:09:25.480 --> 00:09:27.480]  然後他就明白
[00:09:27.480 --> 00:09:29.480]  當這些羅馬軍隊打過來的時候
[00:09:29.480 --> 00:09:31.480]  不夠他打
[00:09:31.480 --> 00:09:33.480]  所以他就變節
[00:09:33.480 --> 00:09:35.480]  親羅馬
[00:09:35.480 --> 00:09:38.480]  然後被羅馬將軍去縱容他
[00:09:38.480 --> 00:09:41.480]  所以他是有份參與
[00:09:41.480 --> 00:09:44.480]  在公元後主後70年
[00:09:44.480 --> 00:09:46.480]  耶路撒冷被毀
[00:09:46.480 --> 00:09:49.480]  羅馬軍隊去攻陷耶路撒冷這場仗
[00:09:49.480 --> 00:09:53.480]  他是做他們通風報信的
[00:09:53.480 --> 00:09:55.480]  所以有很多猶太人到今天
[00:09:55.480 --> 00:09:58.480]  都覺得這是一個出賣他們的人
[00:09:58.480 --> 00:10:00.480]  但是他完了這場仗之後
[00:10:00.480 --> 00:10:02.480]  他就寫了很多很多
[00:10:02.480 --> 00:10:06.480]  有關AD70裡面發生的事
[00:10:06.480 --> 00:10:08.480]  並且非常詳盡的講到
[00:10:08.480 --> 00:10:10.480]  當時有很多的假先知出現
[00:10:10.480 --> 00:10:12.480]  當時的戰亂
[00:10:12.480 --> 00:10:16.480]  羅馬帝國的外憂外患
[00:10:16.480 --> 00:10:20.480]  或者當時第一次反羅馬革命裡面
[00:10:20.480 --> 00:10:23.480]  出現的不同的黨派
[00:10:23.480 --> 00:10:24.480]  猶太人的黨派
[00:10:24.480 --> 00:10:27.480]  他們之間彼此去到狗咬狗骨等等
[00:10:27.480 --> 00:10:29.480]  地震
[00:10:29.480 --> 00:10:31.480]  也都記載不少
[00:10:31.480 --> 00:10:35.480]  除了他之外當然有其他羅馬的歷史學家
[00:10:35.480 --> 00:10:37.480]  饑荒
[00:10:37.480 --> 00:10:39.480]  嚴重的發生
[00:10:39.480 --> 00:10:42.480]  這個不單止做CIVIS有這樣看
[00:10:42.480 --> 00:10:46.480]  《士徒行傳》十一章也都有這樣看過
[00:10:46.480 --> 00:10:49.480]  迫害教會我們更加不需要講了
[00:10:49.480 --> 00:10:51.480]  所以可以見到
[00:10:51.480 --> 00:10:54.480]  在耶穌基督升天之後
[00:10:54.480 --> 00:10:56.480]  那一代40年
[00:10:56.480 --> 00:10:58.480]  由30至到70
[00:10:58.480 --> 00:11:01.480]  在耶路撒冷被毀的時候
[00:11:01.480 --> 00:11:04.480]  這40年到底發生了什麼事
[00:11:04.480 --> 00:11:09.480]  在做CIVIS的歷史著作裡面
[00:11:09.480 --> 00:11:10.480]  有詳細交代
[00:11:10.480 --> 00:11:13.480]  在羅馬的歷史學家
[00:11:13.480 --> 00:11:14.480]  他們留下的著作
[00:11:14.480 --> 00:11:15.480]  都有詳細交代
[00:11:15.480 --> 00:11:18.480]  當時是一個兵荒馬亂的時代
[00:11:18.480 --> 00:11:21.480]  所以可以見到所謂的徵兆
[00:11:21.480 --> 00:11:26.480]  其實在當代的教會已經看到
[00:11:26.480 --> 00:11:28.480]  你說不是啊
[00:11:28.480 --> 00:11:29.480]  第十四節說什麼
[00:11:29.480 --> 00:11:31.480]  天國的福音要傳遍天下
[00:11:31.480 --> 00:11:33.480]  這個肯定當時不會
[00:11:33.480 --> 00:11:37.480]  或者你看看其他的新約經文的話
[00:11:37.480 --> 00:11:40.480]  你就見到他們當時
[00:11:40.480 --> 00:11:42.480]  in some sense
[00:11:42.480 --> 00:11:44.480]  連保羅都認為
[00:11:44.480 --> 00:11:48.480]  這個福音已經是傳遍天下
[00:11:48.480 --> 00:11:51.480]  哥羅西書一章六節二十三節
[00:11:51.480 --> 00:11:54.480]  福音已經傳給天下的萬民
[00:11:54.480 --> 00:11:56.480]  普天之下
[00:11:56.480 --> 00:11:57.480]  所以in some sense
[00:11:57.480 --> 00:12:02.480]  對當時的第一世紀的教會來說
[00:12:02.480 --> 00:12:04.480]  他們有理據
[00:12:04.480 --> 00:12:06.480]  絕對有理據
[00:12:06.480 --> 00:12:10.480]  相信人子是隨時會再來
[00:12:10.480 --> 00:12:12.480]  特別是AD70年
[00:12:12.480 --> 00:12:16.480]  耶路撒冷聖殿被毀之後
[00:12:16.480 --> 00:12:18.480]  他們有理由
[00:12:18.480 --> 00:12:20.480]  絕對有理由相信
[00:12:20.480 --> 00:12:21.480]  在他們有生之年
[00:12:21.480 --> 00:12:24.480]  人子是隨時會回來的
[00:12:24.480 --> 00:12:27.480]  所以啟示錄所記載的
[00:12:27.480 --> 00:12:29.480]  就是這一段時間
[00:12:29.480 --> 00:12:30.480]  特別是AD70之後
[00:12:30.480 --> 00:12:34.480]  他們已經看到所謂的signs of times
[00:12:34.480 --> 00:12:38.480]  看到這些末代
[00:12:38.480 --> 00:12:39.480]  eschaton
[00:12:39.480 --> 00:12:43.480]  應該會發生的這些所謂的徵兆
[00:12:43.480 --> 00:12:46.480]  然後二十四章十五節我們繼續看
[00:12:46.480 --> 00:12:47.480]  耶穌說什麼
[00:12:47.480 --> 00:12:50.480]  當你們見到但以你先知所說的
[00:12:50.480 --> 00:12:53.480]  造成荒涼的可憎者
[00:12:53.480 --> 00:12:56.480]  站在聖地的時候
[00:12:56.480 --> 00:12:59.480]  讀者就必須要領悟了
[00:12:59.480 --> 00:13:01.480]  Let the reader understand
[00:13:01.480 --> 00:13:03.480]  當時就會有走難的時候
[00:13:03.480 --> 00:13:05.480]  那些日子如果是懷孕的
[00:13:05.480 --> 00:13:08.480]  是與養孩子的有和
[00:13:08.480 --> 00:13:10.480]  你應該祈求
[00:13:10.480 --> 00:13:11.480]  祈求什麼
[00:13:11.480 --> 00:13:12.480]  就是你們走難的時候
[00:13:12.480 --> 00:13:13.480]  不要是冬天
[00:13:13.480 --> 00:13:15.480]  以及不要是安息
[00:13:15.480 --> 00:13:17.480]  因為那時必定會有大災難
[00:13:17.480 --> 00:13:20.480]  即使從世界的開始到現在
[00:13:20.480 --> 00:13:21.480]  未曾有過的
[00:13:21.480 --> 00:13:23.480]  以後也必不再有的
[00:13:23.480 --> 00:13:25.480]  如果那些日子不減少的話
[00:13:25.480 --> 00:13:27.480]  沒有一個人可以存活
[00:13:27.480 --> 00:13:30.480]  但是為了選民的緣故
[00:13:30.480 --> 00:13:33.480]  那些日子必會減少
[00:13:33.480 --> 00:13:36.480]  那造成荒涼可憎者的
[00:13:36.480 --> 00:13:39.480]  這個是大義利書七章九章等等
[00:13:39.480 --> 00:13:40.480]  天啟文學裡面出現過的
[00:13:40.480 --> 00:13:43.480]  就是那一位去到在聖殿
[00:13:43.480 --> 00:13:47.480]  去到建立或者設立一個的idol
[00:13:47.480 --> 00:13:49.480]  去污衊聖地的
[00:13:49.480 --> 00:13:51.480]  那個王會出現
[00:13:51.480 --> 00:13:55.480]  如果你看一下舊約的歷史
[00:13:55.480 --> 00:13:57.480]  問一個猶太的讀者
[00:13:57.480 --> 00:13:58.480]  猶太人
[00:13:58.480 --> 00:13:59.480]  他們就會告訴你
[00:13:59.480 --> 00:14:02.480]  有好幾次在歷史裡面已經出現過
[00:14:02.480 --> 00:14:04.480]  586BC
[00:14:04.480 --> 00:14:07.480]  巴比倫軍打到來的時候
[00:14:07.480 --> 00:14:08.480]  毀滅聖殿
[00:14:08.480 --> 00:14:09.480]  污衊聖殿
[00:14:09.480 --> 00:14:12.480]  主前167年
[00:14:12.480 --> 00:14:15.480]  當時馬加比時代的之前
[00:14:15.480 --> 00:14:17.480]  希臘的一個
[00:14:17.480 --> 00:14:21.480]  大家聽到
[00:14:21.480 --> 00:14:24.480]  臭名遠播的一個王
[00:14:24.480 --> 00:14:28.480]  來到去污衊耶路撒冷的聖殿
[00:14:28.480 --> 00:14:29.480]  到AD70
[00:14:29.480 --> 00:14:31.480]  主後70年
[00:14:31.480 --> 00:14:32.480]  聖殿被毀
[00:14:32.480 --> 00:14:34.480]  其實就是歷史重現
[00:14:34.480 --> 00:14:39.480]  這一位造成荒涼的可憎者出現
[00:14:39.480 --> 00:14:41.480]  當時耶穌說到
[00:14:41.480 --> 00:14:43.480]  如果你見到這件事發生的時候
[00:14:43.480 --> 00:14:45.480]  就是AD70
[00:14:45.480 --> 00:14:47.480]  你就會見到什麼
[00:14:47.480 --> 00:14:50.480]  就是末期已到
[00:14:50.480 --> 00:14:52.480]  Last days已經到
[00:14:52.480 --> 00:14:53.480]  你們就要走難了
[00:14:53.480 --> 00:14:55.480]  希望那天走難的時候
[00:14:55.480 --> 00:14:56.480]  不要是冬天
[00:14:56.480 --> 00:14:57.480]  不要是安息日
[00:14:57.480 --> 00:14:59.480]  因為如果你這樣就走不了
[00:14:59.480 --> 00:15:01.480]  初期教會歷史
[00:15:01.480 --> 00:15:03.480]  聖經以外所記載的
[00:15:03.480 --> 00:15:05.480]  就是AD70之後
[00:15:05.480 --> 00:15:08.480]  耶路撒冷的一些教會的弟兄姊妹
[00:15:08.480 --> 00:15:10.480]  一些信徒
[00:15:10.480 --> 00:15:12.480]  就是走難去了
[00:15:12.480 --> 00:15:15.480]  耶路撒冷北面約旦河東以外的一個地方
[00:15:15.480 --> 00:15:16.480]  叫做Palva
[00:15:16.480 --> 00:15:17.480]  一個古城
[00:15:17.480 --> 00:15:19.480]  在那裏避難
[00:15:19.480 --> 00:15:21.480]  所以你又見到
[00:15:21.480 --> 00:15:23.480]  對當代的人來說
[00:15:23.480 --> 00:15:28.480]  是一個不是寫給21世紀將來2000年之後發生的事
[00:15:28.480 --> 00:15:33.480]  是當代眼前就見到
[00:15:33.480 --> 00:15:36.480]  24章29節
[00:15:36.480 --> 00:15:38.480]  那些日子的災難
[00:15:38.480 --> 00:15:40.480]  光過去
[00:15:40.480 --> 00:15:42.480]  AD70
[00:15:42.480 --> 00:15:43.480]  光過去
[00:15:43.480 --> 00:15:45.480]  太陽就變黑了
[00:15:45.480 --> 00:15:47.480]  月亮也都不會發光
[00:15:47.480 --> 00:15:49.480]  眾星會從天墜落
[00:15:49.480 --> 00:15:52.480]  天上的萬象震動
[00:15:52.480 --> 00:15:55.480]  那時人子的徵兆要顯在天上
[00:15:55.480 --> 00:15:57.480]  地上的萬族都要哀號
[00:15:57.480 --> 00:15:59.480]  你要見到人子帶著能力
[00:15:59.480 --> 00:16:00.480]  滿有榮耀
[00:16:00.480 --> 00:16:02.480]  駕駛著天雲降臨
[00:16:02.480 --> 00:16:05.480]  當豪統發出響聲
[00:16:05.480 --> 00:16:07.480]  他就猜顯他的使者
[00:16:07.480 --> 00:16:09.480]  將四方的選民
[00:16:09.480 --> 00:16:12.480]  從天的這邊到天的那邊
[00:16:12.480 --> 00:16:15.480]  都召集來到
[00:16:15.480 --> 00:16:17.480]  這些不會吧
[00:16:17.480 --> 00:16:19.480]  未發生吧
[00:16:19.480 --> 00:16:24.480]  如果你沒有看過新約聖經以外的記載
[00:16:24.480 --> 00:16:25.480]  你就不會知道
[00:16:25.480 --> 00:16:27.480]  對當時的人來說
[00:16:27.480 --> 00:16:29.480]  曾經有這樣的事發生
[00:16:29.480 --> 00:16:31.480]  剛才我提過約瑟夫
[00:16:31.480 --> 00:16:35.480]  約瑟夫的猶太戰士
[00:16:35.480 --> 00:16:37.480]  第五至六頭像
[00:16:37.480 --> 00:16:39.480]  如果你有機會就回去看
[00:16:39.480 --> 00:16:42.480]  他就說到當時發生什麼事
[00:16:42.480 --> 00:16:46.480]  特別就是六十年代末的時候
[00:16:46.480 --> 00:16:49.480]  耶路撒冷快要淪陷的時候
[00:16:49.480 --> 00:16:51.480]  約瑟夫曾經提過
[00:16:51.480 --> 00:16:55.480]  他說當日日落的時候
[00:16:55.480 --> 00:16:59.480]  就見到戰車和軍隊
[00:16:59.480 --> 00:17:01.480]  在雲上面出現
[00:17:01.480 --> 00:17:03.480]  是包圍耶路撒冷
[00:17:03.480 --> 00:17:06.480]  這是一個淪陷的空笑
[00:17:06.480 --> 00:17:10.480]  你儘管回去看
[00:17:10.480 --> 00:17:13.480]  為什麼會提到約瑟夫
[00:17:13.480 --> 00:17:15.480]  剛才我提過的一些細節之外
[00:17:15.480 --> 00:17:17.480]  就是他一個所謂
[00:17:17.480 --> 00:17:21.480]  不是新約教會裡面的人
[00:17:21.480 --> 00:17:22.480]  他是一個外國人
[00:17:22.480 --> 00:17:24.480]  因為他不是信基督
[00:17:24.480 --> 00:17:26.480]  但他見到的東西
[00:17:26.480 --> 00:17:29.480]  就是當時耶路撒冷被毀之前
[00:17:29.480 --> 00:17:32.480]  發生的天象和奇事
[00:17:32.480 --> 00:17:35.480]  所以我們看到現在的時候
[00:17:35.480 --> 00:17:37.480]  我們就發現
