
[00:00:00.000 --> 00:00:02.000]  兄弟姐妹新年發財
[00:03:28.000 --> 00:03:30.000]  基督的出生
[00:03:30.000 --> 00:03:32.000]  道成活生 死而復活
[00:03:32.000 --> 00:03:34.000]  這個就是十字架的地方
[00:03:34.000 --> 00:03:37.000]  我們中間還沒到最後
[00:03:37.000 --> 00:03:41.000]  我們被罪破壞的現在的世界
[00:03:41.000 --> 00:03:44.000]  是不是到最後的時候就會中斷?
[00:03:44.000 --> 00:03:46.000]  全部東西都玩完了
[00:03:46.000 --> 00:03:48.000]  例如那裡有個核子彈的東西
[00:03:48.000 --> 00:03:50.000]  爆炸
[00:03:50.000 --> 00:03:52.000]  全部東西都玩完了
[00:03:52.000 --> 00:03:54.000]  然後就進入
[00:03:54.000 --> 00:03:56.000]  所謂新天新地
[00:03:56.000 --> 00:03:58.000]  基督再回來 箭嘴指下來
[00:03:58.000 --> 00:04:00.000]  基督再回來的時候
[00:04:00.000 --> 00:04:02.000]  然後有個新天與新地
[00:04:02.000 --> 00:04:04.000]  新天與新地
[00:04:04.000 --> 00:04:07.000]  所以現在的世界
[00:04:07.000 --> 00:04:09.000]  和將來的新天新地
[00:04:09.000 --> 00:04:11.000]  就是一個Discontinuity
[00:04:11.000 --> 00:04:13.000]  一個中斷
[00:04:13.000 --> 00:04:15.000]  一個絕對的中斷
[00:04:15.000 --> 00:04:17.000]  這個世界怎麼都玩完了
[00:04:17.000 --> 00:04:21.000]  你怎麼搞它 怎麼理它 怎麼保護它
[00:04:21.000 --> 00:04:23.000]  最終都是Game Over
[00:04:23.000 --> 00:04:25.000]  我只等下一個
[00:04:25.000 --> 00:04:28.000]  啟示錄最後那兩章說
[00:04:28.000 --> 00:04:30.000]  那個新天新地 榮耀的新天新地
[00:04:30.000 --> 00:04:31.000]  完美的新天新地
[00:04:31.000 --> 00:04:33.000]  就罷就了
[00:04:33.000 --> 00:04:35.000]  所以今時這個世界
[00:04:35.000 --> 00:04:38.000]  和將來那個世界
[00:04:38.000 --> 00:04:40.000]  是中間有個中斷
[00:04:40.000 --> 00:04:42.000]  完全沒有關係
[00:04:42.000 --> 00:04:44.000]  如果是這樣的前設下
[00:04:44.000 --> 00:04:46.000]  現在我們說什麼Creation Care
[00:04:46.000 --> 00:04:48.000]  或者這個世界需要我們護理等等
[00:04:48.000 --> 00:04:50.000]  其實沒有什麼用的
[00:04:50.000 --> 00:04:52.000]  對不對
[00:04:52.000 --> 00:04:54.000]  最重要的是逃跑
[00:04:54.000 --> 00:04:57.000]  這裡這麼多天災 這麼多人
[00:04:57.000 --> 00:05:00.000]  我們快點走 耶穌就叫我們走
[00:05:00.000 --> 00:05:02.000]  這是第一個前設
[00:05:02.000 --> 00:05:04.000]  對於這個前設是不是對的
[00:05:04.000 --> 00:05:07.000]  或者在聖經裡面的一些內容裡面
[00:05:07.000 --> 00:05:09.000]  怎麼去看的呢 是不是這樣看的呢
[00:05:09.000 --> 00:05:11.000]  我想告訴你
[00:05:11.000 --> 00:05:13.000]  我在教會很多年
[00:05:13.000 --> 00:05:16.000]  多過大半生在教會
[00:05:16.000 --> 00:05:19.000]  由我年輕的時候開始
[00:05:19.000 --> 00:05:21.000]  接觸這種課題的時候
[00:05:21.000 --> 00:05:24.000]  主要是老師 或者牧者都是這樣說的
[00:05:24.000 --> 00:05:26.000]  我們最重要搶救靈魂
[00:05:26.000 --> 00:05:29.000]  靈魂 救了你的靈魂
[00:05:29.000 --> 00:05:31.000]  你有永生
[00:05:31.000 --> 00:05:33.000]  然後快點逃跑
[00:05:33.000 --> 00:05:35.000]  這裡不要搞這麼多了
[00:05:35.000 --> 00:05:38.000]  但我們唯一在地上的使命就是做什麼
[00:05:38.000 --> 00:05:40.000]  就是救人
[00:05:40.000 --> 00:05:42.000]  救靈魂
[00:05:42.000 --> 00:05:44.000]  你的身體都不要了 說真的
[00:05:44.000 --> 00:05:47.000]  好像衣服一樣 穿爛了就扔掉
[00:05:47.000 --> 00:05:49.000]  是不是
[00:05:49.000 --> 00:05:51.000]  我們是這樣接觸的
[00:05:51.000 --> 00:05:53.000]  這是我們很重的傳統
[00:05:53.000 --> 00:06:00.000]  到底是不是聖經的價值呢
[00:06:00.000 --> 00:06:03.000]  第二下面那個就有點不同了
[00:06:03.000 --> 00:06:05.000]  沒錯 罪是闖入世界
[00:06:05.000 --> 00:06:07.000]  毀壞了原先的天地
[00:06:07.000 --> 00:06:10.000]  罪是破壞了的 但是呢
[00:06:10.000 --> 00:06:13.000]  到耶穌來的時候 這個世界是會更新的
[00:06:13.000 --> 00:06:15.000]  有一個完美的更新
[00:06:15.000 --> 00:06:17.000]  然後進入新天新地
[00:06:17.000 --> 00:06:20.000]  如果這樣看的話 現在的世界和將來
[00:06:20.000 --> 00:06:23.000]  新天新地就有一個continuity
[00:06:23.000 --> 00:06:25.000]  一個連續性
[00:06:25.000 --> 00:06:27.000]  就是你現在做的事
[00:06:27.000 --> 00:06:29.000]  或者你保存的事
[00:06:29.000 --> 00:06:31.000]  保留的事
[00:06:31.000 --> 00:06:33.000]  是將會繼續下去的
[00:06:33.000 --> 00:06:35.000]  甚至到耶穌回來的時候
[00:06:35.000 --> 00:06:38.000]  有一個完美的renewal
[00:06:38.000 --> 00:06:40.000]  這個就是我們需要問的問題
[00:06:40.000 --> 00:06:44.000]  到底聖經是說一還是說二呢
[00:06:44.000 --> 00:06:47.000]  如果說一 就好像我所說的
[00:06:47.000 --> 00:06:50.000]  我們以往的傳統 從小到大接觸的事
[00:06:50.000 --> 00:06:56.000]  就是傳福音 救靈魂 脫苦海 逃亡
[00:06:56.000 --> 00:06:59.000]  第二可能就會有些不同
[00:06:59.000 --> 00:07:03.000]  不同的地方就是我們怎樣去看這個大地
[00:07:03.000 --> 00:07:05.000]  怎樣去看這個creation
[00:07:05.000 --> 00:07:08.000]  這個就是我們今天很多時候會說的
[00:07:08.000 --> 00:07:12.000]  環境保育 關心這個世界
[00:07:12.000 --> 00:07:14.000]  看護這個世界等等
[00:07:14.000 --> 00:07:18.000]  我們用幾段經文來思想這個主題
[00:07:18.000 --> 00:07:22.000]  第一段經文今天選的就是羅馬書第八章
[00:07:22.000 --> 00:07:24.000]  第八章第十九節開始
[00:07:24.000 --> 00:07:26.000]  而保羅說什麼呢
[00:07:26.000 --> 00:07:29.000]  羅馬書第一章到第七章都是說上帝的救恩
[00:07:29.000 --> 00:07:32.000]  在基督裡面成就的 所謂恩訊清儀
[00:07:32.000 --> 00:07:34.000]  所以終於到了 終於實現了
[00:07:34.000 --> 00:07:37.000]  然後第八章可以說是一個高潮
[00:07:37.000 --> 00:07:39.000]  就是上帝到底要做些什麼呢
[00:07:39.000 --> 00:07:43.000]  和人類和整個世界要做些什麼呢
[00:07:43.000 --> 00:07:45.000]  第八章我們來看一看
[00:07:45.000 --> 00:07:48.000]  我告訴你 我讀這段聖經的時候
[00:07:48.000 --> 00:07:53.000]  你看看這段聖經怎樣去形容大地受造界
[00:07:53.000 --> 00:07:55.000]  開心還是不開心呢 你覺得受造界
[00:07:55.000 --> 00:07:56.000]  八章第十八節
[00:07:56.000 --> 00:07:58.000]  我認為保羅說
[00:07:58.000 --> 00:08:01.000]  與將來要顯給我們的榮耀相比
[00:08:01.000 --> 00:08:04.000]  現在所受的痛苦簡直是微不足道
[00:08:04.000 --> 00:08:06.000]  這個是當代的本來
[00:08:06.000 --> 00:08:09.000]  受造之物正熱切等待
[00:08:09.000 --> 00:08:11.000]  上帝眾子的顯現
[00:08:11.000 --> 00:08:13.000]  因為受造之物處於虛空之下
[00:08:13.000 --> 00:08:15.000]  並非出於情願
[00:08:15.000 --> 00:08:17.000]  而是出於上帝的旨意
[00:08:17.000 --> 00:08:21.000]  不過受造之物仍然盼望脫離衰敗的束縛
[00:08:21.000 --> 00:08:24.000]  享受上帝兒女榮耀的自由
[00:08:24.000 --> 00:08:28.000]  我們知道一切受造之物至今都在新淫
[00:08:28.000 --> 00:08:31.000]  如同經歷分娩之童
[00:08:31.000 --> 00:08:33.000]  開心還是不開心
[00:08:33.000 --> 00:08:35.000]  現在的大地
[00:08:35.000 --> 00:08:37.000]  這段經文怎樣形容這個創造界
[00:08:37.000 --> 00:08:39.000]  是開心還是不開心
[00:08:39.000 --> 00:08:41.000]  不是很開心 是不是
[00:08:41.000 --> 00:08:43.000]  很簡單 是不是
[00:08:43.000 --> 00:08:45.000]  因為形容物質的世界
[00:08:45.000 --> 00:08:48.000]  不是很開心 不是很妥的
[00:08:48.000 --> 00:08:50.000]  經文用什麼字呢
[00:08:50.000 --> 00:08:51.000]  用虛空
[00:08:51.000 --> 00:08:53.000]  虛空你想起什麼
[00:08:53.000 --> 00:08:56.000]  舊約裡面有一本書叫傳道書
[00:08:56.000 --> 00:08:59.000]  虛空的虛空其實就是那個字
[00:08:59.000 --> 00:09:02.000]  就是那個形容詞 其實是嘆息的意思
[00:09:02.000 --> 00:09:04.000]  它不是出於情願
[00:09:04.000 --> 00:09:06.000]  大地或萬物受造之界
[00:09:06.000 --> 00:09:09.000]  受造界是處於一個虛空之下
[00:09:09.000 --> 00:09:12.000]  在束縛之下 總之不是很妥的底下
[00:09:12.000 --> 00:09:16.000]  是出於上帝 為什麼呢
[00:09:16.000 --> 00:09:18.000]  這個背景如果你熟悉聖經的話
[00:09:18.000 --> 00:09:21.000]  應該大概想到就是創世紀第三章
[00:09:21.000 --> 00:09:24.000]  因為創世紀第三章講到人類叛變之後
[00:09:24.000 --> 00:09:27.000]  帶來一切的咒詛
[00:09:27.000 --> 00:09:30.000]  包括上帝和人之間的關係破裂
[00:09:30.000 --> 00:09:33.000]  人和人之間的關係破裂
[00:09:33.000 --> 00:09:37.000]  然後人和地之間的關係也都破裂
[00:09:37.000 --> 00:09:39.000]  三章第十七節那裡講
[00:09:39.000 --> 00:09:41.000]  和亞當講 和人類講
[00:09:41.000 --> 00:09:44.000]  土地會因你的緣故受咒詛
[00:09:44.000 --> 00:09:48.000]  你終生的奴婦才能得到土地所吃的
[00:09:48.000 --> 00:09:51.000]  土地會為你長出泥質
[00:09:51.000 --> 00:09:54.000]  還有窒泥和荊棘
[00:09:54.000 --> 00:09:56.000]  你在田間裡面你要吃蔬菜
[00:09:56.000 --> 00:10:01.000]  但是你要汗流滿面才能有東西吃
[00:10:01.000 --> 00:10:02.000]  很辛苦的
[00:10:02.000 --> 00:10:05.000]  然後辛苦到最後就死了
[00:10:05.000 --> 00:10:07.000]  你是土地而出
[00:10:07.000 --> 00:10:09.000]  本是塵土 要歸於塵土
[00:10:09.000 --> 00:10:11.000]  這裡講得簡單一點
[00:10:11.000 --> 00:10:13.000]  三種的關係
[00:10:13.000 --> 00:10:15.000]  所謂我們講天倫人倫地倫
[00:10:15.000 --> 00:10:17.000]  三種的關係
[00:10:17.000 --> 00:10:20.000]  都很大的張力和很多的矛盾
[00:10:20.000 --> 00:10:23.000]  這個就是羅馬書第八章的背景
[00:10:23.000 --> 00:10:25.000]  我們回去看羅馬書第八章的時候
[00:10:25.000 --> 00:10:27.000]  差不多就是形容這個情況
[00:10:27.000 --> 00:10:30.000]  不過他用一個塑造界的角度去看
[00:10:30.000 --> 00:10:35.000]  這個天地 塑造的世界 物質的世界
[00:10:35.000 --> 00:10:36.000]  在做什麼
[00:10:36.000 --> 00:10:41.000]  新人和分娩之童
[00:10:41.000 --> 00:10:45.000]  分娩之童就是生過孩子就知道
[00:10:45.000 --> 00:10:49.000]  就算未生過孩子都知道是童
[00:10:49.000 --> 00:10:51.000]  我雖然未生過孩子
[00:10:51.000 --> 00:10:53.000]  也永遠不會生孩子
[00:10:53.000 --> 00:10:56.000]  但我知道是最痛的在這個世界上
[00:10:56.000 --> 00:10:58.000]  這個就是所謂分娩之童
[00:10:58.000 --> 00:11:00.000]  誰有分娩之童
[00:11:00.000 --> 00:11:03.000]  女人當然
[00:11:03.000 --> 00:11:09.000]  大地在新人和分娩之童裡面
[00:11:09.000 --> 00:11:11.000]  很痛很辛苦
[00:11:11.000 --> 00:11:13.000]  在叫救命
[00:11:13.000 --> 00:11:15.000]  是一種二人法
[00:11:15.000 --> 00:11:18.000]  整個大地 保羅說
[00:11:18.000 --> 00:11:21.000]  這段經文說很不妥
[00:11:21.000 --> 00:11:22.000]  好像有病一樣
[00:11:22.000 --> 00:11:24.000]  你有沒有試過有病
[00:11:24.000 --> 00:11:27.000]  喘氣 喘喘不息的時候
[00:11:27.000 --> 00:11:32.000]  然後進了ICU 吸那些很貴的氣
[00:11:32.000 --> 00:11:34.000]  這個就是那個情況
[00:11:34.000 --> 00:11:36.000]  他不是在說人
[00:11:36.000 --> 00:11:37.000]  是在說創造界
[00:11:37.000 --> 00:11:39.000]  說的創造就是這樣
[00:11:39.000 --> 00:11:41.000]  當然我們說到這個話題的時候
[00:11:41.000 --> 00:11:45.000]  我們不一定要贊成那些極端的環保份子
[00:11:45.000 --> 00:11:47.000]  所有的議題
[00:11:47.000 --> 00:11:48.000]  我們不一定要這樣
[00:11:48.000 --> 00:11:49.000]  不過
[00:11:49.000 --> 00:11:50.000]  聖經裡面告訴我們
[00:11:50.000 --> 00:11:53.000]  大自然有很多地方是不妥的
[00:11:53.000 --> 00:11:55.000]  是有不妥的
[00:11:55.000 --> 00:12:00.000]  這個應該是我們都意識到的事實
[00:12:00.000 --> 00:12:03.000]  就是氣候的變遷
[00:12:03.000 --> 00:12:05.000]  氣候暖化
[00:12:05.000 --> 00:12:07.000]  或者氣候極端化
[00:12:07.000 --> 00:12:10.000]  就是熱的地方會更熱 破紀錄
[00:12:10.000 --> 00:12:13.000]  冷的地方會更冷 冷到破紀錄
[00:12:13.000 --> 00:12:16.000]  這些我們都屢見不鮮
[00:12:16.000 --> 00:12:19.000]  這個創造 這個環境
[00:12:19.000 --> 00:12:21.000]  有很多不妥的地方
[00:12:21.000 --> 00:12:23.000]  有些地方本身是乾燥的
[00:12:23.000 --> 00:12:24.000]  那是好的
[00:12:24.000 --> 00:12:28.000]  但是會更加極度的乾燥
[00:12:28.000 --> 00:12:30.000]  引致山火或者山火出現的時候
[00:12:30.000 --> 00:12:33.000]  就很難去到撲滅
[00:12:33.000 --> 00:12:36.000]  有大火不奇怪
[00:12:36.000 --> 00:12:38.000]  有野火不奇怪
[00:12:38.000 --> 00:12:41.000]  不過有野火到一個地步
[00:12:41.000 --> 00:12:43.000]  你是不能夠去撲滅
[00:12:43.000 --> 00:12:45.000]  或者很難去撲滅
[00:12:45.000 --> 00:12:48.000]  這個就是我們這一代
[00:12:48.000 --> 00:12:50.000]  或者到下一代
[00:12:50.000 --> 00:12:52.000]  都會經常見到的情況
[00:12:52.000 --> 00:12:55.000]  例如LA的大火
[00:12:55.000 --> 00:12:57.000]  家園被燒毀損失
[00:12:57.000 --> 00:13:02.000]  現在大概估計有275個Billion
[00:13:02.000 --> 00:13:04.000]  275個Billion
[00:13:04.000 --> 00:13:06.000]  當然是人命關天
[00:13:06.000 --> 00:13:09.000]  但其實大自然都很痛苦
[00:13:09.000 --> 00:13:11.000]  大自然的活物都很痛苦
[00:13:11.000 --> 00:13:13.000]  野獸或者動物
[00:13:13.000 --> 00:13:16.000]  這張圖片右下角
[00:13:16.000 --> 00:13:20.000]  就是消防在LA的火場救出一些動物
[00:13:20.000 --> 00:13:22.000]  有野生的有寵物
[00:13:22.000 --> 00:13:25.000]  右下角那隻就是一隻小貓
[00:13:25.000 --> 00:13:28.000]  全身燒到重創
[00:13:28.000 --> 00:13:31.000]  很可憐
[00:13:31.000 --> 00:13:35.000]  消防救了牠出來之後給牠水喝
[00:13:35.000 --> 00:13:37.000]  但這隻貓最後救不到
[00:13:37.000 --> 00:13:39.000]  很可憐吧
[00:13:39.000 --> 00:13:42.000]  這些圖片如果我看見
[00:13:42.000 --> 00:13:44.000]  我都覺得很可憐
[00:13:44.000 --> 00:13:46.000]  我看見都想流眼淚
[00:13:46.000 --> 00:13:49.000]  我相信每個人都看到都應該會流眼淚
[00:13:49.000 --> 00:13:54.000]  大自然好像分娩之痛或者身癮
[00:13:54.000 --> 00:13:56.000]  劇痛
[00:13:56.000 --> 00:13:58.000]  是和我們經歷的一樣
[00:13:58.000 --> 00:14:03.000]  上星期在美國南部
[00:14:03.000 --> 00:14:05.000]  佛羅里達州北面
[00:14:05.000 --> 00:14:06.000]  亞利桑那州
[00:14:06.000 --> 00:14:07.000]  德州
[00:14:07.000 --> 00:14:09.000]  大雪
[00:14:09.000 --> 00:14:11.000]  大雪
[00:14:11.000 --> 00:14:14.000]  前所未有的暴風雪
[00:14:14.000 --> 00:14:16.000]  想都沒想過
[00:14:16.000 --> 00:14:22.000]  將來教會舉辦冬令會可以去那裡
[00:14:22.000 --> 00:14:24.000]  可以去佛羅里達州
[00:14:24.000 --> 00:14:27.000]  佛羅里達州是陽光州
[00:14:27.000 --> 00:14:32.000]  左下角那個不是O'Hare的機場
[00:14:32.000 --> 00:14:34.000]  是Houston的機場
[00:14:34.000 --> 00:14:37.000]  這些大暴風雪是前所未見的
[00:14:37.000 --> 00:14:39.000]  將這些大風雪
[00:14:39.000 --> 00:14:41.000]  他們下了多少吋雪
[00:14:41.000 --> 00:14:45.000]  你看到那個數字嗎
[00:14:45.000 --> 00:14:47.000]  11吋6吋等等
[00:14:47.000 --> 00:14:50.000]  上星期在西郊
[00:14:50.000 --> 00:14:52.000]  下了多少吋雪
[00:14:52.000 --> 00:14:54.000]  3.9吋
[00:14:54.000 --> 00:14:56.000]  他們比我們多很多
[00:14:56.000 --> 00:14:58.000]  避寒
[00:14:58.000 --> 00:15:00.000]  大家要避寒
[00:15:00.000 --> 00:15:04.000]  現在沒有了
[00:15:04.000 --> 00:15:06.000]  沒有了
[00:15:06.000 --> 00:15:08.000]  你想剷雪
[00:15:08.000 --> 00:15:10.000]  你應該要去下面
[00:15:10.000 --> 00:15:12.000]  原因是什麼呢
[00:15:12.000 --> 00:15:17.000]  就是右下角那個MIT的Climate的Polo
[00:15:17.000 --> 00:15:22.000]  所generate出來的一些簡圖
[00:15:22.000 --> 00:15:28.000]  本身北極地極的急流
[00:15:28.000 --> 00:15:30.000]  就像漩渦一樣
[00:15:30.000 --> 00:15:32.000]  如果強烈的話
[00:15:32.000 --> 00:15:36.000]  就會將冷風冷流留在北邊
[00:15:36.000 --> 00:15:39.000]  最多是久不久吹下來的
[00:15:39.000 --> 00:15:41.000]  但因為暖化的緣故
[00:15:41.000 --> 00:15:43.000]  就好像你攪東西一樣
[00:15:43.000 --> 00:15:45.000]  杯子小小的你攪就沒事
[00:15:45.000 --> 00:15:47.000]  全部咖啡都在裡面
[00:15:47.000 --> 00:15:49.000]  但你在碗那邊不停攪
[00:15:49.000 --> 00:15:51.000]  就全部撇出來
[00:15:51.000 --> 00:15:53.000]  現在的情況就是這樣
[00:15:53.000 --> 00:15:57.000]  你看到右邊的圖
[00:15:57.000 --> 00:15:59.000]  左下角就是Texas
[00:15:59.000 --> 00:16:01.000]  剛剛去到美國的Texas
[00:16:01.000 --> 00:16:03.000]  南邊等等
[00:16:03.000 --> 00:16:05.000]  這些是前所未見的東西
[00:16:05.000 --> 00:16:10.000]  這就是羅馬書第八章
[00:16:10.000 --> 00:16:13.000]  差不多形容的情況
[00:16:13.000 --> 00:16:15.000]  所以大地是很深淵的
[00:16:15.000 --> 00:16:17.000]  大地很痛苦
[00:16:17.000 --> 00:16:20.000]  就是因為最闖入世界
[00:16:20.000 --> 00:16:23.000]  環境受到破壞
[00:16:23.000 --> 00:16:26.000]  第二方面這段經文
[00:16:26.000 --> 00:16:29.000]  大地好像在等待一樣東西
[00:16:29.000 --> 00:16:32.000]  萬物在盼望一樣東西
[00:16:32.000 --> 00:16:34.000]  大地就受苦
[00:16:34.000 --> 00:16:37.000]  然後保羅說我們都和他一起受苦
[00:16:37.000 --> 00:16:41.000]  我們和大地好像同命相憐
[00:16:41.000 --> 00:16:43.000]  但上帝的救恩既然到了
[00:16:43.000 --> 00:16:46.000]  基督的救恩到了一字失章
[00:16:46.000 --> 00:16:49.000]  就將新生命帶來
[00:16:49.000 --> 00:16:51.000]  以致我們作為人類的生命
[00:16:51.000 --> 00:16:54.000]  能夠得到上帝的救恩
[00:16:54.000 --> 00:16:56.000]  我們的生命有renewal
[00:16:56.000 --> 00:16:58.000]  有更新
[00:16:58.000 --> 00:17:00.000]  不只是救我們靈魂
[00:17:00.000 --> 00:17:02.000]  是救什麼
[00:17:02.000 --> 00:17:04.000]  他說我們的身體得到救贖
[00:17:04.000 --> 00:17:06.000]  我們熱切等待著
[00:17:06.000 --> 00:17:08.000]  拿到兒子的名分
[00:17:08.000 --> 00:17:10.000]  即是拿到產業的名分
[00:17:10.000 --> 00:17:12.000]  我們還未拿到
[00:17:12.000 --> 00:17:14.000]  但我們有deposit
[00:17:14.000 --> 00:17:16.000]  有個down payment
[00:17:16.000 --> 00:17:18.000]  我們希望能夠拿到
[00:17:18.000 --> 00:17:19.000]  這個就是我們有的盼望
[00:17:19.000 --> 00:17:20.000]  就是我們的身體
[00:17:20.000 --> 00:17:21.000]  這裡說的物質的身體
[00:17:21.000 --> 00:17:23.000]  就是我和你的身體
[00:17:23.000 --> 00:17:25.000]  我們身體會衰敗
[00:17:25.000 --> 00:17:26.000]  不過已經有個down payment
[00:17:26.000 --> 00:17:28.000]  因為耶穌基督從死裡復活
[00:17:28.000 --> 00:17:30.000]  我們在基督裡的人
[00:17:30.000 --> 00:17:32.000]  和他一起會share
[00:17:32.000 --> 00:17:35.000]  一起共享這個救贖
[00:17:35.000 --> 00:17:36.000]  身體得到救贖
[00:17:36.000 --> 00:17:38.000]  我們得救的人有這樣的盼望
[00:17:38.000 --> 00:17:41.000]  不過看得見的盼望就不算是盼望
[00:17:41.000 --> 00:17:43.000]  誰會盼望已經看不見
[00:17:43.000 --> 00:17:45.000]  即是現在暫時未見到
[00:17:45.000 --> 00:17:48.000]  不過我們會盼望將來他顯現出來
[00:17:48.000 --> 00:17:50.000]  並且他說我們和大地一樣
[00:17:50.000 --> 00:17:51.000]  好像有軟弱
[00:17:51.000 --> 00:17:52.000]  有痛苦
