
[00:00:00.000 --> 00:00:02.000]  時間交畀Mark Sir
[00:08:56.000 --> 00:08:58.000]  如果係冇嘅話呢
[00:08:58.000 --> 00:09:00.000]  嗰個恩賜可能就要諗一諗
[00:09:00.000 --> 00:09:02.000]  點樣去發揮出嚟
[00:09:02.000 --> 00:09:04.000]  保羅就係話你有嘅恩賜
[00:09:04.000 --> 00:09:06.000]  就應當要去發展
[00:09:06.000 --> 00:09:08.000]  去運用嘅
[00:09:08.000 --> 00:09:10.000]  最重要
[00:09:10.000 --> 00:09:12.000]  就係上帝要求你
[00:09:12.000 --> 00:09:14.000]  係要去使用
[00:09:14.000 --> 00:09:16.000]  你嘅恩賜
[00:09:16.000 --> 00:09:18.000]  去祝福其他人
[00:09:18.000 --> 00:09:20.000]  十二章
[00:09:20.000 --> 00:09:22.000]  最尾嘅時候
[00:09:22.000 --> 00:09:24.000]  睇落去就到第十三章
[00:09:24.000 --> 00:09:28.000]  十二十三章
[00:09:28.000 --> 00:09:30.000]  十二章第三節
[00:09:30.000 --> 00:09:32.000]  佢講完哂啲恩賜嘅時候
[00:09:32.000 --> 00:09:34.000]  佢話你哋要追求更大嘅恩賜
[00:09:34.000 --> 00:09:36.000]  佢話哥林多教會
[00:09:36.000 --> 00:09:38.000]  你有好多恩賜
[00:09:38.000 --> 00:09:40.000]  好呀
[00:09:40.000 --> 00:09:42.000]  你去追求嘅恩賜好
[00:09:42.000 --> 00:09:44.000]  不過你爭咗一樣嘢
[00:09:44.000 --> 00:09:46.000]  就要追求
[00:09:46.000 --> 00:09:48.000]  最大嘅恩賜
[00:09:48.000 --> 00:09:50.000]  The best gift
[00:09:50.000 --> 00:09:52.000]  最大嘅
[00:09:52.000 --> 00:09:54.000]  屬靈嘅恩賜係乜嘢呢
[00:09:54.000 --> 00:09:56.000]  你哋要去追求
[00:09:56.000 --> 00:09:58.000]  就係我而家將呢個
[00:09:58.000 --> 00:10:00.000]  最妙嘅道去指示你
[00:10:00.000 --> 00:10:02.000]  十三章就係我哋最熟悉嘅
[00:10:02.000 --> 00:10:04.000]  一段經文應該
[00:10:04.000 --> 00:10:06.000]  佢話我若能夠說
[00:10:06.000 --> 00:10:08.000]  以前和合本就係
[00:10:08.000 --> 00:10:10.000]  萬人嘅方言係咪
[00:10:10.000 --> 00:10:12.000]  和修版
[00:10:12.000 --> 00:10:14.000]  和合本嘅修訂版
[00:10:14.000 --> 00:10:16.000]  就係我若能說人間嘅
[00:10:16.000 --> 00:10:18.000]  方言甚至
[00:10:18.000 --> 00:10:20.000]  天使嘅語言
[00:10:20.000 --> 00:10:22.000]  有冇聽過天使語言
[00:10:22.000 --> 00:10:24.000]  應該有
[00:10:24.000 --> 00:10:26.000]  有冇
[00:10:26.000 --> 00:10:28.000]  通常我都聽咗返唔到嚟
[00:10:28.000 --> 00:10:30.000]  有啲人都係咁
[00:10:30.000 --> 00:10:32.000]  有啲咁嘅經歷
[00:10:32.000 --> 00:10:34.000]  near death experience
[00:10:34.000 --> 00:10:36.000]  聽到天使好美妙嘅聲音
[00:10:36.000 --> 00:10:38.000]  如果
[00:10:38.000 --> 00:10:40.000]  我能夠講到
[00:10:40.000 --> 00:10:42.000]  唱到呢啲咁嘅說話
[00:10:42.000 --> 00:10:44.000]  呢啲咁嘅壞話
[00:10:44.000 --> 00:10:46.000]  卻沒有愛
[00:10:46.000 --> 00:10:48.000]  我就成為明嘅羅
[00:10:48.000 --> 00:10:50.000]  響嘅拔一半
[00:10:50.000 --> 00:10:52.000]  如果我能夠有先知講道嘅能力
[00:10:52.000 --> 00:10:54.000]  可以明白
[00:10:54.000 --> 00:10:56.000]  所有嘅傲備
[00:10:56.000 --> 00:10:58.000]  各樣嘅知識有齊備嘅信心
[00:10:58.000 --> 00:11:00.000]  使我能夠
[00:11:00.000 --> 00:11:02.000]  而生添呢個信心
[00:11:02.000 --> 00:11:04.000]  實在係
[00:11:04.000 --> 00:11:06.000]  卻沒有愛算不得什麼
[00:11:06.000 --> 00:11:08.000]  如果將所有嘅財產
[00:11:08.000 --> 00:11:10.000]  嚟到去救濟窮人嘅
[00:11:10.000 --> 00:11:12.000]  又犧牲自己嘅身體
[00:11:12.000 --> 00:11:14.000]  讓人哋去誇讚嘅
[00:11:14.000 --> 00:11:16.000]  呢個翻譯比較好啲
[00:11:16.000 --> 00:11:18.000]  犧牲自己
[00:11:18.000 --> 00:11:20.000]  使別人能夠誇獎我
[00:11:20.000 --> 00:11:22.000]  卻沒有愛
[00:11:22.000 --> 00:11:24.000]  與我無益
[00:11:24.000 --> 00:11:28.000]  卻沒有愛三次出現
[00:11:28.000 --> 00:11:30.000]  講咗幾個嘅
[00:11:30.000 --> 00:11:32.000]  example
[00:11:32.000 --> 00:11:34.000]  應該呢啲道理都好清楚
[00:11:34.000 --> 00:11:36.000]  唔需要點解釋
[00:11:36.000 --> 00:11:38.000]  一個教會
[00:11:38.000 --> 00:11:40.000]  有幾多嘢都好
[00:11:40.000 --> 00:11:42.000]  或者你要求幾多嘢都好
[00:11:42.000 --> 00:11:44.000]  卻沒有愛
[00:11:44.000 --> 00:11:46.000]  算不得什麼
[00:11:46.000 --> 00:11:48.000]  is nothing
[00:11:48.000 --> 00:11:50.000]  again係上帝嘅眼中
[00:11:50.000 --> 00:11:52.000]  唔係我哋眼中
[00:11:52.000 --> 00:11:54.000]  我哋可能覺得樣樣嘢
[00:11:54.000 --> 00:11:56.000]  包羅萬有真係好
[00:11:56.000 --> 00:11:58.000]  樣樣嘢都
[00:11:58.000 --> 00:12:00.000]  tap tap掂
[00:12:00.000 --> 00:12:02.000]  樣樣嘢都有齊哂
[00:12:02.000 --> 00:12:04.000]  太好了
[00:12:04.000 --> 00:12:06.000]  但係聖經講咩
[00:12:06.000 --> 00:12:08.000]  卻沒有愛
[00:12:08.000 --> 00:12:10.000]  算不得什麼
[00:12:10.000 --> 00:12:12.000]  上帝往往
[00:12:12.000 --> 00:12:14.000]  睇嘅嘢就同我哋係唔同
[00:12:14.000 --> 00:12:20.000]  教會
[00:12:20.000 --> 00:12:22.000]  喺過去幾年我相信我哋都
[00:12:22.000 --> 00:12:24.000]  都好勞累
[00:12:24.000 --> 00:12:26.000]  我哋作為同工
[00:12:26.000 --> 00:12:28.000]  包括好多
[00:12:28.000 --> 00:12:30.000]  好忠心去
[00:12:30.000 --> 00:12:32.000]  侍奉嘅弟兄姊妹
[00:12:32.000 --> 00:12:34.000]  我哋都會攰嘅
[00:12:34.000 --> 00:12:36.000]  我都會攰
[00:12:36.000 --> 00:12:38.000]  因為捱咗幾年
[00:12:38.000 --> 00:12:42.000]  我好想喺度欣賞一啲
[00:12:42.000 --> 00:12:44.000]  喺我哋台前幕後
[00:12:44.000 --> 00:12:46.000]  有好多嘅同工
[00:12:46.000 --> 00:12:48.000]  唔能夠一日個個都講
[00:12:48.000 --> 00:12:50.000]  但我真係好appreciate
[00:12:50.000 --> 00:12:52.000]  因為佢哋一路都冇quit過
[00:12:52.000 --> 00:12:54.000]  喺我哋可以
[00:12:54.000 --> 00:12:56.000]  安坐喺沙發
[00:12:56.000 --> 00:12:58.000]  或者瞓喺床上面
[00:12:58.000 --> 00:13:00.000]  我哋去睇下youtube
[00:13:00.000 --> 00:13:02.000]  或者甚至唔睇
[00:13:04.000 --> 00:13:06.000]  因為佢哋
[00:13:06.000 --> 00:13:08.000]  佢哋一路冇quit過
[00:13:08.000 --> 00:13:10.000]  重啟之後
[00:13:10.000 --> 00:13:12.000]  我哋都係
[00:13:12.000 --> 00:13:14.000]  不眠不休
[00:13:14.000 --> 00:13:16.000]  我哋都係搏命咁做
[00:13:16.000 --> 00:13:18.000]  我哋仲有好多弟兄姊妹
[00:13:18.000 --> 00:13:20.000]  係做外展添
[00:13:20.000 --> 00:13:22.000]  每次
[00:13:22.000 --> 00:13:24.000]  去到做一啲外展工作
[00:13:24.000 --> 00:13:26.000]  派下食物
[00:13:26.000 --> 00:13:28.000]  去接觸下一啲街坊
[00:13:28.000 --> 00:13:30.000]  一啲朋友
[00:13:30.000 --> 00:13:32.000]  真係好唔話得
[00:13:32.000 --> 00:13:34.000]  重啟之後
[00:13:34.000 --> 00:13:36.000]  你一冇人嚟
[00:13:36.000 --> 00:13:38.000]  佢都照開
[00:13:38.000 --> 00:13:40.000]  啱呀
[00:13:40.000 --> 00:13:42.000]  你可以選擇今日
[00:13:42.000 --> 00:13:44.000]  I don't feel like going
[00:13:44.000 --> 00:13:46.000]  或者我細路都唔理
[00:13:46.000 --> 00:13:48.000]  佢喺咩度
[00:13:48.000 --> 00:13:50.000]  佢一樣喺度
[00:13:50.000 --> 00:13:52.000]  我哋嗰幾個嘅義工
[00:13:52.000 --> 00:13:54.000]  我真係好appreciate佢哋
[00:13:54.000 --> 00:13:56.000]  冇休息嘅
[00:13:56.000 --> 00:13:58.000]  冇休息嘅
[00:13:58.000 --> 00:14:00.000]  冇休息嘅
[00:14:00.000 --> 00:14:02.000]  冇休息嘅
[00:14:02.000 --> 00:14:04.000]  喂
[00:14:04.000 --> 00:14:06.000]  琴晚佢哋仲喺度避課
[00:14:06.000 --> 00:14:10.000]  講講我老婆
[00:14:10.000 --> 00:14:12.000]  我真係好唔話得
[00:14:12.000 --> 00:14:14.000]  我覺得佢
[00:14:14.000 --> 00:14:16.000]  好忠心咁侍奉
[00:14:16.000 --> 00:14:18.000]  落晒力嘅
[00:14:18.000 --> 00:14:20.000]  冇休息過嘅
[00:14:20.000 --> 00:14:22.000]  你話成日叫我休息
[00:14:22.000 --> 00:14:24.000]  不如你叫佢休息
[00:14:24.000 --> 00:14:26.000]  喺我
[00:14:26.000 --> 00:14:28.000]  咁多年同佢一齊侍奉
[00:14:28.000 --> 00:14:30.000]  去教會
[00:14:30.000 --> 00:14:32.000]  我發現一個道理
[00:14:32.000 --> 00:14:34.000]  當我太太
[00:14:34.000 --> 00:14:36.000]  高興嘅時候
[00:14:36.000 --> 00:14:38.000]  教會應該係健康
[00:14:38.000 --> 00:14:44.000]  當佢唔高興嘅時候
[00:14:44.000 --> 00:14:48.000]  我就唔健康
[00:14:48.000 --> 00:14:52.000]  我去教會
[00:14:52.000 --> 00:14:54.000]  可能都係
[00:14:54.000 --> 00:14:56.000]  麻麻地
[00:14:56.000 --> 00:14:58.000]  我可以理解
[00:14:58.000 --> 00:15:00.000]  因為我哋嚟到教會
[00:15:00.000 --> 00:15:02.000]  我哋好多時都有
[00:15:02.000 --> 00:15:04.000]  顧客嘅前設
[00:15:04.000 --> 00:15:06.000]  因為我哋
[00:15:06.000 --> 00:15:08.000]  嚟去接受服務
[00:15:08.000 --> 00:15:10.000]  我哋嚟到呢度
[00:15:10.000 --> 00:15:12.000]  我哋去接受服務
[00:15:12.000 --> 00:15:14.000]  有邊個去餐館
[00:15:14.000 --> 00:15:16.000]  食嘢個侍應係唔理你
[00:15:16.000 --> 00:15:18.000]  你嬲唔嬲
[00:15:18.000 --> 00:15:20.000]  嬲係咪
[00:15:20.000 --> 00:15:22.000]  你點樣去教訓佢
[00:15:22.000 --> 00:15:24.000]  唔畀貼士
[00:15:24.000 --> 00:15:26.000]  冇錯
[00:15:26.000 --> 00:15:28.000]  平時都唔畀
[00:15:28.000 --> 00:15:30.000]  今次更加唔畀
[00:15:30.000 --> 00:15:34.000]  平時有畀
[00:15:34.000 --> 00:15:36.000]  算你啦
[00:15:36.000 --> 00:15:38.000]  而家生意好難做
[00:15:38.000 --> 00:15:40.000]  所以我而家
[00:15:40.000 --> 00:15:42.000]  去畀貼士我畀多咗
[00:15:42.000 --> 00:15:46.000]  因為我真係畀多
[00:15:46.000 --> 00:15:48.000]  佢做得好唔好都好
[00:15:48.000 --> 00:15:52.000]  但係教會就唔同
[00:15:52.000 --> 00:15:54.000]  喂
