
[00:00:00.000 --> 00:00:04.320]  好,我們這次繼續看敬拜的系列
[00:01:33.120 --> 00:01:35.480]  我要為他做一個配偶
[00:01:35.480 --> 00:01:37.720]  幫助他
[00:01:37.720 --> 00:01:42.200]  伊甸園的故事或者創世紀頭幾章
[00:01:42.200 --> 00:01:45.800]  我們經常覺得是一些很簡單的故事
[00:01:45.800 --> 00:01:46.960]  大家有沒有
[00:01:46.960 --> 00:01:47.880]  特別有子女的
[00:01:47.880 --> 00:01:49.560]  有沒有兒童聖經
[00:01:49.560 --> 00:01:50.560]  有吧
[00:01:50.560 --> 00:01:53.040]  兒童聖經有沒有這些故事
[00:01:53.040 --> 00:01:54.120]  一定有的
[00:01:54.120 --> 00:01:56.720]  一定有亞當夏娃在草叢裡
[00:01:56.720 --> 00:01:59.800]  一定有一些動物等等
[00:01:59.800 --> 00:02:06.080]  我們經常覺得這些是兒童故事的簡單敘述
[00:02:06.080 --> 00:02:08.960]  不是很難的
[00:02:08.960 --> 00:02:12.040]  但大家知道如果真的細心去查聖經的話
[00:02:12.040 --> 00:02:14.880]  其實有很多事情不是那麼簡單的
[00:02:14.880 --> 00:02:16.120]  特別是頭幾章
[00:02:16.120 --> 00:02:17.080]  是吧
[00:02:17.080 --> 00:02:18.600]  我們覺得很簡單
[00:02:18.600 --> 00:02:20.920]  因為我們沒有想到很多問題
[00:02:20.920 --> 00:02:23.680]  或者我們查聖經查多一點的時候
[00:02:23.680 --> 00:02:25.720]  我們漸漸就會發現有很多問題
[00:02:25.720 --> 00:02:27.520]  可能聖經裡面應該有什麼答案
[00:02:27.520 --> 00:02:28.880]  或者甚至有沒有答案
[00:02:28.880 --> 00:02:31.320]  譬如亞當有沒有肚臍
[00:02:31.320 --> 00:02:33.240]  因為亞當是第一個人
[00:02:33.240 --> 00:02:34.760]  他不是從孿生出來的
[00:02:34.760 --> 00:02:36.360]  不用剪臍帶
[00:02:36.360 --> 00:02:39.600]  夏娃也是一樣
[00:02:39.600 --> 00:02:41.880]  或者我們會很簡單的去看
[00:02:41.880 --> 00:02:43.720]  會不會聖經告訴我們
[00:02:43.720 --> 00:02:47.800]  這個地球其實是很接近發生的事情
[00:02:47.800 --> 00:02:50.280]  創造的事情只不過很接近
[00:02:50.280 --> 00:02:51.800]  諸如此類的問題
[00:02:51.800 --> 00:02:54.560]  我們查經的時候會想一下
[00:02:54.560 --> 00:02:57.040]  會不會這裡有些答案
[00:02:57.040 --> 00:02:59.280]  或者應該這麼說
[00:02:59.280 --> 00:03:01.280]  會不會是沒有答案
[00:03:01.280 --> 00:03:04.400]  或者聖經想回答什麼答案
[00:03:04.400 --> 00:03:06.000]  我們想看這段聖經
[00:03:06.000 --> 00:03:07.440]  講到伊甸園的時候
[00:03:07.440 --> 00:03:09.280]  一個似乎很簡單
[00:03:09.280 --> 00:03:13.560]  但裡面其實有很多的記號
[00:03:13.560 --> 00:03:15.160]  有很多的symbol
[00:03:15.160 --> 00:03:17.200]  有很多的符號
[00:03:17.200 --> 00:03:19.880]  是一個充滿符號的故事
[00:03:19.880 --> 00:03:21.520]  我們在看這個故事之前
[00:03:21.520 --> 00:03:22.480]  我們需要想一想
[00:03:22.480 --> 00:03:24.240]  如何去看一個故事
[00:03:24.240 --> 00:03:26.160]  如何去看聖經裡面的故事
[00:03:26.160 --> 00:03:30.760]  有一個例子我覺得是可以幫助到大家
[00:03:30.760 --> 00:03:32.480]  去如何去看這些所有事情
[00:03:32.480 --> 00:03:33.960]  好像很顯淺
[00:03:33.960 --> 00:03:38.200]  但其實裡面可能是隱藏著一些符號
[00:03:38.200 --> 00:03:40.200]  是很深奧的東西
[00:03:40.200 --> 00:03:41.600]  如何去看到那些真理
[00:03:41.600 --> 00:03:43.080]  我一個例子就是這樣
[00:03:43.080 --> 00:03:45.560]  就是地圖
[00:03:45.560 --> 00:03:46.920]  大家有地圖的
[00:03:46.920 --> 00:03:47.640]  會看地圖
[00:03:47.640 --> 00:03:50.720]  Google Earth 或者Google Map
[00:03:50.720 --> 00:03:51.520]  你去某個地方
[00:03:51.520 --> 00:03:53.320]  你就打那個地址下去
[00:03:53.320 --> 00:03:54.760]  然後它就告訴你
[00:03:54.760 --> 00:03:55.280]  什麼時候轉左
[00:03:55.280 --> 00:03:55.840]  什麼時候轉右
[00:03:55.840 --> 00:03:58.040]  還有上哪條路
[00:03:58.040 --> 00:03:59.520]  那些都是地圖
[00:03:59.520 --> 00:04:01.840]  地圖如果你懂得看的話
[00:04:01.840 --> 00:04:04.080]  你就應該明白
[00:04:04.080 --> 00:04:05.680]  看地圖是有技巧的
[00:04:05.680 --> 00:04:07.720]  我們很多時候沒有想過如何看地圖
[00:04:07.720 --> 00:04:09.680]  但我們其實很下意識地
[00:04:09.680 --> 00:04:11.600]  我們就會覺得地圖是這樣看的
[00:04:11.600 --> 00:04:12.720]  我們就明白了
[00:04:12.720 --> 00:04:13.400]  對不對
[00:04:13.400 --> 00:04:14.880]  這裡有三個地圖
[00:04:14.880 --> 00:04:16.160]  一個是芝加哥地圖
[00:04:16.160 --> 00:04:17.480]  一個是香港地圖
[00:04:17.480 --> 00:04:18.720]  一個是日本地圖
[00:04:18.720 --> 00:04:20.040]  因為每個人都去日本
[00:04:20.040 --> 00:04:21.920]  我特意放一個日本地圖在這裡
[00:04:21.920 --> 00:04:23.160]  去吧
[00:04:23.160 --> 00:04:24.440]  給你地圖
[00:04:24.440 --> 00:04:27.520]  三種不同的地圖
[00:04:27.520 --> 00:04:29.360]  右邊那個
[00:04:29.360 --> 00:04:30.960]  芝加哥地圖
[00:04:30.960 --> 00:04:31.960]  看到嗎
[00:04:31.960 --> 00:04:36.200]  我們大概在所謂近紅色那個地方
[00:04:36.200 --> 00:04:37.680]  粉紅色下面那個地方
[00:04:37.680 --> 00:04:39.000]  然後有不同的區域
[00:04:39.000 --> 00:04:43.160]  它就用不同的顏色來代表
[00:04:43.160 --> 00:04:45.480]  然後左上角的地圖
[00:04:45.480 --> 00:04:46.840]  其實有交通在那裡
[00:04:46.840 --> 00:04:48.760]  就是有交通的路線
[00:04:48.760 --> 00:04:50.960]  交通塞不塞等等
[00:04:50.960 --> 00:04:51.880]  有時候有紅色
[00:04:51.880 --> 00:04:52.600]  有時候有黑色
[00:04:52.600 --> 00:04:53.240]  有時候黃色
[00:04:53.240 --> 00:04:55.240]  有時候綠色
[00:04:55.240 --> 00:04:57.120]  然後左下角的地圖
[00:04:57.120 --> 00:04:58.760]  就是一個地勢的地圖
[00:04:58.760 --> 00:05:00.080]  Touring
[00:05:00.080 --> 00:05:01.240]  就是它告訴你
[00:05:01.240 --> 00:05:03.160]  富士山你看到嗎
[00:05:03.160 --> 00:05:04.040]  看到吧
[00:05:04.040 --> 00:05:05.560]  是不是想去
[00:05:05.560 --> 00:05:06.840]  Yeah OK
[00:05:06.840 --> 00:05:11.080]  它告訴你東京這裡附近有一個海灣
[00:05:11.080 --> 00:05:12.880]  然後左邊那裡有些山
[00:05:12.880 --> 00:05:14.360]  其中一個就是富士山
[00:05:14.360 --> 00:05:16.640]  左下角那裡就是富士山
[00:05:16.640 --> 00:05:17.560]  有不同的地圖
[00:05:17.560 --> 00:05:19.960]  就有不同的代號
[00:05:19.960 --> 00:05:21.640]  來告訴我們
[00:05:21.640 --> 00:05:23.560]  地上一些真實的東西
[00:05:23.560 --> 00:05:24.960]  某一方面
[00:05:24.960 --> 00:05:27.800]  沒有一個地圖會告訴你所有的東西
[00:05:27.800 --> 00:05:29.720]  因為不可能的
[00:05:29.720 --> 00:05:31.640]  譬如芝加哥的地圖
[00:05:31.640 --> 00:05:36.880]  我們在那格的地方就是粉紅色的地方
[00:05:36.880 --> 00:05:38.560]  你不可以拿著地圖
[00:05:38.560 --> 00:05:39.800]  然後我們出到街上
[00:05:39.800 --> 00:05:42.960]  說為什麼地下不是粉紅色的
[00:05:42.960 --> 00:05:44.880]  你不會這樣看的
[00:05:44.880 --> 00:05:45.680]  你絕對不會這樣看
[00:05:45.680 --> 00:05:48.200]  因為那只是一個代號
[00:05:48.200 --> 00:05:51.200]  但是你不可以說地圖的創作者
[00:05:51.200 --> 00:05:53.680]  畫地圖的人是錯的
[00:05:53.680 --> 00:05:54.880]  因為它有它的代號
[00:05:54.880 --> 00:05:56.040]  有它的顏色
[00:05:56.040 --> 00:05:57.560]  有那些所謂的傳說
[00:05:57.560 --> 00:05:59.280]  去告訴你地面上
[00:05:59.280 --> 00:06:01.040]  事實上發生的事情
[00:06:01.040 --> 00:06:02.240]  我想告訴你
[00:06:02.240 --> 00:06:05.120]  有一些不同的信息
[00:06:05.120 --> 00:06:07.560]  沒有一個地圖是說了所有的東西
[00:06:07.560 --> 00:06:08.560]  也沒有一個地圖
[00:06:08.560 --> 00:06:10.480]  如果真的這樣畫出來的時候
[00:06:10.480 --> 00:06:11.560]  就是去欺騙我們
[00:06:11.560 --> 00:06:13.800]  或者是騙我們的
[00:06:13.800 --> 00:06:15.520]  對嗎
[00:06:15.520 --> 00:06:19.920]  因為每一個地圖都會透露不同的資訊
[00:06:19.920 --> 00:06:20.880]  在事實上
[00:06:20.880 --> 00:06:22.360]  某一些的資訊
[00:06:22.360 --> 00:06:23.080]  你就不能夠說
[00:06:23.080 --> 00:06:25.280]  右邊的地圖不是地勢的地圖
[00:06:25.280 --> 00:06:27.880]  所以那是錯的地圖
[00:06:27.880 --> 00:06:30.200]  三個地圖三個都對的
[00:06:30.200 --> 00:06:32.680]  三個地圖都是表達真理
[00:06:32.680 --> 00:06:35.440]  也是表達真理的某一方面
[00:06:35.440 --> 00:06:36.480]  對嗎
[00:06:36.480 --> 00:06:37.400]  我們看地圖的時候
[00:06:37.400 --> 00:06:38.600]  很少會說這些東西
[00:06:38.600 --> 00:06:40.120]  你說為什麼要說這些東西
[00:06:40.120 --> 00:06:42.640]  我們只是知道怎麼看而已
[00:06:42.640 --> 00:06:44.160]  但我想告訴你
[00:06:44.160 --> 00:06:46.280]  看聖經其實都是一樣
[00:06:46.280 --> 00:06:48.240]  好像看地圖一樣
[00:06:48.240 --> 00:06:49.880]  你要明白那些傳說
[00:06:49.880 --> 00:06:51.240]  明白那些象徵
[00:06:51.240 --> 00:06:52.800]  到底是在表達什麼
[00:06:52.800 --> 00:06:54.080]  想說什麼
[00:06:54.080 --> 00:06:55.840]  所以看《創世》的第二章
[00:06:55.840 --> 00:06:58.320]  其實有一點點像是地圖
[00:06:58.320 --> 00:06:59.360]  正如我剛才所說
[00:06:59.360 --> 00:07:04.040]  這個故事有很多的記號
[00:07:04.040 --> 00:07:07.800]  好像一個地圖有很多不同的顏色一樣
[00:07:07.800 --> 00:07:09.760]  到底它想解釋什麼
[00:07:09.760 --> 00:07:12.200]  或者透露什麼資訊
[00:07:12.200 --> 00:07:13.920]  這裡我想告訴你
[00:07:13.920 --> 00:07:16.240]  聖經特別頭幾章
[00:07:16.240 --> 00:07:19.800]  其實不是解答我們很多現代人的問題
[00:07:19.800 --> 00:07:23.720]  其實主要要解答一個更重要的問題
[00:07:23.720 --> 00:07:25.760]  就是我們為什麼在這裡
[00:07:25.760 --> 00:07:27.360]  我們的身份
[00:07:27.360 --> 00:07:29.600]  我們所謂的身份
[00:07:29.600 --> 00:07:31.720]  上帝創造我們
[00:07:31.720 --> 00:07:35.200]  我們在這個世界裡面
[00:07:35.200 --> 00:07:36.120]  我們出現
[00:07:36.120 --> 00:07:37.520]  我們的生存
[00:07:37.520 --> 00:07:39.320]  到底我是誰
[00:07:39.320 --> 00:07:41.200]  我是一個怎樣的人
[00:07:41.200 --> 00:07:43.600]  創造主他的計劃
[00:07:43.600 --> 00:07:46.480]  創造主他的設計
[00:07:46.480 --> 00:07:52.480]  到底是怎樣去回答這些問題
[00:07:52.480 --> 00:07:56.280]  所以如果我們看《伊甸園》的時候
[00:07:56.280 --> 00:07:57.240]  Eden
[00:07:57.240 --> 00:07:59.320]  或者《伊甸園》的聖經
[00:07:59.320 --> 00:07:59.960]  我們明白
[00:07:59.960 --> 00:08:01.320]  原來好像一個地圖一樣
[00:08:01.320 --> 00:08:02.400]  它有不同的顏色
[00:08:02.400 --> 00:08:03.560]  有不同的標誌
[00:08:03.560 --> 00:08:05.560]  我們就想一下
[00:08:05.560 --> 00:08:08.680]  應該怎樣去看這段聖經
[00:08:08.680 --> 00:08:09.960]  當我們這樣說
[00:08:09.960 --> 00:08:11.560]  好像看地圖一樣
[00:08:11.560 --> 00:08:14.560]  看一個《伊甸園》的記載
[00:08:14.560 --> 00:08:19.320]  好像看一個symbolic story
[00:08:19.320 --> 00:08:22.320]  一個敘述裡面有不同的符號的時候
[00:08:22.320 --> 00:08:24.880]  不會令到這個故事
[00:08:24.880 --> 00:08:27.880]  是少了歷史性
[00:08:27.880 --> 00:08:29.960]  也不會令到這個故事
[00:08:29.960 --> 00:08:31.280]  所敘述的東西
[00:08:31.280 --> 00:08:32.920]  是少了真實性的
[00:08:32.920 --> 00:08:34.520]  一樣的真實
[00:08:34.520 --> 00:08:36.520]  只不過寫出來的方法
[00:08:36.520 --> 00:08:37.720]  說出來的方法
[00:08:37.720 --> 00:08:40.280]  是一個symbolic的方法
[00:08:40.280 --> 00:08:42.440]  一個記號的方法
[00:08:42.440 --> 00:08:44.440]  等於我們看地圖一樣
[00:08:44.440 --> 00:08:46.440]  所以如果我們看《伊甸園》的時候
[00:08:46.440 --> 00:08:47.440]  你記得
[00:08:47.440 --> 00:08:49.200]  這段聖經應該大家都很熟悉
[00:08:49.200 --> 00:08:51.200]  或者有些印象
[00:08:51.200 --> 00:08:56.000]  《伊甸園》門口是向哪個方向的?
[00:08:56.000 --> 00:08:57.200]  東面
[00:08:57.200 --> 00:08:58.600]  向東面
[00:08:58.600 --> 00:09:00.000]  然後有金有銀
[00:09:00.000 --> 00:09:00.800]  有樹木
[00:09:00.800 --> 00:09:03.000]  有花草等等
[00:09:03.000 --> 00:09:06.800]  門口是誰守的?
[00:09:06.800 --> 00:09:08.000]  記得嗎?
[00:09:08.000 --> 00:09:10.800]  是誰守門口?
[00:09:10.800 --> 00:09:11.800]  不記得了
[00:09:11.800 --> 00:09:12.800]  是基魯帕
[00:09:12.800 --> 00:09:13.800]  Cherubim
[00:09:13.800 --> 00:09:15.800]  基魯帕
[00:09:15.800 --> 00:09:20.800]  基魯帕是把守聖所的活物
[00:09:20.800 --> 00:09:22.800]  天使
[00:09:22.800 --> 00:09:24.800]  他把守著門口
[00:09:24.800 --> 00:09:26.800]  是向東
[00:09:26.800 --> 00:09:27.800]  這幾樣東西
[00:09:27.800 --> 00:09:29.800]  剛才我所說的
[00:09:29.800 --> 00:09:31.800]  你就大概知道《伊甸園》
[00:09:31.800 --> 00:09:33.800]  到底是一回什麼事?
[00:09:33.800 --> 00:09:35.800]  一個怎樣的地方?
[00:09:35.800 --> 00:09:36.800]  譬如說
[00:09:36.800 --> 00:09:41.800]  出埃及之後的會幕
[00:09:41.800 --> 00:09:44.800]  以色列人在曠野
[00:09:44.800 --> 00:09:46.800]  然後說你做一個會幕
[00:09:46.800 --> 00:09:47.800]  我住在你中間
[00:09:47.800 --> 00:09:49.800]  會幕就好像我們紮營一樣
[00:09:49.800 --> 00:09:51.800]  紮了又收
[00:09:51.800 --> 00:09:53.800]  然後繼續上路
[00:09:53.800 --> 00:09:54.800]  那個叫Tabernacle
[00:09:54.800 --> 00:09:55.800]  會幕
[00:09:55.800 --> 00:09:56.800]  會幕是有什麼守著的?
[00:09:56.800 --> 00:09:58.800]  聖所有什麼守著?
[00:09:58.800 --> 00:09:59.800]  就是基魯帕
[00:09:59.800 --> 00:10:00.800]  是不是?
[00:10:00.800 --> 00:10:04.800]  會幕是門口向哪?
[00:10:04.800 --> 00:10:06.800]  向東
[00:10:06.800 --> 00:10:08.800]  到所羅門
[00:10:08.800 --> 00:10:10.800]  他做一個石的聖殿
[00:10:10.800 --> 00:10:12.800]  在耶路撒冷
[00:10:12.800 --> 00:10:14.800]  也有基魯帕
[00:10:14.800 --> 00:10:16.800]  守著聖所
[00:10:16.800 --> 00:10:18.800]  把守著聖所的門口
[00:10:18.800 --> 00:10:19.800]  我想問你
[00:10:19.800 --> 00:10:23.800]  聖所或者聖殿的門口向哪?
[00:10:23.800 --> 00:10:24.800]  向東
[00:10:24.800 --> 00:10:26.800]  向東很簡單
[00:10:26.800 --> 00:10:27.800]  伊甸園向東
[00:10:27.800 --> 00:10:28.800]  會幕又向東
[00:10:28.800 --> 00:10:29.800]  然後聖殿
[00:10:29.800 --> 00:10:30.800]  也是向東
[00:10:30.800 --> 00:10:31.800]  你就知道《伊甸園》
[00:10:31.800 --> 00:10:33.800]  伊甸到底是一回什麼事了
[00:10:33.800 --> 00:10:35.800]  所以伊甸園
[00:10:35.800 --> 00:10:37.800]  其實好像一個聖所
[00:10:37.800 --> 00:10:40.800]  或者應該是第一個的聖所
[00:10:40.800 --> 00:10:43.800]  第一個冒犯的聖所
[00:10:43.800 --> 00:10:46.800]  這裡想解釋什麼?
[00:10:46.800 --> 00:10:49.800]  就是說上帝創造萬有的時候
[00:10:49.800 --> 00:10:52.800]  他去設立這個世界的時候
[00:10:52.800 --> 00:10:54.800]  其實就好像設立一個聖所
[00:10:54.800 --> 00:10:56.800]  是一個神聖的地方
[00:10:56.800 --> 00:10:57.800]  第一章
[00:10:57.800 --> 00:10:59.800]  你曾經聽過我講
[00:10:59.800 --> 00:11:02.800]  是七天來創立這個世界
[00:11:02.800 --> 00:11:03.800]  OK?
[00:11:03.800 --> 00:11:05.800]  Again 又是一個symbolic story
[00:11:05.800 --> 00:11:07.800]  去告訴你
[00:11:07.800 --> 00:11:10.800]  不是一些地質地理
[00:11:10.800 --> 00:11:12.800]  遠古歷史的問題
[00:11:12.800 --> 00:11:14.800]  不是科學的問題
[00:11:14.800 --> 00:11:16.800]  他想解答的就是
[00:11:16.800 --> 00:11:19.800]  這個世界存在
[00:11:19.800 --> 00:11:21.800]  到底有什麼意義?
[00:11:21.800 --> 00:11:23.800]  所以創世紀第一章用了七天
[00:11:23.800 --> 00:11:26.800]  來交代整個創立世界的過程
[00:11:26.800 --> 00:11:28.800]  就是說整個世界
[00:11:28.800 --> 00:11:31.800]  就好像一個聖殿一樣
[00:11:31.800 --> 00:11:34.800]  你可以叫宇宙大殿一樣
[00:11:34.800 --> 00:11:35.800]  當你看到窮滄
[00:11:35.800 --> 00:11:39.800]  看到大自然這麼美麗的時候
[00:11:39.800 --> 00:11:43.800]  那個設計這麼精心的時候
[00:11:43.800 --> 00:11:45.800]  創世紀第一章說
[00:11:45.800 --> 00:11:47.800]  It's a sacred place
[00:11:47.800 --> 00:11:51.800]  我們站在這個地方
[00:11:51.800 --> 00:11:53.800]  享受大自然的時候
[00:11:53.800 --> 00:11:55.800]  是一個神聖的地方
[00:11:55.800 --> 00:11:58.800]  是上帝居住的地方
[00:11:58.800 --> 00:11:59.800]  所以第七天
[00:11:59.800 --> 00:12:01.800]  上帝就安息了
[00:12:01.800 --> 00:12:04.800]  他就住在他的所謂聖殿
[00:12:04.800 --> 00:12:06.800]  整個宇宙的聖殿
[00:12:06.800 --> 00:12:07.800]  然後第二章
[00:12:07.800 --> 00:12:09.800]  就是我們今天看的《英靈經文》
[00:12:09.800 --> 00:12:10.800]  就好像鏡頭
[00:12:10.800 --> 00:12:13.800]  去到焦點放在某一個地方
[00:12:13.800 --> 00:12:15.800]  叫做伊甸
[00:12:15.800 --> 00:12:17.800]  伊甸
[00:12:17.800 --> 00:12:20.800]  Eden
[00:12:20.800 --> 00:12:22.800]  也好像聖所一樣
[00:12:22.800 --> 00:12:24.800]  有基督拍手向著東
[00:12:24.800 --> 00:12:26.800]  然後有金與銀
[00:12:26.800 --> 00:12:28.800]  到底他想說什麼
[00:12:28.800 --> 00:12:32.800]  想解釋一個身份的問題
[00:12:32.800 --> 00:12:34.800]  為什麼我們在這裡
[00:12:34.800 --> 00:12:36.800]  為什麼你存在
[00:12:36.800 --> 00:12:38.800]  當我們說到身份
[00:12:38.800 --> 00:12:40.800]  說到identity的時候
[00:12:40.800 --> 00:12:42.800]  很多時候我們都會
[00:12:42.800 --> 00:12:45.800]  我們不是這麼多想這件事
[00:12:45.800 --> 00:12:48.800]  譬如你認識一個新朋友
[00:12:48.800 --> 00:12:51.800]  你介紹你自己
[00:12:51.800 --> 00:12:54.800]  我們通常會怎麼介紹自己
[00:12:54.800 --> 00:12:57.800]  可能我是一個學生
[00:12:57.800 --> 00:12:59.800]  我是一個牧師
[00:12:59.800 --> 00:13:06.800]  我是一個財政人員
[00:13:06.800 --> 00:13:09.800]  會計師或者教師等等
[00:13:09.800 --> 00:13:11.800]  或者我是一個家庭主婦
[00:13:11.800 --> 00:13:13.800]  我是一個經理等等
[00:13:13.800 --> 00:13:16.800]  這些都是我們做的事情
[00:13:16.800 --> 00:13:19.800]  因為我們一個星期七天
[00:13:19.800 --> 00:13:21.800]  大部分時間都是我們工作
[00:13:21.800 --> 00:13:23.800]  所以有時候我們的身份
[00:13:23.800 --> 00:13:24.800]  就是從我們工作而來的
[00:13:24.800 --> 00:13:26.800]  我們做的事情而來
[00:13:26.800 --> 00:13:29.800]  但你知道我們做的事情而來
[00:13:29.800 --> 00:13:34.800]  如果你這樣去定我們的身份的話
[00:13:34.800 --> 00:13:36.800]  這個就不是很絕對
[00:13:36.800 --> 00:13:38.800]  因為經常會變
[00:13:38.800 --> 00:13:41.800]  我還沒做牧師之前
[00:13:41.800 --> 00:13:43.800]  我做什麼的
[00:13:43.800 --> 00:13:45.800]  我是化驗室裡面做的
[00:13:45.800 --> 00:13:50.800]  因為我是入實驗室按緊急制的人
[00:13:50.800 --> 00:13:52.800]  因為我是讀化學的
[00:13:52.800 --> 00:13:54.800]  我就在實驗室裡面做
[00:13:54.800 --> 00:13:56.800]  你問我那時候我是誰
[00:13:56.800 --> 00:13:59.800]  我就在實驗室裡面按緊急制的人
[00:13:59.800 --> 00:14:01.800]  我是一個化學師
[00:14:01.800 --> 00:14:03.800]  然後我現在就是牧師
[00:14:03.800 --> 00:14:05.800]  所以這些事情經常都會變的
[00:14:05.800 --> 00:14:06.800]  到我牧師要退休的時候
[00:14:06.800 --> 00:14:08.800]  我還是不是一個牧師呢
[00:14:08.800 --> 00:14:12.800]  或者你的職業轉變的時候
[00:14:12.800 --> 00:14:13.800]  你轉行的時候
[00:14:13.800 --> 00:14:14.800]  你到底是哪一個呢
[00:14:14.800 --> 00:14:16.800]  怎樣去解答你的身份的問題
[00:14:16.800 --> 00:14:18.800]  identity的問題
[00:14:18.800 --> 00:14:19.800]  到底你是誰
[00:14:19.800 --> 00:14:21.800]  我是誰
[00:14:21.800 --> 00:14:24.800]  或者你介紹你自己的時候
[00:14:24.800 --> 00:14:25.800]  很多時候你不會用
[00:14:25.800 --> 00:14:26.800]  因為這樣的方法
[00:14:26.800 --> 00:14:29.800]  譬如我們知道那些人
[00:14:29.800 --> 00:14:30.800]  人體
[00:14:30.800 --> 00:14:34.800]  你的化學的成分
[00:14:34.800 --> 00:14:35.800]  大概有六樣
[00:14:35.800 --> 00:14:39.800]  譬如carbon 水 hydrogen等等
[00:14:39.800 --> 00:14:41.800]  你不會介紹你自己
[00:14:41.800 --> 00:14:43.800]  百分之九十九我就是水
[00:14:43.800 --> 00:14:47.800]  氮和氧氣等等
[00:14:47.800 --> 00:14:49.800]  這些碳加起來
[00:14:49.800 --> 00:14:51.800]  這個就是我
[00:14:51.800 --> 00:14:52.800]  你明白我的意思嗎
[00:14:52.800 --> 00:14:53.800]  什麼叫做identity
[00:14:53.800 --> 00:14:55.800]  我是誰
[00:14:55.800 --> 00:14:57.800]  聖經開頭這段
[00:14:57.800 --> 00:14:58.800]  還有整本聖經
[00:14:58.800 --> 00:15:00.800]  其實就是在解答這個問題
[00:15:00.800 --> 00:15:01.800]  你為什麼在這裡
[00:15:01.800 --> 00:15:03.800]  Why are you here
[00:15:03.800 --> 00:15:05.800]  Why do you even exist
[00:15:05.800 --> 00:15:08.800]  原來就是上帝創造我們
[00:15:08.800 --> 00:15:14.800]  你就是上帝所創造的奇妙的人
[00:15:14.800 --> 00:15:17.800]  我們這個人生
[00:15:17.800 --> 00:15:18.800]  或者我們這個存在
[00:15:18.800 --> 00:15:20.800]  是一個奇妙的創造
[00:15:20.800 --> 00:15:23.800]  我們信主的人更加明白
[00:15:23.800 --> 00:15:26.800]  我們就是上帝的兒女
[00:15:26.800 --> 00:15:28.800]  上帝的兒女
[00:15:28.800 --> 00:15:29.800]  我們教會
[00:15:29.800 --> 00:15:31.800]  我們神的子民
[00:15:31.800 --> 00:15:34.800]  這個答案
[00:15:34.800 --> 00:15:38.800]  用上帝來定我們的身份
[00:15:38.800 --> 00:15:39.800]  就是不會變的
[00:15:39.800 --> 00:15:41.800]  因為上帝不會變
[00:15:41.800 --> 00:15:42.800]  你是上帝的兒女
[00:15:42.800 --> 00:15:44.800]  上帝所創造的
[00:15:44.800 --> 00:15:46.800]  今天 明天 明日
[00:15:46.800 --> 00:15:48.800]  直到永恆
[00:15:48.800 --> 00:15:50.800]  你都是不會變的
[00:15:50.800 --> 00:15:51.800]  我們必須要搞清楚
[00:15:51.800 --> 00:15:53.800]  到底我們是哪一個
[00:15:53.800 --> 00:15:54.800]  我們的identity
[00:15:54.800 --> 00:15:55.800]  我想告訴你
[00:15:55.800 --> 00:15:56.800]  創世的第二章
[00:15:56.800 --> 00:15:57.800]  甚至第三章
[00:15:57.800 --> 00:15:58.800]  一二三
[00:15:58.800 --> 00:16:01.800]  其實就是一個身份的文件
[00:16:01.800 --> 00:16:04.800]  去解釋你和我是哪一個
[00:16:04.800 --> 00:16:06.800]  這個和敬拜有什麼關係
[00:16:06.800 --> 00:16:08.800]  我們抽兩段經文
