
[00:00:00.000 --> 00:00:04.320]  我們今天繼續在以巴衝突的主題裡面
[00:05:08.040 --> 00:05:10.040]  上帝對我們多好
[00:05:10.040 --> 00:05:12.040]  上帝對以色列人
[00:05:12.040 --> 00:05:14.040]  我曾經承諾過你的東西
[00:05:14.040 --> 00:05:16.040]  全部都在迦南地
[00:05:16.040 --> 00:05:18.040]  你們入主迦南的時候
[00:05:18.040 --> 00:05:20.040]  就已經實現了
[00:05:20.040 --> 00:05:22.040]  一句也不落空
[00:05:22.040 --> 00:05:24.040]  當然我們知道
[00:05:24.040 --> 00:05:26.040]  整個舊約的故事
[00:05:26.040 --> 00:05:28.040]  我們一直在說
[00:05:28.040 --> 00:05:32.040]  都是在追溯整個舊約新約的故事
[00:05:32.040 --> 00:05:34.040]  是一個大的敘事
[00:05:34.040 --> 00:05:36.040]  一個大故事
[00:05:36.040 --> 00:05:38.040]  大故事是怎樣去發展和演進
[00:05:38.040 --> 00:05:40.040]  特別是我們追溯一個土地的主題的時候
[00:05:40.040 --> 00:05:42.040]  到了他們進入迦南地的時候
[00:05:42.040 --> 00:05:44.040]  一句也不落空
[00:05:44.040 --> 00:05:46.040]  之後發生什麼事
[00:05:46.040 --> 00:05:48.040]  才提醒以色列人
[00:05:48.040 --> 00:05:50.040]  你們不可以這樣
[00:05:50.040 --> 00:05:52.040]  因為他們在欺壓其他人
[00:05:52.040 --> 00:05:54.040]  所以一直到罪惡滿盈的時候
[00:05:54.040 --> 00:05:56.040]  最後主前六世紀的時候
[00:05:56.040 --> 00:05:58.040]  就是巴比倫軍打過來
[00:05:58.040 --> 00:06:00.040]  在耶和華差派巴比倫帝國來
[00:06:00.040 --> 00:06:02.040]  就是說這一班人
[00:06:02.040 --> 00:06:04.040]  他們進入了恩典的土地
[00:06:04.040 --> 00:06:06.040]  居然不懂得去感恩
[00:06:06.040 --> 00:06:08.040]  去生活
[00:06:08.040 --> 00:06:10.040]  所以他們就被擄到巴比倫
[00:06:10.040 --> 00:06:12.040]  土地就沒有了
[00:06:12.040 --> 00:06:14.040]  然後你記得故事發生什麼事
[00:06:14.040 --> 00:06:16.040]  在他們被擄的當中
[00:06:16.040 --> 00:06:18.040]  上帝說我再恩待你
[00:06:18.040 --> 00:06:20.040]  然後帶你回來
[00:06:20.040 --> 00:06:22.040]  於是我們就去到索羅巴巴
[00:06:22.040 --> 00:06:26.040]  以色列和尼西米的時代
[00:06:26.040 --> 00:06:28.040]  他們少數的人
[00:06:28.040 --> 00:06:32.040]  可以回到這個應許之地
[00:06:32.040 --> 00:06:34.040]  但是留意回到應許之地之後
[00:06:34.040 --> 00:06:36.040]  他們的土地就沒有了
[00:06:36.040 --> 00:06:38.040]  但是留意回到應許之地的時候
[00:06:38.040 --> 00:06:40.040]  氣氛是怎麼樣的呢
[00:06:40.040 --> 00:06:46.040]  這裡是以色列第九章
[00:06:46.040 --> 00:06:50.040]  或者你可以看尼西米第九章
[00:06:50.040 --> 00:06:52.040]  差不多
[00:06:52.040 --> 00:06:54.040]  一個就是聖殿已經重建了
[00:06:54.040 --> 00:06:56.040]  一個小的聖殿重建了
[00:06:56.040 --> 00:06:58.040]  然後以色列就作一個文字
[00:06:58.040 --> 00:07:00.040]  去教導以色列人
[00:07:00.040 --> 00:07:02.040]  律法書
[00:07:02.040 --> 00:07:04.040]  然後他們就再一次
[00:07:04.040 --> 00:07:06.040]  有什麼
[00:07:06.040 --> 00:07:08.040]  這個屬靈的復興
[00:07:08.040 --> 00:07:10.040]  然後尼西米記第九章
[00:07:10.040 --> 00:07:12.040]  就說到城牆已經建好了
[00:07:12.040 --> 00:07:14.040]  他們再一次有一個聚集
[00:07:14.040 --> 00:07:16.040]  又是一個很長的禱告
[00:07:16.040 --> 00:07:18.040]  以色列第九章
[00:07:18.040 --> 00:07:20.040]  或者尼西米第九章
[00:07:20.040 --> 00:07:22.040]  那個禱告的
[00:07:22.040 --> 00:07:24.040]  感覺其實都是一樣
[00:07:24.040 --> 00:07:26.040]  說什麼呢
[00:07:26.040 --> 00:07:28.040]  他說我們的上帝我們抱愧蒙羞
[00:07:28.040 --> 00:07:30.040]  我們的罪孽
[00:07:30.040 --> 00:07:32.040]  多到滅頂
[00:07:32.040 --> 00:07:34.040]  多到滅頂是什麼意思
[00:07:34.040 --> 00:07:36.040]  我們的罪孽多到我們頭上
[00:07:36.040 --> 00:07:38.040]  整個人都是罪
[00:07:38.040 --> 00:07:40.040]  多到滅頂
[00:07:40.040 --> 00:07:42.040]  現在耶和華我們的神
[00:07:42.040 --> 00:07:44.040]  暫且向我們示恩
[00:07:44.040 --> 00:07:46.040]  回來這個認祂之地
[00:07:46.040 --> 00:07:48.040]  為我們留下一些殘存之民
[00:07:48.040 --> 00:07:50.040]  我們去到
[00:07:50.040 --> 00:07:52.040]  我們曾經離棄過
[00:07:52.040 --> 00:07:54.040]  你自己的律法
[00:07:54.040 --> 00:07:56.040]  你看到那個感覺是什麼
[00:07:56.040 --> 00:07:58.040]  尼西米
[00:07:58.040 --> 00:08:00.040]  回到認祂之地的時候
[00:08:00.040 --> 00:08:02.040]  不是再征服
[00:08:02.040 --> 00:08:04.040]  不是reconquest
[00:08:04.040 --> 00:08:06.040]  不是再霸佔那個地方
[00:08:06.040 --> 00:08:08.040]  而是他們了解
[00:08:08.040 --> 00:08:10.040]  這個上帝是恩典
[00:08:10.040 --> 00:08:12.040]  我們不配
[00:08:12.040 --> 00:08:14.040]  我們暫且可以存留
[00:08:14.040 --> 00:08:16.040]  re-gifting
[00:08:16.040 --> 00:08:18.040]  不是re-conquest
[00:08:18.040 --> 00:08:20.040]  回到這裡
[00:08:20.040 --> 00:08:22.040]  然後舊約聖經
[00:08:22.040 --> 00:08:24.040]  埋尾的時候
[00:08:24.040 --> 00:08:26.040]  你就發現他們好像回去了
[00:08:26.040 --> 00:08:28.040]  但又沒有回去
[00:08:28.040 --> 00:08:30.040]  他們還是生存在帝國的欺壓下
[00:08:30.040 --> 00:08:32.040]  你trace這個story
[00:08:32.040 --> 00:08:34.040]  一直到兩約中間
[00:08:34.040 --> 00:08:36.040]  然後到最後就是新約
[00:08:36.040 --> 00:08:38.040]  新約來到發生什麼事
[00:08:38.040 --> 00:08:40.040]  你打開新約
[00:08:40.040 --> 00:08:42.040]  第一本書是什麼事
[00:08:42.040 --> 00:08:44.040]  馬太福音
[00:08:44.040 --> 00:08:46.040]  馬太方
[00:08:46.040 --> 00:08:48.040]  去介紹耶穌的時候
[00:08:48.040 --> 00:08:50.040]  怎麼介紹
[00:08:50.040 --> 00:08:52.040]  加普
[00:08:52.040 --> 00:08:54.040]  十四代
[00:08:54.040 --> 00:08:56.040]  然後基督的出生
[00:08:56.040 --> 00:08:58.040]  然後到智利朝拜
[00:08:58.040 --> 00:09:00.040]  然後應驗
[00:09:00.040 --> 00:09:02.040]  舊約先知的盼望
[00:09:02.040 --> 00:09:04.040]  然後耶穌就被
[00:09:04.040 --> 00:09:06.040]  大希律追殺
[00:09:06.040 --> 00:09:08.040]  然後他就
[00:09:08.040 --> 00:09:10.040]  所謂被擄
[00:09:10.040 --> 00:09:12.040]  下了埃及
[00:09:12.040 --> 00:09:14.040]  然後大希律死了
[00:09:14.040 --> 00:09:16.040]  這個好像法老的王
[00:09:16.040 --> 00:09:18.040]  死了之後他又再出埃及
[00:09:18.040 --> 00:09:20.040]  然後回到以色列
[00:09:20.040 --> 00:09:22.040]  被擄又回歸
[00:09:22.040 --> 00:09:24.040]  你看到他介紹耶穌的Jesus story
[00:09:24.040 --> 00:09:26.040]  其實就是在說
[00:09:26.040 --> 00:09:28.040]  以色列的故事
[00:09:28.040 --> 00:09:30.040]  整個舊約的以色列的故事
[00:09:30.040 --> 00:09:32.040]  就是在耶穌基督自己身上
[00:09:32.040 --> 00:09:34.040]  有的故事
[00:09:34.040 --> 00:09:36.040]  所以去到新約
[00:09:36.040 --> 00:09:38.040]  耶穌來到的時候
[00:09:38.040 --> 00:09:40.040]  新約的作者說什麼
[00:09:40.040 --> 00:09:42.040]  我們見到耶穌的故事的時候
[00:09:42.040 --> 00:09:44.040]  我們發現原來見到真正的
[00:09:44.040 --> 00:09:46.040]  以色列人的故事
[00:09:46.040 --> 00:09:48.040]  並且他是一個守約的
[00:09:48.040 --> 00:09:50.040]  以色列人的故事
[00:09:50.040 --> 00:09:52.040]  耶穌出來傳道四十天
[00:09:52.040 --> 00:09:54.040]  在曠野受試探
[00:09:54.040 --> 00:09:56.040]  是不是
[00:09:56.040 --> 00:09:58.040]  正如以色列人四十年在曠野受試探
[00:09:58.040 --> 00:10:00.040]  他在約旦河受洗
[00:10:00.040 --> 00:10:02.040]  正如以色列人
[00:10:02.040 --> 00:10:04.040]  經過紅海
[00:10:04.040 --> 00:10:06.040]  經過約旦河入應他之地
[00:10:06.040 --> 00:10:08.040]  整個的Jesus story的輪廓
[00:10:08.040 --> 00:10:10.040]  就是以色列
[00:10:10.040 --> 00:10:12.040]  故事舊約故事的輪廓
[00:10:12.040 --> 00:10:14.040]  所以我們做基督徒
[00:10:14.040 --> 00:10:16.040]  我們不要只是
[00:10:16.040 --> 00:10:18.040]  做新約的基督徒
[00:10:18.040 --> 00:10:20.040]  我們經常看來看去
[00:10:20.040 --> 00:10:22.040]  都是看新約聖經
[00:10:22.040 --> 00:10:24.040]  我們要看舊約聖經
[00:10:24.040 --> 00:10:26.040]  因為舊約
[00:10:26.040 --> 00:10:28.040]  是不圓滿的
[00:10:28.040 --> 00:10:30.040]  看完舊約聖經
[00:10:30.040 --> 00:10:32.040]  總是覺得有一點點
[00:10:32.040 --> 00:10:34.040]  有點點的不滿
[00:10:34.040 --> 00:10:36.040]  總是有些事情還沒搞定
[00:10:36.040 --> 00:10:38.040]  到底誰來幫我們
[00:10:38.040 --> 00:10:40.040]  守那個約
[00:10:40.040 --> 00:10:42.040]  以致我們能夠進入真正的應許
[00:10:42.040 --> 00:10:44.040]  沒有人
[00:10:44.040 --> 00:10:46.040]  在整個舊約裡面
[00:10:46.040 --> 00:10:48.040]  亡國被老回歸也是沒有人
[00:10:48.040 --> 00:10:50.040]  直到新約耶穌來到的時候
[00:10:50.040 --> 00:10:52.040]  所以舊約裡面
[00:10:52.040 --> 00:10:54.040]  常常有一個像箭咀一樣
[00:10:54.040 --> 00:10:56.040]  指著前面
[00:10:56.040 --> 00:10:58.040]  要等一個來
[00:10:58.040 --> 00:11:00.040]  那個彌賽亞那個救主
[00:11:00.040 --> 00:11:02.040]  他來到他就會實現所有的應許
[00:11:02.040 --> 00:11:04.040]  所以舊約和新約
[00:11:04.040 --> 00:11:06.040]  是整本聖經
[00:11:06.040 --> 00:11:08.040]  我其實很擔心
[00:11:08.040 --> 00:11:10.040]  很多時候我們
[00:11:10.040 --> 00:11:12.040]  看聖經我們就
[00:11:12.040 --> 00:11:14.040]  只看三分之一
[00:11:14.040 --> 00:11:16.040]  有三分之二我們不太理會
[00:11:16.040 --> 00:11:18.040]  舊約聖經就是三分之二
[00:11:18.040 --> 00:11:20.040]  舊約和新約是一個
[00:11:20.040 --> 00:11:22.040]  是一個合一
[00:11:22.040 --> 00:11:24.040]  是一個合一
[00:11:24.040 --> 00:11:26.040]  你可以想像整本聖經
[00:11:26.040 --> 00:11:28.040]  由舊約創世紀
[00:11:28.040 --> 00:11:30.040]  到新約最後那本書啟示錄
[00:11:30.040 --> 00:11:32.040]  其實是一個長篇劇
[00:11:32.040 --> 00:11:34.040]  舊約就是第一集
[00:11:34.040 --> 00:11:36.040]  到第九十八集
[00:11:36.040 --> 00:11:38.040]  你看完第九十八集
[00:11:38.040 --> 00:11:40.040]  你總是覺得是不夠的
[00:11:40.040 --> 00:11:42.040]  新約來到了
[00:11:42.040 --> 00:11:44.040]  就是第九十八集
[00:11:44.040 --> 00:11:46.040]  新約來到了就是第九十九集
[00:11:46.040 --> 00:11:50.040]  你說第一百集是什麼?
[00:11:50.040 --> 00:11:52.040]  第一百集就是
[00:11:52.040 --> 00:11:54.040]  基督在來的時候
[00:11:54.040 --> 00:11:56.040]  新天新地要到
[00:11:56.040 --> 00:11:58.040]  所以第九十九集告訴你
[00:11:58.040 --> 00:12:00.040]  將來會有第一百集
[00:12:00.040 --> 00:12:02.040]  將來會完結整個長篇劇
[00:12:02.040 --> 00:12:04.040]  這個就是舊約和新約
[00:12:04.040 --> 00:12:06.040]  整個的合一
[00:12:06.040 --> 00:12:08.040]  所以你看到
[00:12:08.040 --> 00:12:10.040]  到新約的時候你就會看到
[00:12:10.040 --> 00:12:12.040]  耶穌的身上就是傳過以色列的故事
[00:12:12.040 --> 00:12:14.040]  耶穌的身上就看到
[00:12:14.040 --> 00:12:16.040]  有回歸進入真正的應許之地
[00:12:16.040 --> 00:12:18.040]  真正的應許之地
[00:12:18.040 --> 00:12:20.040]  不是在地圖上
[00:12:20.040 --> 00:12:22.040]  那一格
[00:12:22.040 --> 00:12:24.040]  那一格長的以色列
[00:12:24.040 --> 00:12:26.040]  地中海沙漠中間
[00:12:26.040 --> 00:12:28.040]  那個地方
[00:12:28.040 --> 00:12:30.040]  真正的土地的應許
[00:12:30.040 --> 00:12:32.040]  是新天新地第一百集
[00:12:32.040 --> 00:12:34.040]  告訴你的
[00:12:34.040 --> 00:12:36.040]  啟示錄告訴你的
[00:12:36.040 --> 00:12:38.040]  所以我們繼續看下去
[00:12:38.040 --> 00:12:40.040]  在新約裡面有什麼說呢?
[00:12:40.040 --> 00:12:42.040]  在希伯來書第十一章
[00:12:42.040 --> 00:12:44.040]  這裡說到阿巴拉罕
[00:12:44.040 --> 00:12:46.040]  你知道第十一章
[00:12:46.040 --> 00:12:48.040]  經常說一些所謂
[00:12:48.040 --> 00:12:50.040]  List of Heroes
[00:12:50.040 --> 00:12:52.040]  Heroes of Faith
[00:12:52.040 --> 00:12:54.040]  信心的偉人
[00:12:54.040 --> 00:12:56.040]  一個又一個這樣去列出來
[00:12:56.040 --> 00:12:58.040]  說到阿巴拉罕的時候
[00:12:58.040 --> 00:13:00.040]  是什麼呢?
[00:13:00.040 --> 00:13:02.040]  他說阿巴拉罕
[00:13:02.040 --> 00:13:04.040]  是等候著那有根基的城
[00:13:04.040 --> 00:13:08.040]  就是上帝所設計和建造的城
[00:13:08.040 --> 00:13:10.040]  阿巴拉罕所仰望的
[00:13:10.040 --> 00:13:12.040]  不是這個以色列巴勒斯坦地這麼小的
[00:13:12.040 --> 00:13:14.040]  是新的城
[00:13:14.040 --> 00:13:16.040]  天上
[00:13:16.040 --> 00:13:18.040]  降下來
[00:13:18.040 --> 00:13:20.040]  新天新地
[00:13:20.040 --> 00:13:22.040]  這一個城
[00:13:22.040 --> 00:13:24.040]  我希望你看到舊約和新約是一個的Unity
[00:13:24.040 --> 00:13:26.040]  而且在基督裡面
[00:13:26.040 --> 00:13:28.040]  所有的應許
[00:13:28.040 --> 00:13:30.040]  都Fulfill
[00:13:30.040 --> 00:13:32.040]  無論你看馬達福音
[00:13:32.040 --> 00:13:34.040]  很多句說話
[00:13:34.040 --> 00:13:36.040]  怎樣應許
[00:13:36.040 --> 00:13:38.040]  先知應許的
[00:13:38.040 --> 00:13:40.040]  全部在基督身上
[00:13:40.040 --> 00:13:42.040]  來應驗
[00:13:42.040 --> 00:13:44.040]  Fulfill
[00:13:44.040 --> 00:13:46.040]  整本的新約都是這樣說
[00:13:46.040 --> 00:13:48.040]  在基督裡面我們有的
[00:13:48.040 --> 00:13:50.040]  就是全部一切的基
[00:13:50.040 --> 00:13:52.040]  第九十九集
[00:13:52.040 --> 00:13:54.040]  一百集裡面所說
[00:13:54.040 --> 00:13:56.040]  所以第三個主題
[00:13:56.040 --> 00:13:58.040]  我們會看到新約的聖經裡面
[00:13:58.040 --> 00:14:00.040]  經常提到我們作為基督的人
[00:14:00.040 --> 00:14:02.040]  我們是多麼的有福
[00:14:02.040 --> 00:14:04.040]  多麼有多上帝給我們的恩福
[00:14:04.040 --> 00:14:08.040]  這是已忽所書第一章
[00:14:08.040 --> 00:14:10.040]  已忽所書第一章一開播
[00:14:10.040 --> 00:14:12.040]  他就說我們是多麼的多Blessing
[00:14:12.040 --> 00:14:14.040]  我們在基督裡面有多多的祝福
[00:14:14.040 --> 00:14:16.040]  他說在基督裡面
[00:14:16.040 --> 00:14:18.040]  在愛子的血裡面
[00:14:18.040 --> 00:14:20.040]  得蒙救贖
[00:14:20.040 --> 00:14:22.040]  過範得以赦免
[00:14:22.040 --> 00:14:26.040]  這是照著上帝豐富的恩典
[00:14:26.040 --> 00:14:28.040]  充充足足的賞賜給我們
[00:14:28.040 --> 00:14:32.040]  在基督裡面有珠般的智慧和聰明
[00:14:32.040 --> 00:14:36.040]  照自己在基督裡面所訂立的美意
[00:14:36.040 --> 00:14:40.040]  上帝使我們知道他的旨意的奧妙
[00:14:40.040 --> 00:14:43.040]  按照所安排的時機成熟的時候
[00:14:43.040 --> 00:14:46.040]  使天上地上一切所有的
[00:14:46.040 --> 00:14:49.040]  在基督裡面都同歸於一
[00:14:49.040 --> 00:14:51.040]  在他裡面能夠找到Unity
[00:14:51.040 --> 00:14:53.040]  在基督裡面找到Unity
[00:14:53.040 --> 00:14:58.040]  十一節我們也在基督裡面得到基業
[00:14:58.040 --> 00:15:00.040]  Inheritance
[00:15:00.040 --> 00:15:03.040]  Inheritance是什麼意思
[00:15:03.040 --> 00:15:06.040]  Inheritance就是在說土地
[00:15:06.040 --> 00:15:09.040]  但是土地不是這一格巴士山地
[00:15:09.040 --> 00:15:11.040]  是將來新天新地
[00:15:11.040 --> 00:15:17.040]  這原是那隨己而行萬事的上帝
[00:15:17.040 --> 00:15:19.040]  照著他的旨意所預定的
[00:15:19.040 --> 00:15:21.040]  要使我們在基督裡面
[00:15:21.040 --> 00:15:24.040]  首先把希望託付在基督裡面的人
[00:15:24.040 --> 00:15:26.040]  重贊榮耀歸給他
[00:15:26.040 --> 00:15:29.040]  這個基業就是將來要有的新天新地
[00:15:29.040 --> 00:15:32.040]  New Heaven and New Earth
[00:15:32.040 --> 00:15:35.040]  大家在座的我們都住芝加哥
[00:15:35.040 --> 00:15:39.040]  你知道在Inheritance的這個州裡面
[00:15:39.040 --> 00:15:43.040]  最貴的那間屋在哪裡
[00:15:43.040 --> 00:15:45.040]  那些做房地產的
[00:15:45.040 --> 00:15:48.040]  最貴的那間屋在哪裡
[00:15:48.040 --> 00:15:51.040]  最貴的那間屋在芝加哥
[00:15:51.040 --> 00:15:53.040]  在Lincoln Park
[00:15:53.040 --> 00:15:58.040]  聽說這間Lincoln Park的豪宅
[00:15:58.040 --> 00:16:01.040]  是值五千萬
[00:16:01.040 --> 00:16:04.040]  50 million 有機會你開車去看
[00:16:04.040 --> 00:16:07.040]  二萬五千呎
[00:16:07.040 --> 00:16:09.040]  只是那間屋二萬五千呎
[00:16:09.040 --> 00:16:11.040]  11個廁所
[00:16:11.040 --> 00:16:12.040]  OK吧
[00:16:12.040 --> 00:16:13.040]  11個廁所
[00:16:13.040 --> 00:16:14.040]  不用爭了
[00:16:14.040 --> 00:16:16.040]  8個City Lock
[00:16:16.040 --> 00:16:18.040]  8個City Lock
[00:16:18.040 --> 00:16:19.040]  你住幾個房子
[00:16:19.040 --> 00:16:21.040]  一個
[00:16:21.040 --> 00:16:22.040]  他們8個
[00:16:22.040 --> 00:16:24.040]  8個City Lock
[00:16:24.040 --> 00:16:27.040]  50個million的大屋
