
[00:00:00.000 --> 00:00:03.400]  好 今日我哋繼續睇呢個series
[00:02:03.400 --> 00:02:05.400]  食完呢一餐飯你就要走
[00:02:05.400 --> 00:02:07.400]  十二章第三節
[00:02:07.400 --> 00:02:09.400]  佢話你要告訴以色列
[00:02:09.400 --> 00:02:11.400]  傳會眾
[00:02:11.400 --> 00:02:13.400]  本月初十
[00:02:13.400 --> 00:02:15.400]  各人要按照家庭
[00:02:15.400 --> 00:02:17.400]  娶羔羊
[00:02:17.400 --> 00:02:19.400]  一家娶一隻
[00:02:19.400 --> 00:02:21.400]  然之後佢就講到呢個羔羊
[00:02:21.400 --> 00:02:23.400]  要去被烤
[00:02:23.400 --> 00:02:25.400]  然之後呢要喺屋企裏面食
[00:02:25.400 --> 00:02:27.400]  然之後呢就要將
[00:02:27.400 --> 00:02:29.400]  宰殺咗嘅羔羊
[00:02:29.400 --> 00:02:31.400]  羔羊嘅血
[00:02:31.400 --> 00:02:33.400]  就要塗喺邊度
[00:02:33.400 --> 00:02:35.400]  門尾上面
[00:02:35.400 --> 00:02:37.400]  門尾上面
[00:02:37.400 --> 00:02:39.400]  以至上帝嘅審判
[00:02:39.400 --> 00:02:41.400]  臨到呢個國度嘅時候
[00:02:41.400 --> 00:02:43.400]  上帝就會越過
[00:02:43.400 --> 00:02:45.400]  有門尾上面
[00:02:45.400 --> 00:02:47.400]  有血嘅
[00:02:47.400 --> 00:02:49.400]  即係家庭
[00:02:49.400 --> 00:02:51.400]  係一個拯救嘅故事
[00:02:51.400 --> 00:02:53.400]  佢話你要咁樣去吃
[00:02:53.400 --> 00:02:55.400]  呢個羔羊然之後呢
[00:02:55.400 --> 00:02:57.400]  要腰間束帶
[00:02:57.400 --> 00:02:59.400]  腳
[00:02:59.400 --> 00:03:01.400]  要穿著鞋呢個好有趣
[00:03:01.400 --> 00:03:03.400]  因為猶太人
[00:03:03.400 --> 00:03:05.400]  起碼以色列人
[00:03:05.400 --> 00:03:07.400]  入到屋嘅時候佢就會脫下鞋
[00:03:07.400 --> 00:03:09.400]  喺門口
[00:03:09.400 --> 00:03:11.400]  然之後
[00:03:11.400 --> 00:03:13.400]  要上路嘅時候
[00:03:13.400 --> 00:03:15.400]  佢哋就會
[00:03:15.400 --> 00:03:17.400]  戴皮帶係咪
[00:03:17.400 --> 00:03:19.400]  出門口嘅時候
[00:03:19.400 --> 00:03:21.400]  好多時都會戴皮帶然之後穿鞋係咪
[00:03:21.400 --> 00:03:23.400]  準備去走嘅
[00:03:23.400 --> 00:03:25.400]  食呢隻羊羔
[00:03:25.400 --> 00:03:27.400]  手裏面仲要拿住杖
[00:03:27.400 --> 00:03:29.400]  特別係講到嗰啲
[00:03:29.400 --> 00:03:31.400]  walking stick係咪
[00:03:31.400 --> 00:03:33.400]  即係你要行路嘅時候攞住嗰張
[00:03:33.400 --> 00:03:35.400]  快快地
[00:03:35.400 --> 00:03:37.400]  然後仲交代咗
[00:03:37.400 --> 00:03:39.400]  好多嘅細節我哋冇時間講
[00:03:39.400 --> 00:03:41.400]  食無烤餅
[00:03:41.400 --> 00:03:43.400]  點解係無烤
[00:03:45.400 --> 00:03:47.400]  如果整個麵包嘅話你知道
[00:03:47.400 --> 00:03:49.400]  你等嗰啲麵粉發酵
[00:03:49.400 --> 00:03:51.400]  要等好耐嘅係咪
[00:03:51.400 --> 00:03:53.400]  要等好幾個鐘頭
[00:03:53.400 --> 00:03:55.400]  然之後你先至能夠
[00:03:55.400 --> 00:03:57.400]  烘到嗰啲麵包
[00:03:57.400 --> 00:03:59.400]  因為趕住走就唔可以
[00:03:59.400 --> 00:04:01.400]  所以呢佢哋喺呢一個
[00:04:01.400 --> 00:04:03.400]  嘅節日就要
[00:04:03.400 --> 00:04:05.400]  去食無烤餅
[00:04:05.400 --> 00:04:07.400]  就紀念返上帝拯救佢哋
[00:04:07.400 --> 00:04:09.400]  離開埃及
[00:04:09.400 --> 00:04:11.400]  拯救佢哋以至佢哋
[00:04:11.400 --> 00:04:13.400]  唔能夠唔會呢係被審判
[00:04:13.400 --> 00:04:15.400]  這是耶和華的預言
[00:04:15.400 --> 00:04:19.400]  Passover
[00:04:19.400 --> 00:04:21.400]  越過
[00:04:21.400 --> 00:04:23.400]  越過佢哋嘅門
[00:04:23.400 --> 00:04:25.400]  或者去到
[00:04:25.400 --> 00:04:27.400]  保護佢哋
[00:04:27.400 --> 00:04:29.400]  每年西曆嘅時候
[00:04:29.400 --> 00:04:31.400]  三四月呢就係呢個
[00:04:31.400 --> 00:04:33.400]  猶太人嘅
[00:04:33.400 --> 00:04:35.400]  Passover嘅時候就淨係呢個
[00:04:35.400 --> 00:04:37.400]  所謂即係春分
[00:04:37.400 --> 00:04:39.400]  嘅時候之後嘅
[00:04:39.400 --> 00:04:41.400]  第一個嘅新月
[00:04:41.400 --> 00:04:43.400]  所以亦都係
[00:04:43.400 --> 00:04:45.400]  一個季節
[00:04:45.400 --> 00:04:47.400]  與季節之間過渡嘅
[00:04:47.400 --> 00:04:49.400]  一段時間
[00:04:49.400 --> 00:04:51.400]  當時特別講到如果你講
[00:04:51.400 --> 00:04:53.400]  耶穌嘅時候
[00:04:53.400 --> 00:04:55.400]  當時有好多散居
[00:04:55.400 --> 00:04:57.400]  流散喺世界各地嘅猶太人
[00:04:57.400 --> 00:04:59.400]  佢哋就會返返去
[00:04:59.400 --> 00:05:01.400]  耶路撒冷
[00:05:01.400 --> 00:05:03.400]  然後就會守節
[00:05:03.400 --> 00:05:05.400]  當時嘅人會好擠迫好烈鬧
[00:05:05.400 --> 00:05:07.400]  你可以想像呢個係一個最大
[00:05:07.400 --> 00:05:09.400]  最大嘅節日
[00:05:09.400 --> 00:05:11.400]  好似我哋華人嘅新年
[00:05:11.400 --> 00:05:13.400]  華人嘅
[00:05:13.400 --> 00:05:15.400]  一啲重要嘅慶典
[00:05:15.400 --> 00:05:17.400]  或者好似
[00:05:17.400 --> 00:05:19.400]  美國呢度Thanksgiving
[00:05:19.400 --> 00:05:21.400]  嘅時候最忙嘅地方
[00:05:21.400 --> 00:05:23.400]  係咩地方
[00:05:23.400 --> 00:05:25.400]  機場餐館
[00:05:25.400 --> 00:05:27.400]  華人餐館
[00:05:27.400 --> 00:05:29.400]  好多人走來走去
[00:05:29.400 --> 00:05:31.400]  猶太人就係咁樣
[00:05:31.400 --> 00:05:33.400]  猶太人就會去返
[00:05:33.400 --> 00:05:35.400]  以前冇得搭飛機
[00:05:35.400 --> 00:05:37.400]  佢哋就會趕路
[00:05:37.400 --> 00:05:39.400]  去到耶路撒冷
[00:05:39.400 --> 00:05:41.400]  所以我哋諗起
[00:05:41.400 --> 00:05:43.400]  預節嘅時候就諗起高揚
[00:05:43.400 --> 00:05:45.400]  頭先歌都有唱
[00:05:45.400 --> 00:05:47.400]  上帝帶領我哋
[00:05:47.400 --> 00:05:49.400]  預約經過
[00:05:49.400 --> 00:05:51.400]  Passover
[00:05:51.400 --> 00:05:53.400]  類似咁樣嘅意思
[00:05:53.400 --> 00:05:55.400]  但係你要知道喺兩約中間嘅時候
[00:05:55.400 --> 00:05:57.400]  即係舊約完咗
[00:05:57.400 --> 00:05:59.400]  到新約未開始嘅兩三百年
[00:05:59.400 --> 00:06:01.400]  當時嘅猶太人佢哋諗起
[00:06:01.400 --> 00:06:03.400]  預節嘅時候佢哋就唔係
[00:06:03.400 --> 00:06:05.400]  諗起高揚
[00:06:05.400 --> 00:06:07.400]  佢哋諗起成個package
[00:06:07.400 --> 00:06:09.400]  成嚿嘢成個上帝嘅拯救
[00:06:09.400 --> 00:06:11.400]  會係有啲乜嘢呢
[00:06:11.400 --> 00:06:13.400]  你諗下有啲乜嘢除咗隻羊之外
[00:06:13.400 --> 00:06:19.400]  佢諗起一連串嘅嘢
[00:06:19.400 --> 00:06:21.400]  有摩西出現
[00:06:21.400 --> 00:06:23.400]  因為上帝呼召摩西
[00:06:23.400 --> 00:06:25.400]  去帶領佢哋好似一個牧羊人
[00:06:25.400 --> 00:06:27.400]  帶領佢哋離開埃及
[00:06:27.400 --> 00:06:29.400]  然之後當然就係我哋有所謂
[00:06:29.400 --> 00:06:31.400]  sacrificial lamb 即係呢個
[00:06:31.400 --> 00:06:33.400]  預節嘅高揚
[00:06:33.400 --> 00:06:35.400]  預節嘅高揚嘅血
[00:06:35.400 --> 00:06:37.400]  無烤餅
[00:06:37.400 --> 00:06:39.400]  仲有諗起乜嘢
[00:06:39.400 --> 00:06:41.400]  就係水嘅神蹟
[00:06:41.400 --> 00:06:43.400]  過紅海
[00:06:43.400 --> 00:06:45.400]  過完紅海
[00:06:45.400 --> 00:06:47.400]  成個package
[00:06:47.400 --> 00:06:49.400]  就睇埋一個
[00:06:49.400 --> 00:06:51.400]  礦野
[00:06:51.400 --> 00:06:53.400]  咁多年上帝帶領佢哋
[00:06:53.400 --> 00:06:55.400]  係行過嘅
[00:06:55.400 --> 00:06:57.400]  喺礦野又畀佢哋馬拿
[00:06:57.400 --> 00:06:59.400]  等佢哋每一日
[00:06:59.400 --> 00:07:01.400]  能夠有嘢食
[00:07:01.400 --> 00:07:03.400]  咩叫馬拿
[00:07:03.400 --> 00:07:05.400]  manner
[00:07:05.400 --> 00:07:07.400]  大概可能聖經嘅description
[00:07:07.400 --> 00:07:09.400]  嗰啲嘅描述
[00:07:09.400 --> 00:07:11.400]  係一啲圓圓地嘅好似餅咁嘅嘢
[00:07:11.400 --> 00:07:13.400]  其實我哋都唔係好知
[00:07:13.400 --> 00:07:15.400]  因為呢個故事
[00:07:15.400 --> 00:07:17.400]  話畀我哋聽
[00:07:17.400 --> 00:07:19.400]  馬拿個名係點嚟
[00:07:19.400 --> 00:07:21.400]  上帝降咗一啲咁樣嘅
[00:07:21.400 --> 00:07:23.400]  好似麵包咁樣嘅嘢畀佢哋
[00:07:23.400 --> 00:07:25.400]  然之後佢哋就唔知係啲乜嘢嚟
[00:07:25.400 --> 00:07:27.400]  佢哋就話Mazet Mazet Mazet
[00:07:27.400 --> 00:07:29.400]  Mazet 希伯來文
[00:07:29.400 --> 00:07:31.400]  What is this
[00:07:31.400 --> 00:07:33.400]  乜料
[00:07:33.400 --> 00:07:35.400]  乜嘢嚟㗎咁樣
[00:07:35.400 --> 00:07:37.400]  所以就嚟咗呢個名叫做馬拿
[00:07:37.400 --> 00:07:39.400]  所以其實我哋唔知乜料嚟
[00:07:39.400 --> 00:07:41.400]  但總之佢哋食咗咁多年
[00:07:41.400 --> 00:07:43.400]  上帝就
[00:07:43.400 --> 00:07:45.400]  冇間斷過嘅
[00:07:45.400 --> 00:07:47.400]  嚟到去供應佢哋
[00:07:47.400 --> 00:07:49.400]  我講兩日中間
[00:07:49.400 --> 00:07:51.400]  耶穌之前嚟到嘅時候
[00:07:51.400 --> 00:07:53.400]  佢哋就諗起呢一連串嘅
[00:07:53.400 --> 00:07:55.400]  所謂預月節會發生嘅嘢
[00:07:55.400 --> 00:07:57.400]  或者pass over嘅時候
[00:07:57.400 --> 00:07:59.400]  佢哋會諗起嘅嘢
[00:07:59.400 --> 00:08:01.400]  一路由過紅海到去
[00:08:01.400 --> 00:08:03.400]  離開埃及
[00:08:03.400 --> 00:08:05.400]  去到呢個曠野嘅時候
[00:08:05.400 --> 00:08:07.400]  佢哋就會諗起
[00:08:07.400 --> 00:08:09.400]  有好多嘅故事
[00:08:09.400 --> 00:08:11.400]  甚至佢會加上一啲故事啲
[00:08:11.400 --> 00:08:13.400]  加上咩故事呢
[00:08:13.400 --> 00:08:15.400]  就嚟到耶穌嚟之前
[00:08:15.400 --> 00:08:17.400]  嗰啲嘅猶太人就會想像
[00:08:17.400 --> 00:08:19.400]  因為聖經確實有講
[00:08:19.400 --> 00:08:21.400]  佢哋過完呢個
[00:08:21.400 --> 00:08:23.400]  紅海過完四十年嘅曠野
[00:08:23.400 --> 00:08:25.400]  入到迦南嘅時候
[00:08:25.400 --> 00:08:27.400]  就有講馬拿就唔降落嚟
[00:08:27.400 --> 00:08:29.400]  佢入主迦南咗之後
[00:08:29.400 --> 00:08:31.400]  去到佢哋嘅屋企
[00:08:31.400 --> 00:08:33.400]  真係去到目的地
[00:08:33.400 --> 00:08:37.400]  就唔再有乜料落嚟
[00:08:37.400 --> 00:08:40.400]  然後佢哋就食迦南地嘅土產
[00:08:40.400 --> 00:08:42.400]  所以佢哋就會想像
[00:08:42.400 --> 00:08:46.400]  天上面唔再降馬拿
[00:08:46.400 --> 00:08:47.400]  點解呢
[00:08:47.400 --> 00:08:49.400]  因為原來摩西有條鑰匙
[00:08:49.400 --> 00:08:51.400]  當以色列人入主迦南之後
[00:08:51.400 --> 00:08:53.400]  佢就將天上面
[00:08:53.400 --> 00:08:55.400]  馬拿嘅倉庫就關咗
[00:08:55.400 --> 00:08:57.400]  就唔再降馬拿
[00:08:57.400 --> 00:08:59.400]  所以佢哋就繼續諗
[00:08:59.400 --> 00:09:01.400]  如果上帝真正嘅救恩
[00:09:01.400 --> 00:09:03.400]  最終極嚟到嘅時候
[00:09:03.400 --> 00:09:05.400]  應該會係點呢
[00:09:05.400 --> 00:09:09.400]  摩西會天上面嗰個倉庫
[00:09:09.400 --> 00:09:11.400]  就攞條鑰匙再開返
[00:09:11.400 --> 00:09:13.400]  然後就會降落嚟馬拿
[00:09:13.400 --> 00:09:16.400]  然後我哋就可以食嗰啲馬拿
[00:09:16.400 --> 00:09:19.400]  就係天上降落嚟嘅糧食
[00:09:19.400 --> 00:09:22.400]  以至我哋能夠有終極嘅救恩
[00:09:22.400 --> 00:09:25.400]  天上降落嚟嘅天糧
[00:09:25.400 --> 00:09:27.400]  Spiritual food
[00:09:27.400 --> 00:09:29.400]  但如果咁樣諗嘅時候
[00:09:29.400 --> 00:09:30.400]  我哋就明白
[00:09:30.400 --> 00:09:33.400]  咦 聖經裡面提到御節嘅時候
[00:09:33.400 --> 00:09:36.400]  嗰時同耶穌有關
[00:09:36.400 --> 00:09:38.400]  我哋睇一段嘅經文
[00:09:38.400 --> 00:09:42.400]  我哋只係揀好幾節嚟睇
[00:09:42.400 --> 00:09:43.400]  因為比較長
[00:09:43.400 --> 00:09:45.400]  約翰福第六章
[00:09:45.400 --> 00:09:47.400]  約翰福第六章第四節
[00:09:47.400 --> 00:09:51.400]  那時猶太人嘅御節近了
[00:09:51.400 --> 00:09:53.400]  可能未到或者已經過咗
[00:09:53.400 --> 00:09:55.400]  總之係附近
[00:09:55.400 --> 00:09:57.400]  猶太人嘅Passover
[00:09:57.400 --> 00:10:00.400]  耶穌舉目看見一大群人嚟
[00:10:00.400 --> 00:10:01.400]  就對肥利講
[00:10:01.400 --> 00:10:03.400]  喂 我哋去邊度買餅畀佢哋食
[00:10:03.400 --> 00:10:05.400]  當時佢哋加利利
[00:10:05.400 --> 00:10:07.400]  好多山頭 曠野嘅地方
[00:10:07.400 --> 00:10:09.400]  耶穌就話 喂 咁多人跟住我哋
[00:10:09.400 --> 00:10:11.400]  咁點呀 你記得個故事
[00:10:11.400 --> 00:10:13.400]  就係五餅而魚嘅故事
[00:10:13.400 --> 00:10:15.400]  每每我哋睇到五餅而魚嘅時候
[00:10:15.400 --> 00:10:17.400]  我哋就會諗起
[00:10:17.400 --> 00:10:19.400]  上帝嘅供應
[00:10:19.400 --> 00:10:23.400]  去到俾人嘅恩典係足夠
[00:10:23.400 --> 00:10:26.400]  因為五餅而魚就餵飽咗五千人
[00:10:26.400 --> 00:10:28.400]  但係你留意到
[00:10:28.400 --> 00:10:31.400]  呢度特別係約翰福音
[00:10:31.400 --> 00:10:34.400]  約翰福音先至會咁樣記載
[00:10:34.400 --> 00:10:36.400]  因為五餅而魚呢個故事
[00:10:36.400 --> 00:10:38.400]  四本福音書都有提
[00:10:38.400 --> 00:10:41.400]  但淨係約翰福音係加咗呢句第四節
[00:10:41.400 --> 00:10:43.400]  佢就係留意
[00:10:43.400 --> 00:10:45.400]  呢個五餅而魚嘅故事
[00:10:45.400 --> 00:10:47.400]  神蹟嘅故事
[00:10:47.400 --> 00:10:49.400]  係幾時發生
[00:10:49.400 --> 00:10:51.400]  Passover 附近嘅時候
[00:10:51.400 --> 00:10:53.400]  你都發生
[00:10:53.400 --> 00:10:57.400]  約翰福音好多時
[00:10:57.400 --> 00:11:00.400]  講到上帝藉住耶穌所做嘅嘢
[00:11:00.400 --> 00:11:02.400]  嗰啲嘅Acts
[00:11:02.400 --> 00:11:04.400]  嗰啲嘅Great Deeds
[00:11:04.400 --> 00:11:06.400]  上帝要做嘅工作
[00:11:06.400 --> 00:11:09.400]  其實係一個Sign
[00:11:09.400 --> 00:11:12.400]  一個路牌
[00:11:12.400 --> 00:11:14.400]  即係換句話講
[00:11:14.400 --> 00:11:18.400]  等陣你去餐館
[00:11:18.400 --> 00:11:21.400]  你就打開餐館Menu
[00:11:21.400 --> 00:11:24.400]  你見到有好多相
[00:11:24.400 --> 00:11:28.400]  佢就話畀你聽呢隻嘅菜係咩名
[00:11:28.400 --> 00:11:30.400]  同埋係咩樣
[00:11:30.400 --> 00:11:32.400]  嗰個就係Sign
[00:11:32.400 --> 00:11:36.400]  Sign係Something point to the reality
[00:11:36.400 --> 00:11:39.400]  你唔會攞住個Menu嚟食
[00:11:39.400 --> 00:11:41.400]  你話畀個攝影聽我要呢一個
[00:11:41.400 --> 00:11:44.400]  到佢攞嚟嘅時候就係嗰碟餸
[00:11:44.400 --> 00:11:46.400]  貨不對版
[00:11:46.400 --> 00:11:48.400]  你話同個Sign係唔同
[00:11:48.400 --> 00:11:50.400]  個Menu就係個Sign
[00:11:50.400 --> 00:11:52.400]  喺約翰福音裏面
[00:11:52.400 --> 00:11:54.400]  耶穌做嘅嘢
[00:11:54.400 --> 00:11:58.400]  一舉一動都係一個Sign
[00:11:58.400 --> 00:12:01.400]  五餅二魚就係一個Sign
[00:12:01.400 --> 00:12:05.400]  Point to something beyond itself
[00:12:05.400 --> 00:12:09.400]  唔係個實體
[00:12:09.400 --> 00:12:13.400]  而係指向實體嘅東西
[00:12:13.400 --> 00:12:16.400]  五餅二魚呢個神蹟
[00:12:16.400 --> 00:12:18.400]  約翰就話諗清楚
[00:12:18.400 --> 00:12:20.400]  唔係淨係講供應
[00:12:20.400 --> 00:12:22.400]  每日食嘢咁簡單
[00:12:22.400 --> 00:12:25.400]  耶穌做緊一樣嘢係最終極
[00:12:25.400 --> 00:12:26.400]  想做啲乜嘢
[00:12:26.400 --> 00:12:28.400]  約翰福音第六章當然好長
[00:12:28.400 --> 00:12:31.400]  我呢度純粹畀一個Outline畀大家
[00:12:31.400 --> 00:12:33.400]  大概五段
[00:12:33.400 --> 00:12:35.400]  首先就係五餅二魚
[00:12:35.400 --> 00:12:38.400]  第二 發生咩事
[00:12:38.400 --> 00:12:41.400]  係特登咁鋪排
[00:12:41.400 --> 00:12:43.400]  唔一定係時間上係咁樣發生
[00:12:43.400 --> 00:12:45.400]  但係記載返耶穌做嘅嘢嘅時候
[00:12:45.400 --> 00:12:47.400]  第二個故事
[00:12:47.400 --> 00:12:49.400]  佢哋講到嘅時候
[00:12:49.400 --> 00:12:52.400]  就係耶穌喺加里海平靜風浪
[00:12:52.400 --> 00:12:54.400]  都唔拉監
[00:12:54.400 --> 00:12:58.400]  食完嘢跟住又講個平靜風浪
[00:12:58.400 --> 00:13:00.400]  你記得我頭先講咩
[00:13:00.400 --> 00:13:02.400]  猶太人諗起御節嘅時候
[00:13:02.400 --> 00:13:04.400]  御節嘅時候近了嘛
[00:13:04.400 --> 00:13:06.400]  第六章第四節 約翰福音
[00:13:06.400 --> 00:13:07.400]  佢就諗起咩 成個Package
[00:13:07.400 --> 00:13:11.400]  諗起食物
[00:13:11.400 --> 00:13:15.400]  天上有糧食畀我哋
[00:13:15.400 --> 00:13:18.400]  然之後諗起過紅海
[00:13:18.400 --> 00:13:20.400]  上帝將水分開
[00:13:20.400 --> 00:13:23.400]  或者上帝將水Control
[00:13:23.400 --> 00:13:27.400]  將嗰啲混沌邪惡嘅嘢
[00:13:27.400 --> 00:13:29.400]  嚟到去Control住
[00:13:29.400 --> 00:13:32.400]  跟住佢就提到耶穌平靜風浪
[00:13:32.400 --> 00:13:35.400]  所以耶穌平靜風浪又唔係淨係單單
[00:13:35.400 --> 00:13:37.400]  我哋生命裏面有風浪
[00:13:37.400 --> 00:13:39.400]  上帝就平靜啦
[00:13:39.400 --> 00:13:41.400]  當然係咁嘅意思
[00:13:41.400 --> 00:13:43.400]  但亦都係一個Sign
[00:13:43.400 --> 00:13:45.400]  去話俾我哋聽耶穌做緊啲咩
[00:13:45.400 --> 00:13:49.400]  你呢度諗起就成個御節出埃及嘅故事
[00:13:49.400 --> 00:13:53.400]  然之後下面三段都係說話
[00:13:53.400 --> 00:13:56.400]  如果你返去睇下六章約翰福音
[00:13:56.400 --> 00:13:59.400]  好長呀 你越睇越拗頭
[00:13:59.400 --> 00:14:00.400]  唔知佢講乜
[00:14:00.400 --> 00:14:03.400]  總之耶穌就同那些猶太人去辯論
[00:14:03.400 --> 00:14:05.400]  大家有好多對話
[00:14:05.400 --> 00:14:07.400]  講啲乜嘢呢
[00:14:07.400 --> 00:14:08.400]  就係講食物
[00:14:08.400 --> 00:14:11.400]  因為啲人見到耶穌 五餅二魚
[00:14:11.400 --> 00:14:13.400]  呢個人成日請食飯
[00:14:13.400 --> 00:14:15.400]  梗係成日搵佢
[00:14:15.400 --> 00:14:17.400]  結果佢哋真係去搵佢
[00:14:17.400 --> 00:14:19.400]  由烈國營之後搭船走去搵佢
[00:14:19.400 --> 00:14:20.400]  搵到佢啦
[00:14:20.400 --> 00:14:22.400]  佢就同佢哋講
[00:14:22.400 --> 00:14:25.400]  你可唔可以畀啲糧食畀我哋
[00:14:25.400 --> 00:14:29.400]  耶穌就同佢有好多嘅Debate
[00:14:29.400 --> 00:14:30.400]  有好多對話
[00:14:30.400 --> 00:14:32.400]  然之後有啲人就發怨言
[00:14:32.400 --> 00:14:34.400]  聽唔明就走鬼咗
[00:14:34.400 --> 00:14:36.400]  佢就話呢個人講嘢太爛
[00:14:36.400 --> 00:14:38.400]  我哋接受唔到
[00:14:38.400 --> 00:14:41.400]  然之後有好多本身跟耶穌嘅人
[00:14:41.400 --> 00:14:43.400]  就嗱一聲走咗
[00:14:43.400 --> 00:14:45.400]  因為佢都唔再請我哋食飯
[00:14:45.400 --> 00:14:47.400]  就唔好同佢做朋友
[00:14:47.400 --> 00:14:49.400]  就係咁嘅意思
[00:14:49.400 --> 00:14:51.400]  然之後耶穌最尾嘅時候
[00:14:51.400 --> 00:14:53.400]  就Round up講一樣嘢
[00:14:53.400 --> 00:14:55.400]  就同12門徒講
[00:14:55.400 --> 00:14:57.400]  佢話你哋走唔走
[00:14:57.400 --> 00:14:59.400]  門徒就話
[00:14:59.400 --> 00:15:01.400]  你有生命嘅道
[00:15:01.400 --> 00:15:03.400]  我哋仲要跟邊個
[00:15:03.400 --> 00:15:05.400]  你有永生
[00:15:05.400 --> 00:15:07.400]  我哋仲要跟邊個
[00:15:07.400 --> 00:15:11.400]  類似一個咁樣嘅對話
[00:15:11.400 --> 00:15:13.400]  我哋睇幾節
[00:15:13.400 --> 00:15:15.400]  讀咗呢17節
[00:15:15.400 --> 00:15:17.400]  呢度就係大家有Debate嘅時候
[00:15:17.400 --> 00:15:19.400]  即係嗰啲嘅猶太人
[00:15:19.400 --> 00:15:22.400]  佢哋試咗一次五餅如臘
[00:15:22.400 --> 00:15:23.400]  嘩都唔使做嘢
[00:15:23.400 --> 00:15:25.400]  然之後呢個人請我哋食飯幾好
[00:15:25.400 --> 00:15:26.400]  搵佢先
[00:15:26.400 --> 00:15:28.400]  搵到佢啦然之後就同佢講
[00:15:28.400 --> 00:15:30.400]  喂你可唔可以畀啲咁嘅嘢畀我哋食呀
[00:15:30.400 --> 00:15:32.400]  你可唔可以再降呢啲咁嘅糧呀
[00:15:32.400 --> 00:15:34.400]  你記得成個預節嘅Package
[00:15:34.400 --> 00:15:36.400]  就係有摩西開上面嗰個Bank
