
[00:00:00.000 --> 00:00:02.520]  謝謝Mark Sir的邀請
[00:06:41.520 --> 00:06:45.560]  都是引用舊約的聖經這樣去說的
[00:06:45.560 --> 00:06:46.960]  例如第二節
[00:06:46.960 --> 00:06:49.840]  他說我在患難中求告耶和華
[00:06:49.840 --> 00:06:51.680]  他就應允我
[00:06:51.680 --> 00:06:53.600]  詩篇120篇
[00:06:53.600 --> 00:06:54.800]  不再讀多一次
[00:06:54.800 --> 00:06:56.600]  因為一模一樣的
[00:06:56.600 --> 00:06:58.280]  第三節
[00:06:58.280 --> 00:07:00.960]  你的波浪紅途慢過我身
[00:07:00.960 --> 00:07:02.280]  詩篇42篇
[00:07:02.280 --> 00:07:04.000]  又是一模一樣的
[00:07:04.000 --> 00:07:06.040]  我從你眼前被驅逐
[00:07:06.040 --> 00:07:07.320]  詩篇31篇
[00:07:07.320 --> 00:07:09.000]  很相似
[00:07:09.000 --> 00:07:11.000]  都是我從你眼前
[00:07:11.000 --> 00:07:13.000]  但是被隔絕
[00:07:13.000 --> 00:07:15.560]  我想問一個問題
[00:07:15.560 --> 00:07:18.320]  如果藥拿從來都沒有一個低谷的話
[00:07:18.320 --> 00:07:21.120]  那他要悔改你做什麼呢
[00:07:21.120 --> 00:07:23.520]  如果藥拿輸二章這裡
[00:07:23.520 --> 00:07:25.920]  呈現一個這麼好的見證
[00:07:25.920 --> 00:07:27.320]  那我們就不用看了
[00:07:27.320 --> 00:07:29.320]  我們原來是沒有低谷的
[00:07:29.320 --> 00:07:32.080]  所以我要問一個問題
[00:07:32.080 --> 00:07:34.240]  今天的講題是不是要轉一轉
[00:07:34.240 --> 00:07:36.400]  叫做藥拿一大步
[00:07:36.400 --> 00:07:39.000]  會不會其實藥拿從來都沒有低谷
[00:07:39.000 --> 00:07:41.000]  他直接悔改就完了
[00:07:41.000 --> 00:07:42.720]  這樣呢
[00:07:42.720 --> 00:07:44.520]  接下來我想邀請大家
[00:07:44.520 --> 00:07:46.320]  跟我一起做一個偵探
[00:07:46.320 --> 00:07:48.880]  你知道人是很容易說謊的
[00:07:48.880 --> 00:07:53.120]  人是很喜歡用很多東西去修飾自己的
[00:07:53.120 --> 00:07:54.920]  我們一起去發掘一下
[00:07:54.920 --> 00:07:57.320]  藥拿他究竟藏了什麼在裡面
[00:07:57.320 --> 00:07:58.800]  令我們需要去發掘
[00:07:58.800 --> 00:08:00.800]  好嗎
[00:08:00.800 --> 00:08:03.600]  藥拿他說
[00:08:03.600 --> 00:08:04.640]  第二節
[00:08:04.640 --> 00:08:06.640]  我從我的困厄中
[00:08:06.640 --> 00:08:09.640]  困厄中向上主呼求
[00:08:09.640 --> 00:08:11.640]  他說他呼求
[00:08:11.640 --> 00:08:13.160]  那我們就要問一下
[00:08:13.160 --> 00:08:15.160]  他有沒有呼求過呢
[00:08:15.160 --> 00:08:16.480]  我們去查探一下
[00:08:16.480 --> 00:08:18.480]  藥拿有沒有呼求過呢
[00:08:18.480 --> 00:08:21.840]  很特別
[00:08:21.840 --> 00:08:23.280]  在第一章裡面
[00:08:23.280 --> 00:08:25.960]  上帝的話去到藥拿那裡
[00:08:25.960 --> 00:08:26.720]  他說
[00:08:26.720 --> 00:08:28.000]  你起身
[00:08:28.000 --> 00:08:29.760]  去尼尼尼大城
[00:08:29.760 --> 00:08:32.040]  你要向那城宣告
[00:08:32.040 --> 00:08:34.440]  宣告就是呼喊
[00:08:34.440 --> 00:08:36.440]  那藥拿有沒有呼喊過呢
[00:08:36.440 --> 00:08:38.920]  沒有
[00:08:38.920 --> 00:08:41.360]  藥拿去尼尼尼大城都沒有去
[00:08:41.360 --> 00:08:43.160]  當然沒有呼喊
[00:08:43.160 --> 00:08:45.160]  接著我們看到
[00:08:45.160 --> 00:08:46.920]  在大風浪裡面
[00:08:46.920 --> 00:08:48.360]  船長跟他說
[00:08:48.360 --> 00:08:50.360]  你向你的神呼求吧
[00:08:50.360 --> 00:08:53.520]  或者你的神會去看顧我們
[00:08:53.520 --> 00:08:55.320]  藥拿有沒有呼求
[00:08:55.320 --> 00:08:57.320]  都沒有
[00:08:57.320 --> 00:09:00.160]  最後有一班人向上主呼求
[00:09:00.160 --> 00:09:01.520]  是誰呢
[00:09:01.520 --> 00:09:03.000]  這裡沒有說
[00:09:03.000 --> 00:09:04.800]  是一班船員
[00:09:04.800 --> 00:09:08.720]  是一班外邦人的船員向上主呼求
[00:09:08.720 --> 00:09:11.000]  藥拿有沒有呼求
[00:09:11.000 --> 00:09:11.920]  沒有
[00:09:11.920 --> 00:09:15.280]  藥拿從來都不會呼求的
[00:09:15.280 --> 00:09:17.160]  我們看第三節
[00:09:17.160 --> 00:09:20.080]  他說你將我投到深淵
[00:09:20.080 --> 00:09:21.640]  深處
[00:09:21.640 --> 00:09:22.640]  問題來了
[00:09:22.640 --> 00:09:25.920]  誰將藥拿扔到海裡
[00:09:25.920 --> 00:09:27.120]  船員
[00:09:27.120 --> 00:09:28.920]  我們看到第十五節
[00:09:28.920 --> 00:09:30.160]  抬起藥拿
[00:09:30.160 --> 00:09:32.000]  扔到海裡
[00:09:32.000 --> 00:09:37.440]  是誰叫他們將藥拿扔到海裡
[00:09:37.440 --> 00:09:39.680]  藥拿自己
[00:09:39.680 --> 00:09:42.080]  為什麼是上帝將他扔到海裡
[00:09:42.080 --> 00:09:44.160]  他不怪別人不怪自己
[00:09:44.160 --> 00:09:46.160]  他在怪上帝
[00:09:46.160 --> 00:09:48.480]  我們又看看
[00:09:48.480 --> 00:09:51.840]  他說他被逐出上帝的聖殿
[00:09:51.840 --> 00:09:53.840]  究竟是誰將他逐出
[00:09:53.840 --> 00:09:58.640]  第三節說藥拿逃往他師
[00:09:58.640 --> 00:10:00.440]  離開上帝的面
[00:10:00.440 --> 00:10:02.760]  重複兩次
[00:10:02.760 --> 00:10:03.920]  第十節
[00:10:03.920 --> 00:10:05.720]  藥拿跟他們要坦白
[00:10:05.720 --> 00:10:07.080]  那些人就很害怕
[00:10:07.080 --> 00:10:08.120]  害怕什麼呢
[00:10:08.120 --> 00:10:11.720]  他知道藥拿是離開上帝的面
[00:10:11.720 --> 00:10:14.360]  有沒有人要逐出藥拿
[00:10:14.360 --> 00:10:15.520]  沒有
[00:10:15.520 --> 00:10:19.280]  從來都是藥拿自己逃跑的
[00:10:19.280 --> 00:10:20.200]  最後
[00:10:20.200 --> 00:10:24.120]  藥拿說那班外邦人
[00:10:24.120 --> 00:10:26.160]  信奉虛無神明的
[00:10:26.160 --> 00:10:27.640]  那些人就不行了
[00:10:27.640 --> 00:10:28.320]  我呢
[00:10:28.320 --> 00:10:30.800]  我就獻祭和許願
[00:10:30.800 --> 00:10:33.400]  聽起來不錯吧
[00:10:33.400 --> 00:10:36.200]  誰獻祭和許願
[00:10:36.200 --> 00:10:37.880]  是那班外邦人
[00:10:37.880 --> 00:10:40.960]  是那班外邦人見到風浪平息之後
[00:10:40.960 --> 00:10:45.400]  他們跟上帝獻祭和許願
[00:10:45.400 --> 00:10:47.600]  如果你看到的話
[00:10:47.600 --> 00:10:50.360]  你心裡有什麼感受
[00:10:50.360 --> 00:10:52.480]  藥拿說就好聽了
[00:10:52.480 --> 00:10:54.560]  全部都是錯的
[00:10:54.600 --> 00:10:56.080]  原來整篇經文裡面
[00:10:56.080 --> 00:10:59.200]  全部東西都是有一點微微的出錯
[00:10:59.200 --> 00:11:02.160]  令整件事聽起來很驚險
[00:11:02.160 --> 00:11:03.720]  實際上是什麼
[00:11:03.720 --> 00:11:05.720]  口不對心
[00:11:05.720 --> 00:11:14.160]  我們最容易用這個例子來做一個類比
[00:11:14.160 --> 00:11:16.000]  這個橙看起來很地道
[00:11:16.000 --> 00:11:17.240]  可以吃的吧
[00:11:17.240 --> 00:11:18.520]  一張開的
[00:11:18.520 --> 00:11:19.920]  全部都是爛的
[00:11:19.920 --> 00:11:21.360]  我那次看到都嚇一跳
[00:11:21.360 --> 00:11:22.840]  差點吃掉
[00:11:22.840 --> 00:11:26.760]  我想藥拿書二章就是一個這樣的場景
[00:11:26.760 --> 00:11:28.360]  表面很驚險
[00:11:28.360 --> 00:11:29.800]  實際上是什麼
[00:11:29.800 --> 00:11:32.240]  就是爛肉一片
[00:11:32.240 --> 00:11:33.080]  大兄姐妹
[00:11:33.080 --> 00:11:38.280]  我不知道你有沒有覺得這件事很熟悉
[00:11:38.280 --> 00:11:39.480]  我看到這張的時候
[00:11:39.480 --> 00:11:41.160]  我覺得很熟悉
[00:11:41.160 --> 00:11:42.480]  原因是什麼呢
[00:11:42.480 --> 00:11:44.000]  好像Mark Sir那樣說
[00:11:44.000 --> 00:11:46.480]  我是做中學老師的
[00:11:46.480 --> 00:11:48.480]  我還教宗教課
[00:11:48.480 --> 00:11:51.040]  我經常都講一些聖經大道理
[00:11:51.040 --> 00:11:53.040]  經常都跟他們說你要怎麼做
[00:11:53.040 --> 00:11:54.320]  要怎麼做
[00:11:54.320 --> 00:11:58.600]  我能不能做到呢
[00:11:58.600 --> 00:12:00.600]  這是一個問題
[00:12:00.600 --> 00:12:03.480]  我記得前一年
[00:12:03.480 --> 00:12:05.240]  我還在教書的時候
[00:12:05.240 --> 00:12:06.600]  我放工
[00:12:06.600 --> 00:12:09.520]  我跟幾個學生一起放學
[00:12:09.520 --> 00:12:12.240]  很開心嘻嘻哈哈
[00:12:12.240 --> 00:12:14.960]  遠處有幾個學生蹲下
[00:12:14.960 --> 00:12:17.680]  在坑渠裡不知道在找什麼
[00:12:17.680 --> 00:12:19.600]  我就問我那幾個學生
[00:12:19.600 --> 00:12:21.960]  喂 你認識他們嗎
[00:12:21.960 --> 00:12:23.720]  他們說不認識的
[00:12:23.720 --> 00:12:25.440]  我們都沒有見過
[00:12:25.440 --> 00:12:26.960]  那我當然踢爆他們
[00:12:26.960 --> 00:12:29.000]  同級的 你這樣都不認識
[00:12:29.000 --> 00:12:30.920]  幫幫他們吧
[00:12:30.920 --> 00:12:32.920]  那幾個學生說
[00:12:32.920 --> 00:12:33.920]  真的不認識
[00:12:33.920 --> 00:12:35.120]  那關我什麼事呢
[00:12:35.120 --> 00:12:36.160]  那就走了
[00:12:36.160 --> 00:12:36.800]  走了
[00:12:36.800 --> 00:12:39.920]  那我又嘻嘻哈哈地走了
[00:12:39.920 --> 00:12:41.520]  走著走著
[00:12:41.520 --> 00:12:44.280]  有一點不對勁
[00:12:44.280 --> 00:12:46.880]  然後我蹲下來
[00:12:46.880 --> 00:12:51.680]  我問上帝為什麼有這麼不平安的感覺
[00:12:51.680 --> 00:12:54.480]  上帝在那一刻給了我一個意念
[00:12:54.480 --> 00:12:57.520]  如果那班同學是同學的話
[00:12:57.520 --> 00:13:00.000]  那我是他們的什麼
[00:13:00.000 --> 00:13:01.840]  我是他們的老師
[00:13:01.840 --> 00:13:04.680]  是宗教科的老師
[00:13:04.680 --> 00:13:06.880]  但連我自己都沒有去幫的時候
[00:13:06.880 --> 00:13:08.880]  我竟然要求我的學生去幫他們
[00:13:08.880 --> 00:13:15.680]  弟兄姊妹 我想說的是
[00:13:15.680 --> 00:13:18.000]  其實這件事不是很難明白
[00:13:18.000 --> 00:13:20.880]  因為外表競竭
[00:13:20.880 --> 00:13:22.160]  內裡安裝
[00:13:22.160 --> 00:13:25.280]  是我們日常的常態
[00:13:25.280 --> 00:13:27.280]  這件事在挑戰我們
[00:13:27.280 --> 00:13:30.000]  會不會有時候其實我們跟神
[00:13:30.000 --> 00:13:31.080]  跟人
[00:13:31.080 --> 00:13:33.080]  跟自己的關係
[00:13:33.080 --> 00:13:35.560]  都已經一塌糊塗
[00:13:35.560 --> 00:13:37.760]  但連我們自己都不知道
[00:13:37.760 --> 00:13:40.880]  然後用很多熟悉的華語去包裝
[00:13:40.880 --> 00:13:43.720]  就覺得自己很OK呢
[00:13:43.720 --> 00:13:46.280]  會不會有這樣的時候呢
[00:13:46.280 --> 00:13:47.480]  我想在信仰裡面
[00:13:47.480 --> 00:13:49.720]  其中一個最難的地方就是
[00:13:49.720 --> 00:13:53.000]  我們要很真誠地去面對自己
[00:13:53.000 --> 00:13:56.000]  其中一個最難的地方就是要真誠
[00:13:56.000 --> 00:13:57.920]  去面對自己的軟弱
[00:13:57.920 --> 00:13:59.040]  我們的罪
[00:13:59.040 --> 00:14:01.320]  我們的不足
[00:14:01.320 --> 00:14:03.840]  這件事應該是最難的事
[00:14:03.840 --> 00:14:05.960]  而我希望今天我們不是帶著一個
[00:14:05.960 --> 00:14:09.480]  要批判若拿的態度來到這裡
[00:14:09.480 --> 00:14:10.440]  因為說真的
[00:14:10.440 --> 00:14:13.000]  若拿跟我們一樣都是一個人
[00:14:13.000 --> 00:14:14.240]  若拿會犯的錯
[00:14:14.240 --> 00:14:16.720]  我們每個人都會犯
[00:14:16.720 --> 00:14:19.720]  但我相信今天教會給大家的
[00:14:19.720 --> 00:14:21.160]  是一個出路
[00:14:21.160 --> 00:14:23.720]  我希望今天不是一個要批判的時間
[00:14:23.720 --> 00:14:25.520]  而是一個我們可以一起去
[00:14:25.520 --> 00:14:27.840]  尋找出路的時間
[00:14:27.840 --> 00:14:31.360]  正正教會就是一個能夠彼此認罪
[00:14:31.360 --> 00:14:33.320]  互相代求的地方
[00:14:33.320 --> 00:14:35.240]  我們才那麼喜歡這裡
[00:14:35.240 --> 00:14:37.400]  正正教會應該就是一個
[00:14:37.400 --> 00:14:40.320]  我們能夠最真實地去做自己的地方
[00:14:40.320 --> 00:14:42.440]  我們才會聚在一起
[00:14:42.440 --> 00:14:43.080]  弟兄姊妹
[00:14:43.080 --> 00:14:44.680]  我們有沒有機會
[00:14:44.680 --> 00:14:47.480]  可以去突破自己一點
[00:14:47.480 --> 00:14:50.360]  我們有沒有機會可以突破自己一點
[00:14:50.360 --> 00:14:53.160]  去成為一個更加真誠的人
[00:14:53.160 --> 00:14:57.240]  在弟兄姊妹面前去講自己的軟弱
[00:14:57.240 --> 00:14:58.720]  我希望這件事是
[00:14:58.720 --> 00:15:02.040]  我們今天領受到的第一件事
[00:15:02.040 --> 00:15:04.400]  我們是不是可以真誠地
[00:15:04.400 --> 00:15:07.240]  去面對自己的屬靈狀態呢
[00:15:07.240 --> 00:15:09.480]  我希望將這個問題交給大家
[00:15:09.480 --> 00:15:12.120]  我不知道大家的內心在想什麼
[00:15:12.120 --> 00:15:16.960]  這件事我很難一看大家的樣子就知道
[00:15:16.960 --> 00:15:19.080]  但我相信大家最清楚的時候
[00:15:19.080 --> 00:15:23.080]  能夠自己去反思
[00:15:23.080 --> 00:15:26.480]  所以我接下來要問第二個問題
[00:15:26.480 --> 00:15:29.720]  若拿沒有走前一大步
[00:15:29.720 --> 00:15:32.720]  若拿是不是原地踏步呢
[00:15:32.720 --> 00:15:34.400]  如果是這樣也挺悲慘的
[00:15:34.400 --> 00:15:36.840]  如果我們看到一個屬靈的低谷
[00:15:36.840 --> 00:15:39.040]  然後原來是沒有希望
[00:15:39.040 --> 00:15:41.040]  原來永遠都是這樣的
[00:15:41.040 --> 00:15:43.640]  只是一個很虛偽的包裝
[00:15:43.640 --> 00:15:46.640]  最後原來我們永遠都是腐爛的
[00:15:46.640 --> 00:15:47.920]  很絕望
[00:15:47.920 --> 00:15:49.840]  整件事很不開心
[00:15:49.840 --> 00:15:51.680]  我們再仔細地去看看
[00:15:51.680 --> 00:15:56.000]  看看若拿書有沒有給我們一個出路
[00:15:56.000 --> 00:15:59.560]  若拿書的結構是由幾個部分組成的
[00:15:59.560 --> 00:16:01.680]  有開頭有結尾
[00:16:01.680 --> 00:16:05.360]  它有兩個正文平行交替著
[00:16:05.360 --> 00:16:08.440]  第三節有和環去纏繞
[00:16:08.440 --> 00:16:11.640]  第四節有仰望聖殿
[00:16:11.640 --> 00:16:14.400]  第五至七節是很相似的
[00:16:14.400 --> 00:16:15.920]  和環纏繞
[00:16:15.920 --> 00:16:18.040]  但中間加了一個救贖
[00:16:18.040 --> 00:16:20.280]  最後都是仰望聖殿
[00:16:20.280 --> 00:16:21.760]  我們一起做個對比
[00:16:21.760 --> 00:16:24.800]  我們看看這兩大段的經文
[00:16:24.800 --> 00:16:28.880]  對在一起的時候發生了什麼事
[00:16:28.880 --> 00:16:31.520]  第三和第五節很相似
[00:16:31.520 --> 00:16:33.360]  全部都是關於水的
[00:16:33.360 --> 00:16:35.160]  去投到海的中心
[00:16:35.160 --> 00:16:36.640]  水流環繞我
