
[00:00:00.000 --> 00:00:02.600]  各位好,感恩節快樂
[00:03:35.880 --> 00:03:37.880]  是不是很煩?
[00:03:37.880 --> 00:03:43.880]  這個就是我們上一代華人教會留下來的一些概念
[00:03:43.880 --> 00:03:47.880]  我們需要處理聖經裡面到底是怎麼說的
[00:03:47.880 --> 00:03:49.880]  首先我們處理這個命題的時候
[00:03:49.880 --> 00:03:50.880]  神的子民是不是有兩個呢?
[00:03:50.880 --> 00:03:51.880]  一個是血統上的猶太人
[00:03:51.880 --> 00:03:53.880]  另一個就是外邦人
[00:03:53.880 --> 00:03:57.880]  其中一段經文就是羅馬書第九章至十一章
[00:03:57.880 --> 00:04:00.880]  我們很多時候要鬥賭的這段經文
[00:04:00.880 --> 00:04:04.880]  一至八章羅馬書是說上帝在基督裡面的救恩
[00:04:04.880 --> 00:04:06.880]  給我們的兒子在基督裡面成就
[00:04:06.880 --> 00:04:08.880]  然後到第九章至十一章
[00:04:08.880 --> 00:04:13.880]  他就處理當時羅馬教會裡面的問題
[00:04:13.880 --> 00:04:17.880]  你可以想像到當時羅馬教會的背景是怎麼樣的
[00:04:17.880 --> 00:04:19.880]  外邦人是為多的
[00:04:19.880 --> 00:04:21.880]  並且我們知道當時第一世紀
[00:04:21.880 --> 00:04:23.880]  大概主要是四十年代的時候
[00:04:23.880 --> 00:04:25.880]  四十年代、五十年代
[00:04:25.880 --> 00:04:29.880]  羅馬經都是一種反猶的意識是非常強的
[00:04:29.880 --> 00:04:31.880]  Anti-Semitism
[00:04:31.880 --> 00:04:34.880]  甚至在一個羅馬王叫做Claudius
[00:04:34.880 --> 00:04:36.880]  克勞蒂
[00:04:36.880 --> 00:04:39.880]  他在一年的政策中
[00:04:39.880 --> 00:04:42.880]  趕走了很多在羅馬京城的猶太人
[00:04:42.880 --> 00:04:45.880]  將他們打散到其他地方
[00:04:45.880 --> 00:04:49.880]  所以那裡的反猶主義是非常強的
[00:04:49.880 --> 00:04:54.880]  於是你可以想像當時的羅馬絕多外邦信徒的教會
[00:04:54.880 --> 00:04:57.880]  他們就帶著這種反猶的心態進入了教會
[00:04:57.880 --> 00:04:59.880]  然後那些外邦信徒就以為
[00:04:59.880 --> 00:05:04.880]  所有的猶太人面臨的結局就是永遠的沉淪
[00:05:04.880 --> 00:05:09.880]  背景的時候我們看羅馬書9至11章的時候
[00:05:09.880 --> 00:05:11.880]  我們就明白到底保羅想說什麼
[00:05:11.880 --> 00:05:13.880]  保羅在9章至11章的羅馬書
[00:05:13.880 --> 00:05:17.880]  他就說原來猶太人是還沒game over的
[00:05:17.880 --> 00:05:19.880]  上帝仍然在他們的生命裡面
[00:05:19.880 --> 00:05:22.880]  在基督裡面是有計劃的
[00:05:22.880 --> 00:05:24.880]  所以在第9章第6節的時候
[00:05:24.880 --> 00:05:28.880]  保羅就說雖然不是那麼多猶太人信主
[00:05:28.880 --> 00:05:32.880]  不過不代表上帝的話語落了空
[00:05:32.880 --> 00:05:34.880]  因為上帝應許過請求萬民
[00:05:34.880 --> 00:05:38.880]  甚至是他自己本身的選民猶太人
[00:05:38.880 --> 00:05:39.880]  是不落了空
[00:05:39.880 --> 00:05:40.880]  什麼意思呢
[00:05:40.880 --> 00:05:44.880]  因為從以色列生的不都是以色列
[00:05:44.880 --> 00:05:47.880]  肉身所生的兒女不是上帝的兒女
[00:05:47.880 --> 00:05:49.880]  唯獨那應許的兒女就是信基督的
[00:05:49.880 --> 00:05:53.880]  那些先算是後裔
[00:05:53.880 --> 00:05:55.880]  那你就可以看到有兩個圈
[00:05:55.880 --> 00:06:00.880]  他說不是從以色列生的不都是以色列
[00:06:00.880 --> 00:06:01.880]  是什麼意思呢
[00:06:01.880 --> 00:06:04.880]  就是有兩種sense of Israel
[00:06:04.880 --> 00:06:06.880]  第一種sense的就是大圈
[00:06:06.880 --> 00:06:08.880]  就是血統上的猶太人
[00:06:08.880 --> 00:06:11.880]  第二個就是那些真的以色列人
[00:06:11.880 --> 00:06:13.880]  就是信耶穌的那些以色列人
[00:06:13.880 --> 00:06:15.880]  保羅就是其中一個
[00:06:15.880 --> 00:06:18.880]  所以他說不是上帝的話落了空
[00:06:18.880 --> 00:06:20.880]  只不過我們要看清楚
[00:06:20.880 --> 00:06:22.880]  原來在以色列當中
[00:06:22.880 --> 00:06:25.880]  真正的以色列人不是血統的問題
[00:06:25.880 --> 00:06:28.880]  真正的以色列人是信耶穌那班人
[00:06:28.880 --> 00:06:30.880]  信基督
[00:06:30.880 --> 00:06:32.880]  猶太人要救主
[00:06:32.880 --> 00:06:34.880]  世人要救主
[00:06:34.880 --> 00:06:36.880]  信尼塞亞
[00:06:36.880 --> 00:06:38.880]  這班才叫做true Israel
[00:06:38.880 --> 00:06:41.880]  或者叫做spiritual Israel
[00:06:41.880 --> 00:06:43.880]  ethnic Israel不代表什麼
[00:06:43.880 --> 00:06:46.880]  雖然他們血統上有很多法
[00:06:46.880 --> 00:06:47.880]  有很多因典
[00:06:47.880 --> 00:06:49.880]  有很多認識上帝的道
[00:06:49.880 --> 00:06:52.880]  有很多不同的渠道
[00:06:52.880 --> 00:06:54.880]  但是不代表什麼
[00:06:54.880 --> 00:06:56.880]  ethnic Israel不代表什麼
[00:06:56.880 --> 00:06:59.880]  spiritual Israel或者true Israel
[00:06:59.880 --> 00:07:03.880]  才代表他們真正屬於神的子民
[00:07:03.880 --> 00:07:04.880]  作神的兒女
[00:07:04.880 --> 00:07:07.880]  所以在第九章說完一大堆的時候
[00:07:07.880 --> 00:07:09.880]  然後我們來到第十章
[00:07:09.880 --> 00:07:11.880]  這段聖經我們很熟悉
[00:07:11.880 --> 00:07:13.880]  口裡宣認
[00:07:13.880 --> 00:07:15.880]  耶穌為主心裡信神
[00:07:15.880 --> 00:07:17.880]  叫他從死裡復活就必得救
[00:07:17.880 --> 00:07:19.880]  因為人心裡信就可以清兒
[00:07:19.880 --> 00:07:22.880]  口裡宣認就可以得救
[00:07:22.880 --> 00:07:25.880]  這個很多時候我們信主初信的時候
[00:07:25.880 --> 00:07:28.880]  我們經常會記起這段經文
[00:07:28.880 --> 00:07:30.880]  但最重要的十二節說什麼
[00:07:30.880 --> 00:07:33.880]  為什麼信耶穌就會得救
[00:07:33.880 --> 00:07:35.880]  口裡相信承認
[00:07:35.880 --> 00:07:38.880]  心裡認同就可以得救
[00:07:38.880 --> 00:07:40.880]  只是靠耶穌就能得救
[00:07:40.880 --> 00:07:46.880]  因為猶太人和希臘人並沒有分別
[00:07:46.880 --> 00:07:51.880]  這句說話已經很有革命性
[00:07:51.880 --> 00:07:55.880]  猶太人和希臘人並沒有分別
[00:07:55.880 --> 00:07:58.880]  不代表猶太人特別好
[00:07:58.880 --> 00:08:02.880]  也不代表希臘人和外邦人差一點
[00:08:02.880 --> 00:08:05.880]  因為人人都有一位主
[00:08:05.880 --> 00:08:09.880]  這位主也口袋叩告他每一個人
[00:08:09.880 --> 00:08:13.880]  所以外邦人和猶太人在十字架面前
[00:08:13.880 --> 00:08:14.880]  就是平地
[00:08:14.880 --> 00:08:17.880]  十字架在十字架的前面
[00:08:17.880 --> 00:08:19.880]  平地
[00:08:19.880 --> 00:08:22.880]  不是一個高一點一個低一點
[00:08:22.880 --> 00:08:24.880]  不是猶太人高一點
[00:08:24.880 --> 00:08:25.880]  外邦人低一點
[00:08:25.880 --> 00:08:27.880]  也不是相反不是外邦人高一點
[00:08:27.880 --> 00:08:29.880]  然後猶太人是避免著
[00:08:29.880 --> 00:08:30.880]  是平地
[00:08:30.880 --> 00:08:33.880]  於是保羅就用了一個比喻
[00:08:33.880 --> 00:08:36.880]  我不知道大家有沒有種花種植物
[00:08:36.880 --> 00:08:37.880]  種樹
[00:08:37.880 --> 00:08:39.880]  什麼叫做移花接木
[00:08:39.880 --> 00:08:44.880]  把一些舊的枝子切掉
[00:08:44.880 --> 00:08:48.880]  然後把另一棵樹的枝子貼上去
[00:08:48.880 --> 00:08:49.880]  接住它
[00:08:49.880 --> 00:08:50.880]  有沒有試過
[00:08:50.880 --> 00:08:52.880]  有種東西吧
[00:08:52.880 --> 00:08:54.880]  不知道種了什麼出來
[00:08:54.880 --> 00:08:55.880]  因為移花接木
[00:08:55.880 --> 00:08:57.880]  他用了一個比喻
[00:08:57.880 --> 00:08:59.880]  就是橄欖樹的比喻
[00:08:59.880 --> 00:09:03.880]  大家知道這裡一棵橄欖樹
[00:09:03.880 --> 00:09:07.880]  有一部分不結果子的枝子被剪下
[00:09:07.880 --> 00:09:10.880]  然後剪下之後
[00:09:10.880 --> 00:09:14.880]  把另一棵樹野橄欖
[00:09:14.880 --> 00:09:15.880]  黃色那個
[00:09:15.880 --> 00:09:19.880]  配上原本的橄欖樹上
[00:09:19.880 --> 00:09:21.880]  保羅想說什麼呢
[00:09:21.880 --> 00:09:24.880]  他說舊因是從猶太人而出
[00:09:24.880 --> 00:09:27.880]  猶太人沒錯是一些不信主的
[00:09:27.880 --> 00:09:29.880]  就被戲絕了
[00:09:29.880 --> 00:09:30.880]  右下角
[00:09:30.880 --> 00:09:33.880]  然後上帝就把這個舊因
[00:09:33.880 --> 00:09:38.880]  向外邦人傳講
[00:09:38.880 --> 00:09:40.880]  也是按照上帝的計劃
[00:09:40.880 --> 00:09:42.880]  然後從野橄欖
[00:09:42.880 --> 00:09:44.880]  信主的外邦人
[00:09:44.880 --> 00:09:46.880]  就像野橄欖樹
[00:09:46.880 --> 00:09:50.880]  配上原本的樹幹
[00:09:50.880 --> 00:09:52.880]  所以整個樹幹
[00:09:52.880 --> 00:09:55.880]  就有本身信主的猶太人
[00:09:55.880 --> 00:09:58.880]  和信主的外邦人
[00:09:58.880 --> 00:10:00.880]  你在哪裡
[00:10:00.880 --> 00:10:03.880]  我們是野橄欖
[00:10:03.880 --> 00:10:05.880]  野橄欖
[00:10:05.880 --> 00:10:08.880]  我們被配上本身舊因的樹
[00:10:08.880 --> 00:10:10.880]  所以有些不信主
[00:10:10.880 --> 00:10:12.880]  戲絕耶穌的猶太人
[00:10:12.880 --> 00:10:14.880]  就像被剪下一樣
[00:10:14.880 --> 00:10:16.880]  再問清楚一點
[00:10:16.880 --> 00:10:18.880]  這裡有多少棵樹
[00:10:18.880 --> 00:10:19.880]  一棵樹
[00:10:19.880 --> 00:10:20.880]  不是兩棵樹
[00:10:20.880 --> 00:10:21.880]  舊因只有一棵樹
[00:10:21.880 --> 00:10:23.880]  神的子民只有一棵樹
[00:10:23.880 --> 00:10:26.880]  只有一棵
[00:10:26.880 --> 00:10:28.880]  你和我是外邦人
[00:10:28.880 --> 00:10:31.880]  我們本身在另一棵樹
[00:10:31.880 --> 00:10:33.880]  被剪下來
[00:10:33.880 --> 00:10:34.880]  在野橄欖
[00:10:34.880 --> 00:10:38.880]  然後配上了主要的樹幹
[00:10:38.880 --> 00:10:41.880]  這些移花接木的比喻
[00:10:41.880 --> 00:10:43.880]  想講什麼
[00:10:43.880 --> 00:10:45.880]  你記得我剛才講的羅馬書的背景
[00:10:45.880 --> 00:10:47.880]  就是外邦人怎麼想
[00:10:47.880 --> 00:10:49.880]  他們覺得我們就是祝福那一群
[00:10:49.880 --> 00:10:52.880]  猶太人就是被戲絕
[00:10:52.880 --> 00:10:54.880]  你看他們多慘
[00:10:54.880 --> 00:10:56.880]  所以上帝在他們的生命當中
[00:10:56.880 --> 00:10:58.880]  在猶太人的計劃當中
[00:10:58.880 --> 00:11:00.880]  就應該是遊戲結束
[00:11:00.880 --> 00:11:02.880]  本來就用這個比喻
[00:11:02.880 --> 00:11:04.880]  來跟外邦的信徒說什麼
[00:11:04.880 --> 00:11:08.880]  你們不要這麼了不起
[00:11:08.880 --> 00:11:10.880]  因為你們只是野橄欖
[00:11:10.880 --> 00:11:12.880]  被配上
[00:11:12.880 --> 00:11:18.880]  所以你們都要結出悔改的果子
[00:11:18.880 --> 00:11:20.880]  十一章第十七節
[00:11:20.880 --> 00:11:22.880]  他就講這個比喻
[00:11:22.880 --> 00:11:24.880]  若有幾斤的枝子被折下
[00:11:24.880 --> 00:11:28.880]  這裡講原本的橄欖枝子
[00:11:28.880 --> 00:11:30.880]  你外邦人
[00:11:30.880 --> 00:11:32.880]  這野橄欖
[00:11:32.880 --> 00:11:34.880]  接上去
[00:11:34.880 --> 00:11:38.880]  同享本身橄欖根的肥汁
[00:11:38.880 --> 00:11:40.880]  我們能夠生長
[00:11:40.880 --> 00:11:41.880]  為什麼
[00:11:41.880 --> 00:11:43.880]  因為本身橄欖的枝幹
[00:11:43.880 --> 00:11:46.880]  能夠使我們有生命
[00:11:46.880 --> 00:11:48.880]  你就不可向舊的枝子
[00:11:48.880 --> 00:11:50.880]  就是那些猶太人
[00:11:50.880 --> 00:11:52.880]  去誇口
[00:11:52.880 --> 00:11:54.880]  若是誇口就知道
[00:11:54.880 --> 00:11:56.880]  該知道不是你托著根
[00:11:56.880 --> 00:11:58.880]  而是根托著你
[00:11:58.880 --> 00:12:00.880]  這個很清楚
[00:12:00.880 --> 00:12:02.880]  我們是野橄欖枝子
[00:12:02.880 --> 00:12:04.880]  被配上樹幹
[00:12:04.880 --> 00:12:07.880]  不是枝子承載樹幹
[00:12:07.880 --> 00:12:08.880]  而是反過來
[00:12:08.880 --> 00:12:10.880]  樹幹來祝福枝子
[00:12:10.880 --> 00:12:12.880]  所以他說
[00:12:12.880 --> 00:12:14.880]  他們
[00:12:14.880 --> 00:12:16.880]  就是那些不信主的猶太人
[00:12:16.880 --> 00:12:18.880]  因為不信所以被折下來
[00:12:18.880 --> 00:12:20.880]  你因為信耶穌
[00:12:20.880 --> 00:12:22.880]  所以你站立得住
[00:12:22.880 --> 00:12:24.880]  你就不可自告奮勇
[00:12:24.880 --> 00:12:26.880]  戰戰兢兢
[00:12:26.880 --> 00:12:28.880]  所以對著那些外邦人
[00:12:28.880 --> 00:12:30.880]  信主的
[00:12:30.880 --> 00:12:32.880]  他們知道
[00:12:32.880 --> 00:12:34.880]  保羅說這是恩典
[00:12:34.880 --> 00:12:38.880]  但是猶太人是不是就是game over呢
[00:12:38.880 --> 00:12:39.880]  又不是
[00:12:39.880 --> 00:12:41.880]  十一章第25節
[00:12:41.880 --> 00:12:43.880]  大兄們
[00:12:43.880 --> 00:12:45.880]  我不願你們不知道這奧秘
[00:12:45.880 --> 00:12:47.880]  恐怕你們自以為聰明
[00:12:47.880 --> 00:12:49.880]  你們外邦人自以為聰明
[00:12:49.880 --> 00:12:51.880]  這奧秘就是有一部分
[00:12:51.880 --> 00:12:53.880]  以色列人是硬心不信主
[00:12:53.880 --> 00:12:57.880]  等到外邦人的數目天換了
[00:12:57.880 --> 00:12:59.880]  以色列全家都要得救
[00:12:59.880 --> 00:13:01.880]  或者這樣
[00:13:01.880 --> 00:13:03.880]  以色列全家都要得救
[00:13:03.880 --> 00:13:05.880]  原來有一個奧秘
[00:13:05.880 --> 00:13:07.880]  是繼續去unfold
[00:13:07.880 --> 00:13:09.880]  上帝的plan
[00:13:09.880 --> 00:13:11.880]  上帝自己救恩的計劃
[00:13:11.880 --> 00:13:13.880]  特別在猶太人的生命裏面
[00:13:13.880 --> 00:13:15.880]  就是不斷有一個計劃
[00:13:15.880 --> 00:13:17.880]  是unfold開展
[00:13:17.880 --> 00:13:19.880]  現在你未必知道
[00:13:19.880 --> 00:13:21.880]  但將來你就知道
[00:13:21.880 --> 00:13:23.880]  什麼時候知道
[00:13:23.880 --> 00:13:25.880]  等到外邦人信主的數目天換了
[00:13:25.880 --> 00:13:27.880]  這樣以色列全家就必得救
[00:13:27.880 --> 00:13:29.880]  這裏有一個很重要的字
[00:13:29.880 --> 00:13:31.880]  有一個連接詞
[00:13:31.880 --> 00:13:33.880]  連接詞
[00:13:33.880 --> 00:13:35.880]  可以有不同的翻譯
[00:13:35.880 --> 00:13:37.880]  和合本翻譯
[00:13:37.880 --> 00:13:39.880]  於是以色列全家得救
[00:13:39.880 --> 00:13:41.880]  新譯本翻譯
[00:13:41.880 --> 00:13:43.880]  這樣或者同樣地
[00:13:43.880 --> 00:13:45.880]  以色列家
[00:13:45.880 --> 00:13:47.880]  都要得救
[00:13:47.880 --> 00:13:49.880]  第三個翻譯
[00:13:49.880 --> 00:13:51.880]  ESV
[00:13:51.880 --> 00:13:53.880]  In this same way
[00:13:53.880 --> 00:13:55.880]  All Israel will be saved
[00:13:55.880 --> 00:13:57.880]  這裏先搞清楚
[00:13:57.880 --> 00:13:59.880]  以色列全家
[00:13:59.880 --> 00:14:01.880]  All Israel
[00:14:01.880 --> 00:14:03.880]  這句說話
[00:14:03.880 --> 00:14:05.880]  以色列全家
[00:14:05.880 --> 00:14:07.880]  經常在舊約裏面出現
[00:14:07.880 --> 00:14:09.880]  甚至兩約中間的猶太人著作都出現
[00:14:09.880 --> 00:14:11.880]  並不代表每一個猶太人
[00:14:13.880 --> 00:14:15.880]  並不代表每一個猶太人
[00:14:15.880 --> 00:14:17.880]  只不過是說
[00:14:17.880 --> 00:14:19.880]  很多猶太人
[00:14:19.880 --> 00:14:21.880]  所以你知道
[00:14:21.880 --> 00:14:23.880]  All Israel 以色列全家
[00:14:23.880 --> 00:14:25.880]  不是每一個猶太人
[00:14:25.880 --> 00:14:27.880]  只不過是一個代表性的數目
[00:14:27.880 --> 00:14:29.880]  All Israel
[00:14:29.880 --> 00:14:31.880]  好像我們今天會聚餐
[00:14:31.880 --> 00:14:33.880]  All Church
[00:14:33.880 --> 00:14:35.880]  Go to the lunch
[00:14:35.880 --> 00:14:37.880]  並不代表每一個
[00:14:37.880 --> 00:14:39.880]  可能你沒空去不到
[00:14:39.880 --> 00:14:41.880]  但整個教會去了
[00:14:41.880 --> 00:14:43.880]  同樣的意思
[00:14:43.880 --> 00:14:45.880]  並且翻譯的問題
[00:14:45.880 --> 00:14:47.880]  於是這樣
[00:14:47.880 --> 00:14:49.880]  照樣
[00:14:49.880 --> 00:14:51.880]  In the same way
[00:14:51.880 --> 00:14:53.880]  是甚麼意思
[00:14:53.880 --> 00:14:55.880]  這個連接詞重要的地方
[00:14:55.880 --> 00:14:57.880]  這個連接詞本身
[00:14:57.880 --> 00:14:59.880]  不一定代表
[00:14:59.880 --> 00:15:01.880]  時間上的先後
[00:15:01.880 --> 00:15:03.880]  不是說某件事發生了
[00:15:03.880 --> 00:15:05.880]  然後那件事才會發生
[00:15:05.880 --> 00:15:07.880]  不是A發生了之後
[00:15:07.880 --> 00:15:09.880]  然後B才會發生
[00:15:09.880 --> 00:15:11.880]  所以第一條時間線是錯的
[00:15:11.880 --> 00:15:13.880]  不是說外邦人全數都得救
[00:15:13.880 --> 00:15:15.880]  然後很多的以色列人就得救
[00:15:15.880 --> 00:15:17.880]  這個翻譯應該是
[00:15:17.880 --> 00:15:19.880]  這樣或者同樣的
[00:15:19.880 --> 00:15:21.880]  In the same manner
[00:15:21.880 --> 00:15:23.880]  In the same way
[00:15:23.880 --> 00:15:25.880]  意思是下面的時間線
[00:15:25.880 --> 00:15:27.880]  外邦人全數會得救
[00:15:27.880 --> 00:15:29.880]  包括你和我在基督裡面
[00:15:29.880 --> 00:15:31.880]  我們是計算在這個數目上
[00:15:31.880 --> 00:15:33.880]  外邦人全數會得救
[00:15:33.880 --> 00:15:35.880]  包括你和我在基督裡面
[00:15:35.880 --> 00:15:37.880]  我們是計算在這個數目上
[00:15:37.880 --> 00:15:39.880]  外邦人仍然不斷會得救
[00:15:39.880 --> 00:15:41.880]  In the same way
[00:15:41.880 --> 00:15:43.880]  In the same way
[00:15:43.880 --> 00:15:45.880]  All is will be saved
[00:15:45.880 --> 00:15:47.880]  外邦人怎樣得救
[00:15:47.880 --> 00:15:49.880]  歷史歷代因為耶穌
[00:15:49.880 --> 00:15:51.880]  相信耶穌受洗歸入基督而得救
[00:15:51.880 --> 00:15:53.880]  相信耶穌受洗歸入基督而得救
[00:15:53.880 --> 00:15:55.880]  猶太人呢
[00:15:55.880 --> 00:15:57.880]  全以色列都要得救
[00:15:57.880 --> 00:15:59.880]  就是In the same manner
[00:15:59.880 --> 00:16:01.880]  外邦人怎樣得救
[00:16:01.880 --> 00:16:03.880]  猶太人就是歷史歷代的上帝
[00:16:03.880 --> 00:16:05.880]  仍然去拯救他們
[00:16:05.880 --> 00:16:07.880]  仍然去拯救他們
[00:16:07.880 --> 00:16:09.880]  我們差不多看完羅馬書9至11章
[00:16:09.880 --> 00:16:11.880]  我們差不多看完羅馬書9至11章
[00:16:11.880 --> 00:16:13.880]  請你們聽清楚
[00:16:13.880 --> 00:16:15.880]  請你們聽清楚
[00:16:15.880 --> 00:16:17.880]  羅馬書9至11章
[00:16:17.880 --> 00:16:19.880]  沒有講過任何政治上的東西
[00:16:19.880 --> 00:16:21.880]  沒有講過1948年伊斯蘭福國等等
[00:16:21.880 --> 00:16:23.880]  沒有講過1948年伊斯蘭福國等等
[00:16:23.880 --> 00:16:25.880]  全部都是講在基督裡面
[00:16:25.880 --> 00:16:27.880]  全部都是講在基督裡面
[00:16:27.880 --> 00:16:29.880]  能夠得救
[00:16:29.880 --> 00:16:31.880]  上帝對世人是不是很多恩典
[00:16:31.880 --> 00:16:33.880]  對我們很多恩典
[00:16:33.880 --> 00:16:35.880]  我們先不講猶太人
[00:16:35.880 --> 00:16:37.880]  我們能夠被接上
[00:16:37.880 --> 00:16:39.880]  我們能夠被接上
[00:16:39.880 --> 00:16:41.880]  真鑒冷船
[00:16:41.880 --> 00:16:43.880]  成為上帝的子民
[00:16:43.880 --> 00:16:45.880]  不是因為血統
[00:16:45.880 --> 00:16:47.880]  不是因為我們有什麼好處
[00:16:47.880 --> 00:16:49.880]  而是因為耶穌所做
[00:16:49.880 --> 00:16:51.880]  我們就是
[00:16:51.880 --> 00:16:53.880]  真的以色列人
[00:16:53.880 --> 00:16:55.880]  因為不是在講ethnicity
[00:16:55.880 --> 00:16:57.880]  因為不是在講ethnicity
[00:16:57.880 --> 00:16:59.880]  是在講your faith in Christ
[00:16:59.880 --> 00:17:01.880]  是在講your faith in Christ
[00:17:01.880 --> 00:17:03.880]  是在講your faith in Christ
[00:17:03.880 --> 00:17:05.880]  我們轉去另一段經文
[00:17:05.880 --> 00:17:07.880]  加一看書第3章
[00:17:07.880 --> 00:17:09.880]  這裡講其實你們直著信
[00:17:09.880 --> 00:17:11.880]  在基督耶穌裡面
[00:17:11.880 --> 00:17:13.880]  都成為了神的兒女
