
[00:00:00.000 --> 00:00:02.720]  我們現在看伊利亞背景
[00:02:30.560 --> 00:02:33.360]  但是他死亡只是幾個月
[00:02:33.360 --> 00:02:36.640]  之後他再打敗死神
[00:02:36.640 --> 00:02:39.360]  然後他再復生
[00:02:39.360 --> 00:02:41.360]  10月來到的時候
[00:02:41.360 --> 00:02:43.360]  雨季又會到
[00:02:43.360 --> 00:02:48.480]  就代表巴力又會再復活
[00:02:48.480 --> 00:02:52.080]  所以這個也是我們需要了解的
[00:02:52.080 --> 00:02:54.880]  我們提過這幾點
[00:02:54.880 --> 00:03:03.200]  巴力最重要的權能的彰顯
[00:03:03.200 --> 00:03:05.200]  就是有雨水有金路
[00:03:05.200 --> 00:03:07.920]  掌控生死等等
[00:03:07.920 --> 00:03:09.920]  你這樣想的時候
[00:03:09.920 --> 00:03:12.480]  在這個背景下
[00:03:12.480 --> 00:03:13.760]  你就想一下
[00:03:13.760 --> 00:03:15.760]  以利亞的故事
[00:03:15.760 --> 00:03:18.640]  是不是故意說一些
[00:03:18.640 --> 00:03:22.720]  或者觸碰一些這樣的主題
[00:03:22.720 --> 00:03:26.560]  是不是刻意將這些故事
[00:03:26.560 --> 00:03:28.560]  經歷來鋪排
[00:03:28.560 --> 00:03:30.560]  以利亞所經歷的
[00:03:30.560 --> 00:03:32.560]  他作為一個神人
[00:03:32.560 --> 00:03:34.560]  作為先知
[00:03:34.560 --> 00:03:36.560]  他有的那些遇見的情況
[00:03:36.560 --> 00:03:38.560]  那些神跡的故事
[00:03:38.560 --> 00:03:40.560]  是不是跟這些事
[00:03:40.560 --> 00:03:42.560]  都有關係呢
[00:03:42.560 --> 00:03:44.560]  所以為什麼我們需要了解
[00:03:44.560 --> 00:03:46.560]  巴力的背景
[00:03:46.560 --> 00:03:48.560]  我們上次17章開始
[00:03:48.560 --> 00:03:50.560]  其實17章
[00:03:50.560 --> 00:03:52.560]  開始的時候
[00:03:52.560 --> 00:03:54.560]  只不過是以利亞突然間出現
[00:03:54.560 --> 00:03:56.560]  之前到底發生什麼事呢
[00:03:56.560 --> 00:03:58.560]  16章 列王紀嘗
[00:03:58.560 --> 00:04:00.560]  16章 這裡就交代
[00:04:00.560 --> 00:04:02.560]  阿哈王登基的時候
[00:04:02.560 --> 00:04:04.560]  做以色列王
[00:04:04.560 --> 00:04:06.560]  說些什麼呢
[00:04:06.560 --> 00:04:08.560]  跟17章很有關係
[00:04:08.560 --> 00:04:10.560]  17章其實就是一種回應
[00:04:10.560 --> 00:04:12.560]  是什麼回應呢 我們先看看
[00:04:12.560 --> 00:04:14.560]  他說
[00:04:14.560 --> 00:04:16.560]  猶大王 即是南面的王
[00:04:16.560 --> 00:04:18.560]  阿薩第38年
[00:04:18.560 --> 00:04:20.560]  暗利的兒子阿哈登基
[00:04:20.560 --> 00:04:22.560]  作以色列王
[00:04:22.560 --> 00:04:24.560]  阿哈在薩瑪利亞
[00:04:24.560 --> 00:04:26.560]  作以色列王有22年
[00:04:26.560 --> 00:04:28.560]  在薩瑪利亞
[00:04:28.560 --> 00:04:30.560]  就是北國的首都
[00:04:30.560 --> 00:04:32.560]  在哪裡呢
[00:04:32.560 --> 00:04:34.560]  就在這裡
[00:04:34.560 --> 00:04:36.560]  我們記得
[00:04:36.560 --> 00:04:38.560]  看過一些地理
[00:04:38.560 --> 00:04:40.560]  就告訴我們
[00:04:40.560 --> 00:04:42.560]  北國在中央山地的上面
[00:04:42.560 --> 00:04:44.560]  北面
[00:04:44.560 --> 00:04:46.560]  南國猶大就在耶路撒冷
[00:04:46.560 --> 00:04:48.560]  作為京都的
[00:04:48.560 --> 00:04:50.560]  猶大的山地
[00:04:50.560 --> 00:04:52.560]  所以在北國
[00:04:52.560 --> 00:04:54.560]  的歷史裡面
[00:04:54.560 --> 00:04:56.560]  由耶路撒冷開始
[00:04:56.560 --> 00:04:58.560]  到阿哈
[00:04:58.560 --> 00:05:00.560]  搬過幾次首都
[00:05:00.560 --> 00:05:02.560]  最後第三次
[00:05:02.560 --> 00:05:04.560]  搬到薩瑪利亞
[00:05:04.560 --> 00:05:06.560]  在薩瑪利亞
[00:05:06.560 --> 00:05:08.560]  他就作王了
[00:05:08.560 --> 00:05:10.560]  然後就交代
[00:05:10.560 --> 00:05:12.560]  他的政績
[00:05:12.560 --> 00:05:14.560]  這些都是獵王紀的
[00:05:14.560 --> 00:05:16.560]  格式
[00:05:16.560 --> 00:05:18.560]  這些所謂的
[00:05:18.560 --> 00:05:20.560]  Royal Record
[00:05:20.560 --> 00:05:22.560]  就是一些
[00:05:22.560 --> 00:05:24.560]  國王
[00:05:24.560 --> 00:05:26.560]  或者
[00:05:26.560 --> 00:05:28.560]  皇室的
[00:05:28.560 --> 00:05:30.560]  紀錄
[00:05:30.560 --> 00:05:32.560]  暗利的兒子阿哈
[00:05:32.560 --> 00:05:34.560]  行爺華
[00:05:34.560 --> 00:05:36.560]  比以前的所有的王更加嚴重
[00:05:36.560 --> 00:05:38.560]  他就犯了
[00:05:38.560 --> 00:05:40.560]  利伯的兒子
[00:05:40.560 --> 00:05:42.560]  耶羅伯安
[00:05:42.560 --> 00:05:44.560]  就是第一個北國的王
[00:05:44.560 --> 00:05:46.560]  所犯的罪
[00:05:46.560 --> 00:05:48.560]  患當作是小事
[00:05:48.560 --> 00:05:50.560]  就娶了西頓王
[00:05:50.560 --> 00:05:52.560]  海巴力的女兒
[00:05:52.560 --> 00:05:54.560]  夜死別
[00:05:54.560 --> 00:05:56.560]  為妻去侍奉巴力
[00:05:56.560 --> 00:05:58.560]  敬拜他
[00:05:58.560 --> 00:06:00.560]  不單止這樣
[00:06:00.560 --> 00:06:02.560]  就建巴力廟
[00:06:02.560 --> 00:06:04.560]  在廟裡面
[00:06:04.560 --> 00:06:06.560]  為巴力去祝壇
[00:06:06.560 --> 00:06:08.560]  阿哈也做
[00:06:08.560 --> 00:06:10.560]  亞瑟拉
[00:06:10.560 --> 00:06:12.560]  你記得我們在背景上講過
[00:06:12.560 --> 00:06:14.560]  在巴力神話裡面
[00:06:14.560 --> 00:06:16.560]  他是母神
[00:06:16.560 --> 00:06:18.560]  就是母神
[00:06:18.560 --> 00:06:20.560]  他所做的就是
[00:06:20.560 --> 00:06:22.560]  耶和華以色列的上帝法老
[00:06:22.560 --> 00:06:24.560]  比他以前所有的以色列王更甚
[00:06:24.560 --> 00:06:26.560]  阿哈的
[00:06:26.560 --> 00:06:28.560]  兒子伯特利人
[00:06:28.560 --> 00:06:30.560]  希伊娜
[00:06:30.560 --> 00:06:32.560]  從修
[00:06:32.560 --> 00:06:34.560]  耶利哥
[00:06:34.560 --> 00:06:36.560]  納根基的時候就喪了長子亞比蘭
[00:06:36.560 --> 00:06:38.560]  安門的時候就喪了
[00:06:38.560 --> 00:06:40.560]  幼子西閣
[00:06:40.560 --> 00:06:42.560]  正如耶和華直至亂的兒子
[00:06:42.560 --> 00:06:44.560]  約瑟雅所說的話
[00:06:44.560 --> 00:06:46.560]  在這裡就記錄了
[00:06:46.560 --> 00:06:48.560]  用一個很典型的格式
[00:06:48.560 --> 00:06:50.560]  每一個王
[00:06:50.560 --> 00:06:52.560]  記錄了他什麼時候作王
[00:06:52.560 --> 00:06:54.560]  然後就作一個評估
[00:06:54.560 --> 00:06:56.560]  就是說這個王的
[00:06:56.560 --> 00:06:58.560]  他的政績
[00:06:58.560 --> 00:07:00.560]  他的政策等等
[00:07:00.560 --> 00:07:02.560]  很多時候作者就會說
[00:07:02.560 --> 00:07:04.560]  這個王
[00:07:04.560 --> 00:07:06.560]  犯了什麼錯
[00:07:06.560 --> 00:07:08.560]  所以為什麼到最後
[00:07:08.560 --> 00:07:10.560]  那個國家就覆亡
[00:07:10.560 --> 00:07:12.560]  所以這個就是
[00:07:12.560 --> 00:07:14.560]  歷史書
[00:07:14.560 --> 00:07:16.560]  或者列王紀有的
[00:07:16.560 --> 00:07:18.560]  特別的一個format
[00:07:18.560 --> 00:07:20.560]  或者按照猶太人的
[00:07:20.560 --> 00:07:22.560]  聖經
[00:07:22.560 --> 00:07:24.560]  猶太人的Torah
[00:07:24.560 --> 00:07:26.560]  他就沒有歷史書
[00:07:26.560 --> 00:07:28.560]  這一部分
[00:07:28.560 --> 00:07:30.560]  所以我們今天叫歷史書
[00:07:30.560 --> 00:07:32.560]  他們叫做先知書
[00:07:32.560 --> 00:07:34.560]  列王紀上下
[00:07:34.560 --> 00:07:36.560]  就是他們所謂的先知書
[00:07:36.560 --> 00:07:38.560]  就是前先知書
[00:07:38.560 --> 00:07:40.560]  我們今天叫的先知書
[00:07:40.560 --> 00:07:42.560]  以塞亞 耶利米 俄西亞
[00:07:42.560 --> 00:07:44.560]  等等
[00:07:44.560 --> 00:07:46.560]  那些叫做後先知書
[00:07:46.560 --> 00:07:48.560]  為什麼叫做先知書
[00:07:48.560 --> 00:07:50.560]  Prophetic Books 明明是講歷史
[00:07:50.560 --> 00:07:52.560]  因為這些歷史的記載
[00:07:52.560 --> 00:07:54.560]  不是純粹記載一些事實
[00:07:54.560 --> 00:07:56.560]  而是去評估
[00:07:56.560 --> 00:07:58.560]  和作一些先知的宣告
[00:07:58.560 --> 00:08:00.560]  因為先知就是
[00:08:00.560 --> 00:08:02.560]  站在神
[00:08:02.560 --> 00:08:04.560]  與神的子民中間
[00:08:04.560 --> 00:08:06.560]  他很多時候就是做那個
[00:08:06.560 --> 00:08:08.560]  prosecutor
[00:08:08.560 --> 00:08:10.560]  就是那個檢控官
[00:08:10.560 --> 00:08:12.560]  就是神和以色列人中間
[00:08:12.560 --> 00:08:14.560]  是有約的
[00:08:14.560 --> 00:08:16.560]  每逢這些以色列人
[00:08:16.560 --> 00:08:18.560]  走在正路上
[00:08:18.560 --> 00:08:20.560]  才會被
[00:08:20.560 --> 00:08:22.560]  宣告
[00:08:22.560 --> 00:08:24.560]  但更多時候
[00:08:24.560 --> 00:08:26.560]  神的子民走來
[00:08:26.560 --> 00:08:28.560]  猜答錯的時候
[00:08:28.560 --> 00:08:30.560]  先知就好像那個檢控官
[00:08:30.560 --> 00:08:32.560]  拿著上帝的約書
[00:08:32.560 --> 00:08:34.560]  去到神的子民面前
[00:08:34.560 --> 00:08:36.560]  來指責他們
[00:08:36.560 --> 00:08:38.560]  希望他們能夠悔改
[00:08:38.560 --> 00:08:40.560]  來迴轉
[00:08:40.560 --> 00:08:42.560]  所以我們每個人都需要先知
[00:08:42.560 --> 00:08:44.560]  在我們心靈裏面需要先知
[00:08:44.560 --> 00:08:46.560]  國家也需要先知
[00:08:46.560 --> 00:08:48.560]  社會裏面需要有先知的聲音
[00:08:48.560 --> 00:08:50.560]  等等
[00:08:50.560 --> 00:08:52.560]  所以這個就是一個很典型的
[00:08:52.560 --> 00:08:54.560]  其實是一個先知的
[00:08:54.560 --> 00:08:56.560]  一種評估
[00:08:56.560 --> 00:08:58.560]  在約的
[00:08:58.560 --> 00:09:00.560]  關係下
[00:09:00.560 --> 00:09:02.560]  作出一些評價
[00:09:02.560 --> 00:09:04.560]  阿哈王比其他王更甚
[00:09:04.560 --> 00:09:06.560]  因為這個緣故
[00:09:06.560 --> 00:09:08.560]  所以在
[00:09:08.560 --> 00:09:10.560]  新命記經常說到
[00:09:10.560 --> 00:09:12.560]  約書的時候
[00:09:12.560 --> 00:09:14.560]  上帝與以色列人納約
[00:09:14.560 --> 00:09:16.560]  與神的子民納約
[00:09:16.560 --> 00:09:18.560]  神的子民
[00:09:18.560 --> 00:09:20.560]  走得正站得正的時候
[00:09:20.560 --> 00:09:22.560]  就有祝福
[00:09:22.560 --> 00:09:24.560]  但如果他們走猜答錯
[00:09:24.560 --> 00:09:26.560]  特別是敬拜別神的時候
[00:09:26.560 --> 00:09:28.560]  就會有咒詛
[00:09:28.560 --> 00:09:30.560]  咒詛在新命記最後幾章
[00:09:30.560 --> 00:09:32.560]  講到咒詛的時候
[00:09:32.560 --> 00:09:34.560]  其中一種咒詛
[00:09:34.560 --> 00:09:36.560]  就是沒有雨水
[00:09:36.560 --> 00:09:38.560]  就是上帝不會再按照他的恩典
[00:09:38.560 --> 00:09:40.560]  按照他的信實
[00:09:40.560 --> 00:09:42.560]  降雨在地上
[00:09:42.560 --> 00:09:44.560]  因為新命記開頭也說到
[00:09:44.560 --> 00:09:46.560]  這個迦南地
[00:09:46.560 --> 00:09:48.560]  其實是一個
[00:09:48.560 --> 00:09:50.560]  靠著天上來的雨水
[00:09:50.560 --> 00:09:52.560]  來維生
[00:09:52.560 --> 00:09:54.560]  上帝說
[00:09:54.560 --> 00:09:56.560]  如果你是忠於我所約的話
[00:09:56.560 --> 00:09:58.560]  我就會降雨
[00:09:58.560 --> 00:10:00.560]  如果你不忠於我的約
[00:10:00.560 --> 00:10:02.560]  我就會將雨水收起
[00:10:02.560 --> 00:10:04.560]  因為上帝才是操控雨水的那個
[00:10:04.560 --> 00:10:06.560]  這個情況
[00:10:06.560 --> 00:10:08.560]  在阿哈裡面
[00:10:08.560 --> 00:10:10.560]  就更甚了
[00:10:10.560 --> 00:10:12.560]  因為他都侍奉巴力
[00:10:12.560 --> 00:10:14.560]  又將夜洗別取過來
[00:10:14.560 --> 00:10:16.560]  夜洗別從哪裡來的呢
[00:10:16.560 --> 00:10:18.560]  西頓王的女兒
[00:10:18.560 --> 00:10:20.560]  她是西頓的公主
[00:10:20.560 --> 00:10:22.560]  西頓就在這裡
[00:10:22.560 --> 00:10:24.560]  之前我們講過
[00:10:24.560 --> 00:10:26.560]  如何知道巴力的宗教
[00:10:26.560 --> 00:10:28.560]  是講什麼的
[00:10:28.560 --> 00:10:30.560]  背景是從哪裡來的
[00:10:30.560 --> 00:10:32.560]  就是在這些海灣
[00:10:32.560 --> 00:10:34.560]  一連串的有心的海灣
[00:10:34.560 --> 00:10:36.560]  我們叫做菲尼基拉
[00:10:36.560 --> 00:10:38.560]  那裡有很多很出名的海港
[00:10:38.560 --> 00:10:40.560]  其中一個海港
[00:10:40.560 --> 00:10:42.560]  我們知道有巴力的神話出土
[00:10:42.560 --> 00:10:44.560]  就是烏加列
[00:10:44.560 --> 00:10:46.560]  這個地方
[00:10:46.560 --> 00:10:48.560]  烏加列
[00:10:48.560 --> 00:10:50.560]  就是在菲尼基地最北面的一個大海港
[00:10:50.560 --> 00:10:52.560]  下面南面
[00:10:52.560 --> 00:10:54.560]  就是我們經常在舊約聖經裡面會看到的
[00:10:54.560 --> 00:10:56.560]  兩個海港
[00:10:56.560 --> 00:10:58.560]  就是西頓和推羅
[00:10:58.560 --> 00:11:00.560]  在伊利亞的故事裡面
[00:11:00.560 --> 00:11:02.560]  也有提到
[00:11:02.560 --> 00:11:04.560]  他在阿哈
[00:11:04.560 --> 00:11:06.560]  在這裡
[00:11:06.560 --> 00:11:08.560]  以色列的國度
[00:11:08.560 --> 00:11:10.560]  和京度
[00:11:10.560 --> 00:11:12.560]  然後他就和
[00:11:12.560 --> 00:11:14.560]  西頓的公主
[00:11:14.560 --> 00:11:16.560]  去成親
[00:11:16.560 --> 00:11:18.560]  在舊約近東的背景裡面
[00:11:18.560 --> 00:11:20.560]  成親
[00:11:20.560 --> 00:11:22.560]  或者
[00:11:22.560 --> 00:11:24.560]  娶過
[00:11:24.560 --> 00:11:26.560]  其他的公主過來
[00:11:26.560 --> 00:11:28.560]  有些是我們華人
[00:11:28.560 --> 00:11:30.560]  以前的西施
[00:11:30.560 --> 00:11:32.560]  等等的故事
[00:11:32.560 --> 00:11:34.560]  娶了過來的原因
[00:11:34.560 --> 00:11:36.560]  主要是外交
[00:11:36.560 --> 00:11:38.560]  和經濟
[00:11:38.560 --> 00:11:40.560]  所以
[00:11:40.560 --> 00:11:42.560]  如果你看地圖
[00:11:42.560 --> 00:11:44.560]  北角
[00:11:44.560 --> 00:11:46.560]  以色列在這裡
[00:11:46.560 --> 00:11:48.560]  他們就需要
[00:11:48.560 --> 00:11:50.560]  如果要將
[00:11:50.560 --> 00:11:52.560]  更多的收入
[00:11:52.560 --> 00:11:54.560]  更多的錢
[00:11:54.560 --> 00:11:56.560]  能夠去分享的話
[00:11:56.560 --> 00:11:58.560]  他們就需要
[00:11:58.560 --> 00:12:00.560]  北角就需要上面的海灣的錢
[00:12:00.560 --> 00:12:02.560]  所以和他們結親
[00:12:02.560 --> 00:12:04.560]  是很自然的事
[00:12:04.560 --> 00:12:06.560]  非常自然
[00:12:06.560 --> 00:12:08.560]  你要發展
[00:12:08.560 --> 00:12:10.560]  你要擴張你的以色列
[00:12:10.560 --> 00:12:12.560]  事實上阿哈就是
[00:12:12.560 --> 00:12:14.560]  列王裡面
[00:12:14.560 --> 00:12:16.560]  擴張的
[00:12:16.560 --> 00:12:18.560]  國度最多
[00:12:18.560 --> 00:12:20.560]  最大的一個國王
[00:12:20.560 --> 00:12:22.560]  他和他父王
[00:12:22.560 --> 00:12:24.560]  暗利
[00:12:24.560 --> 00:12:26.560]  特別是暗利也是很出名的
[00:12:26.560 --> 00:12:28.560]  所以在京外文獻
[00:12:28.560 --> 00:12:30.560]  都有提過暗利和阿哈
[00:12:30.560 --> 00:12:32.560]  特別是亞述的文獻
[00:12:32.560 --> 00:12:34.560]  為什麼他們這麼富強
[00:12:34.560 --> 00:12:36.560]  因為他們就要靠
[00:12:36.560 --> 00:12:38.560]  這些海港
[00:12:38.560 --> 00:12:40.560]  在以色列這邊沒有什麼大的海港
[00:12:40.560 --> 00:12:42.560]  沒有天然深的海港
[00:12:42.560 --> 00:12:44.560]  上面深的海港就是在菲利基
[00:12:44.560 --> 00:12:46.560]  所以他們就是
[00:12:46.560 --> 00:12:48.560]  菲利基的人或者在海港的人
[00:12:48.560 --> 00:12:50.560]  就是去操控著
[00:12:50.560 --> 00:12:52.560]  操控著
[00:12:52.560 --> 00:12:54.560]  東地中海的
[00:12:54.560 --> 00:12:56.560]  所有的貿易
[00:12:56.560 --> 00:12:58.560]  既然沒有海灣
[00:12:58.560 --> 00:13:00.560]  自然就需要去結親
[00:13:00.560 --> 00:13:02.560]  就要和西頓結親
[00:13:02.560 --> 00:13:04.560]  當然不同的時代
[00:13:04.560 --> 00:13:06.560]  有不同的政策
[00:13:06.560 --> 00:13:08.560]  在這個時代的政策似乎就是
[00:13:08.560 --> 00:13:10.560]  你和他結親的時候就要將他的宗教
[00:13:10.560 --> 00:13:12.560]  帶進來
[00:13:12.560 --> 00:13:14.560]  所以他就
[00:13:14.560 --> 00:13:16.560]  很出力的將巴力的宗教
[00:13:16.560 --> 00:13:18.560]  西頓啊
[00:13:18.560 --> 00:13:20.560]  推羅啊
[00:13:20.560 --> 00:13:22.560]  菲利基的這些假神
[00:13:22.560 --> 00:13:24.560]  帶進來以色列國

