
[00:00:00.000 --> 00:00:03.040]  上一集我們講到在鑒嵐山
[00:02:43.280 --> 00:02:45.280]  之後在715年的時候
[00:02:45.280 --> 00:02:48.800]  在南邊建造了另一個大的清真寺
[00:02:48.800 --> 00:02:51.120]  叫做阿克薩
[00:02:51.120 --> 00:02:54.560]  Al-Aqsa的意思是遙遠
[00:02:54.560 --> 00:02:57.840]  在伊斯蘭的傳統裡面
[00:02:57.840 --> 00:03:01.200]  穆罕默德在這裏夜間升天
[00:03:01.200 --> 00:03:03.840]  另外你要留意的就是一個很大的石平台
[00:03:03.840 --> 00:03:06.400]  這個叫做聖殿山
[00:03:06.400 --> 00:03:07.600]  Temple Mount
[00:03:07.600 --> 00:03:11.120]  或者伊斯蘭教徒會叫做Al-Aqsa
[00:03:11.120 --> 00:03:14.320]  西面是488米長
[00:03:14.320 --> 00:03:16.560]  東面也是有400多米長
[00:03:16.560 --> 00:03:20.480]  南北面分別有200-300米長
[00:03:20.480 --> 00:03:23.760]  總共有144,000平方米
[00:03:23.760 --> 00:03:27.600]  等於20個足球場
[00:03:27.600 --> 00:03:31.520]  或者27個美式足球場
[00:03:31.520 --> 00:03:33.920]  這是一個很大的平台
[00:03:33.920 --> 00:03:37.920]  多德在2000年之前是大希律王
[00:03:37.920 --> 00:03:39.280]  他執政的時候
[00:03:39.280 --> 00:03:43.040]  作為羅馬帝國授權的猶太人王
[00:03:43.040 --> 00:03:44.880]  他大興土木
[00:03:44.880 --> 00:03:46.480]  然後擴建聖殿
[00:03:46.480 --> 00:03:51.760]  在這個平台下面加造了很多羅馬人很出名的拱門
[00:03:51.760 --> 00:03:54.800]  去頂著這個平台
[00:03:54.800 --> 00:03:57.200]  這個平台是一個很大的平台
[00:03:57.200 --> 00:03:58.560]  容納了很多人
[00:03:58.560 --> 00:04:00.320]  聖殿的歷史是怎樣的呢?
[00:04:00.320 --> 00:04:02.080]  當時第一世紀耶穌的時代
[00:04:02.080 --> 00:04:05.280]  人對聖殿是讚口不絕的
[00:04:05.280 --> 00:04:07.280]  其實在羅馬帝國裡面
[00:04:07.280 --> 00:04:08.880]  是舉世聞名的
[00:04:08.880 --> 00:04:10.480]  猶太人甚至說
[00:04:10.480 --> 00:04:12.800]  你沒有見過這個聖殿
[00:04:12.800 --> 00:04:16.320]  你是從來沒有見過美妙的建築
[00:04:16.320 --> 00:04:19.920]  這裡被形容為人間裡面最偉大的工程
[00:04:19.920 --> 00:04:22.400]  事實上在現代之前
[00:04:22.400 --> 00:04:24.960]  這個真的是數一數二
[00:04:24.960 --> 00:04:28.800]  人造的一個大的建築物
[00:04:28.800 --> 00:04:33.200]  其實猶太教跟其他外邦的宗教有很大分別
[00:04:33.200 --> 00:04:35.920]  就是猶太教只有一個聖所
[00:04:35.920 --> 00:04:38.960]  所以很多資源都集中在這個聖殿裡面
[00:04:38.960 --> 00:04:43.120]  甚至猶太人會認為這是萬夫莫敵
[00:04:43.120 --> 00:04:45.120]  就是永遠不會滅亡的
[00:04:45.120 --> 00:04:47.120]  神一定會捍衛的一個地方
[00:04:47.120 --> 00:04:49.120]  因為上帝的名字就在這裡
[00:04:49.120 --> 00:04:50.320]  到了耶穌的時候
[00:04:50.320 --> 00:04:52.960]  聖殿已經有幾十年的歷史了
[00:04:52.960 --> 00:04:55.120]  難怪我們看福音書的時候
[00:04:55.120 --> 00:04:58.720]  門徒從加利利來到地老山首節
[00:04:58.720 --> 00:05:01.680]  他們就指著石頭讚不絕口
[00:05:01.680 --> 00:05:06.160]  好幾年前 UCLA 有一個團隊做了一個電腦的模型
[00:05:06.160 --> 00:05:10.000]  我認為這個電腦模型是非常準確的
[00:05:10.000 --> 00:05:13.280]  是由南面上去耶路撒冷
[00:05:13.280 --> 00:05:14.800]  看到的景象
[00:05:14.800 --> 00:05:18.640]  這個立體動畫是十年前製作的
[00:05:18.640 --> 00:05:21.680]  所以解像度是比較低一點
[00:05:21.680 --> 00:05:23.680]  我們已經盡量提升了
[00:05:23.680 --> 00:05:29.360]  你可以想像一個朝聖者從南面大衛城
[00:05:29.360 --> 00:05:32.800]  一直攀上去耶路撒冷的聖殿
[00:05:32.800 --> 00:05:36.080]  我們看到前面這個聖殿山
[00:05:36.080 --> 00:05:41.360]  是一個多麼的震撼和偉大的建築
[00:05:41.360 --> 00:05:44.640]  前面我們看到一個很大的樓梯
[00:05:44.640 --> 00:05:46.640]  就是上到聖殿山的上面
[00:05:46.640 --> 00:05:51.600]  我們前面下面的石板街
[00:05:51.600 --> 00:05:53.200]  兩邊都是商舖
[00:05:53.200 --> 00:05:57.520]  可以兌換銀錢和買祭物
[00:05:57.520 --> 00:06:03.280]  接著樓梯上去就真的上到聖殿山
[00:06:03.280 --> 00:06:06.080]  現在這個地方叫做外邦人園
[00:06:06.080 --> 00:06:08.080]  外邦人只能夠去到這個地方
[00:06:08.080 --> 00:06:10.480]  不可以再繼續親近神
[00:06:10.480 --> 00:06:12.880]  再轉過來南面這個地方
[00:06:12.880 --> 00:06:14.480]  聖殿山很有名的
[00:06:14.480 --> 00:06:16.480]  叫做 Royal Stuart
[00:06:16.480 --> 00:06:19.040]  是一個有瓦遮頭的地方
[00:06:19.040 --> 00:06:24.560]  很多的雲石的石柱頂著
[00:06:24.560 --> 00:06:29.680]  整個聖殿山的平台都是露天的會堂
[00:06:29.680 --> 00:06:35.600]  有不少猶太人的拉比會早早的去祈禱
[00:06:35.600 --> 00:06:37.600]  去讚美、敬拜
[00:06:37.600 --> 00:06:39.600]  甚至去聽道
[00:06:39.600 --> 00:06:44.800]  有很多福音書的情節都是在這種環境發生
[00:06:44.800 --> 00:06:48.720]  包括耶穌經常去聖殿教導人
[00:06:48.720 --> 00:06:51.440]  現在我們上到聖殿的西南角
[00:06:51.440 --> 00:06:53.040]  這裡有一個祭司
[00:06:53.040 --> 00:06:56.400]  有一個地方刻著說這裡是摧國的地方
[00:06:56.400 --> 00:06:58.720]  去通知城裡面的人
[00:06:58.720 --> 00:07:00.240]  聽到報國聲的時候就知道
[00:07:00.240 --> 00:07:02.240]  Shabbat 到了
[00:07:02.240 --> 00:07:05.440]  看完剛才那麼偉大的聖殿的時候
[00:07:05.440 --> 00:07:08.560]  每一個朝聖者從橄欖山一直下山
[00:07:08.560 --> 00:07:09.840]  要進入耶路撒冷的時候
[00:07:09.840 --> 00:07:11.840]  那種興奮和期待
[00:07:11.840 --> 00:07:14.960]  但是耶穌在橄欖山騎驢下山
[00:07:14.960 --> 00:07:17.440]  進入聖殿面對聖殿的時候
[00:07:17.440 --> 00:07:20.480]  祂就說了一些很嚇人的話
[00:07:20.480 --> 00:07:23.280]  路加方第十九章四十一節
[00:07:23.280 --> 00:07:25.920]  耶穌快到耶路撒冷看見城
[00:07:25.920 --> 00:07:27.920]  就為他哀哭說
[00:07:27.920 --> 00:07:31.520]  巴不得你在這日子知道關係你平安的事
[00:07:31.520 --> 00:07:34.240]  無奈這是現在是隱藏的
[00:07:34.240 --> 00:07:36.000]  叫你的眼看不出來
[00:07:36.000 --> 00:07:39.360]  因為日子將到你的仇敵必捉起土裡
[00:07:39.360 --> 00:07:41.760]  周圍環繞你四面要困住你
[00:07:41.760 --> 00:07:44.240]  並且要去掃滅你和你裡頭的兒女
[00:07:44.240 --> 00:07:46.720]  連一塊石頭也不留在石頭上
[00:07:46.720 --> 00:07:49.760]  因你不知道眷顧你的時候
[00:07:49.760 --> 00:07:52.240]  路加記載這一段
[00:07:52.240 --> 00:07:54.240]  主耶穌騎著驢
[00:07:54.240 --> 00:07:57.600]  在橄欖山的半山面對耶路撒冷的時候
[00:07:57.600 --> 00:08:00.480]  說出了一個哀嘆的訊息
[00:08:00.480 --> 00:08:04.800]  聖殿將會在一代之內被審判
[00:08:04.800 --> 00:08:10.880]  預言羅馬軍隊在主后七十年將聖殿毀滅
[00:08:10.880 --> 00:08:13.840]  這裡有一所教堂叫做Dominus Flavit
[00:08:13.840 --> 00:08:17.920]  中文翻譯叫做主哭耶經堂
[00:08:17.920 --> 00:08:20.320]  就是主入堂
[00:08:20.320 --> 00:08:24.400]  教堂的外形你覺得像什麼呢?
[00:08:24.400 --> 00:08:26.880]  就像眼淚的形狀
[00:08:26.880 --> 00:08:29.760]  一滴的眼淚
[00:08:29.760 --> 00:08:31.600]  當我們進入城的時候
[00:08:31.600 --> 00:08:32.960]  福音書就這樣記載了
[00:08:32.960 --> 00:08:34.640]  馬科第十一章
[00:08:34.640 --> 00:08:36.880]  他們來到耶路撒冷
[00:08:36.880 --> 00:08:38.880]  耶穌進了聖殿
[00:08:38.880 --> 00:08:41.600]  就趕出殿裡面做買賣的人
[00:08:41.600 --> 00:08:44.400]  推倒兌換銀錢的人的桌子
[00:08:44.400 --> 00:08:47.040]  和賣甲子之人的凳子
[00:08:47.040 --> 00:08:49.200]  也不許人拿器具
[00:08:49.200 --> 00:08:50.640]  送電鋁經過
[00:08:50.640 --> 00:08:52.080]  便教訓他們說
[00:08:52.080 --> 00:08:53.600]  經上不事記著
[00:08:53.600 --> 00:08:57.040]  我的電必稱為萬國禱告的電
[00:08:57.040 --> 00:09:00.240]  你們都使它成為賊窩了
[00:09:00.240 --> 00:09:02.160]  祭司長和民事聽見者說
[00:09:02.160 --> 00:09:05.120]  想法是想去除滅耶穌
[00:09:05.120 --> 00:09:06.000]  但又怕他
[00:09:06.000 --> 00:09:07.520]  因為太多人跟隨他
[00:09:07.520 --> 00:09:09.120]  他有民眾的力量
[00:09:09.120 --> 00:09:12.160]  因為民眾都稀奇他的教訓
[00:09:12.160 --> 00:09:14.800]  每天晚上耶穌出城去
[00:09:14.800 --> 00:09:17.680]  這個所謂耶穌潔淨聖殿的故事
[00:09:17.680 --> 00:09:19.280]  四福音都有記載
[00:09:19.280 --> 00:09:21.600]  聖殿裡面有買賣
[00:09:21.600 --> 00:09:22.640]  那你就問
[00:09:22.640 --> 00:09:24.400]  有什麼大不了
[00:09:24.400 --> 00:09:26.560]  然後我們可以再問
[00:09:26.560 --> 00:09:28.720]  到底出了什麼問題
[00:09:28.720 --> 00:09:31.680]  然後耶穌做的事情有什麼意思
[00:09:31.680 --> 00:09:45.920]  (音樂)
[00:09:45.920 --> 00:09:47.840]  到底買賣有什麼大不了
[00:09:47.840 --> 00:09:49.200]  其實沒有什麼大不了
[00:09:49.200 --> 00:09:51.280]  其實有實際的需要
[00:09:51.280 --> 00:09:52.240]  因為你想想
[00:09:52.240 --> 00:09:54.480]  如果我是外地來的朝聖者
[00:09:54.480 --> 00:09:56.000]  在加利利或者更遠地方
[00:09:56.000 --> 00:09:57.760]  來到野口山朝聖的時候
[00:09:57.760 --> 00:10:00.240]  我起碼要走幾天的路程
[00:10:00.240 --> 00:10:01.040]  至少
[00:10:01.040 --> 00:10:04.720]  如果我帶著獻祭的羊、牛等等
[00:10:04.720 --> 00:10:07.600]  如果中途很容易會有損傷
[00:10:07.600 --> 00:10:10.080]  來到野口山我就不能夠獻祭
[00:10:10.080 --> 00:10:11.040]  所以呢
[00:10:11.040 --> 00:10:14.640]  律法書也有一些實際的安排
[00:10:14.640 --> 00:10:16.560]  生命記第十四章
[00:10:16.560 --> 00:10:19.440]  當然會說你的神賜福給你們的時候
[00:10:19.440 --> 00:10:21.040]  你進到迦南地
[00:10:21.040 --> 00:10:24.880]  耶和華神就會選擇立他名的地方
[00:10:24.880 --> 00:10:26.880]  如果離你們太遠的話
[00:10:26.880 --> 00:10:28.160]  那個路太長
[00:10:28.160 --> 00:10:31.280]  就使你不能夠將祭物帶到那裡
[00:10:31.280 --> 00:10:32.320]  第二十五節
[00:10:32.320 --> 00:10:34.400]  他說你就可以換成銀紙
[00:10:34.400 --> 00:10:36.480]  將銀紙包起來
[00:10:36.480 --> 00:10:37.440]  拿在手上
[00:10:37.440 --> 00:10:40.720]  然後做去耶和華神所選擇的地方
[00:10:40.720 --> 00:10:42.240]  耶路撒冷聖殿
[00:10:42.240 --> 00:10:44.480]  你就用你所帶來的銀紙
[00:10:44.480 --> 00:10:46.960]  隨心所欲地買祭物牛羊
[00:10:46.960 --> 00:10:48.560]  或者買清酒、龍酒
[00:10:48.560 --> 00:10:50.080]  隨心所願
[00:10:50.080 --> 00:10:52.080]  然後你跟你的家屬在耶和華面前
[00:10:52.080 --> 00:10:54.080]  就可以在愛快樂的境拜
[00:10:54.080 --> 00:10:57.600]  這裡講到遠地來到朝聖的人
[00:10:57.600 --> 00:10:58.960]  可以帶著銀紙
[00:10:58.960 --> 00:11:01.760]  或者當時古代所謂的銀錠
[00:11:01.760 --> 00:11:03.440]  Silver Ingots
[00:11:03.440 --> 00:11:05.360]  來到耶路撒冷
[00:11:05.360 --> 00:11:08.800]  就將這些銀紙換成祭物
[00:11:08.800 --> 00:11:10.160]  他們能夠去境拜
[00:11:10.160 --> 00:11:13.600]  這些都是銀錠
[00:11:13.600 --> 00:11:17.440]  在不同的位置可以找到的
[00:11:17.440 --> 00:11:20.640]  到了巴比倫時期之後
[00:11:20.640 --> 00:11:24.880]  中東就開始通用一些錢幣了
[00:11:24.880 --> 00:11:26.480]  在波斯時期
[00:11:26.480 --> 00:11:29.760]  這些錢幣叫做猶大幣
[00:11:29.760 --> 00:11:31.200]  Yehu Coin
[00:11:31.200 --> 00:11:35.200]  你看到這些小錢幣上面刻了阿蘭文
[00:11:35.200 --> 00:11:36.960]  代表猶大省
[00:11:36.960 --> 00:11:39.040]  阿蘭文叫做Yehu
[00:11:39.040 --> 00:11:40.560]  Y-H-D
[00:11:40.560 --> 00:11:44.320]  幣上面有時候是一些動物
[00:11:44.320 --> 00:11:46.160]  或者有時候是一些花
[00:11:46.160 --> 00:11:48.880]  這裡所看到的就是百合花
[00:11:48.880 --> 00:11:51.120]  到了一世紀的時候
[00:11:51.120 --> 00:11:55.600]  當時耶路撒冷的聖殿當局規定
[00:11:55.600 --> 00:12:02.000]  要用當時通行的所謂推羅銀幣
[00:12:02.000 --> 00:12:03.600]  Tyrant Shackle
[00:12:03.600 --> 00:12:05.760]  推羅就是以色列北面
[00:12:05.760 --> 00:12:09.440]  推羅西頓等等這些大的海港
[00:12:09.440 --> 00:12:11.200]  當時是紅霸著地中海
[00:12:11.200 --> 00:12:13.680]  所謂海運貿易的大海港
[00:12:13.680 --> 00:12:16.080]  就是今天黎巴嫩一帶的地方
[00:12:16.080 --> 00:12:19.040]  所以當時推羅的銀幣
[00:12:19.040 --> 00:12:20.400]  純度是最高的
[00:12:20.400 --> 00:12:22.560]  也是風行世界的
[00:12:22.560 --> 00:12:25.120]  所以兌換銀錢是一些很實際的需要
[00:12:25.120 --> 00:12:27.680]  其實律法書也是這樣允許的
[00:12:27.680 --> 00:12:28.320]  因為你想想
[00:12:28.320 --> 00:12:30.480]  如果朝聖者從不同的國家
[00:12:30.480 --> 00:12:31.920]  不同地方來到的時候
[00:12:31.920 --> 00:12:34.480]  他就拿著不同的錢幣
[00:12:34.480 --> 00:12:35.680]  不同的貨幣
[00:12:35.680 --> 00:12:38.000]  你這樣奉獻是不行的
[00:12:38.000 --> 00:12:39.200]  相等於今天
[00:12:39.200 --> 00:12:40.960]  如果你在教會裡面
[00:12:40.960 --> 00:12:42.800]  有一些外地來的人
[00:12:42.800 --> 00:12:47.680]  他又用台幣、人民幣、美金、加幣
[00:12:47.680 --> 00:12:49.200]  又拿他的禮物卡
[00:12:49.200 --> 00:12:51.600]  丟到奉獻箱裡面
[00:12:51.600 --> 00:12:54.240]  那麼那個奉獻就很難去處理
[00:12:54.240 --> 00:12:57.120]  或者家裡有些爛銅爛鐵又拿來
[00:12:57.120 --> 00:12:59.360]  所以是處理獻金上
[00:12:59.360 --> 00:13:02.080]  一種很實際的安排
[00:13:02.080 --> 00:13:03.600]  所以猶太人的典籍
[00:13:03.600 --> 00:13:05.200]  頭五也有提過
[00:13:05.200 --> 00:13:08.800]  在聖殿山上有兌換銀錢的桌子
[00:13:08.800 --> 00:13:11.120]  這裡說的是亞達月十五日
[00:13:11.120 --> 00:13:14.080]  兌換銀錢的會在各省
[00:13:14.080 --> 00:13:16.160]  來擺設這些桌子
[00:13:16.160 --> 00:13:19.840]  在聖殿山擺設這些兌換銀錢的桌子
[00:13:19.840 --> 00:13:22.800]  亞達月就是農曆年的年尾
[00:13:22.800 --> 00:13:24.640]  下一個月就是彌撒月
[00:13:24.640 --> 00:13:26.960]  就是西曆的三四月
[00:13:26.960 --> 00:13:28.960]  就是 Passover 預節的時候
[00:13:28.960 --> 00:13:33.200]  聖殿有專人來提供這些兌換
[00:13:33.200 --> 00:13:35.440]  以及買賣祭物的服務
[00:13:35.440 --> 00:13:37.600]  也有猶太人的律例
[00:13:37.600 --> 00:13:40.960]  來防止濫用或者防止高利貸的出現
[00:13:40.960 --> 00:13:42.960]  兌換銀錢有需要
[00:13:42.960 --> 00:13:44.720]  祭物也有需要
[00:13:44.720 --> 00:13:47.040]  所以猶太人的法典也有提過
[00:13:47.040 --> 00:13:49.680]  在聖殿山南邊有一個地方叫做
[00:13:49.680 --> 00:13:52.240]  Hanunyot 或者 Hanut
[00:13:52.240 --> 00:13:53.760]  就是商鋪的意思
[00:13:53.760 --> 00:13:54.800]  Shops 的意思
[00:13:54.800 --> 00:13:59.600]  大概就是剛才我們經過南邊這個地方
[00:13:59.600 --> 00:14:02.160]  出入口這個地方
[00:14:02.160 --> 00:14:04.240]  或者在聖殿山上面
[00:14:04.240 --> 00:14:05.680]  愛邦人院那裡
[00:14:05.680 --> 00:14:08.640]  也有一些商鋪
[00:14:08.640 --> 00:14:11.440]  另外在南邊就找到不同的
[00:14:11.440 --> 00:14:14.320]  關於憲制聖殿敬拜的文物
[00:14:14.320 --> 00:14:18.640]  其中一塊就是一個很小的石碼
[00:14:18.640 --> 00:14:21.520]  上面刻了希伯來文
[00:14:21.520 --> 00:14:22.320]  Koban
[00:14:22.320 --> 00:14:24.160]  就是祭物的意思
[00:14:24.160 --> 00:14:26.400]  上面也有刻了一個圖案
[00:14:26.400 --> 00:14:29.600]  兩隻反轉的甲子
[00:14:29.600 --> 00:14:36.480]  似乎這個石碼是屬於其中一間買賣祭物的商鋪
[00:14:36.480 --> 00:14:40.480]  所以兌換銀錢和祭物
[00:14:40.480 --> 00:14:43.440]  有買賣是很正常的事情
[00:14:43.440 --> 00:14:46.480]  另外如果你看看舊約的經文
[00:14:46.480 --> 00:14:50.080]  你就知道聖殿不只是一個宗教的中心
[00:14:50.080 --> 00:14:53.200]  也像銀行一樣
[00:14:53.200 --> 00:14:55.360]  聶王記下十六章第八節
[00:14:55.360 --> 00:15:00.480]  這裡說到阿哈斯王將夜和華殿裡面的皇宮庫房
[00:15:00.480 --> 00:15:02.880]  庫房裡面所有的金銀
[00:15:02.880 --> 00:15:06.720]  拿去給亞述王為禮物
[00:15:06.720 --> 00:15:08.640]  因為他們攻打你
[00:15:08.640 --> 00:15:10.400]  李遷米記十三章
[00:15:10.400 --> 00:15:13.120]  就是他們猶太人被擄
[00:15:13.120 --> 00:15:15.360]  然後再回歸回來的時候
[00:15:15.360 --> 00:15:18.160]  這裡說到猶太眾人
[00:15:18.160 --> 00:15:23.200]  將五穀新酒、油等十分之一的奉獻放入庫房
[00:15:23.200 --> 00:15:26.080]  兩個中間的瑪加比二書也提到
[00:15:26.080 --> 00:15:32.560]  大祭司聲明說庫房裡面的存款是給孤兒寡婦的
[00:15:32.560 --> 00:15:33.920]  有多少我們不知道
[00:15:33.920 --> 00:15:36.400]  但是按照一個學者的估計
[00:15:36.400 --> 00:15:38.480]  瑪加比二書看到的
[00:15:38.480 --> 00:15:41.440]  相等於今天的三百萬美金
[00:15:41.440 --> 00:15:42.800]  可想而知
[00:15:42.800 --> 00:15:47.200]  如果管理聖殿的權貴大祭司家族
[00:15:47.200 --> 00:15:48.960]  他們有誠信的話
[00:15:48.960 --> 00:15:51.440]  百姓都可以無憂
[00:15:51.440 --> 00:16:04.560]  所以有買賣有兌換銀錢是沒有問題的
[00:16:04.560 --> 00:16:05.840]  是實際需要
[00:16:05.840 --> 00:16:09.040]  但是買賣中間有沒有出現問題呢?
[00:16:09.040 --> 00:16:12.240]  這裡就需要參考一些經外文獻
[00:16:12.240 --> 00:16:14.240]  這些經文出自什麼地方呢?
[00:16:14.240 --> 00:16:16.320]  就是猶太人自己的拉比文學
[00:16:16.320 --> 00:16:20.160]  昆蘭古卷或者約瑟夫所寫的等等
[00:16:20.160 --> 00:16:21.760]  之前我們提過
[00:16:21.760 --> 00:16:24.400]  說去曠野死海北邊
[00:16:24.400 --> 00:16:26.880]  有一個地方叫做昆蘭昆蘭
[00:16:26.880 --> 00:16:30.720]  那裡有一群祭司的人士
[00:16:30.720 --> 00:16:33.600]  他們不滿耶路撒冷的權貴
[00:16:33.600 --> 00:16:38.480]  他們就退到東邊的死海上面昆蘭
[00:16:38.480 --> 00:16:40.320]  他們就在曠野那裡聚居
[00:16:40.320 --> 00:16:41.840]  在那裡抄很多聖經
[00:16:41.840 --> 00:16:42.880]  做很多解經
[00:16:42.880 --> 00:16:45.280]  然後自己組成一個社群
[00:16:45.280 --> 00:16:47.440]  他們說這個社群才是真正的聖殿
[00:16:47.440 --> 00:16:48.640]  真正的聖城
[00:16:48.640 --> 00:16:51.200]  有不少的解經書都提到
[00:16:51.200 --> 00:16:53.760]  耶路撒冷山上的那些大祭司
[00:16:53.760 --> 00:16:55.200]  是邪惡的祭司
[00:16:55.200 --> 00:16:56.480]  Wicked Priest
[00:16:56.480 --> 00:16:58.000]  說他們貪財
[00:16:58.000 --> 00:17:00.320]  說他們奢華燕樂
[00:17:00.320 --> 00:17:02.400]  說他們積聚財寶
[00:17:02.400 --> 00:17:04.880]  囤積很多百姓的資源
[00:17:04.880 --> 00:17:06.160]  敲詐窮人
[00:17:06.160 --> 00:17:07.840]  掠奪人民等等
[00:17:07.840 --> 00:17:11.760]  我們看一段哈巴谷書的解經
[00:17:11.760 --> 00:17:13.600]  他們怎麼解釋這段經文呢?
[00:17:13.600 --> 00:17:14.880]  哈巴谷書二章
[00:17:14.880 --> 00:17:18.320]  他們說這段經文是關於邪惡的祭司
[00:17:18.320 --> 00:17:19.360]  就是耶路撒冷
[00:17:19.360 --> 00:17:21.920]  在他任職之初的時候是忠誠的
[00:17:21.920 --> 00:17:24.160]  但是當他管治以色列的時候
[00:17:24.160 --> 00:17:25.680]  內心自負了
[00:17:25.680 --> 00:17:27.680]  為了財富
[00:17:27.680 --> 00:17:29.360]  棄絕了上帝
[00:17:29.360 --> 00:17:30.880]  以及出賣律法
[00:17:30.880 --> 00:17:33.520]  就是跟那些壓迫他們的外邦人
[00:17:33.520 --> 00:17:35.520]  反對上帝的野蠻人
[00:17:35.520 --> 00:17:37.520]  一起去同流合污
[00:17:37.520 --> 00:17:39.360]  積聚很多財寶
[00:17:39.360 --> 00:17:41.040]  並且沒收公款
[00:17:41.040 --> 00:17:44.240]  就說他招致更多嚴重的罪惡
[00:17:44.240 --> 00:17:47.760]  也行了很多淫蕩骯髒的事情
[00:17:47.760 --> 00:17:51.200]  約瑟夫是第一世紀的猶太人學者
[00:17:51.200 --> 00:17:53.600]  他寫猶太人戰史的時候
[00:17:53.600 --> 00:17:54.560]  他就說到
[00:17:54.560 --> 00:17:55.920]  在第一世紀
[00:17:55.920 --> 00:17:57.440]  主後66年左右
[00:17:57.440 --> 00:18:01.680]  第一次猶太人的暴亂爆發的時候
[00:18:01.680 --> 00:18:05.680]  當時耶路撒冷的羅馬兵力是不夠的
[00:18:05.680 --> 00:18:08.560]  所以那些革命分子就攻進了耶路撒冷
[00:18:08.560 --> 00:18:12.560]  然後燒毀了大祭司的房子和物業
[00:18:12.560 --> 00:18:13.920]  之後他有一段這麼說
