
[00:00:00.000 --> 00:00:02.000]  歡迎大家,以後時間交給Mark Sir
[00:03:24.000 --> 00:03:32.000]  排了的時候,我就發現原來所有的人都是嘗試去重新訂機票
[00:03:32.000 --> 00:03:38.000]  嘗試去再重新訂機票,因為每個人都是大混亂
[00:03:38.000 --> 00:03:44.000]  我們查了資料的時候,原來很多的飛機都是延遲的
[00:03:44.000 --> 00:03:49.000]  我們就排隊,誰知道那條隊很慢
[00:03:49.000 --> 00:03:53.000]  我們三點半鐘,十二月二十五號就去到機場
[00:03:53.000 --> 00:03:59.000]  就等到去到Counter那裡,Counter那裡只有幾個人在工作
[00:03:59.000 --> 00:04:09.000]  我們就一直在等,等到大概五、六個小時之後
[00:04:09.000 --> 00:04:13.000]  我們終於快要去到Counter,快要去到
[00:04:13.000 --> 00:04:18.000]  你知道我剛才說只有三、四個人在工作,那些Southwest都不夠人工作
[00:04:18.000 --> 00:04:24.000]  結果快要去到Counter的時候,已經看到Counter
[00:04:24.000 --> 00:04:29.000]  那個經理人就出來,他說不好意思,我們電腦崩壞了
[00:04:29.000 --> 00:04:34.000]  大家忍耐一下,我說你已經延遲了很久
[00:04:34.000 --> 00:04:41.000]  在那段時間我已經明白,我根本趕不上第二部Fenix飛到Segmento那部機
[00:04:41.000 --> 00:04:47.000]  因為那部就算怎麼延遲都好,都不會等到我,那時候已經八點、九點
[00:04:47.000 --> 00:04:51.000]  我已經在機場站了五、六個小時
[00:04:51.000 --> 00:05:01.000]  我就做一下Research,然後我就有一個想法
[00:05:01.000 --> 00:05:09.000]  如果不飛就沒有機會飛了,因為如果他這樣大混亂,Southwest meltdown
[00:05:09.000 --> 00:05:12.000]  如果回家的話,其實就不用去了
[00:05:12.000 --> 00:05:16.000]  我就想了想,然後我就做一下Research
[00:05:16.000 --> 00:05:25.000]  我兒女就跟我老婆說,我說我有一個瘋狂的想法
[00:05:25.000 --> 00:05:34.000]  在那個時候,很少一家人都這麼留心聽你說話
[00:05:34.000 --> 00:05:39.000]  那個是父親的時刻,我有一個瘋狂的想法
[00:05:39.000 --> 00:05:45.000]  我就聽,我的瘋狂的想法就是,我們先飛到Fenix
[00:05:45.000 --> 00:05:51.000]  然後在那裡我們才決定怎麼去Segmento
[00:05:51.000 --> 00:05:55.000]  我們飛到Fenix,因為我們有一個同工在Fenix,Joyce在Fenix
[00:05:55.000 --> 00:05:58.000]  我發訊息給她,可不可以在那裡寄居一晚
[00:05:58.000 --> 00:06:04.000]  我就跟兒女說,既然你都沒有去Las Vegas,不如我們去Fenix
[00:06:04.000 --> 00:06:10.000]  然後我們再租車,就開車去Las Vegas
[00:06:10.000 --> 00:06:16.000]  在那裡酒店留一晚,反正你都沒有去過拉斯維加斯
[00:06:16.000 --> 00:06:20.000]  去一次吧,因為我們兩夫妻都去過
[00:06:20.000 --> 00:06:23.000]  我說不如這樣,我們去租車,然後開五個小時車
[00:06:23.000 --> 00:06:30.000]  由Fenix開到拉斯維加斯,在那裡住一晚,住酒店住一晚
[00:06:30.000 --> 00:06:35.000]  然後我們再開九個小時車,再上去Segmento
[00:06:35.000 --> 00:06:43.000]  他們說,來吧,因為他們不知道後果是怎樣
[00:06:43.000 --> 00:06:48.000]  只不過我心裡盤算,我覺得這個計劃是可行的
[00:06:48.000 --> 00:06:52.000]  結果我們去到那個Countdown的時候,我們就跟那個小姐說
[00:06:52.000 --> 00:07:00.000]  不要理,我知道我們第二次租車就取消了,不過讓我去Fenix
[00:07:00.000 --> 00:07:05.000]  她也有想過,小姐說,你去到Fenix怎麼辦
[00:07:05.000 --> 00:07:08.000]  我說不要緊,我們會處理好,我們有個好朋友
[00:07:08.000 --> 00:07:15.000]  你讓我們飛去Fenix,結果她就把我們的票再重訂
[00:07:15.000 --> 00:07:25.000]  然後我跟她說,請確保我們五件行李全部標籤在Fenix機場
[00:07:25.000 --> 00:07:30.000]  我看著她標籤,問了她好幾次,她說就是去Fenix
[00:07:30.000 --> 00:07:36.000]  我說OK,我們就飛去Fenix,然後我馬上訂了租車
[00:07:36.000 --> 00:07:43.000]  但當我們去到機場的時候,你知道進到去西西那邊的機場
[00:07:43.000 --> 00:07:48.000]  已經大混亂,每個人都在等他們的飛機
[00:07:48.000 --> 00:07:54.000]  有些人就轉了幾次閘口,最後就取消了
[00:07:54.000 --> 00:08:00.000]  最後就回家,真是麻煩,我們進到閘口就繼續等
[00:08:00.000 --> 00:08:10.000]  我們上到機的時候,應該是大概12點鐘
[00:08:10.000 --> 00:08:17.000]  所以我們3點鐘去到機場的時候,去到閘口
[00:08:17.000 --> 00:08:22.000]  等待上機的時候,已經差不多12點鐘
[00:08:22.000 --> 00:08:27.000]  真是慘,因為我們沒有東西吃
[00:08:27.000 --> 00:08:35.000]  幸好我靈機一觸,還沒出門之前,我就叫他們帶好食物
[00:08:35.000 --> 00:08:41.000]  因為將會是非常走藍色的,去搭飛機
[00:08:41.000 --> 00:08:45.000]  真是走藍色,去到閘口的時候
[00:08:45.000 --> 00:08:50.000]  因為每個閘口都在等收回食物,有很多都是失敗
[00:08:50.000 --> 00:08:57.000]  結果那個人叫我們可以入閘,那些人鼓掌
[00:08:57.000 --> 00:09:01.000]  我沒試過在美國機場有人鼓掌
[00:09:01.000 --> 00:09:07.000]  我們就排隊上機,上到機的時候已經是12點鐘
[00:09:07.000 --> 00:09:13.000]  已經是午夜了,在那裡等了9個小時,終於上到飛機
[00:09:13.000 --> 00:09:17.000]  那個機師還說,這次為什麼可以飛呢?
[00:09:17.000 --> 00:09:23.000]  因為剛剛有一個飛機乘客願意去飛
[00:09:23.000 --> 00:09:27.000]  他願意去飛,他特意去飛
[00:09:27.000 --> 00:09:32.000]  所以剛剛湊夠人,你的飛機才可以起飛
[00:09:32.000 --> 00:09:37.000]  所以我們的方案就是這樣
[00:09:37.000 --> 00:09:41.000]  我的瘋狂的想法就是,先飛去菲尼斯
[00:09:41.000 --> 00:09:44.000]  然後那裡才決定怎樣搞
[00:09:44.000 --> 00:09:47.000]  你覺得這是不是很好的方案?
[00:09:47.000 --> 00:09:51.000]  其實不是最好的方案,因為是唯一一個方案
[00:09:51.000 --> 00:09:54.000]  唯一一條路我只能夠選擇
[00:09:54.000 --> 00:10:00.000]  所以我們就上飛機,飛到菲尼斯大概3個小時
[00:10:00.000 --> 00:10:08.000]  我們到了菲尼斯的時候,已經是當地的大概凌晨3點鐘
[00:10:08.000 --> 00:10:12.000]  所以我已經糾纏了12個小時左右
[00:10:12.000 --> 00:10:18.000]  到了機場,我覺得安心一點,就去拿行李
[00:10:18.000 --> 00:10:22.000]  等那些行李出來,哇,那麼少行李
[00:10:22.000 --> 00:10:27.000]  等了很久,都沒有我們的行李
[00:10:27.000 --> 00:10:30.000]  因為是全程的,因為是全程的
[00:10:30.000 --> 00:10:34.000]  還有其他乘客都是沒有行李
[00:10:34.000 --> 00:10:37.000]  所以我不知道是很生氣還是很好笑
[00:10:37.000 --> 00:10:39.000]  好笑的就是有人陪
[00:10:39.000 --> 00:10:44.000]  在菲尼斯的閘口,領行李的閘口
[00:10:44.000 --> 00:10:49.000]  那裡放了幾乎一千個的行李
[00:10:49.000 --> 00:10:52.000]  有些是比我們早一點到的
[00:10:52.000 --> 00:10:55.000]  我一邊看一邊看,我心想這次死定了
[00:10:55.000 --> 00:10:59.000]  真的沒有,我們又跑去排隊
[00:10:59.000 --> 00:11:03.000]  跑去排隊就是跟行李箱說,行李不見了
[00:11:03.000 --> 00:11:08.000]  結果他發現原來行李還在地下
[00:11:08.000 --> 00:11:13.000]  我只有一個標籤,只有五個標籤,五件行李
[00:11:13.000 --> 00:11:17.000]  拿著一張紙,他說你回去等一下,我們看看可不可以寄來
[00:11:17.000 --> 00:11:24.000]  原來那五個行李沒有跟我們去菲尼斯
[00:11:24.000 --> 00:11:28.000]  結果我們什麼都沒有,只有手提行李
[00:11:28.000 --> 00:11:31.000]  但幸好我寧記一足
[00:11:31.000 --> 00:11:35.000]  我們臨出門口之前,我說麻煩你們把底衣褲多撿一套
[00:11:35.000 --> 00:11:40.000]  OK,幸好我們就是多撿一套
[00:11:40.000 --> 00:11:45.000]  所以我們就在那裡可以暫時過一晚夜
[00:11:45.000 --> 00:11:53.000]  我們去到貨物車,然後去到租車
[00:11:53.000 --> 00:11:57.000]  已經三點半了,四點鐘AM
[00:11:57.000 --> 00:12:00.000]  整個人都殘了
[00:12:00.000 --> 00:12:05.000]  去到租車的停車場,為什麼沒有什麼車
[00:12:05.000 --> 00:12:11.000]  又等,原因就是其實每個人都在租車
[00:12:11.000 --> 00:12:16.000]  等到那個人終於來到我們面前
[00:12:16.000 --> 00:12:22.000]  我們是enterprise的,我們沒有理會車的尺寸
[00:12:22.000 --> 00:12:24.000]  給你一個free upgrade
[00:12:24.000 --> 00:12:26.000]  他就說了一堆我們有的車
[00:12:26.000 --> 00:12:29.000]  我一聽到camera就說給我camera
[00:12:29.000 --> 00:12:31.000]  我就上了camera
[00:12:31.000 --> 00:12:35.000]  感謝主我們終於租到車
[00:12:35.000 --> 00:12:39.000]  終於由一個我不能控制的環境
[00:12:39.000 --> 00:12:42.000]  上到車我就可以自己控制
[00:12:42.000 --> 00:12:46.000]  我們就馬上飛車去到Joyce那裡
[00:12:46.000 --> 00:12:48.000]  幸好我們同工在那裡
[00:12:48.000 --> 00:12:52.000]  如果不是我真的想像不到有其他的乘客
[00:12:52.000 --> 00:12:56.000]  如果他們真的是出外去旅遊
[00:12:56.000 --> 00:12:58.000]  沒有地方住的時候
[00:12:58.000 --> 00:13:01.000]  你要住酒店,衣服又洗不到
[00:13:01.000 --> 00:13:03.000]  當然我都沒有衣服洗
[00:13:03.000 --> 00:13:05.000]  是怎樣搞的
[00:13:05.000 --> 00:13:07.000]  所以在Fenix那裡留了一天
[00:13:07.000 --> 00:13:09.000]  其實都是一個祝福
[00:13:09.000 --> 00:13:11.000]  我們去探望Joyce的家
[00:13:11.000 --> 00:13:13.000]  探望了Abby等等
[00:13:13.000 --> 00:13:15.000]  是一個驚喜
[00:13:15.000 --> 00:13:18.000]  我們喜歡
[00:13:18.000 --> 00:13:20.000]  睡醒了
[00:13:20.000 --> 00:13:23.000]  我們就去不同的地方買東西
[00:13:23.000 --> 00:13:24.000]  買什麼?
[00:13:24.000 --> 00:13:26.000]  買衣服
[00:13:26.000 --> 00:13:28.000]  買了很多衣服
[00:13:28.000 --> 00:13:33.000]  買到我今天回來發現我的抽屜不夠位置
[00:13:33.000 --> 00:13:36.000]  我就想要買一個新的抽屜
[00:13:36.000 --> 00:13:39.000]  我們就在Fenix留了一晚
[00:13:39.000 --> 00:13:45.000]  我們就開車去Las Vegas
[00:13:45.000 --> 00:13:48.000]  星期一晚上我們終於去到Las Vegas
[00:13:48.000 --> 00:13:50.000]  開了五個多小時車
[00:13:50.000 --> 00:13:55.000]  終於去到Las Vegas的酒店
[00:13:55.000 --> 00:13:57.000]  去到酒店
[00:13:57.000 --> 00:13:59.000]  一進去就排長龍
[00:13:59.000 --> 00:14:01.000]  又排長龍
[00:14:01.000 --> 00:14:02.000]  為什麼呢?
[00:14:02.000 --> 00:14:04.000]  因為前前後後聽見他們說話
[00:14:04.000 --> 00:14:06.000]  或者跟他們聊天的時候
[00:14:06.000 --> 00:14:08.000]  原來大家都是同命相憐的
[00:14:08.000 --> 00:14:13.000]  有很多人被迫留在Las Vegas
[00:14:13.000 --> 00:14:15.000]  等了一小時
[00:14:15.000 --> 00:14:17.000]  我才去到櫃面那裡
[00:14:17.000 --> 00:14:20.000]  拿到酒店的鑰匙
[00:14:20.000 --> 00:14:23.000]  是大酒店
[00:14:23.000 --> 00:14:26.000]  我們去到那裡終於可以睡
[00:14:26.000 --> 00:14:28.000]  我們就在Las Vegas
[00:14:28.000 --> 00:14:30.000]  都是一個驚喜
[00:14:30.000 --> 00:14:33.000]  正如我開頭說的那個瘋狂的想法
[00:14:33.000 --> 00:14:36.000]  他們可以去到拉斯維加斯
[00:14:36.000 --> 00:14:41.000]  我們就在那裡走走拍拍照
[00:14:41.000 --> 00:14:43.000]  去了Las Vegas
[00:14:43.000 --> 00:14:46.000]  在Las Vegas我沒有賭錢
[00:14:46.000 --> 00:14:49.000]  原因是什麼呢?
[00:14:49.000 --> 00:14:53.000]  因為整個旅程都是一個賭注
[00:14:53.000 --> 00:14:56.000]  所以是一個Gamble
[00:14:56.000 --> 00:14:57.000]  我們在Las Vegas
[00:14:57.000 --> 00:15:00.000]  結果我們就
[00:15:00.000 --> 00:15:02.000]  星期二下午
[00:15:02.000 --> 00:15:04.000]  我們就決定離開
[00:15:04.000 --> 00:15:06.000]  我們開了十個小時車
[00:15:06.000 --> 00:15:10.000]  由Las Vegas經過Bakersfield
[00:15:10.000 --> 00:15:14.000]  然後北上在I-5上到Sacramento
[00:15:14.000 --> 00:15:16.000]  開個人車很辛苦
[00:15:16.000 --> 00:15:17.000]  為什麼呢?
[00:15:17.000 --> 00:15:21.000]  因為遇到在加州西岸有大風雨
[00:15:21.000 --> 00:15:25.000]  所以整個車都是下雨開車的
[00:15:25.000 --> 00:15:27.000]  並且有很多地方是山路
[00:15:27.000 --> 00:15:29.000]  我已經老了
[00:15:29.000 --> 00:15:31.000]  有一點腦眼分化
[00:15:31.000 --> 00:15:33.000]  晚上看東西是看不清楚的
[00:15:33.000 --> 00:15:35.000]  我記得有一段路是山路
[00:15:35.000 --> 00:15:37.000]  我是看不到那些線
[00:15:37.000 --> 00:15:39.000]  因為雨太大
[00:15:39.000 --> 00:15:40.000]  因為我租的是Camry
[00:15:40.000 --> 00:15:41.000]  是新車
[00:15:41.000 --> 00:15:42.000]  很好開
[00:15:42.000 --> 00:15:45.000]  我開啟它的Lane Detection
[00:15:45.000 --> 00:15:48.000]  但Lane Detection是不可行的
[00:15:48.000 --> 00:15:51.000]  因為Lane Detection都看不到那些Lane
[00:15:51.000 --> 00:15:54.000]  很辛苦開了十個小時車
[00:15:54.000 --> 00:15:59.000]  結果我們終於去到Sacramento
[00:15:59.000 --> 00:16:01.000]  都是一個祝福
[00:16:01.000 --> 00:16:03.000]  安全抵達
[00:16:03.000 --> 00:16:06.000]  我們見到很多親友
[00:16:06.000 --> 00:16:08.000]  有些親友因為疫情的緣故
[00:16:08.000 --> 00:16:12.000]  我們幾乎六年沒有見面
[00:16:12.000 --> 00:16:13.000]  六年七年
[00:16:13.000 --> 00:16:15.000]  或者有些教會的弟兄姊妹
[00:16:15.000 --> 00:16:19.000]  去到北加州Bay Area等等
[00:16:19.000 --> 00:16:22.000]  都是一個祝福
[00:16:22.000 --> 00:16:24.000]  雖然很辛苦
[00:16:24.000 --> 00:16:27.000]  我講過很少放長假
[00:16:27.000 --> 00:16:28.000]  弟兄姊妹經常說
[00:16:28.000 --> 00:16:29.000]  不如你放長假吧
[00:16:29.000 --> 00:16:31.000]  你這麼辛苦
[00:16:31.000 --> 00:16:34.000]  我終於知道為什麼我不放長假
[00:16:34.000 --> 00:16:36.000]  現在放長假就變成這樣
[00:16:36.000 --> 00:16:41.000]  下次放長假真的要想清楚
[00:16:41.000 --> 00:16:43.000]  但很感恩
[00:16:43.000 --> 00:16:46.000]  見到很多很久沒見的朋友
[00:16:46.000 --> 00:16:49.000]  弟兄姊妹
[00:16:49.000 --> 00:16:52.000]  聽到一個這樣的經歷
[00:16:52.000 --> 00:16:55.000]  一個這樣的故事的時候
[00:16:55.000 --> 00:16:57.000]  或者自己再回想
[00:16:57.000 --> 00:17:00.000]  再去評估每一個步驟的時候
[00:17:00.000 --> 00:17:02.000]  我覺得有很多恩典
[00:17:02.000 --> 00:17:06.000]  因為和每一個弟兄姊妹見面
[00:17:06.000 --> 00:17:10.000]  去到reconnect或者new connection
[00:17:10.000 --> 00:17:14.000]  都是一個恩惠
[00:17:14.000 --> 00:17:18.000]  可能網上的一些可能是加州的朋友
[00:17:18.000 --> 00:17:21.000]  我們有機會在短短兩個星期見到面
[00:17:21.000 --> 00:17:23.000]  我覺得都是一個恩典
[00:17:23.000 --> 00:17:25.000]  有些是第一次見面
[00:17:25.000 --> 00:17:28.000]  有些是沒有見面很久
[00:17:28.000 --> 00:17:31.000]  我覺得是一個gracious moment
[00:17:31.000 --> 00:17:32.000]  很感恩
[00:17:32.000 --> 00:17:35.000]  但整個旅程裡面
[00:17:35.000 --> 00:17:37.000]  我不時想起
[00:17:37.000 --> 00:17:39.000]  這一段聖經
[00:17:39.000 --> 00:17:41.000]  就是雅各書第四章
[00:17:41.000 --> 00:17:48.000]  這裡和修本和合本的修訂版
[00:17:48.000 --> 00:17:49.000]  這樣說
[00:17:49.000 --> 00:17:51.000]  第二
[00:17:51.000 --> 00:17:53.000]  有人說今天或明天
[00:17:53.000 --> 00:17:55.000]  我們要往某城去
[00:17:55.000 --> 00:17:57.000]  在那裡住一年
[00:17:57.000 --> 00:17:59.000]  做買賣賺錢
[00:17:59.000 --> 00:18:01.000]  其實明天如何
[00:18:01.000 --> 00:18:03.000]  你們還不知道
[00:18:03.000 --> 00:18:05.000]  你們的生命是什麼呢
[00:18:05.000 --> 00:18:09.000]  你們原來是一片雲霧
[00:18:09.000 --> 00:18:13.000]  出現片刻就不見了
[00:18:13.000 --> 00:18:15.000]  雅各書
[00:18:15.000 --> 00:18:16.000]  大家可能很清楚
[00:18:16.000 --> 00:18:18.000]  是一本很practical的書
[00:18:18.000 --> 00:18:20.000]  只有五章
[00:18:20.000 --> 00:18:22.000]  雅各作為一個目者
[00:18:22.000 --> 00:18:24.000]  在耶路撒冷的教會
[00:18:24.000 --> 00:18:26.000]  他寫給那些可能被迫害
[00:18:26.000 --> 00:18:28.000]  被教會迫迫
[00:18:28.000 --> 00:18:31.000]  然後他們散居在不同的地方
[00:18:31.000 --> 00:18:34.000]  小組的教會
[00:18:34.000 --> 00:18:35.000]  弟兄姊妹
[00:18:35.000 --> 00:18:37.000]  他寫了一封信
[00:18:37.000 --> 00:18:39.000]  或者集合了一些的港獨
[00:18:39.000 --> 00:18:43.000]  然後寄去給散居在不同的地方
[00:18:43.000 --> 00:18:45.000]  神的子民
[00:18:45.000 --> 00:18:47.000]  在第四章這個地方
[00:18:47.000 --> 00:18:49.000]  他就去針對某些人
[00:18:49.000 --> 00:18:51.000]  針對什麼人
[00:18:51.000 --> 00:18:55.000]  生意的人
[00:18:55.000 --> 00:18:57.000]  商業的人
[00:18:57.000 --> 00:19:00.000]  想做生意
[00:19:00.000 --> 00:19:03.000]  然後可以買賣
[00:19:03.000 --> 00:19:05.000]  可以賺錢
[00:19:05.000 --> 00:19:08.000]  這些在雅各書的世界裏
[00:19:08.000 --> 00:19:11.000]  這些很多時候都是一些
[00:19:11.000 --> 00:19:15.000]  因為有錢
[00:19:15.000 --> 00:19:17.000]  因為有資源
[00:19:17.000 --> 00:19:21.000]  所以是比較高傲的一些
[00:19:21.000 --> 00:19:23.000]  生命的取態
[00:19:23.000 --> 00:19:27.000]  很多時候沒有放上帝在眼中
[00:19:27.000 --> 00:19:31.000]  雅各在雅各書裏面
[00:19:31.000 --> 00:19:33.000]  寫了好幾句的說話
[00:19:33.000 --> 00:19:35.000]  或者好幾段的教導
[00:19:35.000 --> 00:19:37.000]  去對抗這些人
[00:19:37.000 --> 00:19:39.000]  這段經文說什麼
[00:19:39.000 --> 00:19:43.000]  我們要去某個地方
[00:19:43.000 --> 00:19:45.000]  我們要留在某個地方
[00:19:45.000 --> 00:19:47.000]  將來式
[00:19:47.000 --> 00:19:49.000]  我們要做生意
[00:19:49.000 --> 00:19:51.000]  我們要賺錢
[00:19:51.000 --> 00:19:53.000]  你有沒有留意他
[00:19:53.000 --> 00:19:55.000]  We will and we will
[00:19:55.000 --> 00:19:57.000]  雅各就是針對這些人
[00:19:57.000 --> 00:20:01.000]  因為見到自己有財有勢的時候
[00:20:01.000 --> 00:20:03.000]  他就做很多盤算
[00:20:03.000 --> 00:20:05.000]  做很多的打算
[00:20:05.000 --> 00:20:07.000]  就說We will do this or that
[00:20:07.000 --> 00:20:09.000]  將來
[00:20:09.000 --> 00:20:11.000]  好像是他能夠控制到
[00:20:11.000 --> 00:20:15.000]  雅各就是去教訓這些人
[00:20:15.000 --> 00:20:17.000]  告訴他們
[00:20:17.000 --> 00:20:19.000]  當你有資財的時候
[00:20:19.000 --> 00:20:25.000]  到底上帝是不是在你心靈裏面的圖畫
[00:20:25.000 --> 00:20:27.000]  當你去盤算
[00:20:27.000 --> 00:20:29.000]  下一步我要做什麼
[00:20:29.000 --> 00:20:33.000]  今天 明天我要做什麼的時候
[00:20:33.000 --> 00:20:35.000]  有沒有將上帝放在眼裏
[00:20:35.000 --> 00:20:37.000]  他說什麼呢
[00:20:37.000 --> 00:20:39.000]  你們完事一片雲霧
[00:20:39.000 --> 00:20:41.000]  出現一片黑就不見了
[00:20:41.000 --> 00:20:45.000]  給他一個當頭的棒
[00:20:45.000 --> 00:20:49.000]  你可以計劃
[00:20:49.000 --> 00:20:51.000]  不過你有沒有想過
[00:20:51.000 --> 00:20:53.000]  你自己生命裏面的本質
[00:20:53.000 --> 00:20:55.000]  其實你只是miss
[00:20:55.000 --> 00:20:57.000]  morning fog
[00:20:57.000 --> 00:20:59.000]  一片的雲霧
[00:20:59.000 --> 00:21:03.000]  最好你就是順服
[00:21:03.000 --> 00:21:05.000]  最好你就是謙謙卑卑
[00:21:05.000 --> 00:21:07.000]  告訴上帝
[00:21:07.000 --> 00:21:09.000]  其實你不是真正in charge
[00:21:09.000 --> 00:21:11.000]  你只不過是管理
[00:21:11.000 --> 00:21:13.000]  你是steward
[00:21:13.000 --> 00:21:15.000]  是管理
[00:21:15.000 --> 00:21:19.000]  不是去到擁有明天
[00:21:19.000 --> 00:21:21.000]  我們在拉斯維加斯的時候
[00:21:21.000 --> 00:21:23.000]  星光大道
[00:21:23.000 --> 00:21:27.000]  你見到有很多那些名人
[00:21:27.000 --> 00:21:29.000]  Walk of Fame
[00:21:29.000 --> 00:21:33.000]  我們見到Alphys Presley
[00:21:33.000 --> 00:21:35.000]  最近知道Alphys Presley的女兒
[00:21:35.000 --> 00:21:37.000]  唯一一個女兒
[00:21:37.000 --> 00:21:39.000]  突然去世
[00:21:39.000 --> 00:21:41.000]  很年輕
[00:21:41.000 --> 00:21:43.000]  很年輕
[00:21:43.000 --> 00:21:45.000]  生命就像雲霧
[00:21:45.000 --> 00:21:47.000]  我們有機會去到三藩市
[00:21:47.000 --> 00:21:49.000]  你知道三藩市去金門橋
[00:21:49.000 --> 00:21:51.000]  有沒有去過
[00:21:51.000 --> 00:21:53.000]  去金門橋不是經常拍到照片
[00:21:53.000 --> 00:21:55.000]  因為那裏很煩
[00:21:55.000 --> 00:21:57.000]  經常出霧
[00:21:57.000 --> 00:21:59.000]  霧一去就可以拍
[00:21:59.000 --> 00:22:01.000]  霧就是這樣
[00:22:01.000 --> 00:22:03.000]  你捉不到
[00:22:03.000 --> 00:22:05.000]  你是不可以擁有
[00:22:05.000 --> 00:22:07.000]  你怎可以擁有雲霧
[00:22:07.000 --> 00:22:09.000]  它出現一段時間
[00:22:09.000 --> 00:22:11.000]  然後很快就離開
[00:22:11.000 --> 00:22:15.000]  我們沒有絕對的control
[00:22:15.000 --> 00:22:17.000]  對我們的life對我們的生命
[00:22:17.000 --> 00:22:19.000]  是沒有絕對的control
[00:22:19.000 --> 00:22:21.000]  為什麼我經常想起成經
[00:22:21.000 --> 00:22:23.000]  因為我真的沒有一件事可以控制
[00:22:23.000 --> 00:22:25.000]  我真的沒有一件事可以控制
[00:22:25.000 --> 00:22:27.000]  我真的沒有一件事可以控制
[00:22:27.000 --> 00:22:29.000]  我真的沒有一件事可以控制
[00:22:29.000 --> 00:22:31.000]  我控制到的是什麼
[00:22:31.000 --> 00:22:33.000]  我控制到的是什麼
[00:22:33.000 --> 00:22:35.000]  就是租一輛車
[00:22:35.000 --> 00:22:37.000]  就是租一輛車
[00:22:37.000 --> 00:22:39.000]  可以開車位
[00:22:39.000 --> 00:22:41.000]  但是如果天氣不好
[00:22:41.000 --> 00:22:43.000]  我都開不了車位
[00:22:43.000 --> 00:22:45.000]  有幾個moment
[00:22:45.000 --> 00:22:47.000]  我幾乎要停車
[00:22:47.000 --> 00:22:49.000]  因為我不能夠再去
[00:22:49.000 --> 00:22:51.000]  雨太大 太黑
[00:22:51.000 --> 00:22:53.000]  你不能控制
[00:22:53.000 --> 00:22:55.000]  你不能控制
[00:22:55.000 --> 00:22:57.000]  生命裏面想清楚
[00:22:57.000 --> 00:22:59.000]  亞國其實就是想將現實
