
[00:00:00.000 --> 00:00:14.600]  今天我們繼續我們三個星期的一個 topic(話題)
[00:01:42.300 --> 00:01:44.200]  這三卷書信就是
[00:01:44.200 --> 00:01:46.000]  在第一世紀
[00:01:46.000 --> 00:01:47.800]  新約聖經的時代
[00:01:47.800 --> 00:01:49.200]  教會的時代
[00:01:49.200 --> 00:01:52.100]  有一個牧者叫做保羅
[00:01:52.100 --> 00:01:55.200]  保羅是一個很有經驗的牧者
[00:01:55.200 --> 00:01:56.500]  他有兩個徒弟
[00:01:56.500 --> 00:01:57.700]  至少兩個徒弟
[00:01:57.700 --> 00:01:59.600]  一個徒弟叫做提摩太
[00:01:59.600 --> 00:02:01.700]  一個徒弟叫做提多
[00:02:01.700 --> 00:02:02.700]  一個叫做 Timothy
[00:02:02.700 --> 00:02:04.000]  一個叫做 Titus
[00:02:04.000 --> 00:02:07.200]  他在各自不同建立了一個教會的城市裡面
[00:02:07.200 --> 00:02:08.900]  在牧養教會
[00:02:08.900 --> 00:02:10.700]  這三卷書信
[00:02:10.700 --> 00:02:12.600]  提摩太前書和後書
[00:02:12.600 --> 00:02:13.800]  以及提多書
[00:02:13.800 --> 00:02:16.900]  就是到師父保羅
[00:02:16.900 --> 00:02:18.600]  去教他的徒弟
[00:02:18.600 --> 00:02:20.300]  怎麼去牧養教會
[00:02:20.300 --> 00:02:22.600]  特別是在一個不利的環境裡面
[00:02:22.600 --> 00:02:24.700]  怎麼去牧養教會
[00:02:24.700 --> 00:02:27.900]  雖然以前歷史裡面發生的事情
[00:02:27.900 --> 00:02:31.400]  跟我們今天發生的事情有不相似的地方
[00:02:31.400 --> 00:02:34.500]  但是其實有很多都盡相同的
[00:02:34.500 --> 00:02:37.400]  當時他們對於信仰
[00:02:37.400 --> 00:02:38.900]  是很不利的社會
[00:02:38.900 --> 00:02:40.900]  同樣今天也是一樣
[00:02:40.900 --> 00:02:42.700]  有不同的原因
[00:02:42.700 --> 00:02:44.700]  但是大體上其實都是一樣的
[00:02:44.700 --> 00:02:46.400]  那麼
[00:02:46.400 --> 00:02:49.900]  怎麼去重建神自己的名
[00:02:49.900 --> 00:02:52.500]  上帝自己的聲譽呢?
[00:02:52.500 --> 00:02:55.300]  特別是對我們的教會
[00:02:55.300 --> 00:02:56.300]  城會教會
[00:02:56.300 --> 00:02:57.300]  其實也很切身
[00:02:57.300 --> 00:03:00.100]  因為我們這個月9月底
[00:03:00.100 --> 00:03:02.900]  我們就會開始進行改選
[00:03:02.900 --> 00:03:05.500]  我們CORE TEAM的會員
[00:03:05.500 --> 00:03:07.600]  有部分會step down
[00:03:07.600 --> 00:03:09.300]  他們會step down之後
[00:03:09.300 --> 00:03:11.700]  然後有一群新的領袖
[00:03:11.700 --> 00:03:14.700]  我們希望能夠在選舉裡面產生
[00:03:14.700 --> 00:03:17.700]  我們會有三部分會做
[00:03:17.700 --> 00:03:19.700]  我們每一個聚會的弟兄姐妹
[00:03:19.700 --> 00:03:22.200]  要重新登記做選民
[00:03:22.200 --> 00:03:25.500]  然後會有提名
[00:03:25.500 --> 00:03:28.700]  是由弟兄姐妹會來提名
[00:03:28.700 --> 00:03:31.100]  一些他們認為合資格
[00:03:31.100 --> 00:03:35.800]  希望代表他們來帶領教會
[00:03:35.800 --> 00:03:39.000]  最後我們就會有選舉
[00:03:39.000 --> 00:03:41.800]  我們很民主的
[00:03:41.800 --> 00:03:44.300]  所以我們希望能夠
[00:03:44.300 --> 00:03:47.700]  產生新一批的領袖來帶領教會
[00:03:47.700 --> 00:03:50.600]  希望這個新的CORE TEAM
[00:03:50.600 --> 00:03:51.900]  能夠在未來三年裡面
[00:03:51.900 --> 00:03:54.700]  三年一次我們有選舉
[00:03:54.700 --> 00:03:58.500]  去帶領我們教會
[00:03:58.500 --> 00:04:02.700]  聖經裡面也有說很多教會領袖
[00:04:02.700 --> 00:04:08.800]  所以今天我們說CORE TEAM的資格
[00:04:08.800 --> 00:04:10.800]  提出這些資格的時候
[00:04:10.800 --> 00:04:12.000]  教務書信
[00:04:12.000 --> 00:04:13.900]  為什麼這麼多說這件事
[00:04:13.900 --> 00:04:18.300]  因為你要去到一個不利福音的環境裡面
[00:04:18.300 --> 00:04:21.900]  重新振作到立足的話
[00:04:21.900 --> 00:04:29.200]  你就需要去到對領袖有要求
[00:04:29.200 --> 00:04:36.900]  因為領袖就是教會的代表
[00:04:36.900 --> 00:04:40.500]  所以教務書信經常提到
[00:04:40.500 --> 00:04:43.200]  那些領袖或者所謂監督
[00:04:43.200 --> 00:04:45.600]  有什麼資格
[00:04:45.600 --> 00:04:48.400]  監督有什麼資格
[00:04:48.400 --> 00:04:50.000]  有什麼要求
[00:04:50.000 --> 00:04:53.100]  等一下我們會看一段這樣的經文
[00:04:53.100 --> 00:04:54.100]  但是我想告訴你
[00:04:54.100 --> 00:04:57.700]  教務書信不是寫給目者這麼簡單
[00:04:57.700 --> 00:04:59.500]  我們兩個星期前提過了
[00:04:59.500 --> 00:05:01.600]  是寫給眾人
[00:05:01.600 --> 00:05:04.800]  整個教會裡面的會眾
[00:05:04.800 --> 00:05:08.200]  有一段話想你留意
[00:05:08.200 --> 00:05:10.200]  你聽清楚
[00:05:10.200 --> 00:05:11.700]  那句話說
[00:05:11.700 --> 00:05:23.500]  Leadership is an extension of discipleship
[00:05:23.500 --> 00:05:29.400]  就是領袖是作基督門徒的延伸
[00:05:29.400 --> 00:05:32.400]  領導是基督徒
[00:05:32.400 --> 00:05:36.000]  做基督徒門徒的延伸
[00:05:36.000 --> 00:05:38.200]  就是說你已經成為一個基督徒了
[00:05:38.200 --> 00:05:40.200]  神父每一個願意去毀身
[00:05:40.200 --> 00:05:41.700]  去爬這個基督徒
[00:05:41.700 --> 00:05:44.700]  我們都需要去增長
[00:05:44.700 --> 00:05:51.700]  我們的領導的能力和質素
[00:05:51.700 --> 00:05:53.900]  都需要去深化我們的心靈
[00:05:53.900 --> 00:05:56.500]  以致我們能夠成為一個更好的領袖
[00:05:56.500 --> 00:05:58.200]  This is for everybody
[00:05:58.200 --> 00:06:00.400]  不只是某一些人
[00:06:00.400 --> 00:06:02.900]  目者傳道人他們做好一點就可以了
[00:06:02.900 --> 00:06:04.300]  原來每一個基督的門徒
[00:06:04.300 --> 00:06:09.200]  都需要變成一個成熟的領袖
[00:06:09.200 --> 00:06:10.700]  如果有聖經的話
[00:06:10.700 --> 00:06:24.200]  跟我打開去提摩太前書第三章第一節
[00:06:24.200 --> 00:06:29.400]  這裡說人想要得監督的職責
[00:06:29.400 --> 00:06:32.300]  就是善無聖功
[00:06:32.300 --> 00:06:35.700]  這話是可信的
[00:06:35.700 --> 00:06:38.700]  聖經說如果人想做一個教會領袖
[00:06:38.700 --> 00:06:42.200]  能夠得到監督的職責
[00:06:42.200 --> 00:06:43.200]  是可信的
[00:06:43.200 --> 00:06:45.700]  就是說可以佩服的
[00:06:45.700 --> 00:06:48.200]  所以聖經很欣賞一個人
[00:06:48.200 --> 00:06:50.700]  或者應該鼓勵每一個人
[00:06:50.700 --> 00:06:51.700]  每一個基督徒
[00:06:51.700 --> 00:06:54.200]  能夠得到監督的職責
[00:06:54.200 --> 00:06:56.200]  一個好的意願
[00:06:56.200 --> 00:06:59.200]  是一件很好的事來的
[00:06:59.200 --> 00:07:01.200]  想要得到監督的職責
[00:07:01.200 --> 00:07:03.700]  是一件很好的事
[00:07:03.700 --> 00:07:06.200]  這裡說到想得到監督的職責
[00:07:06.200 --> 00:07:08.200]  那個動詞
[00:07:08.200 --> 00:07:09.200]  有一個小朋友
[00:07:09.200 --> 00:07:13.200]  很想在曲奇盒裡面拿曲奇
[00:07:13.200 --> 00:07:15.200]  大家有小朋友知道的
[00:07:15.200 --> 00:07:17.200]  或者觀察過小朋友
[00:07:17.200 --> 00:07:19.200]  想要糖果、零食的時候
[00:07:19.200 --> 00:07:21.200]  他很想伸手就拿
[00:07:21.200 --> 00:07:23.700]  人若想得到監督的職責
[00:07:23.700 --> 00:07:25.700]  是善無聖功
[00:07:25.700 --> 00:07:29.700]  這句話是值得去信服的
[00:07:29.700 --> 00:07:33.700]  值得我們去確認的一句話
[00:07:33.700 --> 00:07:34.700]  是一件美事
[00:07:34.700 --> 00:07:35.700]  可以侍奉上帝
[00:07:35.700 --> 00:07:37.200]  為什麼不是美事
[00:07:37.200 --> 00:07:40.200]  不是為了自己舒服這麼簡單
[00:07:40.200 --> 00:07:42.200]  是為了教會
[00:07:42.200 --> 00:07:44.200]  為了神國的事功
[00:07:44.200 --> 00:07:45.200]  是一件美事
[00:07:45.200 --> 00:07:47.200]  做監督有什麼要求呢
[00:07:47.200 --> 00:07:48.200]  三件事
[00:07:48.200 --> 00:07:49.200]  第一
[00:07:49.200 --> 00:07:53.200]  成熟的生命
[00:07:53.200 --> 00:07:55.200]  第二
[00:07:55.200 --> 00:07:57.200]  完整的關係
[00:07:57.200 --> 00:08:00.200]  第三
[00:08:00.200 --> 00:08:03.200]  實際的技能
[00:08:03.200 --> 00:08:06.200]  記不記得
[00:08:06.200 --> 00:08:08.200]  成熟的生命
[00:08:08.200 --> 00:08:09.200]  成熟的性格
[00:08:09.200 --> 00:08:11.200]  完整的關係
[00:08:11.200 --> 00:08:13.200]  證明的技能
[00:08:13.200 --> 00:08:15.200]  三件事
[00:08:15.200 --> 00:08:20.200]  這三方面在教務書信裡面提到監督的質素的時候
[00:08:20.200 --> 00:08:22.200]  一定有提到
[00:08:22.200 --> 00:08:24.200]  三章第二節
[00:08:24.200 --> 00:08:26.200]  之前說什麼
[00:08:26.200 --> 00:08:28.200]  人若想得到監督的職責
[00:08:28.200 --> 00:08:29.200]  善無聖功
[00:08:29.200 --> 00:08:30.200]  這句話是可信的
[00:08:30.200 --> 00:08:31.200]  三章第二節
[00:08:31.200 --> 00:08:33.200]  作監督的
[00:08:33.200 --> 00:08:35.200]  必要無可指責
[00:08:36.200 --> 00:08:39.200]  只作一個婦人的丈夫
[00:08:39.200 --> 00:08:41.200]  有節制
[00:08:41.200 --> 00:08:42.200]  自首
[00:08:42.200 --> 00:08:44.200]  端正
[00:08:44.200 --> 00:08:46.200]  樂意接待軟人
[00:08:46.200 --> 00:08:48.200]  善於教導
[00:08:48.200 --> 00:08:49.200]  不因酒之事
[00:08:49.200 --> 00:08:51.200]  不打人
[00:08:51.200 --> 00:08:53.200]  只要溫和
[00:08:53.200 --> 00:08:54.200]  不憎勁
[00:08:54.200 --> 00:08:56.200]  不貪財
[00:08:56.200 --> 00:08:59.200]  我想問你們剛才那三方面
[00:08:59.200 --> 00:09:01.200]  生命的成熟
[00:09:01.200 --> 00:09:03.200]  然後完整的關係
[00:09:03.200 --> 00:09:06.200]  還有一個證明的技能
[00:09:06.200 --> 00:09:10.200]  一個實際可以應用到的技能
[00:09:10.200 --> 00:09:11.200]  三方面
[00:09:11.200 --> 00:09:15.200]  等下我們看這些資格的時候
[00:09:15.200 --> 00:09:19.200]  我想問你們是投入哪一個組呢
[00:09:19.200 --> 00:09:20.200]  哪三個
[00:09:20.200 --> 00:09:21.200]  是生命
[00:09:21.200 --> 00:09:22.200]  是技能
[00:09:22.200 --> 00:09:24.200]  技能還是關係
[00:09:24.200 --> 00:09:26.200]  必須無可指責
[00:09:26.200 --> 00:09:28.200]  這裡絕對不是代表完美
[00:09:28.200 --> 00:09:29.200]  Blameless的意思
[00:09:29.200 --> 00:09:31.200]  Above reproach
[00:09:31.200 --> 00:09:35.200]  就是說她生命裡面沒有一些東西是open to attack
[00:09:35.200 --> 00:09:37.200]  沒有一些東西去到
[00:09:37.200 --> 00:09:39.200]  別人懷疑或者會攻擊的地方
[00:09:39.200 --> 00:09:41.200]  這裡說到生命
[00:09:41.200 --> 00:09:42.200]  無可指責
[00:09:42.200 --> 00:09:44.200]  指了一個婦人的丈夫
[00:09:44.200 --> 00:09:47.200]  就是說他最基本的
[00:09:47.200 --> 00:09:48.200]  家
[00:09:48.200 --> 00:09:50.200]  他的婚姻一定要完整
[00:09:50.200 --> 00:09:51.200]  要美滿
[00:09:51.200 --> 00:09:53.200]  這裡當然不是說
[00:09:53.200 --> 00:09:55.200]  結了婚才可以做監督
[00:09:55.200 --> 00:09:57.200]  不是這個意思
[00:09:57.200 --> 00:09:59.200]  也不是說只有男人才可以做監督
[00:09:59.200 --> 00:10:01.200]  女人就不可以做監督
[00:10:01.200 --> 00:10:03.200]  因為有當時的社會背景
[00:10:03.200 --> 00:10:05.200]  我們以前的華人
[00:10:05.200 --> 00:10:07.200]  傳統很久很久之前
[00:10:07.200 --> 00:10:09.200]  很多時候女人都不是很識字
[00:10:09.200 --> 00:10:11.200]  因為她們沒機會讀書這麼簡單
[00:10:11.200 --> 00:10:12.200]  因為
[00:10:12.200 --> 00:10:14.200]  通常男人才識字
[00:10:14.200 --> 00:10:17.200]  以前的以色列社會都是一樣
[00:10:17.200 --> 00:10:19.200]  羅馬帝國的社會也是一樣
[00:10:19.200 --> 00:10:24.200]  男人有education
[00:10:24.200 --> 00:10:26.200]  所以他們很多時候做leaders
[00:10:26.200 --> 00:10:29.200]  這是出自那時候的背景
[00:10:29.200 --> 00:10:31.200]  我們不需要去到
[00:10:31.200 --> 00:10:34.200]  照辦主管
[00:10:34.200 --> 00:10:36.200]  聖經不是要我們照辦主管
[00:10:36.200 --> 00:10:37.200]  回到以前古代
[00:10:37.200 --> 00:10:39.200]  而是讓我們當時的文化
[00:10:39.200 --> 00:10:40.200]  看到一些大原則
[00:10:40.200 --> 00:10:42.200]  現在可以應用到
[00:10:42.200 --> 00:10:44.200]  最重要的是什麼呢
[00:10:44.200 --> 00:10:47.200]  他要作一個婦人的丈夫
[00:10:47.200 --> 00:10:50.200]  就是說他婚姻一定需要完整
[00:10:50.200 --> 00:10:52.200]  剛才那三個東西
[00:10:52.200 --> 00:10:54.200]  就是關係
[00:10:54.200 --> 00:10:56.200]  Holistic relationship
[00:10:56.200 --> 00:10:58.200]  你不可以說我不理我家人
[00:10:58.200 --> 00:11:00.200]  我只要有技能就行了
[00:11:00.200 --> 00:11:01.200]  No
[00:11:01.200 --> 00:11:02.200]  因為上帝看你
[00:11:02.200 --> 00:11:05.200]  是看了你的關係
[00:11:05.200 --> 00:11:07.200]  他說要有節制
[00:11:07.200 --> 00:11:08.200]  Temporary
[00:11:08.200 --> 00:11:10.200]  就是說有self control
[00:11:10.200 --> 00:11:11.200]  要自守
[00:11:11.200 --> 00:11:13.200]  這裡說到emotional的東西
[00:11:13.200 --> 00:11:16.200]  就是情緒上我們需要去管理
[00:11:16.200 --> 00:11:18.200]  跟一些大情大性的人一起
[00:11:18.200 --> 00:11:20.200]  成功是很難的
[00:11:20.200 --> 00:11:22.200]  很難的
[00:11:22.200 --> 00:11:24.200]  動不動就發脾氣
[00:11:24.200 --> 00:11:25.200]  動不動就罵情緒
[00:11:25.200 --> 00:11:27.200]  這樣就搞不定
[00:11:27.200 --> 00:11:32.200]  教會需要一起向前來侍奉主
[00:11:32.200 --> 00:11:36.200]  同宮就需要有節制
[00:11:36.200 --> 00:11:37.200]  特別說到emotion
[00:11:37.200 --> 00:11:38.200]  就是情緒上
[00:11:38.200 --> 00:11:41.200]  這個就是說到自己實在的生命
[00:11:41.200 --> 00:11:42.200]  端正
[00:11:42.200 --> 00:11:44.200]  什麼意思呢
[00:11:44.200 --> 00:11:45.200]  端正
[00:11:45.200 --> 00:11:47.200]  Respectable
[00:11:47.200 --> 00:11:49.200]  就是說他走出來的時候
[00:11:49.200 --> 00:11:50.200]  他的生命
[00:11:50.200 --> 00:11:51.200]  他的生活整體上
[00:11:51.200 --> 00:11:53.200]  都是受別人尊敬的
[00:11:53.200 --> 00:11:55.200]  這個說到關係
[00:11:55.200 --> 00:11:57.200]  樂意接待遠人
[00:11:57.200 --> 00:11:59.200]  很多時候初期教會
[00:11:59.200 --> 00:12:01.200]  有很多傳道人不是駐守在一個堂會
[00:12:01.200 --> 00:12:03.200]  因為人手不夠
[00:12:03.200 --> 00:12:04.200]  所以要四處去
[00:12:04.200 --> 00:12:06.200]  ABCD四處去廣道
[00:12:06.200 --> 00:12:07.200]  去到不同城市的時候
[00:12:07.200 --> 00:12:08.200]  就需要長老
[00:12:08.200 --> 00:12:10.200]  長輩監督
[00:12:10.200 --> 00:12:12.200]  去接待他們
[00:12:12.200 --> 00:12:14.200]  就是樂意開放自己的家
[00:12:14.200 --> 00:12:18.200]  這個也是說到他對外的關係
[00:12:18.200 --> 00:12:20.200]  善於教導終於有技能
[00:12:20.200 --> 00:12:22.200]  不只是教導這麼簡單
[00:12:22.200 --> 00:12:24.200]  是善於教導
[00:12:24.200 --> 00:12:26.200]  Able to teach
[00:12:26.200 --> 00:12:29.200]  他自己要愛上帝的話
[00:12:29.200 --> 00:12:31.200]  他要追求上帝的話
[00:12:31.200 --> 00:12:33.200]  他要有很好的根基
[00:12:33.200 --> 00:12:36.200]  並且不是自樂這麼簡單
[00:12:36.200 --> 00:12:38.200]  是要教其他人
[00:12:38.200 --> 00:12:40.200]  Able to teach
[00:12:40.200 --> 00:12:41.200]  這個就是技能
[00:12:41.200 --> 00:12:44.200]  不因酒之事
[00:12:44.200 --> 00:12:46.200]  就是不要醉酒
[00:12:46.200 --> 00:12:47.200]  OK
[00:12:47.200 --> 00:12:48.200]  不要醉酒
[00:12:48.200 --> 00:12:51.200]  其實他主要說什麼呢
[00:12:51.200 --> 00:12:56.200]  當時當然現在有他的社會背景
[00:12:56.200 --> 00:12:59.200]  當時的水大部分都是酒
[00:12:59.200 --> 00:13:00.200]  去歐洲玩
[00:13:00.200 --> 00:13:02.200]  酒比水便宜
[00:13:02.200 --> 00:13:07.200]  當時一定有一點酒精
[00:13:07.200 --> 00:13:08.200]  水沒有
[00:13:08.200 --> 00:13:10.200]  清清的水
[00:13:10.200 --> 00:13:11.200]  很少
[00:13:11.200 --> 00:13:15.200]  但很多時候有一些所謂substance abuse
[00:13:15.200 --> 00:13:19.200]  就是事物濫用
[00:13:19.200 --> 00:13:21.200]  這裡又說回我們的生命
[00:13:21.200 --> 00:13:23.200]  一個監督應該有的生命
[00:13:23.200 --> 00:13:25.200]  不打人
[00:13:25.200 --> 00:13:27.200]  我覺得這句和諧本也很有趣
[00:13:27.200 --> 00:13:29.200]  他不可以打人
[00:13:29.200 --> 00:13:33.200]  其實新的中文譯本怎麼譯呢
[00:13:33.200 --> 00:13:35.200]  他不喜歡鬥氣
[00:13:35.200 --> 00:13:39.200]  這個人不喜歡經常和別人鬥氣
[00:13:39.200 --> 00:13:41.200]  鬥誰贏誰輸
[00:13:41.200 --> 00:13:42.200]  開會的時候
[00:13:42.200 --> 00:13:44.200]  到底誰的意見好一點
[00:13:44.200 --> 00:13:46.200]  誰贏誰輸
[00:13:46.200 --> 00:13:48.200]  他說只要溫和
[00:13:48.200 --> 00:13:52.200]  不堅持永遠自己是對的
[00:13:52.200 --> 00:13:53.200]  溫和
[00:13:53.200 --> 00:13:55.200]  溫和不是lying
[00:13:55.200 --> 00:13:59.200]  所以為什麼要解經呢
[00:13:59.200 --> 00:14:00.200]  gentle
[00:14:00.200 --> 00:14:01.200]  其實就是說
[00:14:01.200 --> 00:14:04.200]  希利文有一個意思就是
[00:14:04.200 --> 00:14:07.200]  You are not right all the time
[00:14:07.200 --> 00:14:09.200]  I am not right all the time
[00:14:09.200 --> 00:14:12.200]  就是溫和的意思
[00:14:12.200 --> 00:14:14.200]  其他人補足我
[00:14:14.200 --> 00:14:15.200]  不爭競
[00:14:15.200 --> 00:14:17.200]  peaceable
[00:14:17.200 --> 00:14:18.200]  就是有親和力
[00:14:18.200 --> 00:14:19.200]  你明白我的意思嗎
[00:14:19.200 --> 00:14:21.200]  親和力是什麼意思
[00:14:21.200 --> 00:14:26.200]  教會永遠都是很多不同的人背景走在一起
[00:14:26.200 --> 00:14:28.200]  親和力就是說
[00:14:28.200 --> 00:14:30.200]  大家可以相親可以相處
[00:14:30.200 --> 00:14:32.200]  不只是一舊的人
[00:14:32.200 --> 00:14:34.200]  我才能接納他
[00:14:34.200 --> 00:14:36.200]  其他人我就排擠他
[00:14:36.200 --> 00:14:40.200]  做監督或者我們應該有的目標就是應該要這樣
[00:14:40.200 --> 00:14:41.200]  其實這裡說什麼
[00:14:41.200 --> 00:14:43.200]  不打人要溫和
[00:14:43.200 --> 00:14:45.200]  不要堅持自己永遠是對的
[00:14:45.200 --> 00:14:47.200]  不要爭競其實是什麼
[00:14:47.200 --> 00:14:50.200]  不要濫用權力
[00:14:50.200 --> 00:14:53.200]  不要abuse或者misuse
[00:14:53.200 --> 00:14:55.200]  我們的power
[00:14:55.200 --> 00:14:59.200]  講到關係
[00:14:59.200 --> 00:15:01.200]  不貪財
[00:15:01.200 --> 00:15:03.200]  也是講到關係
[00:15:03.200 --> 00:15:04.200]  為什麼呢
[00:15:04.200 --> 00:15:08.200]  這裡不是說知足自己夠吃夠住
[00:15:08.200 --> 00:15:10.200]  你知道古代的社會
[00:15:10.200 --> 00:15:11.200]  古代社會
[00:15:11.200 --> 00:15:14.200]  可能中間比較年長的可能也有一點認同
[00:15:14.200 --> 00:15:16.200]  古代的社會
[00:15:16.200 --> 00:15:19.200]  經濟是怎樣的呢
[00:15:19.200 --> 00:15:21.200]  就是大家這麼多人
[00:15:21.200 --> 00:15:23.200]  我們分一個蛋糕
[00:15:23.200 --> 00:15:26.200]  在我們中間1%的人
[00:15:26.200 --> 00:15:29.200]  那些top 1%富有的人
[00:15:29.200 --> 00:15:32.200]  他就分了蛋糕的99%
[00:15:32.200 --> 00:15:33.200]  他已經拿走了
[00:15:33.200 --> 00:15:35.200]  剩下的那一塊
[00:15:35.200 --> 00:15:37.200]  就由誰分呢
[00:15:37.200 --> 00:15:39.200]  99%的人去分
[00:15:39.200 --> 00:15:41.200]  所以很多窮人
[00:15:41.200 --> 00:15:44.200]  所以古代社會裡面
[00:15:44.200 --> 00:15:48.200]  大家家常說要賺錢
[00:15:48.200 --> 00:15:50.200]  expand
[00:15:50.200 --> 00:15:52.200]  business要擴闊一點
[00:15:52.200 --> 00:15:54.200]  其實就是貪的意思
[00:15:54.200 --> 00:15:59.200]  不貪財是什麼意思
[00:15:59.200 --> 00:16:01.200]  不只是知足這麼簡單
[00:16:01.200 --> 00:16:03.200]  而是幫助其他人
[00:16:03.200 --> 00:16:04.200]  幫助教會
[00:16:04.200 --> 00:16:06.200]  慷慨generosity
[00:16:06.200 --> 00:16:08.200]  肯去幫其他人
[00:16:08.200 --> 00:16:11.200]  如果你是那位比較富有的
[00:16:11.200 --> 00:16:13.200]  資源多的
[00:16:13.200 --> 00:16:15.200]  就自然應該拿出來
[00:16:15.200 --> 00:16:17.200]  如果你不拿出來
[00:16:17.200 --> 00:16:18.200]  其實就是貪財
[00:16:18.200 --> 00:16:20.200]  就是守財
[00:16:20.200 --> 00:16:23.200]  肯去慷慨generous
[00:16:23.200 --> 00:16:25.200]  所以說了這麼多
[00:16:25.200 --> 00:16:27.200]  暫時說這麼多
[00:16:27.200 --> 00:16:29.200]  有多少是技能呢
[00:16:29.200 --> 00:16:31.200]  我數來數去都只有一樣
[00:16:31.200 --> 00:16:34.200]  大部分都是和我們內在生命
[00:16:34.200 --> 00:16:36.200]  和我們的關係有關
[00:16:36.200 --> 00:16:39.200]  特別是和權力有關係
[00:16:39.200 --> 00:16:43.200]  就是不去濫用權力
[00:16:43.200 --> 00:16:47.200]  或者不去堅持自己有的權位
[00:16:47.200 --> 00:16:50.200]  我不知道你有沒有聽過這樣的情況
[00:16:50.200 --> 00:16:52.200]  就是大家一齊走過來
[00:16:52.200 --> 00:16:53.200]  商議的時候
[00:16:53.200 --> 00:16:54.200]  開會的時候
[00:16:54.200 --> 00:16:56.200]  解決不了問題
[00:16:56.200 --> 00:16:58.200]  其中一個的同工會發火
[00:16:58.200 --> 00:17:00.200]  或者臉黑
[00:17:00.200 --> 00:17:03.200]  其實就是emotional manipulation
[00:17:03.200 --> 00:17:05.200]  在那種環境裡
[00:17:05.200 --> 00:17:07.200]  大家不要傷和氣
[00:17:07.200 --> 00:17:08.200]  算了給他吧
[00:17:08.200 --> 00:17:10.200]  或者那個人會說
[00:17:10.200 --> 00:17:11.200]  如果你不同意的話
[00:17:11.200 --> 00:17:13.200]  我今天立刻走
[00:17:13.200 --> 00:17:15.200]  或者我立刻辭職
[00:17:15.200 --> 00:17:18.200]  這是情緒的威脅
[00:17:18.200 --> 00:17:22.200]  這個是abuse of power
[00:17:22.200 --> 00:17:24.200]  有目者會是這樣
[00:17:24.200 --> 00:17:26.200]  有長老是這樣
[00:17:26.200 --> 00:17:29.200]  有團體的職員會是這樣
[00:17:29.200 --> 00:17:31.200]  這些不是同工
[00:17:31.200 --> 00:17:35.200]  這些是自己的ego太大
[00:17:35.200 --> 00:17:37.200]  自己的ego太大
[00:17:37.200 --> 00:17:42.200]  如果一個大ego的人
[00:17:42.200 --> 00:17:45.200]  自己很sit on power
[00:17:45.200 --> 00:17:47.200]  抓住權的話
[00:17:47.200 --> 00:17:49.200]  身邊的人
[00:17:49.200 --> 00:17:51.200]  他就不想身邊的人來看見
