
[00:00:00.000 --> 00:00:28.000]  我們繼續看C篇,我們知道在人生當中有不同的階段,有不同的經歷,在150首詩歌裡面,總有一首是講到我們人生裡面不同的經歷,不同的情況。
[00:10:40.000 --> 00:10:50.000]  (閩南語)
[00:10:50.000 --> 00:11:00.000]  (閩南語)
[00:11:00.000 --> 00:11:10.000]  (閩南語)
[00:11:10.000 --> 00:11:20.000]  (閩南語)
[00:11:20.000 --> 00:11:30.000]  (閩南語)
[00:11:30.000 --> 00:11:40.000]  (閩南語)
[00:11:40.000 --> 00:11:50.000]  (閩南語)
[00:11:50.000 --> 00:12:00.000]  (閩南語)
[00:12:00.000 --> 00:12:10.000]  (閩南語)
[00:12:10.000 --> 00:12:20.000]  (閩南語)
[00:12:20.000 --> 00:12:30.000]  (閩南語)
[00:12:30.000 --> 00:12:40.000]  (閩南語)
[00:12:40.000 --> 00:12:50.000]  (閩南語)
[00:12:50.000 --> 00:13:00.000]  (閩南語)
[00:13:00.000 --> 00:13:10.000]  (閩南語)
[00:13:10.000 --> 00:13:20.000]  (閩南語)
[00:13:20.000 --> 00:13:30.000]  (閩南語)
[00:13:30.000 --> 00:13:40.000]  (閩南語)
[00:13:40.000 --> 00:13:50.000]  (閩南語)
[00:13:50.000 --> 00:14:00.000]  (閩南語)
[00:14:00.000 --> 00:14:10.000]  (閩南語)
[00:14:10.000 --> 00:14:20.000]  (閩南語)
[00:14:20.000 --> 00:14:30.000]  (閩南語)
[00:14:30.000 --> 00:14:40.000]  (閩南語)
[00:14:40.000 --> 00:14:50.000]  (閩南語)
[00:14:50.000 --> 00:15:00.000]  (閩南語)
[00:15:00.000 --> 00:15:10.000]  (閩南語)
[00:15:10.000 --> 00:15:20.000]  (閩南語)
[00:15:20.000 --> 00:15:30.000]  (閩南語)
[00:15:30.000 --> 00:15:40.000]  (閩南語)
[00:15:40.000 --> 00:15:50.000]  (閩南語)
[00:15:50.000 --> 00:16:00.000]  (閩南語)
[00:16:00.000 --> 00:16:10.000]  (閩南語)
[00:16:10.000 --> 00:16:20.000]  (閩南語)
[00:16:20.000 --> 00:16:30.000]  (閩南語)
[00:16:30.000 --> 00:16:40.000]  (閩南語)
[00:16:40.000 --> 00:16:50.000]  (閩南語)
[00:16:50.000 --> 00:17:00.000]  (閩南語)
[00:17:00.000 --> 00:17:10.000]  (閩南語)
[00:17:10.000 --> 00:17:20.000]  (閩南語)
[00:17:20.000 --> 00:17:30.000]  (閩南語)
[00:17:30.000 --> 00:17:40.000]  (閩南語)
[00:17:40.000 --> 00:17:50.000]  (閩南語)
[00:17:50.000 --> 00:18:00.000]  (閩南語)
[00:18:00.000 --> 00:18:10.000]  (閩南語)
[00:18:10.000 --> 00:18:20.000]  (閩南語)
[00:18:20.000 --> 00:18:30.000]  (閩南語)
[00:18:30.000 --> 00:18:40.000]  (閩南語)
[00:18:40.000 --> 00:18:50.000]  (閩南語)
[00:18:50.000 --> 00:19:00.000]  (閩南語)
[00:19:00.000 --> 00:19:10.000]  (閩南語)
[00:19:10.000 --> 00:19:20.000]  (閩南語)
[00:19:20.000 --> 00:19:30.000]  (閩南語)
[00:19:30.000 --> 00:19:40.000]  (閩南語)
[00:19:40.000 --> 00:19:50.000]  (閩南語)
[00:19:50.000 --> 00:20:00.000]  (閩南語)
[00:20:00.000 --> 00:20:10.000]  (閩南語)
[00:20:10.000 --> 00:20:20.000]  (閩南語)
[00:20:20.000 --> 00:20:30.000]  (閩南語)
[00:20:30.000 --> 00:20:40.000]  (閩南語)
[00:20:40.000 --> 00:20:50.000]  (閩南語)
[00:20:50.000 --> 00:21:00.000]  (閩南語)
[00:21:00.000 --> 00:21:10.000]  (閩南語)
[00:21:10.000 --> 00:21:20.000]  (閩南語)
[00:21:20.000 --> 00:21:30.000]  (閩南語)
[00:21:30.000 --> 00:21:40.000]  (閩南語)
[00:21:40.000 --> 00:21:50.000]  (閩南語)
[00:21:50.000 --> 00:22:00.000]  (閩南語)
[00:22:00.000 --> 00:22:10.000]  (閩南語)
[00:22:10.000 --> 00:22:20.000]  (閩南語)
[00:22:20.000 --> 00:22:30.000]  (閩南語)
[00:22:30.000 --> 00:22:40.000]  (閩南語)
[00:22:40.000 --> 00:22:50.000]  (閩南語)
[00:22:50.000 --> 00:23:00.000]  (閩南語)
[00:23:00.000 --> 00:23:10.000]  (閩南語)
[00:23:10.000 --> 00:23:20.000]  (閩南語)
[00:23:20.000 --> 00:23:30.000]  (閩南語)
[00:23:30.000 --> 00:23:40.000]  (閩南語)
[00:23:40.000 --> 00:23:50.000]  (閩南語)
[00:23:50.000 --> 00:24:00.000]  (閩南語)
[00:24:00.000 --> 00:24:10.000]  (閩南語)
[00:24:10.000 --> 00:24:20.000]  (閩南語)
[00:24:20.000 --> 00:24:30.000]  (閩南語)
[00:24:30.000 --> 00:24:40.000]  (閩南語)
[00:24:40.000 --> 00:24:50.000]  (閩南語)
[00:24:50.000 --> 00:25:00.000]  (閩南語)
[00:25:00.000 --> 00:25:10.000]  (閩南語)
[00:25:10.000 --> 00:25:20.000]  (閩南語)
[00:25:20.000 --> 00:25:30.000]  (閩南語)
[00:25:30.000 --> 00:25:40.000]  (閩南語)
[00:25:40.000 --> 00:25:50.000]  (閩南語)
[00:25:50.000 --> 00:26:00.000]  (閩南語)
[00:26:00.000 --> 00:26:10.000]  (閩南語)
[00:26:10.000 --> 00:26:20.000]  (閩南語)
[00:26:20.000 --> 00:26:30.000]  (閩南語)
[00:26:30.000 --> 00:26:40.000]  (閩南語)
[00:26:40.000 --> 00:26:50.000]  (閩南語)
[00:26:50.000 --> 00:27:00.000]  (閩南語)
[00:27:00.000 --> 00:27:10.000]  (閩南語)
[00:27:10.000 --> 00:27:20.000]  (閩南語)
[00:27:20.000 --> 00:27:30.000]  (閩南語)
[00:27:30.000 --> 00:27:40.000]  (閩南語)
[00:27:40.000 --> 00:27:50.000]  (閩南語)
[00:27:50.000 --> 00:28:00.000]  (閩南語)
[00:28:00.000 --> 00:28:10.000]  (閩南語)
[00:28:10.000 --> 00:28:20.000]  (閩南語)
[00:28:20.000 --> 00:28:30.000]  (閩南語)
[00:28:30.000 --> 00:28:40.000]  (閩南語)
[00:28:40.000 --> 00:28:50.000]  (閩南語)
[00:28:50.000 --> 00:29:00.000]  (閩南語)
[00:29:00.000 --> 00:29:10.000]  (閩南語)
[00:29:10.000 --> 00:29:20.000]  (閩南語)
[00:29:20.000 --> 00:29:30.000]  (閩南語)
[00:29:30.000 --> 00:29:40.000]  (閩南語)
[00:29:40.000 --> 00:29:50.000]  (閩南語)
[00:29:50.000 --> 00:30:00.000]  (閩南語)
[00:30:00.000 --> 00:30:10.000]  (閩南語)
[00:30:10.000 --> 00:30:20.000]  (閩南語)
[00:30:20.000 --> 00:30:30.000]  (閩南語)
[00:30:30.000 --> 00:30:40.000]  (閩南語)
[00:30:40.000 --> 00:30:50.000]  (閩南語)
[00:30:50.000 --> 00:31:00.000]  (閩南語)
[00:31:00.000 --> 00:31:10.000]  (閩南語)
[00:31:10.000 --> 00:31:20.000]  (閩南語)
[00:31:20.000 --> 00:31:30.000]  (閩南語)
[00:31:30.000 --> 00:31:40.000]  (閩南語)
[00:31:40.000 --> 00:31:50.000]  (閩南語)
[00:31:50.000 --> 00:32:00.000]  (閩南語)
[00:32:00.000 --> 00:32:10.000]  (閩南語)
[00:32:10.000 --> 00:32:20.000]  (閩南語)
[00:32:20.000 --> 00:32:30.000]  (閩南語)
[00:32:30.000 --> 00:32:40.000]  (閩南語)
[00:32:40.000 --> 00:32:50.000]  (閩南語)
[00:32:50.000 --> 00:33:00.000]  (閩南語)
[00:33:00.000 --> 00:33:10.000]  (閩南語)
[00:33:10.000 --> 00:33:20.000]  (閩南語)
[00:33:20.000 --> 00:33:30.000]  (閩南語)
[00:33:30.000 --> 00:33:40.000]  (閩南語)
[00:33:40.000 --> 00:33:50.000]  (閩南語)
[00:33:50.000 --> 00:34:00.000]  (閩南語)
[00:34:00.000 --> 00:34:10.000]  (閩南語)
[00:34:10.000 --> 00:34:20.000]  (閩南語)
[00:34:20.000 --> 00:34:30.000]  (閩南語)
[00:34:30.000 --> 00:34:40.000]  (閩南語)
[00:34:40.000 --> 00:34:50.000]  (閩南語)
[00:34:50.000 --> 00:35:00.000]  (閩南語)
[00:35:00.000 --> 00:35:10.000]  (閩南語)
[00:35:10.000 --> 00:35:20.000]  (閩南語)
[00:35:20.000 --> 00:35:30.000]  (閩南語)
[00:35:30.000 --> 00:35:40.000]  (閩南語)
[00:35:40.000 --> 00:35:50.000]  (閩南語)
[00:35:50.000 --> 00:36:00.000]  (閩南語)
[00:36:00.000 --> 00:36:10.000]  (閩南語)
[00:36:10.000 --> 00:36:20.000]  (閩南語)
[00:36:20.000 --> 00:36:30.000]  (閩南語)
[00:36:30.000 --> 00:36:40.000]  (閩南語)
[00:36:40.000 --> 00:36:50.000]  (閩南語)
[00:36:50.000 --> 00:37:00.000]  (閩南語)
[00:37:00.000 --> 00:37:10.000]  (閩南語)
[00:37:10.000 --> 00:37:20.000]  (閩南語)
[00:37:20.000 --> 00:37:30.000]  (閩南語)
[00:37:30.000 --> 00:37:40.000]  (閩南語)
[00:37:40.000 --> 00:37:50.000]  (閩南語)
[00:37:50.000 --> 00:38:00.000]  (閩南語)
[00:38:00.000 --> 00:38:10.000]  (閩南語)
[00:38:10.000 --> 00:38:20.000]  (閩南語)
[00:38:20.000 --> 00:38:30.000]  (閩南語)
[00:38:30.000 --> 00:38:40.000]  (閩南語)
[00:38:40.000 --> 00:38:50.000]  (閩南語)

