
[00:00:00.000 --> 00:00:05.880]  我們繼續講洪水有關的背景
[00:01:53.420 --> 00:01:57.000]  當時的背景、當時的文化、他們的世界觀
[00:01:57.000 --> 00:01:59.180]  他們所屬的觀念
[00:01:59.180 --> 00:02:01.480]  來表述出來的
[00:02:01.480 --> 00:02:03.600]  所以我們要了解創世紀
[00:02:03.600 --> 00:02:06.680]  縱使我們說就是神的話語永遠都通
[00:02:06.680 --> 00:02:09.240]  放諸於死海而皆準是永遠的真理
[00:02:09.240 --> 00:02:13.840]  但我們都要明白到底我們怎樣去看古代文獻
[00:02:13.840 --> 00:02:17.380]  所以我們要知道他們運用的手法
[00:02:17.380 --> 00:02:23.940]  他們怎樣去用不同的方法來表述真理
[00:02:23.940 --> 00:02:26.020]  以及表述真理的哪方面
[00:02:26.020 --> 00:02:28.620]  所以我們知道這樣的時候
[00:02:28.620 --> 00:02:29.740]  我們就需要一些工具
[00:02:29.740 --> 00:02:33.240]  我們就說比對研究和一些考古可以讓我們發現的
[00:02:33.240 --> 00:02:36.240]  例如米索不達米亞
[00:02:36.240 --> 00:02:39.460]  近東的洪水故事
[00:02:39.460 --> 00:02:41.060]  不單單是羅亞才有的
[00:02:41.060 --> 00:02:42.500]  不單單是創世紀才有的
[00:02:42.500 --> 00:02:44.100]  有很多近東的故事
[00:02:44.100 --> 00:02:47.380]  我們繼續看下去的時候就會非常相似
[00:02:47.380 --> 00:02:50.460]  是跟羅亞的洪水故事
[00:02:50.460 --> 00:02:53.660]  因為很多時候我們沒有接觸過的時候
[00:02:53.660 --> 00:02:55.580]  我們就會覺得很嚇怕
[00:02:55.580 --> 00:02:56.620]  為什麼會這麼相似呢?
[00:02:56.620 --> 00:02:58.100]  是不是聖經抄襲他們呢?
[00:02:58.100 --> 00:03:00.220]  或者有很多坊間的說法就是
[00:03:00.220 --> 00:03:04.700]  一定是聖經抄襲這些遠古的例版裡面的內容
[00:03:04.700 --> 00:03:09.020]  這個就是我們慢慢慢慢才能夠去處理到的
[00:03:09.020 --> 00:03:11.100]  我們不能夠一時間就處理的
[00:03:11.100 --> 00:03:13.660]  所以我慢慢一步一步去解釋的時候
[00:03:13.660 --> 00:03:17.420]  之後我們會在不同的session
[00:03:17.420 --> 00:03:20.380]  我們就會說一下比對研究的歷史
[00:03:20.380 --> 00:03:22.220]  就是以前碰過什麼釘
[00:03:22.220 --> 00:03:23.700]  做錯過什麼
[00:03:23.700 --> 00:03:26.860]  學者不太明白的文化是怎麼運作的
[00:03:26.860 --> 00:03:28.380]  到現在我們明白了
[00:03:28.380 --> 00:03:29.620]  在做比較的研究的時候
[00:03:29.620 --> 00:03:30.980]  我們就不會怕
[00:03:30.980 --> 00:03:33.060]  原來這些聖經
[00:03:33.060 --> 00:03:36.420]  創世紀等等的經文
[00:03:36.420 --> 00:03:39.260]  為什麼會跟這些近東的所謂
[00:03:39.260 --> 00:03:40.900]  虛無的神話
[00:03:40.900 --> 00:03:43.900]  好像很相似
[00:03:43.900 --> 00:03:46.860]  但是其實也有很多差別的地方
[00:03:46.860 --> 00:03:51.900]  所以我們慢慢一步一步才能夠去解答到的
[00:03:51.900 --> 00:03:57.980]  所以我們想看的主要是第九個命題
[00:03:57.980 --> 00:04:00.620]  就是這裡的作者
[00:04:00.620 --> 00:04:03.260]  就是特朗普和約翰·沃頓
[00:04:03.260 --> 00:04:08.860]  這兩位在美國裡面最著名的舊約學者
[00:04:08.860 --> 00:04:13.060]  他們說洪水是一個很大的災難
[00:04:13.060 --> 00:04:15.020]  但是不會是全球性的
[00:04:15.020 --> 00:04:17.340]  但是被描述成為一個全球性的
[00:04:17.340 --> 00:04:18.980]  以至達到一些神學的目的
[00:04:18.980 --> 00:04:20.980]  創世紀神學的目的
[00:04:20.980 --> 00:04:24.100]  第四部分就是15至17
[00:04:24.100 --> 00:04:27.060]  我們只看第九個的命題
[00:04:27.060 --> 00:04:28.860]  我們繼續看下去
[00:04:28.860 --> 00:04:33.060]  這裡就說到
[00:04:33.060 --> 00:04:37.660]  被描述成為一個全地
[00:04:37.660 --> 00:04:39.340]  全球的洪水
[00:04:39.340 --> 00:04:41.340]  想達到什麼目的呢
[00:04:41.340 --> 00:04:43.340]  上次已經說了
[00:04:43.340 --> 00:04:47.340]  在科學、地質、考古上
[00:04:47.340 --> 00:04:50.620]  甚至這本書也有基督徒的地質學家寫了
[00:04:50.620 --> 00:04:54.140]  還是很有資格的基督徒的地質學家
[00:04:54.140 --> 00:04:56.140]  寫了沒有這樣的證據
[00:04:56.140 --> 00:05:00.140]  去證明一個全球的洪水
[00:05:00.140 --> 00:05:05.140]  我們很怕因為傳統是這樣的教導
[00:05:05.140 --> 00:05:07.140]  傳統是這樣的印象
[00:05:07.140 --> 00:05:09.140]  但是我想先告訴你
[00:05:09.140 --> 00:05:12.140]  我們由第一章已經開始說了
[00:05:12.140 --> 00:05:14.140]  聖經在上面
[00:05:14.140 --> 00:05:15.140]  聖經無誤
[00:05:15.140 --> 00:05:19.140]  但是聖經的傳釋是有很多的
[00:05:19.140 --> 00:05:25.140]  聖經的傳釋是有1、2、3、4不同的方法去傳釋
[00:05:25.140 --> 00:05:26.140]  聖經的傳釋
[00:05:26.140 --> 00:05:28.140]  某一個對聖經的傳釋
[00:05:28.140 --> 00:05:32.140]  不等於聖經的絕對權威
[00:05:32.140 --> 00:05:33.140]  聖經無誤
[00:05:33.140 --> 00:05:36.140]  不等於我們的傳釋就是無誤
[00:05:36.140 --> 00:05:39.140]  所以我們的傳釋是可以更改的
[00:05:39.140 --> 00:05:40.140]  正如我所說的
[00:05:40.140 --> 00:05:42.140]  聖經考古學
[00:05:42.140 --> 00:05:45.140]  或者我們以往一直看的經文等等
[00:05:45.140 --> 00:05:47.140]  其實是可以修改的
[00:05:47.140 --> 00:05:48.140]  可以更加完備的
[00:05:48.140 --> 00:05:50.140]  好像一個小朋友在這裡長大
[00:05:50.140 --> 00:05:52.140]  我今天對創世紀的看法
[00:05:52.140 --> 00:05:55.140]  特別可能只是說第一章
[00:05:55.140 --> 00:05:57.140]  或者說到這裡
[00:05:57.140 --> 00:05:58.140]  洪水的故事
[00:05:58.140 --> 00:06:01.140]  我以往十幾歲的時候
[00:06:01.140 --> 00:06:03.140]  甚至我大學的時候
[00:06:03.140 --> 00:06:06.140]  我所解的或者了解的這段聖經
[00:06:06.140 --> 00:06:08.140]  這些的傳釋
[00:06:08.140 --> 00:06:09.140]  和我今天的傳釋
[00:06:09.140 --> 00:06:11.140]  我希望一定是不同的
[00:06:11.140 --> 00:06:12.140]  還有繼續進步
[00:06:12.140 --> 00:06:14.140]  繼續完備一點
[00:06:14.140 --> 00:06:15.140]  當我們越來越多工具
[00:06:15.140 --> 00:06:17.140]  越來越多資訊的時候
[00:06:17.140 --> 00:06:19.140]  特別我們生於這一代
[00:06:19.140 --> 00:06:20.140]  21世紀
[00:06:20.140 --> 00:06:23.140]  我們有很多近東的資料
[00:06:23.140 --> 00:06:27.140]  我們不能夠忽視的
[00:06:27.140 --> 00:06:34.140]  所以為什麼會說洪水的技術
[00:06:34.140 --> 00:06:35.140]  的描述
[00:06:35.140 --> 00:06:38.140]  其實不應該是全球的呢?
[00:06:38.140 --> 00:06:40.140]  其實在經文裡面
[00:06:40.140 --> 00:06:41.140]  也有些蛛絲馬跡
[00:06:41.140 --> 00:06:42.140]  讓我們看到的
[00:06:42.140 --> 00:06:45.140]  只不過我們以往看聖經的時候
[00:06:45.140 --> 00:06:46.140]  我們略過了
[00:06:46.140 --> 00:06:47.140]  為什麼呢?
[00:06:47.140 --> 00:06:49.140]  因為我們以往有一種的傳釋
[00:06:49.140 --> 00:06:50.140]  來到聖經面前
[00:06:50.140 --> 00:06:51.140]  我們就認為
[00:06:51.140 --> 00:06:52.140]  這些不會構成問題
[00:06:52.140 --> 00:06:54.140]  或者我們不會留意
[00:06:54.140 --> 00:06:55.140]  現在我們慢下來
[00:06:55.140 --> 00:06:57.140]  所以為什麼要看原文呢?
[00:06:57.140 --> 00:06:58.140]  原文的好處就是
[00:06:58.140 --> 00:07:01.140]  我們不需要留意的
[00:07:01.140 --> 00:07:04.140]  希伯來文或者希臘文
[00:07:04.140 --> 00:07:05.140]  舊約新約
[00:07:05.140 --> 00:07:06.140]  我們不需要留意的
[00:07:06.140 --> 00:07:08.140]  最重要是有一個working knowledge
[00:07:08.140 --> 00:07:09.140]  還有我們看原文的時候
[00:07:09.140 --> 00:07:11.140]  最好的一個好處就是
[00:07:11.140 --> 00:07:13.140]  我們可以慢下來
[00:07:13.140 --> 00:07:16.140]  不要以為我們以為
[00:07:16.140 --> 00:07:17.140]  以往的看法就對了
[00:07:17.140 --> 00:07:19.140]  因為我們正在看的
[00:07:19.140 --> 00:07:21.140]  一向都是翻譯
[00:07:21.140 --> 00:07:24.140]  所以我們有原文的時候
[00:07:24.140 --> 00:07:25.140]  就慢慢地
[00:07:25.140 --> 00:07:26.140]  好像停了
[00:07:26.140 --> 00:07:27.140]  煞了一個break
[00:07:27.140 --> 00:07:28.140]  車子停了下來
[00:07:28.140 --> 00:07:29.140]  我們慢慢地
[00:07:29.140 --> 00:07:30.140]  一個一個字
[00:07:30.140 --> 00:07:31.140]  一個一個字母
[00:07:31.140 --> 00:07:32.140]  我們看清楚
[00:07:32.140 --> 00:07:34.140]  到底在做什麼
[00:07:34.140 --> 00:07:38.140]  今天我們看六章四節
[00:07:38.140 --> 00:07:41.140]  有一本好的聖經書
[00:07:41.140 --> 00:07:43.140]  都是講這一類
[00:07:43.140 --> 00:07:46.140]  很少人會留意的東西
[00:07:46.140 --> 00:07:47.140]  都很新出
[00:07:47.140 --> 00:07:49.140]  2016年出的
[00:07:49.140 --> 00:07:50.140]  Ian Proven
[00:07:50.140 --> 00:07:53.140]  他還是在region college教的
[00:07:53.140 --> 00:07:55.140]  我以前在region college
[00:07:55.140 --> 00:07:57.140]  在加拿大Vancouver
[00:07:57.140 --> 00:07:58.140]  溫哥華那裡
[00:07:58.140 --> 00:08:00.140]  他是教舊約的
[00:08:00.140 --> 00:08:04.140]  Ian Proven是一個很出色的英裔學者
[00:08:04.140 --> 00:08:05.140]  英國裔的學者
[00:08:05.140 --> 00:08:07.140]  他寫了這本書
[00:08:07.140 --> 00:08:08.140]  Discovering Genesis
[00:08:08.140 --> 00:08:09.140]  在那裡點出
[00:08:09.140 --> 00:08:12.140]  有很多我們經常看不到的東西
[00:08:12.140 --> 00:08:13.140]  所以這本書
[00:08:13.140 --> 00:08:16.140]  不失為一本很好的
[00:08:16.140 --> 00:08:19.140]  一本的聖經解經書
[00:08:19.140 --> 00:08:21.140]  六章四節在這裡說什麼
[00:08:21.140 --> 00:08:25.140]  在那些日子和以後的日子
[00:08:25.140 --> 00:08:26.140]  講到洪水
[00:08:26.140 --> 00:08:28.140]  洪水還沒來之前
[00:08:28.140 --> 00:08:31.140]  在那些日子和以後的日子
[00:08:31.140 --> 00:08:34.140]  有巨人在地上
[00:08:34.140 --> 00:08:36.140]  神的兒子和人的女子結合了
[00:08:36.140 --> 00:08:40.140]  就生了上古英武有名的人物
[00:08:40.140 --> 00:08:44.140]  有巨人這個中文引用的翻譯
[00:08:44.140 --> 00:08:47.140]  Hannifinim
[00:08:47.140 --> 00:08:50.140]  在LXX 七十事易本
[00:08:50.140 --> 00:08:51.140]  將他翻譯
[00:08:51.140 --> 00:08:54.140]  即是主前大概二百五年
[00:08:54.140 --> 00:08:56.140]  將希伯來文翻譯成希臘文的時候
[00:08:56.140 --> 00:08:59.140]  就用Gegentis這個字
[00:08:59.140 --> 00:09:03.140]  這個Gegentis這個字就引申有巨人
[00:09:03.140 --> 00:09:05.140]  但是原文
[00:09:05.140 --> 00:09:08.140]  希伯來文就是Hannifinim
[00:09:08.140 --> 00:09:09.140]  Hannifinim是什麼意思呢
[00:09:09.140 --> 00:09:13.140]  Hannifal意思就是
[00:09:13.140 --> 00:09:14.140]  跌低的意思
[00:09:14.140 --> 00:09:16.140]  或者墮落的意思
[00:09:16.140 --> 00:09:17.140]  可以這樣解釋
[00:09:17.140 --> 00:09:19.140]  但是無論如何
[00:09:19.140 --> 00:09:21.140]  這裡講到這一種的人
[00:09:21.140 --> 00:09:23.140]  叫做巨人
[00:09:23.140 --> 00:09:25.140]  或者Hannifinim
[00:09:25.140 --> 00:09:27.140]  提到一樣東西很特別的
[00:09:27.140 --> 00:09:29.140]  就是說那些日子和以後的日子
[00:09:29.140 --> 00:09:30.140]  就有他們在
[00:09:30.140 --> 00:09:32.140]  那就是說他們
[00:09:32.140 --> 00:09:35.140]  沒有被洪水消滅
[00:09:35.140 --> 00:09:37.140]  對不對
[00:09:37.140 --> 00:09:40.140]  這個是最自然的看法
[00:09:40.140 --> 00:09:41.140]  對不對
[00:09:41.140 --> 00:09:42.140]  我們不能夠說
[00:09:42.140 --> 00:09:45.140]  洪水之後有些人就給他這個稱銜
[00:09:45.140 --> 00:09:47.140]  叫做Hannifinim
[00:09:47.140 --> 00:09:49.140]  有其他人都是這樣叫的
[00:09:49.140 --> 00:09:51.140]  但是他們已經滅亡了
[00:09:51.140 --> 00:09:53.140]  不是的
[00:09:53.140 --> 00:09:55.140]  六章四節這裡的作者
[00:09:55.140 --> 00:09:56.140]  寫得很清楚
[00:09:56.140 --> 00:09:59.140]  沒有什麼自相矛盾的東西
[00:09:59.140 --> 00:10:01.140]  起碼他自己不覺得
[00:10:01.140 --> 00:10:03.140]  在那些日子和以後的日子
[00:10:03.140 --> 00:10:06.140]  很肯定在講洪水之前
[00:10:06.140 --> 00:10:08.140]  和洪水之後
[00:10:08.140 --> 00:10:10.140]  有這些叫做Hannifinim
[00:10:10.140 --> 00:10:12.140]  翻譯做巨人
[00:10:12.140 --> 00:10:14.140]  這些是什麼人呢
[00:10:14.140 --> 00:10:17.140]  如果你查一下Hannifinim這個字
[00:10:17.140 --> 00:10:20.140]  在舊約裡面出現過的地方
[00:10:20.140 --> 00:10:24.140]  就在摩西五經裡面曾經有提過
[00:10:24.140 --> 00:10:27.140]  文素記十三章你記得那個故事嗎
[00:10:27.140 --> 00:10:32.140]  那個十二個探子被差派進去迦南地去窺探
[00:10:32.140 --> 00:10:35.140]  是不是神給我們這個地方
[00:10:35.140 --> 00:10:37.140]  我們可以打進去等等
[00:10:37.140 --> 00:10:39.140]  回來報信的時候
[00:10:39.140 --> 00:10:41.140]  這十二個探子
[00:10:41.140 --> 00:10:45.140]  十個是不信的探子
[00:10:45.140 --> 00:10:47.140]  他說在那裡迦南地
[00:10:47.140 --> 00:10:51.140]  我們看見了巨人Hannifinim
[00:10:51.140 --> 00:10:53.140]  他們是什麼呢
[00:10:53.140 --> 00:10:55.140]  就是阿納人
[00:10:55.140 --> 00:10:57.140]  或者阿納族人的子孫
[00:10:57.140 --> 00:11:01.140]  Bnei Anak
[00:11:01.140 --> 00:11:05.140]  有一個Anak這個名字
[00:11:05.140 --> 00:11:07.140]  他們是什麼呢
[00:11:07.140 --> 00:11:09.140]  他們就是巨人
[00:11:09.140 --> 00:11:13.140]  他們就是Hannifinim的後裔
[00:11:13.140 --> 00:11:15.140]  就是說他們一代一代傳下來
[00:11:15.140 --> 00:11:17.140]  然後這十個不信的探子
[00:11:17.140 --> 00:11:19.140]  對上帝沒有信心
[00:11:19.140 --> 00:11:23.140]  他們說我們在他們面前就像炸蔓一樣
[00:11:23.140 --> 00:11:25.140]  這個文素記
[00:11:25.140 --> 00:11:27.140]  洪水之後
[00:11:27.140 --> 00:11:30.140]  就講回這些人一直都存在的
[00:11:30.140 --> 00:11:32.140]  現在我們進去窺探的時候
[00:11:32.140 --> 00:11:34.140]  就看到Hannifinim
[00:11:34.140 --> 00:11:36.140]  《生命記》第二章
[00:11:36.140 --> 00:11:39.140]  以前有以米人住在那裡
[00:11:39.140 --> 00:11:42.140]  這族人人數眾多
[00:11:42.140 --> 00:11:44.140]  身體高大
[00:11:44.140 --> 00:11:46.140]  像什麼呢
[00:11:46.140 --> 00:11:48.140]  像阿納族人
[00:11:48.140 --> 00:11:50.140]  Anakim
[00:11:50.140 --> 00:11:52.140]  其實都是同一個字
[00:11:52.140 --> 00:11:54.140]  只不過是son of Anak
[00:11:54.140 --> 00:11:56.140]  這裡就是Anakim
[00:11:56.140 --> 00:11:58.140]  這以米人就是阿納族人
[00:11:58.140 --> 00:12:00.140]  就是相等的
[00:12:00.140 --> 00:12:02.140]  名字可能不同
[00:12:02.140 --> 00:12:04.140]  也算什麼呢
[00:12:04.140 --> 00:12:06.140]  Harafim
[00:12:06.140 --> 00:12:08.140]  就是利弗欽人
[00:12:08.140 --> 00:12:11.140]  Hannifinim也是這種人
[00:12:11.140 --> 00:12:13.140]  也是這種人算
[00:12:13.140 --> 00:12:15.140]  起碼我們這樣叫他
[00:12:15.140 --> 00:12:18.140]  但是摩訶人呢
[00:12:18.140 --> 00:12:20.140]  就用另一個名字叫他
[00:12:20.140 --> 00:12:22.140]  所以是同一族人
[00:12:22.140 --> 00:12:23.140]  同一種人
[00:12:23.140 --> 00:12:25.140]  但是有不同的名字
[00:12:25.140 --> 00:12:27.140]  但是無論如何我們現在追蹤的是什麼
[00:12:27.140 --> 00:12:30.140]  在跟蹤Hannifinim
[00:12:30.140 --> 00:12:34.140]  到底是什麼身份呢
[00:12:34.140 --> 00:12:36.140]  然後呢
[00:12:36.140 --> 00:12:39.140]  我們去到《創世紀》第十四章
[00:12:39.140 --> 00:12:41.140]  第五節
[00:12:41.140 --> 00:12:43.140]  這裡就是四王打五王的時候
[00:12:43.140 --> 00:12:46.140]  阿不拉罕剛剛到迦林地
[00:12:46.140 --> 00:12:50.140]  在永久羅德的一場仗
[00:12:50.140 --> 00:12:53.140]  他就說基大魯瑪和同盟的王都萊鳥
[00:12:53.140 --> 00:12:55.140]  擊敗了什麼呢
[00:12:55.140 --> 00:12:57.140]  利弗欽人
[00:12:57.140 --> 00:12:59.140]  Harafim
[00:12:59.140 --> 00:13:01.140]  Rafaim
[00:13:01.140 --> 00:13:03.140]  第十五章又提到他了
[00:13:03.140 --> 00:13:05.140]  就是在迦林地裡面
[00:13:05.140 --> 00:13:07.140]  有這些人
[00:13:07.140 --> 00:13:09.140]  耶和華就跟阿不拉罕納約
[00:13:09.140 --> 00:13:11.140]  我已經將這塊地
[00:13:11.140 --> 00:13:14.140]  迦林地將來一定會賜給你的後裔
[00:13:14.140 --> 00:13:16.140]  就是什麼人什麼人
[00:13:16.140 --> 00:13:18.140]  迦林人 赫人等等
[00:13:18.140 --> 00:13:20.140]  利弗欽人 Harafim
[00:13:20.140 --> 00:13:22.140]  就是同一群人
[00:13:22.140 --> 00:13:24.140]  然後呢
[00:13:24.140 --> 00:13:26.140]  三章十一節新領記
[00:13:26.140 --> 00:13:28.140]  又提到了
[00:13:28.140 --> 00:13:31.140]  迦林地裡面有的族人之一
[00:13:31.140 --> 00:13:34.140]  就是利弗欽人 Harafim
[00:13:34.140 --> 00:13:39.140]  又是這些和Harafim有關係的人
[00:13:39.140 --> 00:13:41.140]  漁民裡面
[00:13:41.140 --> 00:13:43.140]  留下了誰呢
[00:13:43.140 --> 00:13:46.140]  留下了巴山王河
[00:13:46.140 --> 00:13:48.140]  所以呢
[00:13:48.140 --> 00:13:52.140]  對於創世紀六章四節的那位作者
[00:13:52.140 --> 00:13:54.140]  我們當他摸西了
[00:13:54.140 --> 00:13:56.140]  總之經文呢
[00:13:56.140 --> 00:13:59.140]  是寫了那些日子和以後的日子
[00:13:59.140 --> 00:14:01.140]  很肯定是暗示
[00:14:01.140 --> 00:14:03.140]  明示暗示
[00:14:03.140 --> 00:14:06.140]  他們是生存了
[00:14:06.140 --> 00:14:10.140]  就是生還於洪水
[00:14:10.140 --> 00:14:12.140]  那很奇怪
[00:14:12.140 --> 00:14:14.140]  為什麼我們耳目沒有提過呢
[00:14:14.140 --> 00:14:16.140]  耳目沒有留意過
[00:14:16.140 --> 00:14:20.140]  其實猶太人拉比
[00:14:20.140 --> 00:14:22.140]  早就留意了這個細節
[00:14:22.140 --> 00:14:26.140]  他們就去掙扎到底發生了什麼事
[00:14:26.140 --> 00:14:29.140]  你知道猶太拉比很有趣
[00:14:29.140 --> 00:14:31.140]  有時候他們會
[00:14:31.140 --> 00:14:33.140]  在解經上
[00:14:33.140 --> 00:14:35.140]  嘗試去
[00:14:35.140 --> 00:14:38.140]  smooth out(清除)這些差別
[00:14:38.140 --> 00:14:40.140]  將它解釋
[00:14:40.140 --> 00:14:42.140]  怎樣解釋呢
[00:14:42.140 --> 00:14:44.140]  其中一個猶太人的拉比
[00:14:44.140 --> 00:14:46.140]  就是這樣解釋
[00:14:46.140 --> 00:14:48.140]  他說原來不只是
[00:14:48.140 --> 00:14:51.140]  羅亞和他一家在方舟那裡生還
[00:14:51.140 --> 00:14:53.140]  還有誰呢
[00:14:53.140 --> 00:14:55.140]  就是巴山王河
[00:14:55.140 --> 00:14:57.140]  西行
[00:14:57.140 --> 00:14:59.140]  Orc
[00:14:59.140 --> 00:15:01.140]  King of Bashan
[00:15:01.140 --> 00:15:03.140]  巴山王河
[00:15:03.140 --> 00:15:05.140]  他就坐在方舟的排水溝底下
[00:15:05.140 --> 00:15:07.140]  一塊木頭
[00:15:07.140 --> 00:15:10.140]  他拉著船邊
[00:15:10.140 --> 00:15:13.140]  然後他對羅亞和他的兒子發誓
[00:15:13.140 --> 00:15:15.140]  永遠做他們的僕人
[00:15:15.140 --> 00:15:17.140]  只要他生還就行
[00:15:17.140 --> 00:15:19.140]  只要他不會在洪水死就行
[00:15:19.140 --> 00:15:21.140]  誰知道羅亞就開恩給他
[00:15:21.140 --> 00:15:23.140]  然後在方舟轉了一個洞
[00:15:23.140 --> 00:15:25.140]  每一天就給他吃
[00:15:25.140 --> 00:15:27.140]  他才會避留
[00:15:27.140 --> 00:15:29.140]  你記得這個巴山王河
[00:15:29.140 --> 00:15:31.140]  就是摩西大以色列人
[00:15:31.140 --> 00:15:33.140]  快要進入迦南的時候
[00:15:33.140 --> 00:15:37.140]  他還沒有到耶利哥平原
[00:15:37.140 --> 00:15:39.140]  在這個
[00:15:39.140 --> 00:15:42.140]  我們叫約旦河東的高地
[00:15:42.140 --> 00:15:46.140]  就是今天的約旦王國
[00:15:46.140 --> 00:15:48.140]  就是在這裡
[00:15:48.140 --> 00:15:50.140]  在這裡
[00:15:50.140 --> 00:15:52.140]  那麼
[00:15:52.140 --> 00:15:54.140]  我先看看
[00:15:54.140 --> 00:15:56.140]  OK
[00:15:56.140 --> 00:15:58.140]  在這裡
[00:15:58.140 --> 00:16:00.140]  看到嗎
[00:16:00.140 --> 00:16:02.140]  他們遇見巴山王河
[00:16:02.140 --> 00:16:04.140]  然後摩西將他們擊打
[00:16:04.140 --> 00:16:06.140]  然後就贏了他們
[00:16:06.140 --> 00:16:08.140]  然後他們就佔領了
[00:16:08.140 --> 00:16:10.140]  這個約旦河東的地方
[00:16:10.140 --> 00:16:12.140]  他們就在這裡
[00:16:12.140 --> 00:16:14.140]  這裡就是
[00:16:14.140 --> 00:16:16.140]  耶路撒冷在這裡
[00:16:16.140 --> 00:16:18.140]  然後耶利哥就在這裡
[00:16:18.140 --> 00:16:20.140]  他們就過了約旦河
[00:16:20.140 --> 00:16:22.140]  然後在耶利哥的平原去扎營
[00:16:22.140 --> 00:16:24.140]  然後攻進去
[00:16:24.140 --> 00:16:26.140]  大致上那個故事就是這樣
[00:16:26.140 --> 00:16:28.140]  無論如何這裡說的是
[00:16:28.140 --> 00:16:30.140]  他們遇見了巴山王河
[00:16:30.140 --> 00:16:32.140]  為什麼巴山王河又是
[00:16:32.140 --> 00:16:36.140]  又是那些所謂巨人呢
[00:16:36.140 --> 00:16:38.140]  但是摩西之後
[00:16:38.140 --> 00:16:40.140]  為什麼又遇見他們呢
[00:16:40.140 --> 00:16:42.140]  猶太拉比就這樣解釋
[00:16:42.140 --> 00:16:44.140]  就是說
[00:16:44.140 --> 00:16:48.140]  他們其實是生還在洪水那裡
[00:16:48.140 --> 00:16:50.140]  這是一個線索
[00:16:50.140 --> 00:16:52.140]  讓我們知道原來猶太人拉比
[00:16:52.140 --> 00:16:54.140]  在解經的時候
[00:16:54.140 --> 00:16:56.140]  他們也留意到這個細節
[00:16:56.140 --> 00:16:58.140]  只不過我們現代人
[00:16:58.140 --> 00:17:00.140]  我們沒有留意
[00:17:00.140 --> 00:17:02.140]  另外如果你翻查一下
[00:17:02.140 --> 00:17:04.140]  有一個第一世紀
[00:17:04.140 --> 00:17:06.140]  耶穌時代的
[00:17:06.140 --> 00:17:08.140]  猶太的歷史學家
[00:17:08.140 --> 00:17:10.140]  他叫約瑟夫·祖西弗斯
[00:17:10.140 --> 00:17:12.140]  他寫了很多東西
[00:17:12.140 --> 00:17:14.140]  有關他的民族
[00:17:14.140 --> 00:17:16.140]  猶太人的歷史
[00:17:16.140 --> 00:17:18.140]  和當時
[00:17:18.140 --> 00:17:20.140]  第一次反羅馬革命的時候
[00:17:20.140 --> 00:17:22.140]  那些的技術等等
