
[00:00:00.000 --> 00:00:01.720]  是Mark Sir,有請Mark Sir
[00:01:36.520 --> 00:01:39.800]  這個題目是一個很切身的題目
[00:01:39.800 --> 00:01:42.240]  因為我們看到很多的苦難
[00:01:42.240 --> 00:01:46.360]  只不如我們想起這本書叫《約伯記》
[00:01:46.360 --> 00:01:47.800]  《約伯記》是說甚麼的呢
[00:01:47.800 --> 00:01:51.240]  《約伯記》是說一個人受了很多苦
[00:01:51.240 --> 00:01:53.040]  然後他無語問蒼天
[00:01:53.040 --> 00:01:54.960]  有些朋友來關心他
[00:01:54.960 --> 00:01:59.080]  然後他就去向上帝追問
[00:01:59.080 --> 00:02:02.080]  到底為何他是一個無辜的人
[00:02:02.080 --> 00:02:06.680]  不值得,不配有這樣的對待
[00:02:06.680 --> 00:02:09.120]  有很多苦難在他身上發生
[00:02:09.120 --> 00:02:13.080]  他就去問上帝
[00:02:13.080 --> 00:02:15.240]  想跟上帝有個面試
[00:02:15.240 --> 00:02:20.120]  然後他想理解這個苦難的原因
[00:02:20.120 --> 00:02:21.200]  所以為何這麼切身
[00:02:21.200 --> 00:02:27.240]  我們每一個人去到災難或苦難
[00:02:27.240 --> 00:02:29.800]  我們都會問一個問題
[00:02:29.800 --> 00:02:32.200]  我們嘗試問「為什麼」
[00:02:32.200 --> 00:02:34.000]  一定會的,這是很自然的
[00:02:34.000 --> 00:02:37.000]  沒錯的,我們一定會自然地問這個問題
[00:02:37.000 --> 00:02:40.720]  還有追究一個責任和原因
[00:02:40.720 --> 00:02:45.000]  上星期六晚上11時左右
[00:02:45.000 --> 00:02:47.200]  Percy打電話給我
[00:02:47.200 --> 00:02:50.800]  他說一句台詞很簡單
[00:02:50.800 --> 00:02:54.000]  他說「不行,撞車,你要來」
[00:02:54.000 --> 00:02:57.200]  結果我就說「出去吧」
[00:02:57.200 --> 00:03:01.400]  我心想我們青年傳道G
[00:03:01.400 --> 00:03:05.720]  撞車,在本地的路上撞車
[00:03:05.720 --> 00:03:10.400]  我覺得應該不是很嚴重的事
[00:03:10.400 --> 00:03:11.800]  因為之下撞車有很多
[00:03:11.800 --> 00:03:14.800]  在這裡有誰沒有撞車?
[00:03:14.800 --> 00:03:16.000]  是吧?每個人都撞過車
[00:03:16.000 --> 00:03:18.680]  要麼你撞車,要麼被人撞
[00:03:18.680 --> 00:03:20.480]  總之車就被人撞
[00:03:20.480 --> 00:03:23.600]  我想應該都是小事
[00:03:23.600 --> 00:03:26.400]  一駛到那個路口
[00:03:26.400 --> 00:03:29.000]  我發現這次不得了
[00:03:29.000 --> 00:03:33.200]  整地都是那些不是血
[00:03:33.200 --> 00:03:36.800]  是車流出來的東西
[00:03:36.800 --> 00:03:39.400]  原來他被人撞了
[00:03:39.400 --> 00:03:42.800]  整輛車轉了兩次
[00:03:42.800 --> 00:03:45.680]  接著他就撞到另一輛車
[00:03:45.680 --> 00:03:49.800]  所以三輛車連續受影響
[00:03:49.800 --> 00:03:54.000]  但整個人都安好
[00:03:54.000 --> 00:03:59.400]  他肩膀鎖骨的地方有骨裂
[00:03:59.400 --> 00:04:02.800]  馬上就送他進醫院
[00:04:02.800 --> 00:04:04.800]  所以在11、12時
[00:04:04.800 --> 00:04:08.600]  他上了電召車就去了醫院
[00:04:08.600 --> 00:04:11.600]  接著我就去打理拖車等等
[00:04:11.600 --> 00:04:13.400]  弄了一個多兩個小時
[00:04:13.400 --> 00:04:16.200]  不知為何拖車拖了兩個小時都拖不到
[00:04:16.200 --> 00:04:19.200]  車上去的時候又歪了等等
[00:04:19.200 --> 00:04:22.600]  弄了兩個多小時才趕到醫院
[00:04:22.600 --> 00:04:24.200]  去看看他有沒有事
[00:04:24.200 --> 00:04:25.600]  他就很感恩
[00:04:25.600 --> 00:04:28.400]  算是沒有大礙
[00:04:28.400 --> 00:04:29.800]  因為這樣撞的話
[00:04:29.800 --> 00:04:32.200]  他的車轉了幾次
[00:04:32.200 --> 00:04:35.200]  然後碰到其他車等等
[00:04:35.200 --> 00:04:40.800]  我們就確定他沒事
[00:04:40.800 --> 00:04:44.400]  然後等到他出院的時候
[00:04:44.400 --> 00:04:46.800]  已經五時半了
[00:04:46.800 --> 00:04:47.800]  早上五時半
[00:04:47.800 --> 00:04:49.800]  所以在那裏過夜
[00:04:49.800 --> 00:04:51.800]  等到四時多的時候
[00:04:51.800 --> 00:04:53.600]  我有點肚餓
[00:04:53.600 --> 00:04:55.000]  我去了麥當勞買
[00:04:55.000 --> 00:05:01.200]  我還買了一個快餐給Percy
[00:05:01.200 --> 00:05:02.400]  五時半終於出院了
[00:05:02.400 --> 00:05:05.200]  他也回家了
[00:05:05.200 --> 00:05:07.800]  算是平安感恩
[00:05:07.800 --> 00:05:09.800]  突然之間我為他祈禱
[00:05:09.800 --> 00:05:12.200]  回到家我就睡了兩個小時
[00:05:12.200 --> 00:05:17.800]  然後我就去了北郊的教會三一恩典堂
[00:05:17.800 --> 00:05:19.800]  那裏有港島、主日殼等等
[00:05:19.800 --> 00:05:24.800]  我簡直是Overload
[00:05:24.800 --> 00:05:27.200]  所以感恩上帝給我們力量
[00:05:27.200 --> 00:05:30.000]  回到家我已經躺在那裏
[00:05:30.000 --> 00:05:33.000]  我也懷車了
[00:05:33.000 --> 00:05:34.800]  有很多苦痛、有很多苦難
[00:05:34.800 --> 00:05:36.200]  我們想起約伯記
[00:05:36.200 --> 00:05:38.400]  約伯記講什麼?
[00:05:38.400 --> 00:05:40.000]  講苦難的
[00:05:40.000 --> 00:05:41.800]  這裏第一章第一節這樣介紹
[00:05:41.800 --> 00:05:44.600]  他說烏斯蒂有一個人叫做約伯
[00:05:44.600 --> 00:05:47.800]  可能無論這個人烏斯蒂在什麼地方都好
[00:05:47.800 --> 00:05:49.400]  不重要的
[00:05:49.400 --> 00:05:51.400]  最重要是有一個這樣的人
[00:05:51.400 --> 00:05:52.800]  這個人怎麼介紹他呢?
[00:05:52.800 --> 00:05:54.200]  是正直、完全的
[00:05:54.200 --> 00:05:55.600]  還有敬畏神
[00:05:55.600 --> 00:05:58.600]  就是說他身上無罪
[00:05:58.600 --> 00:06:02.000]  你說他是不是真實是無罪的
[00:06:02.000 --> 00:06:04.400]  這是另一個問題
[00:06:04.400 --> 00:06:07.800]  但是在書裏面介紹約伯
[00:06:07.800 --> 00:06:08.800]  在約伯記裏面
[00:06:08.800 --> 00:06:11.000]  約伯是一個完全的人
[00:06:11.000 --> 00:06:13.000]  是完全正直、完全敬畏神的
[00:06:13.000 --> 00:06:15.000]  並且上帝給他很多祝福
[00:06:15.000 --> 00:06:17.000]  生了多少個小孩
[00:06:17.000 --> 00:06:19.400]  有多少牛羊等等很多產業
[00:06:19.400 --> 00:06:23.000]  這人在全東方是自為尊貴的
[00:06:23.000 --> 00:06:25.800]  個個都去尊敬他
[00:06:25.800 --> 00:06:28.000]  一個這樣完全的人介紹了他之後
[00:06:28.000 --> 00:06:29.200]  發生什麼事呢?
[00:06:29.200 --> 00:06:31.400]  然後鏡頭就轉了上去
[00:06:31.400 --> 00:06:33.200]  天上面發生什麼事?
[00:06:33.200 --> 00:06:34.400]  天庭發生什麼事?
[00:06:34.400 --> 00:06:35.400]  神的眾子
[00:06:35.400 --> 00:06:42.000]  就好像皇帝和下屬、神僕一起開會的時候
[00:06:42.000 --> 00:06:45.000]  神的眾子就立在耶和華的面前
[00:06:45.000 --> 00:06:48.000]  撒旦就來到他們中間
[00:06:48.000 --> 00:06:49.600]  耶和華就問撒旦
[00:06:49.600 --> 00:06:51.000]  你從哪裡來?
[00:06:51.000 --> 00:06:52.600]  撒旦就回答耶和華
[00:06:52.600 --> 00:06:53.800]  就是地上徘徊
[00:06:53.800 --> 00:06:55.200]  走來走去
[00:06:55.200 --> 00:06:56.400]  耶和華問撒旦
[00:06:56.400 --> 00:07:00.200]  你有沒有注意到我的僕人約伯?
[00:07:00.200 --> 00:07:02.600]  世上再沒有一個人像他
[00:07:02.600 --> 00:07:06.000]  那樣完全正直敬畏神和遠離罪惡
[00:07:06.000 --> 00:07:07.400]  Again
[00:07:07.400 --> 00:07:10.400]  有沒有可能有一個這樣的人
[00:07:10.400 --> 00:07:12.000]  That's not the question
[00:07:12.000 --> 00:07:15.800]  The question 就是介紹這個人是完全正直的
[00:07:15.800 --> 00:07:17.200]  有什麼事發生在你身上
[00:07:17.200 --> 00:07:19.600]  沒有理由是因為罪的
[00:07:19.600 --> 00:07:21.400]  所以耶和華就問撒旦
[00:07:21.400 --> 00:07:25.000]  你有沒有這樣的觀察呢?
[00:07:25.000 --> 00:07:28.200]  然後撒旦就問一個問題
[00:07:28.200 --> 00:07:29.800]  他就回答耶和華
[00:07:29.800 --> 00:07:32.200]  第九節
[00:07:32.200 --> 00:07:37.800]  他說約伯敬畏神難道是無緣無故的嗎?
[00:07:37.800 --> 00:07:41.800]  Is he fear God for nothing?
[00:07:41.800 --> 00:07:44.000]  約伯到底是不是fear God for nothing
[00:07:44.000 --> 00:07:47.000]  敬畏上帝是無緣無故的?
[00:07:47.000 --> 00:07:49.400]  無緣無故不是他亂來
[00:07:49.400 --> 00:07:52.200]  無緣無故就是不是為了益處
[00:07:52.200 --> 00:07:56.000]  不是為了好處而去敬畏神
[00:07:56.000 --> 00:07:58.800]  撒旦問這個問題也很對
[00:07:58.800 --> 00:08:01.400]  是需要問的
[00:08:01.400 --> 00:08:05.400]  他說你不是捉起周圍的尼巴來去保護約伯
[00:08:05.400 --> 00:08:07.000]  他的家裡面所有的東西
[00:08:07.000 --> 00:08:09.000]  以及他所作的
[00:08:09.000 --> 00:08:12.200]  你都似乎被他產業在地上增添
[00:08:12.200 --> 00:08:13.600]  他經常有很多很多的東西
[00:08:13.600 --> 00:08:15.200]  很多的祝福
[00:08:15.200 --> 00:08:18.000]  那他是不是因為這個緣故而敬畏你呢?
[00:08:18.000 --> 00:08:23.200]  約伯敬畏神是否難道是無緣無故的嗎?
[00:08:23.200 --> 00:08:24.800]  十一節
[00:08:24.800 --> 00:08:29.600]  撒旦就說只要你伸手打擊他所有的一切
[00:08:29.600 --> 00:08:32.800]  他一定當面的攝續你
[00:08:32.800 --> 00:08:35.200]  一定當面的奏助你
[00:08:35.200 --> 00:08:37.200]  就是你拿走他所有的東西
[00:08:37.200 --> 00:08:39.200]  拿走他所有的祝福
[00:08:39.200 --> 00:08:43.800]  他一定會當面的去反對你的
[00:08:43.800 --> 00:08:45.000]  現在不反對你
[00:08:45.000 --> 00:08:46.000]  敬畏你 為什麼?
[00:08:46.000 --> 00:08:49.600]  因為他一切一切都是你所祝福的
[00:08:49.600 --> 00:08:50.800]  那耶和華就對撒旦說
[00:08:50.800 --> 00:08:52.000]  好
[00:08:52.000 --> 00:08:54.000]  他將所有的東西交在你手裡面
[00:08:54.000 --> 00:08:56.200]  只是你不可以伸手害他
[00:08:56.200 --> 00:09:00.800]  撒旦就從耶和華的宮廷面前退去
[00:09:00.800 --> 00:09:02.600]  這個就是一個介紹
[00:09:02.600 --> 00:09:04.400]  首先這裡講清楚一件事
[00:09:04.400 --> 00:09:05.800]  這裡講一下撒旦
[00:09:05.800 --> 00:09:08.800]  我們心裡面想的撒旦就是魔鬼的頭
[00:09:08.800 --> 00:09:10.400]  有很多魔鬼
[00:09:10.400 --> 00:09:14.400]  魔鬼的大腦就是撒旦
[00:09:14.400 --> 00:09:18.800]  舊約裡面其實就沒有魔鬼的概念
[00:09:18.800 --> 00:09:21.200]  沒有撒旦魔鬼這個概念
[00:09:21.200 --> 00:09:23.800]  到舊約和新約中間的時候
[00:09:23.800 --> 00:09:28.200]  猶太人的著作才開始想像
[00:09:28.200 --> 00:09:29.800]  或者開始有新的啟示
[00:09:29.800 --> 00:09:32.800]  這個魔鬼的頭就是叫撒旦
[00:09:32.800 --> 00:09:34.400]  Satan
[00:09:34.400 --> 00:09:36.400]  在舊約裡面是沒有這個觀念的
[00:09:36.400 --> 00:09:39.000]  完全沒有的
[00:09:39.000 --> 00:09:41.800]  這裡講到撒旦這個字
[00:09:41.800 --> 00:09:44.600]  其實是The Satan
[00:09:44.600 --> 00:09:46.800]  或者The Satan
[00:09:46.800 --> 00:09:48.200]  希伯文是Ha Satan
[00:09:48.200 --> 00:09:50.600]  你加個Ha H A在開頭的時候
[00:09:50.600 --> 00:09:52.200]  就是我們所謂英文的時候
[00:09:52.200 --> 00:09:54.200]  我們會用貫詞
[00:09:54.200 --> 00:09:58.000]  The article
[00:09:58.000 --> 00:10:00.400]  所以這裡講那個Satan
[00:10:00.400 --> 00:10:02.000]  就不是一個正確的名字
[00:10:02.000 --> 00:10:03.400]  不是一個名字
[00:10:03.400 --> 00:10:05.200]  就好像你今天用英文的時候
[00:10:05.200 --> 00:10:09.000]  你不會說The Mark Chan
[00:10:09.000 --> 00:10:11.600]  因為Mark是一個正確的名字
[00:10:11.600 --> 00:10:13.400]  是不需要The的
[00:10:13.400 --> 00:10:16.200]  加了The下去就是Ha Satan
[00:10:16.200 --> 00:10:19.000]  其實就不是在講撒旦
[00:10:19.000 --> 00:10:22.800]  其實意思就是The Challenger的意思
[00:10:22.800 --> 00:10:25.000]  某位挑戰者
[00:10:25.000 --> 00:10:27.800]  挑戰者在宮廷裡面出現
[00:10:27.800 --> 00:10:29.200]  他就問耶和華
[00:10:29.200 --> 00:10:35.600]  問上帝一個很合法的問題
[00:10:35.600 --> 00:10:36.600]  問什麼問題
[00:10:36.600 --> 00:10:38.000]  他就問上帝
[00:10:38.000 --> 00:10:39.400]  上帝祀福給約伯
[00:10:39.400 --> 00:10:41.400]  約伯當然敬畏你
[00:10:41.400 --> 00:10:42.600]  你將這些福氣
[00:10:42.600 --> 00:10:45.200]  將這些東西全部拿走的時候
[00:10:45.200 --> 00:10:47.200]  他一定不會敬畏你的
[00:10:47.200 --> 00:10:48.400]  他在問一個問題
[00:10:48.400 --> 00:10:51.400]  就是整個世界的運作應該是怎樣的
[00:10:51.400 --> 00:10:54.600]  特別上帝和這個世界的運作
[00:10:54.600 --> 00:10:57.000]  原則應該是怎樣
[00:10:57.000 --> 00:10:59.800]  所以這本書似乎有個有趣的地方
[00:10:59.800 --> 00:11:03.200]  就是他不是真的去解釋苦難
[00:11:03.200 --> 00:11:04.600]  他是告訴你苦難裡面
[00:11:04.600 --> 00:11:07.800]  應該去思考什麼問題
[00:11:07.800 --> 00:11:09.200]  在我們有災難的時候
[00:11:09.200 --> 00:11:10.800]  我們生命裡面
[00:11:10.800 --> 00:11:13.000]  有一些苦難臨到的時候
[00:11:13.000 --> 00:11:16.800]  我們應該怎樣去思考整件事
[00:11:16.800 --> 00:11:18.200]  他不是一定要解釋
[00:11:18.200 --> 00:11:20.400]  到底你有件災難發生
[00:11:20.400 --> 00:11:23.000]  然後有一個chain of events引致這個災難
[00:11:23.000 --> 00:11:24.000]  到底誰做錯事
[00:11:24.000 --> 00:11:25.400]  誰做對事
[00:11:25.400 --> 00:11:28.600]  有些什麼迂迴曲折的事情發生
[00:11:28.600 --> 00:11:31.800]  以致引致你有這樣的苦難發生在你身上
[00:11:31.800 --> 00:11:34.000]  他不是要解釋苦難
[00:11:34.000 --> 00:11:35.000]  而是告訴你
[00:11:35.000 --> 00:11:38.200]  你在受苦的當中
[00:11:38.200 --> 00:11:41.200]  你應該要思考什麼問題
[00:11:41.200 --> 00:11:43.200]  於是乎這個開頭
[00:11:43.200 --> 00:11:47.000]  就展開了三十幾四十章的討論
[00:11:47.000 --> 00:11:51.000]  就是在討論到底在這個世界裡面
[00:11:51.000 --> 00:11:53.800]  整個宇宙運作的原則是什麼
[00:11:53.800 --> 00:11:57.400]  特別說到當我們有病臨到
[00:11:57.400 --> 00:11:58.600]  有苦難臨到的時候
[00:11:58.600 --> 00:12:00.200]  我們應該要思考什麼
[00:12:00.200 --> 00:12:02.000]  整本書的結構其實很簡單
[00:12:02.000 --> 00:12:04.800]  雖然很長
[00:12:04.800 --> 00:12:06.200]  頭三章就是
[00:12:06.200 --> 00:12:09.200]  剛才我們讀了一點選擇的經文
[00:12:09.200 --> 00:12:11.000]  就是序曲
[00:12:11.000 --> 00:12:11.800]  就是那個介紹
[00:12:11.800 --> 00:12:13.600]  介紹約伯是一個完全的人
[00:12:13.600 --> 00:12:15.400]  但是有苦難臨到他
[00:12:15.400 --> 00:12:18.800]  然後四至二十七章就是三個朋友
[00:12:18.800 --> 00:12:21.200]  來關心約伯
[00:12:21.200 --> 00:12:23.200]  如果說關心不是很正確
[00:12:23.200 --> 00:12:25.000]  其實他們是去辯論的
[00:12:25.000 --> 00:12:26.400]  跟約伯辯論什麼呢
[00:12:26.400 --> 00:12:28.000]  大體上就是說
[00:12:28.000 --> 00:12:30.800]  三個朋友告訴約伯
[00:12:30.800 --> 00:12:33.000]  你現在有苦臨到
[00:12:33.000 --> 00:12:35.400]  你有苦難來到你的生命裡面
[00:12:35.400 --> 00:12:38.400]  你其實就是因為做錯事
[00:12:38.400 --> 00:12:40.600]  肯定你做錯事
[00:12:40.600 --> 00:12:42.600]  你記不記起你做錯了什麼
[00:12:42.600 --> 00:12:43.800]  你記不起嗎
[00:12:43.800 --> 00:12:46.200]  但是都是應該有做錯事的
[00:12:46.200 --> 00:12:49.800]  只要你去討好這位的神明
[00:12:49.800 --> 00:12:51.400]  他就會賜福給你
[00:12:51.400 --> 00:12:53.400]  現在為什麼你沒有福氣
[00:12:53.400 --> 00:12:54.600]  為什麼你會受苦難
[00:12:54.600 --> 00:12:55.400]  因為你做錯事
[00:12:55.400 --> 00:12:57.000]  你得罪了他
[00:12:57.000 --> 00:12:59.800]  你要擺平這個關係的話
[00:12:59.800 --> 00:13:03.600]  你認罪或者悔改等等
[00:13:03.600 --> 00:13:06.200]  你就可以拿回一些好的東西
[00:13:06.200 --> 00:13:09.400]  三個朋友大致上就是跟他說這些
[00:13:09.400 --> 00:13:13.800]  有一部分三個朋友說的話是對的
[00:13:13.800 --> 00:13:17.800]  但是有一部分是不對的
[00:13:17.800 --> 00:13:19.800]  就是你做錯事
[00:13:19.800 --> 00:13:23.000]  很多時候就會有懲罰
[00:13:23.000 --> 00:13:25.400]  你做錯事就會有結果
[00:13:25.400 --> 00:13:26.200]  你做對的事
[00:13:26.200 --> 00:13:28.600]  很多時候就會有好的結果
[00:13:28.600 --> 00:13:30.800]  但是整個宇宙的運作
[00:13:30.800 --> 00:13:32.000]  最終的原則
[00:13:32.000 --> 00:13:33.600]  是不是就是這麼簡單
[00:13:33.600 --> 00:13:36.800]  這三個朋友就是跟約伯辯論
[00:13:36.800 --> 00:13:39.400]  約伯就說我是innocent的
[00:13:39.400 --> 00:13:43.400]  我是不應該得到這樣的痛苦的
[00:13:43.400 --> 00:13:45.600]  4至27章都是說這件事
[00:13:45.600 --> 00:13:48.400]  28章就插了一首詩在裡面
[00:13:48.400 --> 00:13:49.600]  那首詩其實就是說
[00:13:49.600 --> 00:13:52.600]  人間裡面宇宙運作的智慧
[00:13:52.600 --> 00:13:54.800]  不是人能夠找到的
[00:13:54.800 --> 00:13:57.000]  在上帝的手中
[00:13:57.000 --> 00:14:01.400]  29至41節就來了另外三段的講話
[00:14:01.400 --> 00:14:05.600]  首先約伯就澄清他自己是無罪的
[00:14:05.600 --> 00:14:07.800]  然後有一個人叫以利胡
[00:14:07.800 --> 00:14:09.600]  這個大概應該是以色列人
[00:14:09.600 --> 00:14:13.400]  他就去指責那三個朋友說的話是錯的
[00:14:13.400 --> 00:14:16.400]  到最後就是耶和華出現
[00:14:16.400 --> 00:14:18.000]  耶和華就說
[00:14:18.000 --> 00:14:19.800]  約伯你想不跟我有個interview
[00:14:19.800 --> 00:14:22.200]  我就跟你有個interview
[00:14:22.200 --> 00:14:26.000]  然後耶和華就跟約伯說了一段話
[00:14:26.000 --> 00:14:28.400]  或者問了很多個問題
[00:14:28.400 --> 00:14:32.800]  到最後42章就是一個結束
[00:14:32.800 --> 00:14:37.800]  這裡說回整本書想掙扎一個什麼問題
[00:14:37.800 --> 00:14:40.600]  就是整個宇宙人生的運作的模式
[00:14:40.600 --> 00:14:43.000]  或者那個原則的principle
[00:14:43.000 --> 00:14:44.800]  到底應該是怎麼樣的
[00:14:44.800 --> 00:14:48.600]  在古代或者現代
[00:14:48.600 --> 00:14:52.400]  其實我們很多時候那個假設都是一樣的
[00:14:52.400 --> 00:14:55.600]  我們就是覺得好就有好報
[00:14:55.600 --> 00:14:59.400]  你做壞事就有惡報的
[00:14:59.400 --> 00:15:01.200]  對嗎
[00:15:01.200 --> 00:15:03.000]  我們一般生活裡面
[00:15:03.000 --> 00:15:06.000]  我們有的智慧都是這樣的
[00:15:06.000 --> 00:15:11.600]  但約伯記就想去拆毀這個原則
[00:15:11.600 --> 00:15:13.400]  就是我們不可以這麼簡單
[00:15:13.400 --> 00:15:14.600]  去到面對苦難的時候
[00:15:14.600 --> 00:15:18.800]  就是用一個報應的原則來去看
[00:15:18.800 --> 00:15:20.800]  你撞車
[00:15:20.800 --> 00:15:23.400]  是不是因為你犯了罪
[00:15:23.400 --> 00:15:25.400]  當然是你做錯事
[00:15:25.400 --> 00:15:27.600]  或者是其他人做錯事
[00:15:27.600 --> 00:15:28.800]  或者是誰追溯誰
[00:15:28.800 --> 00:15:33.000]  都是一些道德上的責任引致你有苦難
[00:15:33.000 --> 00:15:35.000]  你患癌症
[00:15:35.000 --> 00:15:37.000]  肯定是什麼
[00:15:37.000 --> 00:15:38.800]  肯定你有罪
[00:15:38.800 --> 00:15:40.000]  肯定你做錯事
[00:15:40.000 --> 00:15:41.800]  你陰則事做得多
[00:15:41.800 --> 00:15:43.800]  所以你患癌症
[00:15:43.800 --> 00:15:45.000]  你不患癌症
[00:15:45.000 --> 00:15:46.400]  為什麼
[00:15:46.400 --> 00:15:48.000]  因為你是好人
[00:15:48.000 --> 00:15:49.800]  好人有好報
[00:15:49.800 --> 00:15:53.200]  一般上好人是不是有好報
[00:15:53.200 --> 00:15:56.200]  一般你覺得好人是不是有好報
[00:15:56.200 --> 00:15:58.200]  OK
[00:15:58.200 --> 00:16:02.200]  所以就是你不做好人
[00:16:02.200 --> 00:16:07.200]  有時候有好事有好報
[00:16:07.200 --> 00:16:09.600]  有時候惡有惡報
[00:16:09.600 --> 00:16:12.600]  起碼現世的視野裏面
[00:16:12.600 --> 00:16:14.200]  有時候是這樣
[00:16:14.200 --> 00:16:16.200]  但最終是不是一定是這樣
[00:16:16.200 --> 00:16:18.200]  特別是你講到苦難的時候
[00:16:18.200 --> 00:16:20.200]  我們就需要小心
[00:16:20.200 --> 00:16:23.200]  不要這麼簡單的
[00:16:23.200 --> 00:16:24.200]  這麼簡約的
[00:16:24.200 --> 00:16:27.200]  我們就說一定是一些報應的原則
[00:16:27.200 --> 00:16:30.200]  因為世界最終的運作
[00:16:30.200 --> 00:16:34.200]  並非一定好像我們人間裏面
[00:16:34.200 --> 00:16:38.200]  所想的原則或者步驟
[00:16:38.200 --> 00:16:40.200]  《三十幾章》就是想去拆毀
[00:16:40.200 --> 00:16:42.200]  這種原則
[00:16:42.200 --> 00:16:44.200]  因為在近東的社會
[00:16:44.200 --> 00:16:48.200]  舊約古近東的世界
[00:16:48.200 --> 00:16:52.200]  和我們現代的世界去到體庫蘭其實都差不多
[00:16:52.200 --> 00:16:54.200]  近東的社會就是說
[00:16:54.200 --> 00:16:55.200]  既然是好有好報
[00:16:55.200 --> 00:16:56.200]  惡有惡報的話
[00:16:56.200 --> 00:16:58.200]  我們做多些好事
[00:16:58.200 --> 00:17:03.200]  或者向神明初一十五準時給他食物
[00:17:03.200 --> 00:17:05.200]  他就舒舒服服
[00:17:05.200 --> 00:17:07.200]  然後他就對你好
[00:17:07.200 --> 00:17:10.200]  如果你做錯事或者做漏事
[00:17:10.200 --> 00:17:12.200]  你就補回
[00:17:12.200 --> 00:17:14.200]  我們就是這樣去運作
[00:17:14.200 --> 00:17:16.200]  和上帝也是這樣去運作
[00:17:16.200 --> 00:17:19.200]  這樣的運作其實是一種交易
[00:17:19.200 --> 00:17:20.200]  我做得好一點
[00:17:20.200 --> 00:17:23.200]  上帝就會對我有福
[00:17:23.200 --> 00:17:24.200]  做得不好
[00:17:24.200 --> 00:17:28.200]  上帝就會懲罰我
[00:17:28.200 --> 00:17:33.200]  剛才我們說如果你有病
[00:17:33.200 --> 00:17:36.200]  我們就解釋因為你做錯
[00:17:36.200 --> 00:17:39.200]  如果你無災無病無患
[00:17:39.200 --> 00:17:43.200]  那一定是上帝祝福你
[00:17:43.200 --> 00:17:46.200]  我曾經在以前的一個教會
[00:17:46.200 --> 00:17:49.200]  聽過一個會友這樣說
[00:17:49.200 --> 00:17:53.200]  他說他很尊敬一個牧師
[00:17:53.200 --> 00:17:55.200]  那個不是我
[00:17:55.200 --> 00:17:58.200]  他說那個牧師已經很年老了
[00:17:58.200 --> 00:18:01.200]  他就在祈禱會上這樣說
[00:18:01.200 --> 00:18:04.200]  這位牧師很愛主
[00:18:04.200 --> 00:18:07.200]  侍奉主很忠心
[00:18:07.200 --> 00:18:12.200]  我肯定我相信上帝是不會給他病
[00:18:12.200 --> 00:18:14.200]  我聽到
[00:18:14.200 --> 00:18:18.200]  不知道我會不會這樣
[00:18:18.200 --> 00:18:23.200]  這種觀念就是一種報應的觀念
