
[00:00:00.000 --> 00:00:03.000]   Hi everyone, good to be back.
[00:11:29.840 --> 00:11:39.840]   [BLANK_AUDIO]
[00:11:39.840 --> 00:11:49.840]   [BLANK_AUDIO]
[00:11:49.840 --> 00:11:59.840]   [BLANK_AUDIO]
[00:11:59.840 --> 00:12:09.840]   [BLANK_AUDIO]
[00:12:09.840 --> 00:12:19.840]   [BLANK_AUDIO]
[00:12:19.840 --> 00:12:29.840]   [BLANK_AUDIO]
[00:12:29.840 --> 00:12:39.840]   [BLANK_AUDIO]
[00:12:39.840 --> 00:12:49.840]   [BLANK_AUDIO]
[00:12:49.840 --> 00:12:59.840]   [BLANK_AUDIO]
[00:12:59.840 --> 00:13:09.840]   [BLANK_AUDIO]
[00:13:09.840 --> 00:13:19.840]   [BLANK_AUDIO]
[00:13:19.840 --> 00:13:29.840]   [BLANK_AUDIO]
[00:13:29.840 --> 00:13:39.840]   [BLANK_AUDIO]
[00:13:39.840 --> 00:13:49.840]   [BLANK_AUDIO]
[00:13:49.840 --> 00:13:59.840]   [BLANK_AUDIO]
[00:13:59.840 --> 00:14:04.840]   [BLANK_AUDIO]
[00:14:04.840 --> 00:14:14.840]   [BLANK_AUDIO]
[00:14:14.840 --> 00:14:24.840]   [BLANK_AUDIO]
[00:14:24.840 --> 00:14:34.840]   [BLANK_AUDIO]
[00:14:34.840 --> 00:14:44.840]   [BLANK_AUDIO]
[00:14:44.840 --> 00:14:54.840]   [BLANK_AUDIO]
[00:14:54.840 --> 00:15:04.840]   [BLANK_AUDIO]
[00:15:04.840 --> 00:15:14.840]   [BLANK_AUDIO]
[00:15:14.840 --> 00:15:24.840]   [BLANK_AUDIO]
[00:15:24.840 --> 00:15:34.840]   [BLANK_AUDIO]
[00:15:34.840 --> 00:15:44.840]   [BLANK_AUDIO]
[00:15:44.840 --> 00:15:54.840]   [BLANK_AUDIO]
[00:15:54.840 --> 00:16:04.840]   [BLANK_AUDIO]
[00:16:04.840 --> 00:16:14.840]   [BLANK_AUDIO]
[00:16:14.840 --> 00:16:24.840]   [BLANK_AUDIO]
[00:16:24.840 --> 00:16:34.840]   [BLANK_AUDIO]
[00:16:34.840 --> 00:16:44.840]   [BLANK_AUDIO]
[00:16:44.840 --> 00:16:54.840]   [BLANK_AUDIO]
[00:16:54.840 --> 00:17:04.840]   [BLANK_AUDIO]
[00:17:04.840 --> 00:17:14.840]   [BLANK_AUDIO]
[00:17:14.840 --> 00:17:24.840]   [BLANK_AUDIO]
[00:17:24.840 --> 00:17:34.840]   [BLANK_AUDIO]
[00:17:34.840 --> 00:17:44.840]   [BLANK_AUDIO]
[00:17:44.840 --> 00:17:54.840]   [BLANK_AUDIO]
[00:17:54.840 --> 00:18:04.840]   [BLANK_AUDIO]
[00:18:04.840 --> 00:18:14.840]   [BLANK_AUDIO]
[00:18:14.840 --> 00:18:24.840]   [BLANK_AUDIO]
[00:18:24.840 --> 00:18:34.840]   [BLANK_AUDIO]
[00:18:34.840 --> 00:18:44.840]   [BLANK_AUDIO]
[00:18:44.840 --> 00:18:54.840]   [BLANK_AUDIO]
[00:18:54.840 --> 00:19:04.840]   [BLANK_AUDIO]
[00:19:04.840 --> 00:19:14.840]   [BLANK_AUDIO]
[00:19:14.840 --> 00:19:24.840]   [BLANK_AUDIO]
[00:19:24.840 --> 00:19:34.840]   [BLANK_AUDIO]
[00:19:34.840 --> 00:19:44.840]   [BLANK_AUDIO]
[00:19:44.840 --> 00:19:54.840]   [BLANK_AUDIO]
[00:19:54.840 --> 00:20:04.840]   [BLANK_AUDIO]
[00:20:04.840 --> 00:20:14.840]   [BLANK_AUDIO]
[00:20:14.840 --> 00:20:24.840]   [BLANK_AUDIO]
[00:20:24.840 --> 00:20:34.840]   [BLANK_AUDIO]
[00:20:34.840 --> 00:20:44.840]   [BLANK_AUDIO]
[00:20:44.840 --> 00:20:54.840]   [BLANK_AUDIO]
[00:20:54.840 --> 00:21:04.840]   [BLANK_AUDIO]
[00:21:04.840 --> 00:21:14.840]   [BLANK_AUDIO]
[00:21:14.840 --> 00:21:24.840]   [BLANK_AUDIO]
[00:21:24.840 --> 00:21:34.840]   [BLANK_AUDIO]
[00:21:34.840 --> 00:21:44.840]   [BLANK_AUDIO]
[00:21:44.840 --> 00:21:54.840]   [BLANK_AUDIO]
[00:21:54.840 --> 00:22:04.840]   [BLANK_AUDIO]
[00:22:04.840 --> 00:22:14.840]   [BLANK_AUDIO]
[00:22:14.840 --> 00:22:24.840]   [BLANK_AUDIO]
[00:22:24.840 --> 00:22:34.840]   [BLANK_AUDIO]
[00:22:34.840 --> 00:22:44.840]   [BLANK_AUDIO]
[00:22:44.840 --> 00:22:54.840]   [BLANK_AUDIO]
[00:22:54.840 --> 00:23:04.840]   [BLANK_AUDIO]
[00:23:04.840 --> 00:23:14.840]   [BLANK_AUDIO]
[00:23:14.840 --> 00:23:24.840]   [BLANK_AUDIO]
[00:23:24.840 --> 00:23:34.840]   [BLANK_AUDIO]
[00:23:34.840 --> 00:23:44.840]   [BLANK_AUDIO]
[00:23:44.840 --> 00:23:54.840]   [BLANK_AUDIO]
[00:23:54.840 --> 00:24:04.840]   [BLANK_AUDIO]
[00:24:04.840 --> 00:24:14.840]   [BLANK_AUDIO]
[00:24:14.840 --> 00:24:24.840]   [BLANK_AUDIO]
[00:24:24.840 --> 00:24:34.840]   [BLANK_AUDIO]
[00:24:34.840 --> 00:24:44.840]   [BLANK_AUDIO]
[00:24:44.840 --> 00:24:54.840]   [BLANK_AUDIO]
[00:24:54.840 --> 00:25:04.840]   [BLANK_AUDIO]
[00:25:04.840 --> 00:25:14.840]   [BLANK_AUDIO]
[00:25:14.840 --> 00:25:24.840]   [BLANK_AUDIO]
[00:25:24.840 --> 00:25:34.840]   [BLANK_AUDIO]
[00:25:34.840 --> 00:25:44.840]   [BLANK_AUDIO]
[00:25:44.840 --> 00:25:54.840]   [BLANK_AUDIO]
[00:25:54.840 --> 00:26:04.840]   [BLANK_AUDIO]
[00:26:04.840 --> 00:26:14.840]   [BLANK_AUDIO]
[00:26:14.840 --> 00:26:24.840]   [BLANK_AUDIO]
[00:26:24.840 --> 00:26:34.840]   [BLANK_AUDIO]
[00:26:34.840 --> 00:26:44.840]   [BLANK_AUDIO]
[00:26:44.840 --> 00:26:54.840]   [BLANK_AUDIO]
[00:26:54.840 --> 00:27:04.840]   [BLANK_AUDIO]
[00:27:04.840 --> 00:27:14.840]   [BLANK_AUDIO]
[00:27:14.840 --> 00:27:24.840]   [BLANK_AUDIO]
[00:27:24.840 --> 00:27:34.840]   [BLANK_AUDIO]
[00:27:34.840 --> 00:27:44.840]   [BLANK_AUDIO]
[00:27:44.840 --> 00:27:54.840]   [BLANK_AUDIO]
[00:27:54.840 --> 00:28:04.840]   [BLANK_AUDIO]
[00:28:04.840 --> 00:28:14.840]   [BLANK_AUDIO]
[00:28:14.840 --> 00:28:24.840]   [BLANK_AUDIO]
[00:28:24.840 --> 00:28:34.840]   [BLANK_AUDIO]
[00:28:34.840 --> 00:28:44.840]   [BLANK_AUDIO]
[00:28:44.840 --> 00:28:54.840]   [BLANK_AUDIO]
[00:28:54.840 --> 00:29:04.840]   [BLANK_AUDIO]
[00:29:04.840 --> 00:29:14.840]   [BLANK_AUDIO]
[00:29:14.840 --> 00:29:24.840]   [BLANK_AUDIO]
[00:29:24.840 --> 00:29:34.840]   [BLANK_AUDIO]
[00:29:34.840 --> 00:29:44.840]   [BLANK_AUDIO]
[00:29:44.840 --> 00:29:54.840]   [BLANK_AUDIO]
[00:29:54.840 --> 00:30:04.840]   [BLANK_AUDIO]
[00:30:04.840 --> 00:30:14.840]   [BLANK_AUDIO]
[00:30:14.840 --> 00:30:24.840]   [BLANK_AUDIO]
[00:30:24.840 --> 00:30:34.840]   [BLANK_AUDIO]
[00:30:34.840 --> 00:30:44.840]   [BLANK_AUDIO]
[00:30:44.840 --> 00:30:54.840]   [BLANK_AUDIO]
[00:30:54.840 --> 00:31:04.840]   [BLANK_AUDIO]
[00:31:04.840 --> 00:31:14.840]   [BLANK_AUDIO]
[00:31:14.840 --> 00:31:24.840]   [BLANK_AUDIO]
[00:31:24.840 --> 00:31:34.840]   [BLANK_AUDIO]
[00:31:34.840 --> 00:31:44.840]   [BLANK_AUDIO]
[00:31:44.840 --> 00:31:54.840]   [BLANK_AUDIO]
[00:31:54.840 --> 00:32:04.840]   [BLANK_AUDIO]
[00:32:04.840 --> 00:32:14.840]   [BLANK_AUDIO]
[00:32:14.840 --> 00:32:24.840]   [BLANK_AUDIO]
[00:32:24.840 --> 00:32:34.840]   [BLANK_AUDIO]
[00:32:34.840 --> 00:32:44.840]   [BLANK_AUDIO]
[00:32:44.840 --> 00:32:54.840]   [BLANK_AUDIO]
[00:32:54.840 --> 00:33:04.840]   [BLANK_AUDIO]
[00:33:04.840 --> 00:33:14.840]   [BLANK_AUDIO]
[00:33:14.840 --> 00:33:24.840]   [BLANK_AUDIO]
[00:33:24.840 --> 00:33:34.840]   [BLANK_AUDIO]
[00:33:34.840 --> 00:33:44.840]   [BLANK_AUDIO]
[00:33:44.840 --> 00:33:54.840]   [BLANK_AUDIO]
[00:33:54.840 --> 00:34:04.840]   [BLANK_AUDIO]
[00:34:04.840 --> 00:34:14.840]   [BLANK_AUDIO]
[00:34:14.840 --> 00:34:24.840]   [BLANK_AUDIO]
[00:34:24.840 --> 00:34:34.840]   [BLANK_AUDIO]
[00:34:34.840 --> 00:34:44.840]   [BLANK_AUDIO]
[00:34:44.840 --> 00:34:54.840]   [BLANK_AUDIO]
[00:34:54.840 --> 00:35:04.840]   [BLANK_AUDIO]
[00:35:04.840 --> 00:35:14.840]   [BLANK_AUDIO]
[00:35:14.840 --> 00:35:24.840]   [BLANK_AUDIO]
[00:35:24.840 --> 00:35:34.840]   [BLANK_AUDIO]
[00:35:34.840 --> 00:35:44.840]   [BLANK_AUDIO]
[00:35:44.840 --> 00:35:54.840]   [BLANK_AUDIO]
[00:35:54.840 --> 00:36:04.840]   [BLANK_AUDIO]
[00:36:04.840 --> 00:36:14.840]   [BLANK_AUDIO]
[00:36:14.840 --> 00:36:24.840]   [BLANK_AUDIO]
[00:36:24.840 --> 00:36:34.840]   [BLANK_AUDIO]
[00:36:34.840 --> 00:36:44.840]   [BLANK_AUDIO]
[00:36:44.840 --> 00:36:54.840]   [BLANK_AUDIO]
[00:36:54.840 --> 00:37:04.840]   [BLANK_AUDIO]
[00:37:04.840 --> 00:37:14.840]   [BLANK_AUDIO]
[00:37:14.840 --> 00:37:24.840]   [BLANK_AUDIO]
[00:37:24.840 --> 00:37:34.840]   [BLANK_AUDIO]
[00:37:34.840 --> 00:37:44.840]   [BLANK_AUDIO]
[00:37:44.840 --> 00:37:54.840]   [BLANK_AUDIO]
[00:37:54.840 --> 00:38:04.840]   [BLANK_AUDIO]
[00:38:04.840 --> 00:38:14.840]   [BLANK_AUDIO]
[00:38:14.840 --> 00:38:24.840]   [BLANK_AUDIO]
[00:38:24.840 --> 00:38:34.840]   [BLANK_AUDIO]
[00:38:34.840 --> 00:38:44.840]   [BLANK_AUDIO]
[00:38:44.840 --> 00:38:54.840]   [BLANK_AUDIO]
[00:38:54.840 --> 00:39:04.840]   [BLANK_AUDIO]
[00:39:04.840 --> 00:39:14.840]   [BLANK_AUDIO]
[00:39:14.840 --> 00:39:24.840]   [BLANK_AUDIO]
[00:39:24.840 --> 00:39:34.840]   [BLANK_AUDIO]
[00:39:34.840 --> 00:39:44.840]   [BLANK_AUDIO]
[00:39:44.840 --> 00:39:54.840]   [BLANK_AUDIO]
[00:39:54.840 --> 00:40:04.840]   [BLANK_AUDIO]
[00:40:04.840 --> 00:40:14.840]   [BLANK_AUDIO]
[00:40:14.840 --> 00:40:24.840]   [BLANK_AUDIO]
[00:40:24.840 --> 00:40:34.840]   [BLANK_AUDIO]
[00:40:34.840 --> 00:40:44.840]   [BLANK_AUDIO]
[00:40:44.840 --> 00:40:54.840]   [BLANK_AUDIO]
[00:40:54.840 --> 00:41:04.840]   [BLANK_AUDIO]
[00:41:04.840 --> 00:41:14.840]   [BLANK_AUDIO]
[00:41:14.840 --> 00:41:24.840]   [BLANK_AUDIO]
[00:41:24.840 --> 00:41:34.840]   [BLANK_AUDIO]
[00:41:34.840 --> 00:41:44.840]   [BLANK_AUDIO]
[00:41:44.840 --> 00:41:54.840]   [BLANK_AUDIO]
[00:41:54.840 --> 00:42:04.840]   [BLANK_AUDIO]
[00:42:04.840 --> 00:42:14.840]   [BLANK_AUDIO]
[00:42:14.840 --> 00:42:24.840]   [BLANK_AUDIO]
[00:42:24.840 --> 00:42:34.840]   [BLANK_AUDIO]
[00:42:34.840 --> 00:42:44.840]   [BLANK_AUDIO]
[00:42:44.840 --> 00:42:54.840]   [BLANK_AUDIO]
[00:42:54.840 --> 00:43:04.840]   [BLANK_AUDIO]
[00:43:04.840 --> 00:43:14.840]   [BLANK_AUDIO]
[00:43:14.840 --> 00:43:24.840]   [BLANK_AUDIO]
[00:43:24.840 --> 00:43:34.840]   [BLANK_AUDIO]
[00:43:34.840 --> 00:43:44.840]   [BLANK_AUDIO]
[00:43:44.840 --> 00:43:54.840]   [BLANK_AUDIO]
[00:43:54.840 --> 00:44:04.840]   [BLANK_AUDIO]
[00:44:04.840 --> 00:44:14.840]   [BLANK_AUDIO]
[00:44:14.840 --> 00:44:24.840]   [BLANK_AUDIO]
[00:44:24.840 --> 00:44:26.840]   (music)

