
[00:00:00.000 --> 00:00:07.000]  OK 聽到啦 真係唔好意思 一出場就已經有咪嘅問題
[00:08:32.000 --> 00:08:36.000]  佢哋係喺以色列地以外度經歷神
[00:08:36.000 --> 00:08:39.000]  所以呢斯提反嘅呢一個嘅歷史嘅論述
[00:08:39.000 --> 00:08:42.000]  點解佢要重複講以色列人嘅歷史
[00:08:42.000 --> 00:08:44.000]  佢想強調嘅就係
[00:08:44.000 --> 00:08:49.000]  原來神一直都係喺以色列地以外工作
[00:08:49.000 --> 00:08:51.000]  相反我哋去睇呢
[00:08:51.000 --> 00:08:54.000]  喺呢個斯提反嘅論述裏面呢
[00:08:54.000 --> 00:08:58.000]  佢講到約瑟呀帶領咗以色列人入迦南之後又點呀
[00:08:58.000 --> 00:09:01.000]  佢冇再提及神有任何工作
[00:09:01.000 --> 00:09:03.000]  一個好大嘅對比
[00:09:03.000 --> 00:09:06.000]  神喺以色列地以外工作
[00:09:06.000 --> 00:09:09.000]  呢個係斯提反要強調嘅嘢
[00:09:09.000 --> 00:09:13.000]  咁呢神喺以色列地以外工作嘅呢個主題呢
[00:09:13.000 --> 00:09:17.000]  其實緊扣住呢成個《使徒行傳》嘅劇情發展
[00:09:17.000 --> 00:09:20.000]  喺斯提反嘅講話之前呢
[00:09:20.000 --> 00:09:23.000]  即係第一至六章《使徒行傳》
[00:09:23.000 --> 00:09:27.000]  神呢係一直淨係喺耶路撒冷當中工作
[00:09:27.000 --> 00:09:30.000]  但係喺斯提反講話之後係點呀
[00:09:30.000 --> 00:09:32.000]  斯提反講完嘢之後就畀人打死咗
[00:09:32.000 --> 00:09:35.000]  然之後呢耶路撒冷教會就被迫害
[00:09:35.000 --> 00:09:36.000]  然之後點呀
[00:09:36.000 --> 00:09:39.000]  信徒就逃散到猶大嘅各地
[00:09:39.000 --> 00:09:41.000]  同埋撒瑪利亞各處
[00:09:41.000 --> 00:09:45.000]  而路加呢就從呢一刻開始呢就去描寫呢
[00:09:45.000 --> 00:09:48.000]  神點樣喺猶大地以外工作
[00:09:48.000 --> 00:09:50.000]  喺以色列地以外工作
[00:09:50.000 --> 00:09:52.000]  例如第八章呢就描述
[00:09:52.000 --> 00:09:55.000]  肥利喺撒瑪利亞度傳道啦
[00:09:55.000 --> 00:09:56.000]  第九章呢就描述
[00:09:56.000 --> 00:10:00.000]  蘇羅呢喺大馬士革度被呼召等等等等
[00:10:00.000 --> 00:10:02.000]  換言之呢斯提反嘅講話呢
[00:10:02.000 --> 00:10:04.000]  其實原來唔單止係回應緊呢
[00:10:04.000 --> 00:10:07.000]  毀謗聖殿同埋律法嘅指控
[00:10:07.000 --> 00:10:10.000]  而係作為呢劇情上面嘅轉捩點
[00:10:10.000 --> 00:10:13.000]  去標誌緊呢神喺猶大地
[00:10:13.000 --> 00:10:15.000]  以色列地以外工作
[00:10:15.000 --> 00:10:19.000]  今日呢我哋會唔會
[00:10:19.000 --> 00:10:22.000]  今日呢我哋唔會再好似以前咁樣呢
[00:10:22.000 --> 00:10:25.000]  即係斯提反嘅時代咁樣去爭辯緊呢
[00:10:25.000 --> 00:10:27.000]  聖殿同埋律法嘅功能
[00:10:27.000 --> 00:10:29.000]  因為我哋根本冇聖殿而家係咪
[00:10:29.000 --> 00:10:32.000]  但係呢斯提反嘅講話呢仍然值得我哋去反思
[00:10:32.000 --> 00:10:36.000]  我哋會唔會用緊各種嘅框框
[00:10:36.000 --> 00:10:41.000]  去規限緊神嘅同在同埋工作嘅邊界呢
[00:10:41.000 --> 00:10:43.000]  我哋嘅信仰會唔會淨係停留喺
[00:10:43.000 --> 00:10:46.000]  星期日我哋崇拜嘅呢一個地方
[00:10:46.000 --> 00:10:48.000]  UV嘅呢一個地方呢
[00:10:48.000 --> 00:10:51.000]  斯提反嘅講話呢挑戰緊我哋
[00:10:51.000 --> 00:10:54.000]  唔好淨係停留喺教會嘅四面牆裏面
[00:10:54.000 --> 00:10:58.000]  而係要喺教會以外呢一個地方以外
[00:10:58.000 --> 00:11:03.000]  嘅任何場景去實踐同埋見證神嘅工作
[00:11:05.000 --> 00:11:10.000]  咁我哋明白咗呢斯提反點解要重述以色列嘅歷史
[00:11:10.000 --> 00:11:13.000]  同埋呢一段歷史有咩特別之後呢
[00:11:13.000 --> 00:11:17.000]  我哋而家就要去睇下呢佢提及嘅人物有啲咩特別
[00:11:17.000 --> 00:11:20.000]  我想問一個問題
[00:11:20.000 --> 00:11:23.000]  點解斯提反要提
[00:11:23.000 --> 00:11:28.000]  特別要提阿伯拉罕約瑟同埋摩西呢
[00:11:28.000 --> 00:11:30.000]  呢三個人
[00:11:30.000 --> 00:11:34.000]  即係呢三個人物有啲咩共通點
[00:11:34.000 --> 00:11:36.000]  阿伯拉罕約瑟同埋摩西
[00:11:36.000 --> 00:11:37.000]  有咩共通點
[00:11:37.000 --> 00:11:42.000]  呢三個人嘅共通點就係
[00:11:42.000 --> 00:11:48.000]  呢三個人嘅共通點就係呢
[00:11:48.000 --> 00:11:51.000]  佢哋三個都係流浪異鄉嘅人
[00:11:51.000 --> 00:11:54.000]  佢哋三個都係流浪異鄉嘅人
[00:11:54.000 --> 00:11:55.000]  而摩西甚至係咩呢
[00:11:55.000 --> 00:11:57.000]  摩西甚至係犯咗法
[00:11:57.000 --> 00:12:00.000]  然後要走佬嘅逃犯
[00:12:00.000 --> 00:12:02.000]  係逃犯黎嘅摩西
[00:12:02.000 --> 00:12:03.000]  唔好唔記得呢個身份
[00:12:03.000 --> 00:12:05.000]  摩西係一個犯咗法
[00:12:05.000 --> 00:12:07.000]  搞到要走佬嘅逃犯
[00:12:07.000 --> 00:12:09.000]  我想講嘅係啲咩呢
[00:12:09.000 --> 00:12:11.000]  就係呢史唐人傳呢
[00:12:11.000 --> 00:12:13.000]  我哋好常呢通常呢啲傳道人呀
[00:12:13.000 --> 00:12:15.000]  牧者呢或者牧師呢
[00:12:15.000 --> 00:12:16.000]  講史唐人傳就係講全副音㗎嘛
[00:12:16.000 --> 00:12:19.000]  我哋好少留意呢其他嘢
[00:12:19.000 --> 00:12:21.000]  但我今日好想從呢個角度去切入
[00:12:21.000 --> 00:12:23.000]  其實史唐人傳唔係淨係講全副音
[00:12:23.000 --> 00:12:27.000]  流亡呢其實係路加福音
[00:12:27.000 --> 00:12:28.000]  或者唔係路加福音sorry
[00:12:28.000 --> 00:12:29.000]  係路加著作
[00:12:29.000 --> 00:12:31.000]  即係包埋路加福音同埋史唐人傳
[00:12:31.000 --> 00:12:34.000]  流亡呢個主題呢其實係路加著作裏面呢
[00:12:34.000 --> 00:12:36.000]  重複出現嘅主題
[00:12:36.000 --> 00:12:37.000]  不過教會好少講
[00:12:37.000 --> 00:12:39.000]  我淨係睇到全副音
[00:12:39.000 --> 00:12:41.000]  但我哋冇睇到呢福音係點傳
[00:12:41.000 --> 00:12:44.000]  同埋全副音嗰班人嘅身份係乜嘢人
[00:12:44.000 --> 00:12:46.000]  但今日我想強調返啲點
[00:12:46.000 --> 00:12:48.000]  我要強調嘅係流亡呢
[00:12:48.000 --> 00:12:52.000]  其實係路加著作重複出現嘅主題
[00:12:52.000 --> 00:12:56.000]  史唐人傳呢成日都講到呢
[00:12:56.000 --> 00:12:58.000]  基督徒要逃亡
[00:12:58.000 --> 00:13:00.000]  例如喺呢段經文裏面已經講咗係咩
[00:13:00.000 --> 00:13:02.000]  屍體犯死咗之後就係點呀
[00:13:02.000 --> 00:13:04.000]  信徒被逼迫然後就係點呀
[00:13:04.000 --> 00:13:05.000]  走佬呀
[00:13:05.000 --> 00:13:10.000]  要流亡要逃亡到猶大同埋薩馬利亞國處
[00:13:10.000 --> 00:13:13.000]  然後去到十一章再強調返一次嘅一點
[00:13:13.000 --> 00:13:16.000]  就係十一章重複返一次呢就係屍體犯被殺
[00:13:16.000 --> 00:13:18.000]  所以呢啲信徒要走佬
[00:13:18.000 --> 00:13:21.000]  去到唔同嘅地方同埋去到安提奧
[00:13:21.000 --> 00:13:25.000]  走佬係路加好強調嘅嘢
[00:13:25.000 --> 00:13:26.000]  仲有咩呀
[00:13:26.000 --> 00:13:27.000]  仲有保羅呢
[00:13:27.000 --> 00:13:30.000]  保羅好多次呢係史唐人傳裏面係點呀
[00:13:30.000 --> 00:13:31.000]  唔單止係傳福音呀
[00:13:31.000 --> 00:13:33.000]  通常傳完福音之後要點呀
[00:13:33.000 --> 00:13:35.000]  傳完之後就要走佬㗎啦
[00:13:35.000 --> 00:13:37.000]  路加成日去強調呢
[00:13:37.000 --> 00:13:41.000]  幾次強調保羅點樣走佬
[00:13:41.000 --> 00:13:44.000]  幾次去強調保羅點樣逃亡
[00:13:44.000 --> 00:13:47.000]  保羅係一個流亡嘅人嚟㗎
[00:13:47.000 --> 00:13:49.000]  喺史唐人傳裏面
[00:13:49.000 --> 00:13:52.000]  除咗呢主動地逃亡之外呢
[00:13:52.000 --> 00:13:54.000]  路加亦都好強調呢
[00:13:54.000 --> 00:13:57.000]  被動地被逐出城外呀
[00:13:57.000 --> 00:14:00.000]  如果我哋去睇返路加福音第四章
[00:14:00.000 --> 00:14:02.000]  路加福音第四章呢
[00:14:02.000 --> 00:14:03.000]  耶穌嘅第一篇講到
[00:14:03.000 --> 00:14:07.000]  佢喺自己嘅家鄉拿沙那道講完道之後就點呀
[00:14:07.000 --> 00:14:09.000]  嗰班聽眾就好嬲
[00:14:09.000 --> 00:14:10.000]  點呀
[00:14:10.000 --> 00:14:11.000]  將佢逐出城外
[00:14:11.000 --> 00:14:13.000]  所以喺路加著作裏面
[00:14:13.000 --> 00:14:15.000]  第一個被逐出城外嘅人呢
[00:14:15.000 --> 00:14:17.000]  並唔係門徒唔係使徒
[00:14:17.000 --> 00:14:20.000]  第一個被逐出城外嘅人係邊個係耶穌
[00:14:20.000 --> 00:14:23.000]  佢講第一篇道就俾人逐出城外
[00:14:23.000 --> 00:14:25.000]  喺自己嘅家鄉拿沙那道
[00:14:25.000 --> 00:14:27.000]  俾人逐出城外
[00:14:27.000 --> 00:14:32.000]  喺史唐人傳嘅十三章五十節嗰度講到
[00:14:32.000 --> 00:14:33.000]  保羅同埋巴拿巴
[00:14:33.000 --> 00:14:36.000]  喺比西底嘅安提阿道傳道之後點呀
[00:14:36.000 --> 00:14:40.000]  傳道之後就俾人逐出城外
[00:14:40.000 --> 00:14:44.000]  喺史唐人傳嘅十八章一至四節嗰度講到兩公婆
[00:14:44.000 --> 00:14:46.000]  就係呢亞居拉同埋伯基拉
[00:14:46.000 --> 00:14:48.000]  呢兩公婆有咩特別呀
[00:14:48.000 --> 00:14:52.000]  就係喺羅馬皇帝格魯丟嘅命令底下
[00:14:52.000 --> 00:14:55.000]  將所有猶太人逐出城外
[00:14:55.000 --> 00:14:59.000]  包括呢兩公婆亞居拉同埋伯基拉呢兩公婆
[00:14:59.000 --> 00:15:02.000]  係咁樣俾人逐出羅馬城
[00:15:02.000 --> 00:15:05.000]  所以我哋會見到其實路加著作裏面呢
[00:15:05.000 --> 00:15:09.000]  係有好多逃亡同埋被逐出城外嘅人物
[00:15:09.000 --> 00:15:11.000]  包括耶穌基督都係
[00:15:11.000 --> 00:15:13.000]  點解路加要咁樣寫呢
[00:15:13.000 --> 00:15:15.000]  我哋點解留意唔到
[00:15:15.000 --> 00:15:17.000]  點解路加一定要咁樣強調呢
[00:15:17.000 --> 00:15:22.000]  就係因為路加好想透過斯提反嘅講話
[00:15:22.000 --> 00:15:27.000]  去重新去建構緊基督徒嘅身份
[00:15:27.000 --> 00:15:29.000]  基督徒嘅身份係點㗎
[00:15:29.000 --> 00:15:34.000]  就好似阿伯拉罕、約瑟同埋摩西一樣
[00:15:34.000 --> 00:15:37.000]  無論係耶穌定係跟隨佢嘅人
[00:15:37.000 --> 00:15:43.000]  其實都係城外嘅逃亡者嚟
[00:15:43.000 --> 00:15:46.000]  呢個係路加要強調嘅基督徒身份
[00:15:46.000 --> 00:15:48.000]  我哋好少留意呢啲嘢
[00:15:48.000 --> 00:15:50.000]  但今日好想同大家去睇返
[00:15:50.000 --> 00:15:54.000]  路加其實好強調基督徒嘅身份最初係點
[00:15:54.000 --> 00:15:57.000]  無論係耶穌定係跟隨佢嘅人
[00:15:57.000 --> 00:16:01.000]  都係城外嘅流亡者
[00:16:01.000 --> 00:16:04.000]  路加用呢種形象去形容耶穌
[00:16:04.000 --> 00:16:06.000]  同埋形容早期嘅信徒
[00:16:06.000 --> 00:16:11.000]  係因為基督徒係身處猶太權力嘅中心
[00:16:11.000 --> 00:16:15.000]  同埋羅馬權力嘅中心嘅邊緣嘅邊緣人
[00:16:15.000 --> 00:16:17.000]  佢哋一直係逃亡緊
[00:16:17.000 --> 00:16:20.000]  一直係被逐出城外
[00:16:20.000 --> 00:16:27.000]  今日作為香港人
[00:16:27.000 --> 00:16:32.000]  我哋以前喺香港國際大都會裏面
[00:16:32.000 --> 00:16:36.000]  我哋唔係好明流亡係啲咩
[00:16:36.000 --> 00:16:40.000]  我哋有一個咁繁榮嘅大都會
[00:16:40.000 --> 00:16:42.000]  但近幾年作為香港人
[00:16:42.000 --> 00:16:46.000]  我哋經歷緊呢幾年嘅社會變化嘅時候
[00:16:46.000 --> 00:16:48.000]  我哋可能更深去體會緊
[00:16:48.000 --> 00:16:50.000]  乜嘢係流亡
[00:16:50.000 --> 00:16:54.000]  有啲人被迫要遠走他鄉
[00:16:54.000 --> 00:16:57.000]  從此永遠冇機會返返香港
[00:16:57.000 --> 00:17:01.000]  有啲人可能係想走但走唔到
[00:17:01.000 --> 00:17:02.000]  坐緊監
[00:17:02.000 --> 00:17:05.000]  就算一啲唔走嘅人
[00:17:05.000 --> 00:17:06.000]  留喺香港嘅人
[00:17:06.000 --> 00:17:10.000]  都被迫去面對緊一個新嘅香港
[00:17:10.000 --> 00:17:13.000]  去體驗緊乜嘢係在地流亡
[00:17:13.000 --> 00:17:16.000]  在地流亡即係我冇走到
[00:17:16.000 --> 00:17:19.000]  但係我屋企變咗樣
[00:17:19.000 --> 00:17:21.000]  呢個叫做在地流亡
[00:17:21.000 --> 00:17:24.000]  我想講嘅係
[00:17:24.000 --> 00:17:27.000]  盧家著作唔係就係講全服癮
[00:17:27.000 --> 00:17:29.000]  呢一段經文
[00:17:29.000 --> 00:17:31.000]  同緊每一個
[00:17:31.000 --> 00:17:34.000]  淨係喺度經歷緊流亡嘅人講
[00:17:34.000 --> 00:17:38.000]  無論我哋身處乜嘢嘅地方
[00:17:38.000 --> 00:17:40.000]  無論我哋走佬
[00:17:40.000 --> 00:17:42.000]  被迫逃亡咗去咩地方
[00:17:42.000 --> 00:17:46.000]  神仍然都喺度
[00:17:46.000 --> 00:17:50.000]  面對住香港嘅前景
[00:17:50.000 --> 00:17:53.000]  話喺香港教會未來要面對
[00:17:53.000 --> 00:17:55.000]  更大嘅迫迫
[00:17:55.000 --> 00:17:58.000]  但係呢段經文安慰緊我哋
[00:17:58.000 --> 00:18:02.000]  教會最初
[00:18:02.000 --> 00:18:05.000]  就係一個流亡嘅群體
[00:18:05.000 --> 00:18:08.000]  但係神嘅工作從來冇停過
