
[00:00:00.000 --> 00:00:02.000]  真的非常好
[00:01:15.000 --> 00:01:17.000]  而且三次也要上到耶路撒冷
[00:01:17.000 --> 00:01:20.000]  去敬拜上帝
[00:01:20.000 --> 00:01:22.000]  所以因為這樣的緣故
[00:01:22.000 --> 00:01:26.000]  可能就是一直累積一個傳統
[00:01:26.000 --> 00:01:27.000]  當他們上行
[00:01:27.000 --> 00:01:29.000]  去到耶路撒冷的時候
[00:01:29.000 --> 00:01:31.000]  他們就需要唱一些詩歌
[00:01:31.000 --> 00:01:32.000]  做一些祈禱
[00:01:32.000 --> 00:01:34.000]  預備他們的心
[00:01:34.000 --> 00:01:37.000]  所以由120篇至到134篇
[00:01:37.000 --> 00:01:39.000]  可能就是15首的詩歌
[00:01:39.000 --> 00:01:40.000]  他們上行的時候
[00:01:40.000 --> 00:01:42.000]  他們會唱
[00:01:42.000 --> 00:01:43.000]  或者你也可能是
[00:01:43.000 --> 00:01:46.000]  他們去到耶路撒冷
[00:01:46.000 --> 00:01:49.000]  就有拉比文學告訴我們
[00:01:49.000 --> 00:01:52.000]  上去聖殿的時候
[00:01:52.000 --> 00:01:54.000]  進了耶路撒冷的City Limit
[00:01:54.000 --> 00:01:55.000]  然後去到Temple
[00:01:55.000 --> 00:01:57.000]  進去Temple的時候
[00:01:57.000 --> 00:01:59.000]  就有15級樓梯
[00:01:59.000 --> 00:02:02.000]  1960年代
[00:02:02.000 --> 00:02:03.000]  1970年代的時候
[00:02:03.000 --> 00:02:05.000]  那些以色列的人
[00:02:05.000 --> 00:02:07.000]  就去到法國那個地方
[00:02:07.000 --> 00:02:08.000]  在聖殿山
[00:02:08.000 --> 00:02:10.000]  就是今天的清真寺下面
[00:02:10.000 --> 00:02:11.000]  那一面
[00:02:11.000 --> 00:02:12.000]  在法國的時候
[00:02:12.000 --> 00:02:15.000]  就發現有15級的樓梯
[00:02:15.000 --> 00:02:18.000]  每一級的樓梯都是雙倍的
[00:02:18.000 --> 00:02:19.000]  兩級兩級
[00:02:19.000 --> 00:02:20.000]  但是有15級
[00:02:20.000 --> 00:02:22.000]  所以今天的猶人
[00:02:22.000 --> 00:02:23.000]  很多時候就去到那個地方
[00:02:23.000 --> 00:02:25.000]  在聖殿山的南面
[00:02:25.000 --> 00:02:27.000]  就好像當時耶穌的時候
[00:02:27.000 --> 00:02:29.000]  猶太人第一世紀的時候
[00:02:29.000 --> 00:02:32.000]  他們上到去耶路撒冷朝聖的時候
[00:02:32.000 --> 00:02:35.000]  真的進到聖殿的門口
[00:02:35.000 --> 00:02:37.000]  所謂進到Court的門口
[00:02:37.000 --> 00:02:39.000]  就在那15級裡面
[00:02:39.000 --> 00:02:41.000]  可能就是那些利美人的師班等等
[00:02:41.000 --> 00:02:44.000]  他們就在那裡唱這15首詩歌
[00:02:44.000 --> 00:02:46.000]  每一級就唱一首
[00:02:46.000 --> 00:02:48.000]  就是一個禮儀
[00:02:48.000 --> 00:02:50.000]  所以可能在一個建築上面
[00:02:50.000 --> 00:02:53.000]  和一個敬拜的禮儀上
[00:02:53.000 --> 00:02:55.000]  一種合併
[00:02:55.000 --> 00:02:57.000]  所以在上行之詩
[00:02:57.000 --> 00:03:00.000]  似乎就是特意編排
[00:03:00.000 --> 00:03:02.000]  以致讀上行之詩
[00:03:02.000 --> 00:03:03.000]  用上行之詩
[00:03:03.000 --> 00:03:05.000]  由120篇到祈禱
[00:03:05.000 --> 00:03:07.000]  到唱這些詩歌的時候
[00:03:07.000 --> 00:03:11.000]  就仿似你心裡面那種旅程
[00:03:11.000 --> 00:03:13.000]  一種spiritual
[00:03:13.000 --> 00:03:18.000]  一個in your spirit的一種journey
[00:03:18.000 --> 00:03:20.000]  就是繼續去耶路撒冷
[00:03:20.000 --> 00:03:22.000]  去到神的面前去敬拜
[00:03:22.000 --> 00:03:24.000]  所以看幾節聖經
[00:03:24.000 --> 00:03:26.000]  我們由120篇開始
[00:03:26.000 --> 00:03:28.000]  你就會感覺到120篇開始
[00:03:28.000 --> 00:03:30.000]  那個詩人在哪裡呢
[00:03:30.000 --> 00:03:32.000]  第五節這裡說
[00:03:32.000 --> 00:03:33.000]  禍災
[00:03:33.000 --> 00:03:35.000]  祈禱那種哀歌
[00:03:35.000 --> 00:03:36.000]  他說
[00:03:36.000 --> 00:03:38.000]  慘了這節
[00:03:38.000 --> 00:03:40.000]  我寄居在米切
[00:03:40.000 --> 00:03:42.000]  住在基達帳棚之中
[00:03:42.000 --> 00:03:45.000]  我與那恨惡和平
[00:03:45.000 --> 00:03:47.000]  不喜歡沙窿的人
[00:03:47.000 --> 00:03:49.000]  許久同住
[00:03:49.000 --> 00:03:50.000]  我願和平
[00:03:50.000 --> 00:03:51.000]  當我發言的時候
[00:03:51.000 --> 00:03:53.000]  他們卻要爭戰
[00:03:53.000 --> 00:03:56.000]  你看到米切和基達
[00:03:56.000 --> 00:03:57.000]  無論在哪裡都好
[00:03:57.000 --> 00:03:59.000]  米切大概是現在黑海南邊
[00:03:59.000 --> 00:04:01.000]  就是現在的土耳其北邊的地方
[00:04:01.000 --> 00:04:04.000]  基達大概是今天的敘利亞
[00:04:04.000 --> 00:04:07.000]  沙地阿拉伯北邊的沙漠
[00:04:07.000 --> 00:04:09.000]  這些地方
[00:04:09.000 --> 00:04:11.000]  無論什麼地方都好
[00:04:11.000 --> 00:04:12.000]  你很肯定知道
[00:04:12.000 --> 00:04:14.000]  那個地方遠離耶路撒冷
[00:04:14.000 --> 00:04:16.000]  它在基達的帳棚
[00:04:16.000 --> 00:04:17.000]  在米切這個地方
[00:04:17.000 --> 00:04:19.000]  是遠離耶路撒冷的
[00:04:19.000 --> 00:04:21.000]  他就覺得那裡很慘
[00:04:21.000 --> 00:04:23.000]  因為那裡的人不會說上帝
[00:04:23.000 --> 00:04:26.000]  不會看上帝長眼
[00:04:26.000 --> 00:04:27.000]  他們不要和平
[00:04:27.000 --> 00:04:28.000]  要爭戰
[00:04:28.000 --> 00:04:30.000]  這個詩人
[00:04:30.000 --> 00:04:31.000]  一個以色列人
[00:04:31.000 --> 00:04:32.000]  或者之後的猶太人
[00:04:32.000 --> 00:04:34.000]  總之是神的子民
[00:04:34.000 --> 00:04:35.000]  他有些原因
[00:04:35.000 --> 00:04:37.000]  他就是在exile(逃離)裡面
[00:04:37.000 --> 00:04:38.000]  在流放的裡面
[00:04:38.000 --> 00:04:39.000]  不是在自己的家鄉
[00:04:39.000 --> 00:04:41.000]  他真正家鄉所屬的
[00:04:41.000 --> 00:04:42.000]  就是耶路撒冷
[00:04:42.000 --> 00:04:44.000]  就是堅實的面
[00:04:44.000 --> 00:04:45.000]  但他有些原因
[00:04:45.000 --> 00:04:46.000]  他就是在米切
[00:04:46.000 --> 00:04:49.000]  在這些所謂流放的
[00:04:49.000 --> 00:04:51.000]  這種情況
[00:04:51.000 --> 00:04:52.000]  流散的情況
[00:04:52.000 --> 00:04:54.000]  如果你這樣看的時候
[00:04:54.000 --> 00:04:55.000]  這些詩篇
[00:04:55.000 --> 00:04:58.000]  其實跟我們有關
[00:04:58.000 --> 00:05:00.000]  因為我們今天
[00:05:00.000 --> 00:05:02.000]  無論在裡面
[00:05:02.000 --> 00:05:03.000]  或者在外面
[00:05:03.000 --> 00:05:06.000]  我們都總覺得有一種流散的感覺
[00:05:06.000 --> 00:05:08.000]  流亡的感覺
[00:05:08.000 --> 00:05:10.000]  我記得剛開始來美國的時候
[00:05:10.000 --> 00:05:12.000]  那時候已經是90年代
[00:05:12.000 --> 00:05:14.000]  頭幾年
[00:05:14.000 --> 00:05:16.000]  我們在教會團體
[00:05:16.000 --> 00:05:18.000]  大家聊天的時候
[00:05:18.000 --> 00:05:20.000]  有些來得久了的
[00:05:20.000 --> 00:05:23.000]  來美國的弟兄
[00:05:23.000 --> 00:05:28.000]  剛剛就說了一些國家大事
[00:05:28.000 --> 00:05:29.000]  他們說的時候
[00:05:29.000 --> 00:05:32.000]  就是My country
[00:05:32.000 --> 00:05:34.000]  我的國家
[00:05:34.000 --> 00:05:36.000]  那時候剛來到美國的時候
[00:05:36.000 --> 00:05:38.000]  你不是很感覺到
[00:05:38.000 --> 00:05:40.000]  為什麼你會說是我的國家
[00:05:40.000 --> 00:05:42.000]  因為你總覺得
[00:05:42.000 --> 00:05:44.000]  你在異鄉
[00:05:44.000 --> 00:05:45.000]  你來到這裡
[00:05:45.000 --> 00:05:46.000]  就覺得
[00:05:46.000 --> 00:05:48.000]  見到不同膚色的人
[00:05:48.000 --> 00:05:50.000]  可能你會說他是外國人
[00:05:50.000 --> 00:05:52.000]  但其實你是在外國
[00:05:52.000 --> 00:05:54.000]  你才是外國人
[00:05:54.000 --> 00:05:58.000]  但你明明心理的張力
[00:05:58.000 --> 00:06:00.000]  你在異鄉
[00:06:00.000 --> 00:06:01.000]  流落的時候
[00:06:01.000 --> 00:06:04.000]  你總是不覺得那是你的家鄉
[00:06:04.000 --> 00:06:06.000]  那不是我的家鄉
[00:06:06.000 --> 00:06:08.000]  無論你在裡面的景況
[00:06:08.000 --> 00:06:10.000]  那種心境也好
[00:06:10.000 --> 00:06:12.000]  Soulscape
[00:06:12.000 --> 00:06:14.000]  或者外面的位置
[00:06:14.000 --> 00:06:16.000]  那個Landscape
[00:06:16.000 --> 00:06:19.000]  都是有一種的Diaspora
[00:06:19.000 --> 00:06:20.000]  Exile
[00:06:20.000 --> 00:06:22.000]  就是流亡的感覺
[00:06:22.000 --> 00:06:24.000]  流亡就是說還沒回到家
[00:06:24.000 --> 00:06:26.000]  如果你來了美國很久
[00:06:26.000 --> 00:06:28.000]  你就會說My country
[00:06:28.000 --> 00:06:30.000]  你已經落地生根了
[00:06:30.000 --> 00:06:32.000]  但如果你還沒來很久的話
[00:06:32.000 --> 00:06:34.000]  你還是會覺得
[00:06:34.000 --> 00:06:36.000]  不上不下
[00:06:36.000 --> 00:06:38.000]  到底你屬於哪裡呢
[00:06:38.000 --> 00:06:40.000]  有一種流散的感覺
[00:06:40.000 --> 00:06:42.000]  上行之詩
[00:06:42.000 --> 00:06:44.000]  其實就是寫給流散的人
[00:06:44.000 --> 00:06:46.000]  流散的人
[00:06:46.000 --> 00:06:48.000]  他們希望能夠回到家
[00:06:48.000 --> 00:06:50.000]  去見上帝的面
[00:06:50.000 --> 00:06:52.000]  夜路上行
[00:06:52.000 --> 00:06:54.000]  所以第一首120首
[00:06:54.000 --> 00:06:56.000]  就是告訴我們
[00:06:56.000 --> 00:06:58.000]  這個詩人在異鄉的時候
[00:06:58.000 --> 00:07:00.000]  他有什麼感覺
[00:07:00.000 --> 00:07:02.000]  平安
[00:07:02.000 --> 00:07:04.000]  而平安是從哪裡來的呢
[00:07:04.000 --> 00:07:06.000]  繼續看下去你就會知道
[00:07:06.000 --> 00:07:08.000]  121
[00:07:08.000 --> 00:07:10.000]  第二首的上行之詩
[00:07:10.000 --> 00:07:12.000]  標題看清楚
[00:07:12.000 --> 00:07:14.000]  上行之詩
[00:07:14.000 --> 00:07:16.000]  聖經真的有這個標題
[00:07:16.000 --> 00:07:18.000]  第二首
[00:07:18.000 --> 00:07:20.000]  我要向山舉目
[00:07:20.000 --> 00:07:22.000]  我的幫助從何而來
[00:07:22.000 --> 00:07:24.000]  我的幫助從造天地的耶和華而來
[00:07:24.000 --> 00:07:26.000]  你會感覺到
[00:07:26.000 --> 00:07:28.000]  詩人開始走近
[00:07:28.000 --> 00:07:30.000]  家裡
[00:07:30.000 --> 00:07:32.000]  開始所謂回家
[00:07:32.000 --> 00:07:34.000]  走近夜路上行
[00:07:34.000 --> 00:07:36.000]  我要向山舉目
[00:07:36.000 --> 00:07:38.000]  我的幫助從何而來
[00:07:38.000 --> 00:07:40.000]  他望見群山
[00:07:40.000 --> 00:07:42.000]  山脈的時候
[00:07:42.000 --> 00:07:44.000]  他就很嚮往要回家
[00:07:44.000 --> 00:07:46.000]  為什麼你說快要回家
[00:07:46.000 --> 00:07:48.000]  因為夜路上行是在海拔2000多呎
[00:07:48.000 --> 00:07:50.000]  的群山裡面
[00:07:50.000 --> 00:07:52.000]  所以你去夜路上行
[00:07:52.000 --> 00:07:54.000]  一定會見到山脈
[00:07:54.000 --> 00:07:56.000]  中山
[00:07:56.000 --> 00:07:58.000]  山脈
[00:07:58.000 --> 00:08:00.000]  他見到中山
[00:08:00.000 --> 00:08:02.000]  他就向那裡舉目
[00:08:02.000 --> 00:08:04.000]  因為他知道
[00:08:04.000 --> 00:08:06.000]  耶和華在那裡
[00:08:06.000 --> 00:08:08.000]  耶和華是創造天地
[00:08:08.000 --> 00:08:10.000]  並且在那裡能夠賜力量給他
[00:08:10.000 --> 00:08:12.000]  所以他很希望
[00:08:12.000 --> 00:08:14.000]  唱到121篇的時候
[00:08:14.000 --> 00:08:16.000]  他就離開他自己流散的異鄉
[00:08:16.000 --> 00:08:18.000]  慢慢慢慢他向夜路上行邁進
[00:08:18.000 --> 00:08:20.000]  他就見到群山的時候
[00:08:20.000 --> 00:08:22.000]  他就很嚮往能夠回到家
[00:08:22.000 --> 00:08:24.000]  122號
[00:08:24.000 --> 00:08:26.000]  22號 第三首
[00:08:26.000 --> 00:08:28.000]  第三首
[00:08:28.000 --> 00:08:30.000]  又是上行之詩
[00:08:30.000 --> 00:08:32.000]  大衛上行之詩
[00:08:32.000 --> 00:08:34.000]  是不是大衛寫的
[00:08:34.000 --> 00:08:36.000]  總之就是Song of Ascent 第三首
[00:08:36.000 --> 00:08:38.000]  我喜樂因為人
[00:08:38.000 --> 00:08:40.000]  對我說
[00:08:40.000 --> 00:08:42.000]  我們到耶和華的殿去
[00:08:42.000 --> 00:08:44.000]  耶路撒冷
[00:08:44.000 --> 00:08:46.000]  我們的腳
[00:08:46.000 --> 00:08:48.000]  站在你的門內
[00:08:48.000 --> 00:08:50.000]  耶路撒冷被建造
[00:08:50.000 --> 00:08:52.000]  與和連絡
[00:08:52.000 --> 00:08:54.000]  整齊的一座城
[00:08:54.000 --> 00:08:56.000]  單看這幾節
[00:08:56.000 --> 00:08:58.000]  你就知道他已經到達了
[00:08:58.000 --> 00:09:02.000]  我很開心
[00:09:02.000 --> 00:09:04.000]  因為人對我們說
[00:09:04.000 --> 00:09:06.000]  Let's go to the temple
[00:09:06.000 --> 00:09:08.000]  一起去耶和華的殿
[00:09:08.000 --> 00:09:10.000]  快要到的時候
[00:09:10.000 --> 00:09:12.000]  Let's go there
[00:09:12.000 --> 00:09:14.000]  耶路撒冷我們的腳
[00:09:14.000 --> 00:09:16.000]  你看到他之前望群山
[00:09:16.000 --> 00:09:18.000]  但現在他望見的是自己的腳趾
[00:09:18.000 --> 00:09:20.000]  自己的腳
[00:09:20.000 --> 00:09:22.000]  站在城門之內
[00:09:22.000 --> 00:09:24.000]  通過不同的城門就進入了耶路撒冷
[00:09:24.000 --> 00:09:26.000]  第三節
[00:09:26.000 --> 00:09:28.000]  耶路撒冷被建造
[00:09:28.000 --> 00:09:30.000]  與和連絡整齊的一座城
[00:09:30.000 --> 00:09:32.000]  意思就是說
[00:09:32.000 --> 00:09:34.000]  連絡整齊
[00:09:34.000 --> 00:09:36.000]  我想很客氣
[00:09:36.000 --> 00:09:38.000]  這樣譯法
[00:09:38.000 --> 00:09:40.000]  其實是很擠迫的意思
[00:09:40.000 --> 00:09:42.000]  因為以前舊的城市
[00:09:42.000 --> 00:09:44.000]  是很擠迫的 街道很窄
[00:09:44.000 --> 00:09:48.000]  水洩不通
[00:09:48.000 --> 00:09:50.000]  很擠迫
[00:09:50.000 --> 00:09:52.000]  大家會撞到肩膀
[00:09:52.000 --> 00:09:54.000]  走進去的時候
[00:09:54.000 --> 00:09:56.000]  是很擠迫的
[00:09:56.000 --> 00:09:58.000]  很緊密的
[00:09:58.000 --> 00:10:00.000]  耶路撒冷就是一座這樣的城市
[00:10:00.000 --> 00:10:02.000]  一座這樣的市鎮
[00:10:02.000 --> 00:10:04.000]  進去的時候
[00:10:04.000 --> 00:10:06.000]  他就終於來到
[00:10:06.000 --> 00:10:08.000]  所以斯人
[00:10:08.000 --> 00:10:10.000]  由外地
[00:10:10.000 --> 00:10:12.000]  異地
[00:10:12.000 --> 00:10:14.000]  他就到了目的地
[00:10:14.000 --> 00:10:16.000]  站在耶路撒冷的城門之內
[00:10:16.000 --> 00:10:18.000]  然後我們看1、2、3
[00:10:18.000 --> 00:10:20.000]  到1、3、4最後
[00:10:20.000 --> 00:10:22.000]  就是跟著那十二首詩歌
[00:10:22.000 --> 00:10:24.000]  就是在目的地裡面
[00:10:24.000 --> 00:10:26.000]  做的事情
[00:10:26.000 --> 00:10:28.000]  在聖殿裡面去敬拜上帝
[00:10:28.000 --> 00:10:30.000]  去到石安
[00:10:30.000 --> 00:10:32.000]  Zion
[00:10:32.000 --> 00:10:34.000]  就是耶路撒冷
[00:10:34.000 --> 00:10:36.000]  他真正得到平安
[00:10:36.000 --> 00:10:38.000]  上帝給他的力量
[00:10:38.000 --> 00:10:40.000]  最後第134篇
[00:10:40.000 --> 00:10:44.000]  最後一首第15首
[00:10:44.000 --> 00:10:46.000]  第15首
[00:10:46.000 --> 00:10:48.000]  上行之詩
[00:10:48.000 --> 00:10:50.000]  也是title
[00:10:50.000 --> 00:10:52.000]  來
[00:10:52.000 --> 00:10:54.000]  稱頌耶和華
[00:10:54.000 --> 00:10:56.000]  夜間樹立在
[00:10:56.000 --> 00:10:58.000]  耶和華殿中
[00:10:58.000 --> 00:11:00.000]  耶和華的僕人
[00:11:00.000 --> 00:11:02.000]  那些的師班啊 祭司等等
[00:11:02.000 --> 00:11:04.000]  當向聖所
[00:11:04.000 --> 00:11:06.000]  舉手
[00:11:06.000 --> 00:11:08.000]  稱頌耶和華
[00:11:08.000 --> 00:11:10.000]  願做天地的耶和華從石安
[00:11:10.000 --> 00:11:12.000]  賜福給你
[00:11:12.000 --> 00:11:14.000]  有什麼feel呢
[00:11:14.000 --> 00:11:16.000]  完成了行程
[00:11:16.000 --> 00:11:18.000]  去了耶路撒冷
[00:11:18.000 --> 00:11:20.000]  然後到最後第15首
[00:11:20.000 --> 00:11:22.000]  第134首
[00:11:22.000 --> 00:11:24.000]  就是那些祭司跟他說
[00:11:24.000 --> 00:11:26.000]  願做天地的耶和華
[00:11:26.000 --> 00:11:28.000]  從石安耶路撒冷賜福給你
[00:11:28.000 --> 00:11:30.000]  他要離開了
[00:11:30.000 --> 00:11:32.000]  要上機 要走
[00:11:32.000 --> 00:11:34.000]  完成了整個旅程
[00:11:34.000 --> 00:11:36.000]  15首詩歌
[00:11:36.000 --> 00:11:38.000]  你就發現是一個所謂pilgrimage
[00:11:38.000 --> 00:11:40.000]  一個所謂朝聖
[00:11:40.000 --> 00:11:42.000]  一個屬靈的旅程
[00:11:42.000 --> 00:11:44.000]  一個實體的旅程
[00:11:44.000 --> 00:11:46.000]  一個完完整整的旅程
[00:11:46.000 --> 00:11:48.000]  上行之詩
[00:11:48.000 --> 00:11:50.000]  告訴神的子民
[00:11:50.000 --> 00:11:52.000]  無論身居哪個地方
[00:11:52.000 --> 00:11:54.000]  其實我們都是on the journey
[00:11:54.000 --> 00:11:56.000]  我們的life應該是on the journey
[00:11:56.000 --> 00:11:58.000]  上行意思就是不會settle down
[00:11:58.000 --> 00:12:00.000]  去旅行
[00:12:00.000 --> 00:12:02.000]  你有沒有去過旅行
[00:12:02.000 --> 00:12:04.000]  有啊 一定有
[00:12:04.000 --> 00:12:06.000]  covid之後你很想去
[00:12:06.000 --> 00:12:08.000]  你會找一個目的地
[00:12:08.000 --> 00:12:10.000]  可能中間有些終站
[00:12:10.000 --> 00:12:12.000]  但那個終站不會是你安居的地方
[00:12:12.000 --> 00:12:14.000]  如果你安居
[00:12:14.000 --> 00:12:16.000]  I think you defeat the purpose
[00:12:16.000 --> 00:12:18.000]  有沒有人去旅行
[00:12:18.000 --> 00:12:20.000]  你目的地在哪 我不知道
[00:12:20.000 --> 00:12:22.000]  我去到哪 那個就是目的地
[00:12:22.000 --> 00:12:24.000]  那就很廢了
[00:12:24.000 --> 00:12:26.000]  你總要有個destination
[00:12:26.000 --> 00:12:28.000]  你不可以用一個return to determine
[00:12:28.000 --> 00:12:30.000]  你做的事
[00:12:30.000 --> 00:12:32.000]  你最後當然有個final destination
[00:12:32.000 --> 00:12:34.000]  但你要去哪一處
[00:12:34.000 --> 00:12:36.000]  那些終站你是不會settle down
[00:12:36.000 --> 00:12:38.000]  今天我講這個主題是挺好的
[00:12:38.000 --> 00:12:40.000]  因為你看到我一身的打扮
[00:12:40.000 --> 00:12:42.000]  就知道我已經準備好了
[00:12:42.000 --> 00:12:44.000]  我平時都不會那麼casual
[00:12:44.000 --> 00:12:46.000]  當然平時都很casual
[00:12:46.000 --> 00:12:48.000]  我都不會打領帶等等
[00:12:48.000 --> 00:12:50.000]  但今天更加casual
[00:12:50.000 --> 00:12:52.000]  因為完了之後我們就上機
[00:12:52.000 --> 00:12:54.000]  你知道收拾東西
[00:12:54.000 --> 00:12:56.000]  旅行收拾東西
[00:12:56.000 --> 00:12:58.000]  我相信其他隊員都
[00:12:58.000 --> 00:13:00.000]  很多東西收拾
[00:13:00.000 --> 00:13:02.000]  我昨晚都收拾到
[00:13:02.000 --> 00:13:04.000]  差不多一半
[00:13:04.000 --> 00:13:06.000]  我昨晚都收拾到
[00:13:06.000 --> 00:13:08.000]  一點多兩點
[00:13:08.000 --> 00:13:10.000]  原來那麼多東西收拾
[00:13:10.000 --> 00:13:12.000]  想著想著
[00:13:12.000 --> 00:13:14.000]  我又那麼差 收拾那麼久
[00:13:14.000 --> 00:13:16.000]  又怕忘記帶這個
[00:13:16.000 --> 00:13:18.000]  又怕忘記帶那個
[00:13:18.000 --> 00:13:20.000]  今早起床我再check check
[00:13:20.000 --> 00:13:22.000]  其實最主要都是兩樣東西
[00:13:22.000 --> 00:13:24.000]  就是什麼
[00:13:24.000 --> 00:13:26.000]  passport
[00:13:26.000 --> 00:13:28.000]  還有呢
[00:13:28.000 --> 00:13:30.000]  credit card
[00:13:30.000 --> 00:13:32.000]  最重要有身份
[00:13:32.000 --> 00:13:34.000]  最重要有政治身份
[00:13:34.000 --> 00:13:36.000]  最重要還有錢
[00:13:36.000 --> 00:13:38.000]  其實就是這兩樣東西
[00:13:38.000 --> 00:13:40.000]  所以收拾的時候
[00:13:40.000 --> 00:13:42.000]  我覺得有些東西都不用帶
[00:13:42.000 --> 00:13:44.000]  不用帶那麼多
[00:13:44.000 --> 00:13:46.000]  你上行的時候
[00:13:46.000 --> 00:13:48.000]  你就是希望
[00:13:48.000 --> 00:13:50.000]  能夠輕便
[00:13:50.000 --> 00:13:52.000]  因為你永遠不會小孩
[00:13:52.000 --> 00:13:54.000]  我不知道有沒有想過這樣的picture
[00:13:54.000 --> 00:13:58.000]  其實就是一個基督徒的人生
[00:13:58.000 --> 00:14:00.000]  in fact其實我們本身的人生
[00:14:00.000 --> 00:14:02.000]  本身人生就應該是這樣
[00:14:02.000 --> 00:14:04.000]  基督徒更甚
[00:14:04.000 --> 00:14:06.000]  你想想
[00:14:06.000 --> 00:14:08.000]  在舊藥新藥
[00:14:08.000 --> 00:14:10.000]  剛才說食物
[00:14:10.000 --> 00:14:12.000]  整個食物鏈都說出來了
[00:14:12.000 --> 00:14:14.000]  從頭到尾
[00:14:14.000 --> 00:14:16.000]  舊藥新藥
[00:14:16.000 --> 00:14:18.000]  你不要說食物
[00:14:18.000 --> 00:14:20.000]  說旅程
[00:14:20.000 --> 00:14:22.000]  故事經文有多少
[00:14:22.000 --> 00:14:24.000]  幾乎處處都是
[00:14:24.000 --> 00:14:26.000]  第一本書
[00:14:26.000 --> 00:14:28.000]  創世紀
[00:14:28.000 --> 00:14:30.000]  阿不拉罕
[00:14:30.000 --> 00:14:32.000]  離開吳爾
[00:14:32.000 --> 00:14:34.000]  離開他的家鄉
[00:14:34.000 --> 00:14:36.000]  因為上帝呼召他你要走
[00:14:36.000 --> 00:14:38.000]  你住得很舒服不過你要走
[00:14:38.000 --> 00:14:40.000]  因為有個mission給你
[00:14:40.000 --> 00:14:42.000]  他就去了加拿大
[00:14:42.000 --> 00:14:44.000]  是一個上行
[00:14:44.000 --> 00:14:46.000]  一個journey
[00:14:46.000 --> 00:14:48.000]  不是去settle down
[00:14:48.000 --> 00:14:50.000]  不是去到落根
[00:14:50.000 --> 00:14:52.000]  永遠沒有落根
[00:14:52.000 --> 00:14:54.000]  你看那些族長的故事
[00:14:54.000 --> 00:14:56.000]  阿不拉罕爾薩雅
[00:14:56.000 --> 00:14:58.000]  but not at home
[00:14:58.000 --> 00:15:00.000]  回家了
[00:15:00.000 --> 00:15:02.000]  但好像還是沒有回家
[00:15:02.000 --> 00:15:04.000]  你有沒有這種感覺
[00:15:04.000 --> 00:15:06.000]  回到自己的地方
[00:15:06.000 --> 00:15:08.000]  家裡
[00:15:08.000 --> 00:15:10.000]  城市
[00:15:10.000 --> 00:15:12.000]  但這個城市總是
[00:15:12.000 --> 00:15:14.000]  不會令你滿足
[00:15:14.000 --> 00:15:16.000]  總是有一樣東西
[00:15:16.000 --> 00:15:18.000]  是差一點
[00:15:18.000 --> 00:15:20.000]  the destination 仍然是
[00:15:20.000 --> 00:15:22.000]  yet to come
[00:15:22.000 --> 00:15:24.000]  目的地仍然未到
[00:15:24.000 --> 00:15:26.000]  阿不拉罕爾薩雅
[00:15:26.000 --> 00:15:28.000]  族長的故事
[00:15:28.000 --> 00:15:30.000]  出埃及機
[00:15:30.000 --> 00:15:32.000]  更加是
[00:15:32.000 --> 00:15:34.000]  以色列人住了多少年都好
