
[00:00:00.000 --> 00:00:01.160]   Good morning, guys.
[00:04:23.960 --> 00:04:25.680]   and then you use a wood stick,
[00:04:25.680 --> 00:04:27.880]   and then you beat the branches.
[00:04:27.880 --> 00:04:32.360]   When you beat the branches, the mature olives will fall,
[00:04:32.360 --> 00:04:35.120]   and then you will gather it underneath
[00:04:35.120 --> 00:04:37.680]   with a blanket or with baskets.
[00:04:37.680 --> 00:04:39.160]   So that's what it's talking about.
[00:04:39.160 --> 00:04:40.200]   When you beat the olive tree,
[00:04:40.200 --> 00:04:41.960]   when you harvest the olive tree,
[00:04:41.960 --> 00:04:46.580]   don't harvest to the end every single piece of olives.
[00:04:46.580 --> 00:04:47.520]   Leave it there.
[00:04:47.520 --> 00:04:48.600]   Why?
[00:04:48.600 --> 00:04:50.680]   Because after you harvest,
[00:04:50.680 --> 00:04:52.920]   then the poor and the needy,
[00:04:52.920 --> 00:04:54.680]   they will come to your field,
[00:04:54.680 --> 00:04:57.420]   and they can have their summit field.
[00:04:57.420 --> 00:04:59.220]   You see what it's saying?
[00:04:59.220 --> 00:05:01.440]   Okay, vineyard as well.
[00:05:01.440 --> 00:05:03.640]   You know, have you seen vineyard?
[00:05:03.640 --> 00:05:05.200]   Grapes, have you seen grapes?
[00:05:05.200 --> 00:05:06.040]   Whole food, right?
[00:05:06.040 --> 00:05:09.760]   Yeah, but vineyard, we're talking about vineyard, right?
[00:05:09.760 --> 00:05:11.560]   The branches, right?
[00:05:11.560 --> 00:05:15.880]   When the grapes mature, you're gonna clean them, right?
[00:05:15.880 --> 00:05:17.880]   You can take them down, cut them down.
[00:05:17.880 --> 00:05:22.200]   But what it says here is that you have to have leftover
[00:05:22.200 --> 00:05:25.920]   remaining in the vineyard, on the vines.
[00:05:25.920 --> 00:05:27.200]   Please, why?
[00:05:27.200 --> 00:05:29.000]   Because the needy will come by,
[00:05:29.000 --> 00:05:30.680]   and they can enjoy the fruit.
[00:05:30.680 --> 00:05:35.000]   That is what land management or farm management
[00:05:35.000 --> 00:05:38.160]   looks like in the Old Testament.
[00:05:38.160 --> 00:05:39.640]   And usually those laws,
[00:05:39.640 --> 00:05:41.920]   this kind of law, similar principles,
[00:05:41.920 --> 00:05:44.520]   are all over the place in the Old Testament.
[00:05:44.520 --> 00:05:47.960]   And usually they are followed by one clause,
[00:05:47.960 --> 00:05:50.640]   what we call the motive clause.
[00:05:50.640 --> 00:05:52.200]   Motive clause, verse 22.
[00:05:52.200 --> 00:05:54.700]   It gives you the motive.
[00:05:54.700 --> 00:05:56.800]   So the Torah is not just like,
[00:05:56.800 --> 00:05:58.680]   you know, I give you this principle, this commandment,
[00:05:58.680 --> 00:06:00.280]   and you have to observe it,
[00:06:00.280 --> 00:06:02.340]   so you can earn my favor, right?
[00:06:02.340 --> 00:06:03.660]   No.
[00:06:03.660 --> 00:06:06.100]   It gives you the motive clause.
[00:06:06.100 --> 00:06:10.260]   Remember that you were once slaves in the land of Egypt.
[00:06:10.260 --> 00:06:15.540]   Remember you were saved by grace.
[00:06:15.540 --> 00:06:18.860]   Remember I saved you by grace from Pharaoh, from Egypt.
[00:06:18.860 --> 00:06:20.960]   Now you settled down in the land.
[00:06:20.960 --> 00:06:25.040]   You should not imitate the oppressors, right?
[00:06:25.040 --> 00:06:28.740]   You should leave behind some resources
[00:06:28.740 --> 00:06:31.060]   so you can bless other people, right?
[00:06:31.060 --> 00:06:32.900]   You can be generous.
[00:06:32.900 --> 00:06:34.440]   So the promise of,
[00:06:34.440 --> 00:06:38.180]   they get to enter the land
[00:06:38.180 --> 00:06:41.300]   in order the land will be filled with,
[00:06:41.300 --> 00:06:44.740]   you know, resources, can bless other people.
[00:06:44.740 --> 00:06:48.700]   Again and again, the Bible tells us in the Old Testament,
[00:06:48.700 --> 00:06:54.860]   the land promise was already fulfilled.
[00:06:54.860 --> 00:06:57.180]   Not one word has failed.
[00:06:57.180 --> 00:06:59.740]   Everyone was fulfilled.
[00:06:59.740 --> 00:07:03.980]   Not one thing has fallen.
[00:07:03.980 --> 00:07:08.400]   Everything God promised to the Israelites were fulfilled.
[00:07:08.400 --> 00:07:11.500]   That's why they can settle down in the land,
[00:07:11.500 --> 00:07:13.700]   and then they build a kingdom, right?
[00:07:13.700 --> 00:07:17.980]   But of course, that's not how the story goes, right?
[00:07:17.980 --> 00:07:19.620]   In the Old Testament, when the people of God,
[00:07:19.620 --> 00:07:22.140]   they build their own kingdom, then they were divided,
[00:07:22.140 --> 00:07:24.340]   and they continue to oppress other people.
[00:07:24.340 --> 00:07:28.460]   And until 586 BC,
[00:07:28.460 --> 00:07:32.020]   God sent the Babylonians to destroy Jerusalem
[00:07:32.020 --> 00:07:35.220]   and the country of Judah,
[00:07:35.220 --> 00:07:39.500]   because they violate, they violate the Torah.
[00:07:39.500 --> 00:07:41.420]   So they were in exile.
[00:07:41.420 --> 00:07:45.020]   But then in exile, they came back, right?
[00:07:45.020 --> 00:07:47.580]   Under Ezra and Nehemiah,
[00:07:47.580 --> 00:07:50.380]   you can also call that second Exodus.
[00:07:50.380 --> 00:07:55.380]   And other Exodus, they came back from the exile land,
[00:07:55.740 --> 00:08:00.340]   back to Jerusalem, back to their homeland.
[00:08:00.340 --> 00:08:04.060]   But more importantly, when they came back to the land,
[00:08:04.060 --> 00:08:08.360]   they did not treat it as we conquest.
[00:08:08.360 --> 00:08:11.860]   They're not conquering the land again.
[00:08:11.860 --> 00:08:13.020]   When they came back to the land,
[00:08:13.020 --> 00:08:16.340]   they understand it is a regifting.
[00:08:16.340 --> 00:08:20.740]   God is regifting them a new, generous,
[00:08:21.580 --> 00:08:26.020]   a gracious opportunity to serve God.
[00:08:26.020 --> 00:08:30.420]   So you remember those guys, Ezra and Nehemiah, right?
[00:08:30.420 --> 00:08:32.660]   Came back, Ezra as a scribe,
[00:08:32.660 --> 00:08:34.700]   and teaching the people the Torah,
[00:08:34.700 --> 00:08:39.700]   and lead them into a spiritual revival, right?
[00:08:39.700 --> 00:08:44.740]   And then there was big, long prayer in Ezra chapter nine.
[00:08:44.740 --> 00:08:49.400]   And then Nehemiah had prayed the same prayer,
[00:08:49.400 --> 00:08:53.900]   or similar prayer in chapter nine of the book of Nehemiah.
[00:08:53.900 --> 00:08:56.940]   They all talk about the same thing, and with the same tone.
[00:08:56.940 --> 00:08:59.180]   And let's listen to their tone.
[00:08:59.180 --> 00:09:01.780]   In the midst of spiritual revival, back in the land,
[00:09:01.780 --> 00:09:04.580]   being regifted.
[00:09:04.580 --> 00:09:07.900]   Oh my God, I'm ashamed, utterly ashamed,
[00:09:07.900 --> 00:09:11.460]   for our sins are power higher than our heads.
[00:09:11.460 --> 00:09:15.980]   But now we have been given a brief moment of grace,
[00:09:15.980 --> 00:09:18.340]   for the Lord our God has allowed a few of us
[00:09:18.340 --> 00:09:20.220]   to survive as remnant.
[00:09:20.220 --> 00:09:21.740]   We are the remaining people,
[00:09:21.740 --> 00:09:25.260]   because we have abandoned your commands.
[00:09:25.260 --> 00:09:30.260]   There's no demand of God, giving them the land again.
[00:09:30.260 --> 00:09:33.140]   There's no demand of God that says,
[00:09:33.140 --> 00:09:36.620]   no, this land belong to us, because we were here first.
[00:09:36.620 --> 00:09:39.200]   There's no sense of entitlement,
[00:09:39.200 --> 00:09:42.560]   but only a sense of repentance, right?
[00:09:42.560 --> 00:09:46.080]   Knowing that God is now gracious enough to regift them,
[00:09:46.080 --> 00:09:48.360]   so that they can serve God in the land.
[00:09:48.360 --> 00:09:53.020]   And then the Old Testament story continues into,
[00:09:53.020 --> 00:09:57.100]   between the Old and New Testament,
[00:09:57.100 --> 00:09:59.140]   there were three to 400 years,
[00:09:59.140 --> 00:10:01.660]   and the people of God were still yearning
[00:10:01.660 --> 00:10:03.100]   for the real return.
[00:10:03.100 --> 00:10:06.140]   Because yeah, physically they are returned, right?
[00:10:06.140 --> 00:10:08.100]   They have returned to the land physically,
[00:10:08.100 --> 00:10:10.100]   but spiritually, politically,
[00:10:10.100 --> 00:10:13.620]   they were still under different empires, right?
[00:10:13.620 --> 00:10:18.620]   Persian empires, Greek empires, and then Roman empire.
[00:10:18.620 --> 00:10:21.760]   They did not have their freedom.
[00:10:21.760 --> 00:10:24.680]   And the people were looking forward,
[00:10:24.680 --> 00:10:29.200]   someday God will fulfill his promise again,
[00:10:29.200 --> 00:10:32.880]   fulfill his promise in the Messiah.
[00:10:32.880 --> 00:10:34.640]   So the second theme we have to think about
[00:10:34.640 --> 00:10:36.600]   is that the entire Old Testament
[00:10:36.600 --> 00:10:40.880]   is actually pointing forward to a goal.
[00:10:40.880 --> 00:10:43.380]   And that goal is our Lord Jesus Christ.
[00:10:43.380 --> 00:10:47.760]   In Jesus, we find that all the promises of the land
[00:10:47.760 --> 00:10:50.720]   and other promises are fulfilled.
[00:10:50.720 --> 00:10:53.440]   Yes, the people lost the land because of a sin.
[00:10:53.440 --> 00:10:56.440]   After exile, they were still up in the air.
[00:10:56.440 --> 00:11:01.960]   But not because God failed, God is faithful.
[00:11:01.960 --> 00:11:04.960]   The people failed, the other party of the covenant,
[00:11:04.960 --> 00:11:08.440]   they failed, they did not keep the covenant.
[00:11:08.440 --> 00:11:10.000]   Now this has to do with Jesus.
[00:11:10.880 --> 00:11:13.740]   Now think about how the New Testament,
[00:11:13.740 --> 00:11:17.260]   the first book of New Testament introduced Jesus.
[00:11:17.260 --> 00:11:19.460]   What is the first book of the New Testament?
[00:11:19.460 --> 00:11:24.700]   Gospel of Matthew, right, Matthew.
[00:11:24.700 --> 00:11:28.020]   The genealogies, right, from Abraham
[00:11:28.020 --> 00:11:31.820]   all the way down to Christ, and then the birth of Christ,
[00:11:31.820 --> 00:11:35.860]   and then living under an other pharaoh,
[00:11:35.860 --> 00:11:39.140]   Held the Great, and he was persecuted.
[00:11:39.140 --> 00:11:42.200]   And then the Holy Family, Joseph, Mary, and Joseph,
[00:11:42.200 --> 00:11:45.480]   they were kind of exiled from the land
[00:11:45.480 --> 00:11:49.360]   and they went down to Egypt, which is on the left-hand side.
[00:11:49.360 --> 00:11:53.240]   And then after the pharaoh, the new pharaoh,
[00:11:53.240 --> 00:11:57.560]   Held the Great died, they returned back to the land, right?
[00:11:57.560 --> 00:12:00.460]   So there's exile and return in the life of Jesus.
[00:12:00.460 --> 00:12:03.020]   So as you can see in the Bible,
[00:12:03.020 --> 00:12:05.720]   already in the first book of the New Testament,
[00:12:05.720 --> 00:12:10.100]   the Gospel of Matthew, they look at the life story of Jesus,
[00:12:10.100 --> 00:12:12.380]   his life, his mission, his ministry,
[00:12:12.380 --> 00:12:16.760]   his death and resurrection, in light of the story of Israel.
[00:12:16.760 --> 00:12:19.460]   Because in Jesus, no matter what happened to him,
[00:12:19.460 --> 00:12:21.680]   no matter what he did and what he said,
[00:12:21.680 --> 00:12:24.300]   they find that Jesus is the true Israelites
[00:12:24.300 --> 00:12:27.940]   who keeps the covenant perfectly.
[00:12:27.940 --> 00:12:30.780]   He fulfilled all the promise and secure all the promises
[00:12:30.780 --> 00:12:33.140]   for those who are in Christ.
[00:12:33.140 --> 00:12:35.980]   You are in Christ, I am in Christ.
[00:12:35.980 --> 00:12:40.980]   So in that sense, we share that promise,
[00:12:40.980 --> 00:12:46.500]   which is included, which the land is included.
[00:12:46.500 --> 00:12:49.140]   So in some sense, as we trace the entire Old Testament
[00:12:49.140 --> 00:12:52.860]   to New Testament, we know that, so listen up,
[00:12:52.860 --> 00:12:56.380]   Old Testament, the Old Testament is incomplete
[00:12:56.380 --> 00:13:00.880]   without the New Testament, right?
[00:13:00.880 --> 00:13:02.720]   If you read the entire Old Testament,
[00:13:02.720 --> 00:13:07.080]   which probably you haven't, right?
[00:13:07.080 --> 00:13:10.440]   But if you read them, all the books, 39 books,
[00:13:10.440 --> 00:13:13.620]   you come to the end, it's an open-end book.
[00:13:13.620 --> 00:13:15.320]   What is going on, right?
[00:13:15.320 --> 00:13:18.100]   We're still yearning for another episode, right?
[00:13:18.100 --> 00:13:22.560]   In some sense, you can imagine the Old Testament
[00:13:22.560 --> 00:13:26.560]   and New Testament as a unit, as an entire grand story
[00:13:26.560 --> 00:13:28.760]   that has a lot of episode.
[00:13:28.760 --> 00:13:33.640]   The Old Testament is episode one to episode 98.
[00:13:33.640 --> 00:13:39.440]   After 98, you're still yearning for something, right?
[00:13:39.440 --> 00:13:43.320]   The hope, the promise is unfulfilled.
[00:13:43.320 --> 00:13:48.320]   And then episode 99 is New Testament, right?
[00:13:48.320 --> 00:13:53.560]   Jesus came and he fulfilled all the promises.
[00:13:53.560 --> 00:13:55.520]   He secured the fulfillment.
[00:13:57.400 --> 00:14:01.200]   Where's episode number 100?
[00:14:01.200 --> 00:14:05.400]   It's the new heaven, new earth, right?
[00:14:05.400 --> 00:14:07.640]   That we're all going in Christ.
[00:14:07.640 --> 00:14:11.140]   In that sense, Old Testament and New Testament are a unit.
[00:14:11.140 --> 00:14:14.280]   So when you trace the land promise, the theme of land,
[00:14:14.280 --> 00:14:18.320]   you come to Jesus and Jesus fulfilled principally,
[00:14:18.320 --> 00:14:22.840]   fundamentally, he fulfilled that promise of inheritance,
[00:14:22.840 --> 00:14:24.640]   the promise of land.
[00:14:24.640 --> 00:14:28.740]   So in the New Testament, we are not looking forward
[00:14:28.740 --> 00:14:33.740]   to any point or any piece of property on earth.
[00:14:33.740 --> 00:14:37.380]   You cannot find it with a GPS.
[00:14:37.380 --> 00:14:40.640]   You find it in Jesus Christ, the living person
[00:14:40.640 --> 00:14:43.340]   who loved you and died for you and rose from the dead.
[00:14:43.340 --> 00:14:49.340]   Let me take a look at, fast forward to the book of Hebrews.
[00:14:49.340 --> 00:14:53.120]   Hebrews chapter 11.
[00:14:53.120 --> 00:14:57.360]   Remember this chapter is a list of faithful heroes, right?
[00:14:57.360 --> 00:14:58.960]   In the Old Testament.
[00:14:58.960 --> 00:15:02.720]   So-and-so is so faithful and they obtained the promise.
[00:15:02.720 --> 00:15:07.720]   And now come to 1110, Abraham, talking about Abraham.
[00:15:07.720 --> 00:15:12.720]   Abraham is the first story, the forefather of Israel.
[00:15:12.720 --> 00:15:15.520]   He was confidently looking forward to a city
[00:15:15.520 --> 00:15:20.520]   with eternal foundations, a city designed and built by God.
[00:15:22.560 --> 00:15:24.720]   So what was Abraham looking for?
[00:15:24.720 --> 00:15:27.680]   He was probably in episode three, right?
[00:15:27.680 --> 00:15:29.360]   Abraham in the Old Testament.
[00:15:29.360 --> 00:15:34.280]   He was looking forward or hoping for not a point
[00:15:34.280 --> 00:15:38.360]   on the map, not a physical point on the map,
[00:15:38.360 --> 00:15:42.000]   but looking forward to the heavenly city.
[00:15:42.000 --> 00:15:44.920]   And the New Testament is clear.
[00:15:44.920 --> 00:15:51.000]   It's clear the new city is in episode 100.
[00:15:52.040 --> 00:15:54.440]   Someday in Christ, we will see that new city
[00:15:54.440 --> 00:15:57.360]   coming down from heaven, the new Jerusalem to earth.
[00:15:57.360 --> 00:15:59.520]   And that is our hope.
[00:15:59.520 --> 00:16:01.960]   The Bible is clear, the fulfillment of land promise.
[00:16:01.960 --> 00:16:06.160]   Indeed, every promise of God is found none other
[00:16:06.160 --> 00:16:10.120]   than Jesus himself, Jesus Christ himself.
[00:16:10.120 --> 00:16:11.880]   Ephesians chapter one.
[00:16:11.880 --> 00:16:17.440]   It talks about how blessed we are in Christ.
[00:16:17.440 --> 00:16:20.160]   How many promises and how many blessings
[00:16:20.160 --> 00:16:22.360]   we receive in Christ.
[00:16:22.360 --> 00:16:24.000]   Chapter one, seven.
[00:16:24.000 --> 00:16:29.000]   In Christ or in God, we have redemption through his blood.
[00:16:29.000 --> 00:16:32.640]   The forgiveness of our trespasses,
[00:16:32.640 --> 00:16:34.760]   according to the riches of his grace,
[00:16:34.760 --> 00:16:38.360]   which he lavished upon us.
[00:16:38.360 --> 00:16:43.360]   God is so resourceful and he is so willing
[00:16:43.360 --> 00:16:46.600]   to lavish on us blessing.
[00:16:47.680 --> 00:16:50.120]   I remember when my kids were younger,
[00:16:50.120 --> 00:16:56.160]   of course, young kids, they like candy, right?
[00:16:56.160 --> 00:16:57.640]   They like candy.
[00:16:57.640 --> 00:17:00.920]   I used to buy them some candy, right?
[00:17:00.920 --> 00:17:02.400]   And then they were so happy.
[00:17:02.400 --> 00:17:05.800]   When I buy them a little box of candy
[00:17:05.800 --> 00:17:08.680]   and they were overjoyed, right?
[00:17:08.680 --> 00:17:11.880]   Little did they know that my credit card
[00:17:11.880 --> 00:17:16.240]   can buy millions of candies.
[00:17:17.100 --> 00:17:21.000]   And I can shower upon their heads, right?
[00:17:21.000 --> 00:17:26.040]   That is what is happening here in Ephesians one.
[00:17:26.040 --> 00:17:29.280]   God is God of blessing.
[00:17:29.280 --> 00:17:34.280]   And in Jesus, we have so much riches of his grace,
[00:17:34.280 --> 00:17:38.680]   which he lavished upon us in all wisdom and insight.
[00:17:38.680 --> 00:17:41.840]   Verse nine, making known to us the mystery of his will
[00:17:41.840 --> 00:17:45.040]   according to his purpose, which he set forth in Christ
[00:17:45.040 --> 00:17:47.140]   as a plan for the fullness of time
[00:17:47.140 --> 00:17:49.500]   to unite all things in Jesus,
[00:17:49.500 --> 00:17:52.340]   things in heaven and things on earth.
[00:17:52.340 --> 00:17:55.860]   Everything in the universe, everything in the cosmos
[00:17:55.860 --> 00:18:00.860]   is united together, found the fulfillment in Jesus Christ.
[00:18:00.860 --> 00:18:06.580]   Verse 11, in him we have obtained an inheritance, the land.
[00:18:06.580 --> 00:18:09.340]   And what is the land?
[00:18:09.340 --> 00:18:13.440]   Episode 100, new heaven and new earth.
[00:18:14.420 --> 00:18:19.380]   We have obtained the inheritance, the property in heaven,
[00:18:19.380 --> 00:18:20.980]   in new heaven, new earth,
[00:18:20.980 --> 00:18:25.980]   having been predestined according to the purposes of him
[00:18:25.980 --> 00:18:30.360]   who works all things according to the counsel of his will
[00:18:30.360 --> 00:18:34.220]   so that we who are the first to hope in Christ
[00:18:34.220 --> 00:18:38.220]   might be to the praise of his glory.
[00:18:38.220 --> 00:18:43.220]   This is episode 99, and telling us someday we will inherit.
[00:18:43.980 --> 00:18:48.580]   The inheritance, the land in episode 100.
[00:18:48.580 --> 00:18:53.360]   I know most of us live in Chicago, right?
[00:18:53.360 --> 00:18:57.060]   We live in Illinois, right?
[00:18:57.060 --> 00:19:00.060]   You know the most expensive house in Illinois?
[00:19:00.060 --> 00:19:01.380]   Where is it?
[00:19:01.380 --> 00:19:05.860]   The most expensive house in Illinois, in the state of Illinois.
[00:19:05.860 --> 00:19:06.700]   Where is it?
[00:19:06.700 --> 00:19:09.460]   Let me give you a clue, in Chicago.
[00:19:09.460 --> 00:19:10.600]   It is in Chicago.
[00:19:10.600 --> 00:19:12.860]   The most expensive house in the state of Illinois
[00:19:12.860 --> 00:19:14.820]   is in Chicago, in the city of Chicago, right?
[00:19:14.820 --> 00:19:16.340]   Have you seen it?
[00:19:16.340 --> 00:19:17.340]   Which neighborhood?
[00:19:17.340 --> 00:19:19.720]   Lincoln Park.
[00:19:19.720 --> 00:19:20.980]   Anyone from Lincoln Park?
[00:19:20.980 --> 00:19:25.540]   The most expensive house in Illinois
[00:19:25.540 --> 00:19:28.200]   is located in Chicago, Lincoln Park.
[00:19:28.200 --> 00:19:33.860]   The price for the house is 50 million.
[00:19:33.860 --> 00:19:38.460]   50 million, imagine that, one house, right?
[00:19:38.460 --> 00:19:43.460]   25,000 square feet, 11 bathrooms.
[00:19:43.460 --> 00:19:47.280]   Praise God, 11 bathrooms, right?
[00:19:47.280 --> 00:19:52.840]   Eight city lots, eight city lots, right?
[00:19:52.840 --> 00:19:53.680]   How many houses do you have?
[00:19:53.680 --> 00:19:54.980]   One house is one lot, right?
[00:19:54.980 --> 00:19:58.940]   Oh, no, no, no, one lot has so many houses, right?
[00:19:58.940 --> 00:20:05.020]   Eight city lots, big house, huge house.
[00:20:05.540 --> 00:20:10.540]   Imagine this most expensive house is God's inheritance.
[00:20:10.540 --> 00:20:13.620]   I'm using a very finite analogy, right?
[00:20:13.620 --> 00:20:17.600]   Imagine this is the inheritance that we have in Christ.
[00:20:17.600 --> 00:20:22.020]   Now, you don't get to live in that house yet, right?
[00:20:22.020 --> 00:20:27.020]   We're still in episode 99, but the key is given to you, right?
[00:20:27.020 --> 00:20:29.700]   If the key of the house is given to you,
[00:20:29.700 --> 00:20:33.700]   how you treat, where you gonna put your key?
[00:20:33.700 --> 00:20:35.100]   Where you put the house key?
[00:20:35.860 --> 00:20:40.660]   A 50 million dollar house, the key is already given to you.
[00:20:40.660 --> 00:20:43.160]   Someday you're gonna get into this mansion
[00:20:43.160 --> 00:20:45.460]   and you can enjoy the inheritance.
[00:20:45.460 --> 00:20:46.940]   Where you gonna keep the key?
[00:20:46.940 --> 00:20:50.680]   I don't know.
[00:20:50.680 --> 00:20:55.260]   I don't know, somewhere in the safe, right?
[00:20:55.260 --> 00:20:57.580]   Would you give it to your dog?
[00:20:57.580 --> 00:20:58.780]   Probably not, right?
[00:20:58.780 --> 00:21:00.580]   Hopefully not.
[00:21:00.580 --> 00:21:02.720]   That is the new heaven, new of the inheritance
[00:21:02.720 --> 00:21:04.500]   that Apostle Paul is telling us.
[00:21:04.500 --> 00:21:08.060]   In Christ, we have that gift.
[00:21:08.060 --> 00:21:10.900]   We have that inheritance, secure and fulfilled
[00:21:10.900 --> 00:21:12.220]   in Jesus Christ.
[00:21:12.220 --> 00:21:17.860]   That's why we are being gifted so much.
