
[00:00:00.000 --> 00:00:11.000]  我們繼續看中間之地的交通,世界書樓的地方,會點的地方
[00:03:50.000 --> 00:03:54.000]  整塊的迦林地就是中間之地
[00:03:54.000 --> 00:03:58.000]  但在中間之地裏面也有很多十字路口,大大小小的
[00:03:58.000 --> 00:04:01.000]  其中一個就是加里尼這個地方
[00:04:01.000 --> 00:04:04.000]  雖然這裏山峰比較險峻
[00:04:04.000 --> 00:04:08.000]  但這條藍色的國際路線
[00:04:08.000 --> 00:04:15.000]  就會經過加里湖,左上角
[00:04:15.000 --> 00:04:20.000]  加勒比隆這個地方,然後繼續走國際路線
[00:04:20.000 --> 00:04:25.000]  再說說西布倫地和拿忽他利地在哪裏呢?
[00:04:25.000 --> 00:04:30.000]  我左邊這裏有一個十二支派的分地圖錄
[00:04:30.000 --> 00:04:35.000]  當然我們不計以東,不計摩亞,不計阿門
[00:04:35.000 --> 00:04:40.000]  我只是將它放在後面,這些打斜的字,不是十二支派
[00:04:40.000 --> 00:04:43.000]  但其他十二支派,我們就將它放在上面
[00:04:43.000 --> 00:04:48.000]  約書亞紀裏面摩西五經,約書亞紀和聶王紀
[00:04:48.000 --> 00:04:52.000]  等等,他們說到他們住在哪裏,支派分了甚麼地
[00:04:52.000 --> 00:04:56.000]  將它放在地圖上,這樣就很清楚了
[00:04:56.000 --> 00:05:02.000]  西布倫地和拿忽他利地,就是在上加里尼這個地方
[00:05:02.000 --> 00:05:05.000]  為甚麼這麼重要?
[00:05:05.000 --> 00:05:11.000]  因為西布倫地和拿忽他利地在舊約歷史裏面
[00:05:11.000 --> 00:05:20.000]  曾經發生一些事,對以色列人的故事有很大的影響
[00:05:20.000 --> 00:05:24.000]  發生甚麼事呢?大概在主前七百多年的時候
[00:05:24.000 --> 00:05:28.000]  主前七百多年,那時候已經分了南北國
[00:05:28.000 --> 00:05:37.000]  你記得所羅門聯合王國之後,上面就是耶羅波安
[00:05:37.000 --> 00:05:43.000]  下面就是羅波安南國,Jeroboam,耶羅波安在上面
[00:05:43.000 --> 00:05:48.000]  北國十個支派,下面就是猶大支派為主
[00:05:48.000 --> 00:05:55.000]  分了南北國,那時候大概主前八百九百年左右
[00:05:55.000 --> 00:05:59.000]  所羅門之後,分了南北國,上下南北國
[00:05:59.000 --> 00:06:03.000]  但到了公元前大概八世紀末的時候
[00:06:03.000 --> 00:06:06.000]  即是公元前七百多年的時候
[00:06:06.000 --> 00:06:11.000]  亞述帝國在那時候是他們最興旺的時候
[00:06:11.000 --> 00:06:13.000]  霸權最大的時候
[00:06:13.000 --> 00:06:19.000]  亞述在公元前七百多年的時候就開始進佔迦南地
[00:06:19.000 --> 00:06:23.000]  他們進佔的地方就在哪裏?就在北面
[00:06:23.000 --> 00:06:31.000]  因為亞述帝國行軍的話,他就要在北面下來迦南地
[00:06:31.000 --> 00:06:37.000]  他最終的目的當然就是要去埃及,要去佔領埃及
[00:06:37.000 --> 00:06:42.000]  但一定要佔領埃及的話,就必須要拿兵家必爭之地
[00:06:42.000 --> 00:06:45.000]  就是迦南地中間之地
[00:06:45.000 --> 00:06:51.000]  所以他下來的時候,首當其衝的第一班人
[00:06:51.000 --> 00:06:58.000]  第一個地方受到亞述國的侵佔的就是拿伐塔尼和西伯來
[00:06:58.000 --> 00:07:01.000]  所以所謂第一班地老的人
[00:07:01.000 --> 00:07:06.000]  在以色列的歷史裏面被外族攻陷了
[00:07:06.000 --> 00:07:13.000]  然後將一些人殺害,將一些人擄掠,然後帶走等等
[00:07:13.000 --> 00:07:17.000]  第一次就是在這個地方發生
[00:07:17.000 --> 00:07:19.000]  主前大概七百多年的時候
[00:07:19.000 --> 00:07:24.000]  所以以塞亞書就在講這個背景
[00:07:24.000 --> 00:07:30.000]  因為以塞亞講預言的時候,以塞亞先知到侍奉的時候
[00:07:30.000 --> 00:07:34.000]  都是這段時間,大概在公元前七百多年的時候
[00:07:34.000 --> 00:07:39.000]  他就知道這個背景,因為以塞亞書的背景就是亞述帝國
[00:07:39.000 --> 00:07:42.000]  如果你翻一下以塞亞書裏面的一些細節
[00:07:42.000 --> 00:07:45.000]  有很多時候都是講到亞述帝國的軍事入侵
[00:07:45.000 --> 00:07:50.000]  那些人就很害怕,才叫他們不要拜人偶像,要依靠耶和華
[00:07:50.000 --> 00:07:55.000]  耶和華就會將這些受敵擊退,救恩就在耶和華那裏
[00:07:55.000 --> 00:08:02.000]  所以在西伯倫地和拿伐塔尼地是第一班被藐視的以色列人
[00:08:02.000 --> 00:08:06.000]  很慘,被擄,被流放,被放逐
[00:08:06.000 --> 00:08:11.000]  但是將來神要眷顧以色列人的時候
[00:08:11.000 --> 00:08:14.000]  黑暗中的百姓就會見到大光
[00:08:14.000 --> 00:08:18.000]  死刃裏面的人就會見到有光照耀在他們身上
[00:08:18.000 --> 00:08:21.000]  西伯倫和拿伐塔尼地
[00:08:21.000 --> 00:08:29.000]  所以你記得這段經文就是在馬太福音第四章裏面出現
[00:08:29.000 --> 00:08:34.000]  就是耶穌來到,耶穌聽見施洗約翰下了監
[00:08:34.000 --> 00:08:40.000]  就退到加利利去,他就由大地上回到加利利
[00:08:40.000 --> 00:08:46.000]  就離開了拿撒勒,拿撒勒就在這個地方
[00:08:46.000 --> 00:08:52.000]  然後在西伯倫和拿伐塔尼的邊界上
[00:08:52.000 --> 00:08:55.000]  他搬了地方,搬了去哪裏?
[00:08:55.000 --> 00:08:58.000]  加利利湖附近
[00:08:58.000 --> 00:09:03.000]  這時應驗才知以塞亞所講的,就是剛才那段經文
[00:09:03.000 --> 00:09:07.000]  在在死刃的會有光照耀他們
[00:09:07.000 --> 00:09:11.000]  從那時開始,耶穌就傳起道來了
[00:09:11.000 --> 00:09:14.000]  就是在加伯隆這個地方
[00:09:14.000 --> 00:09:17.000]  天國近了,你們應當悔改
[00:09:17.000 --> 00:09:22.000]  真是天國臨到,直至神的兒子尼塞亞來到
[00:09:22.000 --> 00:09:27.000]  所以回應了這個應許,這個承諾
[00:09:27.000 --> 00:09:31.000]  西伯倫地,拿伐塔尼地,在加伯隆的地方
[00:09:31.000 --> 00:09:35.000]  就見到有大光照耀在黑暗裏面被流放的子民
[00:09:35.000 --> 00:09:38.000]  神的恩典眷顧,會臨到
[00:09:38.000 --> 00:09:43.000]  這裏就是加伯隆的上空
[00:09:43.000 --> 00:09:47.000]  你見到就在加利利湖的旁邊
[00:09:47.000 --> 00:09:51.000]  我們由北面望下去
[00:09:51.000 --> 00:09:56.000]  這個加利利湖,這裏有碼頭,有漁船可以停泊等等
[00:09:56.000 --> 00:10:00.000]  裏面有些考古的發掘
[00:10:00.000 --> 00:10:05.000]  當時第一世紀,一些村莊和房屋等等
[00:10:05.000 --> 00:10:09.000]  是這麼大,一個很小的市鎮
[00:10:09.000 --> 00:10:17.000]  但是這個地方是在沿海的路線,國際的路線之上
[00:10:17.000 --> 00:10:23.000]  由上面這裏,高瀾高地,一直下來
[00:10:23.000 --> 00:10:27.000]  剩下這個關口,這個坳口,是最方便的
[00:10:27.000 --> 00:10:31.000]  去到一個國際的行商,行軍的路線
[00:10:31.000 --> 00:10:37.000]  就是經過加伯隆,然後下來莫大拉
[00:10:37.000 --> 00:10:43.000]  然後經過當時的加利利省的首都,叫做提比利亞
[00:10:43.000 --> 00:10:46.000]  Tiberias
[00:10:46.000 --> 00:10:54.000]  一直向南,來到沿海路線,Vienna Marist
[00:10:54.000 --> 00:11:00.000]  經過米吉多,加密山,然後到下面的沿海平原
[00:11:00.000 --> 00:11:09.000]  所以你見到,這些全部都有地理的實際動態
[00:11:09.000 --> 00:11:12.000]  這個是加伯隆,Capernaum
[00:11:12.000 --> 00:11:14.000]  帶大家去看一看
[00:11:14.000 --> 00:11:18.000]  這裏門口寫著Capernaum,Town of Jesus
[00:11:18.000 --> 00:11:24.000]  耶穌的市鎮,也有寫著
[00:11:24.000 --> 00:11:30.000]  這個地方現在是屬於天主教的物業
[00:11:30.000 --> 00:11:36.000]  因為他們很多年前就買了這個地方,然後開始發掘的工作
[00:11:36.000 --> 00:11:40.000]  所以這裏有個修道院,天主教的修道院
[00:11:40.000 --> 00:11:46.000]  你進去入場,就可以看到發掘了的東西
[00:11:46.000 --> 00:11:55.000]  有一個主侯四世紀的幽魂教會,猶太人的會堂
[00:11:55.000 --> 00:12:02.000]  主侯四世紀,即是公元後第一世紀
[00:12:02.000 --> 00:12:06.000]  這個就是幾百年後的遺跡
[00:12:06.000 --> 00:12:10.000]  我曾經說過,就是這個聖地的繁殖
[00:12:10.000 --> 00:12:13.000]  在聖地這個地方,近東這個地方
[00:12:13.000 --> 00:12:17.000]  有些地方是做了聖堂,是一些神聖的地點
[00:12:17.000 --> 00:12:20.000]  那個地點很少會變的
[00:12:20.000 --> 00:12:23.000]  因為近東的文化是很傳統的文化
[00:12:23.000 --> 00:12:26.000]  那個地方曾經是一個殿堂
[00:12:26.000 --> 00:12:32.000]  之後世世代代上去,雖然被拆毀,他們再建一個新的
[00:12:32.000 --> 00:12:37.000]  其他人去到那個地方,都會在那個地方,在那個點裏面去建上去
[00:12:37.000 --> 00:12:40.000]  所以有一個Continuity of Sacred Space
[00:12:40.000 --> 00:12:45.000]  不會亂放的,他們會知道那個傳統,然後承繼那個傳統
[00:12:45.000 --> 00:12:51.000]  特別是那個Sacred Space,Sacred Place的傳統
[00:12:51.000 --> 00:13:00.000]  所以你會看到這個白色的石灰岩所做的猶太人的會堂
[00:13:00.000 --> 00:13:04.000]  很大,有三道門,然後進去有很多的柱子
[00:13:04.000 --> 00:13:09.000]  有一個大的讀經室,聚會的地方等等
[00:13:09.000 --> 00:13:15.000]  雖然這個是主後四世紀,主後四百多年才建上去
[00:13:15.000 --> 00:13:19.000]  但是在這個四世紀的猶太人的會堂
[00:13:19.000 --> 00:13:25.000]  是建在一個一世紀的地基上
[00:13:25.000 --> 00:13:30.000]  所以你看看這裡,白色這個就是四世紀
[00:13:30.000 --> 00:13:37.000]  但是他建在下面一個黑色的,是當地的本地的石,玄武岩的石
[00:13:37.000 --> 00:13:44.000]  這些叫Berserk Stone,建在這個整齊的地基上
[00:13:44.000 --> 00:13:47.000]  以前那個可能是黑色的,小一點的
[00:13:47.000 --> 00:13:50.000]  但是那個地基是保留了
[00:13:50.000 --> 00:13:57.000]  所以之後的人都會在那個地方再建一個猶太人的會堂
[00:13:57.000 --> 00:14:00.000]  所以這個就是加勃隆的地方
[00:14:00.000 --> 00:14:05.000]  所以我們看到這個地方其實就是一世紀的地方
[00:14:05.000 --> 00:14:12.000]  另外一個在加勃隆找到的東西,我沒有放上去
[00:14:12.000 --> 00:14:14.000]  我們看回這裡就知道了
[00:14:14.000 --> 00:14:20.000]  剛才我們看這個主後四世紀的加勃隆的會堂,猶太人的會堂
[00:14:20.000 --> 00:14:26.000]  對面那幾間屋就是一個像是一個鑊形,我們叫UFO
[00:14:26.000 --> 00:14:30.000]  的一個天主教教堂
[00:14:30.000 --> 00:14:33.000]  為什麼會像是一個鑊形升起了呢?
[00:14:33.000 --> 00:14:41.000]  因為這個鑊形下面就找到一些早期基督教的建築,一些遺跡
[00:14:41.000 --> 00:14:49.000]  這個遺跡似乎就建在彼得的家附近,或者甚至是彼得的家那裡
[00:14:49.000 --> 00:14:51.000]  彼得之家
[00:14:51.000 --> 00:14:57.000]  福音書不是跟我們說過耶穌在加勃隆的時候,他回過家
[00:14:57.000 --> 00:15:01.000]  馬可福音有提過,他回家在哪裡?
[00:15:01.000 --> 00:15:05.000]  在這個考古的法國裡面,看到這個地方是特別
[00:15:05.000 --> 00:15:09.000]  又是sacred space的continuity
[00:15:09.000 --> 00:15:11.000]  以前可能是一個很簡陋的茅屋
[00:15:11.000 --> 00:15:18.000]  但是慢慢變成一個早期的基督教,大占庭時代的教堂
[00:15:18.000 --> 00:15:21.000]  所以你這樣估計的話,彼得之家可能就在這裡
[00:15:21.000 --> 00:15:25.000]  真的是彼得的家,就是在這裡
[00:15:25.000 --> 00:15:27.000]  我們主要今天想說的是什麼?
[00:15:27.000 --> 00:15:31.000]  就是沿海的路線,經過這個地方
[00:15:31.000 --> 00:15:37.000]  所以如果你有這樣的地理背景的時候,你就會發現這些不是亂來的
[00:15:37.000 --> 00:15:42.000]  在那佛塔里和西布倫地會看到大廣
[00:15:42.000 --> 00:15:51.000]  耶穌就在這裡傳道,就是在Capernaum這個漁港
[00:15:51.000 --> 00:16:03.000]  首先去到趙門徒,然後就傳道,就講天國的信息
[00:16:03.000 --> 00:16:05.000]  天國近了
[00:16:05.000 --> 00:16:10.000]  現在在衛星圖片都看到一個白色的猶太人會堂的遺跡
[00:16:10.000 --> 00:16:14.000]  下面就是一個第一世紀的地基
[00:16:14.000 --> 00:16:19.000]  下面是一個八角形的天主教教堂
[00:16:19.000 --> 00:16:23.000]  下面就是彼得之家
[00:16:23.000 --> 00:16:32.000]  最主要就是想觀察到這個地方是一個交通的要道
[00:16:32.000 --> 00:16:36.000]  所以耶穌選擇Capernaum是有他的意思
[00:16:36.000 --> 00:16:40.000]  不是亂來的,為什麼不選擇別的地方呢?
[00:16:40.000 --> 00:16:42.000]  他偏偏選擇這裡
[00:16:42.000 --> 00:16:47.000]  不單止當時歷史,這個地方是一個重要的行商路線
[00:16:47.000 --> 00:16:53.000]  在地理的處境裡面是一個行商的路線
[00:16:53.000 --> 00:16:55.000]  謝謝大家收看 再見

