
[00:00:00.000 --> 00:00:03.000]  我們來到《舊約》網上的第四集
[00:02:51.400 --> 00:02:56.000]  十四章就說阿伯拉罕是一個英雄人物
[00:02:56.000 --> 00:02:58.400]  他是軍事的領袖
[00:02:58.400 --> 00:03:03.400]  十五章就想交代義子的認許
[00:03:03.400 --> 00:03:05.400]  和土地的認許
[00:03:05.400 --> 00:03:09.400]  當時近東的文化要建立一個邦國
[00:03:09.400 --> 00:03:11.400]  就需要一定有後代
[00:03:11.400 --> 00:03:13.400]  也需要有國土
[00:03:13.400 --> 00:03:16.400]  不可以單單有軍事的勢力
[00:03:16.400 --> 00:03:20.400]  神認許阿伯拉罕成為大國
[00:03:20.400 --> 00:03:25.400]  藉著這個大國去使萬族得福
[00:03:25.400 --> 00:03:28.400]  如何能夠應驗出來呢?
[00:03:28.400 --> 00:03:32.400]  就是十五章要交代的情節
[00:03:32.400 --> 00:03:34.400]  阿伯拉罕的故事
[00:03:34.400 --> 00:03:36.400]  由十一章開始到十二章
[00:03:36.400 --> 00:03:39.400]  一直發展到現在
[00:03:39.400 --> 00:03:41.400]  都是有一個危機
[00:03:41.400 --> 00:03:45.400]  這個危機一直以來都未能解決
[00:03:45.400 --> 00:03:49.400]  首先神對阿伯蘭最初的承諾
[00:03:49.400 --> 00:03:52.400]  就是呼召他離開本地本族本家
[00:03:52.400 --> 00:03:54.400]  但是他去的時候
[00:03:54.400 --> 00:03:57.400]  他是沒有遺旨的
[00:03:57.400 --> 00:04:00.400]  一方面是殺來不辱
[00:04:00.400 --> 00:04:05.400]  當然羅德是跟著阿伯拉罕一齊來到迦南地
[00:04:05.400 --> 00:04:07.400]  但是上幾章我們說過
[00:04:07.400 --> 00:04:11.400]  羅德是自己來DQ自己的
[00:04:11.400 --> 00:04:13.400]  所以到這個地方
[00:04:13.400 --> 00:04:16.400]  仍然沒有一個繼承人
[00:04:16.400 --> 00:04:18.400]  也沒有土地
[00:04:18.400 --> 00:04:20.400]  如何能夠成為大國呢?
[00:04:20.400 --> 00:04:23.400]  上帝會通過什麼方法
[00:04:23.400 --> 00:04:27.400]  使阿伯拉罕成為大國
[00:04:27.400 --> 00:04:29.400]  使萬國得福
[00:04:29.400 --> 00:04:31.400]  換句話說這裡問一個問題
[00:04:31.400 --> 00:04:35.400]  就是神的話是否可信?
[00:04:35.400 --> 00:04:38.400]  第十五章我們先讀透半段
[00:04:38.400 --> 00:04:42.400]  你會發現在這張聖經裡面
[00:04:42.400 --> 00:04:44.400]  特別的地方就是
[00:04:44.400 --> 00:04:47.400]  經常有對話
[00:04:47.400 --> 00:04:49.400]  之前沒有這麼多
[00:04:49.400 --> 00:04:54.400]  但第十五章十多次提到說話
[00:04:54.400 --> 00:04:56.400]  話語的字眼
[00:04:56.400 --> 00:04:59.400]  我們可以將頭一段這樣分段
[00:04:59.400 --> 00:05:01.400]  首先耶和華說話
[00:05:01.400 --> 00:05:05.400]  對阿伯拉罕有一個賞賜的認許
[00:05:05.400 --> 00:05:07.400]  然後就是阿伯蘭的回答
[00:05:07.400 --> 00:05:09.400]  他有說話
[00:05:09.400 --> 00:05:11.400]  他對他沒有遺旨
[00:05:11.400 --> 00:05:16.400]  擔心後裔會來的訴求
[00:05:16.400 --> 00:05:19.400]  然後耶和華又回答
[00:05:19.400 --> 00:05:22.400]  他在說話裡告訴阿伯拉罕
[00:05:22.400 --> 00:05:25.400]  這個後裔會為他預備
[00:05:25.400 --> 00:05:27.400]  是由他所生出來的
[00:05:27.400 --> 00:05:33.400]  之後上帝帶阿伯拉罕去看一個景象
[00:05:33.400 --> 00:05:36.400]  這個景象可以叫做眾星的意象
[00:05:36.400 --> 00:05:41.400]  最後就稱阿伯蘭為義
[00:05:41.400 --> 00:05:44.400]  這裡就是一個立約
[00:05:44.400 --> 00:05:46.400]  我們先看經文
[00:05:46.400 --> 00:05:48.400]  十五章第一節
[00:05:48.400 --> 00:05:49.400]  這時而後
[00:05:49.400 --> 00:05:52.400]  耶和華在意象中臨到阿伯蘭說
[00:05:52.400 --> 00:05:54.400]  阿伯蘭你不要懼怕
[00:05:54.400 --> 00:05:56.400]  我是你的盾牌
[00:05:56.400 --> 00:05:59.400]  你的賞賜是很大的
[00:05:59.400 --> 00:06:01.400]  阿伯蘭說主耶和華
[00:06:01.400 --> 00:06:03.400]  我一向都沒有孩子
[00:06:03.400 --> 00:06:05.400]  你還能賜給我什麼呢?
[00:06:05.400 --> 00:06:07.400]  這樣承受我家業的
[00:06:07.400 --> 00:06:10.400]  就是大馬士革的義理者了
[00:06:10.400 --> 00:06:12.400]  阿伯拉罕又說
[00:06:12.400 --> 00:06:14.400]  你既然沒有給我後裔
[00:06:14.400 --> 00:06:16.400]  那生在我家中的人
[00:06:16.400 --> 00:06:18.400]  就是我的繼承人了
[00:06:18.400 --> 00:06:21.400]  按照當時近東的社會
[00:06:21.400 --> 00:06:24.400]  兒子當然是相當重要
[00:06:24.400 --> 00:06:26.400]  有兒子的話
[00:06:26.400 --> 00:06:30.400]  就代表兒子有社會家庭的責任
[00:06:30.400 --> 00:06:32.400]  來照顧父母
[00:06:32.400 --> 00:06:33.400]  顧父母
[00:06:33.400 --> 00:06:35.400]  並且死後
[00:06:35.400 --> 00:06:37.400]  有兒子
[00:06:37.400 --> 00:06:39.400]  你也能買下
[00:06:39.400 --> 00:06:42.400]  並且紀念到父家的名字
[00:06:42.400 --> 00:06:44.400]  幾乎是我們現代人說的
[00:06:44.400 --> 00:06:46.400]  一些人壽保險
[00:06:46.400 --> 00:06:48.400]  或者醫療保險
[00:06:48.400 --> 00:06:49.400]  另一方面
[00:06:49.400 --> 00:06:54.400]  有後裔就是去繼承家族的財產
[00:06:54.400 --> 00:06:57.400]  繼承家族的名字
[00:06:57.400 --> 00:07:00.400]  特別對於一些君王皇室
[00:07:00.400 --> 00:07:02.400]  或者一些大的家族來說
[00:07:02.400 --> 00:07:04.400]  兒子就相當重要
[00:07:04.400 --> 00:07:06.400]  十五章第二節
[00:07:06.400 --> 00:07:09.400]  阿伯拉罕向上帝申訴
[00:07:09.400 --> 00:07:11.400]  他說我既然沒有後裔
[00:07:11.400 --> 00:07:13.400]  沒有孩子的時候
[00:07:13.400 --> 00:07:16.400]  有什麼賞賜都沒有用
[00:07:16.400 --> 00:07:20.400]  按照當時近東處理家業
[00:07:20.400 --> 00:07:24.400]  繼承權的法律文件
[00:07:24.400 --> 00:07:28.400]  一個人如果沒有自己的兒子的時候
[00:07:28.400 --> 00:07:30.400]  他可以在法律上
[00:07:30.400 --> 00:07:32.400]  收養另一個成人
[00:07:32.400 --> 00:07:34.400]  作為他的兒子
[00:07:34.400 --> 00:07:40.400]  這個人就成為他家業的繼承人
[00:07:40.400 --> 00:07:41.400]  在這裡
[00:07:41.400 --> 00:07:44.400]  阿伯拉罕就向上帝提出
[00:07:44.400 --> 00:07:46.400]  說這個大馬士革人
[00:07:46.400 --> 00:07:47.400]  以利爾謝
[00:07:47.400 --> 00:07:49.400]  作為他的繼承人
[00:07:49.400 --> 00:07:52.400]  你記得在吾爾到哈蘭
[00:07:52.400 --> 00:07:55.400]  來到迦南的旅途當中
[00:07:55.400 --> 00:07:57.400]  未進入迦南地
[00:07:57.400 --> 00:07:59.400]  應該會經過大馬士革
[00:07:59.400 --> 00:08:01.400]  或者大馬色這個地方
[00:08:01.400 --> 00:08:03.400]  相信可能在那裡
[00:08:03.400 --> 00:08:05.400]  他收養了這個僕人
[00:08:05.400 --> 00:08:07.400]  阿伯拉罕就說
[00:08:07.400 --> 00:08:10.400]  不如就立這個以利爾謝
[00:08:10.400 --> 00:08:12.400]  做我的繼承人
[00:08:12.400 --> 00:08:14.400]  有什麼反應呢
[00:08:14.400 --> 00:08:15.400]  第四節
[00:08:15.400 --> 00:08:17.400]  耶和華的話又臨到阿伯拉罕
[00:08:17.400 --> 00:08:21.400]  說這人必不會做你的繼承人
[00:08:21.400 --> 00:08:26.400]  你親生的才會成為你的繼承人
[00:08:26.400 --> 00:08:28.400]  神的意思是
[00:08:28.400 --> 00:08:30.400]  不要用你自己想的方法
[00:08:30.400 --> 00:08:32.400]  來成就我在你身上的工作
[00:08:32.400 --> 00:08:35.400]  我有我的安排
[00:08:35.400 --> 00:08:39.400]  於是耶和華就給阿伯拉罕一局警長
[00:08:39.400 --> 00:08:41.400]  第五節
[00:08:41.400 --> 00:08:44.400]  於是阿伯拉罕出到外面
[00:08:44.400 --> 00:08:47.400]  說你向天觀看
[00:08:47.400 --> 00:08:49.400]  數點眾星
[00:08:49.400 --> 00:08:52.400]  你能不能把他們數得清楚
[00:08:52.400 --> 00:08:56.400]  又對他說你的後裔將要這樣眾多
[00:08:56.400 --> 00:09:00.400]  之前上帝已經用類似的說話
[00:09:00.400 --> 00:09:04.400]  來確保兒子的認許
[00:09:04.400 --> 00:09:06.400]  十三章第十六節
[00:09:06.400 --> 00:09:07.400]  如果你記得的話
[00:09:07.400 --> 00:09:09.400]  神曾經跟阿伯拉罕說過
[00:09:09.400 --> 00:09:13.400]  他說我也要使你的後裔如同地上的沙塵
[00:09:13.400 --> 00:09:15.400]  塵沙那樣多
[00:09:15.400 --> 00:09:18.400]  人若能夠數算地上的塵沙
[00:09:18.400 --> 00:09:20.400]  我才能數算你的後裔
[00:09:20.400 --> 00:09:23.400]  今次的意境就有少少不同
[00:09:23.400 --> 00:09:26.400]  就是叫他看天上的眾星
[00:09:26.400 --> 00:09:29.400]  問他能不能夠數得準
[00:09:29.400 --> 00:09:34.400]  在中世紀有一個很有名的猶太拉比叫Rashi
[00:09:34.400 --> 00:09:36.400]  他解釋這段經文
[00:09:36.400 --> 00:09:39.400]  阿伯拉罕因為自己沒有後裔
[00:09:39.400 --> 00:09:41.400]  他等得不耐煩
[00:09:41.400 --> 00:09:45.400]  他想用自己的方法
[00:09:45.400 --> 00:09:48.400]  或者用以前他自己曾經用過的方法
[00:09:48.400 --> 00:09:50.400]  來解決這個問題
[00:09:50.400 --> 00:09:55.400]  以前的方法就是占星去計算未來的方法
[00:09:55.400 --> 00:09:59.400]  因為阿伯拉罕在加勒底人的吾爾
[00:09:59.400 --> 00:10:01.400]  即是巴比倫人的地方
[00:10:01.400 --> 00:10:04.400]  那裡最有名的是什麼呢
[00:10:04.400 --> 00:10:06.400]  就是占星術
[00:10:06.400 --> 00:10:13.400]  就是用星塵的軌跡來預知未來
[00:10:13.400 --> 00:10:16.400]  我們在巴比倫等地方
[00:10:16.400 --> 00:10:20.400]  找到很多例子是跟占星學有關
[00:10:20.400 --> 00:10:24.400]  Rashi就說上帝在責備阿伯拉罕
[00:10:24.400 --> 00:10:30.400]  有如對他說請你放棄你自己的占星方法
[00:10:30.400 --> 00:10:33.400]  因為上帝要用他自己的方法
[00:10:33.400 --> 00:10:37.400]  去實現他對你說的話
[00:10:37.400 --> 00:10:39.400]  可能會是這個意思
[00:10:39.400 --> 00:10:42.400]  但我相信這個故事
[00:10:42.400 --> 00:10:46.400]  也不是說在黑夜裡看星星這麼簡單
[00:10:46.400 --> 00:10:49.400]  或者是數星塵這麼簡單
[00:10:49.400 --> 00:10:54.400]  你看看故事在十五章的時間敘述
[00:10:54.400 --> 00:10:59.400]  他說他在外面向天觀寒
[00:10:59.400 --> 00:11:01.400]  數算眾星
[00:11:01.400 --> 00:11:03.400]  到底是何時發生的
[00:11:03.400 --> 00:11:07.400]  我們想起數算眾星滿天星的景象
[00:11:07.400 --> 00:11:09.400]  自然我們想起黑夜
[00:11:09.400 --> 00:11:12.400]  特別是在一個中東的地方
[00:11:12.400 --> 00:11:14.400]  曠野的地方
[00:11:14.400 --> 00:11:16.400]  好像在一個沙漠裡
[00:11:16.400 --> 00:11:21.400]  一望上天就一定有很多很多的星塵
[00:11:21.400 --> 00:11:24.400]  但如果你看完十五章
[00:11:24.400 --> 00:11:26.400]  特別是看下文
[00:11:26.400 --> 00:11:30.400]  單單按照故事敘述的時間
[00:11:30.400 --> 00:11:33.400]  你就可能再深一層想一想
[00:11:33.400 --> 00:11:37.400]  到底觀看眾星的異象是何時發生
[00:11:37.400 --> 00:11:39.400]  因為看下文的時候
[00:11:39.400 --> 00:11:42.400]  神在獻祭的時候
[00:11:42.400 --> 00:11:44.400]  就和阿伯拉罕來納約
[00:11:44.400 --> 00:11:46.400]  是什麼時候發生呢
[00:11:46.400 --> 00:11:48.400]  十五章第十二節
[00:11:48.400 --> 00:11:50.400]  在日落的時候
[00:11:50.400 --> 00:11:52.400]  伯蘭尼沉睡
[00:11:52.400 --> 00:11:54.400]  然後有很大的黑暗落在他身上
[00:11:54.400 --> 00:11:59.400]  然後下文就去交代獻祭的事
[00:11:59.400 --> 00:12:05.400]  所以下面獻祭的時候就是日落的時候
[00:12:05.400 --> 00:12:07.400]  換句話說
[00:12:07.400 --> 00:12:12.400]  現在神叫阿伯拉罕去外面向天觀看的時候
[00:12:12.400 --> 00:12:16.400]  至少在故事敘述的鋪排上
[00:12:16.400 --> 00:12:18.400]  是日間的時候
[00:12:18.400 --> 00:12:22.400]  即是說上帝在白晝的時候
[00:12:22.400 --> 00:12:25.400]  可能是日當頭的時候
[00:12:25.400 --> 00:12:27.400]  就帶阿伯蘭出去外面
[00:12:27.400 --> 00:12:30.400]  叫他看看天上的星
[00:12:30.400 --> 00:12:32.400]  看看他能不能夠數到
[00:12:32.400 --> 00:12:35.400]  這些星星就是你的後裔
[00:12:35.400 --> 00:12:37.400]  有多少
[00:12:37.400 --> 00:12:39.400]  換句話說
[00:12:39.400 --> 00:12:41.400]  這裡就很幽默
[00:12:41.400 --> 00:12:42.400]  叫他觀星
[00:12:42.400 --> 00:12:44.400]  是日當頭的時候
[00:12:44.400 --> 00:12:47.400]  日間白晝的時候來觀星
[00:12:47.400 --> 00:12:51.400]  根本看上去就不會看到有任何星星
[00:12:51.400 --> 00:12:53.400]  怎樣數呢
[00:12:53.400 --> 00:12:55.400]  換句話說
[00:12:55.400 --> 00:12:59.400]  這個異象就是要去挑戰阿伯拉罕
[00:12:59.400 --> 00:13:03.400]  他要憑眼見還是憑信心
[00:13:03.400 --> 00:13:08.400]  去見到上帝說話承諾的兌現
[00:13:08.400 --> 00:13:10.400]  不是能夠憑眼見的
[00:13:10.400 --> 00:13:13.400]  因為你看見天上的景象
[00:13:13.400 --> 00:13:15.400]  你是不會見到任何星星的
[00:13:15.400 --> 00:13:19.400]  你只能夠憑信心去相信
[00:13:19.400 --> 00:13:23.400]  上帝說了的話一定會兌現
[00:13:23.400 --> 00:13:27.400]  上帝說了的應許一定會實行出來
[00:13:27.400 --> 00:13:29.400]  未必一定會按照我的方法
[00:13:29.400 --> 00:13:32.400]  但一定會按照上帝的時間表
[00:13:32.400 --> 00:13:34.400]  一定會實現出來
[00:13:34.400 --> 00:13:36.400]  要挑戰阿伯拉罕的信心
[00:13:36.400 --> 00:13:37.400]  十五章第六節
[00:13:37.400 --> 00:13:39.400]  他就回應
[00:13:39.400 --> 00:13:42.400]  阿伯蘭信耶和華
[00:13:42.400 --> 00:13:46.400]  耶和華就以此為他的意料
[00:13:46.400 --> 00:13:48.400]  很多時候我們看這節聖經的時候
[00:13:48.400 --> 00:13:51.400]  我們很快就會跳到新約
[00:13:51.400 --> 00:13:54.400]  就是說一定是因信稱義
[00:13:54.400 --> 00:13:56.400]  因為阿伯蘭信耶和華
[00:13:56.400 --> 00:13:59.400]  所以他就成為了一個義人
[00:13:59.400 --> 00:14:01.400]  其實不需要這麼快
[00:14:01.400 --> 00:14:03.400]  義這個字righteousness
[00:14:03.400 --> 00:14:04.400]  什麼意思?
[00:14:04.400 --> 00:14:06.400]  正確
[00:14:06.400 --> 00:14:09.400]  正當的回應
[00:14:09.400 --> 00:14:11.400]  正當的反應
[00:14:11.400 --> 00:14:13.400]  回應什麼?
[00:14:13.400 --> 00:14:17.400]  就是回應神的應許
[00:14:17.400 --> 00:14:19.400]  回應神的承諾
[00:14:19.400 --> 00:14:20.400]  他的話語
[00:14:20.400 --> 00:14:23.400]  有一個正確的回應
[00:14:23.400 --> 00:14:26.400]  這就是阿伯蘭的信心
[00:14:26.400 --> 00:14:28.400]  在阿伯蘭的故事當中
[00:14:28.400 --> 00:14:31.400]  信神在這一處
[00:14:31.400 --> 00:14:36.400]  意思就是將你的將來交給上帝
[00:14:36.400 --> 00:14:39.400]  神說我必定賜給你後裔
[00:14:39.400 --> 00:14:43.400]  也會賜給你迦南地這個土地
[00:14:43.400 --> 00:14:48.400]  並且會使你成為萬國得福
[00:14:48.400 --> 00:14:50.400]  能夠見證到我的
[00:14:50.400 --> 00:14:53.400]  他就是這樣相信
[00:14:53.400 --> 00:14:57.400]  上帝將來必定會實現他的說話
[00:15:18.400 --> 00:15:21.400]  我們再看十五章的下一段
[00:15:21.400 --> 00:15:23.400]  就是七至二十一節
[00:15:23.400 --> 00:15:25.400]  你會看到這個列表告訴我們
[00:15:25.400 --> 00:15:28.400]  其實脈絡都是差不多的
[00:15:28.400 --> 00:15:30.400]  就是有對話
[00:15:30.400 --> 00:15:32.400]  然後有一個景象出現
[00:15:32.400 --> 00:15:34.400]  最後是納約
[00:15:34.400 --> 00:15:37.400]  不過十五章下一半所說的
[00:15:37.400 --> 00:15:39.400]  不是義子的應許
[00:15:39.400 --> 00:15:41.400]  而是土地的應許
[00:15:41.400 --> 00:15:43.400]  我們看看經文如何發展
[00:15:43.400 --> 00:15:44.400]  第七節
[00:15:44.400 --> 00:15:46.400]  耶和華有對阿伯蘭說
[00:15:46.400 --> 00:15:50.400]  耶和華曾經將你從迦勒底人的吾爾領出來
[00:15:50.400 --> 00:15:54.400]  為要把這地賜給你作產業
[00:15:54.400 --> 00:15:55.400]  跟上一段一樣
[00:15:55.400 --> 00:15:58.400]  第一段說到義子的應許
[00:15:58.400 --> 00:16:00.400]  阿伯蘭就申訴
[00:16:00.400 --> 00:16:02.400]  聽到之後他就說
[00:16:02.400 --> 00:16:04.400]  我怎麼知道我會有後裔呢
[00:16:04.400 --> 00:16:06.400]  神就用說話來回應他
[00:16:06.400 --> 00:16:10.400]  然後又展現出一個天上眾星的異象
[00:16:10.400 --> 00:16:14.400]  現在第二段就說到土地的產業
[00:16:14.400 --> 00:16:15.400]  這個應許
[00:16:15.400 --> 00:16:16.400]  第八節
[00:16:16.400 --> 00:16:17.400]  阿伯蘭就申訴
[00:16:17.400 --> 00:16:21.400]  他說我聽到你說將會賜這塊地給我
[00:16:21.400 --> 00:16:22.400]  但是主耶和華
[00:16:22.400 --> 00:16:26.400]  我憑什麼能夠知道你真的將這塊地賜給我
[00:16:26.400 --> 00:16:28.400]  神又用說話來回應
[00:16:28.400 --> 00:16:29.400]  第九節
[00:16:29.400 --> 00:16:33.400]  你給我拿一頭三歲的母牛
[00:16:33.400 --> 00:16:35.400]  一隻三歲的母山羊
[00:16:35.400 --> 00:16:36.400]  一隻三歲的公綿羊
[00:16:36.400 --> 00:16:38.400]  一隻班溝和一隻初鴿
[00:16:38.400 --> 00:16:40.400]  阿伯蘭就照做
[00:16:40.400 --> 00:16:41.400]  將這一切拿來
[00:16:41.400 --> 00:16:45.400]  每樣都當中劈開一半一半的相對擺列
[00:16:45.400 --> 00:16:47.400]  只是鳥沒有劈開
[00:16:47.400 --> 00:16:50.400]  比較小的祭物就不劈開
[00:16:50.400 --> 00:16:51.400]  有資料下來
[00:16:51.400 --> 00:16:53.400]  落在這屍骸上
[00:16:53.400 --> 00:16:55.400]  阿伯蘭就將他們嚇走
[00:16:55.400 --> 00:16:57.400]  一落的時候
[00:16:57.400 --> 00:16:59.400]  阿伯蘭沉沉的睡著
[00:16:59.400 --> 00:17:02.400]  忽然有可怕的大黑暗落在他身上
[00:17:02.400 --> 00:17:03.400]  耶和華就對阿伯蘭說
[00:17:03.400 --> 00:17:05.400]  你要確實地知道你的後裔
[00:17:05.400 --> 00:17:07.400]  必在外地居住
[00:17:07.400 --> 00:17:08.400]  也必服侍那地的人
[00:17:08.400 --> 00:17:12.400]  那地的人輔待他們四百年
[00:17:12.400 --> 00:17:14.400]  他們所要服侍的那國
[00:17:14.400 --> 00:17:16.400]  我要親自懲罰
[00:17:16.400 --> 00:17:20.400]  後來他們必帶著許多財物從那裡出來
[00:17:20.400 --> 00:17:23.400]  你必在長壽被人埋葬
[00:17:23.400 --> 00:17:26.400]  平平安安回到你列祖那裡
[00:17:26.400 --> 00:17:27.400]  到了第四代
[00:17:27.400 --> 00:17:30.400]  他們你的子孫必定會回到這個地方
[00:17:30.400 --> 00:17:34.400]  因為阿摩利人的罪孽還沒有滿盈
[00:17:34.400 --> 00:17:36.400]  簡單說一些重點
[00:17:36.400 --> 00:17:38.400]  這裡有許多的祭神
[00:17:38.400 --> 00:17:40.400]  是一個很隆重的祭禮
[00:17:40.400 --> 00:17:42.400]  用了全日的時間
[00:17:42.400 --> 00:17:44.400]  去等待
[00:17:44.400 --> 00:17:46.400]  在這種景象
[00:17:46.400 --> 00:17:47.400]  你看到一些祭物
[00:17:47.400 --> 00:17:49.400]  一半一半擺開的時候
[00:17:49.400 --> 00:17:52.400]  其實是近東的立約情景
[00:17:52.400 --> 00:17:54.400]  兩個王來立約
[00:17:54.400 --> 00:17:56.400]  很多時候會將這些祭神
[00:17:56.400 --> 00:17:58.400]  一半一半放開
[00:17:58.400 --> 00:18:00.400]  然後在中間經過
[00:18:00.400 --> 00:18:02.400]  然後就起勢
[00:18:02.400 --> 00:18:03.400]  我們有一些例子
[00:18:03.400 --> 00:18:06.400]  譬如一個古城在今天的敘利亞
[00:18:06.400 --> 00:18:08.400]  叫做阿拉拉克
[00:18:08.400 --> 00:18:11.400]  是公元前大概1800年的時間
[00:18:11.400 --> 00:18:13.400]  阿巴拉罕就是這個時代
[00:18:13.400 --> 00:18:14.400]  找到很多的泥板
[00:18:14.400 --> 00:18:15.400]  其中一些泥板
[00:18:15.400 --> 00:18:17.400]  有這樣的字句
[00:18:17.400 --> 00:18:20.400]  去形容兩個王立約的時候
[00:18:20.400 --> 00:18:22.400]  看到什麼呢?
[00:18:22.400 --> 00:18:24.400]  大王就說
[00:18:24.400 --> 00:18:27.400]  我將阿拉拉克這個城市
[00:18:27.400 --> 00:18:29.400]  賜給小王
[00:18:29.400 --> 00:18:31.400]  將這塊地賜給他
[00:18:31.400 --> 00:18:33.400]  然後就向他起勢
[00:18:33.400 --> 00:18:36.400]  又切割羊頸
[00:18:36.400 --> 00:18:38.400]  有祭神出現
[00:18:38.400 --> 00:18:41.400]  也有起勢的說話
[00:18:41.400 --> 00:18:42.400]  如果我收回這塊地
[00:18:42.400 --> 00:18:44.400]  我是會走的
[00:18:44.400 --> 00:18:46.400]  但是將來這個小的王
[00:18:46.400 --> 00:18:48.400]  叫做耶利念
[00:18:48.400 --> 00:18:49.400]  反叛的話
[00:18:49.400 --> 00:18:51.400]  他也會放棄他的土地
[00:18:51.400 --> 00:18:53.400]  所以他要去守約
[00:18:53.400 --> 00:18:56.400]  亞述一些泥板
[00:18:56.400 --> 00:18:57.400]  也告訴我們
[00:18:57.400 --> 00:18:58.400]  同樣一些的祭禮
[00:18:58.400 --> 00:19:00.400]  就是一個亞述王
[00:19:00.400 --> 00:19:02.400]  和一個小城邦的王
[00:19:02.400 --> 00:19:03.400]  來到納約
[00:19:03.400 --> 00:19:05.400]  這個小城邦的王
[00:19:05.400 --> 00:19:07.400]  叫做馬提爾路
[00:19:07.400 --> 00:19:09.400]  納約裡面的一些條文這麼說
[00:19:09.400 --> 00:19:11.400]  在祭禮上指著
[00:19:11.400 --> 00:19:13.400]  祭禮的頭
[00:19:13.400 --> 00:19:16.400]  他說這個頭不是屬於羊的頭
[00:19:16.400 --> 00:19:19.400]  是屬於小王馬提爾路的頭
[00:19:19.400 --> 00:19:20.400]  是他兒子的頭
[00:19:20.400 --> 00:19:22.400]  代表著是他土地人民的頭
[00:19:22.400 --> 00:19:25.400]  如果他們背約的話
[00:19:25.400 --> 00:19:27.400]  他的命運就好像
[00:19:27.400 --> 00:19:29.400]  這隻羊一樣
[00:19:29.400 --> 00:19:31.400]  他的頭被切割出來
