
[00:00:00.000 --> 00:00:02.560]  我們這次就講C篇第一篇
[00:03:53.220 --> 00:04:00.220]  惡人就是那些不會看上帝的秩序
[00:04:00.220 --> 00:04:01.620]  對世界的秩序
[00:04:01.620 --> 00:04:03.620]  對道德的秩序
[00:04:03.620 --> 00:04:05.220]  那個的旨意
[00:04:05.220 --> 00:04:09.220]  這些人是不顧上帝的
[00:04:09.220 --> 00:04:12.220]  給人間的那種order
[00:04:12.220 --> 00:04:14.220]  那些moral order
[00:04:14.220 --> 00:04:15.220]  義人就不是了
[00:04:15.220 --> 00:04:17.220]  義人就是會去到
[00:04:17.220 --> 00:04:22.220]  體察到上帝在世界裡面的order
[00:04:22.220 --> 00:04:24.220]  就是勤力的
[00:04:24.220 --> 00:04:26.220]  在這個針研裡面
[00:04:26.220 --> 00:04:28.220]  勤力的人
[00:04:28.220 --> 00:04:29.220]  親手作供的人
[00:04:29.220 --> 00:04:31.220]  他一定會得到上次
[00:04:31.220 --> 00:04:33.220]  還掛得掛還抖得抖的意思
[00:04:33.220 --> 00:04:35.220]  就是有一種moral order
[00:04:35.220 --> 00:04:37.220]  wisdom的order
[00:04:37.220 --> 00:04:40.220]  義人就是不會看這件事的
[00:04:40.220 --> 00:04:42.220]  他們說有福的人是什麼呢
[00:04:42.220 --> 00:04:44.220]  No halak, but asad
[00:04:44.220 --> 00:04:46.220]  Ressaib
[00:04:46.220 --> 00:04:50.220]  不會拒絕走在這些計謀的路上
[00:04:50.220 --> 00:04:52.220]  然後第二句說話
[00:04:52.220 --> 00:04:54.220]  就把他調過來
[00:04:54.220 --> 00:04:58.220]  你看到有一個副詞
[00:04:58.220 --> 00:05:02.220]  拒絕的分詞
[00:05:02.220 --> 00:05:04.220]  No halak
[00:05:04.220 --> 00:05:06.220]  然後asad
[00:05:06.220 --> 00:05:08.220]  in the bard的意思就是
[00:05:08.220 --> 00:05:10.220]  in the
[00:05:10.220 --> 00:05:12.220]  asad resaib
[00:05:12.220 --> 00:05:14.220]  然後就倒過來
[00:05:14.220 --> 00:05:16.220]  不是走動詞
[00:05:16.220 --> 00:05:18.220]  動詞放在最後
[00:05:18.220 --> 00:05:20.220]  然後先放那句說話
[00:05:20.220 --> 00:05:24.220]  或者叫prepositional phase
[00:05:24.220 --> 00:05:28.220]  就是前置詞的分句
[00:05:28.220 --> 00:05:38.220]  Uvr derik hatayim lo amad
[00:05:38.220 --> 00:05:40.220]  就是in the way
[00:05:40.220 --> 00:05:42.220]  in the road的意思
[00:05:42.220 --> 00:05:44.220]  derik這個詞經常出現
[00:05:44.220 --> 00:05:46.220]  就是走路的意思
[00:05:46.220 --> 00:05:48.220]  就是那條道路
[00:05:48.220 --> 00:05:52.220]  或者是說到我們生活的模式
[00:05:52.220 --> 00:05:54.220]  lifestyle
[00:05:54.220 --> 00:05:56.220]  就是生活的習慣等等
[00:05:56.220 --> 00:05:58.220]  derik
[00:05:58.220 --> 00:06:00.220]  hatayim就是由hata這個字出來
[00:06:00.220 --> 00:06:02.220]  我們也叫sinner
[00:06:02.220 --> 00:06:04.220]  或者是罪人
[00:06:04.220 --> 00:06:08.220]  就是不行公義的
[00:06:08.220 --> 00:06:10.220]  去到行出罪惡的
[00:06:10.220 --> 00:06:12.220]  lo amad
[00:06:12.220 --> 00:06:14.220]  他就不站在那裡
[00:06:14.220 --> 00:06:16.220]  所以我們經常看中文聖經也好
[00:06:16.220 --> 00:06:18.220]  英文聖經也好
[00:06:18.220 --> 00:06:20.220]  我們都留意到三個動詞
[00:06:20.220 --> 00:06:22.220]  第一個動詞就是走
[00:06:22.220 --> 00:06:24.220]  然後就是站
[00:06:24.220 --> 00:06:26.220]  站在不站在
[00:06:26.220 --> 00:06:28.220]  罪人的道路
[00:06:28.220 --> 00:06:34.220]  Uvr mashaf lesim lo yasaf
[00:06:34.220 --> 00:06:38.220]  這裡又是另外一個prepositional phase
[00:06:38.220 --> 00:06:42.220]  就是前置詞的分句
[00:06:42.220 --> 00:06:46.220]  Uvr masaf就是in the seat
[00:06:46.220 --> 00:06:48.220]  就是坐的位置
[00:06:48.220 --> 00:06:50.220]  或者住的地方
[00:06:50.220 --> 00:06:52.220]  今天在以色列
[00:06:52.220 --> 00:06:54.220]  有一個小鄰村
[00:06:54.220 --> 00:06:56.220]  叫做Mosaf
[00:06:56.220 --> 00:06:58.220]  就是用這個字
[00:06:58.220 --> 00:07:00.220]  Mosaf就是settlement的意思
[00:07:00.220 --> 00:07:02.220]  就是那個社群
[00:07:02.220 --> 00:07:04.220]  大家一起耕種
[00:07:04.220 --> 00:07:06.220]  在村落耕種
[00:07:06.220 --> 00:07:08.220]  他們叫做Mosaf
[00:07:08.220 --> 00:07:10.220]  在以色列裡面有很多小的Mosaf
[00:07:10.220 --> 00:07:12.220]  Mosaf什麼的
[00:07:12.220 --> 00:07:14.220]  就是代表大家走在一起
[00:07:14.220 --> 00:07:16.220]  有一個社群
[00:07:16.220 --> 00:07:20.220]  所以就特別指到關係
[00:07:20.220 --> 00:07:22.220]  lesim marcus
[00:07:22.220 --> 00:07:26.220]  用口去欺壓人
[00:07:26.220 --> 00:07:28.220]  或者說一些狂妄的話
[00:07:28.220 --> 00:07:30.220]  等等
[00:07:30.220 --> 00:07:32.220]  lo yasaf就不住在那裡
[00:07:32.220 --> 00:07:34.220]  在那些Mosaf
[00:07:34.220 --> 00:07:38.220]  lo yasaf
[00:07:38.220 --> 00:07:40.220]  又是同一個字
[00:07:40.220 --> 00:07:42.220]  這個yasaf加一個m
[00:07:42.220 --> 00:07:44.220]  在前面
[00:07:44.220 --> 00:07:46.220]  就變成一個名字
[00:07:46.220 --> 00:07:48.220]  就是一個settlement的意思
[00:07:48.220 --> 00:07:50.220]  lo yasaf
[00:07:50.220 --> 00:07:54.220]  他就不會留在那裡
[00:07:54.220 --> 00:07:56.220]  不會settle在那裡
[00:07:56.220 --> 00:07:58.220]  不會定居在那裡
[00:07:58.220 --> 00:08:00.220]  或者不會和這些人打交道
[00:08:00.220 --> 00:08:02.220]  所以有三個動詞
[00:08:02.220 --> 00:08:04.220]  halak amat和yasaf
[00:08:04.220 --> 00:08:06.220]  三個的lo
[00:08:06.220 --> 00:08:08.220]  lo lo lo
[00:08:08.220 --> 00:08:10.220]  然後這裡指一些
[00:08:10.220 --> 00:08:12.220]  不跟隨上帝的話的人
[00:08:12.220 --> 00:08:16.220]  這個是詩篇第一節
[00:08:16.220 --> 00:08:20.220]  就像打開門一樣
[00:08:20.220 --> 00:08:22.220]  整篇的詩集
[00:08:22.220 --> 00:08:24.220]  就是邀請我們去敬拜神
[00:08:24.220 --> 00:08:26.220]  打開詩篇
[00:08:26.220 --> 00:08:28.220]  詩本的時候
[00:08:28.220 --> 00:08:30.220]  詩集就是一些詩歌
[00:08:30.220 --> 00:08:32.220]  來敬拜上帝
[00:08:32.220 --> 00:08:34.220]  如果要敬拜上帝的話
[00:08:34.220 --> 00:08:36.220]  整篇詩集的編輯
[00:08:36.220 --> 00:08:38.220]  最後的編輯就告訴你
[00:08:38.220 --> 00:08:40.220]  先打開第一篇第一節
[00:08:40.220 --> 00:08:42.220]  看了第一篇
[00:08:42.220 --> 00:08:44.220]  你就知道到底什麼人
[00:08:44.220 --> 00:08:46.220]  可以來到上帝的面前
[00:08:46.220 --> 00:08:48.220]  就像詩篇第24篇
[00:08:48.220 --> 00:08:50.220]  誰能登上王的山
[00:08:50.220 --> 00:08:52.220]  誰能到上帝面前敬拜他
[00:08:52.220 --> 00:08:54.220]  到聖殿去敬拜他
[00:08:54.220 --> 00:08:56.220]  就是這個人
[00:08:56.220 --> 00:08:58.220]  就是ashrey haish
[00:08:58.220 --> 00:09:02.220]  ashelo halak等等
[00:09:02.220 --> 00:09:06.220]  所以第一篇就像打開門
[00:09:06.220 --> 00:09:08.220]  告訴我們什麼人
[00:09:08.220 --> 00:09:10.220]  才能來到神的面前
[00:09:10.220 --> 00:09:12.220]  第一篇一向在解經歷史
[00:09:12.220 --> 00:09:14.220]  或者在教會歷史
[00:09:14.220 --> 00:09:16.220]  都是很重要的
[00:09:16.220 --> 00:09:18.220]  因為第一篇和第二篇
[00:09:18.220 --> 00:09:22.220]  其實在某些抄本的傳統裡面
[00:09:22.220 --> 00:09:24.220]  其實是放在一起的
[00:09:24.220 --> 00:09:26.220]  第一篇和第二篇一起
[00:09:26.220 --> 00:09:30.220]  所以第一篇就像一個大門口
[00:09:30.220 --> 00:09:34.220]  邀請一個人進來上帝的聖殿
[00:09:34.220 --> 00:09:36.220]  之前他需要想一想
[00:09:36.220 --> 00:09:38.220]  到底誰能夠去敬拜他
[00:09:38.220 --> 00:09:44.220]  這個抄本是一個中世紀的拉丁抄本
[00:09:44.220 --> 00:09:46.220]  很出名的
[00:09:46.220 --> 00:09:48.220]  13、14世紀
[00:09:48.220 --> 00:09:50.220]  主後13、14世紀
[00:09:50.220 --> 00:09:56.220]  你看到在抄本的詩篇的時候
[00:09:56.220 --> 00:10:02.220]  第一篇是用紅色墨水去抄的
[00:10:02.220 --> 00:10:06.220]  這個墨水是用紅色墨水去抄的
[00:10:06.220 --> 00:10:13.220]  這個抄本的開頭
[00:10:13.220 --> 00:10:17.220]  你有沒有看到拉丁文的幼福字
[00:10:17.220 --> 00:10:20.220]  一個大的B字
[00:10:20.220 --> 00:10:26.220]  當時這些字母會有一些裝飾
[00:10:26.220 --> 00:10:28.220]  特別的裝飾給他
[00:10:28.220 --> 00:10:30.220]  第一個就是B
[00:10:30.220 --> 00:10:34.220]  然後有一個大衛在彈琴
[00:10:34.220 --> 00:10:41.220]  然後有EATUS等等的字眼
[00:10:41.220 --> 00:10:50.220]  Bietus 幼福的人
[00:10:50.220 --> 00:10:52.220]  然後他就繼續抄下去
[00:10:52.220 --> 00:10:55.220]  用意想說出的就是
[00:10:55.220 --> 00:10:58.220]  詩篇第一篇是一個很重要的一篇詩篇
[00:10:58.220 --> 00:11:00.220]  其他的都不會像這樣抄
[00:11:00.220 --> 00:11:02.220]  第一篇他就故意這樣抄
[00:11:02.220 --> 00:11:06.220]  證明他掌握到第一篇想做些什麼
[00:11:06.220 --> 00:11:14.220]  第一篇是整個詩集的介紹
[00:11:14.220 --> 00:11:18.220]  等於我們看書的時候開始有序言
[00:11:18.220 --> 00:11:20.220]  序言很多時候我們不看的
[00:11:20.220 --> 00:11:22.220]  序言就是告訴你作者想說些什麼
[00:11:22.220 --> 00:11:25.220]  作者最主要的目的是什麼
[00:11:25.220 --> 00:11:28.220]  所以就好像preface introduction
[00:11:28.220 --> 00:11:31.220]  詩篇第一篇我們都很熟悉
[00:11:31.220 --> 00:11:34.220]  其實是屬於某一種的詩篇
[00:11:34.220 --> 00:11:36.220]  這裡我有一個簡圖
[00:11:36.220 --> 00:11:39.220]  就是將150篇的詩篇
[00:11:39.220 --> 00:11:43.220]  就是他的number 他的數字列出來
[00:11:43.220 --> 00:11:45.220]  然後按照不同的顏色
[00:11:45.220 --> 00:11:49.220]  或者不同的數目
[00:11:49.220 --> 00:11:54.220]  我們就將他group在一起
[00:11:54.220 --> 00:11:56.220]  將他組別在一起
[00:11:56.220 --> 00:11:58.220]  你看到不同的顏色就代表
[00:11:58.220 --> 00:12:02.220]  不同的genre 不同的題材
[00:12:02.220 --> 00:12:04.220]  詩篇有不同的題材
[00:12:04.220 --> 00:12:06.220]  藍色的就是哀歌
[00:12:06.220 --> 00:12:10.220]  這些25篇 第9篇 第3篇等等
[00:12:10.220 --> 00:12:12.220]  很多都是開頭有的
[00:12:12.220 --> 00:12:14.220]  這些都是叫做lament
[00:12:14.220 --> 00:12:16.220]  lament就是一個格式
[00:12:16.220 --> 00:12:19.220]  總是這樣開始的
[00:12:19.220 --> 00:12:22.220]  我們就知道他是一個哀歌
[00:12:22.220 --> 00:12:23.220]  然後就有贊美詩
[00:12:23.220 --> 00:12:27.220]  贊美詩也有他自己的典型格式
[00:12:27.220 --> 00:12:29.220]  有所謂的信心詩
[00:12:29.220 --> 00:12:31.220]  Trust, Song of Trust
[00:12:31.220 --> 00:12:35.220]  這些就是91篇 63篇等等
[00:12:35.220 --> 00:12:39.220]  君王詩篇就是89篇 第2篇
[00:12:39.220 --> 00:12:41.220]  第一篇 第二篇 你記得
[00:12:41.220 --> 00:12:44.220]  登基的詩篇
[00:12:44.220 --> 00:12:47.220]  就是慶祝大位的君王
[00:12:47.220 --> 00:12:49.220]  或者皇朝的君王
[00:12:49.220 --> 00:12:52.220]  他能夠登基作王 代表上作王
[00:12:52.220 --> 00:12:54.220]  這種royal songs
[00:12:54.220 --> 00:12:57.220]  然後在這邊有敬拜
[00:12:57.220 --> 00:12:59.220]  敬拜和贊美差不多
[00:12:59.220 --> 00:13:03.220]  不過有時候有多了一些元素
[00:13:03.220 --> 00:13:06.220]  可能會解釋清楚所謂的呼召
[00:13:06.220 --> 00:13:08.220]  敬拜的呼召
[00:13:08.220 --> 00:13:09.220]  call to worship
[00:13:09.220 --> 00:13:11.220]  那個原因是什麼
[00:13:11.220 --> 00:13:13.220]  你要敬拜神 因為什麼
[00:13:13.220 --> 00:13:15.220]  因為神的恩典很大
[00:13:15.220 --> 00:13:18.220]  神的命是大的等等
[00:13:18.220 --> 00:13:20.220]  有個恩惠在那裡
[00:13:20.220 --> 00:13:23.220]  但是有相似的地方
[00:13:23.220 --> 00:13:25.220]  然後感恩
[00:13:25.220 --> 00:13:28.220]  感恩就是私人感受過 經歷過上帝
[00:13:28.220 --> 00:13:32.220]  然後回頭去多謝上帝
[00:13:32.220 --> 00:13:36.220]  然後中間這裡就是所謂的Wisdom Songs
[00:13:36.220 --> 00:13:39.220]  就是這些智慧的詩篇
[00:13:39.220 --> 00:13:41.220]  119篇就是其中一個
[00:13:41.220 --> 00:13:43.220]  有時候叫做Torah Songs
[00:13:43.220 --> 00:13:46.220]  就是托拉詩篇
[00:13:46.220 --> 00:13:48.220]  專門講述上帝的道
[00:13:48.220 --> 00:13:51.220]  上帝的律法的奇妙
[00:13:51.220 --> 00:13:53.220]  19篇我們要記得
[00:13:53.220 --> 00:13:55.220]  第一篇就是這裡
[00:13:55.220 --> 00:13:58.220]  算是一種叫做Wisdom Songs
[00:13:58.220 --> 00:14:03.220]  Wisdom Songs有什麼特色呢
[00:14:03.220 --> 00:14:06.220]  彭真講到Wisdom 智慧的時候
[00:14:06.220 --> 00:14:08.220]  永遠都是two ways
[00:14:08.220 --> 00:14:10.220]  就是他在你面前放了
[00:14:10.220 --> 00:14:12.220]  只有兩個選項
[00:14:12.220 --> 00:14:14.220]  一是生命的道
[00:14:14.220 --> 00:14:16.220]  一是死亡的道
[00:14:16.220 --> 00:14:19.220]  一是通往上帝的道
[00:14:19.220 --> 00:14:21.220]  一是遠離上帝的道
[00:14:21.220 --> 00:14:23.220]  Only two ways
[00:14:23.220 --> 00:14:25.220]  就是逼你去選擇 逼你去選擇
[00:14:25.220 --> 00:14:27.220]  在你面前只有一個分岔路
[00:14:27.220 --> 00:14:28.220]  左和右
[00:14:28.220 --> 00:14:30.220]  到底你要走哪一邊呢
[00:14:30.220 --> 00:14:33.220]  這些Wisdom Songs 智慧詩篇
[00:14:33.220 --> 00:14:35.220]  很多時候就是想做這件事
[00:14:35.220 --> 00:14:37.220]  去教導我們 去勸服我們
[00:14:37.220 --> 00:14:39.220]  要去走上帝的道
[00:14:39.220 --> 00:14:43.220]  詩篇第一篇就有這樣的特色
[00:14:43.220 --> 00:14:46.220]  只是two ways
[00:14:46.220 --> 00:14:49.220]  一是上帝的道
[00:14:49.220 --> 00:14:51.220]  一是惡人的道
[00:14:51.220 --> 00:14:53.220]  就沒有選擇了
[00:14:53.220 --> 00:14:55.220]  沒有其他中間線去選擇
[00:14:55.220 --> 00:14:58.220]  所以詩篇第一篇可以算是一個Wisdom Songs
[00:14:58.220 --> 00:15:00.220]  By the way
[00:15:00.220 --> 00:15:04.220]  詩篇詩集150篇
[00:15:04.220 --> 00:15:06.220]  有五本書
[00:15:06.220 --> 00:15:08.220]  有五卷的
[00:15:08.220 --> 00:15:11.220]  1至41 42至89
[00:15:11.220 --> 00:15:13.220]  就完了卷三
[00:15:13.220 --> 00:15:15.220]  90開始就卷四
[00:15:15.220 --> 00:15:17.220]  到最後等等
[00:15:17.220 --> 00:15:21.220]  每逢卷一和卷二
[00:15:21.220 --> 00:15:24.220]  每卷中間的銜接地方
[00:15:24.220 --> 00:15:27.220]  很多時候就有Wisdom Songs
[00:15:27.220 --> 00:15:29.220]  如果你回去查一下
[00:15:29.220 --> 00:15:30.220]  即管回去查一下
[00:15:30.220 --> 00:15:31.220]  一是就是Wisdom Songs
[00:15:31.220 --> 00:15:33.220]  一是就是君王的詩篇
[00:15:33.220 --> 00:15:37.220]  所以就好像讓我們看到最後的編者
[00:15:37.220 --> 00:15:40.220]  將那些讚美詩編在一起
[00:15:40.220 --> 00:15:43.220]  譬如有些人將小敏的詩歌
[00:15:43.220 --> 00:15:45.220]  集在一起
[00:15:45.220 --> 00:15:50.220]  他就別有用心地將不同類型的詩歌放在一起
[00:15:50.220 --> 00:15:53.220]  可能很多時候是要一起看的
[00:15:53.220 --> 00:15:55.220]  看完一篇不單止要看那一篇
[00:15:55.220 --> 00:15:57.220]  要看前後
[00:15:57.220 --> 00:15:59.220]  有時候是有互相呼應的
[00:15:59.220 --> 00:16:01.220]  一張第二節
[00:16:01.220 --> 00:16:14.220]  (粵語)
[00:16:14.220 --> 00:16:16.220]  (粵語)
[00:16:16.220 --> 00:16:17.220]  就是合在一起
[00:16:17.220 --> 00:16:18.220]  可以有一種Contrast
[00:16:18.220 --> 00:16:21.220]  一種對立
[00:16:21.220 --> 00:16:22.220]  對立是什麼呢
[00:16:22.220 --> 00:16:24.220]  上面說什麼呢
[00:16:24.220 --> 00:16:27.220]  不從我人的計謀
[00:16:27.220 --> 00:16:29.220]  不暫罪人的道路
[00:16:29.220 --> 00:16:31.220]  不坐涉萬人的座位
[00:16:31.220 --> 00:16:33.220]  但是他做什麼呢
[00:16:33.220 --> 00:16:35.220]  除了不不不之外
[00:16:35.220 --> 00:16:37.220]  不做那些事
[00:16:37.220 --> 00:16:38.220]  不參與
[00:16:38.220 --> 00:16:40.220]  不去跟他們打交道
[00:16:40.220 --> 00:16:43.220]  (粵語)
[00:16:43.220 --> 00:16:49.220]  這個就好像剛才寫了一個Bate這個字
[00:16:49.220 --> 00:16:51.220]  (粵語)
[00:16:51.220 --> 00:16:54.220]  現在就不是In the way
[00:16:54.220 --> 00:16:56.220]  就是In the Torah
[00:16:56.220 --> 00:16:58.220]  (粵語)
[00:16:58.220 --> 00:17:00.220]  他的Passion
[00:17:00.220 --> 00:17:02.220]  他的Desire
[00:17:02.220 --> 00:17:04.220]  他最喜愛的東西
[00:17:04.220 --> 00:17:06.220]  令他最快樂最滿足的東西
[00:17:06.220 --> 00:17:08.220]  是Beth Torah Adonai
[00:17:08.220 --> 00:17:11.220]  就是耶和華的律法
[00:17:11.220 --> 00:17:13.220]  還有什麼呢
[00:17:13.220 --> 00:17:15.220]  在他的律法裡面
[00:17:15.220 --> 00:17:18.220]  (粵語)
[00:17:18.220 --> 00:17:21.220]  加了兩個字都是同一樣
[00:17:21.220 --> 00:17:22.220]  加了什麼呢
[00:17:22.220 --> 00:17:24.220]  後面一個叫做
[00:17:24.220 --> 00:17:28.220]  Third Person Masculine Singular
[00:17:28.220 --> 00:17:30.220]  的Suffix
[00:17:30.220 --> 00:17:32.220]  字尾 His
[00:17:32.220 --> 00:17:34.220]  加了His 加了一棟
[00:17:34.220 --> 00:17:36.220]  (粵語)
[00:17:36.220 --> 00:17:40.220]  (粵語)
[00:17:40.220 --> 00:17:42.220]  就是Meditate
[00:17:42.220 --> 00:17:44.220]  思想
[00:17:44.220 --> 00:17:46.220]  很多時候Meditate的意思
[00:17:46.220 --> 00:17:50.220]  不是我們沉默地在想的意思
[00:17:50.220 --> 00:17:52.220]  在當時
[00:17:52.220 --> 00:17:54.220]  (粵語)
[00:17:54.220 --> 00:17:58.220]  其實就好像今天那些
[00:17:58.220 --> 00:18:00.220]  如果你有去以色列
[00:18:00.220 --> 00:18:02.220]  去西場
[00:18:02.220 --> 00:18:06.220]  西場是一個露天的會堂
[00:18:06.220 --> 00:18:08.220]  所謂的哭場
[00:18:08.220 --> 00:18:10.220]  現在不叫哭場了
[00:18:10.220 --> 00:18:12.220]  叫西場 Western Wall
[00:18:12.220 --> 00:18:14.220]  那些猶太人穿黑白衣的
[00:18:14.220 --> 00:18:17.220]  正統的猶太人
[00:18:17.220 --> 00:18:21.220]  他們的頭髮會動來動去
[00:18:21.220 --> 00:18:25.220]  其實傳說就是說
[00:18:25.220 --> 00:18:27.220]  以往他們一提到
[00:18:27.220 --> 00:18:29.220]  (粵語)
[00:18:29.220 --> 00:18:31.220]  (粵語)
[00:18:31.220 --> 00:18:33.220]  (粵語)
[00:18:33.220 --> 00:18:35.220]  (粵語)
[00:18:35.220 --> 00:18:37.220]  因為他們不會讀(粵語)
[00:18:37.220 --> 00:18:39.220]  因為上帝的名字是不能讀出來的
[00:18:39.220 --> 00:18:41.220]  所以我們就用主的名字(粵語)
[00:18:41.220 --> 00:18:43.220]  每逢他們讀到神的名字的時候
[00:18:43.220 --> 00:18:45.220]  他們就會鞠躬
[00:18:45.220 --> 00:18:49.280]  但他們每逢去讀經 去祈禱的時候 都會發聲
[00:18:49.280 --> 00:18:54.380]  自己任人做 自語這樣 默默自語這樣
[00:18:54.380 --> 00:19:01.140]  所以meditate就是這個意思 一直說 一直說 不斷的去meditate
[00:19:01.140 --> 00:19:04.680]  meditate的習慣是怎樣
[00:19:04.680 --> 00:19:14.060]  Your mom dates by day or daily for Lila day and night by day and by night
[00:19:14.060 --> 00:19:16.980]  我們也叫做晝夜思想
[00:19:16.980 --> 00:19:21.220]  不是每分鐘都在做這件事 而是習慣地
[00:19:21.220 --> 00:19:25.620]  打不掉的習慣 不斷地做
[00:19:25.620 --> 00:19:29.920]  Your mom for Lila
[00:19:29.920 --> 00:19:35.080]  這是一篇第二節
[00:19:35.080 --> 00:19:41.120]  然後繼續說下去 說到有福的人到底是怎樣
