
[00:00:00.000 --> 00:00:01.660]  主,我們在祈禱當中
[00:01:29.800 --> 00:01:31.800]  遇見很多不同的難處
[00:01:31.800 --> 00:01:34.800]  很多未知之數
[00:01:34.800 --> 00:01:36.800]  主,幫助我們
[00:01:36.800 --> 00:01:38.800]  不單止是去憂慮
[00:01:38.800 --> 00:01:42.800]  而是我們願意去到祢面前
[00:01:42.800 --> 00:01:44.800]  求祢來帶領我們
[00:01:44.800 --> 00:01:47.800]  主,讓這個教會我們同心合意的
[00:01:47.800 --> 00:01:49.800]  來一起建築
[00:01:49.800 --> 00:01:51.800]  不用這麼多人來認識
[00:01:51.800 --> 00:01:55.800]  我們為下個星期會搬進來的
[00:01:55.800 --> 00:01:56.800]  Park Community Church
[00:01:56.800 --> 00:01:58.800]  為這個教會我們要感恩
[00:01:58.800 --> 00:02:01.800]  因為在芝加哥
[00:02:01.800 --> 00:02:03.800]  這個Park Community Church
[00:02:03.800 --> 00:02:05.800]  做走了很多
[00:02:05.800 --> 00:02:06.800]  祝福了很多
[00:02:06.800 --> 00:02:08.800]  主,他們Bridgeport的Campus
[00:02:08.800 --> 00:02:10.800]  來到這裡的時候
[00:02:10.800 --> 00:02:11.800]  主,我們也繼續祈禱
[00:02:11.800 --> 00:02:13.800]  祝福我們兩邊的教會
[00:02:13.800 --> 00:02:15.800]  讓我們能夠同心合意的
[00:02:15.800 --> 00:02:17.800]  在你們的恩典當中來成長
[00:02:17.800 --> 00:02:20.800]  讓我們盡力的去洗人
[00:02:20.800 --> 00:02:21.800]  來去歸住
[00:02:21.800 --> 00:02:23.800]  盡力的洗教會
[00:02:23.800 --> 00:02:25.800]  能夠在你們的道上
[00:02:25.800 --> 00:02:26.800]  能夠在你們的道上成長
[00:02:26.800 --> 00:02:28.800]  主,叫我們教會
[00:02:28.800 --> 00:02:30.800]  站立在地上的這個地方
[00:02:30.800 --> 00:02:31.800]  我們是代表你的
[00:02:31.800 --> 00:02:34.800]  我們不是一些很抽離的一班人
[00:02:34.800 --> 00:02:36.800]  我們為了世界上任何的苦難
[00:02:36.800 --> 00:02:38.800]  我們都會連向你們呼求
[00:02:38.800 --> 00:02:41.800]  我們為了剛剛在印度尼西亞
[00:02:41.800 --> 00:02:43.800]  印尼的海嘯
[00:02:43.800 --> 00:02:45.800]  地震、海嘯
[00:02:45.800 --> 00:02:47.800]  死亡傷的人數
[00:02:47.800 --> 00:02:49.800]  數以百計千計
[00:02:49.800 --> 00:02:51.800]  主,我們求你憐憫這個地方
[00:02:51.800 --> 00:02:53.800]  主,讓你自己的平安
[00:02:53.800 --> 00:02:55.800]  你自己的安慰
[00:02:55.800 --> 00:02:58.800]  臨到一些受苦難
[00:02:58.800 --> 00:03:03.800]  受災情影響的家庭
[00:03:03.800 --> 00:03:05.800]  主,我們為了中國大陸的教會
[00:03:05.800 --> 00:03:09.800]  被政權來迫害打壓
[00:03:09.800 --> 00:03:11.800]  有很多地下的教會
[00:03:11.800 --> 00:03:13.800]  家庭的教會
[00:03:13.800 --> 00:03:16.800]  忠於所託的不斷的來見證
[00:03:16.800 --> 00:03:18.800]  但是被封殘
[00:03:18.800 --> 00:03:20.800]  傳道人可能會失蹤
[00:03:20.800 --> 00:03:24.800]  主,我們求你親自來保守你的義
[00:03:24.800 --> 00:03:26.800]  在這個土地當中
[00:03:26.800 --> 00:03:30.800]  他們繼續來見證你
[00:03:30.800 --> 00:03:35.800]  主,我們求你親自來讓各地的教會
[00:03:35.800 --> 00:03:37.800]  在這個時代
[00:03:37.800 --> 00:03:39.800]  我們無論哪一個崗位
[00:03:39.800 --> 00:03:43.800]  盡心竭力的來為你作見證
[00:03:43.800 --> 00:03:45.800]  繼續讓我們聽你的道
[00:03:45.800 --> 00:03:47.800]  聽你的說話
[00:03:47.800 --> 00:03:49.800]  讓你的說話來挑戰
[00:03:49.800 --> 00:03:51.800]  來提醒我們
[00:03:51.800 --> 00:03:53.800]  我們感激到,奉主名
[00:03:53.800 --> 00:03:55.800]  我們由年頭開始
[00:03:55.800 --> 00:03:58.800]  到現在我們有12個系列
[00:03:58.800 --> 00:04:01.800]  每月一次
[00:04:01.800 --> 00:04:03.800]  上次我們說到
[00:04:03.800 --> 00:04:05.800]  剛剛上星期
[00:04:05.800 --> 00:04:07.800]  領導侍工
[00:04:07.800 --> 00:04:09.800]  我們希望在上帝的恩典中
[00:04:09.800 --> 00:04:11.800]  我們長進成為領袖
[00:04:11.800 --> 00:04:14.800]  成為一個領袖
[00:04:14.800 --> 00:04:16.800]  這次去到尾二
[00:04:16.800 --> 00:04:18.800]  就是核心領袖
[00:04:18.800 --> 00:04:23.800]  這就是我們剛剛開始了選舉的季節
[00:04:23.800 --> 00:04:25.800]  我們希望鼓勵弟兄姊妹
[00:04:25.800 --> 00:04:27.800]  我們儘管踏上來
[00:04:27.800 --> 00:04:29.800]  來做一個領袖
[00:04:29.800 --> 00:04:31.800]  甚至是一個教會的領袖
[00:04:31.800 --> 00:04:33.800]  侍奉和做一個領袖
[00:04:33.800 --> 00:04:35.800]  是一個很好的經歷
[00:04:35.800 --> 00:04:37.800]  上帝在我們侍奉當中
[00:04:37.800 --> 00:04:41.800]  去鋪排我們一些弱點
[00:04:41.800 --> 00:04:44.800]  一些盲點
[00:04:44.800 --> 00:04:46.800]  弟兄姊妹我們同心一切來侍奉的時候
[00:04:46.800 --> 00:04:48.800]  我們生命裡面能夠成長
[00:04:48.800 --> 00:04:52.800]  所以我們能夠在我們生命裡面
[00:04:52.800 --> 00:04:55.800]  繼續去成長
[00:04:55.800 --> 00:04:58.800]  我們需要去挑戰我們自己
[00:04:58.800 --> 00:05:00.800]  所以這次尾二
[00:05:00.800 --> 00:05:02.800]  我們說到怎樣做一個領導
[00:05:02.800 --> 00:05:06.800]  怎樣做一個在教會裡面
[00:05:06.800 --> 00:05:08.800]  核心去帶領
[00:05:08.800 --> 00:05:11.800]  好像我們中間由開始到現在
[00:05:11.800 --> 00:05:13.800]  差不多三年了
[00:05:13.800 --> 00:05:15.800]  有很多的call的members
[00:05:15.800 --> 00:05:17.800]  和我們一起來同工
[00:05:17.800 --> 00:05:20.800]  以致我們繼續去發展我們的教會
[00:05:20.800 --> 00:05:22.800]  這是一個很好的經歷
[00:05:22.800 --> 00:05:24.800]  我們上個星期開始
[00:05:24.800 --> 00:05:26.800]  最好是怎樣說呢
[00:05:26.800 --> 00:05:29.800]  就是找一個聖經裡面的所謂領袖
[00:05:29.800 --> 00:05:30.800]  一個英雄
[00:05:30.800 --> 00:05:32.800]  讓他在生命裡面的領袖時刻
[00:05:32.800 --> 00:05:34.800]  他被上帝呼召
[00:05:34.800 --> 00:05:36.800]  或者他自己踏上去侍奉的時候
[00:05:36.800 --> 00:05:40.800]  他在那個時刻有什麼讓我們學習到的功課
[00:05:40.800 --> 00:05:43.800]  上個星期開始我們看摩西這個人
[00:05:43.800 --> 00:05:44.800]  我們說摩西
[00:05:44.800 --> 00:05:48.800]  由聖經第一章到最後那章
[00:05:48.800 --> 00:05:50.800]  沒有什麼人可以跟他比較
[00:05:50.800 --> 00:05:52.800]  他是一個很重要的領袖
[00:05:52.800 --> 00:05:55.800]  一個被上帝用的人
[00:05:55.800 --> 00:05:57.800]  所以我們用摩西
[00:05:57.800 --> 00:06:00.800]  用摩西另一個領袖的時刻
[00:06:00.800 --> 00:06:03.800]  上一次我們說他是一個很有責任感的人
[00:06:03.800 --> 00:06:06.800]  他那些路見不平不都相助
[00:06:06.800 --> 00:06:08.800]  那種的人
[00:06:08.800 --> 00:06:10.800]  上帝呼召他
[00:06:10.800 --> 00:06:12.800]  他成為一個侍奉主的人
[00:06:12.800 --> 00:06:15.800]  今天我們再看摩西另一個
[00:06:15.800 --> 00:06:17.800]  在他侍奉的生命裡面
[00:06:17.800 --> 00:06:20.800]  另一個所謂leadership的moment
[00:06:20.800 --> 00:06:22.800]  我們重溫一下
[00:06:22.800 --> 00:06:24.800]  到底摩西的人生是怎樣的
[00:06:24.800 --> 00:06:27.800]  摩西的人生大概是一個
[00:06:27.800 --> 00:06:29.800]  整天去到
[00:06:29.800 --> 00:06:31.800]  你感覺上
[00:06:31.800 --> 00:06:34.800]  好像經過很多冤枉路的人
[00:06:34.800 --> 00:06:36.800]  很多detour
[00:06:36.800 --> 00:06:38.800]  我不知道你有沒有想過
[00:06:38.800 --> 00:06:40.800]  其實聖經裡面有很多人物
[00:06:40.800 --> 00:06:42.800]  跟我們人生現在處境
[00:06:42.800 --> 00:06:45.800]  我們有的經歷其實都有點像
[00:06:45.800 --> 00:06:47.800]  很多的detour
[00:06:47.800 --> 00:06:49.800]  好像經過很多冤枉路
[00:06:49.800 --> 00:06:51.800]  或者很多阻滯的路
[00:06:51.800 --> 00:06:55.800]  我們重溫一下摩西頭三分二的人生
[00:06:55.800 --> 00:06:58.800]  用地圖來看就很清楚了
[00:06:58.800 --> 00:07:00.800]  上一本書就是加拿大
[00:07:00.800 --> 00:07:02.800]  就是現在的以色列巴勒斯坦
[00:07:02.800 --> 00:07:05.800]  最後的時候交代什麼呢
[00:07:05.800 --> 00:07:09.800]  他說阿布拉罕爾什的後裔
[00:07:09.800 --> 00:07:11.800]  帶走了一個很大的家族
[00:07:11.800 --> 00:07:14.800]  他們因為那裡有饑荒
[00:07:14.800 --> 00:07:15.800]  不夠雨水
[00:07:15.800 --> 00:07:16.800]  不夠出產
[00:07:16.800 --> 00:07:19.800]  他們就去埃及避難
[00:07:19.800 --> 00:07:23.800]  所以就住在了埃及的尼羅河三角洲
[00:07:23.800 --> 00:07:26.800]  當時是埃及帝國的一段時間
[00:07:26.800 --> 00:07:30.800]  歡迎這些人在那裡居住
[00:07:30.800 --> 00:07:35.800]  所以這個所謂摩西的祖宗
[00:07:35.800 --> 00:07:36.800]  希伯來人
[00:07:36.800 --> 00:07:41.800]  大部分都搬到了埃及的地方
[00:07:41.800 --> 00:07:42.800]  他們去避難
[00:07:42.800 --> 00:07:44.800]  上一次我們知道摩西
[00:07:44.800 --> 00:07:48.800]  就是其中一個以色列人的孩子
[00:07:48.800 --> 00:07:51.800]  他是希伯來人家庭裡的一個兒子
[00:07:51.800 --> 00:07:55.800]  因為法路來打壓那些以色列人
[00:07:55.800 --> 00:07:57.800]  殺了很多這些孩子
[00:07:57.800 --> 00:08:00.800]  他是所謂的死刑種
[00:08:00.800 --> 00:08:08.800]  我們知道他被一個埃及的公主收養了
[00:08:08.800 --> 00:08:10.800]  救了他
[00:08:10.800 --> 00:08:14.800]  這個死刑種應該是在埃及皇宮長大的
[00:08:14.800 --> 00:08:16.800]  以前的習慣就是這樣
[00:08:16.800 --> 00:08:20.800]  埃及帝國會抓很多外族的人
[00:08:20.800 --> 00:08:23.800]  收留他們進來皇宮
[00:08:23.800 --> 00:08:28.800]  然後再跟他們重新教育
[00:08:28.800 --> 00:08:30.800]  然後派他們回去
[00:08:30.800 --> 00:08:31.800]  如果他們守加南
[00:08:31.800 --> 00:08:34.800]  就派他們去加南不同的城邦
[00:08:34.800 --> 00:08:36.800]  幫埃及做事
[00:08:36.800 --> 00:08:38.800]  以致發展埃及的土地
[00:08:38.800 --> 00:08:44.800]  摩西似乎就是這個時代的背景
[00:08:44.800 --> 00:08:47.800]  上次我們說到他在皇宮出來
[00:08:47.800 --> 00:08:52.800]  他看到自己的同胞弟兄希伯來人被欺壓的時候
[00:08:52.800 --> 00:08:54.800]  他終於受不了
[00:08:54.800 --> 00:08:57.800]  他就殺了一個埃及的管公
[00:08:57.800 --> 00:09:00.800]  然後法路發現了之後
[00:09:00.800 --> 00:09:02.800]  就去追殺他
[00:09:02.800 --> 00:09:04.800]  所以他就逃走
[00:09:04.800 --> 00:09:09.800]  去了一個地方叫做米田
[00:09:09.800 --> 00:09:11.800]  米田就是現在地圖右邊
[00:09:11.800 --> 00:09:14.800]  就是現在北面的沙地阿拉伯的地方
[00:09:14.800 --> 00:09:16.800]  是一些游牧民族
[00:09:16.800 --> 00:09:19.800]  在那裡被難平之後
[00:09:19.800 --> 00:09:21.800]  移民到那裡
[00:09:21.800 --> 00:09:23.800]  跟當地的一個祭師
[00:09:23.800 --> 00:09:25.800]  叫做葉剔娥
[00:09:25.800 --> 00:09:27.800]  在那裡暫居
[00:09:27.800 --> 00:09:29.800]  寄人籬下
[00:09:29.800 --> 00:09:31.800]  因為幫過他的女兒
[00:09:31.800 --> 00:09:33.800]  連女兒也給了他
[00:09:33.800 --> 00:09:35.800]  在那裡結婚生小孩
[00:09:35.800 --> 00:09:37.800]  在那裡流離失所
[00:09:37.800 --> 00:09:39.800]  有幾十年的時間
[00:09:39.800 --> 00:09:41.800]  結果有一次
[00:09:41.800 --> 00:09:48.800]  摩西帶著他的羊去牧羊
[00:09:48.800 --> 00:09:50.800]  去到西乃的曠野
[00:09:50.800 --> 00:09:52.800]  近西乃山這個地方
[00:09:52.800 --> 00:09:54.800]  Mount Sinai
[00:09:54.800 --> 00:09:56.800]  一個地方三角形的樹
[00:09:56.800 --> 00:10:00.800]  他就見到上帝跟他顯現
[00:10:00.800 --> 00:10:02.800]  上帝呼召他
[00:10:02.800 --> 00:10:03.800]  他說是時候了
[00:10:03.800 --> 00:10:05.800]  現在我要去拯救我的子民
[00:10:05.800 --> 00:10:06.800]  我的百姓
[00:10:06.800 --> 00:10:08.800]  他們還在埃及受苦
[00:10:08.800 --> 00:10:10.800]  就要派摩西回去
[00:10:10.800 --> 00:10:12.800]  糾纏了很久
[00:10:12.800 --> 00:10:16.800]  摩西最終面對自己的過去
[00:10:16.800 --> 00:10:20.800]  然後他順應這個呼召
[00:10:20.800 --> 00:10:22.800]  他就回到埃及
[00:10:22.800 --> 00:10:24.800]  跟法老對抗
[00:10:24.800 --> 00:10:26.800]  大家知道了
[00:10:26.800 --> 00:10:28.800]  有很多的
[00:10:28.800 --> 00:10:32.800]  十災
[00:10:32.800 --> 00:10:34.800]  過紅海
[00:10:34.800 --> 00:10:37.800]  他們經歷過曠野
[00:10:37.800 --> 00:10:40.800]  摩西就帶著以色列人
[00:10:40.800 --> 00:10:43.800]  差不多去到西乃山
[00:10:43.800 --> 00:10:44.800]  發生什麼事呢?
[00:10:44.800 --> 00:10:46.800]  有一群外族的游牧民族
[00:10:46.800 --> 00:10:48.800]  叫做Amalekites
[00:10:48.800 --> 00:10:50.800]  叫做阿瑪力人
[00:10:50.800 --> 00:10:53.800]  他想去偷襲這些以色列人
[00:10:53.800 --> 00:10:56.800]  然後有一場仗打了
[00:10:56.800 --> 00:10:58.800]  如果大家記得的話
[00:10:58.800 --> 00:11:00.800]  神有一個名號
[00:11:00.800 --> 00:11:02.800]  叫利西
[00:11:02.800 --> 00:11:04.800]  他得勝了
[00:11:04.800 --> 00:11:07.800]  快要去到西乃山
[00:11:07.800 --> 00:11:10.800]  要去領受上帝的約和律法的時候
[00:11:10.800 --> 00:11:13.800]  就是這個故事發生的時候
[00:11:13.800 --> 00:11:15.800]  看到這麼多箭咀
[00:11:15.800 --> 00:11:19.800]  摩西的人生
[00:11:19.800 --> 00:11:22.800]  雖然他在空間上
[00:11:22.800 --> 00:11:23.800]  他真的走來走去
[00:11:23.800 --> 00:11:25.800]  但其實好像
[00:11:25.800 --> 00:11:28.800]  反映我們自己現在所經歷的人生
[00:11:28.800 --> 00:11:29.800]  都一樣
[00:11:29.800 --> 00:11:31.800]  我們不一定是到處走
[00:11:31.800 --> 00:11:33.800]  或者我們其實也是
[00:11:33.800 --> 00:11:35.800]  離開了家鄉
[00:11:35.800 --> 00:11:37.800]  走了很多冤枉路
[00:11:37.800 --> 00:11:39.800]  但很多時候上帝就是
[00:11:39.800 --> 00:11:41.800]  要我們離開我們自己的地方
[00:11:41.800 --> 00:11:43.800]  我們的崗位
[00:11:43.800 --> 00:11:46.800]  其實是有比我們更好的計劃
[00:11:46.800 --> 00:11:48.800]  摩西也是一樣
[00:11:48.800 --> 00:11:50.800]  去到這裡
[00:11:50.800 --> 00:11:52.800]  快要去到西乃山了
[00:11:52.800 --> 00:11:54.800]  就有一個這樣的領導性的故事
[00:11:54.800 --> 00:11:56.800]  就發生了
[00:11:56.800 --> 00:11:58.800]  十八章第一節
[00:11:58.800 --> 00:11:59.800]  那裡發生什麼事呢?
[00:11:59.800 --> 00:12:01.800]  那裡說摩西的岳父出現了
[00:12:01.800 --> 00:12:03.800]  岳父來的
[00:12:03.800 --> 00:12:05.800]  為什麼說岳父嫁到那麼奇怪呢?
[00:12:05.800 --> 00:12:09.800]  他說米殿的祭司葉提羅
[00:12:09.800 --> 00:12:13.800]  聽見神為摩西和神的百姓
[00:12:13.800 --> 00:12:15.800]  以色列所行的一切事
[00:12:15.800 --> 00:12:19.800]  就帶著摩西的妻子西波拉
[00:12:19.800 --> 00:12:21.800]  就是摩西從此打發了回去
[00:12:21.800 --> 00:12:23.800]  不知道他什麼時候打發
[00:12:23.800 --> 00:12:25.800]  可能剛剛過完紅海打發了
[00:12:25.800 --> 00:12:29.800]  又帶著西波拉的兩個兒子
[00:12:29.800 --> 00:12:31.800]  來到神的山
[00:12:31.800 --> 00:12:32.800]  第七節
[00:12:32.800 --> 00:12:34.800]  摩西迎接他的岳父
[00:12:34.800 --> 00:12:37.800]  向他下拜與他親嘴彼此的文案
[00:12:37.800 --> 00:12:39.800]  進了他的帳篷
[00:12:39.800 --> 00:12:41.800]  摩西就將
[00:12:41.800 --> 00:12:43.800]  耶和華為以色列人的緣故
[00:12:43.800 --> 00:12:45.800]  向法老和埃及人所行的一切事
[00:12:45.800 --> 00:12:49.800]  以及路上所遭遇的一切艱難
[00:12:49.800 --> 00:12:51.800]  並耶和華怎樣答救他們
[00:12:51.800 --> 00:12:53.800]  都述說給他的岳父聽
[00:12:53.800 --> 00:12:54.800]  跟他說故事
[00:12:54.800 --> 00:12:56.800]  葉提羅因為耶和華
[00:12:56.800 --> 00:12:59.800]  代以色列一切的好處變甚歡喜
[00:12:59.800 --> 00:13:00.800]  葉提羅說
[00:13:00.800 --> 00:13:02.800]  耶和華是應當稱頌的
[00:13:02.800 --> 00:13:05.800]  他救了你們脫離埃及人和法老
[00:13:05.800 --> 00:13:11.800]  將這百姓從埃及人的手下救出來
[00:13:11.800 --> 00:13:13.800]  我現今在埃及人
[00:13:13.800 --> 00:13:18.800]  向這百姓發狂澳的時得志
[00:13:18.800 --> 00:13:24.800]  耶和華比萬神都大
[00:13:24.800 --> 00:13:26.800]  聽完這些古錄
[00:13:26.800 --> 00:13:28.800]  出埃及、過紅海等等
[00:13:28.800 --> 00:13:30.800]  上帝怎樣救他們的子民
[00:13:30.800 --> 00:13:32.800]  這是一個很驚喜的一件事
[00:13:32.800 --> 00:13:34.800]  如果你熟悉
[00:13:34.800 --> 00:13:36.800]  舊約聖經、希伯來聖經的話
[00:13:36.800 --> 00:13:39.800]  突然有一個人說了一句這樣的說話
[00:13:39.800 --> 00:13:40.800]  還是一個外邦人
[00:13:40.800 --> 00:13:42.800]  還是一個外邦的祭司
[00:13:42.800 --> 00:13:46.800]  他說他敬拜的本身不是真神耶和華
[00:13:46.800 --> 00:13:49.800]  他說原來耶和華比萬神都大
[00:13:49.800 --> 00:13:51.800]  他只聽到這些故事
[00:13:51.800 --> 00:13:53.800]  他已經很驚訝
[00:13:53.800 --> 00:13:56.800]  他去讚歎上帝所做的事
[00:13:56.800 --> 00:14:01.800]  發現這位上帝才是真一位上帝
[00:14:01.800 --> 00:14:03.800]  這很驚訝,為什麼呢?
[00:14:03.800 --> 00:14:05.800]  因為如果你熟悉上文
[00:14:05.800 --> 00:14:06.800]  發生什麼事呢?
[00:14:06.800 --> 00:14:09.800]  你會知道那些以色列人被耶和華救出來之後
[00:14:09.800 --> 00:14:10.800]  過了紅海
[00:14:10.800 --> 00:14:12.800]  他們在曠野走了幾個月
[00:14:12.800 --> 00:14:15.800]  他們對神有什麼反應呢?
[00:14:15.800 --> 00:14:17.800]  他們說沒有水,沒有東西吃
[00:14:17.800 --> 00:14:19.800]  然後大大發怒
[00:14:19.800 --> 00:14:21.800]  不如收拾包袱回埃及吧
[00:14:21.800 --> 00:14:23.800]  埋怨摩西,埋怨上帝
[00:14:23.800 --> 00:14:26.800]  連自己的子民都不會去感恩
[00:14:26.800 --> 00:14:30.800]  但居然一個外邦的葉剔羅
[00:14:30.800 --> 00:14:32.800]  一個外邦的祭司
[00:14:32.800 --> 00:14:34.800]  他只是聽見而已
[00:14:34.800 --> 00:14:36.800]  他沒有親眼見過,沒有親眼經歷過
[00:14:36.800 --> 00:14:39.800]  他就知道這個神是一個真神
[00:14:39.800 --> 00:14:42.800]  耶和華比萬神都大
[00:14:42.800 --> 00:14:44.800]  祂才是最大的
[00:14:44.800 --> 00:14:48.800]  我相信作者是故意想將一個外邦人
[00:14:48.800 --> 00:14:50.800]  祂有一個反應
[00:14:50.800 --> 00:14:52.800]  和祂本族的希伯來人
[00:14:52.800 --> 00:14:54.800]  做一個對立
[00:14:54.800 --> 00:14:56.800]  對立什麼呢?
[00:14:56.800 --> 00:14:59.800]  就是原來一個外邦人都懂得去感恩
[00:14:59.800 --> 00:15:04.800]  一個自己信神的人
[00:15:04.800 --> 00:15:07.800]  可能很多時候我們都只是在埋怨
[00:15:07.800 --> 00:15:10.800]  上帝為什麼不給我們這樣
[00:15:10.800 --> 00:15:13.800]  我們繼續這個故事
[00:15:13.800 --> 00:15:16.800]  這個故事告訴我們
[00:15:16.800 --> 00:15:19.800]  米殿人葉剔羅
[00:15:19.800 --> 00:15:23.800]  就是零碩不同的外邦人
[00:15:23.800 --> 00:15:26.800]  聽見故事,然後他說耶和華是最大的
[00:15:26.800 --> 00:15:28.800]  跟之前的那幫外邦人
[00:15:28.800 --> 00:15:31.800]  阿瑪利人和偷襲以色列人完全不同
[00:15:31.800 --> 00:15:33.800]  更加不像自己的子民
[00:15:33.800 --> 00:15:35.800]  希伯來人
[00:15:35.800 --> 00:15:37.800]  所以他出現了
[00:15:37.800 --> 00:15:39.800]  探摩西
[00:15:39.800 --> 00:15:41.800]  我們繼續這個故事
[00:15:41.800 --> 00:15:43.800]  第十八章第十三節
[00:15:43.800 --> 00:15:46.800]  第二天,探了他之後,吃完東西了
[00:15:46.800 --> 00:15:48.800]  第二天
[00:15:48.800 --> 00:15:50.800]  摩西坐在那裡審判百姓
[00:15:50.800 --> 00:15:53.800]  百姓從早到晚都站在摩西的左右
[00:15:53.800 --> 00:15:55.800]  摩西的岳父漢建他向百姓
[00:15:55.800 --> 00:15:57.800]  所做的一切事就問他
[00:15:57.800 --> 00:15:59.800]  你向百姓做的是什麼呢?
[00:15:59.800 --> 00:16:01.800]  你為什麼獨自坐著?
[00:16:01.800 --> 00:16:02.800]  摩西對岳父說
[00:16:02.800 --> 00:16:05.800]  這是因為百姓
[00:16:05.800 --> 00:16:09.800]  到我這裡來要去求問上帝
[00:16:09.800 --> 00:16:12.800]  我便在兩座之間來施行審判
[00:16:12.800 --> 00:16:17.800]  我又叫他們知道上帝的律例和法道
[00:16:17.800 --> 00:16:19.800]  一個領袖
[00:16:19.800 --> 00:16:22.800]  他帶領著很多子民
[00:16:22.800 --> 00:16:24.800]  很多時候有很多的爭拗
[00:16:24.800 --> 00:16:26.800]  或者一些的案件
[00:16:26.800 --> 00:16:28.800]  就帶到摩西面前
[00:16:28.800 --> 00:16:30.800]  摩西做一個審判
[00:16:30.800 --> 00:16:34.800]  但從早到晚他都在那裡做審判
[00:16:34.800 --> 00:16:36.800]  岳父見到女婿這樣
[00:16:36.800 --> 00:16:39.800]  岳父會有什麼反應?
[00:16:39.800 --> 00:16:41.800]  如果你是岳父
[00:16:41.800 --> 00:16:43.800]  看到女婿這麼辛苦
[00:16:43.800 --> 00:16:45.800]  你會怎樣?
[00:16:45.800 --> 00:16:47.800]  不做
[00:16:47.800 --> 00:16:49.800]  不做,叫他不做
[00:16:49.800 --> 00:16:51.800]  他就說quit了
[00:16:51.800 --> 00:16:52.800]  摩西對岳父說
[00:16:52.800 --> 00:16:54.800]  你做的不好
[00:16:54.800 --> 00:16:56.800]  not good
[00:16:56.800 --> 00:17:00.800]  你和這些百姓都會疲憊的
[00:17:00.800 --> 00:17:01.800]  你會exhaust(累積)
[00:17:01.800 --> 00:17:03.800]  你會burn out(燒出)
[00:17:03.800 --> 00:17:04.800]  因為這件事太重了
[00:17:04.800 --> 00:17:06.800]  你獨自一個人扮你
[00:17:06.800 --> 00:17:08.800]  你知道在聖經裡面
[00:17:08.800 --> 00:17:10.800]  從頭到現在
[00:17:10.800 --> 00:17:13.800]  從第七誡到第十八章
[00:17:13.800 --> 00:17:15.800]  只出現過not good這個字
[00:17:15.800 --> 00:17:17.800]  出現過兩次
[00:17:17.800 --> 00:17:19.800]  這一次
[00:17:19.800 --> 00:17:20.800]  not good
[00:17:20.800 --> 00:17:22.800]  你一個人not good
[00:17:22.800 --> 00:17:24.800]  頭一次在哪裡?
[00:17:24.800 --> 00:17:26.800]  就是上帝做人的時候
[00:17:26.800 --> 00:17:28.800]  他說那人
[00:17:28.800 --> 00:17:29.800]  亞當
[00:17:29.800 --> 00:17:31.800]  一個人獨居
[00:17:31.800 --> 00:17:32.800]  not good
[00:17:32.800 --> 00:17:33.800]  不好
[00:17:33.800 --> 00:17:35.800]  只有他自己一個去承擔
[00:17:35.800 --> 00:17:38.800]  做上帝的工作是做不到的
