
[00:00:00.000 --> 00:00:13.580]  今天我們講一個新的題目
[00:01:40.080 --> 00:01:45.240]  所以今天想先打一點基礎
[00:01:45.240 --> 00:01:46.360]  有一點 framework
[00:01:46.360 --> 00:01:49.320]  讓大家知道怎麼去看
[00:01:49.320 --> 00:01:50.460]  如果你是女性的話
[00:01:50.460 --> 00:01:51.360]  你怎麼看自己
[00:01:51.360 --> 00:01:51.660]  是不是?
[00:01:51.660 --> 00:01:52.620]  神怎麼看你
[00:01:52.620 --> 00:01:54.220]  如果我們是男的
[00:01:54.860 --> 00:01:56.000]  不要走
[00:01:56.000 --> 00:01:58.340]  看看神怎麼看女性
[00:01:58.340 --> 00:01:58.700]  是不是?
[00:01:58.700 --> 00:02:00.940]  我們用神的角度來看他們
[00:02:00.940 --> 00:02:03.000]  所以打打基礎
[00:02:03.000 --> 00:02:04.500]  我會告訴你們
[00:02:04.500 --> 00:02:05.800]  我 present(展示)出來
[00:02:05.800 --> 00:02:07.200]  有幾句話
[00:02:07.200 --> 00:02:07.900]  OK?
[00:02:07.900 --> 00:02:10.240]  你就要告訴我
[00:02:10.240 --> 00:02:11.840]  或者你跟旁邊的傾聽
[00:02:11.840 --> 00:02:15.300]  到底這句話是對還是錯呢?
[00:02:15.300 --> 00:02:16.580]  第一句話
[00:02:16.580 --> 00:02:19.080]  聖經是父權社會的產品
[00:02:19.080 --> 00:02:21.640]  你認為對還是錯?
[00:02:21.640 --> 00:02:24.280]  對還是錯?
[00:02:25.280 --> 00:02:27.680]  Product of patriarchal society
[00:02:27.680 --> 00:02:29.180]  什麼叫父權社會呢?
[00:02:29.180 --> 00:02:31.180]  父權社會就是重男輕女
[00:02:31.180 --> 00:02:32.280]  對嗎?
[00:02:32.280 --> 00:02:33.280]  重男輕女
[00:02:33.280 --> 00:02:36.080]  你生兩個女兒
[00:02:36.080 --> 00:02:37.180]  Oh no!
[00:02:37.180 --> 00:02:39.080]  Oh no!
[00:02:39.080 --> 00:02:41.180]  起碼也要生一個兒子
[00:02:41.180 --> 00:02:43.880]  重男輕女就是這樣的角度
[00:02:43.880 --> 00:02:47.620]  或者以男人為上的文化
[00:02:47.620 --> 00:02:49.220]  以男人為主
[00:02:49.220 --> 00:02:54.160]  聖經是不是社會的文學產品呢?
[00:02:54.160 --> 00:02:55.460]  是不是?
[00:02:55.460 --> 00:02:58.460]  是的
[00:02:58.460 --> 00:02:59.160]  OK
[00:02:59.160 --> 00:02:59.760]  是的
[00:02:59.760 --> 00:03:01.960]  為什麼說是呢?
[00:03:01.960 --> 00:03:03.560]  你看聖經很清楚
[00:03:03.560 --> 00:03:06.160]  文化背景、社會背景
[00:03:06.160 --> 00:03:09.160]  全部的舊約也好、新約也好
[00:03:09.160 --> 00:03:13.160]  都是在假設一個父權的文化
[00:03:13.160 --> 00:03:17.760]  或者以男為上的背景
[00:03:17.760 --> 00:03:20.160]  你光是看語言就知道了
[00:03:20.160 --> 00:03:22.560]  但是神是沒有性別的
[00:03:23.860 --> 00:03:24.960]  神是零
[00:03:24.960 --> 00:03:26.460]  God is spirit
[00:03:26.460 --> 00:03:28.660]  神是沒有性別的
[00:03:28.660 --> 00:03:32.160]  但是你知道聖經裡面從頭到尾都是說什麼?
[00:03:32.160 --> 00:03:33.960]  神是He的
[00:03:33.960 --> 00:03:34.960]  是不是?
[00:03:34.960 --> 00:03:37.260]  我知道有很多女性的形象形容神
[00:03:37.260 --> 00:03:39.460]  這是挺驚訝、挺有趣的
[00:03:39.460 --> 00:03:40.760]  不是今天說
[00:03:40.760 --> 00:03:41.560]  不過無論如何
[00:03:41.560 --> 00:03:42.960]  By and large
[00:03:42.960 --> 00:03:44.060]  大部分來說
[00:03:44.060 --> 00:03:48.760]  其實都是以男人為主的
[00:03:48.760 --> 00:03:51.260]  這是聖經的背景
[00:03:51.260 --> 00:03:53.260]  這是不能質疑的
[00:03:53.960 --> 00:03:55.260]  其實甚至今天
[00:03:55.260 --> 00:03:57.960]  在中東一些山區的地方
[00:03:57.960 --> 00:03:59.060]  都是一樣的
[00:03:59.060 --> 00:04:01.160]  都是以父權文化為主的
[00:04:01.160 --> 00:04:03.360]  都是很守舊的地帶
[00:04:03.360 --> 00:04:05.060]  一個女人是不能出門的
[00:04:05.060 --> 00:04:07.660]  如果一個女人要出門的話
[00:04:07.660 --> 00:04:09.460]  就一定要有一個男人陪著
[00:04:09.460 --> 00:04:11.260]  無論那個是你爸爸
[00:04:11.260 --> 00:04:12.960]  是你的先生
[00:04:12.960 --> 00:04:15.060]  是你的兄弟
[00:04:15.060 --> 00:04:17.060]  或者是你的叔叔
[00:04:17.060 --> 00:04:19.960]  都要有一個男人陪你出去逛街
[00:04:19.960 --> 00:04:21.860]  因為如果一個女人在街上出現
[00:04:21.860 --> 00:04:22.660]  就代表什麼呢?
[00:04:23.660 --> 00:04:25.560]  她可以侵犯你
[00:04:25.560 --> 00:04:30.860]  這就是父權文化的背景
[00:04:30.860 --> 00:04:32.760]  所以
[00:04:32.760 --> 00:04:34.560]  這是聖經的背景
[00:04:34.560 --> 00:04:35.560]  沒錯的
[00:04:35.560 --> 00:04:40.460]  但是很可惜的就是很多時候我們拿著聖經
[00:04:40.460 --> 00:04:42.660]  就是說聖經背景既然是這樣
[00:04:42.660 --> 00:04:46.160]  所以就用聖經來做男兄女
[00:04:46.160 --> 00:04:47.860]  對嗎?
[00:04:47.860 --> 00:04:50.460]  就會用聖經來支持做男兄女
[00:04:50.460 --> 00:04:54.660]  或者是抑壓看低那些女人
[00:04:54.660 --> 00:04:57.460]  我聽過不少故事
[00:04:57.460 --> 00:04:59.860]  有些人去到教會
[00:04:59.860 --> 00:05:01.060]  某些教會
[00:05:01.060 --> 00:05:04.460]  他看到講道的是女人
[00:05:04.460 --> 00:05:06.260]  或者去到一個主學學
[00:05:06.260 --> 00:05:09.660]  聖經課程裡面
[00:05:09.660 --> 00:05:12.160]  他看到教的是一個姐妹的時候
[00:05:12.160 --> 00:05:13.560]  她跑了
[00:05:13.560 --> 00:05:16.860]  這麼有趣
[00:05:16.860 --> 00:05:19.260]  她馬上急著跑了
[00:05:19.260 --> 00:05:20.160]  謝了頓
[00:05:20.960 --> 00:05:23.060]  因為她的心裡面想的是
[00:05:23.060 --> 00:05:25.460]  既然聖經背後的文化
[00:05:25.460 --> 00:05:28.060]  是一個 patriarchal 的社會的話
[00:05:28.060 --> 00:05:29.760]  既然聖經是這樣的話
[00:05:29.760 --> 00:05:30.860]  我們現在應該是這樣的
[00:05:30.860 --> 00:05:31.060]  是不是?
[00:05:31.060 --> 00:05:31.860]  這班主管
[00:05:31.860 --> 00:05:35.860]  這是錯誤的觀念
[00:05:35.860 --> 00:05:37.360]  所以第一句話
[00:05:37.360 --> 00:05:38.760]  我們先認定
[00:05:38.760 --> 00:05:41.460]  聖經是那個時代背景出來的
[00:05:41.460 --> 00:05:43.060]  沒錯的
[00:05:43.060 --> 00:05:44.860]  第二句
[00:05:44.860 --> 00:05:49.960]  聖經是創造或者維護父權主義的
[00:05:49.960 --> 00:05:50.660]  是不是?
[00:05:50.660 --> 00:05:55.760]  對還是錯?
[00:05:55.760 --> 00:05:58.560]  很大聲
[00:05:58.560 --> 00:06:00.260]  我聽到是女生說的
[00:06:00.260 --> 00:06:03.660]  是錯的
[00:06:03.660 --> 00:06:06.660]  因為他沒有創造出來
[00:06:06.660 --> 00:06:09.560]  他只是假設預設當時的社會
[00:06:09.560 --> 00:06:10.060]  是不是?
[00:06:10.060 --> 00:06:13.460]  聖經是上帝對人說的話
[00:06:13.460 --> 00:06:15.160]  上帝對人說的話
[00:06:15.160 --> 00:06:16.060]  我們叫 revelation
[00:06:16.060 --> 00:06:17.160]  叫做啟示
[00:06:17.160 --> 00:06:19.160]  啟示其實是一種溝通
[00:06:19.160 --> 00:06:20.360]  要溝通的話
[00:06:20.360 --> 00:06:23.360]  就一定要用當時人的語言
[00:06:23.360 --> 00:06:25.460]  用當時人的文化
[00:06:25.460 --> 00:06:27.360]  用當時人的價值
[00:06:27.360 --> 00:06:30.660]  來通過他們所用的語言
[00:06:30.660 --> 00:06:31.860]  來跟他們說話
[00:06:31.860 --> 00:06:32.460]  是不是?
[00:06:32.460 --> 00:06:33.660]  今天我跟你說話
[00:06:33.660 --> 00:06:35.560]  我不可以用希伯來文說話的
[00:06:35.560 --> 00:06:38.560]  因為你 understand(明白)的語言
[00:06:38.560 --> 00:06:39.960]  是我們現在說的
[00:06:39.960 --> 00:06:43.560]  所以我們用你所明白的
[00:06:43.560 --> 00:06:47.460]  或者所預設的價值語言等等文化
[00:06:47.460 --> 00:06:49.060]  來跟你說話
[00:06:49.460 --> 00:06:53.060]  所以聖經沒有創造父權文化
[00:06:53.060 --> 00:06:58.660]  也沒有特意去維護以男為上這種主義
[00:06:58.660 --> 00:07:01.660]  我們知道
[00:07:01.660 --> 00:07:07.560]  聖經裡面是以父權為上
[00:07:07.560 --> 00:07:08.460]  對
[00:07:08.460 --> 00:07:11.260]  一家之主是男人
[00:07:11.260 --> 00:07:12.160]  是不是?
[00:07:12.160 --> 00:07:14.160]  女人是要馴服
[00:07:14.160 --> 00:07:16.260]  你看看我的家譜就知道了
[00:07:16.260 --> 00:07:18.060]  家譜是跟男人的
[00:07:18.760 --> 00:07:19.960]  很少有女人的
[00:07:19.960 --> 00:07:21.260]  對嗎?
[00:07:21.260 --> 00:07:22.760]  家譜是跟男人的
[00:07:22.760 --> 00:07:24.360]  你如果回到鄉下
[00:07:24.360 --> 00:07:27.460]  你去祠堂看你的族譜
[00:07:27.460 --> 00:07:29.060]  跟男人是跟女人的嗎?
[00:07:29.060 --> 00:07:32.260]  是跟男丁的
[00:07:32.260 --> 00:07:33.260]  對嗎?
[00:07:33.260 --> 00:07:34.060]  跟男丁的
[00:07:34.060 --> 00:07:35.360]  如果你在鄉下
[00:07:35.360 --> 00:07:36.660]  有塊地怎麼辦?
[00:07:36.660 --> 00:07:40.260]  他們還按照男丁傳授下來的
[00:07:40.260 --> 00:07:43.460]  就要有男孩子才可以拿到塊地
[00:07:43.460 --> 00:07:43.960]  對嗎?
[00:07:43.960 --> 00:07:44.960]  對嗎?
[00:07:44.960 --> 00:07:45.960]  我沒有錯
[00:07:45.960 --> 00:07:48.360]  沒有錯吧?
[00:07:48.460 --> 00:07:49.360]  你是女人
[00:07:49.360 --> 00:07:50.460]  你是沒有地位的
[00:07:50.460 --> 00:07:53.760]  聖經的文化背景是這樣的
[00:07:53.760 --> 00:07:54.360]  你想想
[00:07:54.360 --> 00:07:56.160]  聖經裡面的英雄
[00:07:56.160 --> 00:07:57.260]  heroes(英雄)
[00:07:57.260 --> 00:07:59.260]  大部分都是男人
[00:07:59.260 --> 00:08:01.160]  對嗎?
[00:08:01.160 --> 00:08:03.060]  我記得有姐妹跟我說過
[00:08:03.060 --> 00:08:08.060]  我看聖經的時候好像不是很認同
[00:08:08.060 --> 00:08:10.060]  為什麼不能夠identify(認出)
[00:08:10.060 --> 00:08:13.160]  因為要我學大衛
[00:08:13.160 --> 00:08:14.260]  大衛是男人
[00:08:14.260 --> 00:08:18.160]  摩西是很好的屬靈領袖
[00:08:18.160 --> 00:08:19.260]  摩西是男還是女?
[00:08:19.260 --> 00:08:20.960]  摩西是男人
[00:08:20.960 --> 00:08:23.760]  阿伯拉罕是男人
[00:08:23.760 --> 00:08:28.260]  所以有時候不知道你覺不覺得
[00:08:28.260 --> 00:08:30.060]  看聖經你很難認同
[00:08:30.060 --> 00:08:32.760]  我講的是我男人就沒事了
[00:08:32.760 --> 00:08:38.260]  女的看聖經會不會有些奇怪呢?
[00:08:38.260 --> 00:08:40.260]  不知道怎麼去認同
[00:08:40.260 --> 00:08:41.060]  怎麼identify(認出)
[00:08:41.060 --> 00:08:42.660]  我給你數據
[00:08:42.660 --> 00:08:47.160]  93 49 14056
[00:08:47.860 --> 00:08:49.760]  在聖經裡面有名的女人
[00:08:49.760 --> 00:08:53.560]  只有93個
[00:08:53.560 --> 00:08:55.660]  93個
[00:08:55.660 --> 00:08:57.860]  什麼我不說
[00:08:57.860 --> 00:09:02.460]  真的提到上了聖經舞台的
[00:09:02.460 --> 00:09:03.560]  93個
[00:09:03.560 --> 00:09:05.260]  有名的
[00:09:05.260 --> 00:09:06.460]  真的說出她的名字
[00:09:06.460 --> 00:09:07.260]  瑪利亞
[00:09:07.260 --> 00:09:08.660]  莫大拉瑪利亞
[00:09:08.660 --> 00:09:10.260]  底波拉Deborah
[00:09:10.260 --> 00:09:11.460]  撒拉
[00:09:11.460 --> 00:09:12.860]  這些有名的給她的
[00:09:12.860 --> 00:09:13.660]  49個而已
[00:09:13.660 --> 00:09:15.360]  49個
[00:09:15.660 --> 00:09:16.260]  這些人
[00:09:16.260 --> 00:09:17.660]  我那時候聖經的故事
[00:09:17.660 --> 00:09:21.160]  講到這些女子的時候
[00:09:21.160 --> 00:09:24.560]  有時候是直接引用她說話的
[00:09:24.560 --> 00:09:26.460]  直接direct speech(直接說話)
[00:09:26.460 --> 00:09:29.160]  直接引用她有說過多少樣東西
[00:09:29.160 --> 00:09:31.160]  這些人加起來
[00:09:31.160 --> 00:09:32.360]  這些女子加起來
[00:09:32.360 --> 00:09:33.560]  說過的字
[00:09:33.560 --> 00:09:35.060]  說過的字數
[00:09:35.060 --> 00:09:37.260]  只是14000多個字
[00:09:37.260 --> 00:09:39.260]  14000多個字
[00:09:39.260 --> 00:09:39.960]  多不多?
[00:09:39.960 --> 00:09:41.760]  你是女子
[00:09:41.760 --> 00:09:42.560]  你是女子
[00:09:42.560 --> 00:09:43.360]  你女子
[00:09:43.360 --> 00:09:44.160]  你女子
[00:09:44.160 --> 00:09:45.260]  你是女子
[00:09:45.260 --> 00:09:47.460]  你一直都不止說14000多個字
[00:09:47.460 --> 00:09:52.660]  所以
[00:09:52.660 --> 00:09:53.760]  其實你這麼說
[00:09:53.760 --> 00:09:54.960]  總數來算
[00:09:54.960 --> 00:09:56.760]  所有的direct speech(直接說話)
[00:09:56.760 --> 00:09:58.060]  所有說
[00:09:58.060 --> 00:09:59.860]  誰誰說過這句話
[00:09:59.860 --> 00:10:00.860]  引用她
[00:10:00.860 --> 00:10:04.760]  其實佔聖經裡面1.1%而已
[00:10:04.760 --> 00:10:06.460]  1.1
[00:10:06.460 --> 00:10:08.060]  就是99%
[00:10:08.060 --> 00:10:09.960]  都是男人開口說話的
[00:10:09.960 --> 00:10:12.360]  不是女人開口說話的
[00:10:13.060 --> 00:10:14.360]  但是我想你留意
[00:10:14.360 --> 00:10:17.060]  少不代表不重要
[00:10:17.060 --> 00:10:20.260]  少不代表不重要
[00:10:20.260 --> 00:10:23.260]  物以罕為貴
[00:10:23.260 --> 00:10:25.060]  對嗎?
[00:10:25.060 --> 00:10:27.160]  不是說得多才重要的
[00:10:27.160 --> 00:10:27.660]  是不是?
[00:10:27.660 --> 00:10:30.260]  有時候說少
[00:10:30.260 --> 00:10:32.660]  才是重要的
[00:10:32.660 --> 00:10:33.860]  所以每逢
[00:10:33.860 --> 00:10:35.460]  一有女人說話
[00:10:35.460 --> 00:10:36.860]  或者有女人
[00:10:36.860 --> 00:10:39.360]  出現在聖經舞台
[00:10:39.360 --> 00:10:41.660]  就代表你 pay attention(注意)
[00:10:42.560 --> 00:10:43.560]  留意
[00:10:43.560 --> 00:10:44.660]  留心清楚
[00:10:44.660 --> 00:10:47.260]  可能有些重要的事情發生了
[00:10:47.260 --> 00:10:48.260]  是不是?
[00:10:48.260 --> 00:10:50.760]  有些突出的地方
[00:10:50.760 --> 00:10:54.260]  我不知道大家有沒有看過一部電影
[00:10:54.260 --> 00:10:55.160]  叫做《女人40》
[00:10:55.160 --> 00:10:56.760]  有沒有?
[00:10:56.760 --> 00:10:58.560]  沒有啊?
[00:10:58.560 --> 00:11:01.360]  那些看過的應該都大部分
[00:11:01.360 --> 00:11:07.060]  《女人40》是施芳芳做主角的
[00:11:07.060 --> 00:11:09.360]  講女人
[00:11:09.360 --> 00:11:10.660]  中年的女人
[00:11:11.060 --> 00:11:15.460]  講她生活上很多挑戰和壓力
[00:11:15.460 --> 00:11:18.260]  喬宏就做她的老爺
[00:11:18.260 --> 00:11:23.560]  那女人的家屬要跟老爺住已經很辛苦了
[00:11:23.560 --> 00:11:24.360]  對嗎?
[00:11:24.360 --> 00:11:25.660]  那
[00:11:25.660 --> 00:11:27.360]  這部電影你記不記得?
[00:11:27.360 --> 00:11:29.060]  那個劇情
[00:11:29.060 --> 00:11:32.160]  就是老爺患了老人癡呆症
[00:11:32.160 --> 00:11:33.660]  是不是?
[00:11:33.660 --> 00:11:35.260]  全部人都不認得
[00:11:35.260 --> 00:11:37.260]  只認得家屬
[00:11:37.260 --> 00:11:39.760]  那就麻煩了
[00:11:39.760 --> 00:11:40.560]  是不是?
[00:11:40.560 --> 00:11:42.260]  不認得家屬就不用理他了
[00:11:42.260 --> 00:11:44.360]  誰知道只認得他
[00:11:44.360 --> 00:11:45.360]  那
[00:11:45.360 --> 00:11:46.760]  他就要
[00:11:46.760 --> 00:11:47.860]  就是
[00:11:47.860 --> 00:11:51.060]  肩擔一個很重的責任
[00:11:51.060 --> 00:11:52.260]  然後
[00:11:52.260 --> 00:11:54.060]  在他的辦公室
[00:11:54.060 --> 00:11:55.660]  做工的地方
[00:11:55.660 --> 00:11:56.660]  那
[00:11:56.660 --> 00:11:57.960]  施芳芳就
[00:11:57.960 --> 00:11:59.460]  在辦公室裡面
[00:11:59.460 --> 00:12:01.760]  出現了一個很年輕的女孩
[00:12:01.760 --> 00:12:04.060]  那個人做事又快
[00:12:04.060 --> 00:12:05.460]  又會用電腦
[00:12:05.460 --> 00:12:07.060]  她就受到威脅
[00:12:07.060 --> 00:12:09.460]  有很多壓力和威脅
[00:12:10.460 --> 00:12:11.760]  做女人很不容易
[00:12:11.760 --> 00:12:14.160]  這部電影為什麼這麼厲害呢?
[00:12:14.160 --> 00:12:16.060]  因為這部電影是第一部
[00:12:16.060 --> 00:12:17.660]  是
[00:12:17.660 --> 00:12:19.460]  第一部香港的電影
[00:12:19.460 --> 00:12:20.760]  是拿到
[00:12:20.760 --> 00:12:22.660]  叫做大滿貫
[00:12:22.660 --> 00:12:24.460]  什麼叫大滿貫呢?
[00:12:24.460 --> 00:12:25.760]  就是拿到最
[00:12:25.760 --> 00:12:26.560]  先看看
[00:12:26.560 --> 00:12:27.960]  最佳電影
[00:12:27.960 --> 00:12:30.160]  最佳導演
[00:12:30.160 --> 00:12:31.460]  最佳編劇
[00:12:31.460 --> 00:12:32.760]  最佳男主角
[00:12:32.760 --> 00:12:34.260]  和最佳女主角
[00:12:34.260 --> 00:12:36.760]  突然間有這部電影出來
[00:12:36.760 --> 00:12:38.360]  你就知道突出了
[00:12:38.360 --> 00:12:39.160]  就是說
[00:12:39.160 --> 00:12:40.160]  你注意一下
[00:12:40.160 --> 00:12:41.860]  原來有這樣的故事是需要聽的
[00:12:41.860 --> 00:12:43.260]  需要知道的
[00:12:43.260 --> 00:12:46.760]  這就是聖經的女子
[00:12:46.760 --> 00:12:48.060]  出現的
[00:12:48.060 --> 00:12:49.360]  特色
[00:12:49.360 --> 00:12:52.360]  每逢她們突然間出現的時候
[00:12:52.360 --> 00:12:55.060]  你就應該豎起兩隻耳
[00:12:55.060 --> 00:12:57.960]  豎起你那兩根天線
[00:12:57.960 --> 00:12:58.860]  你就想一想
[00:12:58.860 --> 00:12:59.660]  到底
[00:12:59.660 --> 00:13:01.260]  有什麼重要的東西
[00:13:01.260 --> 00:13:02.460]  我是漏掉了呢?
[00:13:02.460 --> 00:13:05.360]  第三句話
[00:13:06.760 --> 00:13:09.360]  聖經是挑戰父權主義的觀念的
[00:13:09.360 --> 00:13:12.760]  Yes 還是No呢?
[00:13:12.760 --> 00:13:13.860]  對還是錯?
[00:13:13.860 --> 00:13:16.360]  Patriarchal values
[00:13:16.360 --> 00:13:17.560]  Challenge
[00:13:17.560 --> 00:13:19.660]  是的
[00:13:19.660 --> 00:13:20.460]  是
[00:13:20.460 --> 00:13:21.360]  挑戰
[00:13:21.360 --> 00:13:22.060]  很多時候
[00:13:22.060 --> 00:13:23.760]  聖經是特意
[00:13:23.760 --> 00:13:25.060]  來挑戰
[00:13:25.060 --> 00:13:27.360]  當時假設的
[00:13:27.360 --> 00:13:31.460]  父權為上的社會
[00:13:31.460 --> 00:13:34.160]  我們的假設就會是
[00:13:34.960 --> 00:13:38.560]  如果聖經是出自那個父權主義的文化的產品
[00:13:38.560 --> 00:13:43.760]  就應該對女人有貶低的味道
[00:13:43.760 --> 00:13:46.960]  或者甚至一字不提
[00:13:46.960 --> 00:13:49.760]  你看看那些
[00:13:49.760 --> 00:13:50.860]  古代的
[00:13:50.860 --> 00:13:53.560]  跟聖經同期的文學作品
[00:13:53.560 --> 00:13:55.360]  無論是巴比倫也好
[00:13:55.360 --> 00:13:57.160]  埃及也好
[00:13:57.160 --> 00:13:58.660]  很少提到女人的
[00:13:58.660 --> 00:14:01.060]  提到女人都是貶低她們
[00:14:01.060 --> 00:14:02.560]  或者當她們是二等公民
[00:14:03.560 --> 00:14:05.160]  聖經很多時候不是這樣的
[00:14:05.160 --> 00:14:07.060]  這就是最 surprising(驚訝)的地方
[00:14:07.060 --> 00:14:11.660]  甚至有時候聖經是質疑那些重男輕女的
[00:14:11.660 --> 00:14:13.260]  價值觀
[00:14:13.260 --> 00:14:16.260]  或者有時候聖經
[00:14:16.260 --> 00:14:16.960]  去到
[00:14:16.960 --> 00:14:20.960]  表達出一個男主角的故事的時候
[00:14:20.960 --> 00:14:21.660]  就是
[00:14:21.660 --> 00:14:23.660]  去貶低他們
[00:14:23.660 --> 00:14:26.060]  貶低那個男人
[00:14:26.060 --> 00:14:26.960]  說那個男人
[00:14:26.960 --> 00:14:28.360]  不是一個真正的男人
[00:14:28.360 --> 00:14:30.960]  所以聖經
[00:14:30.960 --> 00:14:32.260]  如果你看清楚的時候
[00:14:32.260 --> 00:14:33.560]  在顛倒當時
[00:14:33.560 --> 00:14:36.160]  很多的文化背景和價值
[00:14:36.160 --> 00:14:39.660]  有時候提到聖經的女子是受害者
[00:14:39.660 --> 00:14:41.760]  是受害者
[00:14:41.760 --> 00:14:42.860]  她們是 victim(受害者)的時候
[00:14:42.860 --> 00:14:44.860]  就是說她們是沒有地位
[00:14:44.860 --> 00:14:47.960]  以及是跟那些卑微的人去認同
[00:14:47.960 --> 00:14:50.360]  譬如那些女人很多時候
[00:14:50.360 --> 00:14:51.360]  聖經裡面
[00:14:51.360 --> 00:14:53.360]  跟那些孤兒
[00:14:53.360 --> 00:14:55.360]  外來者
[00:14:55.360 --> 00:14:56.760]  移民
[00:14:56.760 --> 00:14:58.260]  奴婢
[00:14:58.260 --> 00:15:00.660]  是跟她們是同一群人
[00:15:02.060 --> 00:15:03.760]  上帝就是去親近那一群人
[00:15:03.760 --> 00:15:08.960]  那一群被打壓
[00:15:08.960 --> 00:15:11.460]  或者被輔代的那一群人
[00:15:11.460 --> 00:15:14.160]  上帝就特別來跟他們親近
[00:15:14.160 --> 00:15:16.160]  如果你想看看聖經裡面
[00:15:16.160 --> 00:15:18.160]  怎麼 present(展示)這些 story(故事)
[00:15:18.160 --> 00:15:21.160]  聖經裡面有一段話
[00:15:21.160 --> 00:15:22.560]  有幾章
[00:15:22.560 --> 00:15:24.360]  你不妨回去看看
[00:15:24.360 --> 00:15:25.660]  史詩記最後幾章
[00:15:25.660 --> 00:15:27.860]  史詩記最後幾章
[00:15:27.860 --> 00:15:29.760]  就是很殘酷
[00:15:30.160 --> 00:15:33.160]  就是說當時的男人怎麼對待當時的女人
[00:15:33.160 --> 00:15:37.260]  其實聖經的史詩記寫出來就是在做什麼
[00:15:37.260 --> 00:15:38.660]  他寫的故事
[00:15:38.660 --> 00:15:39.860]  就是要我們看
[00:15:39.860 --> 00:15:41.260]  我們覺得很殘酷
[00:15:41.260 --> 00:15:44.460]  就是一個在父權主義文化裡面
[00:15:44.460 --> 00:15:46.160]  社會的狀況
[00:15:46.160 --> 00:15:48.660]  是一個這麼黑白不分明
[00:15:48.660 --> 00:15:53.060]  去到殘害一些無權的人
[00:15:53.060 --> 00:15:54.460]  殘害一些女性
[00:15:54.460 --> 00:15:58.060]  是很嚴厲的來譴責當時的以色列社會
[00:15:58.060 --> 00:15:59.160]  男人的社會
[00:15:59.860 --> 00:16:00.960]  所以聖經裡面
[00:16:00.960 --> 00:16:03.760]  經常都會挑戰一些父權主義
[00:16:03.760 --> 00:16:06.160]  這個可能你沒聽過
[00:16:06.160 --> 00:16:11.460]  如果我們男人看聖經
[00:16:11.460 --> 00:16:13.660]  看到一個地步我們覺得
[00:16:13.660 --> 00:16:15.360]  哇!我們男人很威風很厲害
[00:16:15.360 --> 00:16:16.960]  可能你看錯聖經了
[00:16:16.960 --> 00:16:20.560]  但如果我們看聖經是能夠挑戰我們的話
[00:16:20.560 --> 00:16:22.360]  我們會突然間想起
[00:16:22.360 --> 00:16:25.660]  咦!可能我真的有些事情需要改變
[00:16:25.660 --> 00:16:29.660]  這個就是聖經的用意
[00:16:29.860 --> 00:16:32.760]  第四句
