
[00:00:00.000 --> 00:00:02.000]  由年頭開始到現在
[00:04:23.600 --> 00:04:25.600]  你們和奴留在這裡
[00:04:25.600 --> 00:04:27.600]  我與孩子
[00:04:27.600 --> 00:04:29.600]  要到那裡
[00:04:29.600 --> 00:04:31.600]  那邊去敬拜
[00:04:31.600 --> 00:04:33.600]  然後回到你們這裡
[00:04:33.600 --> 00:04:35.600]  阿伯拉罕把
[00:04:35.600 --> 00:04:37.600]  獻梵濟的柴
[00:04:37.600 --> 00:04:39.600]  放在他兒子爾撒的身上
[00:04:39.600 --> 00:04:41.600]  自己手裡拿著火
[00:04:41.600 --> 00:04:43.600]  與刀
[00:04:43.600 --> 00:04:45.600]  他們二人一起
[00:04:45.600 --> 00:04:47.600]  往前走的時候
[00:04:47.600 --> 00:04:49.600]  爾撒問他父親
[00:04:49.600 --> 00:04:51.600]  阿伯拉罕說
[00:04:51.600 --> 00:04:53.600]  爸爸
[00:04:53.600 --> 00:04:55.600]  阿伯拉罕回答
[00:04:55.600 --> 00:04:57.600]  我兒有什麼事
[00:04:57.600 --> 00:04:59.600]  爾撒說
[00:04:59.600 --> 00:05:01.600]  你看火與柴都有了
[00:05:01.600 --> 00:05:03.600]  可是獻梵濟用的羊羔在哪裡呢
[00:05:03.600 --> 00:05:05.600]  阿伯拉罕回答
[00:05:05.600 --> 00:05:07.600]  我兒神自己
[00:05:07.600 --> 00:05:09.600]  必親自預備
[00:05:09.600 --> 00:05:11.600]  獻梵濟用的羊羔
[00:05:11.600 --> 00:05:13.600]  於是二人繼續一起前行
[00:05:13.600 --> 00:05:15.600]  他們到了神指示他的地方
[00:05:15.600 --> 00:05:17.600]  阿伯拉罕就在那裡
[00:05:17.600 --> 00:05:19.600]  捉了一座祭壇
[00:05:19.600 --> 00:05:21.600]  擺好了柴
[00:05:21.600 --> 00:05:23.600]  捆綁了自己的兒子爾撒
[00:05:23.600 --> 00:05:25.600]  就把他放在祭壇的柴上
[00:05:25.600 --> 00:05:27.600]  阿伯拉罕伸手拿刀
[00:05:27.600 --> 00:05:29.600]  要宰殺自己的兒子的時候
[00:05:29.600 --> 00:05:31.600]  耶和華的使者從天上呼叫
[00:05:31.600 --> 00:05:33.600]  阿伯拉罕說
[00:05:33.600 --> 00:05:35.600]  阿伯拉罕說
[00:05:35.600 --> 00:05:37.600]  我兒子已經死了
[00:05:37.600 --> 00:05:39.600]  天上呼叫阿伯拉罕說
[00:05:39.600 --> 00:05:41.600]  阿伯拉罕說
[00:05:41.600 --> 00:05:43.600]  阿伯拉罕回答我在這裡
[00:05:43.600 --> 00:05:45.600]  天使說
[00:05:45.600 --> 00:05:47.600]  不可在這孩子身上下手
[00:05:47.600 --> 00:05:49.600]  一點也不可害他
[00:05:49.600 --> 00:05:51.600]  現在我知道
[00:05:51.600 --> 00:05:53.600]  你是敬畏神的
[00:05:53.600 --> 00:05:55.600]  因為你沒有留下你的兒子
[00:05:55.600 --> 00:05:57.600]  你的獨生子不及我
[00:05:57.600 --> 00:05:59.600]  阿伯拉罕舉目觀看
[00:05:59.600 --> 00:06:01.600]  看見後面有一隻公綿羊
[00:06:01.600 --> 00:06:03.600]  兩角扣在
[00:06:03.600 --> 00:06:05.600]  稠密的小樹叢中
[00:06:05.600 --> 00:06:07.600]  阿伯拉罕就去取了那隻公羊羔
[00:06:07.600 --> 00:06:09.600]  阿伯拉罕就去取了那隻公羊羔
[00:06:09.600 --> 00:06:11.600]  把他獻為凡濟
[00:06:11.600 --> 00:06:13.600]  代替自己的兒子
[00:06:13.600 --> 00:06:15.600]  阿伯拉罕給那地方起名叫耶和華以南
[00:06:15.600 --> 00:06:17.600]  阿伯拉罕給那地方起名叫耶和華以南
[00:06:17.600 --> 00:06:19.600]  直到今天
[00:06:19.600 --> 00:06:21.600]  人還說
[00:06:21.600 --> 00:06:23.600]  在耶和華的山上
[00:06:23.600 --> 00:06:25.600]  神必有預備
[00:06:25.600 --> 00:06:27.600]  這是很難處理的經文
[00:06:27.600 --> 00:06:29.600]  這是很難處理的經文
[00:06:29.600 --> 00:06:31.600]  有人說
[00:06:31.600 --> 00:06:33.600]  如果你有這樣的經文
[00:06:33.600 --> 00:06:35.600]  如果你有這樣的權利
[00:06:35.600 --> 00:06:37.600]  你重新再編輯聖經的話
[00:06:37.600 --> 00:06:39.600]  你重新再編輯聖經的話
[00:06:39.600 --> 00:06:41.600]  把一些聖經刪除
[00:06:41.600 --> 00:06:43.600]  把一些聖經刪除
[00:06:43.600 --> 00:06:45.600]  有人就說
[00:06:45.600 --> 00:06:47.600]  這一章就把它拿走就好了
[00:06:47.600 --> 00:06:49.600]  因為有很多人拿著
[00:06:49.600 --> 00:06:51.600]  這個故事
[00:06:51.600 --> 00:06:53.600]  來反抗上帝也好
[00:06:53.600 --> 00:06:55.600]  來反抗上帝也好
[00:06:55.600 --> 00:06:57.600]  或者反抗聖經裡說的話也好
[00:06:57.600 --> 00:06:59.600]  確實是很難去啃下去的
[00:06:59.600 --> 00:07:01.600]  確實是很難去啃下去的
[00:07:01.600 --> 00:07:03.600]  我們通常的做法就是
[00:07:03.600 --> 00:07:05.600]  我們通常的做法就是
[00:07:05.600 --> 00:07:07.600]  把他靈化
[00:07:07.600 --> 00:07:09.600]  把他靈化
[00:07:09.600 --> 00:07:11.600]  沒有這樣的事情發生的,怎麼會這樣呢?
[00:07:11.600 --> 00:07:13.600]  神怎麼會賜兒子給阿伯拉罕呢?
[00:07:13.600 --> 00:07:15.600]  神怎麼會賜兒子給阿伯拉罕呢?
[00:07:15.600 --> 00:07:17.600]  然後又要了他的兒子的性命
[00:07:17.600 --> 00:07:19.600]  然後又要了他的兒子的性命
[00:07:19.600 --> 00:07:21.600]  可能有些背景可以幫助我們
[00:07:21.600 --> 00:07:23.600]  可能有些背景可以幫助我們
[00:07:23.600 --> 00:07:25.600]  其實這幾年
[00:07:25.600 --> 00:07:27.600]  特別多這些背景的爭論
[00:07:27.600 --> 00:07:29.600]  特別多這些背景的爭論
[00:07:29.600 --> 00:07:31.600]  到底阿伯拉罕的時代
[00:07:31.600 --> 00:07:33.600]  究竟發生了什麼事?
[00:07:33.600 --> 00:07:35.600]  究竟阿伯拉罕的時代
[00:07:35.600 --> 00:07:37.600]  究竟發生了什麼事?
[00:07:37.600 --> 00:07:39.600]  當時人的宗教的practice是怎麼樣的?
[00:07:39.600 --> 00:07:41.600]  當時人的宗教的practice是怎麼樣的?
[00:07:41.600 --> 00:07:43.600]  如果你有留意的話
[00:07:43.600 --> 00:07:45.600]  英國有好幾個歷史學家
[00:07:45.600 --> 00:07:47.600]  英國有好幾個歷史學家
[00:07:47.600 --> 00:07:49.600]  他們說到底背後發生了什麼事
[00:07:49.600 --> 00:07:51.600]  他們說到底背後發生了什麼事
[00:07:51.600 --> 00:07:53.600]  然後有其他人就說沒有這樣的事
[00:07:53.600 --> 00:07:55.600]  然後有其他人就說沒有這樣的事
[00:07:55.600 --> 00:07:57.600]  爭論了好一段時間
[00:07:57.600 --> 00:07:59.600]  爭論了好一段時間
[00:07:59.600 --> 00:08:01.600]  明白了
[00:08:01.600 --> 00:08:03.600]  原來當時發生了這樣的事
[00:08:03.600 --> 00:08:05.600]  看完經文的時候
[00:08:05.600 --> 00:08:07.600]  首先你可能會問
[00:08:07.600 --> 00:08:09.600]  神叫阿伯拉罕獻上耳朵
[00:08:09.600 --> 00:08:11.600]  神叫阿伯拉罕獻上耳朵
[00:08:11.600 --> 00:08:13.600]  是不是做梵祭?
[00:08:13.600 --> 00:08:15.600]  你知道什麼叫做梵祭嗎?
[00:08:15.600 --> 00:08:17.600]  就是燒,將它燒了
[00:08:17.600 --> 00:08:19.600]  將它獻為梵祭
[00:08:19.600 --> 00:08:21.600]  為什麼阿伯拉罕的反應會是
[00:08:21.600 --> 00:08:23.600]  所謂英文叫做meta effect
[00:08:23.600 --> 00:08:25.600]  你叫我這樣做,我就這樣做
[00:08:25.600 --> 00:08:27.600]  好像沒有什麼反抗
[00:08:27.600 --> 00:08:29.600]  沒有什麼異議
[00:08:29.600 --> 00:08:31.600]  有沒有背景可以衡量到
[00:08:31.600 --> 00:08:33.600]  為什麼他會有這樣的反應呢
[00:08:33.600 --> 00:08:35.600]  正如我剛才所說
[00:08:35.600 --> 00:08:37.600]  近幾年特別多這樣的update
[00:08:37.600 --> 00:08:39.600]  近幾年特別多這樣的update
[00:08:39.600 --> 00:08:41.600]  發現加林的風俗的習慣
[00:08:41.600 --> 00:08:43.600]  加林宗教的風俗的習慣
[00:08:43.600 --> 00:08:45.600]  加林宗教的風俗的習慣
[00:08:45.600 --> 00:08:47.600]  有一件事叫做獻英祭
[00:08:47.600 --> 00:08:49.600]  獻英不是飛的那些鷹
[00:08:49.600 --> 00:08:51.600]  獻英不是飛的那些鷹
[00:08:51.600 --> 00:08:53.600]  獻人就是human sacrifice
[00:08:53.600 --> 00:08:55.600]  獻人就是human sacrifice
[00:08:55.600 --> 00:08:57.600]  或者是infant sacrifice
[00:08:57.600 --> 00:08:59.600]  在北非一個地方
[00:08:59.600 --> 00:09:01.600]  在北非一個地方
[00:09:01.600 --> 00:09:03.600]  叫做加泰基
[00:09:03.600 --> 00:09:05.600]  在舊約的時代
[00:09:05.600 --> 00:09:07.600]  在這個地方他們挖掘一些東西出來的時候
[00:09:07.600 --> 00:09:09.600]  在這個地方他們挖掘一些東西出來的時候
[00:09:09.600 --> 00:09:11.600]  發現是一個鷹孩的
[00:09:11.600 --> 00:09:13.600]  不是鷹孩的墳場
[00:09:13.600 --> 00:09:15.600]  而是那些鷹孩
[00:09:15.600 --> 00:09:17.600]  被獻祭之後
[00:09:17.600 --> 00:09:19.600]  被獻祭之後
[00:09:19.600 --> 00:09:21.600]  然後獻給神靈
[00:09:21.600 --> 00:09:23.600]  獻給神靈
[00:09:23.600 --> 00:09:25.600]  獻給假的神靈
[00:09:25.600 --> 00:09:27.600]  然後火化之後
[00:09:27.600 --> 00:09:29.600]  放在一些骨灰罐裡面
[00:09:29.600 --> 00:09:31.600]  放在地上
[00:09:31.600 --> 00:09:33.600]  埋葬
[00:09:33.600 --> 00:09:35.600]  然後上面就立石
[00:09:35.600 --> 00:09:37.600]  做一個記號
[00:09:37.600 --> 00:09:39.600]  所以有些碑在那裡
[00:09:39.600 --> 00:09:41.600]  那些碑很多時候都會說
[00:09:41.600 --> 00:09:43.600]  這樣獻上
[00:09:43.600 --> 00:09:45.600]  上帝會繼續祝福我
[00:09:45.600 --> 00:09:47.600]  繼續去祝福我
[00:09:47.600 --> 00:09:49.600]  這個就是所謂的cultural logic
[00:09:49.600 --> 00:09:51.600]  當時的文化邏輯
[00:09:51.600 --> 00:09:53.600]  當時的文化邏輯
[00:09:53.600 --> 00:09:55.600]  文化宗教的邏輯是什麼呢?
[00:09:55.600 --> 00:09:57.600]  特別是嘉南宗教的邏輯
[00:09:57.600 --> 00:09:59.600]  就是上帝給你一個兒子
[00:09:59.600 --> 00:10:01.600]  我們中間有不少抱著的
[00:10:01.600 --> 00:10:03.600]  我們中間有不少抱著的
[00:10:03.600 --> 00:10:05.600]  上帝給你一個兒子
[00:10:05.600 --> 00:10:07.600]  上帝
[00:10:07.600 --> 00:10:09.600]  神靈自然就有
[00:10:09.600 --> 00:10:11.600]  神靈自然就有
[00:10:11.600 --> 00:10:13.600]  權利去要求
[00:10:13.600 --> 00:10:15.600]  要求拿回這個兒子
[00:10:15.600 --> 00:10:17.600]  特別是在生命裡面
[00:10:17.600 --> 00:10:19.600]  最激
[00:10:19.600 --> 00:10:21.600]  最激的時候
[00:10:21.600 --> 00:10:23.600]  或者最危難的時候
[00:10:23.600 --> 00:10:25.600]  如果你將兒子獻上
[00:10:25.600 --> 00:10:27.600]  的時候
[00:10:27.600 --> 00:10:29.600]  有一點像
[00:10:29.600 --> 00:10:31.600]  跟神靈
[00:10:31.600 --> 00:10:33.600]  強迫他也好
[00:10:33.600 --> 00:10:35.600]  賄賂他
[00:10:35.600 --> 00:10:37.600]  叫他介入
[00:10:37.600 --> 00:10:39.600]  有一幅畫在埃及的宮廷裡面
[00:10:39.600 --> 00:10:41.600]  或者是嘉南的廟裡面
[00:10:41.600 --> 00:10:43.600]  就是描述
[00:10:43.600 --> 00:10:45.600]  那個法老
[00:10:45.600 --> 00:10:47.600]  攻打嘉南的一個城市
[00:10:47.600 --> 00:10:49.600]  那個城市叫
[00:10:49.600 --> 00:10:51.600]  阿薩基倫
[00:10:51.600 --> 00:10:53.600]  你將線條畫出來的時候
[00:10:53.600 --> 00:10:55.600]  你將線條畫出來的時候
[00:10:55.600 --> 00:10:57.600]  你發現法老
[00:10:57.600 --> 00:10:59.600]  帶著埃及的軍隊
[00:10:59.600 --> 00:11:01.600]  打嘉南的城市的時候
[00:11:01.600 --> 00:11:03.600]  那個戰況
[00:11:03.600 --> 00:11:05.600]  是非常激烈的
[00:11:05.600 --> 00:11:07.600]  但是還沒分勝負
[00:11:07.600 --> 00:11:09.600]  為什麼你知道還沒分勝負呢?
[00:11:09.600 --> 00:11:11.600]  因為城門還沒開
[00:11:11.600 --> 00:11:13.600]  城門還沒開
[00:11:13.600 --> 00:11:15.600]  是還不知道誰贏
[00:11:15.600 --> 00:11:17.600]  和誰輸的
[00:11:17.600 --> 00:11:19.600]  這個法老當然是
[00:11:19.600 --> 00:11:21.600]  帶著軍隊壓頂
[00:11:21.600 --> 00:11:23.600]  來攻打這個城市
[00:11:23.600 --> 00:11:25.600]  你看到
[00:11:25.600 --> 00:11:27.600]  城牆上面
[00:11:27.600 --> 00:11:29.600]  就有城市裡面的王
[00:11:29.600 --> 00:11:31.600]  還有一堆長老
[00:11:31.600 --> 00:11:33.600]  他們在做什麼呢?
[00:11:33.600 --> 00:11:35.600]  他們就舉手
[00:11:35.600 --> 00:11:37.600]  不是向法老求情
[00:11:37.600 --> 00:11:39.600]  而是向上天
[00:11:39.600 --> 00:11:41.600]  那個神靈
[00:11:41.600 --> 00:11:43.600]  向他來幫助
[00:11:43.600 --> 00:11:45.600]  右邊
[00:11:45.600 --> 00:11:47.600]  城牆的右邊
[00:11:47.600 --> 00:11:49.600]  是吊著一個人下來的
[00:11:49.600 --> 00:11:51.600]  那個是嬰兒
[00:11:51.600 --> 00:11:53.600]  你看他的髮色
[00:11:53.600 --> 00:11:55.600]  就知道有條辮子
[00:11:55.600 --> 00:11:57.600]  是一個小孩
[00:11:57.600 --> 00:11:59.600]  左邊也有
[00:11:59.600 --> 00:12:01.600]  就是緊急的時候
[00:12:01.600 --> 00:12:05.600]  如果將你的兒子
[00:12:05.600 --> 00:12:07.600]  獻上給神靈的時候
[00:12:07.600 --> 00:12:09.600]  就是希望神靈做什麼呢?
[00:12:09.600 --> 00:12:11.600]  就是去
[00:12:11.600 --> 00:12:13.600]  加入去幫助你
[00:12:13.600 --> 00:12:15.600]  事實上在舊約裡面
[00:12:15.600 --> 00:12:17.600]  有這樣的描述
[00:12:17.600 --> 00:12:21.600]  在黃記下第三章
[00:12:21.600 --> 00:12:23.600]  那裡說的是什麼呢?
[00:12:23.600 --> 00:12:25.600]  就是以色列人打摩訶人的時候
[00:12:25.600 --> 00:12:27.600]  摩訶人有一個
[00:12:27.600 --> 00:12:29.600]  他的宗教裡面有一個假神
[00:12:29.600 --> 00:12:31.600]  叫做摩洛
[00:12:31.600 --> 00:12:33.600]  那麼
[00:12:33.600 --> 00:12:35.600]  在戰況裡面怎麼去描述呢?
[00:12:35.600 --> 00:12:37.600]  他說摩訶王見到陣勢甚大
[00:12:37.600 --> 00:12:39.600]  難以對敵的時候
[00:12:39.600 --> 00:12:41.600]  他就率領七百個拿刀的兵
[00:12:41.600 --> 00:12:43.600]  就要衝過陣
[00:12:43.600 --> 00:12:45.600]  然後去到以東王那裡避難
[00:12:45.600 --> 00:12:47.600]  卻是不能
[00:12:47.600 --> 00:12:49.600]  27節
[00:12:49.600 --> 00:12:51.600]  便將那應當
[00:12:51.600 --> 00:12:53.600]  接續他作王的長子
[00:12:53.600 --> 00:12:55.600]  在城上獻為飯食
[00:12:55.600 --> 00:12:57.600]  那時發生什麼事呢?
[00:12:57.600 --> 00:12:59.600]  以色列人
[00:12:59.600 --> 00:13:01.600]  遭遇耶和華的大怒
[00:13:01.600 --> 00:13:03.600]  其實不知道為什麼中文譯成
[00:13:03.600 --> 00:13:05.600]  耶和華的大怒
[00:13:05.600 --> 00:13:07.600]  遭遇大怒
[00:13:07.600 --> 00:13:09.600]  於是三王就離開了摩訶王
[00:13:09.600 --> 00:13:11.600]  他就各自
[00:13:11.600 --> 00:13:13.600]  回到本地去
[00:13:13.600 --> 00:13:15.600]  大家知道
[00:13:15.600 --> 00:13:17.600]  戰爭是心理戰術
[00:13:17.600 --> 00:13:19.600]  他這樣獻上的時候
[00:13:19.600 --> 00:13:21.600]  不僅求神靈介入
[00:13:21.600 --> 00:13:23.600]  也告訴敵軍
[00:13:23.600 --> 00:13:25.600]  這件事很殘酷
[00:13:25.600 --> 00:13:27.600]  所以以色列人見到的時候
[00:13:27.600 --> 00:13:29.600]  他說不要打
[00:13:29.600 --> 00:13:31.600]  太過
[00:13:31.600 --> 00:13:33.600]  太過殘酷
[00:13:33.600 --> 00:13:35.600]  所以在舊約聖經裡面
[00:13:35.600 --> 00:13:37.600]  先知書可很明文
[00:13:37.600 --> 00:13:39.600]  去批判
[00:13:39.600 --> 00:13:41.600]  這些野蠻的風俗
[00:13:41.600 --> 00:13:43.600]  《生命記》就是其中一節
[00:13:43.600 --> 00:13:45.600]  第18章第9節
[00:13:45.600 --> 00:13:47.600]  他說不可以有人
[00:13:47.600 --> 00:13:49.600]  把自己的耳濡腺蒂
[00:13:49.600 --> 00:13:51.600]  火祭
[00:13:51.600 --> 00:13:53.600]  這些是嘉南
[00:13:53.600 --> 00:13:55.600]  野蠻的風俗
[00:13:55.600 --> 00:13:57.600]  所謂的
[00:13:57.600 --> 00:13:59.600]  獻應祭
[00:13:59.600 --> 00:14:01.600]  或者
[00:14:01.600 --> 00:14:03.600]  sacrifice
[00:14:03.600 --> 00:14:05.600]  有這樣的背景
[00:14:05.600 --> 00:14:07.600]  我們可以了解到
[00:14:07.600 --> 00:14:09.600]  阿巴罕會有這樣的反應
[00:14:09.600 --> 00:14:11.600]  就像是要求的
[00:14:11.600 --> 00:14:13.600]  他就照做
[00:14:13.600 --> 00:14:15.600]  因為在那種環境
[00:14:15.600 --> 00:14:17.600]  在那種背景下
[00:14:17.600 --> 00:14:19.600]  但我想
[00:14:19.600 --> 00:14:21.600]  問你一個問題
[00:14:21.600 --> 00:14:23.600]  整個故事裡面
[00:14:23.600 --> 00:14:25.600]  以撒有沒有死
[00:14:25.600 --> 00:14:27.600]  沒有吧
[00:14:27.600 --> 00:14:29.600]  整個故事就是告訴我們
[00:14:29.600 --> 00:14:31.600]  並且有袋屬的羔羊出現
[00:14:31.600 --> 00:14:33.600]  所以上帝
[00:14:33.600 --> 00:14:35.600]  給一個機制
[00:14:35.600 --> 00:14:37.600]  一個substitution的機制
[00:14:37.600 --> 00:14:39.600]  就是不需要人
[00:14:39.600 --> 00:14:41.600]  來獻上
[00:14:41.600 --> 00:14:43.600]  自己的耳濡腺蒂
[00:14:43.600 --> 00:14:45.600]  這個不是
[00:14:45.600 --> 00:14:47.600]  舊約的信仰
[00:14:47.600 --> 00:14:49.600]  也不是聖經的信仰
[00:14:49.600 --> 00:14:51.600]  因為上帝不需要你這樣做
[00:14:51.600 --> 00:14:53.600]  嘉南的宗教的假神就會這樣做
[00:14:53.600 --> 00:14:55.600]  所以和嘉南的宗教
[00:14:55.600 --> 00:14:57.600]  劃清楚界線
[00:14:57.600 --> 00:14:59.600]  我們的信仰絕對不會這樣
[00:14:59.600 --> 00:15:01.600]  有一個羔羊
[00:15:01.600 --> 00:15:03.600]  來作代替
