
[00:00:00.000 --> 00:00:02.000]  最後Mark Sir會帶我們一起搜聖餐
[00:01:45.000 --> 00:01:46.000]  Mark Sir Mark Sir
[00:01:46.000 --> 00:01:49.000]  我差點叫他幫我簽個名
[00:01:49.000 --> 00:01:50.000]  可以嗎
[00:01:50.000 --> 00:01:53.000]  多謝多謝陳牧師
[00:01:54.000 --> 00:01:56.000]  我今天想和大家去
[00:01:56.000 --> 00:02:00.000]  透過馬可福音的一段經文
[00:02:00.000 --> 00:02:01.000]  大家都熟悉的
[00:02:01.000 --> 00:02:04.000]  其實是耶穌平靜風浪
[00:02:04.000 --> 00:02:08.000]  和大家去看一個人生的題目
[00:02:08.000 --> 00:02:10.000]  大家有沒有聽過
[00:02:10.000 --> 00:02:15.000]  一個古詩人叫做河馬
[00:02:15.000 --> 00:02:17.000]  不是那隻動物
[00:02:17.000 --> 00:02:21.000]  是一個在公元前八百年的
[00:02:21.000 --> 00:02:27.000]  一個古希臘雙眼失明的詩人
[00:02:27.000 --> 00:02:28.000]  叫做河馬
[00:02:28.000 --> 00:02:34.000]  相傳他寫了兩部很長的著作
[00:02:34.000 --> 00:02:37.000]  我們叫做史詩
[00:02:37.000 --> 00:02:42.000]  是用詩歌題材來寫一些人物歷史的
[00:02:42.000 --> 00:02:45.000]  一些古典的著作
[00:02:45.000 --> 00:02:48.000]  其中一部的著作
[00:02:48.000 --> 00:02:50.000]  大家認識的名字叫Odyssey
[00:02:50.000 --> 00:02:51.000]  但不是那輛車
[00:02:51.000 --> 00:02:54.000]  你知道牌子的車的model叫Odyssey
[00:02:54.000 --> 00:02:55.000]  不是那輛車
[00:02:55.000 --> 00:02:59.000]  兩卷著作我們統稱叫河馬史詩
[00:02:59.000 --> 00:03:03.000]  這兩卷的河馬史詩的著作
[00:03:03.000 --> 00:03:08.000]  其實是成為了日後古希臘的文獻
[00:03:08.000 --> 00:03:11.000]  一些文學著作的基石
[00:03:11.000 --> 00:03:15.000]  其實到今天有很多不同的文學作品
[00:03:15.000 --> 00:03:18.000]  一些音樂
[00:03:18.000 --> 00:03:22.000]  藝術甚至乎是一些電影的題目
[00:03:22.000 --> 00:03:27.000]  都是受到河馬史詩的影響
[00:03:27.000 --> 00:03:29.000]  我為什麼要提河馬史詩
[00:03:29.000 --> 00:03:35.000]  因為很多學者對河馬史詩的研究的分析
[00:03:35.000 --> 00:03:39.000]  他發現到這部著作最吸引的地方在哪裡呢
[00:03:39.000 --> 00:03:45.000]  就是貫穿著這兩卷著作的一股
[00:03:45.000 --> 00:03:47.000]  我們叫做秩序
[00:03:47.000 --> 00:03:51.000]  有一股秩序或者我們叫做一個對稱的意識
[00:03:51.000 --> 00:03:59.000]  而有趣的地方就是這股秩序並非不可動搖的
[00:03:59.000 --> 00:04:03.000]  是經過一些時間變遷之後
[00:04:03.000 --> 00:04:05.000]  這股秩序會失序的
[00:04:05.000 --> 00:04:07.000]  會失去這個秩序
[00:04:07.000 --> 00:04:10.000]  但很奇怪的就是這個失序之後
[00:04:10.000 --> 00:04:14.000]  它會慢慢又會安然的來到留下
[00:04:14.000 --> 00:04:16.000]  來到繼續下去
[00:04:16.000 --> 00:04:18.000]  當我們這樣看的時候
[00:04:18.000 --> 00:04:20.000]  其實和我們人生有什麼關係呢
[00:04:20.000 --> 00:04:24.000]  我們人生的歷程
[00:04:24.000 --> 00:04:31.000]  其實就是不斷的在一個秩序和失序的意識形態底下
[00:04:31.000 --> 00:04:33.000]  一路繼續走下去
[00:04:33.000 --> 00:04:36.000]  我們時常都覺得
[00:04:36.000 --> 00:04:37.000]  我們時常都想
[00:04:37.000 --> 00:04:41.000]  每一個人都很想能夠找到一個安身立命的地方
[00:04:41.000 --> 00:04:43.000]  但很可惜的就是
[00:04:43.000 --> 00:04:45.000]  我們想有秩序地生活
[00:04:45.000 --> 00:04:47.000]  但很可惜的就是
[00:04:47.000 --> 00:04:52.000]  不時受到一些很無情的混亂的威脅
[00:04:52.000 --> 00:04:57.000]  使得我們想秩序生活
[00:04:57.000 --> 00:04:58.000]  但變得失序
[00:04:58.000 --> 00:05:00.000]  就正如我們都聽過
[00:05:00.000 --> 00:05:03.000]  變幻才是永恆
[00:05:03.000 --> 00:05:09.000]  究竟怎樣才能夠可以很安然的繼續生活下去呢
[00:05:09.000 --> 00:05:12.000]  我們不需要
[00:05:12.000 --> 00:05:14.000]  其實對人生的描寫
[00:05:14.000 --> 00:05:17.000]  都不需要只有古人才會讀
[00:05:17.000 --> 00:05:20.000]  大家有沒有聽過這首流行曲
[00:05:20.000 --> 00:05:23.000]  當然流行就是以前
[00:05:23.000 --> 00:05:25.000]  叫《幾許風雨》
[00:05:25.000 --> 00:05:26.000]  你有沒有聽過
[00:05:26.000 --> 00:05:28.000]  你聽過大概都知道
[00:05:28.000 --> 00:05:30.000]  我都猜到你幾多歲
[00:05:30.000 --> 00:05:33.000]  是二十世紀八十年代
[00:05:33.000 --> 00:05:35.000]  在香港一首很流行
[00:05:35.000 --> 00:05:37.000]  記不記得是誰寫的
[00:05:37.000 --> 00:05:38.000]  是誰唱的
[00:05:38.000 --> 00:05:39.000]  羅文唱的
[00:05:39.000 --> 00:05:40.000]  大家懂不懂得唱
[00:05:40.000 --> 00:05:42.000]  你不用現在唱
[00:05:42.000 --> 00:05:46.000]  一首很潰滯人口的流行歌
[00:05:46.000 --> 00:05:49.000]  叫《幾許風雨》
[00:05:49.000 --> 00:05:51.000]  這首歌一開始的時候就說
[00:05:51.000 --> 00:05:53.000]  無言輕衣
[00:05:53.000 --> 00:05:56.000]  唱遍凝望與世急也亂
[00:05:56.000 --> 00:05:58.000]  這句說話已經告訴我們
[00:05:58.000 --> 00:06:02.000]  人生是有很多痛苦的
[00:06:02.000 --> 00:06:05.000]  他用風雨來描寫痛苦
[00:06:05.000 --> 00:06:08.000]  或者人生裏面很多的混亂
[00:06:08.000 --> 00:06:10.000]  但這首詩歌去到下面
[00:06:10.000 --> 00:06:12.000]  他說《幾許風雨》
[00:06:12.000 --> 00:06:14.000]  我也經過屹立到木前
[00:06:14.000 --> 00:06:19.000]  意思就是縱然有很多混亂
[00:06:19.000 --> 00:06:20.000]  很多痛苦
[00:06:20.000 --> 00:06:22.000]  很多挫敗
[00:06:22.000 --> 00:06:25.000]  但是經歷了之後回望
[00:06:25.000 --> 00:06:28.000]  我們都可以站得穩
[00:06:28.000 --> 00:06:31.000]  這首流行歌就是想說這件事
[00:06:31.000 --> 00:06:36.000]  究竟怎樣能夠可以站得穩
[00:06:36.000 --> 00:06:38.000]  究竟我們怎樣能夠從秩序
[00:06:38.000 --> 00:06:40.000]  變成失序
[00:06:40.000 --> 00:06:43.000]  然後沉回秩序
[00:06:43.000 --> 00:06:48.000]  很多很多的智者都去嘗試回答這個問題
[00:06:48.000 --> 00:06:51.000]  我今天想和大家看這段經文
[00:06:51.000 --> 00:06:53.000]  就是馬學福音
[00:06:53.000 --> 00:06:55.000]  耶穌平靜風浪
[00:06:55.000 --> 00:06:57.000]  同樣用風浪來描寫
[00:06:57.000 --> 00:06:59.000]  好像一個人生的旅程
[00:06:59.000 --> 00:07:02.000]  究竟耶穌和門徒
[00:07:02.000 --> 00:07:06.000]  兩班人兩組人的對比
[00:07:06.000 --> 00:07:09.000]  給我們一個甚麼的功課
[00:07:09.000 --> 00:07:14.000]  可以令我們在風雨中都能夠站得穩
[00:07:14.000 --> 00:07:18.000]  我們在風雨中都好像可以漫步
[00:07:18.000 --> 00:07:22.000]  我猜大家應該比較熟悉這段經文
[00:07:22.000 --> 00:07:24.000]  這段經文的開始的時候
[00:07:24.000 --> 00:07:27.000]  就在馬學福音第四章第35節
[00:07:27.000 --> 00:07:30.000]  當天黃昏耶穌對門徒說
[00:07:30.000 --> 00:07:33.000]  我們到海那邊去吧
[00:07:33.000 --> 00:07:35.000]  門徒離開群眾
[00:07:35.000 --> 00:07:37.000]  耶穌已經在船上
[00:07:37.000 --> 00:07:39.000]  他們就載他過去
[00:07:39.000 --> 00:07:41.000]  也有別的船和他同去
[00:07:41.000 --> 00:07:42.000]  第37節
[00:07:42.000 --> 00:07:44.000]  突然間起了狂風
[00:07:44.000 --> 00:07:47.000]  波浪不斷地打進船內
[00:07:47.000 --> 00:07:50.000]  船艙裏面都積滿了水
[00:07:50.000 --> 00:07:54.000]  故事一開始的時候就是晚上
[00:07:54.000 --> 00:07:57.000]  晚上耶穌出了一個主意
[00:07:57.000 --> 00:07:58.000]  不是門徒
[00:07:58.000 --> 00:08:00.000]  是耶穌出主意
[00:08:00.000 --> 00:08:06.000]  不如我們去加利利海或加利利湖吧
[00:08:06.000 --> 00:08:09.000]  這個不是門徒自己提議
[00:08:09.000 --> 00:08:11.000]  不如晚上去賞月
[00:08:11.000 --> 00:08:14.000]  在船上賞月好看一點
[00:08:14.000 --> 00:08:15.000]  不是
[00:08:15.000 --> 00:08:17.000]  是耶穌叫的
[00:08:17.000 --> 00:08:21.000]  但是出去到海或湖的時候
[00:08:21.000 --> 00:08:22.000]  突然間起了風暴
[00:08:22.000 --> 00:08:24.000]  為甚麼會突然間起風暴
[00:08:24.000 --> 00:08:26.000]  我想你問Marshall會更加清楚
[00:08:26.000 --> 00:08:32.000]  更加認識當地在加利利湖的地理環境
[00:08:32.000 --> 00:08:34.000]  可能Marshall會解釋得更好
[00:08:34.000 --> 00:08:41.000]  簡單來說就是加利利湖是在海平面以下的七八尺
[00:08:41.000 --> 00:08:44.000]  但是加利利湖是被很多高山圍住
[00:08:44.000 --> 00:08:47.000]  特別是在東面一個叫做黑門山
[00:08:47.000 --> 00:08:49.000]  高達九千二百尺
[00:08:49.000 --> 00:08:52.000]  你看看七八尺水平面以下
[00:08:52.000 --> 00:08:55.000]  九千二百尺海平面以上
[00:08:55.000 --> 00:09:02.000]  這個這麼大的差距就造成了在山上的凍空氣和在湖面的冷空氣
[00:09:02.000 --> 00:09:06.000]  暖空氣上升的時候就產生一個很對價的風暴
[00:09:06.000 --> 00:09:08.000]  是突然間會發生的
[00:09:08.000 --> 00:09:10.000]  如果你去過以色列
[00:09:10.000 --> 00:09:12.000]  跟Marshall去以色列聖地行的時候
[00:09:12.000 --> 00:09:15.000]  你都可能會經歷類似的情況
[00:09:15.000 --> 00:09:17.000]  在這樣的情況下
[00:09:17.000 --> 00:09:22.000]  門徒和耶穌經歷了的是一個突然間來的風暴
[00:09:22.000 --> 00:09:24.000]  是沒有預計到的
[00:09:24.000 --> 00:09:26.000]  但總之這個風暴出現了
[00:09:26.000 --> 00:09:31.000]  要留意的就是在風暴出現的時候
[00:09:31.000 --> 00:09:36.000]  耶穌不是站在岸上看著你們門徒有什麼反應
[00:09:36.000 --> 00:09:43.000]  是耶穌在船裡面跟門徒一起經歷這個風暴
[00:09:43.000 --> 00:09:48.000]  我們要問的為什麼耶穌要帶門徒出去經歷風暴呢
[00:09:48.000 --> 00:09:53.000]  其實風暴對人有什麼意義呢
[00:09:53.000 --> 00:09:58.000]  風暴就是叫人看到自己人生的限制
[00:09:58.000 --> 00:10:00.000]  人是很脆弱的
[00:10:00.000 --> 00:10:06.000]  風暴叫人失控
[00:10:06.000 --> 00:10:08.000]  好像失序一樣
[00:10:08.000 --> 00:10:11.000]  風暴叫我們無力抵抗
[00:10:11.000 --> 00:10:13.000]  在現代的社會
[00:10:13.000 --> 00:10:15.000]  在現代的科技的社會裡面
[00:10:15.000 --> 00:10:18.000]  有一個迷思就是我們能夠掌握一切
[00:10:18.000 --> 00:10:20.000]  我們有很高的醫學技術
[00:10:20.000 --> 00:10:22.000]  我們可以上太空
[00:10:22.000 --> 00:10:27.000]  我們會被一個科技的迷思來騙了我們
[00:10:27.000 --> 00:10:29.000]  以為人可以掌握一切
[00:10:29.000 --> 00:10:33.000]  以為人好像上帝一樣可以創造秩序
[00:10:33.000 --> 00:10:36.000]  可以穩定的活下去
[00:10:36.000 --> 00:10:43.000]  但風暴其實是壓倒我們人的能力的
[00:10:43.000 --> 00:10:50.000]  這個就是耶穌想門徒跟他一起經歷的人生的一課
[00:10:50.000 --> 00:10:54.000]  在這個風暴的發生的底下
[00:10:54.000 --> 00:10:59.000]  耶穌跟門徒的反應是截然不同的
[00:10:59.000 --> 00:11:02.000]  大家知道門徒的反應
[00:11:02.000 --> 00:11:04.000]  頌賢裡面有很多個漁夫
[00:11:04.000 --> 00:11:06.000]  他們打魚為生
[00:11:06.000 --> 00:11:09.000]  但他們竟然驚惶失措
[00:11:09.000 --> 00:11:12.000]  就好像經文那裡在第39節說
[00:11:12.000 --> 00:11:15.000]  老師我們要死了你都不理嗎
[00:11:15.000 --> 00:11:18.000]  其實帶有一點責備的
[00:11:18.000 --> 00:11:20.000]  其實很自然很明白
[00:11:20.000 --> 00:11:22.000]  當然是責備
[00:11:22.000 --> 00:11:24.000]  我們明明在岸上好好的
[00:11:24.000 --> 00:11:26.000]  你為什麼帶我們出海
[00:11:26.000 --> 00:11:28.000]  你帶我們出海要我們經歷風暴
[00:11:28.000 --> 00:11:33.000]  我想我們每一個人都會將責任來賴耶穌
[00:11:33.000 --> 00:11:35.000]  但耶穌呢
[00:11:35.000 --> 00:11:39.000]  耶穌在船尾那裡睡覺
[00:11:39.000 --> 00:11:44.000]  或者還可能拿著他媽媽送給他的毛公仔在那裡睡覺
[00:11:44.000 --> 00:11:46.000]  很安然的在睡覺
[00:11:46.000 --> 00:11:53.000]  耶穌不是累到連水進來船裡面都不知道
[00:11:53.000 --> 00:11:55.000]  我想沒有可能的事
[00:11:55.000 --> 00:11:58.000]  耶穌只是沒有打算起身
[00:11:58.000 --> 00:12:01.000]  耶穌沒有打算要平靜這個風浪
[00:12:01.000 --> 00:12:05.000]  在第39節那裡說耶穌起來
[00:12:05.000 --> 00:12:10.000]  其實是在說耶穌被叫醒
[00:12:10.000 --> 00:12:12.000]  耶穌沒有想起身
[00:12:12.000 --> 00:12:16.000]  耶穌起身的原因是因為門徒驚惶失措
[00:12:16.000 --> 00:12:21.000]  所以耶穌起身為了門徒平靜風浪
[00:12:21.000 --> 00:12:23.000]  讓他們可以安心
[00:12:23.000 --> 00:12:29.000]  真正的風暴
[00:12:29.000 --> 00:12:31.000]  當我們見到耶穌的反應
[00:12:31.000 --> 00:12:35.000]  和門徒那種亂章反應的時候
[00:12:35.000 --> 00:12:40.000]  我們知道真正的風暴其實不是在外在的因素裡面
[00:12:40.000 --> 00:12:47.000]  今天我們見到的風暴不是因為政治的不穩
[00:12:47.000 --> 00:12:49.000]  不是因為經濟走下坡
[00:12:49.000 --> 00:12:52.000]  不是因為社會上有什麼特別的變遷
[00:12:52.000 --> 00:12:57.000]  真正的風暴正如我們見到耶穌和門徒的分別
[00:12:57.000 --> 00:12:59.000]  其實在人的心裡面
[00:12:59.000 --> 00:13:06.000]  耶穌在經文的第40節
[00:13:06.000 --> 00:13:10.000]  耶穌說為什麼這樣膽怯
[00:13:10.000 --> 00:13:12.000]  為什麼沒有信心
[00:13:12.000 --> 00:13:15.000]  膽怯信心是一個內在的質素
[00:13:15.000 --> 00:13:19.000]  耶穌對門徒的責備也好
[00:13:19.000 --> 00:13:20.000]  或者提醒也好
[00:13:20.000 --> 00:13:22.000]  為什麼你們這麼擔心
[00:13:22.000 --> 00:13:24.000]  為什麼你們裡面這麼不穩定
[00:13:24.000 --> 00:13:26.000]  當然什麼叫信心
[00:13:26.000 --> 00:13:29.000]  我們需要慢慢來認識
[00:13:29.000 --> 00:13:33.000]  這裡的信心不是說保羅恩信稱義的意思
[00:13:33.000 --> 00:13:35.000]  這裡所說的信心
[00:13:35.000 --> 00:13:37.000]  耶穌說不要膽怯
[00:13:37.000 --> 00:13:42.000]  是並非我們相信
[00:13:42.000 --> 00:13:47.000]  信心並非相信上帝一定會除去風暴
[00:13:47.000 --> 00:13:48.000]  這個不是信心
[00:13:48.000 --> 00:13:50.000]  這個不是耶穌想說的信心
[00:13:50.000 --> 00:13:53.000]  信心是好像耶穌一樣
[00:13:53.000 --> 00:13:59.000]  能夠在狂風大雨底下繼續睡覺
[00:13:59.000 --> 00:14:03.000]  不是除去外在的威脅
[00:14:03.000 --> 00:14:07.000]  而是內在很穩定繼續可以睡覺
[00:14:07.000 --> 00:14:11.000]  不被風暴壓倒
[00:14:11.000 --> 00:14:14.000]  不會變得失序
[00:14:14.000 --> 00:14:17.000]  能夠漫步風雨中
[00:14:17.000 --> 00:14:19.000]  這個就是信心
[00:14:19.000 --> 00:14:21.000]  耶穌讓我們看到
[00:14:21.000 --> 00:14:22.000]  我們會問一個問題
[00:14:22.000 --> 00:14:25.000]  我們怎樣才能得到這個信心呢
[00:14:25.000 --> 00:14:27.000]  這段經文去到後面
[00:14:27.000 --> 00:14:30.000]  由第37節一直去到第41節
[00:14:30.000 --> 00:14:33.000]  我們留意到作者描寫的時候
[00:14:33.000 --> 00:14:37.000]  有一個漸進的描述
[00:14:37.000 --> 00:14:41.000]  第37節他說那時候起了大風
[00:14:41.000 --> 00:14:45.000]  然後去到第39節
[00:14:45.000 --> 00:14:47.000]  當耶穌斥責風的時候
[00:14:47.000 --> 00:14:51.000]  然後風就大大平靜了
[00:14:51.000 --> 00:14:54.000]  然後去到最後第41節
[00:14:54.000 --> 00:14:56.000]  經文是這樣翻譯的
[00:14:56.000 --> 00:15:01.000]  他說門徒大大大大大地懼怕
[00:15:01.000 --> 00:15:05.000]  要留意這個漸進的描寫
[00:15:05.000 --> 00:15:09.000]  風暴平靜了之後
[00:15:09.000 --> 00:15:13.000]  門徒的反應竟然更加戲劇化
[00:15:13.000 --> 00:15:17.000]  門徒的反應就是當他見到耶穌平靜了風暴的時候
[00:15:17.000 --> 00:15:22.000]  他對耶穌所產生那份我們叫做懼怕
[00:15:22.000 --> 00:15:24.000]  應該反應得更好
[00:15:24.000 --> 00:15:28.000]  就是剛才詩歌所唱的敬畏
[00:15:28.000 --> 00:15:32.000]  門徒見到耶穌平靜了風暴
[00:15:32.000 --> 00:15:36.000]  門徒對耶穌所產生的那份敬畏
[00:15:36.000 --> 00:15:40.000]  比起剛才見到福天蓋地的風暴
[00:15:40.000 --> 00:15:43.000]  更加提升了一層
[00:15:43.000 --> 00:15:47.000]  而這種敬畏
[00:15:47.000 --> 00:15:51.000]  在門徒心裏面所產生對耶穌的敬畏
[00:15:51.000 --> 00:15:56.000]  和當時突然間水面平靜了
[00:15:56.000 --> 00:15:59.000]  形成一個很強烈的對比
[00:15:59.000 --> 00:16:04.000]  當我們能夠被耶穌壓倒了我們的時候
[00:16:04.000 --> 00:16:07.000]  我們就不會被任何東西壓倒
[00:16:07.000 --> 00:16:12.000]  當我們能夠經歷一個比風暴更大的風暴
[00:16:12.000 --> 00:16:16.000]  我們就能夠得到這份所謂耶穌所講的
[00:16:16.000 --> 00:16:19.000]  不要膽怯 要有信心
[00:16:19.000 --> 00:16:22.000]  可以安然入睡
[00:16:22.000 --> 00:16:28.000]  所以問題是誰才是最可畏的呢?
[00:16:28.000 --> 00:16:32.000]  誰才是我們要敬畏的對象呢?
[00:16:32.000 --> 00:16:35.000]  是經濟的崩潰?
[00:16:35.000 --> 00:16:37.000]  是政治的不穩?
[00:16:37.000 --> 00:16:41.000]  還是敬畏的是耶穌基督?
[00:16:41.000 --> 00:16:46.000]  面對其他一切的突如其來的風暴
[00:16:46.000 --> 00:16:49.000]  我們都可以不需要害怕呢?
[00:16:49.000 --> 00:16:53.000]  在上一年
[00:16:53.000 --> 00:16:56.000]  Colin這本英文字典
[00:16:56.000 --> 00:17:01.000]  選了一個字來總結2022年
[00:17:01.000 --> 00:17:04.000]  這個字叫做Permanent Crisis
[00:17:04.000 --> 00:17:06.000]  是一個造出來的字
[00:17:06.000 --> 00:17:08.000]  Permanent Crisis
[00:17:08.000 --> 00:17:12.000]  就是一個永久的危機
[00:17:12.000 --> 00:17:18.000]  總結了2022年的整個世界的狀況
[00:17:18.000 --> 00:17:21.000]  其實這個字Colin選出來
[00:17:21.000 --> 00:17:23.000]  是真的要來描寫
[00:17:23.000 --> 00:17:25.000]  特別是在英國
[00:17:25.000 --> 00:17:28.000]  因為Colin是英國出版的字典
[00:17:28.000 --> 00:17:31.000]  特別是在英國和世界各地
[00:17:31.000 --> 00:17:33.000]  2022年面對的
[00:17:33.000 --> 00:17:36.000]  或者將來要面對的一個危機
[00:17:36.000 --> 00:17:38.000]  包括什麼呢?
[00:17:38.000 --> 00:17:40.000]  剛才講了政治的危機
[00:17:40.000 --> 00:17:44.000]  俄烏戰爭所帶來全世界
[00:17:44.000 --> 00:17:47.000]  無論是經濟還是政治上的危機
[00:17:47.000 --> 00:17:50.000]  等等的危機
[00:17:50.000 --> 00:17:54.000]  我們真的生活在一個很多轉變化
[00:17:54.000 --> 00:17:58.000]  很多突如其來的變化的世界裏面
[00:17:58.000 --> 00:18:01.000]  在這個突如其來的變化
[00:18:01.000 --> 00:18:03.000]  在這個危機的底下
[00:18:03.000 --> 00:18:06.000]  究竟怎樣能夠站得穩呢?
[00:18:06.000 --> 00:18:12.000]  倫敦大學有一個我們叫做組織行為科學
[00:18:12.000 --> 00:18:16.000]  叫Organizational Behavior的一個老師
[00:18:16.000 --> 00:18:18.000]  我都不懂得讀了
[00:18:18.000 --> 00:18:20.000]  應該是法文來的
[00:18:20.000 --> 00:18:22.000]  他說原來在危機的底下
[00:18:22.000 --> 00:18:29.000]  我們是怎樣能夠尋回秩序呢?
[00:18:29.000 --> 00:18:32.000]  原來是靠的不是一句說話
[00:18:32.000 --> 00:18:34.000]  沒事發生 沒事發生
[00:18:34.000 --> 00:18:36.000]  大家安好就好
[00:18:36.000 --> 00:18:38.000]  他說這樣是不行的
[00:18:38.000 --> 00:18:40.000]  所以我們見到弟兄姊妹有困難的時候
[00:18:40.000 --> 00:18:42.000]  你不要跟他說上帝與你同在
[00:18:42.000 --> 00:18:44.000]  這樣就搞定了
[00:18:44.000 --> 00:18:46.000]  一兩句是不行的
[00:18:46.000 --> 00:18:49.000]  他說原來能夠尋回秩序
[00:18:49.000 --> 00:18:52.000]  能夠站得穩在危機底下
[00:18:52.000 --> 00:18:56.000]  最大的動力 最大的支撐點
[00:18:56.000 --> 00:19:02.000]  是有人跟你一起
[00:19:02.000 --> 00:19:06.000]  我們的信仰是賦予給我們的是
[00:19:06.000 --> 00:19:11.000]  道成肉身的耶穌基督
[00:19:11.000 --> 00:19:18.000]  是與我們同行 同住那位上帝
[00:19:18.000 --> 00:19:22.000]  教會群體弟兄姊妹大家的相交
[00:19:22.000 --> 00:19:27.000]  就能夠給大家有力量去面對一個
[00:19:27.000 --> 00:19:32.000]  突如其來你經歷的人生風暴
[00:19:32.000 --> 00:19:36.000]  我們不要將我們的專注力
[00:19:36.000 --> 00:19:43.000]  放在無論是科學 人的理性上
[00:19:43.000 --> 00:19:45.000]  想著透過這些就可以得到
[00:19:45.000 --> 00:19:48.000]  我們能夠安身立命的方向
[00:19:48.000 --> 00:19:51.000]  這個不行的
[00:19:51.000 --> 00:19:54.000]  基督信仰 耶穌的同在
[00:19:54.000 --> 00:19:59.000]  弟兄姊妹信徒群體的相交
[00:19:59.000 --> 00:20:03.000]  就能夠讓我們在一個風雨當中
[00:20:03.000 --> 00:20:06.000]  能夠站得穩
[00:20:06.000 --> 00:20:08.000]  弟兄姊妹 接下來2023年
[00:20:08.000 --> 00:20:11.000]  我們不知道究竟會再有多少風雨
[00:20:11.000 --> 00:20:14.000]  多少突發的事件會發生
[00:20:14.000 --> 00:20:17.000]  但我們肯定知道一件事
[00:20:17.000 --> 00:20:22.000]  你身邊有耶穌基督與你們同在
[00:20:22.000 --> 00:20:27.000]  願上帝常與你們同在
[00:20:28.000 --> 00:20:31.000]  謝謝
[00:20:31.000 --> 00:20:33.000]  我們低頭祈禱
[00:20:33.000 --> 00:20:38.000]  主啊 多謝你一個這麼切身的訊息
[00:20:38.000 --> 00:20:41.000]  去提醒我們在人生的風暴當中
[00:20:41.000 --> 00:20:43.000]  有你自己在船上
[00:20:43.000 --> 00:20:45.000]  主啊 求你提醒我們
[00:20:45.000 --> 00:20:48.000]  見到外面很大風暴的時候
[00:20:48.000 --> 00:20:50.000]  我們敬畏的是你自己
[00:20:50.000 --> 00:20:52.000]  我們倚靠的是你自己
[00:20:52.000 --> 00:20:53.000]  有你同在的時候
[00:20:53.000 --> 00:20:57.000]  我們就知道你自己是那位
[00:20:57.000 --> 00:21:01.000]  在我們生命中能夠重尋方向
[00:21:01.000 --> 00:21:04.000]  重新穩定的一位主
[00:21:04.000 --> 00:21:07.000]  主啊 叫我們今天來順靠去敬拜你
[00:21:07.000 --> 00:21:10.000]  讓牧師的提醒
[00:21:10.000 --> 00:21:12.000]  一個經文的訊息
[00:21:12.000 --> 00:21:14.000]  能夠成為我們今天的力量
[00:21:14.000 --> 00:21:15.000]  在這個星期當中
[00:21:15.000 --> 00:21:18.000]  無論我們弟兄姊妹遇見任何的難處
[00:21:18.000 --> 00:21:19.000]  有任何大的問題
[00:21:19.000 --> 00:21:22.000]  我們知道我們需要來敬畏去懼怕的
[00:21:22.000 --> 00:21:23.000]  是你自己
[00:21:23.000 --> 00:21:24.000]  主啊 為我們中間
[00:21:24.000 --> 00:21:25.000]  我們的弟兄姊妹
