
[00:00:00.000 --> 00:00:04.480]  我們來看看巴力的循環
[00:03:32.080 --> 00:03:34.080]  Maud其實就是Guard of Underworld
[00:03:34.080 --> 00:03:36.080]  就是在死人的地方
[00:03:36.080 --> 00:03:38.080]  或者下面陰間的地方
[00:03:38.080 --> 00:03:40.080]  那個死神
[00:03:40.080 --> 00:03:42.080]  翻譯的譯音
[00:03:42.080 --> 00:03:44.080]  就是Maud
[00:03:44.080 --> 00:03:46.080]  我們可以譯作Maud
[00:03:46.080 --> 00:03:48.080]  Maud
[00:03:48.080 --> 00:03:50.080]  這個名字也是
[00:03:50.080 --> 00:03:52.080]  Maud
[00:03:52.080 --> 00:03:54.080]  就是希伯來文的死亡
[00:03:54.080 --> 00:03:56.080]  所以
[00:03:56.080 --> 00:03:58.080]  烏加列文
[00:03:58.080 --> 00:04:00.080]  也是用Maud這個字
[00:04:00.080 --> 00:04:02.080]  來形容死亡
[00:04:02.080 --> 00:04:04.080]  死亡的神
[00:04:04.080 --> 00:04:06.080]  就是Maud
[00:04:06.080 --> 00:04:08.080]  他就挑戰巴力
[00:04:08.080 --> 00:04:10.080]  就殺死了
[00:04:10.080 --> 00:04:12.080]  巴力就死了
[00:04:12.080 --> 00:04:14.080]  死了之後
[00:04:14.080 --> 00:04:16.080]  阿勒特
[00:04:16.080 --> 00:04:18.080]  就是他的情人
[00:04:18.080 --> 00:04:20.080]  他的妹妹或者情人
[00:04:20.080 --> 00:04:22.080]  就為他復仇
[00:04:22.080 --> 00:04:24.080]  為他復仇之後
[00:04:24.080 --> 00:04:26.080]  他就殺敗了Maud
[00:04:26.080 --> 00:04:30.080]  Maud死了之後
[00:04:30.080 --> 00:04:32.080]  就令巴力又再重生
[00:04:32.080 --> 00:04:34.080]  又再復生
[00:04:34.080 --> 00:04:36.080]  所以這個就叫做
[00:04:36.080 --> 00:04:38.080]  巴力循環
[00:04:38.080 --> 00:04:40.080]  所以你想起
[00:04:40.080 --> 00:04:42.080]  聖經裡面有沒有一些地方
[00:04:42.080 --> 00:04:44.080]  跟這些是相似的呢
[00:04:44.080 --> 00:04:46.080]  我們說到
[00:04:46.080 --> 00:04:48.080]  聖經跟這些背景相似
[00:04:48.080 --> 00:04:50.080]  不是說聖經抄襲他們
[00:04:50.080 --> 00:04:52.080]  不是說聖經去到
[00:04:52.080 --> 00:04:54.080]  去到
[00:04:54.080 --> 00:04:56.080]  copycat
[00:04:56.080 --> 00:04:58.080]  去到
[00:04:58.080 --> 00:05:00.080]  重複他們
[00:05:00.080 --> 00:05:02.080]  要說的話
[00:05:02.080 --> 00:05:04.080]  而是某些東西
[00:05:04.080 --> 00:05:06.080]  在文化裡面已經根深蒂固
[00:05:06.080 --> 00:05:08.080]  一些的思想
[00:05:08.080 --> 00:05:10.080]  一些的概念
[00:05:10.080 --> 00:05:12.080]  譬如巴力神
[00:05:12.080 --> 00:05:14.080]  他的死
[00:05:14.080 --> 00:05:16.080]  然後他再復生
[00:05:16.080 --> 00:05:18.080]  然後下年又死又再復生
[00:05:18.080 --> 00:05:20.080]  就好像巴勒斯坦地的氣候一樣
[00:05:20.080 --> 00:05:22.080]  所以有些東西
[00:05:22.080 --> 00:05:24.080]  已經根深蒂固了
[00:05:24.080 --> 00:05:26.080]  所以不是說誰抄誰
[00:05:26.080 --> 00:05:28.080]  而是去到
[00:05:28.080 --> 00:05:30.080]  大家
[00:05:30.080 --> 00:05:32.080]  巴力這個神話
[00:05:32.080 --> 00:05:34.080]  聖經也是對當時的背景
[00:05:34.080 --> 00:05:36.080]  對當時的文化
[00:05:36.080 --> 00:05:38.080]  作出回應
[00:05:38.080 --> 00:05:40.080]  所以如果我們看了巴力循環
[00:05:40.080 --> 00:05:42.080]  巴力神話
[00:05:42.080 --> 00:05:44.080]  一些的內容
[00:05:44.080 --> 00:05:46.080]  我們很快地總結來說
[00:05:46.080 --> 00:05:48.080]  可能你也會想起一些聖經
[00:05:48.080 --> 00:05:50.080]  是神
[00:05:50.080 --> 00:05:52.080]  和巴力神明
[00:05:52.080 --> 00:05:54.080]  去爭鬥的
[00:05:54.080 --> 00:05:56.080]  一些的經文
[00:05:56.080 --> 00:05:58.080]  剛才也提過一點
[00:05:58.080 --> 00:06:00.080]  這些就是我們簡稱
[00:06:00.080 --> 00:06:02.080]  可以叫做podemic
[00:06:02.080 --> 00:06:04.080]  去爭辯
[00:06:04.080 --> 00:06:06.080]  這裡很簡單地列出某一些經文
[00:06:06.080 --> 00:06:08.080]  譬如詩篇29篇
[00:06:08.080 --> 00:06:10.080]  詩篇68篇
[00:06:10.080 --> 00:06:12.080]  還有遼王記
[00:06:12.080 --> 00:06:14.080]  17至19章
[00:06:14.080 --> 00:06:16.080]  這裡就是以利亞的故事
[00:06:16.080 --> 00:06:18.080]  甚至我們繼續延續下去
[00:06:18.080 --> 00:06:20.080]  以利沙的故事
[00:06:20.080 --> 00:06:22.080]  都是和巴力來抗爭
[00:06:22.080 --> 00:06:24.080]  所以我們認識的背景
[00:06:24.080 --> 00:06:26.080]  一定是對我們有好處的
[00:06:26.080 --> 00:06:28.080]  為什麼這個故事
[00:06:28.080 --> 00:06:30.080]  這些經文
[00:06:30.080 --> 00:06:32.080]  會這樣描述
[00:06:32.080 --> 00:06:34.080]  有沒有它自己的意思在裡面
[00:06:34.080 --> 00:06:36.080]  而那個意思
[00:06:36.080 --> 00:06:38.080]  一定要在背景裡面才能夠掌握
[00:06:38.080 --> 00:06:40.080]  如果我們
[00:06:40.080 --> 00:06:42.080]  第一步不去掌握背景的話
[00:06:42.080 --> 00:06:44.080]  我們就很容易將
[00:06:44.080 --> 00:06:46.080]  我們現在有的觀念
[00:06:46.080 --> 00:06:48.080]  有的字眼或意識
[00:06:48.080 --> 00:06:50.080]  我們就會先讀進去
[00:06:50.080 --> 00:06:52.080]  所以我們先
[00:06:52.080 --> 00:06:54.080]  理解了第一步
[00:06:54.080 --> 00:06:56.080]  他們怎樣去到
[00:06:56.080 --> 00:06:58.080]  初代的讀者
[00:06:58.080 --> 00:07:00.080]  初代的作者
[00:07:00.080 --> 00:07:02.080]  在巴力的神明的影響下
[00:07:02.080 --> 00:07:04.080]  他們怎樣去
[00:07:04.080 --> 00:07:06.080]  理解
[00:07:06.080 --> 00:07:08.080]  和怎樣去到
[00:07:08.080 --> 00:07:10.080]  為耶和華作爭辯
[00:07:10.080 --> 00:07:12.080]  以致我們今天能夠知道
[00:07:12.080 --> 00:07:14.080]  意義我們今天怎樣
[00:07:14.080 --> 00:07:16.080]  和不同的
[00:07:16.080 --> 00:07:18.080]  反對信仰
[00:07:18.080 --> 00:07:20.080]  或者反對
[00:07:20.080 --> 00:07:24.080]  聖經信仰的
[00:07:24.080 --> 00:07:26.080]  思潮可以作一些辯識
[00:07:26.080 --> 00:07:28.080]  和作一些爭辯
[00:07:28.080 --> 00:07:30.080]  巴力神是怎樣的呢
[00:07:30.080 --> 00:07:32.080]  這一塊
[00:07:32.080 --> 00:07:34.080]  大的石碑就是在烏加利
[00:07:34.080 --> 00:07:36.080]  這個地方挖出來的
[00:07:36.080 --> 00:07:38.080]  這裡就
[00:07:38.080 --> 00:07:40.080]  畫出巴力
[00:07:40.080 --> 00:07:42.080]  是一個怎樣的神
[00:07:42.080 --> 00:07:44.080]  巴力你看到
[00:07:44.080 --> 00:07:46.080]  這裡就是一個人像
[00:07:46.080 --> 00:07:50.080]  他最重要的地方
[00:07:50.080 --> 00:07:52.080]  當然是他的右手
[00:07:52.080 --> 00:07:54.080]  右手拿著一個棒
[00:07:54.080 --> 00:07:56.080]  一支棍
[00:07:56.080 --> 00:07:58.080]  或者一個
[00:07:58.080 --> 00:08:00.080]  武器
[00:08:00.080 --> 00:08:02.080]  就在他的頭上
[00:08:02.080 --> 00:08:04.080]  右手拿著
[00:08:04.080 --> 00:08:06.080]  他就很準備地
[00:08:06.080 --> 00:08:08.080]  隨時可以攻擊
[00:08:08.080 --> 00:08:10.080]  他的受敵
[00:08:10.080 --> 00:08:12.080]  然後他的左手就拿著什麼呢
[00:08:12.080 --> 00:08:14.080]  左手就拿著
[00:08:14.080 --> 00:08:16.080]  一個
[00:08:16.080 --> 00:08:18.080]  雷電
[00:08:18.080 --> 00:08:20.080]  或者有些解釋
[00:08:20.080 --> 00:08:22.080]  雷電
[00:08:22.080 --> 00:08:24.080]  和植物
[00:08:24.080 --> 00:08:26.080]  當然雷電和植物很有關
[00:08:26.080 --> 00:08:28.080]  因為和雨水有關
[00:08:28.080 --> 00:08:30.080]  所以拿著一個雷電
[00:08:30.080 --> 00:08:32.080]  電棒
[00:08:32.080 --> 00:08:34.080]  他的這塊
[00:08:34.080 --> 00:08:36.080]  這支電棒
[00:08:36.080 --> 00:08:38.080]  插在地上
[00:08:38.080 --> 00:08:40.080]  插在地上
[00:08:40.080 --> 00:08:42.080]  代表他的特性
[00:08:42.080 --> 00:08:44.080]  他戴著的
[00:08:44.080 --> 00:08:46.080]  就是一個牛角的
[00:08:46.080 --> 00:08:48.080]  一個
[00:08:48.080 --> 00:08:50.080]  頭盔
[00:08:50.080 --> 00:08:52.080]  然後
[00:08:52.080 --> 00:08:54.080]  他身上所穿的
[00:08:54.080 --> 00:08:56.080]  就是一個半
[00:08:56.080 --> 00:08:58.080]  到膝頭
[00:08:58.080 --> 00:09:00.080]  這麼長的
[00:09:00.080 --> 00:09:02.080]  一個
[00:09:02.080 --> 00:09:04.080]  裙
[00:09:04.080 --> 00:09:06.080]  就是一種戰士的
[00:09:06.080 --> 00:09:08.080]  裝飾
[00:09:08.080 --> 00:09:10.080]  這些的衣飾
[00:09:10.080 --> 00:09:12.080]  或者這些的
[00:09:12.080 --> 00:09:14.080]  代表
[00:09:14.080 --> 00:09:16.080]  就是告訴人聽
[00:09:16.080 --> 00:09:18.080]  巴力是一個年輕的
[00:09:18.080 --> 00:09:20.080]  很沒有力量的
[00:09:20.080 --> 00:09:22.080]  一個神明
[00:09:22.080 --> 00:09:24.080]  你看到他的腳
[00:09:24.080 --> 00:09:26.080]  不是直立的
[00:09:26.080 --> 00:09:28.080]  是向前走的
[00:09:28.080 --> 00:09:30.080]  換句話說
[00:09:30.080 --> 00:09:32.080]  他是很沒有力量的
[00:09:32.080 --> 00:09:34.080]  他可以向著他的受敵
[00:09:34.080 --> 00:09:36.080]  去作攻擊
[00:09:36.080 --> 00:09:38.080]  而他腳下面踩著的是什麼呢
[00:09:38.080 --> 00:09:40.080]  如果你隱約看到
[00:09:40.080 --> 00:09:42.080]  就是一些波浪
[00:09:42.080 --> 00:09:44.080]  所以他就代表著
[00:09:44.080 --> 00:09:46.080]  是剋聖水
[00:09:46.080 --> 00:09:48.080]  水的混沌
[00:09:48.080 --> 00:09:50.080]  大水等等
[00:09:50.080 --> 00:09:52.080]  就代表巴力
[00:09:52.080 --> 00:09:54.080]  其實是可以去到
[00:09:54.080 --> 00:09:56.080]  掌握著風雨
[00:09:56.080 --> 00:09:58.080]  掌握著雷電
[00:09:58.080 --> 00:10:00.080]  掌握著雨雲
[00:10:00.080 --> 00:10:02.080]  掌握著雨雲
[00:10:02.080 --> 00:10:04.080]  然後將雨刺在地上
[00:10:04.080 --> 00:10:06.080]  以致地上
[00:10:06.080 --> 00:10:08.080]  能夠豐衣足食
[00:10:08.080 --> 00:10:10.080]  他也有權能
[00:10:10.080 --> 00:10:12.080]  得勝了大水
[00:10:12.080 --> 00:10:14.080]  所以因為巴力的緣故
[00:10:14.080 --> 00:10:16.080]  這個宇宙
[00:10:16.080 --> 00:10:18.080]  就會有
[00:10:18.080 --> 00:10:20.080]  四季的循環
[00:10:20.080 --> 00:10:22.080]  就會有命令
[00:10:22.080 --> 00:10:24.080]  不會有混亂
[00:10:24.080 --> 00:10:26.080]  混沌已經被他戰勝了
[00:10:26.080 --> 00:10:28.080]  所以巴力
[00:10:28.080 --> 00:10:30.080]  就可以
[00:10:30.080 --> 00:10:32.080]  保證
[00:10:32.080 --> 00:10:34.080]  可以證實
[00:10:34.080 --> 00:10:36.080]  可以堅立
[00:10:36.080 --> 00:10:38.080]  這個世界有命令
[00:10:38.080 --> 00:10:40.080]  所以
[00:10:40.080 --> 00:10:42.080]  拜巴力的人
[00:10:42.080 --> 00:10:44.080]  其實是做什麼呢?
[00:10:44.080 --> 00:10:46.080]  我們就和當時的社會
[00:10:46.080 --> 00:10:48.080]  很有關係
[00:10:48.080 --> 00:10:50.080]  因為當時是農業的社會
[00:10:50.080 --> 00:10:52.080]  我們看看一些
[00:10:52.080 --> 00:10:54.080]  巴力神話裡面的
[00:10:54.080 --> 00:10:56.080]  片段
[00:10:56.080 --> 00:10:58.080]  這些片段
[00:10:58.080 --> 00:11:00.080]  看完之後
[00:11:00.080 --> 00:11:02.080]  我們就會想想
[00:11:02.080 --> 00:11:04.080]  到底聖經裡面有沒有類似的記載
[00:11:04.080 --> 00:11:06.080]  而那個記載的手法
[00:11:06.080 --> 00:11:08.080]  不單止是像
[00:11:08.080 --> 00:11:10.080]  也有很多分別
[00:11:10.080 --> 00:11:12.080]  本質上有不同的
[00:11:12.080 --> 00:11:14.080]  我們看看
[00:11:14.080 --> 00:11:16.080]  一些
[00:11:16.080 --> 00:11:18.080]  在巴力神話
[00:11:18.080 --> 00:11:20.080]  或者巴力的一些文獻
[00:11:20.080 --> 00:11:22.080]  裡面怎麼形容
[00:11:22.080 --> 00:11:24.080]  巴力
[00:11:24.080 --> 00:11:26.080]  其中一個
[00:11:26.080 --> 00:11:28.080]  巴力的
[00:11:28.080 --> 00:11:30.080]  名號
[00:11:30.080 --> 00:11:32.080]  當然以前的神明
[00:11:32.080 --> 00:11:34.080]  有很多的名號
[00:11:34.080 --> 00:11:36.080]  耶和華也是一樣
[00:11:36.080 --> 00:11:38.080]  巴力也是一樣
[00:11:38.080 --> 00:11:40.080]  巴力有很多不同的名號
[00:11:40.080 --> 00:11:42.080]  其中一個最多時會提到的名號
[00:11:42.080 --> 00:11:44.080]  就是叫做
[00:11:44.080 --> 00:11:46.080]  駕運者
[00:11:46.080 --> 00:11:48.080]  Cloud Rider
[00:11:48.080 --> 00:11:50.080]  或者
[00:11:50.080 --> 00:11:52.080]  他是駕駛著天雲的
[00:11:52.080 --> 00:11:54.080]  那一位
[00:11:54.080 --> 00:11:56.080]  這裡我就截錄了出來
[00:11:56.080 --> 00:11:58.080]  就是Bell Cycle的其中一段
[00:11:58.080 --> 00:12:00.080]  這段的上下文講什麼呢?
[00:12:00.080 --> 00:12:02.080]  就是講到巴力
[00:12:02.080 --> 00:12:04.080]  戰勝了
[00:12:04.080 --> 00:12:06.080]  殺敗了這個Yam
[00:12:06.080 --> 00:12:08.080]  這個海神
[00:12:08.080 --> 00:12:10.080]  混沌的神
[00:12:10.080 --> 00:12:12.080]  God of Chaos
[00:12:12.080 --> 00:12:14.080]  那怎麼形容呢?
[00:12:14.080 --> 00:12:16.080]  就是巴力
[00:12:16.080 --> 00:12:18.080]  拖走
[00:12:18.080 --> 00:12:20.080]  這個Yam
[00:12:20.080 --> 00:12:22.080]  將他肢解
[00:12:22.080 --> 00:12:24.080]  打完一輪之後
[00:12:24.080 --> 00:12:26.080]  巴力贏了
[00:12:26.080 --> 00:12:28.080]  毀滅了這個武士
[00:12:28.080 --> 00:12:30.080]  何川
[00:12:30.080 --> 00:12:32.080]  Yam
[00:12:32.080 --> 00:12:34.080]  Yam有時候叫做River
[00:12:34.080 --> 00:12:36.080]  然後就有一些
[00:12:36.080 --> 00:12:38.080]  大的聲音去讚美
[00:12:38.080 --> 00:12:40.080]  這個巴力
[00:12:40.080 --> 00:12:42.080]  或者去高舉巴力
[00:12:42.080 --> 00:12:44.080]  就說驅散
[00:12:44.080 --> 00:12:46.080]  驅散
[00:12:46.080 --> 00:12:48.080]  驅散
[00:12:48.080 --> 00:12:50.080]  驅散
[00:12:50.080 --> 00:12:52.080]  駕運者
[00:12:52.080 --> 00:12:54.080]  Rickhaw
[00:12:54.080 --> 00:12:56.080]  Rickhaw
[00:12:56.080 --> 00:12:58.080]  或者Rickhaw
[00:12:58.080 --> 00:13:00.080]  這個就是烏加利文
[00:13:00.080 --> 00:13:02.080]  英文翻譯成
[00:13:02.080 --> 00:13:04.080]  讀音的意思
[00:13:04.080 --> 00:13:06.080]  好,這個就叫做
[00:13:06.080 --> 00:13:08.080]  Cloud Rider
[00:13:08.080 --> 00:13:10.080]  駕運者
[00:13:10.080 --> 00:13:12.080]  另外一段就是Epic of Arkhan
[00:13:12.080 --> 00:13:14.080]  這個史詩
[00:13:14.080 --> 00:13:16.080]  這裡講到什麼呢?
[00:13:16.080 --> 00:13:18.080]  上下文就講到
[00:13:18.080 --> 00:13:20.080]  巴力死了
[00:13:20.080 --> 00:13:22.080]  死了之後就
[00:13:22.080 --> 00:13:24.080]  發生什麼事呢?
[00:13:24.080 --> 00:13:26.080]  其他的眾神
[00:13:26.080 --> 00:13:28.080]  因為巴力死了的緣故
[00:13:28.080 --> 00:13:32.080]  所以就沒有雨水降下來
[00:13:32.080 --> 00:13:36.080]  他們就在旱災的時候
[00:13:36.080 --> 00:13:38.080]  他們就去哀歎
[00:13:38.080 --> 00:13:40.080]  為巴力作哀歌
[00:13:40.080 --> 00:13:42.080]  他說
[00:13:42.080 --> 00:13:44.080]  七年巴力不在
[00:13:44.080 --> 00:13:46.080]  Seven years bail is absent
[00:13:46.080 --> 00:13:48.080]  八年
[00:13:48.080 --> 00:13:50.080]  那駕運者
[00:13:50.080 --> 00:13:52.080]  換句話說,沒有了另外一個意思
[00:13:52.080 --> 00:13:54.080]  意思就是說他也不在
[00:13:54.080 --> 00:13:56.080]  那駕運者不在
[00:13:56.080 --> 00:13:58.080]  是同一個字
[00:13:58.080 --> 00:14:00.080]  Cloud Rider
[00:14:00.080 --> 00:14:02.080]  他說沒有金路下來
[00:14:02.080 --> 00:14:04.080]  No dew
[00:14:04.080 --> 00:14:06.080]  也沒有下雨
[00:14:06.080 --> 00:14:08.080]  沒有深淵的漩渦
[00:14:08.080 --> 00:14:10.080]  沒有人搞動深淵
[00:14:10.080 --> 00:14:12.080]  也沒有歡迎巴力的聲音
[00:14:12.080 --> 00:14:14.080]  就是雷電的聲音
[00:14:14.080 --> 00:14:16.080]  沒有雨水的聲音
[00:14:16.080 --> 00:14:18.080]  等等
[00:14:18.080 --> 00:14:20.080]  這裡給我們看到
[00:14:20.080 --> 00:14:22.080]  另外一個章節
[00:14:22.080 --> 00:14:24.080]  就是講到Cloud Rider
[00:14:24.080 --> 00:14:26.080]  這個就是巴力
[00:14:26.080 --> 00:14:28.080]  第三段
[00:14:28.080 --> 00:14:32.080]  在另外一個神話裡面
[00:14:32.080 --> 00:14:34.080]  叫做Bear Fathers Above
[00:14:34.080 --> 00:14:36.080]  就是巴力生了一隻牛
[00:14:36.080 --> 00:14:38.080]  這個神話裡面
[00:14:38.080 --> 00:14:40.080]  有一段是講什麼呢?
[00:14:40.080 --> 00:14:42.080]  他說好消息
[00:14:42.080 --> 00:14:44.080]  我們要歡迎這個好消息
[00:14:44.080 --> 00:14:46.080]  歡迎他
[00:14:46.080 --> 00:14:48.080]  就是巴力
[00:14:48.080 --> 00:14:50.080]  巴力歡迎這個好消息
[00:14:50.080 --> 00:14:52.080]  巴力是大菌的後裔
[00:14:52.080 --> 00:14:54.080]  大菌的後裔
[00:14:54.080 --> 00:14:56.080]  因為巴力生了一頭牛
[00:14:56.080 --> 00:14:58.080]  一頭野牛
[00:14:58.080 --> 00:15:00.080]  這頭野牛是誰生的?
[00:15:00.080 --> 00:15:02.080]  是誰給的?
[00:15:02.080 --> 00:15:04.080]  是駕運者
[00:15:04.080 --> 00:15:06.080]  Rider of Clouds
[00:15:06.080 --> 00:15:08.080]  Bale the Almighty rejoices
[00:15:08.080 --> 00:15:10.080]  大能者巴力就歡喜了
[00:15:10.080 --> 00:15:12.080]  為什麼會說
[00:15:12.080 --> 00:15:14.080]  這麼奇怪
[00:15:14.080 --> 00:15:16.080]  為什麼會說他Fathers Above
[00:15:16.080 --> 00:15:18.080]  就是生了一隻牛
[00:15:18.080 --> 00:15:20.080]  這個就是
[00:15:20.080 --> 00:15:26.080]  當時農耕的背景
[00:15:26.080 --> 00:15:28.080]  就一定知道
[00:15:28.080 --> 00:15:30.080]  因為牛就代表大力
[00:15:30.080 --> 00:15:32.080]  生產力
[00:15:32.080 --> 00:15:34.080]  農作物的豐裕
[00:15:34.080 --> 00:15:36.080]  就是有頭牛
[00:15:36.080 --> 00:15:38.080]  所以說巴力
[00:15:38.080 --> 00:15:40.080]  就代表他生了一隻牛
[00:15:40.080 --> 00:15:42.080]  就是他能夠控制
[00:15:42.080 --> 00:15:44.080]  這個生產的生命
[00:15:44.080 --> 00:15:48.080]  所以就說他生了一隻牛
[00:15:48.080 --> 00:15:50.080]  但最重要的是
[00:15:50.080 --> 00:15:52.080]  他怎麼叫巴力
[00:15:52.080 --> 00:15:54.080]  Rider of Clouds
[00:15:54.080 --> 00:15:56.080]  所以他是駕運者
[00:15:56.080 --> 00:15:58.080]  他是去操縱天運
[00:15:58.080 --> 00:16:00.080]  那些黑運
[00:16:00.080 --> 00:16:02.080]  當你看到黑運來的時候
[00:16:02.080 --> 00:16:04.080]  有雨落
[00:16:04.080 --> 00:16:06.080]  是誰在巴力的宗教
[00:16:06.080 --> 00:16:08.080]  或者巴力的思想在嘉南的文化裡面
[00:16:08.080 --> 00:16:10.080]  就是因為巴力
[00:16:10.080 --> 00:16:12.080]  去控制著這些東西
[00:16:12.080 --> 00:16:16.080]  他可以有天
[00:16:16.080 --> 00:16:18.080]  他可以帶天運
[00:16:18.080 --> 00:16:20.080]  所以因為這個緣故
[00:16:20.080 --> 00:16:22.080]  他也是那個
[00:16:22.080 --> 00:16:24.080]  在地上有雨水的神明
[00:16:24.080 --> 00:16:26.080]  在這裡另外一節錄一段
[00:16:26.080 --> 00:16:28.080]  就是Epic of Cota
[00:16:28.080 --> 00:16:32.080]  又是另外一個烏加利的史詩
[00:16:32.080 --> 00:16:34.080]  裡面提到
[00:16:34.080 --> 00:16:36.080]  又是汗災
[00:16:36.080 --> 00:16:38.080]  去到想找雨水
[00:16:38.080 --> 00:16:40.080]  他就說要擦汗地面
[00:16:40.080 --> 00:16:42.080]  就是想有巴力的雨水
[00:16:42.080 --> 00:16:44.080]  田地想有
[00:16:44.080 --> 00:16:46.080]  田地想有
[00:16:46.080 --> 00:16:48.080]  至高者的雨水
[00:16:48.080 --> 00:16:50.080]  這裡另外一個巴力的名號
[00:16:50.080 --> 00:16:52.080]  就是至高者
[00:16:52.080 --> 00:16:54.080]  他說
[00:16:54.080 --> 00:16:56.080]  在大地裡面多好
[00:16:56.080 --> 00:16:58.080]  就是巴力的雨水
[00:16:58.080 --> 00:17:00.080]  為了田地的緣故
[00:17:00.080 --> 00:17:02.080]  有多美好
[00:17:02.080 --> 00:17:04.080]  就是至高者的雨水
[00:17:04.080 --> 00:17:06.080]  這些就像寫詩
[00:17:06.080 --> 00:17:08.080]  你看到像詩篇一樣
[00:17:08.080 --> 00:17:10.080]  都是這樣
[00:17:10.080 --> 00:17:12.080]  一句一句
[00:17:12.080 --> 00:17:14.080]  然後一句對一句
[00:17:14.080 --> 00:17:16.080]  然後A句又對B句
