
[00:00:00.000 --> 00:00:07.740]  除了死神的形容之外,還提到一個很重要的戰爭
[00:08:02.400 --> 00:08:06.400]  除了交代巴黎戰勝Yam之外
[00:08:06.400 --> 00:08:08.400]  即是雲頓大水之外
[00:08:08.400 --> 00:08:17.400]  也有很多章節特別來交代巴黎和Maud之間的爭戰
[00:08:17.400 --> 00:08:21.400]  因為巴黎要去到掌管雨水
[00:08:21.400 --> 00:08:23.400]  掌管著生命的時候
[00:08:23.400 --> 00:08:26.400]  他就一定要打敗Maud
[00:08:26.400 --> 00:08:33.400]  Maud未能夠打敗,生命始終是很脆弱的
[00:08:33.400 --> 00:08:37.400]  所以一年又一年又一年的循環裡面
[00:08:37.400 --> 00:08:44.400]  巴黎就不斷要去到對付死亡
[00:08:44.400 --> 00:08:46.400]  除了大水之外就是死亡
[00:08:46.400 --> 00:08:51.400]  我們剛才說一直看巴黎的文字的時候
[00:08:51.400 --> 00:08:54.400]  就想一想以利亞的故事
[00:08:54.400 --> 00:08:56.400]  以利亞的故事
[00:08:56.400 --> 00:08:59.400]  為什麼會交代這樣的主題
[00:08:59.400 --> 00:09:01.400]  我們從17章第一節開始
[00:09:01.400 --> 00:09:06.400]  以利亞的故事是先知被公認
[00:09:06.400 --> 00:09:09.400]  上帝說你去到一個溪旁
[00:09:09.400 --> 00:09:13.400]  然後烏鴉將肉帶給你
[00:09:13.400 --> 00:09:16.400]  然後你可以喝溪裡面的水
[00:09:16.400 --> 00:09:18.400]  縱使在旱災裡面
[00:09:18.400 --> 00:09:19.400]  沒有雨了
[00:09:19.400 --> 00:09:21.400]  耶和華說我會供養你
[00:09:21.400 --> 00:09:27.400]  所以耶和華才有給水和食物的權力
[00:09:27.400 --> 00:09:31.400]  他才是掌握生命的唯一的神
[00:09:31.400 --> 00:09:33.400]  不是巴黎
[00:09:33.400 --> 00:09:35.400]  第二個故事是說什麼
[00:09:35.400 --> 00:09:37.400]  第二個故事就是說
[00:09:37.400 --> 00:09:41.400]  以利亞去到西頓
[00:09:41.400 --> 00:09:43.400]  撒亞法這個地方
[00:09:43.400 --> 00:09:45.400]  就去找一個寡婦
[00:09:45.400 --> 00:09:47.400]  然後因為當時的旱災太嚴重
[00:09:47.400 --> 00:09:50.400]  剩下的油和麵粉是很少的
[00:09:50.400 --> 00:09:52.400]  以利亞的故事
[00:09:52.400 --> 00:09:56.400]  17章烈王紀上17章中間的故事
[00:09:56.400 --> 00:10:00.400]  就說到上帝去到公認一切的需要
[00:10:00.400 --> 00:10:05.400]  連寡婦和她的兒子都能夠養著他們
[00:10:05.400 --> 00:10:08.400]  先知也能夠養著他們
[00:10:08.400 --> 00:10:10.400]  只要憑信心相信
[00:10:10.400 --> 00:10:13.400]  這個真神耶和華是掌管一切的
[00:10:13.400 --> 00:10:15.400]  到第三個故事
[00:10:15.400 --> 00:10:17.400]  17節
[00:10:17.400 --> 00:10:19.400]  他說這事之後
[00:10:19.400 --> 00:10:21.400]  第三個故事
[00:10:21.400 --> 00:10:24.400]  那婦人就是那個寡婦
[00:10:24.400 --> 00:10:26.400]  就是那家裡面的女主人
[00:10:26.400 --> 00:10:28.400]  她的兒子就生病了
[00:10:28.400 --> 00:10:30.400]  病得很重
[00:10:30.400 --> 00:10:32.400]  並且沒有氣息
[00:10:32.400 --> 00:10:33.400]  死了
[00:10:33.400 --> 00:10:35.400]  婦人就對以利亞說
[00:10:35.400 --> 00:10:37.400]  那個神人我跟你有什麼關係呢
[00:10:37.400 --> 00:10:38.400]  你竟然到我這裡來
[00:10:38.400 --> 00:10:40.400]  使上帝來記起我的罪
[00:10:40.400 --> 00:10:42.400]  以致我的兒子死了
[00:10:42.400 --> 00:10:45.400]  這些都是很近東的概念
[00:10:45.400 --> 00:10:47.400]  因為有些咒詛臨到
[00:10:47.400 --> 00:10:48.400]  死亡臨到
[00:10:48.400 --> 00:10:55.400]  就代表我一定是和那個神明之間有些不好的關係
[00:10:55.400 --> 00:10:56.400]  得罪了他
[00:10:56.400 --> 00:10:58.400]  想起我的罪
[00:10:58.400 --> 00:11:03.400]  所以我的兒子現在要得到下場
[00:11:03.400 --> 00:11:05.400]  有咒詛來到
[00:11:05.400 --> 00:11:06.400]  以利亞就跟他說
[00:11:06.400 --> 00:11:08.400]  將你的兒子交給我
[00:11:08.400 --> 00:11:11.400]  以利亞就從婦人懷中
[00:11:11.400 --> 00:11:13.400]  接過孩子來
[00:11:13.400 --> 00:11:17.400]  抱他上到她所住的頂樓
[00:11:17.400 --> 00:11:20.400]  放在自己的床上
[00:11:20.400 --> 00:11:22.400]  以利亞就將這個兒子接過來
[00:11:22.400 --> 00:11:23.400]  一個死了的人
[00:11:23.400 --> 00:11:25.400]  他就叩高耶和說
[00:11:25.400 --> 00:11:26.400]  耶和說我的上帝
[00:11:26.400 --> 00:11:28.400]  我寄居在這個寡婦的家裡面
[00:11:28.400 --> 00:11:30.400]  祢卻降災給她
[00:11:30.400 --> 00:11:33.400]  使得她死了
[00:11:33.400 --> 00:11:36.400]  於是三次伏在孩子的身上
[00:11:36.400 --> 00:11:37.400]  叩高耶和說
[00:11:37.400 --> 00:11:38.400]  耶和說我的神
[00:11:38.400 --> 00:11:42.400]  求祢使這孩子的生命歸回給她
[00:11:42.400 --> 00:11:45.400]  耶和說聽見
[00:11:45.400 --> 00:11:47.400]  以利亞先知的呼求
[00:11:47.400 --> 00:11:49.400]  孩子的生命就歸回她了
[00:11:49.400 --> 00:11:51.400]  她就活著
[00:11:51.400 --> 00:11:54.400]  死然後重生
[00:11:54.400 --> 00:11:56.400]  死而復活
[00:11:56.400 --> 00:11:58.400]  以利亞就將這個孩子
[00:11:58.400 --> 00:12:01.400]  從樓上抱下來
[00:12:01.400 --> 00:12:03.400]  進了房間
[00:12:03.400 --> 00:12:05.400]  就給他的母親
[00:12:05.400 --> 00:12:08.400]  他說看你的兒子活了
[00:12:08.400 --> 00:12:11.400]  婦人對以利亞說
[00:12:11.400 --> 00:12:13.400]  現在我知道你是神
[00:12:13.400 --> 00:12:14.400]  耶和說
[00:12:14.400 --> 00:12:17.400]  你口中所說的話是真的
[00:12:17.400 --> 00:12:19.400]  為什麼會記載這個故事
[00:12:19.400 --> 00:12:21.400]  除了是自然地發生
[00:12:21.400 --> 00:12:23.400]  沒有幾年的下雨
[00:12:23.400 --> 00:12:25.400]  然後沒有出產
[00:12:25.400 --> 00:12:27.400]  就會有饑荒
[00:12:27.400 --> 00:12:29.400]  然後死了
[00:12:29.400 --> 00:12:30.400]  其實記載這個故事
[00:12:30.400 --> 00:12:31.400]  想做些什麼
[00:12:31.400 --> 00:12:33.400]  由第十章第一節開始
[00:12:33.400 --> 00:12:35.400]  以利亞就出來
[00:12:35.400 --> 00:12:36.400]  和以色列國
[00:12:36.400 --> 00:12:37.400]  特別是阿哈旺
[00:12:37.400 --> 00:12:39.400]  宣告一件事
[00:12:39.400 --> 00:12:41.400]  就是耶和說才是真神
[00:12:41.400 --> 00:12:43.400]  不是巴力
[00:12:43.400 --> 00:12:45.400]  阿哈是引進巴力
[00:12:45.400 --> 00:12:49.400]  將菲利基的宗教
[00:12:49.400 --> 00:12:51.400]  他的假神
[00:12:51.400 --> 00:12:55.400]  引進入薩馬利亞和以色列國
[00:12:55.400 --> 00:12:57.400]  以利亞在做什麼呢
[00:12:57.400 --> 00:12:59.400]  其實是在做一些所謂的護教學
[00:12:59.400 --> 00:13:02.400]  一些所謂的文化護教學
[00:13:02.400 --> 00:13:04.400]  Cultural Apologetics
[00:13:04.400 --> 00:13:06.400]  就是說這個文化告訴我們
[00:13:06.400 --> 00:13:08.400]  巴力就是掌管所有的
[00:13:08.400 --> 00:13:10.400]  雨水 食物
[00:13:10.400 --> 00:13:11.400]  還有什麼
[00:13:11.400 --> 00:13:13.400]  生命
[00:13:13.400 --> 00:13:15.400]  他打敗了摩特
[00:13:15.400 --> 00:13:17.400]  以至他能夠降雨
[00:13:17.400 --> 00:13:19.400]  但是這裡說的是什麼
[00:13:19.400 --> 00:13:21.400]  這個故事一個又一個的故事
[00:13:21.400 --> 00:13:24.400]  就是將一些巴力神話裡面的主題
[00:13:24.400 --> 00:13:26.400]  針對那些主題
[00:13:26.400 --> 00:13:29.400]  然後有些神蹟發生
[00:13:29.400 --> 00:13:31.400]  這些神蹟就是指向
[00:13:31.400 --> 00:13:34.400]  耶和說才是賜雨水
[00:13:34.400 --> 00:13:36.400]  賜生命過的神

